Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithification,MAJ Lith. Prefix,MAJ Lith. Principal name,Texture Rank,MAJ Lith. Suffix,MAJ Lith. prefix+name+suffix [read only],"FACIES (neritic, hemipelagic, pelagic)",MAJ lith color (simple),Fossil,Sedimentary structure,Diagenetic structure,Layer or bedding thickness,Bioturbation intensity,Bioturbation intensity rank [read only],Bottom contact or boundary definition,Bottom contact or boundary attitude,General interval comment,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Extra Sample ID Data
356-U1461C-20H-CC-A,0,7,187.36,187.43,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,,,,,,,,,"Unlithified, olive gray wackestone with very fine sand size grains",,,,356,U1461,C,20,H,CC,A,
356-U1461C-21H-1-A,0,150,187,188.5,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,,,,,,,,,"Unlithified, olive gray wackestone with sand size grains. Solitary coral fragment",,,,356,U1461,C,21,H,1,A,
356-U1461C-21H-2-A,0,141,188.5,189.91,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,,,,,,,,,"Unlithified, olive gray wackestone with vf sand size grains",,,,356,U1461,C,21,H,2,A,
356-U1461C-21H-3-A,0,137,189.91,191.28,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,,,,,,,,,"Unlithified with partially lithified intervals, olive gray wackestone",,,,356,U1461,C,21,H,3,A,
356-U1461C-21H-4-A,0,141,191.28,192.69,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,,,,,,,,,"Unlithified, olive gray wackestone with coarse sand size grains",,,,356,U1461,C,21,H,4,A,
356-U1461C-21H-4-A,141,146,192.69,192.74,,,,,,,,,,,,,,,,,void,,,,356,U1461,C,21,H,4,A,
356-U1461C-21H-5-A,0,146,192.74,194.2,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,greenish gray,,,,,,,,,"Unlithified, greenish gray wackestone with fine sand size grains",,,,356,U1461,C,21,H,5,A,
356-U1461C-21H-6-A,0,45,194.2,194.65,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,greenish gray,,,,,,,,,"Unlithified, greenish gray wackestone with sand size grains",,,,356,U1461,C,21,H,6,A,
356-U1461C-21H-6-A,54,146,194.74,195.66,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,greenish gray,,,,,,,,,"Unlithified, greenish gray wackestone with sand size grains",,,,356,U1461,C,21,H,6,A,
356-U1461C-21H-7-A,0,109,195.66,196.75,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,,,,,,,,,"Unlithified, olive gray wackestone with sand size grains an unidentified bivalve fragment",,,,356,U1461,C,21,H,7,A,
356-U1461C-21H-7-A,109,112,196.75,196.78,,,,,,,,,,,,,,,,,void,,,,356,U1461,C,21,H,7,A,
356-U1461C-21H-CC-A,0,57,196.78,197.35,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,,,,,,,,,"Unlithified, olive gray wackestone with sand size grains",,,,356,U1461,C,21,H,CC,A,
356-U1461C-21H-CC-A,57,67,197.35,197.45,,,,,,,,,,,,,,,,,to pal,,,,356,U1461,C,21,H,CC,A,
356-U1461C-22H-1-A,0,20,196.5,196.7,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,bivalve,,,,,,,,"Unlithified, olive gray wackestone with gravel size grains including macrofossils and lithic fragments",,,,356,U1461,C,22,H,1,A,
356-U1461C-22H-1-A,0,20,196.5,196.7,,,,,,,,,echinoderm,,,,,,,,,,,,356,U1461,C,22,H,1,A,
356-U1461C-22H-1-A,0,20,196.5,196.7,,,,,,,,,gastropod,,,,,,,,,,,,356,U1461,C,22,H,1,A,
356-U1461C-22H-1-A,20,145,196.7,197.95,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,,,,,,,,,"Unlithified, olive gray wackestone with sand size grains",,,,356,U1461,C,22,H,1,A,
356-U1461C-22H-2-A,0,136,197.95,199.31,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,,,,,,,,,"Unlithfied, olive gray wackestone",,,,356,U1461,C,22,H,2,A,
356-U1461C-22H-2-A,136,145,199.31,199.4,,,,,,,,,,,,,,,,,void,,,,356,U1461,C,22,H,2,A,
356-U1461C-22H-3-A,0,140,199.4,200.8,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,,,,,,,,,"Unlithified with partially lithified intervals, olive gray wackestone with sand size grains",,,,356,U1461,C,22,H,3,A,
356-U1461C-22H-4-A,0,144,200.8,202.24,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,,,,,,,,,"Unlithified, olive gray wackestone with sand size grains and sparse glauconite",,,,356,U1461,C,22,H,4,A,
356-U1461C-22H-5-A,0,145,202.24,203.69,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,,,,,,,,,"Unlithified with partially lithified intervals, olive gray wackestone with sand size grains",,,,356,U1461,C,22,H,5,A,
356-U1461C-22H-6-A,0,85,203.69,204.54,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,,,,,,,,,"Unlithified, olive gray wackestone with sand size grains. Fragments of mollusks shells and sparse glauconite",,,,356,U1461,C,22,H,6,A,
356-U1461C-22H-7-A,0,105,204.54,205.59,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,,,,,slight [B06],2,,,"Unlithified with partially lithified zones, olive gray wackestone with sand size grains, slight bioturbation and glauconite in burrows",,,,356,U1461,C,22,H,7,A,
356-U1461C-22H-CC-A,0,32,205.59,205.91,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,,,,,,,,,"Unlithified, olive gray wackestone with sand size grains",,,,356,U1461,C,22,H,CC,A,
356-U1461C-22H-CC-A,32,42,205.91,206.01,,,,,,,,,,,,,,,,,to pal,,,,356,U1461,C,22,H,CC,A,
356-U1461C-23H-1-A,0,16,206,206.16,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,,,,,,,,,"Unlithified, olive gray wackestone with sand size grains",,,,356,U1461,C,23,H,1,A,
356-U1461C-23H-1-A,16,32,206.16,206.32,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,bivalve,,,,,,,,"Unlithified, olive gray wackestone with gravel size grains including macrofossils and lithics (glauconite and carbonate cement)",,,,356,U1461,C,23,H,1,A,
356-U1461C-23H-1-A,16,32,206.16,206.32,,,,,,,,,gastropod,,,,,,,,,,,,356,U1461,C,23,H,1,A,
356-U1461C-23H-1-A,32,138,206.32,207.38,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light olive gray,,,,,,,,,,,,,356,U1461,C,23,H,1,A,
356-U1461C-23H-2-A,0,140,207.38,208.78,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,,,,,,,,,"Ulithified, olive gray wackestone",,,,356,U1461,C,23,H,2,A,
356-U1461C-23H-3-A,0,128,208.78,210.06,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,,,,,,,,,"Unlithified with partially lithified intervals, olive gray wackestone with sand size grains",,,,356,U1461,C,23,H,3,A,
356-U1461C-23H-4-A,0,146,210.06,211.52,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,,,,,slight [B06],2,,,"Unlithified with partially lithified intervals, olive gray wackestone with sand size grains, sparse throughout the Section",,,,356,U1461,C,23,H,4,A,
356-U1461C-23H-5-A,0,140,211.52,212.92,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,,,,,,,,,"Unlithified with partially lithified zones, olive gray wackestone with sand size grains and sparse glauconite",,,,356,U1461,C,23,H,5,A,
356-U1461C-23H-6-A,0,140,212.92,214.32,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,,,,,,,,,"Unlithified with partially lithified intervals, olive gray wackestone with sand size grains and pateches of glauconite",,,,356,U1461,C,23,H,6,A,
356-U1461C-23H-7-A,0,107,214.32,215.39,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,,,,,,,,,"Unlithified with partially lithified intervals, olive gray wackestone with sand size grains and patches of glauconite",,,,356,U1461,C,23,H,7,A,
356-U1461C-23H-CC-A,0,55,215.39,215.94,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,,,,,,,,,"Unlithified, olive gray wackestone with very fine sand size grains",,,,356,U1461,C,23,H,CC,A,
356-U1461C-23H-CC-A,55,65,215.94,216.04,,,,,,,,,,,,,,,,,to pal,,,,356,U1461,C,23,H,CC,A,
356-U1461C-24F-1-A,0,38,215.5,215.88,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,bivalve,,,,,,,,"Unlithified, olive gray wackestone with gravel size grains containing macrofossils and lithic fragments (glauconite, carbonate cement)",,,,356,U1461,C,24,F,1,A,
356-U1461C-24F-1-A,0,38,215.5,215.88,,,,,,,,,echinoderm,,,,,,,,"Unlithified, olive gray wackestone",,,,356,U1461,C,24,F,1,A,
356-U1461C-24F-1-A,0,38,215.5,215.88,,,,,,,,,gastropod,,,,,,,,,,,,356,U1461,C,24,F,1,A,
356-U1461C-24F-1-A,38,147,215.88,216.97,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,,,,,,,,,,,,,356,U1461,C,24,F,1,A,
356-U1461C-24F-1-A,147,150,216.97,217,,,,,,,,,,,,,,,,,void,,,,356,U1461,C,24,F,1,A,
356-U1461C-24F-2-A,0,150,217,218.5,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,dark greenish gray,,,,,,,,,"Unlithified with partially lithified zones, dark greenish gray wackestone with sand size grains",,,,356,U1461,C,24,F,2,A,
356-U1461C-24F-3-A,0,80,218.5,219.3,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,dark greenish gray,,,,,,,,,"Unlithified, dark greenish gray wackestone with very fine sand size grains",,,,356,U1461,C,24,F,3,A,
356-U1461C-24F-3-A,80,84,219.3,219.34,,,,,,,,,,,,,,,,,void,,,,356,U1461,C,24,F,3,A,
356-U1461C-24F-4-A,0,64,219.34,219.98,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,dark greenish gray,,,,,,,,,"Unlithified, dark greenish gray wackestone with sand size grains",,,,356,U1461,C,24,F,4,A,
356-U1461C-24F-CC-A,0,20,219.98,220.18,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,dark greenish gray,,,,,,,,,"Unlithified, dark greenish gray wackestone with sand size grains",,,,356,U1461,C,24,F,CC,A,
356-U1461C-24F-CC-A,20,30,220.18,220.28,,,,,,,,,,,,,,,,,to pal,,,,356,U1461,C,24,F,CC,A,
356-U1461C-25F-1-A,0,100,220.2,221.2,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light olive gray,,,,,,,,,"Unlithified, light olive gray wackestone with silt sized grains",,,,356,U1461,C,25,F,1,A,
356-U1461C-25F-2-A,0,60,221.2,221.8,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light olive gray,,,,,,,,,"Unlithified, light olive gray wackestone with silt size grains",,,,356,U1461,C,25,F,2,A,
356-U1461C-25F-3-A,0,146,221.8,223.26,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light olive gray,,,,,,,,,"Unlithified, light olive gray wackestone with silt size grains",,,,356,U1461,C,25,F,3,A,
356-U1461C-25F-4-A,0,111,223.26,224.37,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light olive gray,,,,,,,,,"Unlithified, light olive gray wackestone with silt size grains",,,,356,U1461,C,25,F,4,A,
356-U1461C-25F-5-A,0,65,224.37,225.02,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light olive gray,,,,,,,,,"Unlithified, light olive gray wackestone with silt size grains",,,,356,U1461,C,25,F,5,A,
356-U1461C-25F-CC-A,0,11,225.02,225.13,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light olive gray,,,,,,,,,"Unlithified, light olive gray wackestone with silt size grains",,,,356,U1461,C,25,F,CC,A,
356-U1461C-25F-CC-A,11,21,225.13,225.23,,,,,,,,,,,,,,,,,to pal,,,,356,U1461,C,25,F,CC,A,
356-U1461C-26F-1-A,0,146,224.9,226.36,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light olive gray,,,,,,,,,"Unlithified, light olive gray wackestone with silt size grains and bivalve fragment",,,,356,U1461,C,26,F,1,A,
356-U1461C-26F-2-A,0,84,226.36,227.2,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light olive gray,,,,,,,,,"Unlithified, light olive gray wackestone with silt size grains",,,,356,U1461,C,26,F,2,A,
356-U1461C-26F-2-A,84,92,227.2,227.28,,,,,,,,,,,,,,,,,void,,,,356,U1461,C,26,F,2,A,
356-U1461C-26F-2-A,92,146,227.28,227.82,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light olive gray,,,,,,,,,"Unlithified, light olive gray wackestone with silt size grains. Clay enriched band 135-136 cm above glauconite. Glauconite band near the bottom, 136-138 cm",,,,356,U1461,C,26,F,2,A,
356-U1461C-26F-3-A,0,74,227.82,228.56,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light olive gray,,,,,,,,,"Unlithified with partly lithified intervals, light olive gray wackestone",,,,356,U1461,C,26,F,3,A,
356-U1461C-26F-3-A,74,96,228.56,228.78,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,light olive gray,,,,,,,,,"Unlithified, light olive gray mudstone",,,,356,U1461,C,26,F,3,A,
356-U1461C-26F-3-A,96,100,228.78,228.82,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light olive gray,,,,,,,,,"Unlithified, light olive gray wackestone with silt size grains",,,,356,U1461,C,26,F,3,A,
356-U1461C-26F-4-A,0,35,228.82,229.17,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,,,,,,,,,"Unlithified, olive gray wackestone",,,,356,U1461,C,26,F,4,A,
356-U1461C-26F-4-A,35,44,229.17,229.26,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,light olive gray,,,,,,,,,"Unlithified, light olive gray mudstone",,,,356,U1461,C,26,F,4,A,
356-U1461C-26F-4-A,44,65,229.26,229.47,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light olive gray,,,,,,,,,"Unlithified, light olive gray wackestone",,,,356,U1461,C,26,F,4,A,
356-U1461C-26F-CC-A,0,9,229.47,229.56,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,light olive gray,,,,,,,,,"Unlithified, light olive gray mudstone",,,,356,U1461,C,26,F,CC,A,
356-U1461C-26F-CC-A,9,19,229.56,229.66,,,,,,,,,,,,,,,,,to pal,,,,356,U1461,C,26,F,CC,A,
356-U1461C-27F-1-A,0,35,229.6,229.95,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,,,,,,,,,"Unlithified, olive gray wackestone with silt size grains interbedded with mudstone intervals (3-5 cm thick), recognized by dark greenish gray color and sharp, sub-horizontal upper and lower contacts.",,,,356,U1461,C,27,F,1,A,
356-U1461C-27F-2-A,0,146,229.95,231.41,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light olive gray,,,,,,,,,"Unlithified, olive gray wackestone with silt size grains interbedded with mudstone intervals (3-5 cm thick), recognized by dark greenish gray color and sharp, sub-horizontal upper and lower contacts.",,,,356,U1461,C,27,F,2,A,
356-U1461C-27F-3-A,0,145,231.41,232.86,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light olive gray,,,,,,,,,"Unlithified, light olive gray wackestone with mud size grains",,,,356,U1461,C,27,F,3,A,
356-U1461C-27F-4-A,0,111,232.86,233.97,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light olive gray,,,,,,,,,"Unlithified, light olive gray wackestone with silt size grains",,,,356,U1461,C,27,F,4,A,
356-U1461C-27F-5-A,0,61,233.97,234.58,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light olive gray,,,,,,,,,"Unlithfied, light olive gray wackestone with silt size grains and sparse glauconite",,,,356,U1461,C,27,F,5,A,
356-U1461C-27F-CC-A,0,19,234.58,234.77,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,neritic,light olive gray,,,,,,,,,"Unlithified, light olive gray wackestone with silt sized grains",,,,356,U1461,C,27,F,CC,A,
356-U1461C-28F-1-A,0,102,234.3,235.32,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,light olive gray,,,concretion [BJ80],,slight [B06],2,,,concretions are partially lithified light olive gray packstone ~3cm interbeds,,,,356,U1461,C,28,F,1,A,
356-U1461C-28F-2-A,0,73,235.32,236.05,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,light olive gray,,,concretion [BJ80],,slight [B06],2,,,concretions are partially lithified light olive gray packstone ~3cm interbeds,,,,356,U1461,C,28,F,2,A,
356-U1461C-28F-3-A,0,139,236.05,237.44,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,light olive gray,,,concretion [BJ80],,slight [B06],2,,,concretions are partially lithified light olive gray packstone ~3cm interbeds,,,,356,U1461,C,28,F,3,A,
356-U1461C-28F-4-A,0,110,237.44,238.54,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,light olive gray,,,concretion [BJ80],,slight [B06],2,,,concretions are partially lithified light olive gray packstone ~3cm interbeds,,,,356,U1461,C,28,F,4,A,
356-U1461C-28F-5-A,0,26,238.54,238.8,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,light olive gray,,,concretion [BJ80],,slight [B06],2,gradational,horizontal,concretions are partially lithified light olive gray packstone ~3cm interbeds. Boundary is gradational over 4 cm.,,,,356,U1461,C,28,F,5,A,
356-U1461C-28F-5-A,26,71,238.8,239.25,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,dark gray,,,concretion [BJ80],,slight [B06],2,,,concretions are partially lithified light olive gray packstone ~3cm interbeds,,,,356,U1461,C,28,F,5,A,
356-U1461C-28F-CC-A,0,4,239.25,239.29,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,dark gray,,,,,slight [B06],2,,,,,,,356,U1461,C,28,F,CC,A,
356-U1461C-28F-CC-A,4,14,239.29,239.39,,,,,,,,,,,,,,,,,PAL,,,,356,U1461,C,28,F,CC,A,
356-U1461C-29F-1-A,0,121,239,240.21,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,dark gray,,,,,moderate [B06],3,,,Two ~4 cm wide concretions in upper 30 cm. Mottled colour indicating bioturbation. Fine glauconite grains. Partial missing material between 29-35 cm.,,,,356,U1461,C,29,F,1,A,
356-U1461C-29F-2-A,0,147,240.21,241.68,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,dark gray,,,,,moderate [B06],3,,,,,,,356,U1461,C,29,F,2,A,
356-U1461C-29F-3-A,0,76,241.68,242.44,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,light olive gray,,,,,moderate [B06],3,,,,,,,356,U1461,C,29,F,3,A,
356-U1461C-29F-3-A,76,93,242.44,242.61,,,,,,,,,,,,,,,,,Void,,,,356,U1461,C,29,F,3,A,
356-U1461C-29F-3-A,93,147,242.61,243.15,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,light olive gray,,,,,moderate [B06],3,,,,,,,356,U1461,C,29,F,3,A,
356-U1461C-29F-4-A,0,43,243.15,243.58,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,light olive gray,,,,,,,,,,,,,356,U1461,C,29,F,4,A,
356-U1461C-29F-4-A,43,54,243.58,243.69,,,,,,,,,,,,,,,,,void,,,,356,U1461,C,29,F,4,A,
356-U1461C-29F-4-A,54,87,243.69,244.02,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,light olive gray,,,,,moderate [B06],3,,,fine sand sized grains in the packstone,,,,356,U1461,C,29,F,4,A,
356-U1461C-29F-CC-A,0,15,244.02,244.17,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,light olive gray,,,,,moderate [B06],3,,,fine sand sized grains in the packstone,,,,356,U1461,C,29,F,CC,A,
356-U1461C-30F-1-A,0,30,243.7,244,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,light olive gray,,,,,moderate [B06],3,,,fine sand sized grains in the packstone,,,,356,U1461,C,30,F,1,A,
356-U1461C-30F-2-A,0,84,244,244.84,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,light olive gray,,,concretion [BJ80],,moderate [B06],3,,,fine sand sized grains in the packstone. Concretions are partially lithified interbeds.,,,,356,U1461,C,30,F,2,A,
356-U1461C-30F-2-A,84,146,244.84,245.46,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,light gray,,,concretion [BJ80],,slight [B06],2,,,very fine sand sized grains in the packstone,,,,356,U1461,C,30,F,2,A,
356-U1461C-30F-3-A,0,83,245.46,246.29,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,light gray,,,concretion [BJ80],,slight [B06],2,,,very fine sand sized grains in the packstone,,,,356,U1461,C,30,F,3,A,
356-U1461C-30F-3-A,83,87,246.29,246.33,,,,,,,,,,,,,,,,,void,,,,356,U1461,C,30,F,3,A,
356-U1461C-30F-3-A,87,109,246.33,246.55,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,light gray,,,concretion [BJ80],,slight [B06],2,,,very fine sand sized grains in the packstone,,,,356,U1461,C,30,F,3,A,
356-U1461C-30F-3-A,109,113,246.55,246.59,,,,,,,,,,,,,,,,,void,,,,356,U1461,C,30,F,3,A,
356-U1461C-30F-3-A,113,146,246.59,246.92,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,light gray,,,concretion [BJ80],,slight [B06],2,,,very fine sand sized grains in the packstone,,,,356,U1461,C,30,F,3,A,
356-U1461C-30F-4-A,0,110,246.92,248.02,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,light gray,,,concretion [BJ80],,slight [B06],2,,,very fine sand sized grains in the packstone,,,,356,U1461,C,30,F,4,A,
356-U1461C-30F-5-A,0,71,248.02,248.73,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,light gray,,,concretion [BJ80],,slight [B06],2,,,very fine sand sized grains in the packstone,,,,356,U1461,C,30,F,5,A,
356-U1461C-30F-CC-A,0,13,248.73,248.86,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,light gray,,,concretion [BJ80],,slight [B06],2,,,very fine sand sized grains in the packstone,,,,356,U1461,C,30,F,CC,A,
356-U1461C-30F-CC-A,13,23,248.86,248.96,,,,,,,,,,,,,,,,,PAL,,,,356,U1461,C,30,F,CC,A,
356-U1461C-31F-1-A,0,27,248.4,248.67,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,light gray,,,,,slight [B06],2,,,very fine sand sized grains in the packstone,,,,356,U1461,C,31,F,1,A,
356-U1461C-31F-1-A,27,40,248.67,248.8,,,,,,,,,,,,,,,,,Void,,,,356,U1461,C,31,F,1,A,
356-U1461C-31F-2-A,0,146,248.8,250.26,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,light gray,,,concretion [BJ80],,slight [B06],2,,,very fine sand sized grains in the packstone. Concretions are partially lithified 2-4 cm wide intervals spaced about every 10-15 cm down section.,,,,356,U1461,C,31,F,2,A,
356-U1461C-31F-3-A,0,136,250.26,251.62,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,light gray,,,concretion [BJ80],,slight [B06],2,,,very fine sand sized grains in the packstone. Concretions are partially lithified 2-4 cm wide intervals spaced about every 10-15 cm down section.,,,,356,U1461,C,31,F,3,A,
356-U1461C-31F-4-A,0,117,251.62,252.79,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,light gray,,,concretion [BJ80],,slight [B06],2,,,very fine sand sized grains in the packstone. Concretions are partially lithified 2-4 cm wide intervals spaced about every 25 cm down section.,,,,356,U1461,C,31,F,4,A,
356-U1461C-31F-5-A,0,46,252.79,253.25,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,light gray,,,concretion [BJ80],,slight [B06],2,,,very fine sand sized grains in the packstone. Concretions are partially lithified 2-4 cm wide intervals spaced about every 10-15 cm down section.,,,,356,U1461,C,31,F,5,A,
356-U1461C-31F-5-A,46,50,253.25,253.29,,,,,,,,,,,,,,,,,Void,,,,356,U1461,C,31,F,5,A,
356-U1461C-31F-5-A,50,69,253.29,253.48,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,light gray,,,concretion [BJ80],,slight [B06],2,,,very fine sand sized grains in the packstone. Concretions are partially lithified 2-4 cm wide intervals spaced about every 10-15 cm down section.,,,,356,U1461,C,31,F,5,A,
356-U1461C-31F-CC-A,0,25,253.48,253.73,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,light gray,,,,,slight [B06],2,,,very fine sand sized grains in the packstone.,,,,356,U1461,C,31,F,CC,A,
356-U1461C-32F-1-A,0,20,253.1,253.3,unlithified [Leg194],,Rudstone [E&K72; D62],6,,Rudstone,,light gray,,,,,,,,,Fall-in,,,,356,U1461,C,32,F,1,A,
356-U1461C-32F-1-A,20,121,253.3,254.31,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,light gray,,,concretion [BJ80],,,,,,very fine sand sized grains in the packstone. concretions are partially lithified 2-4 cm intervals about every 10 cm down section.,,,,356,U1461,C,32,F,1,A,
356-U1461C-32F-2-A,0,136,254.31,255.67,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,light gray,,,concretion [BJ80],,,,,,very fine sand sized grains in the packstone. concretions are partially lithified 2-4 cm intervals about every 15 cm down section.,,,,356,U1461,C,32,F,2,A,
356-U1461C-32F-3-A,0,112,255.67,256.79,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,light gray,,,concretion [BJ80],,,,,,very fine sand sized grains in the packstone. concretions are partially lithified 2-4 cm intervals about every 10 cm down section.,,,,356,U1461,C,32,F,3,A,
356-U1461C-32F-CC-A,0,11,256.79,256.9,,,,,,,,,,,,,,,,,All to PAL,,,,356,U1461,C,32,F,CC,A,
356-U1461C-33F-1-A,0,18,256.1,256.28,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,light gray,,,,,,,,,fine sand sized grains in the packstone.,,,,356,U1461,C,33,F,1,A,
356-U1461C-33F-1-A,18,23,256.28,256.33,,,,,,,,,,,,,,,,,Void,,,,356,U1461,C,33,F,1,A,
