Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Sample domain number (if >1 domain),Sample domain name (if >1 domain),Domain relative abundance [%],Lithology Prefix,Lithology Principal name,Lithology Suffix,Lith. prefix+name+suffix,Lithological Accessories 1,Lithological Accessories 2,Lithology color,Layer/Beddding, Lamination,Grading,Other sedimentary feature,Bedding thickness,Lithology avg. grain size ,Lithology avg. grain size rank,Diagenetic constituent,Diagenetic constituent composition,Bioturbation intensity,Bioturbation intensity rank,General interval comment,Bottom contact or boundary type,Bottom contact geometry,Bottom contact definition,Clasts abundance,Clasts [%],Clast -  grain size,Diagenetic structure,Macrofossil,Macrofossil abundance name,Lithology prefix + name,Lithology name+suffix,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W
369-U1513D-40R-CC-A,0,8,443.31,443.39,IV,,,,,,,,,,,,,,,,,,,,,,Interval void,,,,,,,,,,,,,,,369,U1513,D,40,R,CC,A
369-U1513D-41R-1-A,0,103,450.2,451.23,IV,,,,,claystone [USGS],,claystone,,,GLEY 1 2.5/N (black),massive [BJ84],,,structureless,,clay [W22_1],1,,,low,2,"From 28-30 cm, a basalt clast is present.",,,,,,,,,,claystone,claystone,,,,369,U1513,D,41,R,1,A
369-U1513D-41R-2-A,0,44,451.23,451.67,IV,,,,,claystone [USGS],,claystone,,,GLEY 1 2.5/N (black),massive [BJ84],,,structureless,,clay [W22_1],1,,,low,2,,,,,,,,,,,claystone,claystone,,,,369,U1513,D,41,R,2,A
369-U1513D-41R-2-A,44,69,451.67,451.92,IV,,,,,claystone [USGS],,claystone,,,GLEY 1 2.5/N (black),massive [BJ84],,,structureless,,clay [W22_1],1,,,moderate,2,,,,,,,,,,,claystone,claystone,,,,369,U1513,D,41,R,2,A
369-U1513D-41R-2-A,69,129,451.92,452.52,IV,,,,,claystone [USGS],,claystone,,,GLEY 1 2.5/N (black),massive [BJ84],,,structureless,,clay [W22_1],1,,,low,2,,,,,,,,,,,claystone,claystone,,,,369,U1513,D,41,R,2,A
369-U1513D-41R-3-A,0,85,452.52,453.37,IV,,,,,claystone [USGS],,claystone,,,GLEY 1 2.5/N (black),massive [BJ84],,,structureless,,clay [W22_1],1,,,sparse,1,,,,,,,,,,,claystone,claystone,,,,369,U1513,D,41,R,3,A
369-U1513D-41R-3-A,85,114,453.37,453.66,IV,,,,,claystone [USGS],,claystone,,,GLEY 1 2.5/N (black),massive [BJ84],,,structureless,,clay [W22_1],1,,,moderate,2,,,,,,,,,,,claystone,claystone,,,,369,U1513,D,41,R,3,A
369-U1513D-41R-3-A,114,150,453.66,454.02,IV,,,,,claystone [USGS],,claystone,,,GLEY 1 2.5/N (black),massive [BJ84],,,structureless,,clay [W22_1],1,,,low,2,,,,,,,,,,,claystone,claystone,,,,369,U1513,D,41,R,3,A
369-U1513D-41R-4-A,0,17,454.02,454.19,IV,,,,,claystone [USGS],,claystone,,,GLEY 1 2.5/N (black),massive [BJ84],,,structureless,,clay [W22_1],1,nodule,sulfide,sparse,1,Nodules of pyrite are present at 13 cm.,,,,,,,,,,claystone,claystone,,,,369,U1513,D,41,R,4,A
369-U1513D-41R-4-A,17,90,454.19,454.92,IV,,,,,claystone [USGS],,claystone,,,GLEY 1 2.5/N (black),massive [BJ84],,,structureless,,clay [W22_1],1,,,low,2,,,,,,,,,,,claystone,claystone,,,,369,U1513,D,41,R,4,A
369-U1513D-41R-4-A,90,103,454.92,455.05,V,,,,glauconitic,sandstone [USGS],,glauconitic sandstone,,,GLEY 1 4/10Y (dark greenish gray),massive [BJ84],,,,,fine sand [W22_2],4,,,,,Sort of diagenetic cements is present.,,,,,,,,,,glauconitic sandstone,sandstone,,,,369,U1513,D,41,R,4,A
369-U1513D-41R-4-A,103,118,455.05,455.2,V,,,,glauconitic,sandstone [USGS],,glauconitic sandstone,,,GLEY 1 3/5G (very dark greenish green),cross-bedding,,,,,fine sand [W22_2],4,,,,,Grains are dominated by volcanic clasts and cemented by calcites.,,,,,,,,,,glauconitic sandstone,sandstone,,,,369,U1513,D,41,R,4,A
369-U1513D-41R-4-A,118,150,455.2,455.52,V,,,,,sandstone [USGS],,sandstone,,,GLEY 1 4/10Y (dark greenish gray),massive [BJ84],,,structureless,,fine sand [W22_2],4,,,,,Grains are dominated by volcanic clasts and cemented by calcites.,,,,,,,,,,sandstone,sandstone,,,,369,U1513,D,41,R,4,A
369-U1513D-41R-5-A,0,151,455.52,457.03,V,,,,,sandstone [USGS],,sandstone,,,GLEY 1 4/10Y (dark greenish gray),massive [BJ84],,,structureless,,fine sand [W22_2],4,,,,,Grains are dominated by volcanic clasts and cemented by calcites.,,,,,,,,,,sandstone,sandstone,,,,369,U1513,D,41,R,5,A
369-U1513D-41R-6-A,0,111,457.03,458.14,V,,,,,sandstone [USGS],,sandstone,,,GLEY 1 4/10Y (dark greenish gray),massive [BJ84],,,structureless,,fine sand [W22_2],4,,,,,Grains are dominated by volcanic clasts and cemented by calcites.,,,,,,,,,,sandstone,sandstone,,,,369,U1513,D,41,R,6,A
369-U1513D-41R-7-A,0,53,458.14,458.67,V,,,,,sandstone [USGS],,sandstone,,,GLEY 1 4/10Y (dark greenish gray),massive [BJ84],,,structureless,,fine sand [W22_2],4,,,,,Grains are dominated by volcanic clasts and cemented by calcites.,,,,,,,,,,sandstone,sandstone,,,,369,U1513,D,41,R,7,A
369-U1513D-41R-CC-A,0,19,458.67,458.86,V,,,,,sandstone [USGS],,sandstone,,,GLEY 1 4/10Y (dark greenish gray),massive [BJ84],,,structureless,,fine sand [W22_2],4,,,,,Grains are dominated by volcanic clasts and cemented by calcites.,,,,,,,,,,sandstone,sandstone,,,,369,U1513,D,41,R,CC,A
369-U1513D-42R-1-A,0,7,459.8,459.87,V,,,,,sandstone [USGS],,sandstone,,,GLEY 1 4/10Y (dark greenish gray),massive [BJ84],,,structureless,,fine sand [W22_2],4,,,,,,,,,,,,,,,sandstone,sandstone,,,,369,U1513,D,42,R,1,A
369-U1513D-42R-1-A,7,10,459.87,459.9,V,,,,,claystone [USGS],,claystone,,,GLEY 1 2.5/5G (greenish black),massive [BJ84],,,structureless,,clay [W22_1],1,,,,,fall-in calsts,,,,,,,,,,claystone,claystone,,,,369,U1513,D,42,R,1,A
369-U1513D-42R-1-A,10,119,459.9,460.99,V,,,,,sandstone [USGS],,sandstone,,,GLEY 1 5/N (gray),massive [BJ84],,,structureless,,fine sand [W22_2],4,,,,,irregular veins are common with calcite infillings and an angular claystone clast is present at 19 cm. A fault occurs at 97-102 cm.,sharp boundary or contact,irregular-straight,sharp,4R,2,granule [W22_2],,,,sandstone,sandstone,,,,369,U1513,D,42,R,1,A
369-U1513D-42R-1-A,119,142,460.99,461.22,V,,,,,sandstone [USGS],with clasts,sandstone with clasts,,,GLEY 1 6/N (gray),massive [BJ84],,,structureless,,fine sand [W22_2],4,,,,,poor sorting with volcanic and claystone clasts,,,,3C,5,coarse sand [W22_2],,,,sandstone,sandstone with clasts,,,,369,U1513,D,42,R,1,A
369-U1513D-42R-2-A,0,39,461.22,461.61,V,,,,,sandstone [USGS],with clasts,sandstone with clasts,,,GLEY 1 6/N (gray),massive [BJ84],,normal grading,,,fine sand [W22_2],4,,,,,Irregular veins are common with calcite infillings,sharp boundary or contact,curved,,3C,5,coarse sand [W22_2],,,,sandstone,sandstone with clasts,,,,369,U1513,D,42,R,2,A
369-U1513D-42R-2-A,39,59,461.61,461.81,V,,,,,sandstone [USGS],with clasts,sandstone with clasts,,,GLEY 1 3/N (very dark gray),massive [BJ84],,,,,fine sand [W22_2],4,,,,,,sharp boundary or contact,curved,,3C,5,coarse sand [W22_2],,,,sandstone,sandstone with clasts,,,,369,U1513,D,42,R,2,A
369-U1513D-42R-2-A,59,138,461.81,462.6,V,,,,,sandstone [USGS],with clasts,sandstone with clasts,,,GLEY 1 6/N (gray),massive [BJ84],,,,,coarse sand [W22_2],6,,,,,Irregular veins are common with calcite infillings. Several 3-5 cm surrounding claystone clasts are present.,,,,3C,20,pebble [W22_2],,,,sandstone,sandstone with clasts,,,,369,U1513,D,42,R,2,A
369-U1513D-42R-3-A,0,13,462.65,462.78,V,,,,,sandstone [USGS],with clasts,sandstone with clasts,,,GLEY 1 6/N (gray),massive [BJ84],,normal grading,,,coarse sand [W22_2],6,,,,,,sharp boundary or contact,curved,,3C,5,coarse sand [W22_2],,,,sandstone,sandstone with clasts,,,,369,U1513,D,42,R,3,A
369-U1513D-42R-3-A,13,49,462.78,463.14,V,,,,,sandstone [USGS],with pyrite,sandstone with pyrite,,,GLEY 1 6/N (gray),planar cross-bedding,parallel lamination,normal grading,,,medium sand [W22_2],5,,,,,,sharp boundary or contact,planar,,3C,5,coarse sand [W22_2],,,,sandstone,sandstone with pyrite,,,,369,U1513,D,42,R,3,A
369-U1513D-42R-3-A,49,75,463.14,463.4,V,,,,,sandstone [USGS],with clasts,sandstone with clasts,,,GLEY 1 6/N (gray),planar cross-bedding,parallel lamination,normal grading,,,medium sand [W22_2],5,,,,,,sharp boundary or contact,planar,,3C,5,coarse sand [W22_2],,,,sandstone,sandstone with clasts,,,,369,U1513,D,42,R,3,A
369-U1513D-42R-3-A,75,86,463.4,463.51,V,,,,,sandstone [USGS],with clasts,sandstone with clasts,,,GLEY 1 6/N (gray),planar cross-bedding,parallel lamination,normal grading,,,medium sand [W22_2],5,,,,,,sharp boundary or contact,planar,,3C,5,coarse sand [W22_2],,,,sandstone,sandstone with clasts,,,,369,U1513,D,42,R,3,A
369-U1513D-42R-3-A,86,93,463.51,463.58,V,,,,,sandstone [USGS],with clasts,sandstone with clasts,,,GLEY 1 6/N (gray),planar cross-bedding,parallel lamination,normal grading,,,medium sand [W22_2],5,,,,,,sharp boundary or contact,planar,,3C,5,coarse sand [W22_2],,,,sandstone,sandstone with clasts,,,,369,U1513,D,42,R,3,A
369-U1513D-42R-4-A,0,3,463.58,463.61,V,,,,,sandstone [USGS],with clasts,sandstone with clasts,,,10YR 3/2 (very dark grayish brown),massive [BJ84],,,,,fine sand [W22_2],4,,,,,,sharp boundary or contact,irregular,,,,,,,,sandstone,sandstone with clasts,,,,369,U1513,D,42,R,4,A
369-U1513D-42R-4-A,3,16,463.61,463.74,V,,,,,sandstone [USGS],with clasts,sandstone with clasts,,,GLEY 1 6/N (gray),planar cross-bedding,parallel lamination,normal grading,,,fine sand [W22_2],4,,,,,pyrites are common,sharp boundary or contact,planar,,3C,5,medium sand [W22_2],,,,sandstone,sandstone with clasts,,,,369,U1513,D,42,R,4,A
369-U1513D-42R-4-A,16,61,463.74,464.19,V,,,,,sandstone [USGS],with clasts,sandstone with clasts,,,GLEY 1 6/N (gray),planar cross-bedding,parallel lamination,normal grading,,,fine sand [W22_2],4,,,,,pyrites are common,sharp boundary or contact,planar,,3C,5,medium sand [W22_2],,,,sandstone,sandstone with clasts,,,,369,U1513,D,42,R,4,A
369-U1513D-42R-4-A,61,91,464.19,464.49,V,,,,,sandstone [USGS],with clasts,sandstone with clasts,,,GLEY 1 6/N (gray),planar cross-bedding,parallel lamination,normal grading,,,fine sand [W22_2],4,,,,,pyrites are common,sharp boundary or contact,planar,,3C,5,medium sand [W22_2],,,,sandstone,sandstone with clasts,,,,369,U1513,D,42,R,4,A
369-U1513D-42R-4-A,91,105,464.49,464.63,V,,,,,sandstone [USGS],with clasts,sandstone with clasts,,,GLEY 1 6/N (gray),planar cross-bedding,parallel lamination,normal grading,,,fine sand [W22_2],4,,,,,pyrites are common,sharp boundary or contact,planar,,3C,5,medium sand [W22_2],,,,sandstone,sandstone with clasts,,,,369,U1513,D,42,R,4,A
369-U1513D-42R-4-A,105,124,464.63,464.82,V,,,,,sandstone [USGS],with clasts,sandstone with clasts,,,GLEY 1 6/N (gray),planar cross-bedding,parallel lamination,normal grading,,,fine sand [W22_2],4,,,,,pyrites are common,sharp boundary or contact,planar,,3C,5,medium sand [W22_2],,,,sandstone,sandstone with clasts,,,,369,U1513,D,42,R,4,A
369-U1513D-42R-4-A,124,149,464.82,465.07,V,,,,,sandstone [USGS],with clasts,sandstone with clasts,,,GLEY 1 6/N (gray),massive [BJ84],,,,,fine sand [W22_2],4,,,,,pyrites are common,sharp boundary or contact,planar,,3C,5,medium sand [W22_2],,,,sandstone,sandstone with clasts,,,,369,U1513,D,42,R,4,A
369-U1513D-42R-5-A,0,12,465.07,465.19,V,,,,,sandstone [USGS],with clasts,sandstone with clasts,,,10Y 3/1 (very dark greenish gray),massive [BJ84],,normal grading,,,fine sand [W22_2],4,,,,,A pyrite nodule is present.,sharp boundary or contact,planar,sharp,,5,granule [W22_2],,,,sandstone,sandstone with clasts,,,,369,U1513,D,42,R,5,A
369-U1513D-42R-5-A,12,55,465.19,465.62,V,,,,,sandstone [USGS],with clasts,sandstone with clasts,,,10Y 3/1 (very dark greenish gray),massive [BJ84],,normal grading,,,medium sand [W22_2],5,,,,,A pyrite nodule is present.,sharp boundary or contact,planar,sharp,,5,granule [W22_2],,,,sandstone,sandstone with clasts,,,,369,U1513,D,42,R,5,A
369-U1513D-42R-5-A,55,72,465.62,465.79,V,,,,,sandstone [USGS],with clasts,sandstone with clasts,,,GLEY 1 5/N (gray),massive [BJ84],,normal grading,,,coarse sand [W22_2],6,,,,,,,,,,5,granule [W22_2],,,,sandstone,sandstone with clasts,,,,369,U1513,D,42,R,5,A
369-U1513D-42R-CC-A,0,20,465.79,465.99,V,,,,,sandstone [USGS],,sandstone,,,10Y 3/1 (very dark greenish gray),massive [BJ84],,,,,coarse sand [W22_2],6,,,,,,,,,,,,,,,sandstone,sandstone,,,,369,U1513,D,42,R,CC,A
369-U1513D-43R-1-A,0,18,469.4,469.58,V,,,,,sandstone [USGS],with clasts,sandstone with clasts,,,10YR 3/2 (very dark grayish brown),massive [BJ84],,,,,coarse sand [W22_2],6,,,,,Irregular veins are present at its lower part. Several 1-4 cm subangular claystone clasts occur at its middle part.,sharp boundary or contact,curved,sharp,3C,5,granule [W22_2],,,,sandstone,sandstone with clasts,,,,369,U1513,D,43,R,1,A
369-U1513D-43R-1-A,18,105,469.58,470.45,V,,,,,sandstone [USGS],,sandstone,,,GLEY 1 5/N (gray),massive [BJ84],,normal grading,,,medium sand [W22_2],5,,,,,,,,,,5,granule [W22_2],,,,sandstone,sandstone,,,,369,U1513,D,43,R,1,A
369-U1513D-43R-2-A,0,69,470.45,471.14,V,,,,,sandstone [USGS],with clasts,sandstone with clasts,,,GLEY 1 5/N (gray),massive [BJ84],,,,,medium sand [W22_2],5,,,,,,,,,,5,pebble [W22_2],,,,sandstone,sandstone with clasts,,,,369,U1513,D,43,R,2,A
369-U1513D-43R-2-A,69,75,471.14,471.2,V,,,,clayey,siltstone [USGS],with clasts,clayey siltstone with clasts,,,10Y 3/1 (very dark greenish gray),planar cross-bedding,parallel lamination,,,,silt [W22_1],2,,,,,Pyrite bands are present.,sharp boundary or contact,planar,,,5,granule [W22_2],,,,clayey siltstone,siltstone with clasts,,,,369,U1513,D,43,R,2,A
369-U1513D-43R-2-A,75,90,471.2,471.35,V,,,,clayey,siltstone [USGS],,clayey siltstone,,,GLEY 1 3/10Y (very dark greenish gray),planar cross-bedding,parallel lamination,,,,silt [W22_1],2,,,,,Pyrite bands are present throughout.,sharp boundary or contact,planar,,,5,granule [W22_2],,,,clayey siltstone,siltstone,,,,369,U1513,D,43,R,2,A
369-U1513D-43R-2-A,90,146,471.35,471.91,V,,,,,sandstone [USGS],with clasts,sandstone with clasts,,,GLEY 1 4/N (dark gray),cross-bedding,,,,,coarse sand [W22_2],6,,,,,,,,,3C,5,granule [W22_2],,,,sandstone,sandstone with clasts,,,,369,U1513,D,43,R,2,A
369-U1513D-43R-3-A,0,27,471.91,472.18,V,,,,,sandstone [USGS],,sandstone,,,GLEY 1 4/N (dark gray),cross-bedding,,,,,coarse sand [W22_2],6,,,,,Pyrites occur at its lower part.,sharp boundary or contact,curved,,,,,,,,sandstone,sandstone,,,,369,U1513,D,43,R,3,A
369-U1513D-43R-3-A,27,85,472.18,472.76,V,,,,silty,claystone [USGS],,silty claystone,,,10R 3/1 (dark reddish gray),massive [BJ84],,,,,clay [W22_1],1,,,,,,,,,,,,,,,silty claystone,claystone,,,,369,U1513,D,43,R,3,A
369-U1513D-43R-4-A,0,24,472.76,473.0,V,,,,silty,claystone [USGS],,silty claystone,,,10R 3/1 (dark reddish gray),massive [BJ84],,,,,clay [W22_1],1,,,,,,,,,,,,,,,silty claystone,claystone,,,,369,U1513,D,43,R,4,A
369-U1513D-43R-4-A,24,29,473.0,473.05,V,,,,,sandstone [USGS],,sandstone,,,GLEY 1 4/N (dark gray),,parallel lamination,,,,fine sand [W22_2],4,,,,,Pyrites are present.,sharp boundary or contact,planar,,,,,,,,sandstone,sandstone,,,,369,U1513,D,43,R,4,A
369-U1513D-43R-4-A,29,146,473.05,474.22,V,,,,silty,claystone [USGS],,silty claystone,,,10R 3/1 (dark reddish gray),massive [BJ84],,,,,clay [W22_1],1,,,,,,,,,,,,,,,silty claystone,claystone,,,,369,U1513,D,43,R,4,A
369-U1513D-43R-5-A,0,41,474.22,474.63,V,,,,,sandstone [USGS],,sandstone,,,GLEY 1 4/N (dark gray),cross-bedding,parallel lamination,,,,fine sand [W22_2],4,,,,,,sharp boundary or contact,planar,,,2,granule [W22_2],,,,sandstone,sandstone,,,,369,U1513,D,43,R,5,A
369-U1513D-43R-5-A,41,133,474.63,475.55,V,,,,silty,claystone [USGS],,silty claystone,,,10R 3/1 (dark reddish gray),massive [BJ84],parallel lamination,,,,clay [W22_1],1,,,,,,,,,,,,,,,silty claystone,claystone,,,,369,U1513,D,43,R,5,A
369-U1513D-43R-6-A,0,51,475.55,476.06,V,,,,silty,claystone [USGS],,silty claystone,,,10R 3/1 (dark reddish gray),massive [BJ84],parallel lamination,,,,clay [W22_1],1,,,,,,,,,,,,,,,silty claystone,claystone,,,,369,U1513,D,43,R,6,A
369-U1513D-43R-CC-A,0,15,476.06,476.21,V,,,,silty,claystone [USGS],,silty claystone,,,10R 3/1 (dark reddish gray),massive [BJ84],parallel lamination,,,,clay [W22_1],1,,,,,,,,,,,,,,,silty claystone,claystone,,,,369,U1513,D,43,R,CC,A
369-U1513D-44R-1-A,0,8,479.0,479.08,V,,,,silty,claystone [USGS],,silty claystone,,,10R 3/1 (dark reddish gray),massive [BJ84],,,,,clay [W22_1],1,,,,,,,,,,,,,,,silty claystone,claystone,,,,369,U1513,D,44,R,1,A
369-U1513D-44R-1-A,8,20,479.08,479.2,V,,,,,sandstone [USGS],,sandstone,,,GLEY 1 4/N (dark gray),massive [BJ84],,,,,fine sand [W22_2],4,,,,,,sharp boundary or contact,curved,,,5,granule [W22_2],,,,sandstone,sandstone,,,,369,U1513,D,44,R,1,A
369-U1513D-44R-1-A,20,51,479.2,479.51,V,,,,,sandstone [USGS],,sandstone,,,GLEY 1 4/N (dark gray),,,normal grading,,,medium sand [W22_2],5,,,,,,sharp boundary or contact,planar,,,5,granule [W22_2],,,,sandstone,sandstone,,,,369,U1513,D,44,R,1,A
369-U1513D-44R-1-A,51,112,479.51,480.12,V,,,,,sandstone [USGS],,sandstone,,,GLEY 1 4/N (dark gray),,parallel lamination,normal grading,,,medium sand [W22_2],5,,,,,,sharp boundary or contact,planar,,,5,granule [W22_2],,,,sandstone,sandstone,,,,369,U1513,D,44,R,1,A
369-U1513D-44R-1-A,112,135,480.12,480.35,V,,,,,sandstone [USGS],,sandstone,,,GLEY 1 4/N (dark gray),,parallel lamination,normal grading,,,medium sand [W22_2],5,,,,,,sharp boundary or contact,planar,,,5,granule [W22_2],,,,sandstone,sandstone,,,,369,U1513,D,44,R,1,A
369-U1513D-44R-2-A,0,3,480.35,480.38,V,,,,,sandstone [USGS],,sandstone,,,GLEY 1 4/N (dark gray),,,normal grading,,,medium sand [W22_2],5,,,,,A pyrite nodule is present.,sharp boundary or contact,curved,,,5,granule [W22_2],,,,sandstone,sandstone,,,,369,U1513,D,44,R,2,A
369-U1513D-44R-2-A,3,76,480.38,481.11,V,,,,silty,claystone [USGS],,silty claystone,,,10R 3/1 (dark reddish gray),massive [BJ84],parallel lamination,,,,clay [W22_1],1,,,,,,,,,,,,,,,silty claystone,claystone,,,,369,U1513,D,44,R,2,A
369-U1513D-44R-2-A,76,92,481.11,481.27,V,,,,,sandstone [USGS],,sandstone,,,GLEY 1 4/N (dark gray),,parallel lamination,normal grading,,,coarse sand [W22_2],6,,,,,Pyrites are present,sharp boundary or contact,curved,,,10,pebble [W22_2],,,,sandstone,sandstone,,,,369,U1513,D,44,R,2,A
369-U1513D-44R-2-A,92,98,481.27,481.33,V,,,,silty,claystone [USGS],,silty claystone,,,10R 3/1 (dark reddish gray),massive [BJ84],parallel lamination,,,,clay [W22_1],1,,,,,,,,,,,,,,,silty claystone,claystone,,,,369,U1513,D,44,R,2,A
369-U1513D-44R-3-A,0,120,481.33,482.53,V,,,,silty,claystone [USGS],,silty claystone,,,10R 3/1 (dark reddish gray),massive [BJ84],parallel lamination,,,,clay [W22_1],1,,,,,"Several thin fine sandstone layers are interbedded with sharp boundaries. Several pyrite nodules occur at 14 cm, 46 cm and 79 cm.",,,,,,,,,,silty claystone,claystone,,,,369,U1513,D,44,R,3,A
369-U1513D-44R-4-A,0,58,482.53,483.11,V,,,,silty,claystone [USGS],,silty claystone,,,10R 3/1 (dark reddish gray),massive [BJ84],parallel lamination,,,,clay [W22_1],1,,,,,Several thin fine sandstone layers are interbedded with sharp boundaries. A pyrite nodules occur at 55 cm.,sharp boundary or contact,planar,,,,,,,,silty claystone,claystone,,,,369,U1513,D,44,R,4,A
369-U1513D-44R-4-A,58,85,483.11,483.38,V,,,,,sandstone [USGS],,sandstone,,,GLEY 1 4/N (dark gray),,parallel lamination,,,,fine sand [W22_2],4,,,,,A pyrite nodule is present at 82 cm.,sharp boundary or contact,curved,,,,,,,,sandstone,sandstone,,,,369,U1513,D,44,R,4,A
369-U1513D-44R-4-A,85,139,483.38,483.92,V,,,,silty,claystone [USGS],,silty claystone,,,10R 3/1 (dark reddish gray),massive [BJ84],parallel lamination,,,,clay [W22_1],1,,,,,Several very thin fine sandstone layers are interbedded with sharp boundaries. Several pyrite nodules occur at 32 cm and 67 cm.,,,,,,,,,,silty claystone,claystone,,,,369,U1513,D,44,R,4,A
369-U1513D-44R-5-A,0,121,483.92,485.13,V,,,,silty,claystone [USGS],,silty claystone,,,10R 3/1 (dark reddish gray),massive [BJ84],parallel lamination,,,,clay [W22_1],1,,,,,,,,,,,,,,,silty claystone,claystone,,,,369,U1513,D,44,R,5,A
369-U1513D-44R-5-A,121,142,485.13,485.34,V,,,,,sandstone [USGS],,sandstone,,,GLEY 1 4/N (dark gray),,,,,,fine sand [W22_2],4,,,,,Several pyrite nodulesare present at 135 cm.,,,,,,,,,,sandstone,sandstone,,,,369,U1513,D,44,R,5,A
369-U1513D-44R-6-A,0,150,485.34,486.84,V,,,,silty,claystone [USGS],,silty claystone,,,10R 3/1 (dark reddish gray),massive [BJ84],parallel lamination,,,,clay [W22_1],1,,,,,Several very thin fine sandstone layers are interbedded with sharp boundaries.,,,,,,,,,,silty claystone,claystone,,,,369,U1513,D,44,R,6,A
369-U1513D-44R-7-A,0,144,486.84,488.28,V,,,,silty,claystone [USGS],,silty claystone,,,10R 3/1 (dark reddish gray),massive [BJ84],parallel lamination,,,,clay [W22_1],1,,,,,Several very thin fine sandstone layers are interbedded with sharp boundaries. Several pyrite nodules are present at its bottom.,,,,,,,,,,silty claystone,claystone,,,,369,U1513,D,44,R,7,A
369-U1513D-44R-CC-A,0,9,488.28,488.37,V,,,,silty,claystone [USGS],,silty claystone,,,10R 3/1 (dark reddish gray),massive [BJ84],parallel lamination,,,,clay [W22_1],1,,,,,Several pyrite nodules occur at 3 cm.,,,,,,,,,,silty claystone,claystone,,,,369,U1513,D,44,R,CC,A
369-U1513D-45R-1-A,0,114,488.6,489.74,V,,,,silty,claystone [USGS],,silty claystone,,,10R 3/1 (dark reddish gray),massive [BJ84],parallel lamination,,,,clay [W22_1],1,,,,,Several very thin fine sandstone layers are interbedded with sharp boundaries. Several pyrite nodules are present at the top fall-in interval.,,,,,,,,,,silty claystone,claystone,,,,369,U1513,D,45,R,1,A
369-U1513D-45R-2-A,0,13,489.74,489.87,V,,,,,sandstone [USGS],,sandstone,,,10R 3/1 (dark reddish gray),,parallel lamination,,,,fine sand [W22_2],4,,,,,,sharp boundary or contact,planar,,,,,,,,sandstone,sandstone,,,,369,U1513,D,45,R,2,A
369-U1513D-45R-2-A,13,33,489.87,490.07,V,,,,,silty sandstone,,silty sandstone,,,10R 3/1 (dark reddish gray),,parallel lamination,normal grading,,,fine sand [W22_2],4,,,,,Pyrite nodules are present at the bottom and color banding with very thin greenish layers occurs at its upper part.,sharp boundary or contact,planar,,,,,,,,silty sandstone,silty sandstone,,,,369,U1513,D,45,R,2,A
369-U1513D-45R-2-A,33,48,490.07,490.22,V,,,,,clayey siltstone,,clayey siltstone,,,10R 3/1 (dark reddish gray),,parallel lamination,normal grading,,,fine sand [W22_2],4,,,,,,sharp boundary or contact,planar,,,,,,,,clayey siltstone,clayey siltstone,,,,369,U1513,D,45,R,2,A
369-U1513D-45R-2-A,48,139,490.22,491.13,V,,,,silty,claystone [USGS],,silty claystone,,,10R 3/1 (dark reddish gray),massive [BJ84],parallel lamination,,,,clay [W22_1],1,,,,,Several very thin fine sandstone layers are interbedded with sharp boundaries.,,,,,,,,,,silty claystone,claystone,,,,369,U1513,D,45,R,2,A
369-U1513D-45R-3-A,0,123,491.13,492.36,V,,,,silty,claystone [USGS],,silty claystone,,,10R 3/1 (dark reddish gray),massive [BJ84],parallel lamination,,,,clay [W22_1],1,,,,,Several very thin fine sandstone layers are interbedded with sharp boundaries.,,,,,,,,,,silty claystone,claystone,,,,369,U1513,D,45,R,3,A
369-U1513D-45R-4-A,0,140,492.36,493.76,V,,,,silty,claystone [USGS],,silty claystone,,,10R 3/1 (dark reddish gray),massive [BJ84],parallel lamination,,,,clay [W22_1],1,,,,,Several very thin fine sandstone layers are interbedded with sharp boundaries.,,,,,,,,,,silty claystone,claystone,,,,369,U1513,D,45,R,4,A
369-U1513D-45R-5-A,0,126,493.76,495.02,V,,,,silty,claystone [USGS],,silty claystone,,,10R 3/1 (dark reddish gray),massive [BJ84],parallel lamination,,,,clay [W22_1],1,,,,,Several very thin fine sandstone layers are interbedded with sharp boundaries. Soft sedimentary defamation structures (slumps and small fault) are present at its top and bottom.,,,,,,,,,,silty claystone,claystone,,,,369,U1513,D,45,R,5,A
369-U1513D-45R-6-A,0,64,495.02,495.66,V,,,,silty,claystone [USGS],,silty claystone,,,10R 3/1 (dark reddish gray),massive [BJ84],parallel lamination,,,,clay [W22_1],1,,,,,Pyrite nodule is present at 45 cm.,sharp boundary or contact,planar,,,,,,,,silty claystone,claystone,,,,369,U1513,D,45,R,6,A
369-U1513D-45R-6-A,64,87,495.66,495.89,V,,,,,clayey siltstone,,clayey siltstone,,,GLEY 1 4/N (dark gray),,parallel lamination,normal grading,,,fine sand [W22_2],4,,,,,,sharp boundary or contact,planar,,,,,,,,clayey siltstone,clayey siltstone,,,,369,U1513,D,45,R,6,A
369-U1513D-45R-6-A,87,123,495.89,496.25,V,,,,silty,claystone [USGS],,silty claystone,,,10R 3/1 (dark reddish gray),massive [BJ84],parallel lamination,,,,clay [W22_1],1,,,,,Pyrite nodule is present at 114 cm.,sharp boundary or contact,planar,,,,,,,,silty claystone,claystone,,,,369,U1513,D,45,R,6,A
