Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology 1 prefix,Lithology 1 principal name,Lithology 1 suffix,LITH 1 prefix+name [read only],LITH 1 prefix+name+suffix [read only],LITH 1 abundance [%],LITH 1 color,LITH 1 lithification,LITH 1 ave. grain size class,LITH 1 ave. grain size rank [read only],LITH 1 max. grain size class,LITH 1 max. grain size rank [read only],LITH 1 grain sorting,LITH 1 Ash abundance name,LITH 1 Ash abundance rank (read only),LITH 1 comment,Lithology 2 prefix,Lithology 2 principal name,Lithology 2 suffix,LITH 2 prefix+name [read only],LITH 2 prefix+name+suffix [read only],LITH 2 abundance [%],Total LITH abundance [%],LITH 2 Ash abundance name,LITH 2 Ash abundance rank (read only),General interval comment,Bottom contact geometry,Bottom contact attitude,LITH 1 Layer or bedding thickness,LITH 1 Sedimentary structure,LITH 1 Bioturbation intensity,LITH 1 Bioturbation intensity rank [read only],LITH 1 Deformational structure,LITH 1 Deformational structure attitude,LITH 1 Diagenetic structure,LITH 1 Diagenetic constituent,LITH 1 Diagenetic constituent composition,LITH 1 Macrofossil,LITH 1 Macrofossil abundance name,LITH 2 Macrofossil,LITH 1 Clast abundance,LITH 1 Number of clasts (>2mm),LITH 1 Clast 1 igneous [%],LITH 1 Clast 1 igneous -  grain size,LITH 1 Clast 1 igneous -  roundness,LITH 1 Clast 1 igneous -  lithology,LITH 1 Clast 2 sediment [%],LITH 1 Clast 2 sediment - grain size,LITH 1 Clast 2 sediment - roundness,LITH 1 Clast 3 -other LITH [%],LITH 1 Clast 3 metamorphic - grain size,LITH 1 Clast 3 metamorphic - roundness,Total clasts calculated LITH 1 [%],LITH 1 Matrix 1 igneous - pumiceous [%],LITH 1 Matrix 2 igneous - scoriaceous [%],LITH 1 Matrix 3 igneous - massive [%],LITH 1 Matrix 4 igneous - vesicular [%],LITH 1 Matrix 5 volcaniclastic [%],LITH 1 Matrix 6 sediment [%],LITH 1 Matrix 7 -other LITH [%],LITH 1 Matrix biogenic carbonate [%],LITH 1 Matrix detritical carbonate [%],LITH 1 Matrix carbonate [%],Total matrix calculated LITH 1 [%],LITH 1 Matrix sorting,LITH 1 Matrix alteration intensity,LITH 1 Matrix alteration rank,LITH 1 Matrix comments,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W
349-U1432C-6H-2-A,100,121,48.4,48.61,,clay [Leg339],with silt [Leg339],clay ,clay with silt ,100,GLEY 1 4/10Y (dark greenish gray),very slightly consolidated [B84],clay [W22_1],1,silt [W22_1],2,moderate [BP01],,,,,,,,,,100,,,,erosive,inclined,medium bed [B01],,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1432,C,6,H,2,A
349-U1432C-6H-2-A,121,131,48.61,48.71,,clay [Leg339],with silt [Leg339],clay ,clay with silt ,100,GLEY 1 4/10Y (dark greenish gray),very slightly consolidated [B84],clay [W22_1],1,silt [W22_1],2,moderate [BP01],,,,,,,,,,100,,,,erosive,horizontal,medium bed [B01],,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1432,C,6,H,2,A
349-U1432C-6H-2-A,131,139,48.71,48.79,,clay [Leg339],with silt [Leg339],clay ,clay with silt ,100,GLEY 1 4/10Y (dark greenish gray),very slightly consolidated [B84],clay [W22_1],1,silt [W22_1],2,moderate [BP01],,,,,,,,,,100,,,,erosive,horizontal,thin bed [B01],,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1432,C,6,H,2,A
349-U1432C-6H-2-A,139,145,48.79,48.85,,clay [Leg339],,clay ,clay ,100,GLEY 1 4/10Y (dark greenish gray),very slightly consolidated [B84],clay [W22_1],1,silt [W22_1],2,moderate [BP01],,,,,,,,,,100,,,,,,thin bed [B01],,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1432,C,6,H,2,A
349-U1432C-6H-3-A,0,20,48.9,49.1,,clay [Leg339],with silt [Leg339],clay ,clay with silt ,100,GLEY 1 4/10Y (dark greenish gray),very slightly consolidated [B84],clay [W22_1],1,silt [W22_1],2,moderate [BP01],,,,,,,,,,100,,,,gradational,horizontal,medium bed [B01],,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1432,C,6,H,3,A
349-U1432C-6H-3-A,20,65,49.1,49.55,,clay [Leg339],with silt [Leg339],clay ,clay with silt ,100,GLEY 1 4/10Y (dark greenish gray),very slightly consolidated [B84],clay [W22_1],1,silt [W22_1],2,moderate [BP01],,,,,,,,,,100,,,,erosive,horizontal,thick bed [B01],,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1432,C,6,H,3,A
349-U1432C-6H-3-A,65,78,49.55,49.68,,clay [Leg339],with silt [Leg339],clay ,clay with silt ,100,GLEY 1 4/10Y (dark greenish gray),very slightly consolidated [B84],clay [W22_1],1,silt [W22_1],2,moderate [BP01],,,,,,,,,,100,,,,erosive,horizontal,medium bed [B01],,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1432,C,6,H,3,A
349-U1432C-6H-3-A,78,150,49.68,50.4,,clay [Leg339],with silt [Leg339],clay ,clay with silt ,100,GLEY 1 4/10Y (dark greenish gray),very slightly consolidated [B84],clay [W22_1],1,silt [W22_1],2,moderate [BP01],,,,,,,,,,100,,,,,,thick bed [B01],,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1432,C,6,H,3,A
349-U1432C-6H-4-A,0,11,50.4,50.51,,clay [Leg339],with sand [Leg339],clay ,clay with sand ,100,GLEY 1 4/10Y (dark greenish gray),very slightly consolidated [B84],clay [W22_1],1,fine sand [W22_2],4,moderate [BP01],,,,,,,,,,100,,,,erosive,horizontal,medium bed [B01],,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1432,C,6,H,4,A
349-U1432C-6H-4-A,11,46,50.51,50.86,,clay [Leg339],with silt [Leg339],clay ,clay with silt ,100,GLEY 1 4/10Y (dark greenish gray),very slightly consolidated [B84],clay [W22_1],1,silt [W22_1],2,moderate [BP01],,,,,,,,,,100,,,,erosive,horizontal,thick bed [B01],,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1432,C,6,H,4,A
349-U1432C-6H-4-A,46,76,50.86,51.16,,clay [Leg339],with silt [Leg339],clay ,clay with silt ,100,GLEY 1 4/10Y (dark greenish gray),very slightly consolidated [B84],clay [W22_1],1,silt [W22_1],2,moderate [BP01],,,,,,,,,,100,,,,erosive,horizontal,thick bed [B01],,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1432,C,6,H,4,A
349-U1432C-6H-4-A,76,121,51.16,51.61,,clay [Leg339],with silt [Leg339],clay ,clay with silt ,100,GLEY 1 4/10Y (dark greenish gray),very slightly consolidated [B84],clay [W22_1],1,silt [W22_1],2,moderate [BP01],,,,,,,,,,100,,,,,,thick bed [B01],,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1432,C,6,H,4,A
349-U1432C-6H-5-A,0,125,51.61,52.86,,sand [Leg339],with foraminifers [Leg339],sand ,sand with foraminifers ,100,GLEY 1 3/10Y (very dark greenish gray),very slightly consolidated [B84],fine sand [W22_2],4,medium sand [W22_2],5,moderate [BP01],,,,,,,,,,100,,,,,,very thick bed [B01],,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1432,C,6,H,5,A
349-U1432C-6H-CC-A,0,10,52.86,52.96,,sand [Leg339],with foraminifers [Leg339],sand ,sand with foraminifers ,100,GLEY 1 3/10Y (very dark greenish gray),very slightly consolidated [B84],fine sand [W22_2],4,medium sand [W22_2],5,moderate [BP01],,,,,,,,,,100,,,,,,medium bed [B01],,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1432,C,6,H,CC,A
349-U1432C-7H-1-A,0,103,53.0,54.03,,sand [Leg339],with foraminifers [Leg339],sand ,sand with foraminifers ,100,GLEY 1 3/10Y (very dark greenish gray),very slightly consolidated [B84],fine sand [W22_2],4,medium sand [W22_2],5,moderate [BP01],,,,,,,,,,100,,,,erosive,curved,very thick bed [B01],,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1432,C,7,H,1,A
349-U1432C-7H-1-A,103,125,54.03,54.25,,clay [Leg339],with sand [Leg339],clay ,clay with sand ,100,GLEY 1 4/10Y (dark greenish gray),very slightly consolidated [B84],clay [W22_1],1,fine sand [W22_2],4,moderate [BP01],,,,,,,,,,100,,,,erosive,inclined,medium bed [B01],,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1432,C,7,H,1,A
349-U1432C-7H-1-A,125,150,54.25,54.5,,clay [Leg339],,clay ,clay ,100,GLEY 1 4/10Y (dark greenish gray),very slightly consolidated [B84],clay [W22_1],1,silt [W22_1],2,moderate [BP01],,,,,,,,,,100,,,,,,medium bed [B01],,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1432,C,7,H,1,A
349-U1432C-7H-2-A,0,13,54.5,54.63,,clay [Leg339],with glauconite,clay ,clay with glauconite,,GLEY 1 5/N (gray),slightly consolidated [B84],clay [W22_1],1,silt [W22_1],2,moderate [BP01],,,,,,,,,,,,,,gradational,horizontal,medium bed [B01],concretion [BJ80],heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1432,C,7,H,2,A
349-U1432C-7H-2-A,10,13,54.6,54.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nodule,pyrite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1432,C,7,H,2,A
349-U1432C-7H-2-A,13,150,54.63,56.0,,clay [Leg339],,clay ,clay ,,GLEY 1 5/10Y (greenish gray),slightly consolidated [B84],clay [W22_1],1,silt [W22_1],2,moderate [BP01],,,,,,,,,,,,,,,,thick bed [B01],concretion [BJ80],heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1432,C,7,H,2,A
349-U1432C-7H-2-A,96,97,55.46,55.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nodule,pyrite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1432,C,7,H,2,A
349-U1432C-7H-2-A,114,116,55.64,55.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nodule,pyrite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1432,C,7,H,2,A
349-U1432C-7H-3-A,0,102,56.0,57.02,,clay [Leg339],,clay ,clay ,,GLEY 1 5/10Y (greenish gray),slightly consolidated [B84],clay [W22_1],1,silt [W22_1],2,moderate [BP01],,,,,,,,,,,,,,gradational,horizontal,thick bed [B01],concretion [BJ80],heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1432,C,7,H,3,A
349-U1432C-7H-3-A,102,107,57.02,57.07,,silt [Leg339],,silt ,silt ,,GLEY 1 5/10Y (greenish gray),slightly consolidated [B84],silt [W22_1],2,silt [W22_1],2,well [BP01],,,,,,,,,,,,,,erosive,horizontal,thin bed [B01],lamination,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1432,C,7,H,3,A
349-U1432C-7H-3-A,107,145,57.07,57.45,,clay [Leg339],,clay ,clay ,,GLEY 1 5/10Y (greenish gray),slightly consolidated [B84],clay [W22_1],1,silt [W22_1],2,moderate [BP01],,,,,,,,,,,,,,,,thick bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1432,C,7,H,3,A
349-U1432C-7H-4-A,0,108,57.5,58.58,,clay [Leg339],,clay ,clay ,,GLEY 1 5/5GY (greenish gray),slightly consolidated [B84],clay [W22_1],1,silt [W22_1],2,moderate [BP01],,,,,,,,,,,,,,gradational,inclined,thick bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1432,C,7,H,4,A
349-U1432C-7H-4-A,16,16,57.66,57.66,,,,,,,,,,,,,,P [A92],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1432,C,7,H,4,A
349-U1432C-7H-4-A,108,112,58.58,58.62,,silty clay [MMK88],,silty clay ,silty clay ,,GLEY 1 5/5GY (greenish gray),slightly consolidated [B84],clay [W22_1],1,silt [W22_1],2,moderate [BP01],,,,,,,,,,,,,,planar,inclined,thin bed [B01],,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1432,C,7,H,4,A
349-U1432C-7H-4-A,112,150,58.62,59.0,,clay [Leg339],,clay ,clay ,,GLEY 1 5/5GY (greenish gray),slightly consolidated [B84],clay [W22_1],1,silt [W22_1],2,moderate [BP01],,,,,,,,,,,,,,,,thick bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1432,C,7,H,4,A
349-U1432C-7H-5-A,0,26,59.0,59.26,,clay [Leg339],,clay ,clay ,,GLEY 1 5/10Y (greenish gray),slightly consolidated [B84],clay [W22_1],1,silt [W22_1],2,moderate [BP01],,,,,,,,,,,,,,gradational,horizontal,medium bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1432,C,7,H,5,A
349-U1432C-7H-5-A,26,28,59.26,59.28,,ash(tuff) [MMK88m],,ash(tuff) ,ash(tuff) ,,10YR 6/1 (gray),slightly consolidated [B84],silt [W22_1],2,silt [W22_1],2,well [BP01],P [A92],1,,,,,,,,,,,,planar,horizontal,thin bed [B01],graded bedding,none [DB86],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1432,C,7,H,5,A
349-U1432C-7H-5-A,28,48,59.28,59.48,,clay [Leg339],,clay ,clay ,,GLEY 1 5/10Y (greenish gray),slightly consolidated [B84],clay [W22_1],1,silt [W22_1],2,moderate [BP01],,,,,,,,,,,,,,gradational,horizontal,medium bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1432,C,7,H,5,A
349-U1432C-7H-5-A,48,51,59.48,59.51,,silt [Leg339],,silt ,silt ,,GLEY 1 5/10Y (greenish gray),slightly consolidated [B84],silt [W22_1],2,silt [W22_1],2,well [BP01],,,,,,,,,,,,,,irregular,inclined,thin bed [B01],graded bedding,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1432,C,7,H,5,A
349-U1432C-7H-5-A,51,76,59.51,59.76,,clay [Leg339],,clay ,clay ,,GLEY 1 5/10Y (greenish gray),slightly consolidated [B84],clay [W22_1],1,silt [W22_1],2,moderate [BP01],,,,,,,,,,,,,,planar,sub-horizontal,medium bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1432,C,7,H,5,A
349-U1432C-7H-5-A,76,78,59.76,59.78,,silt [Leg339],,silt ,silt ,,GLEY 1 5/10Y (greenish gray),slightly consolidated [B84],silt [W22_1],2,silt [W22_1],2,well [BP01],,,,,,,,,,,,,,planar,sub-horizontal,thick lamina [B01],,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1432,C,7,H,5,A
349-U1432C-7H-5-A,78,150,59.78,60.5,,clay [Leg339],,clay ,clay ,,GLEY 1 5/10Y (greenish gray),slightly consolidated [B84],clay [W22_1],1,silt [W22_1],2,moderate [BP01],,,,,,,,,,,,,,,,thick bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1432,C,7,H,5,A
349-U1432C-7H-6-A,0,71,60.5,61.21,,clay [Leg339],,clay ,clay ,,GLEY 1 5/5GY (greenish gray),slightly consolidated [B84],clay [W22_1],1,silt [W22_1],2,moderate [BP01],,,,,,,,,,,,,,,,thick bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1432,C,7,H,6,A
349-U1432C-7H-7-A,0,43,61.21,61.64,,clay [Leg339],with silt [Leg339],clay ,clay with silt ,,GLEY 1 4/N (dark gray),slightly consolidated [B84],clay [W22_1],1,silt [W22_1],2,moderate [BP01],,,,,,,,,,,,,,Gradational,horizontal,thick bed [B01],,Moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1432,C,7,H,7,A
349-U1432C-7H-7-A,43,45,61.64,61.66,,ash(tuff) [MMK88m],with clay [Leg339],ash(tuff) ,ash(tuff) with clay ,,GLEY 1 7/10Y (light grrenish grey),slightly consolidated [B84],Silt [W22_1],2,Silt [W22_1],2,moderately well [BP01],P [A92],1,,,,,,,,,,,,Planar,Horizontal,very thin bed [B01],,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1432,C,7,H,7,A
349-U1432C-7H-7-A,45,63,61.66,61.84,,clay [Leg339],with silt [Leg339],clay ,clay with silt ,,GLEY 1 4/N (dark gray),slightly consolidated [B84],clay [W22_1],1,silt [W22_1],2,moderate [BP01],,,,,,,,,,,,,,,,,,Moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1432,C,7,H,7,A
349-U1432C-7H-CC-A,0,3,61.84,61.87,,clay [Leg339],with silt [Leg339],clay ,clay with silt ,90,GLEY 1 4/N (dark gray),slightly consolidated [B84],clay [W22_1],1,silt [W22_1],2,moderate [BP01],,,,,clayey silt [MMK88],with sand [Leg339],clayey silt ,clayey silt with sand ,10,100,,,,Erosive,Inclined,,graded bedding,Moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1432,C,7,H,CC,A
349-U1432C-7H-CC-A,3,18,61.87,62.02,,clay [Leg339],with silt [Leg339],clay ,clay with silt ,,GLEY 1 4/N (dark gray),slightly consolidated [B84],clay [W22_1],1,silt [W22_1],2,moderate [BP01],,,,,,,,,,,,,,Gradational,Inclined,thin bed [B01],,Moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1432,C,7,H,CC,A
349-U1432C-7H-CC-A,18,19,62.02,62.03,,ash(tuff) [MMK88m],with clay [Leg339],ash(tuff) ,ash(tuff) with clay ,,GLEY 1 2.5/N (black),slightly consolidated [B84],clay [W22_1],1,silt [W22_1],2,moderate [BP01],P [A92],1,,,,,,,,,,,,Planar,Inclined,very thin bed [B01],,Moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1432,C,7,H,CC,A
349-U1432C-7H-CC-A,19,26,62.03,62.1,,clay [Leg339],with silt [Leg339],clay ,clay with silt ,,GLEY 1 4/N (dark gray),slightly consolidated [B84],clay [W22_1],1,silt [W22_1],2,moderate [BP01],,,,,,,,,,,,,,,,,,Moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1432,C,7,H,CC,A
349-U1432C-8H-1-A,0,150,62.5,64.0,,clay [Leg339],,clay ,clay ,,GLEY 1 5/5GY (greenish gray),moderately consolidated [B84],clay [W22_1],1,clay [W22_1],1,moderate [BP01],,,,,,,,,,,,,,,,very thick bed [B01],,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1432,C,8,H,1,A
349-U1432C-8H-2-A,0,99,64.0,64.99,,clay [Leg339],,clay ,clay ,,GLEY 1 5/5GY (greenish gray),moderately consolidated [B84],clay [W22_1],1,clay [W22_1],1,moderate [BP01],,,,,,,,,,,,,,,,very thick bed [B01],,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1432,C,8,H,2,A
349-U1432C-8H-3-A,0,145,64.99,66.44,,clay [Leg339],,clay ,clay ,97,GLEY 1 5/5GY (greenish gray),moderately consolidated [B84],clay [W22_1],1,clay [W22_1],1,moderate [BP01],,,,,silt [Leg339],,silt ,silt ,3,100,,,,,inclined,thick bed [B01],graded bedding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1432,C,8,H,3,A
349-U1432C-8H-4-A,0,20,66.49,66.69,,clay [Leg339],,clay ,clay ,,GLEY 1 5/5GY (greenish gray),moderately consolidated [B84],clay [W22_1],1,silt [W22_1],2,moderate [BP01],,,,,,,,,,,,,,erosive,horizontal,medium bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1432,C,8,H,4,A
349-U1432C-8H-4-A,20,145,66.69,67.94,,clay [Leg339],,clay ,clay ,,GLEY 1 5/5GY (greenish gray),moderately consolidated [B84],clay [W22_1],1,silt [W22_1],2,moderate [BP01],,,,,,,,,,,,,,,,very thick bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1432,C,8,H,4,A
349-U1432C-8H-5-A,0,150,67.99,69.49,,clay [Leg339],,clay ,clay ,,GLEY 1 5/5GY (greenish gray),moderately consolidated [B84],clay [W22_1],1,silt [W22_1],2,moderate [BP01],,,,,,,,,,,,,,,,very thick bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1432,C,8,H,5,A
349-U1432C-8H-6-A,0,109,69.49,70.58,,clay [Leg339],,clay ,clay ,,GLEY 1 5/5GY (greenish gray),moderately consolidated [B84],clay [W22_1],1,silt [W22_1],2,moderate [BP01],,,,,,,,,,,,,,,,very thick bed [B01],,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1432,C,8,H,6,A
349-U1432C-8H-6-A,87,88,70.36,70.37,,,,,,,,,,,,,,P [A92],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1432,C,8,H,6,A
349-U1432C-10H-1-A,0,38,81.5,81.88,,clay [Leg339],,clay ,clay ,97,GLEY 1 5/5GY (greenish gray),moderately consolidated [B84],clay [W22_1],1,clay [W22_1],1,moderate [BP01],,,,,silt [Leg339],,silt ,silt ,3,100,,,,erosive,sub-horizontal,medium bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1432,C,10,H,1,A
349-U1432C-10H-1-A,38,57,81.88,82.07,,clay [Leg339],,clay ,clay ,97,GLEY 1 5/5GY (greenish gray),moderately consolidated [B84],clay [W22_1],1,clay [W22_1],1,moderate [BP01],,,,,silt [Leg339],,silt ,silt ,3,100,,,,erosive,sub-horizontal,medium bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1432,C,10,H,1,A
349-U1432C-10H-1-A,57,90,82.07,82.4,,clay [Leg339],,clay ,clay ,97,GLEY 1 5/5GY (greenish gray),moderately consolidated [B84],clay [W22_1],1,clay [W22_1],1,moderate [BP01],,,,,silt [Leg339],,silt ,silt ,3,100,,,,erosive,sub-horizontal,thick bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1432,C,10,H,1,A
349-U1432C-10H-1-A,90,98,82.4,82.48,,clay [Leg339],with silt [Leg339],clay ,clay with silt ,100,GLEY 1 5/5GY (greenish gray),moderately consolidated [B84],clay [W22_1],1,silt [W22_1],2,moderate [BP01],,,,,,,,,,100,,,,erosive,sub-horizontal,thin bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1432,C,10,H,1,A
349-U1432C-10H-1-A,98,116,82.48,82.66,,clay [Leg339],,clay ,clay ,97,GLEY 1 5/5GY (greenish gray),moderately consolidated [B84],clay [W22_1],1,clay [W22_1],1,moderate [BP01],,,,,silt [Leg339],,silt ,silt ,3,100,,,,erosive,sub-horizontal,medium bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1432,C,10,H,1,A
349-U1432C-10H-1-A,116,134,82.66,82.84,,clay [Leg339],,clay ,clay ,97,GLEY 1 5/5GY (greenish gray),moderately consolidated [B84],clay [W22_1],1,clay [W22_1],1,moderate [BP01],,,,,silt [Leg339],,silt ,silt ,3,100,,,,,,medium bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1432,C,10,H,1,A
349-U1432C-10H-1-A,134,150,82.84,83.0,,clay [Leg339],,clay ,clay ,97,GLEY 1 5/5GY (greenish gray),moderately consolidated [B84],clay [W22_1],1,clay [W22_1],1,moderate [BP01],,,,,silt [Leg339],,silt ,silt ,3,100,,,,,,,,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1432,C,10,H,1,A
349-U1432C-10H-2-A,0,38,83.0,83.38,,clay [Leg339],,clay ,clay ,97,GLEY 1 5/5GY (greenish gray),moderately consolidated [B84],clay [W22_1],1,clay [W22_1],1,moderate [BP01],,,,,silt [Leg339],,silt ,silt ,3,100,,,,erosive,sub-horizontal,thick bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1432,C,10,H,2,A
349-U1432C-10H-2-A,38,59,83.38,83.59,,clay [Leg339],,clay ,clay ,95,GLEY 1 5/5GY (greenish gray),moderately consolidated [B84],clay [W22_1],1,clay [W22_1],1,moderate [BP01],,,,,silt [Leg339],,silt ,silt ,5,100,,,,erosive,sub-horizontal,medium bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1432,C,10,H,2,A
349-U1432C-10H-2-A,59,102,83.59,84.02,,clay [Leg339],,clay ,clay ,98,GLEY 1 5/5GY (greenish gray),moderately consolidated [B84],clay [W22_1],1,clay [W22_1],1,moderate [BP01],,,,,silt [Leg339],,silt ,silt ,2,100,,,,erosive,sub-horizontal,thick bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1432,C,10,H,2,A
349-U1432C-10H-2-A,102,113,84.02,84.13,,clay [Leg339],,clay ,clay ,97,GLEY 1 5/5GY (greenish gray),moderately consolidated [B84],clay [W22_1],1,clay [W22_1],1,moderate [BP01],P [A92],1,,,ash(tuff) [MMK88m],,ash(tuff) ,ash(tuff) ,3,100,,,,erosive,sub-horizontal,medium bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1432,C,10,H,2,A
