Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Lithology Prefix,Lithology Principal Name,Lithology Suffix,Lithology prefix+name [read only],Lithology prefix+name+suffix [read only],Lithology name+suffix [read only],Lithology  abundance [%],Lithology color (simple),Lithology color (Munsell),Bottom contact or boundary geometry,Bottom contact or boundary definition,Bottom contact or boundary attitude,Layer or bedding thickness,Grading,TEPHRA type,Amount of ash in lithology,Amount of ash in lithology rank [read only],Sedimentary structure,Sedimentary structure comment,Diagenetic structure,Macrofossil,General interval comment,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Extra Sample ID Data,Minor Lithology Prefix,Minor Lithology Name,Minor Lithology Suffix
353-U1448B-49F-4-A,0,62,314.8,315.42,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,B,49,F,4,A,,,,
353-U1448B-49F-CC-A,0,30,315.42,315.72,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,B,49,F,CC,A,,,,
353-U1448B-50F-1-A,0,57,315.4,315.97,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,,light gray,GLEY 1 5/5GY (greenish gray),planar,sharp,inclined,,,,,,mottling,,,,,,,,353,U1448,B,50,F,1,A,,,,
353-U1448B-50F-1-A,57,140,315.97,316.8,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,,gray,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,B,50,F,1,A,,,,
353-U1448B-50F-2-A,0,97,316.8,317.77,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,,gray,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,B,50,F,2,A,,,,
353-U1448B-50F-2-A,97,102,317.77,317.82,,silty,sand,,silty sand,silty sand,sand,,light gray,2.5Y 5/3 (light olive brown),erosive,,,thin bed,normally graded,,,,,Turbidite,,,,,,,353,U1448,B,50,F,2,A,,,,
353-U1448B-50F-2-A,102,140,317.82,318.2,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,B,50,F,2,A,,,,
353-U1448B-50F-3-A,0,132,318.2,319.52,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,,gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,B,50,F,3,A,,,,
353-U1448B-50F-4-A,0,63,319.52,320.15,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,,gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,B,50,F,4,A,,,,
353-U1448B-50F-CC-A,0,28,320.15,320.43,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,,gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,B,50,F,CC,A,,,,
353-U1448B-51F-1-A,0,140,320.2,321.6,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,,light gray,GLEY 1 6/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,B,51,F,1,A,,,,
353-U1448B-51F-2-A,0,141,321.6,323.01,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,,light gray,GLEY 1 6/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,B,51,F,2,A,,,,
353-U1448B-51F-3-A,0,141,323.01,324.42,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,,light gray,GLEY 1 6/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,B,51,F,3,A,,,,
353-U1448B-51F-4-A,0,68,324.42,325.1,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,B,51,F,4,A,,,,
353-U1448B-51F-CC-A,0,24,325.1,325.34,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,B,51,F,CC,A,,,,
353-U1448B-52F-1-A,0,146,325,326.46,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,B,52,F,1,A,,,,
353-U1448B-52F-2-A,0,146,326.46,327.92,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,B,52,F,2,A,,,,
353-U1448B-52F-3-A,0,56,327.92,328.48,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,,light gray,GLEY 1 5/5GY (greenish gray),bioturbated,,,,,,,,mottling,,,,,,,,353,U1448,B,52,F,3,A,,,,
353-U1448B-52F-3-A,56,62,328.48,328.54,,,volcanic ash,,volcanic ash,volcanic ash,volcanic ash,,black,GLEY 1 2.5/10Y (greenish black),planar,sharp,inclined,,,,,,,,,,High amoutns of pyrite,,,,353,U1448,B,52,F,3,A,,,,
353-U1448B-52F-3-A,62,122,328.54,329.14,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,B,52,F,3,A,,,,
353-U1448B-52F-4-A,0,61,329.14,329.75,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,B,52,F,4,A,,,,
353-U1448B-52F-CC-A,0,28,329.75,330.03,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,B,52,F,CC,A,,,,
353-U1448B-53F-1-A,0,105,329.8,330.85,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,B,53,F,1,A,,,,
353-U1448B-53F-2-A,0,91,330.85,331.76,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,B,53,F,2,A,,,,
353-U1448B-53F-3-A,0,127,331.76,333.03,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,B,53,F,3,A,,,,
353-U1448B-53F-4-A,0,52,333.03,333.55,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,B,53,F,4,A,,,,
353-U1448B-53F-CC-A,0,14,333.55,333.69,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,B,53,F,CC,A,,,,
353-U1448B-54F-1-A,0,150,334.6,336.1,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,B,54,F,1,A,,,,
353-U1448B-54F-2-A,0,151,336.1,337.61,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,Light gray ash and brownish gray (pyrite-rich) blebs between 112 and 118 cm.,,,,353,U1448,B,54,F,2,A,,,,
353-U1448B-54F-3-A,0,101,337.61,338.62,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,B,54,F,3,A,,,,
353-U1448B-54F-4-A,0,75,338.62,339.37,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,B,54,F,4,A,,,,
353-U1448B-54F-CC-A,0,29,339.37,339.66,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,B,54,F,CC,A,,,,
353-U1448B-55F-1-A,0,150,339.4,340.9,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,,light gray,GLEY 1 6/10GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,B,55,F,1,A,,,,
353-U1448B-55F-2-A,0,151,340.9,342.41,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,,light gray,GLEY 1 6/10GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,B,55,F,2,A,,,,
353-U1448B-55F-3-A,0,104,342.41,343.45,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,,light gray,GLEY 1 6/10GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,B,55,F,3,A,,,,
353-U1448B-55F-4-A,0,87,343.45,344.32,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,,light gray,GLEY 1 6/10GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,B,55,F,4,A,,,,
353-U1448B-55F-CC-A,0,23,344.32,344.55,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,,light gray,GLEY 1 6/10GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,B,55,F,CC,A,,,,
353-U1448B-56F-1-A,0,146,344.2,345.66,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,,light gray,GLEY 1 6/10GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,B,56,F,1,A,,,,
353-U1448B-56F-2-A,0,150,345.66,347.16,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,,light gray,GLEY 1 6/10GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,B,56,F,2,A,,,,
353-U1448B-56F-3-A,0,110,347.16,348.26,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,,light gray,GLEY 1 6/10GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,B,56,F,3,A,,,,
353-U1448B-56F-CC-A,0,5,348.26,348.31,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,,light gray,GLEY 1 6/10GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,B,56,F,CC,A,,,,
353-U1448B-57F-1-A,0,146,349,350.46,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,,light gray,GLEY 1 6/10GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,B,57,F,1,A,,,,
353-U1448B-57F-2-A,0,146,350.46,351.92,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,,light gray,GLEY 1 6/10GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,B,57,F,2,A,,,,
353-U1448B-57F-3-A,0,101,351.92,352.93,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,,light gray,GLEY 1 6/10GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,B,57,F,3,A,,,,
353-U1448B-57F-4-A,0,79,352.93,353.72,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,,light gray,GLEY 1 6/10GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,B,57,F,4,A,,,,
353-U1448B-58F-1-A,0,147,353.8,355.27,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,,light gray,GLEY 1 6/10GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,B,58,F,1,A,,,,
353-U1448B-58F-2-A,0,150,355.27,356.77,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,,light gray,GLEY 1 6/10GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,B,58,F,2,A,,,,
353-U1448B-58F-3-A,0,137,356.77,358.14,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,,light gray,GLEY 1 6/10GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,B,58,F,3,A,,,,
353-U1448B-58F-CC-A,0,8,358.14,358.22,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,,light gray,GLEY 1 6/10GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,B,58,F,CC,A,,,,
