Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Extra Sample ID Data,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Sample domain number (if >1 domain),Sample domain name (if >1 domain),Domain relative abundance [%],Lithology Prefix,Lithology Principal Name,Lithology Suffix,Lithology prefix+name [read only],Lithology prefix+name+suffix [read only],Lithology name+suffix [read only],Lithology  abundance [%],Lithology color (simple),Lithology color (Munsell),Lithology lithification,Lithology ave. grain size class,Lithology ave. grain size rank [read only],Lithology max. grain size class,Lithology max. grain size rank [read only],General interval comment,Bottom contact or boundary geometry,Bottom contact or boundary definition,Bottom contact or boundary attitude,Layer or bedding thickness,Sorting,Grading,Sedimentary structure,Bioturbation intensity,Bioturbation intensity rank [read only],Lithological asseccories,Diagenetic structure,Macrofossil,Macrofossil abundance name,Clasts (>2 mm) DOMINANT,Clasts (>2 mm) 2ND ORDER,Clasts (>2 mm) 3ND ORDER,Lithic clasts (>2 mm) DOMINANT,DOMINANT lithic roundness,Lithic clasts (>2 mm) 2ND ORDER,2ND lithic roundness,Lithic clasts (>2 mm) 3RD ORDER,3RD lithic roundness,Vitric clasts (>2 mm) DOMINANT,DOMINANT vitric roundness,Vitric clasts (>2 mm) 2ND ORDER,2ND vitric roundness,Vitric clasts (>2 mm) 3RD ORDER,3RD vitric roundness,Crystals (>2 mm) DOMINANT,DOMINANT crystal roundness,Crystals (>2 mm) 2ND ORDER,2ND crystal roundness,Crystals (>2 mm) 3RD ORDER,3RD crystal roundness,Clast comments,"Matrix, fines (<2 mm) DOMINANT","Matrix, fines (<2 mm) 2ND ORDER","Matrix, fines (<2 mm) 3ND ORDER",Matrix sorting,Matrix comments,File Data,Ship File Links,Shore File Links,Minor Lithology Prefix,Minor Lithology Name,Minor Lithology Suffix
351-U1438B-22F-2-A,351,U1438,B,22,22-2,F,2,A,,102,107,180.32,180.37,,,,,nannofossil [2014b],tuffaceous mudstone [2014b],,nannofossil tuffaceous mudstone,nannofossil tuffaceous mudstone,tuffaceous mudstone,,,N 7 (light gray),consolidated [2014],silt [W22_1],2.0,very fine sand [W22_2],3.0,top contact is sharp,,wavy,,,,,,none,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438B-22F-2-A,351,U1438,B,22,22-2,F,2,A,,107,118,180.37,180.48,,,,,tuffaceous,sandstone [2014],with nannofossils [2014],tuffaceous sandstone,tuffaceous sandstone with nannofossils,sandstone with nannofossils,,,N 3 (very dark gray),consolidated [2014],fine sand [W22_2],4.0,medium sand [W22_2],5.0,,,sharp,,,,,,none,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438B-22F-2-A,351,U1438,B,22,22-2,F,2,A,,118,127,180.48,180.57,,,,,nannofossil [2014b],tuffaceous mudstone [2014b],,nannofossil tuffaceous mudstone,nannofossil tuffaceous mudstone,tuffaceous mudstone,,,N 6 (gray),consolidated [2014],silt [W22_1],2.0,very fine sand [W22_2],3.0,,,wavy,,,,,cross-lamination,moderate,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438B-22F-2-A,351,U1438,B,22,22-2,F,2,A,,127,135,180.57,180.65,,,,,tuffaceous,sandstone [2014],with nannofossils [2014],tuffaceous sandstone,tuffaceous sandstone with nannofossils,sandstone with nannofossils,,,N 3 (very dark gray),consolidated [2014],medium sand [W22_2],5.0,coarse sand [W22_2],6.0,,,,,,,,cross-lamination,none,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438B-23X-1-A,351,U1438,B,23,23-1,X,1,A,,3,31,180.63,180.91,,,,,tuffaceous,siltstone [2014],with nannofossils [2014],tuffaceous siltstone,tuffaceous siltstone with nannofossils,siltstone with nannofossils,,,5Y 6/1 (gray),consolidated [2014],silt [W22_1],2.0,very fine sand [W22_2],3.0,,,sharp,,,,,planar lamination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438B-23X-1-A,351,U1438,B,23,23-1,X,1,A,,31,131,180.91,181.91,,,,,tuffaceous,mudstone [2014],with nannofossils [2014],tuffaceous mudstone,tuffaceous mudstone with nannofossils,mudstone with nannofossils,,,5YR 6/1 (gray),,silt [W22_1],2.0,silt [W22_1],2.0,,,gradational,,,,,,strong,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438B-23X-1-A,351,U1438,B,23,23-1,X,1,A,,131,135,181.91,181.95,,,,,tuffaceous,siltstone [2014],with nannofossils [2014],tuffaceous siltstone,tuffaceous siltstone with nannofossils,siltstone with nannofossils,,,5YR 6/1 (gray),,silt [W22_1],2.0,very fine sand [W22_2],3.0,,,gradational,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438B-23X-1-A,351,U1438,B,23,23-1,X,1,A,,131,150,181.91,182.1,,,,,,,,,,,,,,,,,,,,,,,,,,,moderate,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438B-23X-1-A,351,U1438,B,23,23-1,X,1,A,,135,137,181.95,181.97,,,,,tuffaceous,sandstone [2014],with nannofossils [2014],tuffaceous sandstone,tuffaceous sandstone with nannofossils,sandstone with nannofossils,,,5YR 6/1 (gray),,very fine sand [W22_2],3.0,medium sand [W22_2],5.0,,,sharp,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438B-23X-1-A,351,U1438,B,23,23-1,X,1,A,,137,150,181.97,182.1,,,,,tuffaceous,mudstone [2014],with nannofossils [2014],tuffaceous mudstone,tuffaceous mudstone with nannofossils,mudstone with nannofossils,,,5YR 6/1 (gray),,silt [W22_1],2.0,silt [W22_1],2.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438B-23X-2-A,351,U1438,B,23,23-2,X,2,A,,0,42,182.1,182.52,,,,,tuffaceous,mudstone [2014],with nannofossils [2014],tuffaceous mudstone,tuffaceous mudstone with nannofossils,mudstone with nannofossils,,,5YR 6/1 (gray),,silt [W22_1],2.0,fine sand [W22_2],4.0,,irregular,gradational,,,,,,strong,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438B-23X-2-A,351,U1438,B,23,23-2,X,2,A,,42,45,182.52,182.55,,,,,tuffaceous,sandstone [2014],with nannofossils [2014],tuffaceous sandstone,tuffaceous sandstone with nannofossils,sandstone with nannofossils,,,N 4 (dark gray),,fine sand [W22_2],4.0,medium sand [W22_2],5.0,,,sharp,,,,,,slight,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438B-23X-2-A,351,U1438,B,23,23-2,X,2,A,,45,68,182.55,182.78,,,,,tuffaceous,mudstone [2014],with nannofossils [2014],tuffaceous mudstone,tuffaceous mudstone with nannofossils,mudstone with nannofossils,,,5YR 6/1 (gray),,silt [W22_1],2.0,silt [W22_1],2.0,,,gradational,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438B-23X-2-A,351,U1438,B,23,23-2,X,2,A,,45,103,182.55,183.13,,,,,,,,,,,,,,,,,,,,,,,,,,,strong,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438B-23X-2-A,351,U1438,B,23,23-2,X,2,A,,68,74,182.78,182.84,,,,,tuffaceous,siltstone [2014],with nannofossils [2014],tuffaceous siltstone,tuffaceous siltstone with nannofossils,siltstone with nannofossils,,,5YR 6/1 (gray),,silt [W22_1],2.0,fine sand [W22_2],4.0,,irregular,gradational,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438B-23X-2-A,351,U1438,B,23,23-2,X,2,A,,74,76,182.84,182.86,,,,,tuffaceous,sandstone [2014],with nannofossils [2014],tuffaceous sandstone,tuffaceous sandstone with nannofossils,sandstone with nannofossils,,,N 4 (dark gray),,fine sand [W22_2],4.0,medium sand [W22_2],5.0,,,sharp,,,,,,moderate,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438B-23X-2-A,351,U1438,B,23,23-2,X,2,A,,76,103,182.86,183.13,,,,,tuffaceous,mudstone [2014],with nannofossils [2014],tuffaceous mudstone,tuffaceous mudstone with nannofossils,mudstone with nannofossils,,,5YR 6/1 (gray),,silt [W22_1],2.0,silt [W22_1],2.0,,,gradational,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438B-23X-2-A,351,U1438,B,23,23-2,X,2,A,,103,110,183.13,183.2,,,,,tuffaceous,siltstone [2014],with nannofossils [2014],tuffaceous siltstone,tuffaceous siltstone with nannofossils,siltstone with nannofossils,,,5YR 6/1 (gray),,silt [W22_1],2.0,fine sand [W22_2],4.0,,irregular,,,,,,,moderate,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438B-23X-2-A,351,U1438,B,23,23-2,X,2,A,,110,115,183.2,183.25,,,,,tuffaceous,sandstone [2014],with nannofossils [2014],tuffaceous sandstone,tuffaceous sandstone with nannofossils,sandstone with nannofossils,,,N 4 (dark gray),,fine sand [W22_2],4.0,medium sand [W22_2],5.0,,,sharp,,,,,,none,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438B-23X-2-A,351,U1438,B,23,23-2,X,2,A,,115,122,183.25,183.32,,,,,tuffaceous,mudstone [2014],with nannofossils [2014],tuffaceous mudstone,tuffaceous mudstone with nannofossils,mudstone with nannofossils,,,5YR 6/1 (gray),,silt [W22_1],2.0,silt [W22_1],2.0,,,gradational,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438B-23X-2-A,351,U1438,B,23,23-2,X,2,A,,122,124,183.32,183.34,,,,,tuffaceous,siltstone [2014],with nannofossils [2014],tuffaceous siltstone,tuffaceous siltstone with nannofossils,siltstone with nannofossils,,,5YR 6/1 (gray),,silt [W22_1],2.0,fine sand [W22_2],4.0,,,gradational,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438B-23X-2-A,351,U1438,B,23,23-2,X,2,A,,124,132,183.34,183.42,,,,,tuffaceous,mudstone [2014],with nannofossils [2014],tuffaceous mudstone,tuffaceous mudstone with nannofossils,mudstone with nannofossils,,,5YR 6/1 (gray),,silt [W22_1],2.0,silt [W22_1],2.0,,,gradational,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438B-23X-2-A,351,U1438,B,23,23-2,X,2,A,,132,135,183.42,183.45,,,,,tuffaceous,siltstone [2014],with nannofossils [2014],tuffaceous siltstone,tuffaceous siltstone with nannofossils,siltstone with nannofossils,,,5YR 6/1 (gray),,silt [W22_1],2.0,fine sand [W22_2],4.0,,,sharp,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438B-23X-2-A,351,U1438,B,23,23-2,X,2,A,,135,139,183.45,183.49,,,,,tuffaceous,sandstone [2014],with nannofossils [2014],tuffaceous sandstone,tuffaceous sandstone with nannofossils,sandstone with nannofossils,,,n 4 (dark gray),,fine sand [W22_2],4.0,medium sand [W22_2],5.0,,,sharp,,,,,,none,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438B-23X-2-A,351,U1438,B,23,23-2,X,2,A,,139,144,183.49,183.54,,,,,tuffaceous,mudstone [2014],with nannofossils [2014],tuffaceous mudstone,tuffaceous mudstone with nannofossils,mudstone with nannofossils,,,5YR 6/1 (gray),,silt [W22_1],2.0,silt [W22_1],2.0,,,gradational,,,,,,strong,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438B-23X-2-A,351,U1438,B,23,23-2,X,2,A,,144,146,183.54,183.56,,,,,tuffaceous,siltstone [2014],with nannofossils [2014],tuffaceous siltstone,tuffaceous siltstone with nannofossils,siltstone with nannofossils,,,5YR 4/1 (dark gray),,silt [W22_1],2.0,fine sand [W22_2],4.0,,,gradational,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438B-23X-2-A,351,U1438,B,23,23-2,X,2,A,,146,150,183.56,183.6,,,,,tuffaceous,sandstone [2014],with nannofossils [2014],tuffaceous sandstone,tuffaceous sandstone with nannofossils,sandstone with nannofossils,,,N 4 (dark gray),,fine sand [W22_2],4.0,medium sand [W22_2],5.0,,,,,,,,,none,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438B-23X-3-A,351,U1438,B,23,23-3,X,3,A,,0,6,183.6,183.66,,,,,tuffaceous,sandstone [2014],with nannofossils [2014],tuffaceous sandstone,tuffaceous sandstone with nannofossils,sandstone with nannofossils,,,5G 6/1 (greenish gray),,medium sand [W22_2],5.0,coarse sand [W22_2],6.0,,,sharp,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438B-23X-3-A,351,U1438,B,23,23-3,X,3,A,,0,22,183.6,183.82,,,,,,,,,,,,,,,,,,,,,,,,,,,strong,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438B-23X-3-A,351,U1438,B,23,23-3,X,3,A,,6,22,183.66,183.82,,,,,tuffaceous,mudstone [2014],with nannofossils [2014],tuffaceous mudstone,tuffaceous mudstone with nannofossils,mudstone with nannofossils,,,5YR 6/1 (gray),,silt [W22_1],2.0,silt [W22_1],2.0,,irregular,gradational,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438B-23X-3-A,351,U1438,B,23,23-3,X,3,A,,22,24,183.82,183.84,,,,,tuffaceous,siltstone [2014],with nannofossils [2014],tuffaceous siltstone,tuffaceous siltstone with nannofossils,siltstone with nannofossils,,,N 5 (gray),,silt [W22_1],2.0,fine sand [W22_2],4.0,,,sharp,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438B-23X-3-A,351,U1438,B,23,23-3,X,3,A,,24,32,183.84,183.92,,,,,tuffaceous,mudstone [2014],with nannofossils [2014],tuffaceous mudstone,tuffaceous mudstone with nannofossils,mudstone with nannofossils,,,5YR 6/1 (gray),,silt [W22_1],2.0,fine sand [W22_2],4.0,,,gradational,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438B-23X-3-A,351,U1438,B,23,23-3,X,3,A,,32,35,183.92,183.95,,,,,tuffaceous,sandstone [2014],with nannofossils [2014],tuffaceous sandstone,tuffaceous sandstone with nannofossils,sandstone with nannofossils,,,5GY 6/1 (greenish gray),,medium sand [W22_2],5.0,very coarse sand [W22_2],7.0,,,sharp,,,,,,none,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438B-23X-3-A,351,U1438,B,23,23-3,X,3,A,,35,48,183.95,184.08,,,,,tuffaceous,siltstone [2014],with nannofossils [2014],tuffaceous siltstone,tuffaceous siltstone with nannofossils,siltstone with nannofossils,,,5YR 6/1 (gray),,silt [W22_1],2.0,very fine sand [W22_2],3.0,,,gradational,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438B-23X-3-A,351,U1438,B,23,23-3,X,3,A,,35,59,183.95,184.19,,,,,,,,,,,,,,,,,,,,,,,,,,,moderate,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438B-23X-3-A,351,U1438,B,23,23-3,X,3,A,,48,59,184.08,184.19,,,,,tuffaceous,mudstone [2014],with nannofossils [2014],tuffaceous mudstone,tuffaceous mudstone with nannofossils,mudstone with nannofossils,,,5YR 6/1 (gray),,silt [W22_1],2.0,silt [W22_1],2.0,,,gradational,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438B-23X-3-A,351,U1438,B,23,23-3,X,3,A,,59,71,184.19,184.31,,,,,tuffaceous,siltstone [2014],with nannofossils [2014],tuffaceous siltstone,tuffaceous siltstone with nannofossils,siltstone with nannofossils,,,5YR 6/1 (gray),,silt [W22_1],2.0,fine sand [W22_2],4.0,,irregular,,,,,,,none,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438B-23X-3-A,351,U1438,B,23,23-3,X,3,A,,71,81,184.31,184.41,,,,,tuffaceous,mudstone [2014],with nannofossils [2014],tuffaceous mudstone,tuffaceous mudstone with nannofossils,mudstone with nannofossils,,,5YR 6/1 (gray),,silt [W22_1],2.0,silt [W22_1],2.0,,,gradational,,,,,,moderate,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438B-23X-3-A,351,U1438,B,23,23-3,X,3,A,,81,104,184.41,184.64,,,,,tuffaceous,siltstone [2014],with nannofossils [2014],tuffaceous siltstone,tuffaceous siltstone with nannofossils,siltstone with nannofossils,,,5Y 6/1 (gray),,silt [W22_1],2.0,very fine sand [W22_2],3.0,,,gradational,,,,,planar lamination,none,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438B-23X-3-A,351,U1438,B,23,23-3,X,3,A,,104,135,184.64,184.95,,,,,tuffaceous,sandstone [2014],with nannofossils [2014],tuffaceous sandstone,tuffaceous sandstone with nannofossils,sandstone with nannofossils,,,N 5 (gray),,fine sand [W22_2],4.0,medium sand [W22_2],5.0,,,,,,,,cross-lamination,none,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438B-23X-4-A,351,U1438,B,23,23-4,X,4,A,,0,5,185.1,185.15,,,,,tuffaceous,sandstone [2014],with nannofossils [2014],tuffaceous sandstone,tuffaceous sandstone with nannofossils,sandstone with nannofossils,,,N 5 (gray),,fine sand [W22_2],4.0,medium sand [W22_2],5.0,,irregular,sharp,,,,,,slight,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438B-23X-4-A,351,U1438,B,23,23-4,X,4,A,,5,14,185.15,185.24,,,,,tuffaceous,mudstone [2014],with nannofossils [2014],tuffaceous mudstone,tuffaceous mudstone with nannofossils,mudstone with nannofossils,,,5Y 6/1 (gray),,silt [W22_1],2.0,silt [W22_1],2.0,,,gradational,,,,,,strong,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438B-23X-4-A,351,U1438,B,23,23-4,X,4,A,,14,27,185.24,185.37,,,,,tuffaceous,siltstone [2014],with nannofossils [2014],tuffaceous siltstone,tuffaceous siltstone with nannofossils,siltstone with nannofossils,,,5Y 6/1 (gray),,silt [W22_1],2.0,fine sand [W22_2],4.0,,,sharp,,,,,,moderate,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438B-23X-4-A,351,U1438,B,23,23-4,X,4,A,,27,37,185.37,185.47,,,,,tuffaceous,mudstone [2014],with nannofossils [2014],tuffaceous mudstone,tuffaceous mudstone with nannofossils,mudstone with nannofossils,,,5Y 6/1 (gray),,silt [W22_1],2.0,silt [W22_1],2.0,,,gradational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438B-23X-4-A,351,U1438,B,23,23-4,X,4,A,,37,50,185.47,185.6,,,,,tuffaceous,siltstone [2014],with nannofossils [2014],tuffaceous siltstone,tuffaceous siltstone with nannofossils,siltstone with nannofossils,,,5Y 6/1 (gray),,silt [W22_1],2.0,fine sand [W22_2],4.0,,,gradational,,,,,,slight,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438B-23X-4-A,351,U1438,B,23,23-4,X,4,A,,50,65,185.6,185.75,,,,,tuffaceous,sandstone [2014],with nannofossils [2014],tuffaceous sandstone,tuffaceous sandstone with nannofossils,sandstone with nannofossils,,,N 5 (gray),,fine sand [W22_2],4.0,medium sand [W22_2],5.0,,,sharp,,,,,cross-lamination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438B-23X-4-A,351,U1438,B,23,23-4,X,4,A,,65,85,185.75,185.95,,,,,tuffaceous,mudstone [2014],with nannofossils [2014],tuffaceous mudstone,tuffaceous mudstone with nannofossils,mudstone with nannofossils,,,5YR 6/1 (gray),,silt [W22_1],2.0,silt [W22_1],2.0,,,gradational,,,,,,moderate,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438B-23X-4-A,351,U1438,B,23,23-4,X,4,A,,85,96,185.95,186.06,,,,,tuffaceous,siltstone [2014],with nannofossils [2014],tuffaceous siltstone,tuffaceous siltstone with nannofossils,siltstone with nannofossils,,,N 7 (light gray),,silt [W22_1],2.0,very fine sand [W22_2],3.0,,,gradational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438B-23X-4-A,351,U1438,B,23,23-4,X,4,A,,96,99,186.06,186.09,,,,,tuffaceous,sandstone [2014],with nannofossils [2014],tuffaceous sandstone,tuffaceous sandstone with nannofossils,sandstone with nannofossils,,,N 7 (light gray),,very fine sand [W22_2],3.0,fine sand [W22_2],4.0,,,sharp,,,,,,none,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438B-23X-4-A,351,U1438,B,23,23-4,X,4,A,,99,116,186.09,186.26,,,,,tuffaceous,mudstone [2014],with nannofossils [2014],tuffaceous mudstone,tuffaceous mudstone with nannofossils,mudstone with nannofossils,,,5Y 6/1 (gray),,silt [W22_1],2.0,silt [W22_1],2.0,,,gradational,,,,,,strong,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438B-23X-4-A,351,U1438,B,23,23-4,X,4,A,,116,125,186.26,186.35,,,,,tuffaceous,siltstone [2014],with nannofossils [2014],tuffaceous siltstone,tuffaceous siltstone with nannofossils,siltstone with nannofossils,,,5YR 6/1 (gray),,silt [W22_1],2.0,very fine sand [W22_2],3.0,,,gradational,,,,,,moderate,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438B-23X-4-A,351,U1438,B,23,23-4,X,4,A,,125,150,186.35,186.6,,,,,tuffaceous,sandstone [2014],with nannofossils [2014],tuffaceous sandstone,tuffaceous sandstone with nannofossils,sandstone with nannofossils,,,N 5 (gray),,very fine sand [W22_2],3.0,fine sand [W22_2],4.0,,,,,,,,,slight,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438B-23X-5-A,351,U1438,B,23,23-5,X,5,A,,0,5,186.6,186.65,,,,,tuffaceous,sandstone [2014],with nannofossils [2014],tuffaceous sandstone,tuffaceous sandstone with nannofossils,sandstone with nannofossils,,,N 5 (gray),,fine sand [W22_2],4.0,medium sand [W22_2],5.0,,irregular,,,,,,,none,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438B-23X-5-A,351,U1438,B,23,23-5,X,5,A,,5,20,186.65,186.8,,,,,tuffaceous,mudstone [2014],with nannofossils [2014],tuffaceous mudstone,tuffaceous mudstone with nannofossils,mudstone with nannofossils,,,5YR 6/1 (gray),,silt [W22_1],2.0,very fine sand [W22_2],3.0,,,gradational,,,,,,strong,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438B-23X-5-A,351,U1438,B,23,23-5,X,5,A,,20,24,186.8,186.84,,,,,tuffaceous,sandstone [2014],with nannofossils [2014],tuffaceous sandstone,tuffaceous sandstone with nannofossils,sandstone with nannofossils,,,N 4 (dark gray),,fine sand [W22_2],4.0,medium sand [W22_2],5.0,,,sharp,,,,,,none,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438B-23X-5-A,351,U1438,B,23,23-5,X,5,A,,24,51,186.84,187.11,,,,,tuffaceous,mudstone [2014],with nannofossils [2014],tuffaceous mudstone,tuffaceous mudstone with nannofossils,mudstone with nannofossils,,,5YR 6/1 (gray),,silt [W22_1],2.0,very fine sand [W22_2],3.0,,,gradational,,,,,,strong,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438B-23X-5-A,351,U1438,B,23,23-5,X,5,A,,51,62,187.11,187.22,,,,,tuffaceous,sandstone [2014],with nannofossils [2014],tuffaceous sandstone,tuffaceous sandstone with nannofossils,sandstone with nannofossils,,,5YR 6/1 (gray),,very fine sand [W22_2],3.0,fine sand [W22_2],4.0,,,sharp,,,,,,moderate,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438B-23X-5-A,351,U1438,B,23,23-5,X,5,A,,62,67,187.22,187.27,,,,,tuffaceous,mudstone [2014],with nannofossils [2014],tuffaceous mudstone,tuffaceous mudstone with nannofossils,mudstone with nannofossils,,,5YR 6/1 (gray),,silt [W22_1],2.0,very fine sand [W22_2],3.0,,,gradational,,,,,,strong,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438B-23X-5-A,351,U1438,B,23,23-5,X,5,A,,67,71,187.27,187.31,,,,,tuffaceous,sandstone [2014],with nannofossils [2014],tuffaceous sandstone,tuffaceous sandstone with nannofossils,sandstone with nannofossils,,,N 4 (dark gray),,fine sand [W22_2],4.0,medium sand [W22_2],5.0,,,sharp,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438B-23X-5-A,351,U1438,B,23,23-5,X,5,A,,67,78,187.27,187.38,,,,,,,,,,,,,,,,,,,,,,,,,,,moderate,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438B-23X-5-A,351,U1438,B,23,23-5,X,5,A,,71,76,187.31,187.36,,,,,tuffaceous,siltstone [2014],with nannofossils [2014],tuffaceous siltstone,tuffaceous siltstone with nannofossils,siltstone with nannofossils,,,5YR 6/1 (gray),,silt [W22_1],2.0,very fine sand [W22_2],3.0,,,gradational,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438B-23X-5-A,351,U1438,B,23,23-5,X,5,A,,76,78,187.36,187.38,,,,,tuffaceous,sandstone [2014],with nannofossils [2014],tuffaceous sandstone,tuffaceous sandstone with nannofossils,sandstone with nannofossils,,,N 4 (dark gray),,fine sand [W22_2],4.0,medium sand [W22_2],5.0,,irregular,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438B-23X-5-A,351,U1438,B,23,23-5,X,5,A,,78,89,187.38,187.49,,,,,tuffaceous,mudstone [2014],with nannofossils [2014],tuffaceous mudstone,tuffaceous mudstone with nannofossils,mudstone with nannofossils,,,5YR 6/1 (gray),,silt [W22_1],2.0,silt [W22_1],2.0,,,gradational,,,,,,strong,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438B-23X-5-A,351,U1438,B,23,23-5,X,5,A,,89,92,187.49,187.52,,,,,tuffaceous,siltstone [2014],with nannofossils [2014],tuffaceous siltstone,tuffaceous siltstone with nannofossils,siltstone with nannofossils,,,5YR 6/1 (gray),,silt [W22_1],2.0,very fine sand [W22_2],3.0,,,gradational,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
