Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],MAJ Lith. Prefix,MAJ Lith. Principal name,Texture Rank [read only],MAJ Lith. prefix+name [read only],Lithification,Lithification rank [read only],MAJ Lith. color,MAJ Lith. ave. grain size ,Grain size rank [read only],Skeletal components MAJOR,Skeletal components MAJOR comment,Skeletal components INTERMEDIATE,Skeletal components INTERMEDIATE comment,Skeletal components MINOR,Skeletal components MINOR comment,Non-skeletal components,Non-skeletal components comment,Sedimentary structure,Diagenetic structure,Diagenetic structure comment,Layer or bedding thickness,Bioturbation intensity,Bioturbation intensity rank [read only],Bioturbation type,Bottom contact or boundary definition,Bottom contact or boundary attitude,General interval comment,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Extra Sample ID Data
359-U1468A-5H-3-A,106,136,35.78,36.08,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5y 7/2 (light gray),medium sand,5,foraminifera (planktic),,foraminifera (benthic),,echinoderm,"spines, otoliths, shell fragmants",,,normal grading,,,,,,,,,Unlithified planktic foraminifera-rich PACKSTONE. Poorly-sorted.,,,,359,U1468,A,5,H,3,A,
359-U1468A-5H-4-A,0,8,36.08,36.16,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5y 7/2 (light gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,echinoderm,"spines, otoliths, shell fragmants",,,normal grading,,,,,,,gradational,horizontal,Unlithified planktic foraminifera-rich PACKSTONE.,,,,359,U1468,A,5,H,4,A,
359-U1468A-5H-4-A,8,38,36.16,36.46,planktic foraminifer rich,grainstone,4,planktic foraminifer rich grainstone,partially lithified,3,2.5y 7/1 (light gray),medium sand,5,foraminifera (planktic),,foraminifera (benthic),,echinoderm,"spines, otoliths, shell fragmants",,,normal grading,,,,,,,gradational,horizontal,Partially lithified planktic foraminifera-rich GRAINSTONE. Slightly cemented.,,,,359,U1468,A,5,H,4,A,
359-U1468A-5H-4-A,38,80,36.46,36.88,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5y 7/2 (light gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,echinoderm,"spines, otoliths, shell fragmants",,,normal grading,,,,,,,gradational,horizontal,Unlithified planktic foraminifera-rich PACKSTONE. Very fine- to fine-grained.,,,,359,U1468,A,5,H,4,A,
359-U1468A-5H-4-A,80,112,36.88,37.2,planktic foraminifer rich,grainstone,4,planktic foraminifer rich grainstone,partially lithified,3,2.5y 7/1 (light gray),medium sand,5,foraminifera (planktic),,foraminifera (benthic),,echinoderm,"spines, otoliths, shell fragmants",,,normal grading,,,,,,,gradational,horizontal,Partially lithified planktic foraminifera-rich GRAINSTONE. Slightly cemented.,,,,359,U1468,A,5,H,4,A,
359-U1468A-5H-4-A,112,140,37.2,37.48,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5y 7/2 (light gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,echinoderm,"spines, otoliths, shell fragmants",,,,,,,,,,,,Unlithified planktic foraminifera-rich PACKSTONE. Very fine- to fine-grained.,,,,359,U1468,A,5,H,4,A,
359-U1468A-5H-5-A,0,43,37.54,37.97,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,partially lithified,3,2.5y 6/2 (light brownish gray),medium sand,5,foraminifera (planktic),otoliths,,,,,,,,,,,,,,gradational,horizontal,Partially lithified planktic foraminifera-rich PACKSTONE. Well-sorted. Dark brownish grains (C).,,,,359,U1468,A,5,H,5,A,
359-U1468A-5H-5-A,43,145,37.97,38.99,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5y 7/2 (light gray),medium sand,5,foraminifera (planktic),,,,,,,,,,,,absent,0,,,,"Unlithified planktic foraminifera-rich PACKSTONE interlayred GRAINSTONE. Well- to moderately-sorted.. Grainstone layers are 2 cm in thickness, light brownish gray.",,,,359,U1468,A,5,H,5,A,
359-U1468A-5H-6-A,0,85,38.99,39.84,planktic foraminifer rich,grainstone,4,planktic foraminifer rich grainstone,unlithified,1,2.5y 7/1 (light gray),medium sand,5,foraminifera (planktic),otolithis,foraminifera (benthic),,,,,,,,,,absent,0,,,,Unlithified planktic foraminifera-rich GRAINSTONE. Well-sorted.,,,,359,U1468,A,5,H,6,A,
359-U1468A-5H-7-A,0,63,39.84,40.47,planktic foraminifer rich,grainstone,4,planktic foraminifer rich grainstone,unlithified,1,2.5Y 6/2 (light brownish gray),medium sand,5,foraminifera (planktic),otolithis,foraminifera (benthic),,echinoderm,spines,intraclast,black grains,,,,,absent,0,,,,Unlithified to slightly indurated planktic foraminifera-rich GRAINSTONE. Very well-sorted.,,,,359,U1468,A,5,H,7,A,
359-U1468A-5H-CC-A,0,7,40.47,40.54,planktic foraminifer rich,grainstone,4,planktic foraminifer rich grainstone,unlithified,1,2.5Y 6/2 (light brownish gray),medium sand,5,foraminifera (planktic),otolithis,,,echinoderm,spines,,,,,,,absent,0,,,,Unlithified planktic foraminifera-rich GRAINSTONE.,,,,359,U1468,A,5,H,CC,A,
359-U1468A-6H-1-A,0,45,41.4,41.85,planktic foraminifer rich,grainstone,4,planktic foraminifer rich grainstone,unlithified,1,2.5y 7/2 (light gray),coarse sand,6,foraminifera (planktic),,foraminifera (benthic),,echinoderm,spines,,,,,,,,,,,,CAVE IN. Unlithified GRAINSTONE to FLOATSTONE. Well-sorted. Medium- to Granule-grained.,,,,359,U1468,A,6,H,1,A,
359-U1468A-6H-1-A,45,84,41.85,42.24,planktic foraminifer rich,grainstone,4,planktic foraminifer rich grainstone,unlithified,1,2.5y 7/1 (light gray),coarse sand,6,foraminifera (planktic),,foraminifera (benthic),,calcareous bioclast,,,,,,,,,,,,,CAVE IN. Unlithified GRAINSTONE to FLOATSTONE. Well-sorted. Medium- to Granule-grained.,,,,359,U1468,A,6,H,1,A,
359-U1468A-6H-1-A,84,124,42.24,42.64,planktic foraminifer rich,floatstone,5,planktic foraminifer rich floatstone,unlithified,1,2.5y 7/1 (light gray),granule,8,coral (solitary),,calcareous bioclast,,,,intraclast,stained grains,,,,,,,,,,CAVE IN. Unlithified FLOATSTONE. Well-sorted. Medium- to Granule-grained.,,,,359,U1468,A,6,H,1,A,
359-U1468A-6H-1-A,124,150,42.64,42.9,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5y 7/1 (light gray),medium sand,5,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,,,,,,Unlithified planktic foraminifera-rich PACKSTONE. Well-sorted.,,,,359,U1468,A,6,H,1,A,
359-U1468A-6H-2-A,0,17,42.9,43.07,planktic foraminifer rich,grainstone,4,planktic foraminifer rich grainstone,partially lithified,3,2.5y 7/2 (light gray),medium sand,5,foraminifera (planktic),otoliths,,,foraminifera (benthic),,intraclast,black grains,,,,,absent,0,,gradational,horizontal,Partially lithified planktic foraminifera-rich GRAINSTONE.,,,,359,U1468,A,6,H,2,A,
359-U1468A-6H-2-A,17,138,43.07,44.28,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5y 7/2 (light gray),medium sand,5,foraminifera (planktic),otoliths,,,foraminifera (benthic),,intraclast,black grains,,,,,absent,0,,gradational,horizontal,Unlithified planktic foraminifera-rich GRAINSTONE. Very well-sorted.,,,,359,U1468,A,6,H,2,A,
359-U1468A-6H-2-A,138,150,44.28,44.4,planktic foraminifer rich,grainstone,4,planktic foraminifer rich grainstone,partially lithified,3,2.5y 7/2 (light gray),medium sand,5,foraminifera (planktic),otoliths,,,foraminifera (benthic),,intraclast,black grains,,,,,absent,0,,,,Partially lithified planktic foraminifera-rich GRAINSTONE. Very well-sorted.,,,,359,U1468,A,6,H,2,A,
359-U1468A-6H-3-A,0,127,44.4,45.67,planktic foraminifer rich,grainstone,4,planktic foraminifer rich grainstone,unlithified,1,2.5y 7/2 (light gray),medium sand,5,foraminifera (planktic),otoliths,echinoderm,Spines,foraminifera (benthic),,,,normal grading,,,,absent,0,,erosive,horizontal,Unlithified planktic foraminifera-rich GRAINSTONE. Well-sorted.,,,,359,U1468,A,6,H,3,A,
359-U1468A-6H-3-A,127,150,45.67,45.9,large benthic foraminifer rich,rudstone,6,large benthic foraminifer rich rudstone,unlithified,1,2.5y 8/3 (pale yellow),coarse sand,6,foraminifera (large benthic),,bryozoa,,echinoderm,spines,,,,,,,,,,,,"Unlithified large benthic foraminifera-rich RUDSTONE. Poorly sorted, coarse- to granular-grained. Worm tube and echinoid spines.",,,,359,U1468,A,6,H,3,A,
359-U1468A-6H-4-A,0,143,45.9,47.33,large benthic foraminifer rich,rudstone,6,large benthic foraminifer rich rudstone,partially lithified,3,2.5y 8/3 (pale yellow),coarse sand,6,foraminifera (large benthic),"Gypsina globulus, Lepidocyclina, Amphistegina",bryozoa,Red algae,echinoderm,spines,,,,,,,,,,,,"Partially lithified large benthic foraminifera-rich RUDSTONE. Poorly sorted, coarse- to granular-grained.",,,,359,U1468,A,6,H,4,A,
359-U1468A-6H-5-A,0,150,47.4,48.9,large benthic foraminifer rich,rudstone,6,large benthic foraminifer rich rudstone,unlithified,1,10yr 8/3 (very pale brown),coarse sand,6,foraminifera (large benthic),"Gypsina globulus, Lepidocyclina, Amphistegina",bryozoa,,echinoderm,spines,,,,,,,,,,,,"Unlithified large benthic foraminifera-rich RUDSTONE. Poorly sorted, very coarse- to granular-grained. Bivalves at 124cm.",,,,359,U1468,A,6,H,5,A,
359-U1468A-6H-6-A,0,99,48.9,49.89,large benthic foraminifer rich,rudstone,6,large benthic foraminifer rich rudstone,unlithified,1,10yr 8/3 (very pale brown),coarse sand,6,foraminifera (large benthic),"Gypsina globulus, Lepidocyclina, Amphistegina",bryozoa,,echinoderm,spines,,,,,,,,,,,,"Unlithified large benthic foraminifera-rich RUDSTONE. Poorly sorted, very coarse- to granular-grained. Slightly cemented.",,,,359,U1468,A,6,H,6,A,
359-U1468A-6H-CC-A,0,11,49.89,50,large benthic foraminifer rich,rudstone,6,large benthic foraminifer rich rudstone,unlithified,1,10yr 8/3 (very pale brown),coarse sand,6,foraminifera (large benthic),"Gypsina globulus, Lepidocyclina, Amphistegina",bryozoa,,echinoderm,spines,,,,,,,,,,,,"Unlithified large benthic foraminifera-rich RUDSTONE. Poorly sorted, very coarse- to granular-grained.",,,,359,U1468,A,6,H,CC,A,
359-U1468A-7H-1-A,0,66,50.9,51.56,,rudstone,6,rudstone,unlithified,1,10yr 8/2 (very pale brown),granule,8,red algae,,foraminifera (large benthic),,shell fragment,,,,,,,,,,,,,CAVE IN.,,,,359,U1468,A,7,H,1,A,
359-U1468A-7H-1-A,66,84,51.56,51.74,large benthic foraminifer rich,rudstone,6,large benthic foraminifer rich rudstone,partially lithified,3,10yr 8/3 (very pale brown),granule,8,foraminifera (large benthic),Lepidocyclina,red algae,,echinoderm,"spines, bryozoa",,,,,,,,,,,,Partially lithified large benthic foraminifera-rich RUDSTONE. Poorly-sorted.,,,,359,U1468,A,7,H,1,A,
359-U1468A-7H-1-A,84,150,51.74,52.4,large benthic foraminifer rich,rudstone,6,large benthic foraminifer rich rudstone,partially lithified,3,10yr 8/3 (very pale brown),granule,8,foraminifera (large benthic),Lepidocyclina,red algae,,echinoderm,"spines, bryozoa",,,,,,,,,,,,Partially lithified large benthic foraminifera-rich RUDSTONE. Poorly-sorted. Slightly muddy.,,,,359,U1468,A,7,H,1,A,
359-U1468A-7H-2-A,0,18,52.4,52.58,large benthic foraminifer rich,rudstone,6,large benthic foraminifer rich rudstone,unlithified,1,10yr 8/2 (very pale brown),coarse sand,6,foraminifera (large benthic),"Lepidocyclina, Amphistegina; Benthic foraminifera",bryozoa,,echinoderm,spines,,,,,,,,,,,,"Unlithified large benthic foraminifera-rich RUDSTONE. Poorly-sorted, very coarse- to granular-grained.",,,,359,U1468,A,7,H,2,A,
359-U1468A-7H-2-A,18,94,52.58,53.34,large benthic foraminifer rich,rudstone,6,large benthic foraminifer rich rudstone,partially lithified,3,10yr 8/2 (very pale brown),coarse sand,6,foraminifera (large benthic),"Lepidocyclina, Amphistegina; Benthic foraminifera",bryozoa,,echinoderm,spines,,,,,,,,,,,,"Partially lithified large benthic foraminifera-rich RUDSTONE. Poorly-sorted, very coarse- to granular-grained.",,,,359,U1468,A,7,H,2,A,
359-U1468A-7H-2-A,94,150,53.34,53.9,large benthic foraminifer rich,rudstone,6,large benthic foraminifer rich rudstone,unlithified,1,10yr 8/2 (very pale brown),coarse sand,6,foraminifera (large benthic),"Lepidocyclina, Amphistegina; Benthic foraminifera",bryozoa,,echinoderm,spines,,,,,,,,,,,,"Unlithified large benthic foraminifera-rich RUDSTONE. Poorly-sorted, very coarse- to granular-grained.",,,,359,U1468,A,7,H,2,A,
359-U1468A-7H-3-A,0,150,53.9,55.4,large benthic foraminifer rich,rudstone,6,large benthic foraminifer rich rudstone,partially lithified,3,10yr 8/2 (very pale brown),coarse sand,6,foraminifera (large benthic),"Lepidocyclina, Amphistegina; Benthic foraminifera",bryozoa,,echinoderm,spines,,,,,,,,,,,,"Partially lithified large benthic foraminifera-rich RUDSTONE. Very poorly-sorted, very coarse-grained. Partly cemented.",,,,359,U1468,A,7,H,3,A,
359-U1468A-7H-4-A,0,145,55.4,56.85,large benthic foraminifer rich,grainstone,4,large benthic foraminifer rich grainstone,partially lithified,3,10yr 8/3 (very pale brown),coarse sand,6,foraminifera (large benthic),"Lepidocyclina, Amphistegina; Benthic foraminifera",shell fragment,,echinoderm,spines,,,,,,,,,,,,Partially lithified large benthic foraminifera-rich GRAINSTONE. Poorly-sorted.,,,,359,U1468,A,7,H,4,A,
359-U1468A-7H-5-A,0,150,56.9,58.4,large benthic foraminifer rich,rudstone,6,large benthic foraminifer rich rudstone,partially lithified,3,10yr 8/3 (very pale brown),coarse sand,6,foraminifera (large benthic),"Lepidocyclina, Amphistegina; Benthic foraminifera",bryozoa,,echinoderm,spines,,,,,,,,,,,,"Partially lithified large benthic foraminifera-rich RUDSTONE. Very poorly-sorted, very coarse- to granule-grained. Partly cemented.",,,,359,U1468,A,7,H,5,A,
359-U1468A-7H-6-A,0,88,58.4,59.28,large benthic foraminifer rich,rudstone,6,large benthic foraminifer rich rudstone,unlithified,1,10yr 8/3 (very pale brown),coarse sand,6,foraminifera (large benthic),"Lepidocyclina, Amphistegina, Gypsina; Benthic foraminifera",bryozoa,,echinoderm,spines,,,,,,,,,,,,"Unlithified large benthic foraminifera-rich RUDSTONE. Very poorly-sorted, very coarse- to granule-grained. PACKSTONE to poorly wash GRAINSTONE interlayers at 60 and 78cm.",,,,359,U1468,A,7,H,6,A,
359-U1468A-7H-CC-A,0,5,59.28,59.33,large benthic foraminifer rich,rudstone,6,large benthic foraminifer rich rudstone,partially lithified,3,10yr 8/3 (very pale brown),coarse sand,6,foraminifera (large benthic),Other benthic foraminifera,bryozoa,,echinoderm,spines,,,,,,,,,,,,Partially lithified large benthic foraminifera-rich RUDSTONE. Small Mn crust?,,,,359,U1468,A,7,H,CC,A,
359-U1468A-8H-1-A,0,46,60.4,60.86,,rudstone,6,rudstone,unlithified,1,10yr 8/3 (very pale brown),granule,8,,,,,,,,,,,,,,,,,,CAVE IN.,,,,359,U1468,A,8,H,1,A,
359-U1468A-8H-1-A,46,150,60.86,61.9,large benthic foraminifer rich,grainstone,4,large benthic foraminifer rich grainstone,partially lithified,3,10yr 8/3 (very pale brown),coarse sand,6,foraminifera (large benthic),Lepidocyclina,red algae,,echinoderm,spines,,,,,,,,,,,,Partially lithified large benthic foraminifera-rich GRAINSTONE. Moderately-sorted. Muddy interlayers at 103 and 128cm.,,,,359,U1468,A,8,H,1,A,
359-U1468A-8H-2-A,0,150,61.9,63.4,large benthic foraminifer rich,rudstone,6,large benthic foraminifer rich rudstone,partially lithified,3,10yr 8/3 (very pale brown),coarse sand,6,foraminifera (large benthic),Sphaerogypsina (A) and Amphistegina (P),bryozoa,,echinoderm,spines,,,,,,,,,,,,"Partially lithified large benthic foraminifera-rich RUDSTONE. Very coarse-grained, partial cementation.",,,,359,U1468,A,8,H,2,A,
359-U1468A-8H-3-A,0,150,63.4,64.9,large benthic foraminifer rich,rudstone,6,large benthic foraminifer rich rudstone,partially lithified,3,10yr 8/2 (very pale brown),coarse sand,6,foraminifera (large benthic),Sphaerogypsina (A) and Amphistegina (P),bryozoa,,echinoderm,spines,,,,,,,,,,,,"Partially lithified large benthic foraminifera-rich RUDSTONE. Very coarse-grained, partial cementation. Calcareous mud is present. Muddy interlayers at 91, 102 and 124 cm.",,,,359,U1468,A,8,H,3,A,
359-U1468A-8H-4-A,0,137,64.9,66.27,large benthic foraminifer rich,grainstone,4,large benthic foraminifer rich grainstone,partially lithified,3,10yr 8/3 (very pale brown),coarse sand,6,foraminifera (large benthic),Sphaerogypsina (A) and Amphistegina (P),echinoderm,spines,,,,,,,,,,,,,,"Partially lithified large benthic foraminifera-rich GRAINSTONE. Coarse-grained, partial cementation. Calcareous mud is present. Muddy interlayers (PACKSTONE) at 74, 79, 84, 93 and 134 cm).",,,,359,U1468,A,8,H,4,A,
359-U1468A-8H-5-A,0,88,66.4,67.28,large benthic foraminifer rich,rudstone,6,large benthic foraminifer rich rudstone,partially lithified,3,10yr 8/2 (very pale brown),coarse sand,6,foraminifera (large benthic),Sphaerogypsina (A) and Amphistegina (P),bryozoa,,echinoderm,spines,,,,,,,,,,,,"Partially lithified large benthic foraminifera-rich RUDSTONE. Very coarse-grained, partial cementation.",,,,359,U1468,A,8,H,5,A,
359-U1468A-8H-5-A,88,89,67.28,67.29,large benthic foraminifer rich,packstone,3,large benthic foraminifer rich packstone,partially lithified,3,10YR 9.5/1 (white),,,,,,,,,,,,,,,,,,,,Partially lithified benthic foraminifera-rich PACKSTONE interlayer.,,,,359,U1468,A,8,H,5,A,
359-U1468A-8H-5-A,89,96,67.29,67.36,large benthic foraminifer rich,rudstone,6,large benthic foraminifer rich rudstone,partially lithified,3,10yr 8/2 (very pale brown),coarse sand,6,foraminifera (large benthic),Sphaerogypsina (A) and Amphistegina (P),bryozoa,,echinoderm,spines,,,,,,,,,,,,"Partially lithified large benthic foraminifera-rich RUDSTONE. Very coarse-grained, partial cementation.",,,,359,U1468,A,8,H,5,A,
359-U1468A-8H-5-A,96,97,67.36,67.37,large benthic foraminifer rich,packstone,3,large benthic foraminifer rich packstone,partially lithified,3,10YR 9.5/1 (white),,,,,,,,,,,,,,,,,,,,Partially lithified benthic foraminifera-rich PACKSTONE interlayer.,,,,359,U1468,A,8,H,5,A,
359-U1468A-8H-5-A,97,109,67.37,67.49,large benthic foraminifer rich,rudstone,6,large benthic foraminifer rich rudstone,partially lithified,3,10yr 8/2 (very pale brown),coarse sand,6,foraminifera (large benthic),Sphaerogypsina (A) and Amphistegina (P),bryozoa,,echinoderm,spines,,,,,,,,,,,,"Partially lithified large benthic foraminifera-rich RUDSTONE. Very coarse-grained, partial cementation.",,,,359,U1468,A,8,H,5,A,
359-U1468A-8H-5-A,109,110,67.49,67.5,large benthic foraminifer rich,packstone,3,large benthic foraminifer rich packstone,partially lithified,3,10YR 9.5/1 (white),,,,,,,,,,,,,,,,,,,,Partially lithified benthic foraminifera-rich PACKSTONE interlayer.,,,,359,U1468,A,8,H,5,A,
359-U1468A-8H-5-A,110,150,67.5,67.9,large benthic foraminifer rich,rudstone,6,large benthic foraminifer rich rudstone,partially lithified,3,10yr 8/2 (very pale brown),coarse sand,6,foraminifera (large benthic),Sphaerogypsina (A) and Amphistegina (P),bryozoa,,echinoderm,spines,,,,,,,,,,,,"Partially lithified large benthic foraminifera-rich RUDSTONE. Very coarse-grained, partial cementation.",,,,359,U1468,A,8,H,5,A,
359-U1468A-8H-6-A,0,91,67.9,68.81,large benthic foraminifer rich,rudstone,6,large benthic foraminifer rich rudstone,partially lithified,3,10yr 8/2 (very pale brown),coarse sand,6,foraminifera (large benthic),Sphaerogypsina (A) and Amphistegina (P),bryozoa,,echinoderm,spines,,,,,,,,,,,,"Partially lithified large benthic foraminifera-rich RUDSTONE. Very coarse-grained, partial cementation.",,,,359,U1468,A,8,H,6,A,
359-U1468A-8H-CC-A,0,15,68.81,68.96,large benthic foraminifer rich,rudstone,6,large benthic foraminifer rich rudstone,partially lithified,3,10yr 8/2 (very pale brown),coarse sand,6,foraminifera (large benthic),Sphaerogypsina (A) and Amphistegina (P),bryozoa,,echinoderm,spines,,,,,,,,,,,,"Partially lithified large benthic foraminifera-rich RUDSTONE. Very coarse-grained, partial cementation.",,,,359,U1468,A,8,H,CC,A,
359-U1468A-9H-1-A,0,116,69.9,71.06,large benthic foraminifer rich,grainstone,4,large benthic foraminifer rich grainstone,partially lithified,3,10yr 8/2 (very pale brown),coarse sand,6,foraminifera (large benthic),,bryozoa,,echinoderm,spines,aggregate,cemented grains,,,,,,,,,,Partially lithified large benthic foraminifera-rich GRAINSTONE. Coarse- to very coarse-grained. Partly cemented. Muddy interlayers.,,,,359,U1468,A,9,H,1,A,
