Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Drilling disturbance intensity,Drilling disturbance intensity rank,Lithology Principal Name,MAJ Lith. abundance [%],MAJ Lith. max. grain size,MAJ Lith. max. grain size rank,Minor Lithology Name,MIN Lith. abundance [%],MIN Lith. max. grain size ,MIN Lith. max. grain size rank,Lith. abundance sum [%],Lith. comment,Clast percentage [%],Clast 1 igneous - pumiceous [%],Clast 1 igneous - pumiceous grain size,Clast 2 igneous - scoriaceous [%],Clast 2 igneous - scoriaceous grain size,Clast 3 igneous - massive [%],Clast 3 igneous - massive grain size,Clast 4 igneous - vesicular [%],Clast 4 igneous - vesicular grain size,Clast 5 volcaniclastic [%],Clast 5 volcaniclastic grain size,Clast 6 sediment [%],Clast 6 sediment grain size,Clast 7 -other lithology [%],Clast 7 -other lithology grain size,Clast lith. abund. sum [%],Clast lithology comment,Clast roundness,Matrix 1 igneous - pumiceous [%],Matrix 2 igneous - scoriaceous [%],Matrix 3 igneous - massive [%],Matrix 4 igneous - vesicular [%],Matrix 5 volcaniclastic [%],Matrix 6 sediment [%],Matrix 7 -other lithology [%],Matrix biogenic carbonate [%],Matrix detritical carbonate [%],Matrix carbonate [%],Matrix abund. sum [%],Matrix sorting,Matrix alteration intensity,Matrix alteration rank,Matrix comment,Deformational structures,Deformational structure strike [deg],Deformational structure dip [deg],Deformational structure comment,Ship File Links,Shore File Links,Groundmass comments,File Data,Extra Sample ID Data,Lithology Prefix,Minor Lithology Suffix,Minor Lithology Prefix,Lithology Suffix
340-U1400C-36X-5-A,340,U1400,C,36,36-5,X,5,A,0,15,308.1,308.25,severe [drilling disturbance],7,mudstone [USGS],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,15,0,0,0,0,0,0,85,100,well [BP01],rare [alteration],2,,,,,,,,,,,,,,
340-U1400C-36X-5-A,340,U1400,C,36,36-5,X,5,A,15,50,308.25,308.6,severe [drilling disturbance],7,volcaniclastic-sand [BGS-S81],100,fine sand [T07],4,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,10,0,10,10,30,0,0,0,0,50,110,moderately well [BP01],rare [alteration],2,,,,,,,,,,,,,,
340-U1400C-36X-5-A,340,U1400,C,36,36-5,X,5,A,50,153,308.6,309.63,severe [drilling disturbance],7,mudstone [USGS],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,15,0,0,0,0,0,0,85,100,well [BP01],rare [alteration],2,,,,,,,,,,,,,,
340-U1400C-36X-CC-A,340,U1400,C,36,36-CC,X,CC,A,0,8,309.63,309.71,severe [drilling disturbance],7,mudstone [USGS],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,15,0,0,0,0,0,0,85,100,well [BP01],rare [alteration],2,,,,,,,,,,,,,,
340-U1400C-36X-CC-A,340,U1400,C,36,36-CC,X,CC,A,8,13,309.71,309.76,,,,,,,,,,,,PAL SAMPLE,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,,absent [alteration],0,,,,,,,,,,,,,,
340-U1400C-36X-CC-A,340,U1400,C,36,36-CC,X,CC,A,13,38,309.76,310.01,severe [drilling disturbance],7,mudstone [USGS],50,fine mud [T07],3,volcaniclastic-sandstone [BGS-S81],50,fine sand [T07],4,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,10,10,30,0,0,0,0,50,100,poor [BP01],rare [alteration],2,,,,,,,,,,,,,,
340-U1400C-37X-1-A,340,U1400,C,37,37-1,X,1,A,0,10,311.7,311.8,destroyed [drilling disturbance],8,volcaniclastic-gravel [BGS-S81],50,pebble [W22_2],9,mudstone [USGS],50,,,100,"Drilling disturbance, fallen pebble, no matrix",100,0,,0,,50,pebble [W22_2],0,,0,,0,,50,pebble [W22_2],100,others: pebble of mudstone,rounded,,,,,,,,,,,,,,,No matrix,,,,,,,,,,,,,
340-U1400C-37X-1-A,340,U1400,C,37,37-1,X,1,A,10,17,311.8,311.87,severe [drilling disturbance],7,volcaniclastic-sandstone [BGS-S81],100,medium sand [T07],6,,,,,100,Volcaniclastic turbidite,0,0,,0,,0,,0,,0,,0,,0,,0,,,10,20,10,0,50,0,0,10,0,0,100,moderately well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1400C-37X-1-A,340,U1400,C,37,37-1,X,1,A,17,48,311.87,312.18,severe [drilling disturbance],7,mudstone [USGS],100,fine mud [T07],3,,,,,100,Consolidated hemipelagite,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,10,5,85,100,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1400C-37X-1-A,340,U1400,C,37,37-1,X,1,A,48,55,312.18,312.25,severe [drilling disturbance],7,volcaniclastic-sandstone [BGS-S81],100,fine medium sand [T07],5,,,,,100,Volcaniclastic turbidite,0,0,,0,,0,,0,,0,,0,,0,,0,,,10,20,10,0,50,0,0,10,0,0,100,moderately well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1400C-37X-1-A,340,U1400,C,37,37-1,X,1,A,55,152,312.25,313.22,severe [drilling disturbance],7,mudstone [USGS],100,fine mud [T07],3,,,,,100,Consolidated hemipelagite,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,10,5,85,100,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1400C-37X-2-A,340,U1400,C,37,37-2,X,2,A,0,50,313.22,313.72,severe [drilling disturbance],7,mudstone [USGS],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,15,0,0,0,0,0,0,85,100,well [BP01],rare [alteration],2,,,,,,,,,,,,,,
340-U1400C-37X-CC-A,340,U1400,C,37,37-CC,X,CC,A,0,4,313.72,313.76,destroyed [drilling disturbance],8,calcareous mudstone or tuff [Leg210],100,silt-fine mud [T07],2,,,,,100,Consolidated hemipelagic sediment,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,10,5,85,100,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1400C-37X-CC-A,340,U1400,C,37,37-CC,X,CC,A,4,9,313.76,313.81,,,,,,,,,,,,PAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340-U1400C-37X-CC-A,340,U1400,C,37,37-CC,X,CC,A,9,38,313.81,314.1,destroyed [drilling disturbance],8,calcareous mudstone or tuff [Leg210],100,silt-fine mud [T07],2,,,,,100,Consolidated hemipelagic sediment,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,10,5,85,100,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1400C-37X-CC-A,340,U1400,C,37,37-CC,X,CC,A,38,49,314.1,314.21,severe [drilling disturbance],7,calcareous sandstone or tuff [Leg210],70,fine sand [T07],4,volcaniclastic-sandstone [BGS-S81],30,fine sand [T07],4,100,"Mixture of hemipelagic sediment and volcaniclastic sand, consolidated",0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,10,0,20,0,0,20,15,35,100,poor [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1400C-38X-1-A,340,U1400,C,38,38-1,X,1,A,0,150,320.9,322.4,severe [drilling disturbance],7,calcareous mudstone or tuff [Leg210],100,silt-fine mud [T07],2,,,,,100,Consolidated hemipelagic sediment,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,10,5,85,100,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1400C-38X-2-A,340,U1400,C,38,38-2,X,2,A,0,150,322.4,323.9,severe [drilling disturbance],7,mudstone [USGS],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,15,0,0,0,0,0,0,85,100,well [BP01],rare [alteration],2,,,,,,,,,,,,,,
340-U1400C-38X-3-A,340,U1400,C,38,38-3,X,3,A,0,36,323.9,324.26,severe [drilling disturbance],7,calcareous mudstone or tuff [Leg210],100,,,,,,,100,Consolidated hemipelagic sediment,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,10,5,85,100,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1400C-38X-3-A,340,U1400,C,38,38-3,X,3,A,36,41,324.26,324.31,severe [drilling disturbance],7,volcaniclastic-sandstone [BGS-S81],80,fine sand [T07],4,calcareous mudstone or tuff [Leg210],20,silt-fine mud [T07],2,100,Volcaniclastic sand mixed with hemipelagic sediment,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,20,0,50,0,10,10,10,0,100,moderate [BP01],absent [alteration],0,other; oxidized lava,,,,,,,,,,,,,
340-U1400C-38X-3-A,340,U1400,C,38,38-3,X,3,A,41,150,324.31,325.4,severe [drilling disturbance],7,calcareous mudstone or tuff [Leg210],100,,,,,,,100,Consolidated hemipelagic sediment,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,10,5,85,100,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1400C-38X-4-A,340,U1400,C,38,38-4,X,4,A,0,150,325.4,326.9,severe [drilling disturbance],7,mudstone [USGS],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,15,0,0,0,0,0,0,85,100,well [BP01],rare [alteration],2,,,,,,,,,,,,,,
340-U1400C-38X-4-A,340,U1400,C,38,38-4,X,4,A,0,150,325.4,326.9,severe [drilling disturbance],7,volcaniclastic-sand [BGS-S81],100,fine sand [T07],4,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,10,0,60,0,0,0,0,30,100,moderately well [BP01],rare [alteration],2,,,,,inclined bed at 50 deg.,,,,,,,,,
340-U1400C-38X-5-A,340,U1400,C,38,38-5,X,5,A,0,140,326.9,328.3,severe [drilling disturbance],7,calcareous mudstone or tuff [Leg210],100,silt-fine mud [T07],2,,,,,100,Consolidated  hemipelaagic sedment,0,0,,0,,0,,0,,0,,0,,0,,0,rounded 1 pumice pebble clast at 20 cm,,0,0,0,0,0,0,0,10,5,85,100,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1400C-38X-5-A,340,U1400,C,38,38-5,X,5,A,140,150,328.3,328.4,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340-U1400C-38X-6-A,340,U1400,C,38,38-6,X,6,A,0,42,328.4,328.82,severe [drilling disturbance],7,mudstone [USGS],100,fine mud [T07],3,,,,,100,Consolidated hemipelagite,1,0,,0,,0,,100,granule [T07],0,,0,,0,,100,,rounded,0,0,0,0,0,0,0,10,5,85,100,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1400C-38X-6-A,340,U1400,C,38,38-6,X,6,A,42,44,328.82,328.84,severe [drilling disturbance],7,volcaniclastic-sandstone [BGS-S81],100,coarse sand [T07],7,,,,,100,Volcaniclastic turbidite,0,0,,0,,0,,0,,0,,0,,0,,0,,,20,0,5,0,50,0,20,0,5,0,100,moderately well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1400C-38X-6-A,340,U1400,C,38,38-6,X,6,A,44,120,328.84,329.6,severe [drilling disturbance],7,mudstone [USGS],100,fine mud [T07],3,,,,,100,Consolidated hemipelagite,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,10,5,85,100,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1400C-38X-6-A,340,U1400,C,38,38-6,X,6,A,120,131,329.6,329.71,severe [drilling disturbance],7,volcaniclastic-sandstone [BGS-S81],100,medium sand [T07],6,,,,,100,Volcaniclastic turbidite,0,0,,0,,0,,0,,0,,0,,0,,0,,,20,0,5,0,50,0,20,0,5,0,100,moderately well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1400C-38X-7-A,340,U1400,C,38,38-7,X,7,A,0,60,329.71,330.31,severe [drilling disturbance],7,mudstone [USGS],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,15,0,0,0,0,0,0,85,100,well [BP01],rare [alteration],2,,,,,,,,,,,,,,
340-U1400C-38X-CC-A,340,U1400,C,38,38-CC,X,CC,A,0,7,330.31,330.38,destroyed [drilling disturbance],8,mudstone [USGS],100,granule [T07],9,,,,,100,shattered mudstone,100,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,15,0,0,0,0,0,0,85,100,well [BP01],rare [alteration],2,,,,,,,,,,,,,,
340-U1400C-38X-CC-A,340,U1400,C,38,38-CC,X,CC,A,7,12,330.38,330.43,,,,,,,,,,,,PAL SAMPLE,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,,absent [alteration],0,,,,,,,,,,,,,,
340-U1400C-38X-CC-A,340,U1400,C,38,38-CC,X,CC,A,12,34,330.43,330.65,severe [drilling disturbance],7,volcaniclastic-sandstone [BGS-S81],70,very coarse sand [T07],8,mudstone [USGS],30,fine mud [T07],3,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,10,0,10,,50,0,0,0,0,30,100,poor [BP01],rare [alteration],2,,,,,,,,,,,,,,
340-U1400C-39X-1-A,340,U1400,C,39,39-1,X,1,A,0,16,330.5,330.66,destroyed [drilling disturbance],8,volcaniclastic-gravel [BGS-S81],50,pebble [W22_2],9,mudstone [USGS],50,,,100,"Drilling disturbance, fallen pebble, no matrix",100,0,,0,,50,pebble [W22_2],0,,0,,0,,50,pebble [W22_2],100,others: pebble of mudstone,rounded,,,,,,,,,,,,,,,No matrix,,,,,,,,,,,,,
340-U1400C-39X-1-A,340,U1400,C,39,39-1,X,1,A,16,150,330.66,332,severe [drilling disturbance],7,mudstone [USGS],100,fine mud [T07],3,,,,,100,Consolidated hemipelagite,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,10,5,85,100,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1400C-39X-2-A,340,U1400,C,39,39-2,X,2,A,0,150,332,333.5,severe [drilling disturbance],7,mudstone [USGS],100,fine mud [T07],3,,,,,100,Consolidated hemipelagite,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,10,5,85,100,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1400C-39X-3-A,340,U1400,C,39,39-3,X,3,A,0,24,333.5,333.74,severe [drilling disturbance],7,calcareous mudstone or tuff [Leg210],100,silt-fine mud [T07],2,,,,,100,Consolidated hemipelagic sediment,5,100,pebble [W22_2],0,,0,,0,,0,,0,,0,,100,,rounded,0,0,0,0,0,0,0,10,5,85,100,moderately well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1400C-39X-3-A,340,U1400,C,39,39-3,X,3,A,24,37,333.74,333.87,severe [drilling disturbance],7,muddy sand [Leg183],100,coarse sand [T07],7,,,,,100,Mixture of sandy pumice and hemipelagite,5,100,pebble [W22_2],0,,0,,0,,0,,0,,0,,100,,rounded,30,0,0,0,45,0,0,0,0,25,100,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1400C-39X-3-A,340,U1400,C,39,39-3,X,3,A,37,45,333.87,333.95,severe [drilling disturbance],7,volcaniclastic-sandstone [BGS-S81],60,coarse sand [T07],7,calcareous mudstone or tuff [Leg210],40,,,100,Mixture of volcaniclastic sand and hemipelagite,0,0,,0,,0,,0,,0,,0,,0,,0,,,5,0,10,0,40,0,5,0,0,40,100,moderately well [BP01],absent [alteration],0,other; oxidized lava,,,,,,,,,,,,,
340-U1400C-39X-3-A,340,U1400,C,39,39-3,X,3,A,45,150,333.95,335,severe [drilling disturbance],7,calcareous mudstone or tuff [Leg210],100,silt-fine mud [T07],2,,,,,100,Consolidated hemipelagic sediment,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,10,5,85,100,moderately well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1400C-39X-4-A,340,U1400,C,39,39-4,X,4,A,0,20,335,335.2,severe [drilling disturbance],7,mudstone [USGS],100,fine mud [T07],3,,,,,100,Consolidated hemipelagite,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,10,5,85,100,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1400C-39X-4-A,340,U1400,C,39,39-4,X,4,A,20,40,335.2,335.4,severe [drilling disturbance],7,volcaniclastic-sandstone [BGS-S81],100,medium sand [T07],6,,,,,100,Volcaniclastic turbidite,0,0,,0,,0,,0,,0,,0,,0,,0,,,5,0,0,0,95,0,0,0,0,0,100,moderately well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1400C-39X-4-A,340,U1400,C,39,39-4,X,4,A,40,87,335.4,335.87,severe [drilling disturbance],7,mudstone [USGS],100,fine mud [T07],3,,,,,100,Consolidated hemipelagite,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,10,5,85,100,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1400C-39X-4-A,340,U1400,C,39,39-4,X,4,A,87,100,335.87,336,severe [drilling disturbance],7,volcaniclastic-sandstone [BGS-S81],100,medium sand [T07],6,,,,,100,Volcaniclastic turbidite,0,0,,0,,0,,0,,0,,0,,0,,0,,,5,0,0,0,95,0,0,0,0,0,100,moderately well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1400C-39X-4-A,340,U1400,C,39,39-4,X,4,A,100,150,336,336.5,severe [drilling disturbance],7,mudstone [USGS],100,fine mud [T07],3,,,,,100,Consolidated hemipelagite,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,10,5,85,100,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1400C-39X-5-A,340,U1400,C,39,39-5,X,5,A,0,131,336.5,337.81,severe [drilling disturbance],7,mudstone [USGS],100,silt-fine mud [T07],2,,,,,100,Consolidated hemipelagite,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,10,5,85,100,moderately well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1400C-39X-6-A,340,U1400,C,39,39-6,X,6,A,0,69,337.81,338.5,high [drilling disturbance],6,mudstone [USGS],100,silt-fine mud [T07],2,,,,,100,Consolidated hemipelagite,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,10,5,85,100,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1400C-39X-CC-A,340,U1400,C,39,39-CC,X,CC,A,0,5,338.5,338.55,,,,,,,,,,,,PAL SAMPLE,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,,absent [alteration],0,,,,,,,,,,,,,,
340-U1400C-39X-CC-A,340,U1400,C,39,39-CC,X,CC,A,5,35,338.55,338.85,severe [drilling disturbance],7,mudstone [USGS],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,15,0,0,0,0,0,0,85,100,well [BP01],rare [alteration],2,,,,,,,,,,,,,,
340-U1400C-40X-1-A,340,U1400,C,40,40-1,X,1,A,0,8,340.1,340.18,minimal [drilling disturbance],1,volcaniclastic-gravel [BGS-S81],100,pebble [W22_2],9,,,,,100,"Pebble massive lava clasts at the top of core, no matrix",100,0,,0,,100,pebble [W22_2],0,,0,,0,,0,,100,,rounded,,,,,,,,,,,,,,,no matrix,,,,,,,,,,,,,
340-U1400C-40X-1-A,340,U1400,C,40,40-1,X,1,A,8,141,340.18,341.51,high [drilling disturbance],6,calcareous mudstone or tuff [Leg210],100,silt-fine mud [T07],2,,,,,100,Consolidated hemipelagic sediment,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,10,5,85,100,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1400C-40X-1-A,340,U1400,C,40,40-1,X,1,A,141,150,341.51,341.6,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340-U1400C-40X-2-A,340,U1400,C,40,40-2,X,2,A,0,150,341.6,343.1,high [drilling disturbance],6,mudstone [USGS],100,fine mud [T07],3,,,,,100,Consolidated hemipelagite,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,10,5,85,100,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1400C-40X-3-A,340,U1400,C,40,40-3,X,3,A,0,43,343.1,343.53,high [drilling disturbance],6,mudstone [USGS],100,fine mud [T07],3,,,,,100,Consolidated hemipelagite,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,10,5,85,100,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1400C-40X-3-A,340,U1400,C,40,40-3,X,3,A,43,53,343.53,343.63,high [drilling disturbance],6,volcaniclastic-sandstone [BGS-S81],100,fine medium sand [T07],5,,,,,100,Volcaniclastic turbidite?,0,0,,0,,0,,0,,0,,0,,0,,0,,,40,0,10,0,50,0,0,0,0,0,100,moderately well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1400C-40X-3-A,340,U1400,C,40,40-3,X,3,A,53,127,343.63,344.37,high [drilling disturbance],6,mudstone [USGS],100,fine mud [T07],3,,,,,100,Consolidated hemipelagite,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,10,5,85,100,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1400C-40X-3-A,340,U1400,C,40,40-3,X,3,A,127,137,344.37,344.47,high [drilling disturbance],6,volcaniclastic-sandstone [BGS-S81],100,fine sand [T07],4,,,,,100,Volcaniclastic turbidite?,0,0,,0,,0,,0,,0,,0,,0,,0,,,5,0,10,0,85,0,0,0,0,0,100,moderately well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1400C-40X-3-A,340,U1400,C,40,40-3,X,3,A,137,141,344.47,344.51,high [drilling disturbance],6,mudstone [USGS],100,fine mud [T07],3,,,,,100,Consolidated hemipelagite,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,10,5,85,100,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1400C-40X-CC-A,340,U1400,C,40,40-CC,X,CC,A,0,30,344.51,344.81,severe [drilling disturbance],7,mudstone [USGS],100,fine mud [T07],3,,,,,100,,1,0,,0,,100,granule [T07],0,,0,,0,,0,,100,,,0,0,15,0,0,0,0,0,0,85,100,well [BP01],rare [alteration],2,,,,,,,,,,,,,,
340-U1400C-40X-CC-A,340,U1400,C,40,40-CC,X,CC,A,30,35,344.81,344.86,,,,,,,,,,,,PAL SAMPLE,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,,absent [alteration],0,PAL,,,,,,,,,,,,,
340-U1400C-41X-1-A,340,U1400,C,41,41-1,X,1,A,0,24,349.7,349.94,destroyed [drilling disturbance],8,volcaniclastic-gravel [BGS-S81],100,pebble [W22_2],9,,,,,100,"Pebble massive lava clasts at the top of core, no matrix",100,0,,0,,50,pebble [W22_2],0,,0,,0,,50,,100,,rounded,,,,,,,,,,,,,,,no matrix,,,,,,,,,,,,,
340-U1400C-41X-1-A,340,U1400,C,41,41-1,X,1,A,24,140,349.94,351.1,high [drilling disturbance],6,mudstone [USGS],100,fine mud [T07],3,,,,,100,Consolidated hemipelagite,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,10,5,85,100,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1400C-41X-1-A,340,U1400,C,41,41-1,X,1,A,140,150,351.1,351.2,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,
340-U1400C-41X-2-A,340,U1400,C,41,41-2,X,2,A,0,150,351.2,352.7,destroyed [drilling disturbance],8,calcareous mudstone or tuff [Leg210],100,silt-fine mud [T07],2,,,,,100,"Consolidated hemipelagic sediment, highly bioturbated",0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,10,5,85,100,moderately well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1400C-41X-3-A,340,U1400,C,41,41-3,X,3,A,0,85,352.7,353.55,severe [drilling disturbance],7,calcareous mudstone or tuff [Leg210],100,silt-fine mud [T07],2,,,,,100,"Consolidated hemipelagic sediment, highly bioturbated",0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,10,5,85,100,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1400C-41X-3-A,340,U1400,C,41,41-3,X,3,A,85,87,353.55,353.57,severe [drilling disturbance],7,volcaniclastic-sandstone [BGS-S81],100,fine sand [T07],4,,,,,100,Volcanic ash layer,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,5,0,85,0,5,5,0,0,100,moderately well [BP01],absent [alteration],0,other; oxidized lava,,,,,,,,,,,,,
340-U1400C-41X-3-A,340,U1400,C,41,41-3,X,3,A,87,140,353.57,354.1,severe [drilling disturbance],7,calcareous mudstone or tuff [Leg210],100,silt-fine mud [T07],2,,,,,100,"Consolidated hemipelagic sediment, highly bioturbated",0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,10,5,85,100,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1400C-41X-CC-A,340,U1400,C,41,41-CC,X,CC,A,0,21,354.1,354.31,high [drilling disturbance],6,mudstone [USGS],100,fine mud [T07],3,,,,,100,Consolidated hemipelagite,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,10,5,85,100,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1400C-41X-CC-A,340,U1400,C,41,41-CC,X,CC,A,21,27,354.31,354.37,,,,,,,,,,,,PAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,,,,,,,,,
340-U1400C-42X-1-A,340,U1400,C,42,42-1,X,1,A,0,44,359.3,359.74,,,calcareous mudstone or tuff [Leg210],100,silt-fine mud [T07],2,,,,,100,Consolidated hemipelagic sediment,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,10,5,85,100,moderately well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1400C-42X-1-A,340,U1400,C,42,42-1,X,1,A,44,55,359.74,359.85,,,volcaniclastic-sandstone [BGS-S81],100,very coarse sand [T07],8,,,,,100,Coarse volcaniclastic sandstone,10,30,granule [T07],0,,30,granule [T07],0,,0,,0,,40,pebble [W22_2],100,other; mudclast,rounded,10,0,40,0,40,0,0,0,10,0,100,poor [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1400C-42X-1-A,340,U1400,C,42,42-1,X,1,A,55,150,359.85,360.8,,,calcareous mudstone or tuff [Leg210],100,silt-fine mud [T07],2,,,,,100,Consolidated hemipelagic sediment,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,10,5,85,100,moderately well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1400C-42X-2-A,340,U1400,C,42,42-2,X,2,A,0,44,360.8,361.24,moderate to high [drilling disturbance],5,mudstone [USGS],100,fine medium sand [T07],5,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,10,5,85,100,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
