Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],MAJ Lith. Prefix,MAJ Lith. Principal name,MAJ Lith. Suffix,MAJ Lith. prefix + name,MAJ Lith. prefix+name+suffix,MAJ Lith. name+suffix,MAJ Lith. abundance [%],MAJ Lith. color,MAJ Lith. ave. grain size ,MAJ Lith. ave. grain size rank,MAJ Lith. max. grain size,MAJ Lith. max. grain size rank,MIN Lith. Prefix,MIN Lith. Principal name,MIN Lith. Suffix,MIN Lith. prefix + name,MIN Lith. prefix+name+suffix,MIN Lith. name+suffix,MIN Lith. abundance [%],MIN Lith. color,MIN Lith. ave. grain size ,MIN Lith. ave. grain size rank,MIN Lith. max. grain size ,MIN Lith. max. grain size rank,Lith. abundance sum [%],Bottom contact or boundary type,"Layer, boundary, lamination, grading",Layer or bedding thickness,Clasts abundance,Diagenetic constituent,Diagenetic structure,Bioturbation intensity,Bioturbation intensity rank,Macrofossil abundance name,Deformational structures,General interval comment,MAJ Lith. Prefix abundance Plot [%],MAJ Lith. Principal name abundance Plot [%],File Data
339-U1389A-7H-1-A,339,U1389,A,7,7-1,H,1,A,107,150,52.87,53.3,calcareous [Leg339],sandy mud [Leg339],,calcareous   sandy mud ,calcareous  sandy mud ,sandy mud ,100,5Y 4/1 (dark gray),silt [W22_1],2,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,few [A48],,With small shell fragments: 102-117 cm: black patchs,100,100,
339-U1389A-7H-2-A,339,U1389,A,7,7-2,H,2,A,0,22,53.3,53.52,calcareous [Leg339],sandy mud [Leg339],,calcareous   sandy mud,calcareous  sandy mud,sandy mud,100,5Y 4/1 (dark gray),silt [W22_1],2,medium sand [W22_2],5,,,,,,,,,,,,,100,bioturbated boundary or contact,,,,,,slight_339 [DB91],3,few [A48],,17-18 cm: coral branch (close-up photo),100,100,
339-U1389A-7H-2-A,339,U1389,A,7,7-2,H,2,A,22,38,53.52,53.68,calcareous [Leg339],silty mud [Leg339],,calcareous   silty mud,calcareous  silty mud,silty mud,100,5Y 4/1 (dark gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 [DB91],3,,,,100,100,
339-U1389A-7H-2-A,339,U1389,A,7,7-2,H,2,A,38,39,53.68,53.69,calcareous [Leg339],sandy mud [Leg339],,calcareous   sandy mud,calcareous  sandy mud,sandy mud,100,5Y 4/1 (dark gray),silt [W22_1],2,medium sand [W22_2],5,,,,,,,,,,,,,100,sharp contact,,,,,,slight_339 [DB91],3,,,,100,100,
339-U1389A-7H-2-A,339,U1389,A,7,7-2,H,2,A,39,89,53.69,54.19,calcareous [Leg339],silty mud [Leg339],,calcareous   silty mud,calcareous  silty mud,silty mud,100,5Y 4/1 (dark gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 [DB91],3,,,"64, 78 and 81 cm: shell fragments, mottled",100,100,
339-U1389A-7H-2-A,339,U1389,A,7,7-2,H,2,A,89,151,54.19,54.81,calcareous [Leg339],sandy mud [Leg339],,calcareous   sandy mud,calcareous  sandy mud,sandy mud,100,5Y 4/1 (dark gray),silt [W22_1],2,medium sand [W22_2],5,,,,,,,,,,,,,100,,bigradational bedding,,,,,slight_339 [DB91],3,,,Mottled,100,100,
339-U1389A-7H-3-A,339,U1389,A,7,7-3,H,3,A,0,23,54.81,55.04,calcareous [Leg339],sandy mud [Leg339],,calcareous   sandy mud,calcareous  sandy mud,sandy mud,100,5Y 4/1 (dark gray),silt [W22_1],2,medium sand [W22_2],5,,,,,,,,,,,,,100,bioturbated boundary or contact,,,,,,slight_339 [DB91],3,,,Shell fragments,100,100,
339-U1389A-7H-3-A,339,U1389,A,7,7-3,H,3,A,23,82,55.04,55.63,calcareous [Leg339],silty mud [Leg339],,calcareous   silty mud,calcareous  silty mud,silty mud,100,5Y 4/1 (dark gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 [DB91],3,,,"Several sand-filled burrows, shell fragments",100,100,
339-U1389A-7H-3-A,339,U1389,A,7,7-3,H,3,A,82,152,55.63,56.33,calcareous [Leg339],silty mud [Leg339],,calcareous   silty mud,calcareous  silty mud,silty mud,100,5Y 4/1 (dark gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,,,82-151 cm: more reddish,100,100,
339-U1389A-7H-4-A,339,U1389,A,7,7-4,H,4,A,0,153,56.33,57.86,calcareous [Leg339],silty mud [Leg339],,calcareous   silty mud,calcareous  silty mud,silty mud,100,5Y 4/1 (dark gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,,,"Sediment were reddish all along the section, small shell fragments all along the section, 67-68 and 90-91 cm: shell fragments, 85 cm: crack",100,100,
339-U1389A-7H-5-A,339,U1389,A,7,7-5,H,5,A,0,86,57.86,58.72,calcareous [Leg339],mud [Leg339],,calcareous   mud,calcareous  mud,mud,100,5Y 4/1 (dark gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 [DB91],3,,,"0-86 cm: were reddish very gradational color contact, 24-25 cm: 2 pyrite grains (>5 mm diameter) burrow (iron oxide?)",100,100,
339-U1389A-7H-5-A,339,U1389,A,7,7-5,H,5,A,86,112,58.72,58.98,calcareous [Leg339],silty mud [Leg339],,calcareous   silty mud,calcareous  silty mud,silty mud,100,5Y 4/1 (dark gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,bioturbated boundary or contact,,,,,,slight_339 [DB91],3,,,,100,100,
339-U1389A-7H-5-A,339,U1389,A,7,7-5,H,5,A,112,148,58.98,59.34,calcareous [Leg339],silty sand [Leg339],,calcareous   silty sand,calcareous  silty sand,silty sand,100,5Y 4/1 (dark gray),very fine sand [W22_2],3,medium sand [W22_2],5,,,,,,,,,,,,,100,sharp contact,normal grading,,,,,slight_339 [DB91],3,few [A48],,"128-129 cm: entire gastropod, 138 cm: shell fragments",100,100,
339-U1389A-7H-5-A,339,U1389,A,7,7-5,H,5,A,148,154,59.34,59.4,calcareous [Leg339],sandy mud [Leg339],,calcareous   sandy mud,calcareous  sandy mud,sandy mud,100,5Y 4/1 (dark gray),silt [W22_1],2,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,few [A48],,Shell fragments,100,100,
339-U1389A-7H-6-A,339,U1389,A,7,7-6,H,6,A,0,3,59.4,59.43,calcareous [Leg339],sandy mud [Leg339],,calcareous   sandy mud,calcareous  sandy mud,sandy mud,100,5Y 4/1 (dark gray),silt [W22_1],2,medium sand [W22_2],5,,,,,,,,,,,,,100,bioturbated boundary or contact,,,,,,slight_339 [DB91],3,few [A48],,Shell fragments,100,100,
339-U1389A-7H-6-A,339,U1389,A,7,7-6,H,6,A,3,33,59.43,59.73,calcareous [Leg339],silty mud [Leg339],,calcareous   silty mud,calcareous  silty mud,silty mud,100,5Y 4/1 (dark gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,bioturbated boundary or contact,,,,,,slight_339 [DB91],3,few [A48],,"49 cm: scaphopod, 46 cm-end of section: a little more reddish, sand-filled burrows, shell fragments",100,100,
339-U1389A-7H-6-A,339,U1389,A,7,7-6,H,6,A,33,46,59.73,59.86,calcareous [Leg339],sandy mud [Leg339],,calcareous   sandy mud,calcareous  sandy mud,sandy mud,100,5Y 4/1 (dark gray),silt [W22_1],2,medium sand [W22_2],5,,,,,,,,,,,,,100,bioturbated boundary or contact,,,,,,slight_339 [DB91],3,,,,100,100,
339-U1389A-7H-6-A,339,U1389,A,7,7-6,H,6,A,46,120,59.86,60.6,calcareous [Leg339],silty mud [Leg339],,calcareous   silty mud,calcareous  silty mud,silty mud,100,5Y 4/1 (dark gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,rare [A48],,Small scaphopod at 49 cm; shell fragments and cm-scale sand-filled burrows.,100,100,
339-U1389A-7H-7-A,339,U1389,A,7,7-7,H,7,A,0,24,60.6,60.84,calcareous [Leg339],sandy mud [Leg339],,calcareous   sandy mud,calcareous  sandy mud,sandy mud,100,5Y 4/1 (dark gray),silt [W22_1],2,medium sand [W22_2],5,,,,,,,,,,,,,100,bioturbated boundary or contact,,,,,,slight_339 [DB91],3,few [A48],,Small shell fragments all along the section,100,100,
339-U1389A-7H-7-A,339,U1389,A,7,7-7,H,7,A,24,28,60.84,60.88,calcareous [Leg339],sandy mud [Leg339],,calcareous   sandy mud,calcareous  sandy mud,sandy mud,100,5Y 4/1 (dark gray),silt [W22_1],2,medium sand [W22_2],5,,,,,,,,,,,,,100,bioturbated boundary or contact,,,,,,slight_339 [DB91],3,few [A48],,Small shell fragments all along the section,100,100,
339-U1389A-7H-7-A,339,U1389,A,7,7-7,H,7,A,28,38,60.88,60.98,calcareous [Leg339],silty mud [Leg339],,calcareous   silty mud,calcareous  silty mud,silty mud,100,5Y 4/1 (dark gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,bioturbated boundary or contact,,,,,,slight_339 [DB91],3,few [A48],,Small shell fragments all along the section,100,100,
339-U1389A-7H-7-A,339,U1389,A,7,7-7,H,7,A,38,52,60.98,61.12,calcareous [Leg339],sandy mud [Leg339],,calcareous   sandy mud,calcareous  sandy mud,sandy mud,100,5Y 4/1 (dark gray),silt [W22_1],2,medium sand [W22_2],5,,,,,,,,,,,,,100,sharp contact,,,,,,slight_339 [DB91],3,few [A48],,Small shell fragments all along the section,100,100,
339-U1389A-7H-7-A,339,U1389,A,7,7-7,H,7,A,52,55,61.12,61.15,calcareous [Leg339],mud [Leg339],,calcareous   mud,calcareous  mud,mud,100,5Y 4/1 (dark gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,sharp contact,,,,,,slight_339 [DB91],3,few [A48],,Small shell fragments all along the section,100,100,
339-U1389A-7H-CC-A,339,U1389,A,7,7-CC,H,CC,A,0,39,61.15,61.54,calcareous [Leg339],mud [Leg339],,calcareous   mud,calcareous  mud,mud,100,5Y 4/1 (dark gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,,,,100,100,
339-U1389A-8H-1-A,339,U1389,A,8,8-1,H,1,A,0,13,61.3,61.43,calcareous [Leg339],sandy mud [Leg339],,calcareous   sandy mud,calcareous  sandy mud,sandy mud,100,5Y 4/1 (dark gray),silt [W22_1],2,medium sand [W22_2],5,,,,,,,,,,,,,100,irregular contact,,,,,,slight_339 [DB91],3,,,,100,100,
339-U1389A-8H-1-A,339,U1389,A,8,8-1,H,1,A,13,27,61.43,61.57,calcareous [Leg339],silty mud [Leg339],,calcareous   silty mud,calcareous  silty mud,silty mud,100,5Y 4/1 (dark gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,bioturbated boundary or contact,,,,,,slight_339 [DB91],3,,,,100,100,
339-U1389A-8H-1-A,339,U1389,A,8,8-1,H,1,A,27,43,61.57,61.73,calcareous [Leg339],sandy mud [Leg339],,calcareous   sandy mud,calcareous  sandy mud,sandy mud,100,5Y 4/1 (dark gray),silt [W22_1],2,medium sand [W22_2],5,,,,,,,,,,,,,100,inclined boundary or contact,,,,,,slight_339 [DB91],3,rare [A48],,Shell fragments.,100,100,
339-U1389A-8H-1-A,339,U1389,A,8,8-1,H,1,A,43,63,61.73,61.93,calcareous [Leg339],silty mud [Leg339],,calcareous   silty mud,calcareous  silty mud,silty mud,100,5Y 4/1 (dark gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,inclined boundary or contact,,,,,,slight_339 [DB91],3,rare [A48],,Shell fragments.  Very inclined sandy layer at 57-64 cm.,100,100,
339-U1389A-8H-1-A,339,U1389,A,8,8-1,H,1,A,63,89,61.93,62.19,calcareous [Leg339],mud [Leg339],,calcareous   mud,calcareous  mud,mud,100,5Y 4/1 (dark gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,bioturbated boundary or contact,,,,,,slight_339 [DB91],3,,,,100,100,
339-U1389A-8H-1-A,339,U1389,A,8,8-1,H,1,A,89,117,62.19,62.47,calcareous [Leg339],silty mud [Leg339],,calcareous   silty mud,calcareous  silty mud,silty mud,100,5Y 4/1 (dark gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,bioturbated boundary or contact,,,,,,slight_339 [DB91],3,rare [A48],,Shell fragments and pyritic burrow fill.,100,100,
339-U1389A-8H-1-A,339,U1389,A,8,8-1,H,1,A,117,150,62.47,62.8,calcareous [Leg339],sandy mud [Leg339],,calcareous   sandy mud,calcareous  sandy mud,sandy mud,100,5Y 4/1 (dark gray),silt [W22_1],2,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,,,,100,100,
339-U1389A-8H-2-A,339,U1389,A,8,8-2,H,2,A,0,69,62.8,63.49,calcareous [Leg339],sandy mud [Leg339],,calcareous   sandy mud,calcareous  sandy mud,sandy mud,100,5Y 4/1 (dark gray),silt [W22_1],2,medium sand [W22_2],5,,,,,,,,,,,,,100,bioturbated boundary or contact,,,,,,slight_339 [DB91],3,rare [A48],,Shell fragments.,100,100,
339-U1389A-8H-2-A,339,U1389,A,8,8-2,H,2,A,69,94,63.49,63.74,calcareous [Leg339],silty mud [Leg339],,calcareous   silty mud,calcareous  silty mud,silty mud,100,5Y 4/1 (dark gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,bioturbated boundary or contact,,,,,,slight_339 [DB91],3,,,,100,100,
339-U1389A-8H-2-A,339,U1389,A,8,8-2,H,2,A,94,105,63.74,63.85,calcareous [Leg339],sandy mud [Leg339],,calcareous   sandy mud,calcareous  sandy mud,sandy mud,100,5Y 4/1 (dark gray),silt [W22_1],2,medium sand [W22_2],5,,,,,,,,,,,,,100,bioturbated boundary or contact,,,,,,slight_339 [DB91],3,rare [A48],,Shell fragments.,100,100,
339-U1389A-8H-2-A,339,U1389,A,8,8-2,H,2,A,105,153,63.85,64.33,calcareous [Leg339],silty mud [Leg339],,calcareous   silty mud,calcareous  silty mud,silty mud,100,5Y 4/1 (dark gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,rare [A48],,Shell fragments.,100,100,
339-U1389A-8H-3-A,339,U1389,A,8,8-3,H,3,A,0,12,64.32,64.44,calcareous [Leg339],silty mud [Leg339],,calcareous   silty mud,calcareous  silty mud,silty mud,100,5Y 4/1 (dark gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,bioturbated boundary or contact,,,,,,slight_339 [DB91],3,rare [A48],,Shell fragments.,100,100,
339-U1389A-8H-3-A,339,U1389,A,8,8-3,H,3,A,12,33,64.44,64.65,calcareous [Leg339],sandy mud [Leg339],,calcareous   sandy mud,calcareous  sandy mud,sandy mud,100,5Y 4/1 (dark gray),silt [W22_1],2,medium sand [W22_2],5,,,,,,,,,,,,,100,bioturbated boundary or contact,,,,,,slight_339 [DB91],3,,,,100,100,
339-U1389A-8H-3-A,339,U1389,A,8,8-3,H,3,A,33,109,64.65,65.41,calcareous [Leg339],silty mud [Leg339],,calcareous   silty mud,calcareous  silty mud,silty mud,100,5Y 4/1 (dark gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,bioturbated boundary or contact,,,,,,slight_339 [DB91],3,,,,100,100,
339-U1389A-8H-3-A,339,U1389,A,8,8-3,H,3,A,109,114,65.41,65.46,calcareous [Leg339],sandy mud [Leg339],,calcareous   sandy mud,calcareous  sandy mud,sandy mud,100,5Y 4/1 (dark gray),silt [W22_1],2,medium sand [W22_2],5,,,,,,,,,,,,,100,bioturbated boundary or contact,,,,,,slight_339 [DB91],3,,,,100,100,
339-U1389A-8H-3-A,339,U1389,A,8,8-3,H,3,A,114,138,65.46,65.7,calcareous [Leg339],silty mud [Leg339],,calcareous   silty mud,calcareous  silty mud,silty mud,100,5Y 4/1 (dark gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 [DB91],3,present [A48],,Scaphopod shell fragment at 120-121 cm.,100,100,
339-U1389A-8H-3-A,339,U1389,A,8,8-3,H,3,A,138,153,65.7,65.85,calcareous [Leg339],mud [Leg339],,calcareous   mud,calcareous  mud,mud,100,5Y 4/1 (dark gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,,,,100,100,
339-U1389A-8H-4-A,339,U1389,A,8,8-4,H,4,A,0,2,65.83,65.85,calcareous [Leg339],mud [Leg339],,calcareous   mud,calcareous  mud,mud,100,5Y 4/1 (dark gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 [DB91],3,,,,100,100,
339-U1389A-8H-4-A,339,U1389,A,8,8-4,H,4,A,2,120,65.85,67.03,calcareous [Leg339],silty mud [Leg339],,calcareous   silty mud,calcareous  silty mud,silty mud,100,5Y 4/1 (dark gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 [DB91],3,,,Very muddy silty mud.  More reddish than overlying sections.,100,100,
339-U1389A-8H-4-A,339,U1389,A,8,8-4,H,4,A,120,155,67.03,67.38,calcareous [Leg339],mud [Leg339],,calcareous   mud,calcareous  mud,mud,100,5Y 4/1 (dark gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,,,,100,100,
339-U1389A-8H-5-A,339,U1389,A,8,8-5,H,5,A,0,9,67.36,67.45,calcareous [Leg339],mud [Leg339],,calcareous   mud,calcareous  mud,mud,100,5Y 4/1 (dark gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 [DB91],3,,,,100,100,
339-U1389A-8H-5-A,339,U1389,A,8,8-5,H,5,A,9,103,67.45,68.39,calcareous [Leg339],silty mud [Leg339],,calcareous   silty mud,calcareous  silty mud,silty mud,100,5Y 4/1 (dark gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 [DB91],3,rare [A48],,Shell fragments and sand-filled burrows.,100,100,
339-U1389A-8H-5-A,339,U1389,A,8,8-5,H,5,A,103,152,68.39,68.88,calcareous [Leg339],mud [Leg339],,calcareous   mud,calcareous  mud,mud,100,5Y 4/1 (dark gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,,,,100,100,
339-U1389A-8H-6-A,339,U1389,A,8,8-6,H,6,A,0,68,68.88,69.56,calcareous [Leg339],mud [Leg339],,calcareous   mud,calcareous  mud,mud,100,5Y 4/1 (dark gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 [DB91],3,rare [A48],,"Shell fragments, including in burrow-fill at 21-24 cm.  Pyritic burrow fills.",100,100,
339-U1389A-8H-6-A,339,U1389,A,8,8-6,H,6,A,68,121,69.56,70.09,calcareous [Leg339],silty mud [Leg339],,calcareous   silty mud,calcareous  silty mud,silty mud,100,5Y 4/1 (dark gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,inclined boundary or contact,,,,,,slight_339 [DB91],3,rare [A48],,Shell fragments and pyritic burrow fills.,100,100,
339-U1389A-8H-6-A,339,U1389,A,8,8-6,H,6,A,121,144,70.09,70.32,calcareous [Leg339],mud [Leg339],,calcareous   mud,calcareous  mud,mud,100,5Y 4/1 (dark gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 [DB91],3,,,,100,100,
339-U1389A-8H-6-A,339,U1389,A,8,8-6,H,6,A,144,156,70.32,70.44,calcareous [Leg339],silty mud [Leg339],,calcareous   silty mud ,calcareous  silty mud ,silty mud ,100,5Y 4/1 (dark gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,,,,100,100,
339-U1389A-8H-7-A,339,U1389,A,8,8-7,H,7,A,0,70,70.39,71.09,calcareous [Leg339],silty mud [Leg339],,calcareous   silty mud ,calcareous  silty mud ,silty mud ,100,5Y 4/1 (dark gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,rare [A48],,Scaphopod fragments and sand-filled burrows.,100,100,
339-U1389A-8H-CC-A,339,U1389,A,8,8-CC,H,CC,A,0,22,71.09,71.31,calcareous [Leg339],silty mud [Leg339],,calcareous   silty mud ,calcareous  silty mud ,silty mud ,100,5Y 4/1 (dark gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,bioturbated boundary or contact,,,,,,slight_339 [DB91],3,rare [A48],,Scaphopod fragments and sand-filled burrows.,100,100,
339-U1389A-8H-CC-A,339,U1389,A,8,8-CC,H,CC,A,22,29,71.31,71.38,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,5Y 4/1 (dark gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,,,,100,100,
339-U1389A-9H-1-A,339,U1389,A,9,9-1,H,1,A,0,147,70.8,72.27,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,5Y 4/1 (dark gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,few [A48],,"Shell fragments, foraminifers, and pyritic burrow fills.",100,100,
339-U1389A-9H-2-A,339,U1389,A,9,9-2,H,2,A,0,151,72.27,73.78,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,5Y 4/1 (dark gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,few [A48],,"Shell fragments, foraminifers, and pyritic burrow fills.",100,100,
339-U1389A-9H-3-A,339,U1389,A,9,9-3,H,3,A,0,153,73.79,75.32,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,5Y 4/1 (dark gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,few [A48],,"Shell fragments, foraminifers, and pyritic burrow fills.",100,100,
339-U1389A-9H-4-A,339,U1389,A,9,9-4,H,4,A,0,62,75.32,75.94,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,5Y 4/1 (dark gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 [DB91],3,few [A48],,"Shell fragments, foraminifers, and pyritic burrow fills.",100,100,
339-U1389A-9H-4-A,339,U1389,A,9,9-4,H,4,A,62,85,75.94,76.17,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,color contact,,,,,,slight_339 [DB91],3,few [A48],,"Shell fragments, foraminifers, and pyritic burrow fills.",100,100,
339-U1389A-9H-4-A,339,U1389,A,9,9-4,H,4,A,85,94,76.17,76.26,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,2.5Y 4/1 (dark gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 [DB91],3,rare [A48],,"Shell fragments, foraminifers, and pyritic burrow fills.",100,100,
339-U1389A-9H-4-A,339,U1389,A,9,9-4,H,4,A,94,155,76.26,76.87,calcareous [Leg339],silty mud [Leg339],,calcareous   silty mud ,calcareous  silty mud ,silty mud ,100,2.5Y 4/1 (dark gray),silt [W22_1],2,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,few [A48],,"Shell fragments, foraminifers, and pyritic burrow fills.",100,100,
339-U1389A-9H-5-A,339,U1389,A,9,9-5,H,5,A,0,127,76.87,78.14,calcareous [Leg339],silty mud [Leg339],,calcareous   silty mud ,calcareous  silty mud ,silty mud ,100,2.5Y 4/1 (dark gray),silt [W22_1],2,medium sand [W22_2],5,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 [DB91],3,few [A48],,"Shell fragments, foraminifers, and pyritic burrow fills.",100,100,
339-U1389A-9H-5-A,339,U1389,A,9,9-5,H,5,A,127,135,78.14,78.22,calcareous [Leg339],sandy mud [Leg339],,calcareous   sandy mud ,calcareous  sandy mud ,sandy mud ,100,10Y 4/1 (dark greenish gray),silt [W22_1],2,medium sand [W22_2],5,,,,,,,,,,,,,100,gradational contact,,,,,,sparse_339 [DB91],2,rare [A48],,"Shell fragments, foraminifers, and pyritic burrow fills.",100,100,
339-U1389A-9H-5-A,339,U1389,A,9,9-5,H,5,A,135,137,78.22,78.24,calcareous [Leg339],silty mud [Leg339],,calcareous   silty mud ,calcareous  silty mud ,silty mud ,100,10Y 4/1 (dark greenish gray),silt [W22_1],2,medium sand [W22_2],5,,,,,,,,,,,,,100,gradational contact,,,,,,sparse_339 [DB91],2,,,,100,100,
339-U1389A-9H-5-A,339,U1389,A,9,9-5,H,5,A,137,155,78.24,78.42,calcareous [Leg339],sandy mud [Leg339],,calcareous   sandy mud ,calcareous  sandy mud ,sandy mud ,100,10Y 4/1 (dark greenish gray),silt [W22_1],2,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,present [A48],,Shell fragment.,100,100,
339-U1389A-9H-6-A,339,U1389,A,9,9-6,H,6,A,0,60,78.42,79.02,calcareous [Leg339],sandy mud [Leg339],,calcareous   sandy mud ,calcareous  sandy mud ,sandy mud ,100,10Y 4/1 (dark greenish gray),silt [W22_1],2,medium sand [W22_2],5,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 [DB91],3,rare [A48],,Shell fragments.,100,100,
339-U1389A-9H-6-A,339,U1389,A,9,9-6,H,6,A,60,153,79.02,79.95,calcareous [Leg339],silty mud [Leg339],,calcareous   silty mud ,calcareous  silty mud ,silty mud ,100,10Y 4/1 (dark greenish gray),silt [W22_1],2,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,sparse_339 [DB91],2,rare [A48],,Shell fragments.,100,100,
339-U1389A-9H-7-A,339,U1389,A,9,9-7,H,7,A,0,69,79.95,80.64,calcareous [Leg339],silty mud [Leg339],,calcareous   silty mud ,calcareous  silty mud ,silty mud ,100,10Y 4/1 (dark greenish gray),silt [W22_1],2,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,sparse_339 [DB91],2,rare [A48],,Shell fragments.,100,100,
339-U1389A-9H-CC-A,339,U1389,A,9,9-CC,H,CC,A,0,35,80.65,81,calcareous [Leg339],silty mud [Leg339],,calcareous   silty mud ,calcareous  silty mud ,silty mud ,100,10Y 4/1 (dark greenish gray),silt [W22_1],2,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,sparse_339 [DB91],2,rare [A48],,Shell fragments.,100,100,
339-U1389A-10H-1-A,339,U1389,A,10,10-1,H,1,A,0,146,80.3,81.76,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,rare [A48],,Shell fragments and foraminifers.,100,100,
