Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Lithology Prefix,Lithology Principal Name,Lithology Suffix,Lithology prefix+name [read only],Lithology prefix+name+suffix [read only],Lithology name+suffix [read only],Lithology  abundance [%],Lithology color (Munsell),Bottom contact or boundary geometry,Bottom contact or boundary definition,Bottom contact or boundary geometry+definition [read only],Bottom contact or boundary attitude,Layer or bedding thickness,Lithology lithification,Lithology max. grain size class,Lithology max. grain size rank [read only],Grading,Sorting,Upper boundary ave. grain size class,Lowerr boundary ave. grain size class,General interval comment,Sedimentary structure,Bioturbation intensity,Bioturbation intensity rank [read only],Primary trace fossils,Secondary trace fossils,Minor trace fossils,Lithological asseccories,Diagenetic structure,Macrofossil,Macrofossil abundance name,Clasts (>2 mm) DOMINANT,Clasts (>2 mm) 2ND ORDER,DOMINANT clast roundness,Clast comments,Matrix comments,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Extra Sample ID Data
362-U1481A-35R-2-A,112,122,1463.2,1463.3,IIIA,,clay [S54],with silt [2014],clay,clay with silt,clay with silt,,10r 2.5/2 (very dusky red),irregular,gradational,irregular gradational,horizontal,,lithified [B84],silt [W22_1],2,non-graded,moderate [2014],,,,structureless,complete [DB91],6,,,,,,,,,,,,,,,,362,U1481,A,35,R,2,A,
362-U1481A-35R-2-A,122,136,1463.3,1463.44,IIIA,,silty clay [S54],,silty clay,silty clay,silty clay,,10r 2.5/2 (very dusky red),,,,,,lithified [B84],silt [W22_1],2,normal grading,well [2014],clay [W22_1],silt [W22_1],,structureless,slight [DB91],3,,,,,,,,,,,,,,,,362,U1481,A,35,R,2,A,
362-U1481A-35R-3-A,0,12,1463.43,1463.55,IIIA,,silty clay [S54],,silty clay,silty clay,silty clay,,10r 2.5/2 (very dusky red),planar,sharp,planar sharp,horizontal,,lithified [B84],silt [W22_1],2,normal grading,well [2014],clay [W22_1],silt [W22_1],,structureless,slight [DB91],3,,,,,,,,,,,,,,,,362,U1481,A,35,R,3,A,
362-U1481A-35R-3-A,12,20.5,1463.55,1463.635,IIIA,,silty clay [S54],,silty clay,silty clay,silty clay,,gley 1 3/n (very dark gray),planar,sharp,planar sharp,horizontal,thin lamina [B01],lithified [B84],silt [W22_1],2,normal grading,well [2014],clay [W22_1],silt [W22_1],"Planar lamination at the base with distinct silt laminae, occasional convolute beds in the middle, and structureless to faint planar lamination at the top of the bed. Bioturbation increases upcore.",planar lamination,slight [DB91],3,Nereites,,,,,,,,,,,,,,,362,U1481,A,35,R,3,A,
362-U1481A-35R-3-A,20.5,22,1463.635,1463.65,IIIA,,clay [S54],with silt [2014],clay,clay with silt,clay with silt,,gley 2 2.5/5bg (greenish black),irregular,gradational,irregular gradational,horizontal,,lithified [B84],silt [W22_1],2,non-graded,moderate [2014],,,agglutinated forams.,structureless,complete [DB91],6,,,,,,foraminifer,,,,,,,,,,362,U1481,A,35,R,3,A,
362-U1481A-35R-3-A,22,27,1463.65,1463.7,IIIA,,clay [S54],with silt [2014],clay,clay with silt,clay with silt,,10r 2.5/2 (very dusky red),irregular,gradational,irregular gradational,horizontal,,lithified [B84],silt [W22_1],2,non-graded,moderate [2014],,,,structureless,complete [DB91],6,,,,,,,,,,,,,,,,362,U1481,A,35,R,3,A,
362-U1481A-35R-3-A,27,34.5,1463.7,1463.775,IIIA,,silty clay [S54],,silty clay,silty clay,silty clay,,10r 2.5/2 (very dusky red),planar,sharp,planar sharp,horizontal,,lithified [B84],silt [W22_1],2,normal grading,well [2014],clay [W22_1],silt [W22_1],,structureless,slight [DB91],3,,,,,,,,,,,,,,,,362,U1481,A,35,R,3,A,
362-U1481A-35R-3-A,34.5,37.5,1463.775,1463.805,IIIA,,silty clay [S54],,silty clay,silty clay,silty clay,,gley 1 3/n (very dark gray),planar,sharp,planar sharp,horizontal,thin lamina [B01],lithified [B84],silt [W22_1],2,normal grading,well [2014],clay [W22_1],silt [W22_1],"Planar lamination at the base with distinct silt laminae, occasional convolute beds in the middle, and structureless to faint planar lamination at the top of the bed. Bioturbation increases upcore.",planar lamination,slight [DB91],3,Nereites,,,,,,,,,,,,,,,362,U1481,A,35,R,3,A,
362-U1481A-35R-3-A,37.5,40,1463.805,1463.83,IIIA,,clay [S54],with silt [2014],clay,clay with silt,clay with silt,,10r 2.5/2 (very dusky red),irregular,gradational,irregular gradational,horizontal,,lithified [B84],silt [W22_1],2,non-graded,moderate [2014],,,,structureless,complete [DB91],6,,,,,,,,,,,,,,,,362,U1481,A,35,R,3,A,
362-U1481A-35R-3-A,40,44,1463.83,1463.87,IIIA,,clay [S54],with silt [2014],clay,clay with silt,clay with silt,,gley 2 2.5/5bg (greenish black),irregular,gradational,irregular gradational,horizontal,,lithified [B84],silt [W22_1],2,non-graded,moderate [2014],,,agglutinated forams.,structureless,complete [DB91],6,,,,,,foraminifer,,,,,,,,,,362,U1481,A,35,R,3,A,
362-U1481A-35R-3-A,44,50.5,1463.87,1463.935,IIIA,,silty clay [S54],,silty clay,silty clay,silty clay,,gley 1 3/n (very dark gray),planar,sharp,planar sharp,horizontal,thin lamina [B01],lithified [B84],silt [W22_1],2,normal grading,well [2014],clay [W22_1],silt [W22_1],"Planar lamination at the base with distinct silt laminae, occasional convolute beds in the middle, and structureless to faint planar lamination at the top of the bed. Bioturbation increases upcore.",planar lamination,slight [DB91],3,Nereites,,,,,,,,,,,,,,,362,U1481,A,35,R,3,A,
362-U1481A-35R-3-A,50.5,52,1463.935,1463.95,IIIA,,clay [S54],with silt [2014],clay,clay with silt,clay with silt,,gley 2 2.5/5bg (greenish black),irregular,gradational,irregular gradational,horizontal,,lithified [B84],silt [W22_1],2,non-graded,moderate [2014],,,agglutinated forams.,structureless,complete [DB91],6,,,,,,foraminifer,,,,,,,,,,362,U1481,A,35,R,3,A,
362-U1481A-35R-3-A,52,55.5,1463.95,1463.985,IIIA,,clay [S54],with silt [2014],clay,clay with silt,clay with silt,,10r 2.5/2 (very dusky red),irregular,gradational,irregular gradational,horizontal,,lithified [B84],silt [W22_1],2,non-graded,moderate [2014],,,,structureless,complete [DB91],6,,,,,,,,,,,,,,,,362,U1481,A,35,R,3,A,
362-U1481A-35R-3-A,55.5,60,1463.985,1464.03,IIIA,,silty clay [S54],,silty clay,silty clay,silty clay,,10r 2.5/2 (very dusky red),planar,sharp,planar sharp,horizontal,,lithified [B84],silt [W22_1],2,normal grading,well [2014],clay [W22_1],silt [W22_1],,structureless,slight [DB91],3,,,,,,,,,,,,,,,,362,U1481,A,35,R,3,A,
362-U1481A-35R-3-A,60,62.5,1464.03,1464.055,IIIA,,silty clay [S54],,silty clay,silty clay,silty clay,,gley 1 3/n (very dark gray),planar,sharp,planar sharp,horizontal,thin lamina [B01],lithified [B84],silt [W22_1],2,normal grading,well [2014],clay [W22_1],silt [W22_1],"Planar lamination at the base with distinct silt laminae, occasional convolute beds in the middle, and structureless to faint planar lamination at the top of the bed. Bioturbation increases upcore.",planar lamination,slight [DB91],3,Nereites,,,,,,,,,,,,,,,362,U1481,A,35,R,3,A,
362-U1481A-35R-3-A,62.5,66,1464.055,1464.09,IIIA,,clay [S54],with silt [2014],clay,clay with silt,clay with silt,,10r 2.5/2 (very dusky red),irregular,gradational,irregular gradational,horizontal,,lithified [B84],silt [W22_1],2,non-graded,moderate [2014],,,,structureless,complete [DB91],6,,,,,,,,,,,,,,,,362,U1481,A,35,R,3,A,
362-U1481A-35R-3-A,66,75.5,1464.09,1464.185,IIIA,,silty clay [S54],,silty clay,silty clay,silty clay,,10r 2.5/2 (very dusky red),planar,sharp,planar sharp,horizontal,,lithified [B84],silt [W22_1],2,normal grading,well [2014],clay [W22_1],silt [W22_1],,structureless,slight [DB91],3,,,,,,,,,,,,,,,,362,U1481,A,35,R,3,A,
362-U1481A-35R-3-A,75.5,84.5,1464.185,1464.275,IIIA,,clay [S54],with silt [2014],clay,clay with silt,clay with silt,,10r 2.5/2 (very dusky red),irregular,gradational,irregular gradational,horizontal,,lithified [B84],silt [W22_1],2,non-graded,moderate [2014],,,,structureless,complete [DB91],6,,,,,,,,,,,,,,,,362,U1481,A,35,R,3,A,
362-U1481A-35R-3-A,84.5,91,1464.275,1464.34,IIIA,,silty clay [S54],,silty clay,silty clay,silty clay,,10r 2.5/2 (very dusky red),planar,sharp,planar sharp,horizontal,,lithified [B84],silt [W22_1],2,normal grading,well [2014],clay [W22_1],silt [W22_1],,structureless,slight [DB91],3,,,,,,,,,,,,,,,,362,U1481,A,35,R,3,A,
362-U1481A-35R-3-A,91,103,1464.34,1464.46,IIIA,,silty clay [S54],,silty clay,silty clay,silty clay,,gley 1 3/n (very dark gray),planar,sharp,planar sharp,horizontal,thin lamina [B01],lithified [B84],silt [W22_1],2,normal grading,well [2014],clay [W22_1],silt [W22_1],"Planar lamination at the base with distinct silt laminae, occasional convolute beds in the middle, and structureless to faint planar lamination at the top of the bed. Bioturbation increases upcore.",planar lamination,slight [DB91],3,Nereites,,,,,,,,,,,,,,,362,U1481,A,35,R,3,A,
362-U1481A-35R-3-A,103,106.5,1464.46,1464.495,IIIA,,clay [S54],with silt [2014],clay,clay with silt,clay with silt,,gley 2 2.5/5bg (greenish black),irregular,gradational,irregular gradational,horizontal,,lithified [B84],silt [W22_1],2,non-graded,moderate [2014],,,agglutinated forams.,structureless,complete [DB91],6,,,,,,foraminifer,,,,,,,,,,362,U1481,A,35,R,3,A,
362-U1481A-35R-3-A,106.5,124.5,1464.495,1464.675,IIIA,,silty clay [S54],,silty clay,silty clay,silty clay,,gley 1 3/n (very dark gray),planar,sharp,planar sharp,horizontal,thin lamina [B01],lithified [B84],silt [W22_1],2,normal grading,well [2014],clay [W22_1],silt [W22_1],"Planar lamination at the base with distinct silt laminae, occasional convolute beds in the middle, and structureless to faint planar lamination at the top of the bed. Bioturbation increases upcore.",planar lamination,slight [DB91],3,Nereites,,,,,,,,,,,,,,,362,U1481,A,35,R,3,A,
362-U1481A-35R-3-A,124.5,127,1464.675,1464.7,IIIA,,clay [S54],with silt [2014],clay,clay with silt,clay with silt,,gley 2 2.5/5bg (greenish black),irregular,gradational,irregular gradational,horizontal,,lithified [B84],silt [W22_1],2,non-graded,moderate [2014],,,agglutinated forams.,structureless,complete [DB91],6,,,,,,foraminifer,,,,,,,,,,362,U1481,A,35,R,3,A,
362-U1481A-35R-3-A,127,132.5,1464.7,1464.755,IIIA,,clay [S54],with silt [2014],clay,clay with silt,clay with silt,,10r 2.5/2 (very dusky red),,,,,,lithified [B84],silt [W22_1],2,non-graded,moderate [2014],,,,structureless,complete [DB91],6,,,,,,,,,,,,,,,,362,U1481,A,35,R,3,A,
362-U1481A-35R-4-A,0,3,1464.75,1464.78,IIIA,,silty clay [S54],,silty clay,silty clay,silty clay,,10r 2.5/2 (very dusky red),irregular,gradational,irregular gradational,horizontal,,lithified [B84],silt [W22_1],2,normal grading,well [2014],clay [W22_1],silt [W22_1],,structureless,slight [DB91],3,,,,,,,,,,,,,,,,362,U1481,A,35,R,4,A,
362-U1481A-35R-4-A,3,4,1464.78,1464.79,IIIA,,silty clay [S54],,silty clay,silty clay,silty clay,,gley 1 3/n (very dark gray),planar,sharp,planar sharp,horizontal,thin lamina [B01],lithified [B84],silt [W22_1],2,normal grading,well [2014],clay [W22_1],silt [W22_1],"Planar lamination at the base with distinct silt laminae, occasional convolute beds in the middle, and structureless to faint planar lamination at the top of the bed. Bioturbation increases upcore.",planar lamination,slight [DB91],3,Nereites,,,,,,,,,,,,,,,362,U1481,A,35,R,4,A,
362-U1481A-35R-4-A,4,8,1464.79,1464.83,IIIA,,clay [S54],with silt [2014],clay,clay with silt,clay with silt,,gley 2 2.5/5bg (greenish black),irregular,gradational,irregular gradational,horizontal,,lithified [B84],silt [W22_1],2,non-graded,moderate [2014],,,agglutinated forams.,structureless,complete [DB91],6,,,,,,foraminifer,,,,,,,,,,362,U1481,A,35,R,4,A,
362-U1481A-35R-4-A,8,25,1464.83,1465,IIIA,,silty clay [S54],,silty clay,silty clay,silty clay,,gley 1 3/n (very dark gray),planar,sharp,planar sharp,horizontal,thin lamina [B01],lithified [B84],silt [W22_1],2,normal grading,well [2014],clay [W22_1],silt [W22_1],"Planar lamination at the base with distinct silt laminae, occasional convolute beds in the middle, and structureless to faint planar lamination at the top of the bed. Bioturbation increases upcore.",planar lamination,slight [DB91],3,Nereites,,,,,,,,,,,,,,,362,U1481,A,35,R,4,A,
362-U1481A-35R-4-A,25,29.5,1465,1465.045,IIIA,,clay [S54],with silt [2014],clay,clay with silt,clay with silt,,gley 2 2.5/5bg (greenish black),irregular,gradational,irregular gradational,horizontal,,lithified [B84],silt [W22_1],2,non-graded,moderate [2014],,,agglutinated forams.,structureless,complete [DB91],6,,,,,,foraminifer,,,,,,,,,,362,U1481,A,35,R,4,A,
362-U1481A-35R-4-A,29.5,40.5,1465.045,1465.155,IIIA,,silty clay [S54],,silty clay,silty clay,silty clay,,gley 1 3/n (very dark gray),planar,sharp,planar sharp,horizontal,thin lamina [B01],lithified [B84],silt [W22_1],2,normal grading,well [2014],clay [W22_1],silt [W22_1],"Planar lamination at the base with distinct silt laminae, occasional convolute beds in the middle, and structureless to faint planar lamination at the top of the bed. Bioturbation increases upcore.",planar lamination,slight [DB91],3,Nereites,,,,,,,,,,,,,,,362,U1481,A,35,R,4,A,
362-U1481A-35R-4-A,40.5,42.5,1465.155,1465.175,IIIA,,clay [S54],with silt [2014],clay,clay with silt,clay with silt,,gley 2 2.5/5bg (greenish black),irregular,gradational,irregular gradational,horizontal,,lithified [B84],silt [W22_1],2,non-graded,moderate [2014],,,agglutinated forams.,structureless,complete [DB91],6,,,,,,foraminifer,,,,,,,,,,362,U1481,A,35,R,4,A,
362-U1481A-35R-4-A,42.5,50.5,1465.175,1465.255,IIIA,,silty clay [S54],,silty clay,silty clay,silty clay,,gley 1 3/n (very dark gray),planar,sharp,planar sharp,horizontal,thin lamina [B01],lithified [B84],silt [W22_1],2,normal grading,well [2014],clay [W22_1],silt [W22_1],"Planar lamination at the base with distinct silt laminae, occasional convolute beds in the middle, and structureless to faint planar lamination at the top of the bed. Bioturbation increases upcore.",planar lamination,slight [DB91],3,Nereites,,,,,,,,,,,,,,,362,U1481,A,35,R,4,A,
362-U1481A-35R-4-A,50.5,54,1465.255,1465.29,IIIA,,clay [S54],with silt [2014],clay,clay with silt,clay with silt,,10r 2.5/2 (very dusky red),irregular,gradational,irregular gradational,horizontal,,lithified [B84],silt [W22_1],2,non-graded,moderate [2014],,,,structureless,complete [DB91],6,,,,,,,,,,,,,,,,362,U1481,A,35,R,4,A,
362-U1481A-35R-4-A,54,66,1465.29,1465.41,IIIA,,silty clay [S54],,silty clay,silty clay,silty clay,,gley 1 3/n (very dark gray),planar,sharp,planar sharp,horizontal,thin lamina [B01],lithified [B84],silt [W22_1],2,normal grading,well [2014],clay [W22_1],silt [W22_1],"Planar lamination at the base with distinct silt laminae, occasional convolute beds in the middle, and structureless to faint planar lamination at the top of the bed. Bioturbation increases upcore.",planar lamination,slight [DB91],3,Nereites,,,,,,,,,,,,,,,362,U1481,A,35,R,4,A,
362-U1481A-35R-5-A,0,2.5,1465.63,1465.655,IIIA,,clay [S54],with silt [2014],clay,clay with silt,clay with silt,,gley 2 2.5/5bg (greenish black),irregular,gradational,irregular gradational,horizontal,,lithified [B84],silt [W22_1],2,non-graded,moderate [2014],,,agglutinated forams.,structureless,complete [DB91],6,,,,,,foraminifer,,,,,,,,,,362,U1481,A,35,R,5,A,
362-U1481A-35R-5-A,2.5,10.5,1465.655,1465.735,IIIA,,silty clay [S54],,silty clay,silty clay,silty clay,,gley 1 3/n (very dark gray),planar,sharp,planar sharp,horizontal,thin lamina [B01],lithified [B84],silt [W22_1],2,normal grading,well [2014],clay [W22_1],silt [W22_1],"Planar lamination at the base with distinct silt laminae, occasional convolute beds in the middle, and structureless to faint planar lamination at the top of the bed. Bioturbation increases upcore.",planar lamination,slight [DB91],3,Nereites,,,,,,,,,,,,,,,362,U1481,A,35,R,5,A,
362-U1481A-35R-5-A,10.5,16,1465.735,1465.79,IIIA,,clay [S54],with silt [2014],clay,clay with silt,clay with silt,,gley 2 2.5/5bg (greenish black),irregular,gradational,irregular gradational,horizontal,,lithified [B84],silt [W22_1],2,non-graded,moderate [2014],,,agglutinated forams.,structureless,complete [DB91],6,,,,,,foraminifer,,,,,,,,,,362,U1481,A,35,R,5,A,
362-U1481A-35R-5-A,16,33,1465.79,1465.96,IIIA,,silty clay [S54],,silty clay,silty clay,silty clay,,gley 1 3/n (very dark gray),planar,sharp,planar sharp,horizontal,thin lamina [B01],lithified [B84],silt [W22_1],2,normal grading,well [2014],clay [W22_1],silt [W22_1],"Planar lamination at the base with distinct silt laminae, occasional convolute beds in the middle, and structureless to faint planar lamination at the top of the bed. Bioturbation increases upcore.",planar lamination,slight [DB91],3,Nereites,,,,,,,,,,,,,,,362,U1481,A,35,R,5,A,
362-U1481A-35R-5-A,33,37,1465.96,1466,IIIA,,clay [S54],with silt [2014],clay,clay with silt,clay with silt,,gley 2 2.5/5bg (greenish black),irregular,gradational,irregular gradational,horizontal,,lithified [B84],silt [W22_1],2,non-graded,moderate [2014],,,agglutinated forams.,structureless,complete [DB91],6,,,,,,foraminifer,,,,,,,,,,362,U1481,A,35,R,5,A,
362-U1481A-35R-5-A,37,57,1466,1466.2,IIIA,,silty clay [S54],,silty clay,silty clay,silty clay,,gley 1 3/n (very dark gray),planar,sharp,planar sharp,horizontal,thin lamina [B01],lithified [B84],silt [W22_1],2,normal grading,well [2014],clay [W22_1],silt [W22_1],"Planar lamination at the base with distinct silt laminae, occasional convolute beds in the middle, and structureless to faint planar lamination at the top of the bed. Bioturbation increases upcore.",planar lamination,slight [DB91],3,Nereites,,,,,,,,,,,,,,,362,U1481,A,35,R,5,A,
362-U1481A-35R-5-A,57,60.5,1466.2,1466.235,IIIA,,clay [S54],with silt [2014],clay,clay with silt,clay with silt,,gley 2 2.5/5bg (greenish black),irregular,gradational,irregular gradational,horizontal,,lithified [B84],silt [W22_1],2,non-graded,moderate [2014],,,agglutinated forams.,structureless,complete [DB91],6,,,,,,foraminifer,,,,,,,,,,362,U1481,A,35,R,5,A,
362-U1481A-35R-5-A,60.5,63,1466.235,1466.26,IIIA,,clay [S54],with silt [2014],clay,clay with silt,clay with silt,,10r 2.5/2 (very dusky red),irregular,gradational,irregular gradational,horizontal,,lithified [B84],silt [W22_1],2,non-graded,moderate [2014],,,,structureless,complete [DB91],6,,,,,,,,,,,,,,,,362,U1481,A,35,R,5,A,
362-U1481A-35R-5-A,63,68.5,1466.26,1466.315,IIIA,,silty clay [S54],,silty clay,silty clay,silty clay,,10r 2.5/2 (very dusky red),irregular,gradational,irregular gradational,horizontal,,lithified [B84],silt [W22_1],2,normal grading,well [2014],clay [W22_1],silt [W22_1],,structureless,slight [DB91],3,,,,,,,,,,,,,,,,362,U1481,A,35,R,5,A,
362-U1481A-35R-5-A,68.5,73,1466.315,1466.36,IIIA,,silty clay [S54],,silty clay,silty clay,silty clay,,gley 1 3/n (very dark gray),planar,sharp,planar sharp,horizontal,thin lamina [B01],lithified [B84],silt [W22_1],2,normal grading,well [2014],clay [W22_1],silt [W22_1],"Planar lamination at the base with distinct silt laminae, occasional convolute beds in the middle, and structureless to faint planar lamination at the top of the bed. Bioturbation increases upcore.",planar lamination,slight [DB91],3,Nereites,,,,,,,,,,,,,,,362,U1481,A,35,R,5,A,
362-U1481A-35R-5-A,73,77,1466.36,1466.4,IIIA,,clay [S54],with silt [2014],clay,clay with silt,clay with silt,,gley 2 2.5/5bg (greenish black),irregular,gradational,irregular gradational,horizontal,,lithified [B84],silt [W22_1],2,non-graded,moderate [2014],,,agglutinated forams.,structureless,complete [DB91],6,,,,,,foraminifer,,,,,,,,,,362,U1481,A,35,R,5,A,
362-U1481A-35R-5-A,77,90.5,1466.4,1466.535,IIIA,,silty clay [S54],,silty clay,silty clay,silty clay,,10r 2.5/2 (very dusky red),planar,gradational,planar gradational,horizontal,,lithified [B84],silt [W22_1],2,normal grading,well [2014],clay [W22_1],silt [W22_1],,structureless,slight [DB91],3,,,,,,,,,,,,,,,,362,U1481,A,35,R,5,A,
362-U1481A-35R-5-A,90.5,102.5,1466.535,1466.655,IIIA,,silty clay [S54],,silty clay,silty clay,silty clay,,gley 1 3/n (very dark gray),planar,sharp,planar sharp,horizontal,thin lamina [B01],lithified [B84],silt [W22_1],2,normal grading,well [2014],clay [W22_1],silt [W22_1],"Planar lamination at the base with distinct silt laminae, occasional convolute beds in the middle, and structureless to faint planar lamination at the top of the bed. Bioturbation increases upcore.",planar lamination,slight [DB91],3,Nereites,,,,,,,,,,,,,,,362,U1481,A,35,R,5,A,
362-U1481A-35R-5-A,102.5,104,1466.655,1466.67,IIIA,,clay [S54],with silt [2014],clay,clay with silt,clay with silt,,gley 2 2.5/5bg (greenish black),irregular,gradational,irregular gradational,horizontal,,lithified [B84],silt [W22_1],2,non-graded,moderate [2014],,,agglutinated forams.,structureless,complete [DB91],6,,,,,,foraminifer,,,,,,,,,,362,U1481,A,35,R,5,A,
362-U1481A-35R-5-A,104,107,1466.67,1466.7,IIIA,,clay [S54],with silt [2014],clay,clay with silt,clay with silt,,10r 2.5/2 (very dusky red),irregular,gradational,irregular gradational,horizontal,,lithified [B84],silt [W22_1],2,non-graded,moderate [2014],,,,structureless,complete [DB91],6,,,,,,,,,,,,,,,,362,U1481,A,35,R,5,A,
362-U1481A-35R-5-A,107,121,1466.7,1466.84,IIIA,,silty clay [S54],,silty clay,silty clay,silty clay,,10r 2.5/2 (very dusky red),planar,gradational,planar gradational,horizontal,,lithified [B84],silt [W22_1],2,normal grading,well [2014],clay [W22_1],silt [W22_1],,structureless,slight [DB91],3,,,,,,,,,,,,,,,,362,U1481,A,35,R,5,A,
362-U1481A-35R-5-A,121,126,1466.84,1466.89,IIIA,,silty clay [S54],,silty clay,silty clay,silty clay,,gley 1 3/n (very dark gray),,,,,thin lamina [B01],lithified [B84],silt [W22_1],2,normal grading,well [2014],clay [W22_1],silt [W22_1],"Planar lamination at the base with distinct silt laminae, occasional convolute beds in the middle, and structureless to faint planar lamination at the top of the bed. Bioturbation increases upcore.",planar lamination,slight [DB91],3,Nereites,,,,,,,,,,,,,,,362,U1481,A,35,R,5,A,
362-U1481A-35R-6-A,0,3,1466.89,1466.92,IIIA,,clay [S54],with silt [2014],clay,clay with silt,clay with silt,,gley 2 2.5/5bg (greenish black),irregular,gradational,irregular gradational,horizontal,,lithified [B84],silt [W22_1],2,non-graded,moderate [2014],,,agglutinated forams.,structureless,complete [DB91],6,,,,,,foraminifer,,,,,,,,,,362,U1481,A,35,R,6,A,
362-U1481A-35R-6-A,3,27,1466.92,1467.16,IIIA,,silty clay [S54],,silty clay,silty clay,silty clay,,gley 1 3/n (very dark gray),planar,sharp,planar sharp,horizontal,thin lamina [B01],lithified [B84],silt [W22_1],2,normal grading,well [2014],clay [W22_1],silt [W22_1],"Planar lamination at the base with distinct silt laminae, occasional convolute beds in the middle, and structureless to faint planar lamination at the top of the bed. Bioturbation increases upcore.",planar lamination,slight [DB91],3,Nereites,,,,,,,,,,,,,,,362,U1481,A,35,R,6,A,
362-U1481A-35R-6-A,27,32.5,1467.16,1467.215,IIIA,,clay [S54],with silt [2014],clay,clay with silt,clay with silt,,gley 2 2.5/5bg (greenish black),irregular,gradational,irregular gradational,horizontal,,lithified [B84],silt [W22_1],2,non-graded,moderate [2014],,,agglutinated forams.,structureless,complete [DB91],6,,,,,,foraminifer,,,,,,,,,,362,U1481,A,35,R,6,A,
362-U1481A-35R-6-A,32.5,34.5,1467.215,1467.235,IIIA,,clay [S54],with silt [2014],clay,clay with silt,clay with silt,,10r 2.5/2 (very dusky red),irregular,gradational,irregular gradational,horizontal,,lithified [B84],silt [W22_1],2,non-graded,moderate [2014],,,,structureless,complete [DB91],6,,,,,,,,,,,,,,,,362,U1481,A,35,R,6,A,
362-U1481A-35R-6-A,34.5,39.5,1467.235,1467.285,IIIA,,silty clay [S54],,silty clay,silty clay,silty clay,,10r 2.5/2 (very dusky red),planar,sharp,planar sharp,horizontal,,lithified [B84],silt [W22_1],2,normal grading,well [2014],clay [W22_1],silt [W22_1],,structureless,slight [DB91],3,,,,,,,,,,,,,,,,362,U1481,A,35,R,6,A,
362-U1481A-35R-6-A,39.5,51,1467.285,1467.4,IIIA,,silty clay [S54],,silty clay,silty clay,silty clay,,gley 1 3/n (very dark gray),planar,sharp,planar sharp,horizontal,thin lamina [B01],lithified [B84],silt [W22_1],2,normal grading,well [2014],clay [W22_1],silt [W22_1],"Planar lamination at the base with distinct silt laminae, occasional convolute beds in the middle, and structureless to faint planar lamination at the top of the bed. Bioturbation increases upcore.",planar lamination,slight [DB91],3,Nereites,,,,,,,,,,,,,,,362,U1481,A,35,R,6,A,
362-U1481A-35R-6-A,51,56,1467.4,1467.45,IIIA,,clay [S54],with silt [2014],clay,clay with silt,clay with silt,,gley 2 2.5/5bg (greenish black),irregular,gradational,irregular gradational,horizontal,,lithified [B84],silt [W22_1],2,non-graded,moderate [2014],,,agglutinated forams.,structureless,complete [DB91],6,,,,,,foraminifer,,,,,,,,,,362,U1481,A,35,R,6,A,
362-U1481A-35R-6-A,56,62.5,1467.45,1467.515,IIIA,,silty clay [S54],,silty clay,silty clay,silty clay,,gley 1 3/n (very dark gray),planar,sharp,planar sharp,horizontal,thin lamina [B01],lithified [B84],silt [W22_1],2,normal grading,well [2014],clay [W22_1],silt [W22_1],"Planar lamination at the base with distinct silt laminae, occasional convolute beds in the middle, and structureless to faint planar lamination at the top of the bed. Bioturbation increases upcore.",planar lamination,slight [DB91],3,Nereites,,,,,,,,,,,,,,,362,U1481,A,35,R,6,A,
362-U1481A-35R-6-A,62.5,66.5,1467.515,1467.555,IIIA,,clay [S54],with silt [2014],clay,clay with silt,clay with silt,,gley 2 2.5/5bg (greenish black),irregular,gradational,irregular gradational,horizontal,,lithified [B84],silt [W22_1],2,non-graded,moderate [2014],,,agglutinated forams.,structureless,complete [DB91],6,,,,,,foraminifer,,,,,,,,,,362,U1481,A,35,R,6,A,
362-U1481A-35R-6-A,66.5,77,1467.555,1467.66,IIIA,,silty clay [S54],,silty clay,silty clay,silty clay,,gley 1 3/n (very dark gray),planar,sharp,planar sharp,horizontal,thin lamina [B01],lithified [B84],silt [W22_1],2,normal grading,well [2014],clay [W22_1],silt [W22_1],"Planar lamination at the base with distinct silt laminae, occasional convolute beds in the middle, and structureless to faint planar lamination at the top of the bed. Bioturbation increases upcore.",planar lamination,slight [DB91],3,Nereites,,,,,,,,,,,,,,,362,U1481,A,35,R,6,A,
362-U1481A-35R-6-A,77,78,1467.66,1467.67,IIIA,,clay [S54],with silt [2014],clay,clay with silt,clay with silt,,gley 2 2.5/5bg (greenish black),irregular,gradational,irregular gradational,horizontal,,lithified [B84],silt [W22_1],2,non-graded,moderate [2014],,,agglutinated forams.,structureless,complete [DB91],6,,,,,,foraminifer,,,,,,,,,,362,U1481,A,35,R,6,A,
362-U1481A-35R-6-A,78,105.5,1467.67,1467.945,IIIA,,silty clay [S54],,silty clay,silty clay,silty clay,,gley 1 3/n (very dark gray),planar,sharp,planar sharp,horizontal,thin lamina [B01],lithified [B84],silt [W22_1],2,normal grading,well [2014],clay [W22_1],silt [W22_1],"Planar lamination at the base with distinct silt laminae, occasional convolute beds in the middle, and structureless to faint planar lamination at the top of the bed. Bioturbation increases upcore.",planar lamination,slight [DB91],3,Nereites,,,,,,,,,,,,,,,362,U1481,A,35,R,6,A,
