Label ID,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],MAJ Lith. Prefix,MAJ Lith. Principal name,MAJ Lith. Suffix,MAJ Lith. prefix+name+suffix,MAJ Lith. color,"Layer, boundary, lamination, grading",Diagenetic constituent,Diagenetic constituent composition,Bioturbation intensity,Bioturbation intensity rank,Deformational structures,General interval comment,MIN Lith. Prefix,MIN Lith. Principal name,MIN Lith. Suffix,MIN Lith. prefix + name,MIN Lith. prefix+name+suffix,MIN Lith. name+suffix,MIN Lith. color,MIN Lith. abundance [%],MIN Lith. ave. grain size ,MIN Lith. ave. grain size rank,MIN Lith. max. grain size ,MIN Lith. max. grain size rank,Lith. abundance sum [%],Bottom contact or boundary type,Bottom contact geometry,Bottom contact definition,Layer or bedding thickness,Clasts abundance,Clast 1 igneous [%],Clast 1 igneous -  grain size,Clast 2 sediment [%],Clast 2 sediment grain size,Clast 3 -other lithology [%],Clast 3 -other lithology grain size,Diagenetic structure,Macrofossil,Macrofossil abundance name,MAJ Lith. prefix + name,MAJ Lith. name+suffix,Maj Lith. Abundance (%),MAJ Lith. Ave. gran size,MAJ Lith. ave. grain size rank,MAJ Lith. max. grain size,MAJ Lith. max. grain size rank,File Data
342-U1405C-23H-6-A,342,U1405,C,23,23-6,H,6,A,42,132,211.64,212.54,,clay [Leg339],with nannofossils [Leg339],clay  with nannofossils ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay   with nannofossils ,,,,,,
342-U1405C-23H-7-A,342,U1405,C,23,23-7,H,7,A,0,60,212.54,213.14,,clay [Leg339],with nannofossils [Leg339],clay  with nannofossils ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay   with nannofossils ,,,,,,
342-U1405C-23H-CC-A,342,U1405,C,23,23-CC,H,CC,A,0,21,213.14,213.4,,clay [Leg339],with nannofossils [Leg339],clay  with nannofossils ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay   with nannofossils ,,,,,,
342-U1405C-24H-1-A,342,U1405,C,24,24-1,H,1,A,0,90,213.2,214.1,,clay [Leg339],,clay ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,
342-U1405C-24H-2-A,342,U1405,C,24,24-2,H,2,A,0,149,214.1,215.59,,clay [Leg339],,clay ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,
342-U1405C-24H-3-A,342,U1405,C,24,24-3,H,3,A,0,74,215.59,216.33,,clay [Leg339],,clay ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,
342-U1405C-24H-4-A,342,U1405,C,24,24-4,H,4,A,0,70,216.33,217.03,,clay [Leg339],,clay ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,
342-U1405C-24H-4-A,342,U1405,C,24,24-4,H,4,A,70,149,217.03,217.82,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,10GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,
342-U1405C-24H-5-A,342,U1405,C,24,24-5,H,5,A,0,71,217.82,218.53,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,10GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,
342-U1405C-24H-5-A,342,U1405,C,24,24-5,H,5,A,71,73,218.53,218.55,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,10GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,with braarudasphaera prisms,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,
342-U1405C-24H-5-A,342,U1405,C,24,24-5,H,5,A,73,88,218.55,218.7,,clay [Leg339],,clay ,5GY 4/1 (dark greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,
342-U1405C-24H-5-A,342,U1405,C,24,24-5,H,5,A,88,149,218.7,219.31,,clay [Leg339],,clay ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,
342-U1405C-24H-6-A,342,U1405,C,24,24-6,H,6,A,0,98,219.31,220.29,,clay [Leg339],,clay ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,
342-U1405C-24H-7-A,342,U1405,C,24,24-7,H,7,A,0,47,220.29,220.76,,clay [Leg339],,clay ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,
342-U1405C-24H-8-A,342,U1405,C,24,24-8,H,8,A,0,132,220.76,222.08,,clay [Leg339],,clay ,5GY 4/1 (dark greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,
342-U1405C-24H-CC-A,342,U1405,C,24,24-CC,H,CC,A,0,38,222.08,222.51,,clay [Leg339],,clay ,5GY 4/1 (dark greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,
342-U1405C-25H-1-A,342,U1405,C,25,25-1,H,1,A,0,150,222.5,224,,clay [Leg339],,clay ,5GY 4/1 (dark greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,
342-U1405C-25H-2-A,342,U1405,C,25,25-2,H,2,A,0,151,224,225.51,,clay [Leg339],,clay ,5GY 4/1 (dark greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,
342-U1405C-25H-2-A,342,U1405,C,25,25-2,H,2,A,72,74,224.72,224.74,,,,,,,nodule,sulfide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342-U1405C-25H-3-A,342,U1405,C,25,25-3,H,3,A,0,86,225.51,226.37,,clay [Leg339],,clay ,5GY 4/1 (dark greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,
342-U1405C-25H-3-A,342,U1405,C,25,25-3,H,3,A,86,100,226.37,226.51,,clay [Leg339],,clay ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,
342-U1405C-25H-3-A,342,U1405,C,25,25-3,H,3,A,100,153,226.51,227.04,,clay [Leg339],,clay ,5GY 4/1 (dark greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,
342-U1405C-25H-4-A,342,U1405,C,25,25-4,H,4,A,0,26,227.04,227.3,,clay [Leg339],,clay ,5GY 4/1 (dark greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,
342-U1405C-25H-4-A,342,U1405,C,25,25-4,H,4,A,26,46,227.3,227.5,,clay [Leg339],,clay ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,
342-U1405C-25H-4-A,342,U1405,C,25,25-4,H,4,A,46,55,227.5,227.59,,clay [Leg339],,clay ,5GY 4/1 (dark greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,
342-U1405C-25H-4-A,342,U1405,C,25,25-4,H,4,A,55,60,227.59,227.64,,clay [Leg339],,clay ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,
342-U1405C-25H-4-A,342,U1405,C,25,25-4,H,4,A,60,65,227.64,227.69,,clay [Leg339],with nannofossils [Leg339],clay  with nannofossils ,5GY 4/1 (dark greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay   with nannofossils ,,,,,,
342-U1405C-25H-4-A,342,U1405,C,25,25-4,H,4,A,65,79,227.69,227.83,,clay [Leg339],,clay ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,
342-U1405C-25H-4-A,342,U1405,C,25,25-4,H,4,A,79,82,227.83,227.86,,clay [Leg339],with nannofossils [Leg339],clay  with nannofossils ,5GY 4/1 (dark greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay   with nannofossils ,,,,,,
342-U1405C-25H-4-A,342,U1405,C,25,25-4,H,4,A,82,140,227.86,228.44,,clay [Leg339],,clay ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,
342-U1405C-25H-4-A,342,U1405,C,25,25-4,H,4,A,140,151,228.44,228.55,,clay [Leg339],,clay ,5GY 4/1 (dark greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,
342-U1405C-25H-5-A,342,U1405,C,25,25-5,H,5,A,0,151,228.55,230.06,,clay [Leg339],,clay ,5GY 4/1 (dark greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,
342-U1405C-25H-6-A,342,U1405,C,25,25-6,H,6,A,0,150,230.06,231.56,,clay [Leg339],,clay ,5GY 4/1 (dark greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,
342-U1405C-25H-7-A,342,U1405,C,25,25-7,H,7,A,0,59,231.56,232.15,,clay [Leg339],,clay ,5GY 4/1 (dark greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,
342-U1405C-25H-CC-A,342,U1405,C,25,25-CC,H,CC,A,0,8,232.15,232.22,,clay [Leg339],,clay ,5GY 4/1 (dark greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,
