Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Sample domain number (if >1 domain),Sample domain name (if >1 domain),Domain relative abundance [%],Lithology Prefix,Lithology Principal name,Lithology Suffix,Lith. prefix+name+suffix,Lithological Accessories 1,Lithological Accessories 2,Lithology color,Layer/Beddding, Lamination,Grading,Other sedimentary feature,Layer or bedding thickness,Lithology avg. grain size ,Lithology avg. grain size rank,Diagenetic constituent,Diagenetic constituent composition,Bioturbation intensity,Bioturbation intensity rank,General interval comment,Bottom contact or boundary type,Bottom contact geometry,Bottom contact definition,Clasts abundance,Clasts [%],Clast -  grain size,Diagenetic structure,Macrofossil,Macrofossil abundance name,Lithology prefix + name,Lithology name+suffix,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W
371-U1507A-32X-3-A,12.0,22.0,294.46,294.56,,,,,,tuffaceous sandstone,with foraminifers [2014],tuffaceous sandstone with foraminifers,,,GLEY 1 6/10GY (greenish gray),bed,,normal grading,,medium bed [B01],very coarse sand [W22_2],7,,,,,,,,,,,,,,,tuffaceous sandstone,tuffaceous sandstone with foraminifers,,,,371,U1507,A,32,X,3,A
371-U1507A-32X-3-A,22.0,61.0,294.56,294.95,,,,,,nannofossil chalk [Leg339],,nannofossil chalk,,,N 8 (white),,,,,,,,,,moderate [B06],3,,bioturbated boundary or contact,,,,,,,,,nannofossil chalk,nannofossil chalk,,,,371,U1507,A,32,X,3,A
371-U1507A-32X-3-A,61.0,71.0,294.95,295.05,,,,,clayey,nannofossil chalk [Leg339],with volcanic ash [2014],clayey nannofossil chalk with volcanic ash,,,GLEY 2 5/10B (bluish gray),,,,,,,,,,moderate [B06],3,,bioturbated boundary or contact,,,,,,,,,clayey nannofossil chalk,nannofossil chalk with volcanic ash,,,,371,U1507,A,32,X,3,A
371-U1507A-32X-3-A,71.0,91.0,295.05,295.25,,,,,,nannofossil chalk [Leg339],,nannofossil chalk,,,N 8 (white),,,,,,,,,,moderate [B06],3,,,,,,,,,,,nannofossil chalk,nannofossil chalk,,,,371,U1507,A,32,X,3,A
371-U1507A-32X-4-A,0.0,20.0,295.39,295.59,,,,,,nannofossil chalk [Leg339],,nannofossil chalk,,,N 8 (white),,,,,,,,,,moderate [B06],3,,bioturbated boundary or contact,,,,,,,,,nannofossil chalk,nannofossil chalk,,,,371,U1507,A,32,X,4,A
371-U1507A-32X-4-A,20.0,30.0,295.59,295.69,,,,,nannofossil-rich [2014b],clay [USGS],with volcanic ash [2014],nannofossil-rich clay with volcanic ash,,,GLEY 2 5/10B (bluish gray),,,,,,,,,,heavy [DB91],4,,,,,,,,,,,nannofossil-rich clay,clay with volcanic ash,,,,371,U1507,A,32,X,4,A
371-U1507A-32X-4-A,30.0,61.5,295.69,296.005,,,,,,nannofossil chalk [Leg339],,nannofossil chalk,,,N 8 (white),,,,,,,,,,moderate [B06],3,Interval interrupted by an isolate 1cm-thick very thin foram ooze bed.,sharp boundary or contact,irregular,,,,,,,,nannofossil chalk,nannofossil chalk,,,,371,U1507,A,32,X,4,A
371-U1507A-32X-4-A,61.5,65.5,296.005,296.045,,,,,,foraminiferal chalk [Leg339],with nannofossils [2014],foraminiferal chalk with nannofossils,,,GLEY 1 8/N (white gray),bed,,normal grading,,thin bed [B01],fine sand [W22_2],4,,,absent,0,,,,,,,,,,,foraminiferal chalk,foraminiferal chalk with nannofossils,,,,371,U1507,A,32,X,4,A
371-U1507A-32X-4-A,65.5,78.0,296.045,296.17,,,,,,nannofossil chalk [Leg339],,nannofossil chalk,,,N 8 (white),,,,,,,,,,,,,,,,,,,,,,nannofossil chalk,nannofossil chalk,,,,371,U1507,A,32,X,4,A
371-U1507A-33X-1-A,0.0,4.0,301.1,301.14,,,,,,nannofossil chalk [Leg339],,nannofossil chalk,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil chalk,nannofossil chalk,,,,371,U1507,A,33,X,1,A
371-U1507A-33X-1-A,4.0,40.5,301.14,301.505,,,,,nannofossil-rich [2014b],clay [USGS],with volcanic ash [2014],nannofossil-rich clay with volcanic ash,,,GLEY 1 6/10GY (greenish gray),,parallel lamination,,,,,,,,slight [B06],2,chondrites burrows in upper section,sharp boundary or contact,,,,,,,,,nannofossil-rich clay,clay with volcanic ash,,,,371,U1507,A,33,X,1,A
371-U1507A-33X-1-A,40.5,66.0,301.505,301.76,,,,,,nannofossil chalk [Leg339],,nannofossil chalk,,,N 8 (white),,,,,,,,,,sparse [B06],1,,bioturbated boundary or contact,,,,,,,,,nannofossil chalk,nannofossil chalk,,,,371,U1507,A,33,X,1,A
371-U1507A-33X-1-A,66.0,81.5,301.76,301.915,,,,,nannofossil-rich [2014b],clay [USGS],with volcanic ash [2014],nannofossil-rich clay with volcanic ash,,,GLEY 1 6/10GY (greenish gray),,parallel lamination,,,,,,,,heavy [DB91],4,lower 1 cm is darker parallel laminated very fine sand to silt,sharp boundary or contact,,,,,,,,,nannofossil-rich clay,clay with volcanic ash,,,,371,U1507,A,33,X,1,A
371-U1507A-33X-1-A,81.5,150.0,301.915,302.6,,,,,,nannofossil chalk [Leg339],,nannofossil chalk,,,N 8 (white),,,,,,,,,,moderate [B06],3,,,,,,,,,,,nannofossil chalk,nannofossil chalk,,,,371,U1507,A,33,X,1,A
371-U1507A-33X-2-A,0.0,75.0,302.6,303.35,,,,,,nannofossil chalk [Leg339],,nannofossil chalk,,,N 8 (white),,,,,,,,,,moderate [B06],3,"common heavily bioturbated, greenish intervals of clayey nannofossil chalk with ash.",,,,,,,,,,nannofossil chalk,nannofossil chalk,,,,371,U1507,A,33,X,2,A
371-U1507A-33X-2-A,75.0,83.0,303.35,303.43,,,,,,foraminiferal chalk [Leg339],with nannofossils [2014],foraminiferal chalk with nannofossils,,,GLEY 1 8/N (white gray),bed,parallel lamination,normal grading,,thin bed [B01],fine sand [W22_2],4,,,absent,0,,sharp boundary or contact,,,,,,,,,foraminiferal chalk,foraminiferal chalk with nannofossils,,,,371,U1507,A,33,X,2,A
371-U1507A-33X-2-A,83.0,150.0,303.43,304.1,,,,,,nannofossil chalk [Leg339],,nannofossil chalk,,,N 8 (white),,,,,,,,,,moderate [B06],3,"common heavily bioturbated, greenish intervals of clayey nannofossil chalk with ash.",,,,,,,,,,nannofossil chalk,nannofossil chalk,,,,371,U1507,A,33,X,2,A
371-U1507A-33X-3-A,0.0,73.0,304.1,304.83,,,,,,nannofossil chalk [Leg339],,nannofossil chalk,,,N 8 (white),,,,,,,,,,moderate [B06],3,"common heavily bioturbated, greenish intervals of clayey nannofossil chalk with ash.",,,,,,,,,,nannofossil chalk,nannofossil chalk,,,,371,U1507,A,33,X,3,A
371-U1507A-33X-3-A,73.0,84.0,304.83,304.94,,,,,,foraminiferal chalk [Leg339],with nannofossils [2014],foraminiferal chalk with nannofossils,,,GLEY 1 8/N (white gray),bed,parallel lamination,normal grading,,medium bed [B01],medium sand [W22_2],5,,,absent,0,,sharp boundary or contact,,,,,,,,,foraminiferal chalk,foraminiferal chalk with nannofossils,,,,371,U1507,A,33,X,3,A
371-U1507A-33X-3-A,84.0,94.0,304.94,305.04,,,,,nannofossil-rich [2014b],clay [USGS],with volcanic ash [2014],nannofossil-rich clay with volcanic ash,,,GLEY 1 6/10GY (greenish gray),,parallel lamination,,,,,,,,heavy [DB91],4,lower 1 cm is darker parallel laminated very fine sand to silt,sharp boundary or contact,,,,,,,,,nannofossil-rich clay,clay with volcanic ash,,,,371,U1507,A,33,X,3,A
371-U1507A-33X-3-A,94.0,150.0,305.04,305.6,,,,,,nannofossil chalk [Leg339],,nannofossil chalk,,,N 8 (white),,,,,,,,,,moderate [B06],3,"common heavily bioturbated, greenish intervals of clayey nannofossil chalk with ash.",,,,,,,,,,nannofossil chalk,nannofossil chalk,,,,371,U1507,A,33,X,3,A
371-U1507A-33X-4-A,0.0,55.0,305.6,306.15,,,,,,nannofossil chalk [Leg339],,nannofossil chalk,,,N 8 (white),,,,,,,,,,moderate [B06],3,"common heavily bioturbated, greenish intervals of clayey nannofossil chalk with ash.",bioturbated boundary or contact,,,,,,,,,nannofossil chalk,nannofossil chalk,,,,371,U1507,A,33,X,4,A
371-U1507A-33X-4-A,55.0,64.0,306.15,306.24,,,,,nannofossil-rich [2014b],clay [USGS],with volcanic ash [2014],nannofossil-rich clay with volcanic ash,,,GLEY 1 6/10GY (greenish gray),,parallel lamination,,,,,,,,heavy [DB91],4,lower 1 cm is darker parallel laminated very fine sand to silt,sharp boundary or contact,,,,,,,,,nannofossil-rich clay,clay with volcanic ash,,,,371,U1507,A,33,X,4,A
371-U1507A-33X-4-A,64.0,105.0,306.24,306.65,,,,,,nannofossil chalk [Leg339],,nannofossil chalk,,,N 8 (white),,,,,,,,,,moderate [B06],3,"common heavily bioturbated, greenish intervals of clayey nannofossil chalk with ash.",,,,,,,,,,nannofossil chalk,nannofossil chalk,,,,371,U1507,A,33,X,4,A
371-U1507A-33X-4-A,105.0,145.0,306.65,307.05,,,,,clayey,foraminiferal chalk [Leg339],with nannofossils [2014],clayey foraminiferal chalk with nannofossils,,,GLEY 1 8/N (white gray),bed,parallel lamination,,,medium bed [B01],medium sand [W22_2],5,,,absent,0,"A disrupted foraminiferal ooze (sand), with clear planar to inclined laminations",sharp boundary or contact,,,,,,,,,clayey foraminiferal chalk,foraminiferal chalk with nannofossils,,,,371,U1507,A,33,X,4,A
371-U1507A-33X-4-A,145.0,150.0,307.05,307.1,,,,,nannofossil-rich [2014b],clay [USGS],with volcanic ash [2014],nannofossil-rich clay with volcanic ash,,,GLEY 1 6/10GY (greenish gray),,parallel lamination,,,,,,,,heavy [DB91],4,Sharp top = upside down?,,,,,,,,,,nannofossil-rich clay,clay with volcanic ash,,,,371,U1507,A,33,X,4,A
371-U1507A-33X-5-A,0.0,150.0,307.1,308.6,,,,,,nannofossil chalk [Leg339],,nannofossil chalk,,,GLEY 1 8/10Y (light greenish gray),,,,,,,,,,moderate [B06],3,"common heavily bioturbated, greenish intervals of clayey nannofossil chalk with ash.",,,,,,,,,,nannofossil chalk,nannofossil chalk,,,,371,U1507,A,33,X,5,A
371-U1507A-33X-6-A,0.0,27.0,308.6,308.87,,,,,,nannofossil chalk [Leg339],,nannofossil chalk,,,GLEY 1 8/10Y (light greenish gray),,,,,,,,,,moderate [B06],3,Gradational change in color (composition) to underlying interval,bioturbated boundary or contact,,,,,,,,,nannofossil chalk,nannofossil chalk,,,,371,U1507,A,33,X,6,A
371-U1507A-33X-6-A,27.0,41.0,308.87,309.01,,,,,nannofossil-rich [2014b],clay [USGS],with volcanic ash [2014],nannofossil-rich clay with volcanic ash,,,GLEY 1 6/10GY (greenish gray),,parallel lamination,,,,,,,,heavy [DB91],4,,sharp inclined boundary or contact,,,,,,,,,nannofossil-rich clay,clay with volcanic ash,,,,371,U1507,A,33,X,6,A
371-U1507A-33X-6-A,41.0,122.0,309.01,309.82,,,,,,nannofossil chalk [Leg339],,nannofossil chalk,,,GLEY 1 8/10Y (light greenish gray),,,,,,,,,,moderate [B06],3,,,,,,,,,,,nannofossil chalk,nannofossil chalk,,,,371,U1507,A,33,X,6,A
371-U1507A-33X-CC-A,0.0,29.0,309.82,310.11,,,,,,nannofossil chalk [Leg339],,nannofossil chalk,,,GLEY 1 8/10Y (light greenish gray),,,,,,,,,,moderate [B06],3,,,,,,,,,,,nannofossil chalk,nannofossil chalk,,,,371,U1507,A,33,X,CC,A
371-U1507A-34X-1-A,0.0,6.0,310.6,310.66,,,,,,nannofossil chalk [Leg339],,nannofossil chalk,,,GLEY 1 8/10Y (light greenish gray),,,,,,,,,,,,hole fall in.,,,,,,,,,,nannofossil chalk,nannofossil chalk,,,,371,U1507,A,34,X,1,A
371-U1507A-34X-1-A,6.0,63.0,310.66,311.23,,,,,,nannofossil chalk [Leg339],,nannofossil chalk,,,GLEY 1 8/10Y (light greenish gray),,,,,,,,,,moderate [B06],3,"common heavily bioturbated, greenish intervals of clayey nannofossil chalk with ash.",sharp boundary or contact,linear,sharp,,,,,,,nannofossil chalk,nannofossil chalk,,,,371,U1507,A,34,X,1,A
371-U1507A-34X-1-A,63.0,64.0,311.23,311.24,,,,,,foraminiferal chalk [Leg339],with nannofossils [2014],foraminiferal chalk with nannofossils,,,GLEY 1 8/N (white gray),bed,,,,very thin bed [B01],very fine sand [W22_2],3,,,absent,0,White nannofssil chalk with bioturbated multi cm thick light green beds.,sharp boundary or contact,straight,sharp,,,,,,,foraminiferal chalk,foraminiferal chalk with nannofossils,,,,371,U1507,A,34,X,1,A
371-U1507A-34X-1-A,64.0,89.0,311.24,311.49,,,,,,nannofossil chalk [Leg339],,nannofossil chalk,,,GLEY 1 8/10Y (light greenish gray),,,,,,,,,,moderate [B06],3,,bioturbated boundary or contact,,diffuse,,,,,,,nannofossil chalk,nannofossil chalk,,,,371,U1507,A,34,X,1,A
371-U1507A-34X-1-A,89.0,101.5,311.49,311.615,,,,,nannofossil-rich [2014b],clay [USGS],with volcanic ash [2014],nannofossil-rich clay with volcanic ash,,,GLEY 1 6/10GY (greenish gray),,,,,,,,,,moderate [B06],3,,bioturbated boundary or contact,,diffuse,,,,,,,nannofossil-rich clay,clay with volcanic ash,,,,371,U1507,A,34,X,1,A
371-U1507A-34X-1-A,101.5,141.0,311.615,312.01,,,,,,nannofossil chalk [Leg339],,nannofossil chalk,,,GLEY 1 8/10Y (light greenish gray),,,,,,,,,,moderate [B06],3,,sharp boundary or contact,,sharp,,,,,,,nannofossil chalk,nannofossil chalk,,,,371,U1507,A,34,X,1,A
371-U1507A-34X-1-A,141.0,149.0,312.01,312.09,,,,,nannofossil-rich [2014b],clay [USGS],with volcanic ash [2014],nannofossil-rich clay with volcanic ash,,,GLEY 1 6/10GY (greenish gray),,,,,,,,,,moderate [B06],3,,bioturbated boundary or contact,,diffuse,,,,,,,nannofossil-rich clay,clay with volcanic ash,,,,371,U1507,A,34,X,1,A
371-U1507A-34X-2-A,0.0,44.0,312.1,312.54,,,,,,nannofossil chalk [Leg339],,nannofossil chalk,,,GLEY 1 8/10Y (light greenish gray),,,,,,,,,,moderate [B06],3,,bioturbated boundary or contact,,diffuse,,,,,,,nannofossil chalk,nannofossil chalk,,,,371,U1507,A,34,X,2,A
371-U1507A-34X-2-A,44.0,53.0,312.54,312.63,,,,,nannofossil-rich [2014b],clay [USGS],with volcanic ash [2014],nannofossil-rich clay with volcanic ash,,,GLEY 1 6/10GY (greenish gray),,,,,,,,,,moderate [B06],3,,bioturbated boundary or contact,,,,,,,,,nannofossil-rich clay,clay with volcanic ash,,,,371,U1507,A,34,X,2,A
371-U1507A-34X-2-A,53.0,76.0,312.63,312.86,,,,,,nannofossil chalk [Leg339],,nannofossil chalk,,,GLEY 1 8/10Y (light greenish gray),,,,,,,,,,moderate [B06],3,,bioturbated boundary or contact,,,,,,,,,nannofossil chalk,nannofossil chalk,,,,371,U1507,A,34,X,2,A
371-U1507A-34X-2-A,76.0,86.0,312.86,312.96,,,,,nannofossil-rich [2014b],clay [USGS],with volcanic ash [2014],nannofossil-rich clay with volcanic ash,,,GLEY 1 6/10GY (greenish gray),,,,,,,,,,moderate [B06],3,,bioturbated boundary or contact,,,,,,,,,nannofossil-rich clay,clay with volcanic ash,,,,371,U1507,A,34,X,2,A
371-U1507A-34X-2-A,86.0,106.0,312.96,313.16,,,,,,nannofossil chalk [Leg339],,nannofossil chalk,,,GLEY 1 8/10Y (light greenish gray),,,,,,,,,,moderate [B06],3,,bioturbated boundary or contact,,,,,,,,,nannofossil chalk,nannofossil chalk,,,,371,U1507,A,34,X,2,A
371-U1507A-34X-2-A,106.0,112.0,313.16,313.22,,,,,nannofossil-rich [2014b],clay [USGS],with volcanic ash [2014],nannofossil-rich clay with volcanic ash,,,GLEY 1 6/10GY (greenish gray),,,,,,,,,,heavy [DB91],4,,bioturbated boundary or contact,,,,,,,,,nannofossil-rich clay,clay with volcanic ash,,,,371,U1507,A,34,X,2,A
371-U1507A-34X-2-A,112.0,120.0,313.22,313.3,,,,,,nannofossil chalk [Leg339],,nannofossil chalk,,,GLEY 1 8/10Y (light greenish gray),,,,,,,,,,moderate [B06],3,,bioturbated boundary or contact,,,,,,,,,nannofossil chalk,nannofossil chalk,,,,371,U1507,A,34,X,2,A
371-U1507A-34X-2-A,120.0,122.0,313.3,313.32,,,,,,foraminiferal chalk [Leg339],with nannofossils [2014],foraminiferal chalk with nannofossils,,,GLEY 1 8/N (white gray),bed,,,,thin bed [B01],fine sand [W22_2],4,,,,,,sharp boundary or contact,,,,,,,,,foraminiferal chalk,foraminiferal chalk with nannofossils,,,,371,U1507,A,34,X,2,A
371-U1507A-34X-2-A,122.0,140.0,313.32,313.5,,,,,,nannofossil chalk [Leg339],,nannofossil chalk,,,GLEY 1 8/10Y (light greenish gray),,,,,,,,,,moderate [B06],3,,bioturbated boundary or contact,,,,,,,,,nannofossil chalk,nannofossil chalk,,,,371,U1507,A,34,X,2,A
371-U1507A-34X-2-A,140.0,146.0,313.5,313.56,,,,,nannofossil-rich [2014b],clay [USGS],with volcanic ash [2014],nannofossil-rich clay with volcanic ash,,,GLEY 1 6/10GY (greenish gray),,,,,,,,,,heavy [DB91],4,,bioturbated boundary or contact,,,,,,,,,nannofossil-rich clay,clay with volcanic ash,,,,371,U1507,A,34,X,2,A
371-U1507A-34X-2-A,146.0,150.0,313.56,313.6,,,,,,nannofossil chalk [Leg339],,nannofossil chalk,,,GLEY 1 8/10Y (light greenish gray),,,,,,,,,,moderate [B06],3,,bioturbated boundary or contact,,,,,,,,,nannofossil chalk,nannofossil chalk,,,,371,U1507,A,34,X,2,A
371-U1507A-34X-3-A,0.0,32.0,313.6,313.92,,,,,,nannofossil chalk [Leg339],,nannofossil chalk,,,GLEY 1 8/10Y (light greenish gray),,,,,,,,,,moderate [B06],3,,sharp boundary or contact,,,,,,,,,nannofossil chalk,nannofossil chalk,,,,371,U1507,A,34,X,3,A
371-U1507A-34X-3-A,32.0,37.0,313.92,313.97,,,,,nannofossil-rich [2014b],clay [USGS],with volcanic ash [2014],nannofossil-rich clay with volcanic ash,,,GLEY 1 6/10GY (greenish gray),,,,,,,,,,heavy [DB91],4,,bioturbated boundary or contact,,,,,,,,,nannofossil-rich clay,clay with volcanic ash,,,,371,U1507,A,34,X,3,A
371-U1507A-34X-3-A,37.0,100.0,313.97,314.6,,,,,,nannofossil chalk [Leg339],,nannofossil chalk,,,GLEY 1 8/10Y (light greenish gray),,,,,,,,,,moderate [B06],3,"2 heavily bioturbated, greenish intervals of clayey nannofossil chalk.",,,,,,,,,,nannofossil chalk,nannofossil chalk,,,,371,U1507,A,34,X,3,A
371-U1507A-34X-3-A,100.0,127.0,314.6,314.87,,,,,,foraminiferal chalk [Leg339],with nannofossils [2014],foraminiferal chalk with nannofossils,,,GLEY 1 8/N (white gray),bed,parallel lamination,normal grading,,medium bed [B01],medium sand [W22_2],5,,,absent,0,"A disrupted foraminiferal chalk (sand) bed, with clear planar to inclined laminations",,,,,,,,,,foraminiferal chalk,foraminiferal chalk with nannofossils,,,,371,U1507,A,34,X,3,A
371-U1507A-34X-4-A,0.0,16.0,314.87,315.03,,,,,,nannofossil chalk [Leg339],,nannofossil chalk,,,GLEY 1 8/10Y (light greenish gray),,,,,,,,,,moderate [B06],3,,bioturbated boundary or contact,,,,,,,,,nannofossil chalk,nannofossil chalk,,,,371,U1507,A,34,X,4,A
371-U1507A-34X-4-A,16.0,22.0,315.03,315.09,,,,,nannofossil-rich [2014b],clay [USGS],with volcanic ash [2014],nannofossil-rich clay with volcanic ash,,,GLEY 1 6/10GY (greenish gray),,,,,,,,,,heavy [DB91],4,,bioturbated boundary or contact,,,,,,,,,nannofossil-rich clay,clay with volcanic ash,,,,371,U1507,A,34,X,4,A
371-U1507A-34X-4-A,22.0,55.0,315.09,315.42,,,,,,nannofossil chalk [Leg339],,nannofossil chalk,,,GLEY 1 8/10Y (light greenish gray),,,,,,,,,,moderate [B06],3,,bioturbated boundary or contact,,,,,,,,,nannofossil chalk,nannofossil chalk,,,,371,U1507,A,34,X,4,A
371-U1507A-34X-4-A,55.0,65.0,315.42,315.52,,,,,,foraminiferal chalk [Leg339],with nannofossils [2014],foraminiferal chalk with nannofossils,,,GLEY 1 8/N (white gray),bed,parallel lamination,normal grading,,medium bed [B01],medium sand [W22_2],5,,,absent,0,,sharp boundary or contact,,,,,,,,,foraminiferal chalk,foraminiferal chalk with nannofossils,,,,371,U1507,A,34,X,4,A
371-U1507A-34X-4-A,65.0,88.0,315.52,315.75,,,,,,nannofossil chalk [Leg339],,nannofossil chalk,,,GLEY 1 8/10Y (light greenish gray),,,,,,,,,,moderate [B06],3,Well preserved zoophycos burrows,bioturbated boundary or contact,,,,,,,,,nannofossil chalk,nannofossil chalk,,,,371,U1507,A,34,X,4,A
371-U1507A-34X-4-A,88.0,118.0,315.75,316.05,,,,,,foraminiferal chalk [Leg339],with nannofossils [2014],foraminiferal chalk with nannofossils,,,GLEY 1 8/N (white gray),bed,parallel lamination,normal grading,,medium bed [B01],medium sand [W22_2],5,,,absent,0,,sharp boundary or contact,,sharp,,,,,,,foraminiferal chalk,foraminiferal chalk with nannofossils,,,,371,U1507,A,34,X,4,A
371-U1507A-34X-4-A,118.0,135.0,316.05,316.22,,,,,,nannofossil chalk [Leg339],,nannofossil chalk,,,GLEY 1 8/10Y (light greenish gray),,,,,,,,,,moderate [B06],3,,,,,,,,,,,nannofossil chalk,nannofossil chalk,,,,371,U1507,A,34,X,4,A
371-U1507A-34X-5-A,0.0,52.0,316.37,316.89,,,,,,nannofossil chalk [Leg339],,nannofossil chalk,,,GLEY 1 8/10Y (light greenish gray),,,,,,,,,,moderate [B06],3,,,,,,,,,,,nannofossil chalk,nannofossil chalk,,,,371,U1507,A,34,X,5,A
371-U1507A-34X-CC-A,0.0,12.0,316.89,317.01,,,,,,nannofossil chalk [Leg339],,nannofossil chalk,,,GLEY 1 8/10Y (light greenish gray),,,,,,,,,,moderate [B06],3,,,,,,,,,,,nannofossil chalk,nannofossil chalk,,,,371,U1507,A,34,X,CC,A
371-U1507A-35X-1-A,0.0,22.0,320.2,320.42,,,,,nannofossil-rich [2014b],clay [USGS],with volcanic ash [2014],nannofossil-rich clay with volcanic ash,,,GLEY 1 6/10GY (greenish gray),,,,,,,,,,heavy [DB91],4,,bioturbated boundary or contact,,,,,,,,,nannofossil-rich clay,clay with volcanic ash,,,,371,U1507,A,35,X,1,A
371-U1507A-35X-1-A,22.0,46.0,320.42,320.66,,,,,,nannofossil chalk [Leg339],,nannofossil chalk,,,GLEY 1 8/10Y (light greenish gray),,,,,,,,,,moderate [B06],3,,,,,,,,,,,nannofossil chalk,nannofossil chalk,,,,371,U1507,A,35,X,1,A
371-U1507A-35X-1-A,46.0,49.5,320.66,320.695,,,,,,foraminiferal chalk [Leg339],with nannofossils [2014],foraminiferal chalk with nannofossils,,,GLEY 1 8/N (white gray),bed,parallel lamination,,,thin bed [B01],fine sand [W22_2],4,,,,,,sharp boundary or contact,,,,,,,,,foraminiferal chalk,foraminiferal chalk with nannofossils,,,,371,U1507,A,35,X,1,A
371-U1507A-35X-1-A,49.5,60.0,320.695,320.8,,,,,,nannofossil chalk [Leg339],,nannofossil chalk,,,GLEY 1 8/10Y (light greenish gray),,,,,,,,,,moderate [B06],3,,,,,,,,,,,nannofossil chalk,nannofossil chalk,,,,371,U1507,A,35,X,1,A
371-U1507A-35X-1-A,60.0,69.0,320.8,320.89,,,,,nannofossil-rich [2014b],clay [USGS],with volcanic ash [2014],nannofossil-rich clay with volcanic ash,,,GLEY 1 6/10GY (greenish gray),,,,,,,,,,heavy [DB91],4,,bioturbated boundary or contact,,,,,,,,,nannofossil-rich clay,clay with volcanic ash,,,,371,U1507,A,35,X,1,A
371-U1507A-35X-1-A,69.0,75.0,320.89,320.95,,,,,,nannofossil chalk [Leg339],,nannofossil chalk,,,GLEY 1 8/10Y (light greenish gray),,,,,,,,,,moderate [B06],3,,bioturbated boundary or contact,,,,,,,,,nannofossil chalk,nannofossil chalk,,,,371,U1507,A,35,X,1,A
371-U1507A-35X-1-A,75.0,78.0,320.95,320.98,,,,,,foraminiferal chalk [Leg339],with foraminifers [2014],foraminiferal chalk with foraminifers,,,Gley 1 8/N (white gray),bed,,,,very thin bed [B01],fine sand [W22_2],4,,,absent,0,,sharp boundary or contact,,sharp,,,,,,,foraminiferal chalk,foraminiferal chalk with foraminifers,,,,371,U1507,A,35,X,1,A
371-U1507A-35X-1-A,78.0,88.0,320.98,321.08,,,,,,nannofossil chalk [Leg339],,nannofossil chalk,,,GLEY 1 8/10Y (light greenish gray),,,,,,,,,,moderate [B06],3,,bioturbated boundary or contact,,,,,,,,,nannofossil chalk,nannofossil chalk,,,,371,U1507,A,35,X,1,A
371-U1507A-35X-1-A,88.0,93.5,321.08,321.135,,,,,nannofossil-rich [2014b],clay [USGS],with volcanic ash [2014],nannofossil-rich clay with volcanic ash,,,GLEY 1 6/10GY (greenish gray),,,,,,,,,,heavy [DB91],4,,,,,,,,,,,nannofossil-rich clay,clay with volcanic ash,,,,371,U1507,A,35,X,1,A
371-U1507A-35X-1-A,93.5,125.0,321.135,321.45,,,,,,nannofossil chalk [Leg339],,nannofossil chalk,,,GLEY 1 8/10Y (light greenish gray),,,,,,,,,,moderate [B06],3,,,,,,,,,,,nannofossil chalk,nannofossil chalk,,,,371,U1507,A,35,X,1,A
371-U1507A-35X-1-A,125.0,134.0,321.45,321.54,,,,,nannofossil-rich [2014b],clay [USGS],with volcanic ash [2014],nannofossil-rich clay with volcanic ash,,,GLEY 1 6/10GY (greenish gray),,,,,,,,,,heavy [DB91],4,,bioturbated boundary or contact,,,,,,,,,nannofossil-rich clay,clay with volcanic ash,,,,371,U1507,A,35,X,1,A
371-U1507A-35X-1-A,134.0,150.0,321.54,321.7,,,,,,nannofossil chalk [Leg339],,nannofossil chalk,,,GLEY 1 8/10Y (light greenish gray),,,,,,,,,,moderate [B06],3,,bioturbated boundary or contact,,,,,,,,,nannofossil chalk,nannofossil chalk,,,,371,U1507,A,35,X,1,A
