Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],MAJ Lith. Prefix,MAJ Lith. Principal name,Texture Rank [read only],MAJ Lith. prefix+name [read only],Lithification,Lithification rank [read only],MAJ Lith. color,MAJ Lith. ave. grain size ,Grain size rank [read only],Skeletal components MAJOR,Skeletal components MAJOR comment,Skeletal components INTERMEDIATE,Skeletal components INTERMEDIATE comment,Skeletal components MINOR,Skeletal components MINOR comment,Non-skeletal components,Non-skeletal components comment,Sedimentary structure,Diagenetic structure,Diagenetic structure comment,Layer or bedding thickness,Bioturbation intensity,Bioturbation intensity rank [read only],Bioturbation type,Bottom contact or boundary definition,Bottom contact or boundary attitude,General interval comment,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W
359-U1466B-41R-1-A,12,22,653.92,654.02,,chert,,chert,lithified,5,GLEY 2 5/5B (bluish gray),clay,1,,,,,,,,,,chert nodule,,,absent,0,,sharp,horizontal,Chert concretion showing distinct banding,,,,359,U1466,B,41,R,1,A
359-U1466B-42R-1-A,0,62,663.5,664.12,Dolomitic,packstone,3,Dolomitic packstone,lithified,5,2.5Y 8/2 (pale yellow),very fine sand,3,foraminifera (planktic),,,,,,,,,,,,complete,6,Thalassinoides,gradational,horizontal,Well-sorted.,,,,359,U1466,B,42,R,1,A
359-U1466B-42R-1-A,62,68,664.12,664.18,Dolomitic,wackestone,2,Dolomitic wackestone,lithified,5,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,,,,,,,,,,,complete,6,Planolites,,,Well-sorted.,,,,359,U1466,B,42,R,1,A
359-U1466B-42R-CC-A,0,5,664.18,664.23,Dolomitic,wackestone,2,Dolomitic wackestone,lithified,5,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,,,,,,,,,,,complete,6,Planolites,,,Well-sorted. Planolites (A) and Thalassinoides (C),,,,359,U1466,B,42,R,CC,A
359-U1466B-43R-1-A,0,46,673.2,673.66,Dolomitic,packstone,3,Dolomitic packstone,lithified,5,2.5Y 8/1 (white),very fine sand,3,foraminifera (planktic),,,,,,intraclast,Black grains (P),,mold,,,complete,6,Planolites,,,Moderately-sorted. Thalassinoides (A) and Planolites (C). Several generations of burrows with concentrations of Planolites in Thalassinoides. Moldic porosity.,,,,359,U1466,B,43,R,1,A
359-U1466B-43R-CC-A,0,5,673.66,673.71,Dolomitic,packstone,3,Dolomitic packstone,lithified,5,2.5Y 8/1 (white),very fine sand,3,foraminifera (planktic),,,,,,intraclast,Black grains (P),,mold,,,complete,6,Planolites,,,Moderately-sorted. Thalassinoides (A) and Planolites (C). Several generations of burrows with concentrations of Planolites in Thalassinoides. Moldic porosity.,,,,359,U1466,B,43,R,CC,A
359-U1466B-44R-1-A,0,37,682.9,683.27,Dolomitic,packstone,3,Dolomitic packstone,lithified,5,2.5Y 8/1 (white),very fine sand,3,foraminifera (planktic),,,,,,intraclast,Black grains (P),,mold,,,common,4,Planolites,,,"Moderately-sorted. Planolites (A), Thalassinoides (C) and Palaeophycus (P). Moldic porosity.",,,,359,U1466,B,44,R,1,A
359-U1466B-44R-1-A,37,53,683.27,683.43,Dolomitic,packstone,3,Dolomitic packstone,lithified,5,2.5Y 3/1 (very dark gray),very fine sand,3,foraminifera (planktic),,,,,,intraclast,Black grains (P),,mold,,,common,4,Planolites,,,"Moderately-sorted. Planolites (A), Thalassinoides (C) and Palaeophycus (P). Moldic porosity.",,,,359,U1466,B,44,R,1,A
359-U1466B-44R-1-A,53,66,683.43,683.56,Dolomitic,packstone,3,Dolomitic packstone,lithified,5,2.5Y 3/1 (very dark gray),very fine sand,3,foraminifera (planktic),,,,,,intraclast,Black grains (P),,mold,,,common,4,Planolites,,,"Moderately-sorted. Planolites (A), Thalassinoides (C) and Palaeophycus (P). Moldic porosity.",,,,359,U1466,B,44,R,1,A
359-U1466B-44R-CC-A,0,5,683.56,683.61,Dolomitic,packstone,3,Dolomitic packstone,lithified,5,2.5Y 3/1 (very dark gray),very fine sand,3,foraminifera (planktic),,,,,,intraclast,Black grains (P),,mold,,,complete,6,Planolites,,,"Moderately-sorted. Planolites (A), Thalassinoides (C) and Palaeophycus (P). Moldic porosity.",,,,359,U1466,B,44,R,CC,A
359-U1466B-45R-1-A,0,40,687.6,688.0,Dolomitic,packstone,3,Dolomitic packstone,lithified,5,2.5Y 3/1 (very dark gray),very fine sand,3,foraminifera (planktic),,,,,,intraclast,Black grains (P),,mold,,,common,4,Planolites,,,"Moderately-sorted. Planolites (A), Chondrites(C) and Palaeophycus (P). Moldic porosity.",,,,359,U1466,B,45,R,1,A
359-U1466B-45R-CC-A,0,5,688.0,688.05,Dolomitic,packstone,3,Dolomitic packstone,lithified,5,2.5Y 3/1 (very dark gray),very fine sand,3,foraminifera (planktic),,,,,,intraclast,Black grains (P),,mold,,,common,4,Planolites,,,Moderately-sorted. Too bioturbated to identify ichnofossils. Moldic porosity.,,,,359,U1466,B,45,R,CC,A
359-U1466B-46R-1-A,0,22,692.6,692.82,Dolomitic,packstone,3,Dolomitic packstone,lithified,5,2.5Y 8/1 (white),very fine sand,3,foraminifera (planktic),,,,,,,,,mold,,,complete,6,,bioturbated,horizontal,Moderately-sorted. Too bioturbated to identify ichnofossils. Moldic porosity.,,,,359,U1466,B,46,R,1,A
359-U1466B-46R-1-A,22,28,692.82,692.88,Dolomitic,packstone,3,Dolomitic packstone,lithified,5,2.5Y 4/2 (dark grayish brown),very fine sand,3,foraminifera (planktic),,,,,,,,,mold,,,complete,6,Planolites,bioturbated,horizontal,Moderately-sorted. Planolites and Thalassinoides (P). Moldic porosity.,,,,359,U1466,B,46,R,1,A
359-U1466B-46R-1-A,28,31,692.88,692.91,Dolomitic,packstone,3,Dolomitic packstone,lithified,5,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,,,,,,,,mold,,,complete,6,Planolites,bioturbated,horizontal,Moderately-sorted. Too bioturbated to identify ichnofossils. Moldic porosity.,,,,359,U1466,B,46,R,1,A
359-U1466B-46R-1-A,31,60,692.91,693.2,Dolomitic,packstone,3,Dolomitic packstone,lithified,5,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,,,,,,,,mold,,,common,4,Planolites,bioturbated,horizontal,Moderately-sorted. Planolites and Thalassinoides (P). Moldic porosity.,,,,359,U1466,B,46,R,1,A
359-U1466B-46R-CC-A,0,13,693.2,693.33,Dolomitic,packstone,3,Dolomitic packstone,lithified,5,2.5Y 7/2 (light gray),very fine sand,3,foraminifera (planktic),,,,,,,,,mold,,,complete,6,,,,Moderately-sorted. Too bioturbated to identify ichnofossils. Moldic porosity.,,,,359,U1466,B,46,R,CC,A
359-U1466B-46R-CC-A,0,17,693.2,693.37,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,359,U1466,B,46,R,CC,A
359-U1466B-47R-1-A,0,24,702.3,702.54,Dolomitic,packstone,3,Dolomitic packstone,lithified,5,2.5Y 7/2 (light gray),very fine sand,3,foraminifera (planktic),,,,,,intraclast,Black grains (P),,mold,,,common,4,,bioturbated,horizontal,Moderately-sorted. Thalassinoides (A) Planolites (C). Moldic porosity with black mineral infill.,,,,359,U1466,B,47,R,1,A
359-U1466B-47R-1-A,24,49,702.54,702.79,Dolomitic,packstone,3,Dolomitic packstone,lithified,5,2.5Y 4/2 (dark grayish brown),very fine sand,3,foraminifera (planktic),,,,,,intraclast,Black grains (P),,mold,,,moderate,3,,bioturbated,horizontal,Moderately-sorted. Thalassinoides (A) Planolites (C). Moldic porosity,,,,359,U1466,B,47,R,1,A
359-U1466B-47R-1-A,49,69,702.79,702.99,Dolomitic,packstone,3,Dolomitic packstone,lithified,5,2.5Y 5/2 (grayish brown),very fine sand,3,foraminifera (planktic),,,,,,intraclast,Black grains (P),,mold,,,moderate,3,,bioturbated,horizontal,Moderately-sorted. Thalassinoides (A) Planolites (C). Moldic porosity,,,,359,U1466,B,47,R,1,A
359-U1466B-47R-1-A,69,81,702.99,703.11,Dolomitic,wackestone,2,Dolomitic wackestone,lithified,5,2.5Y 5/2 (grayish brown),very fine sand,3,foraminifera (planktic),,Foraminifera (benthic),,,,intraclast,Black grains (P),,mold,,,complete,6,,bioturbated,horizontal,Moderately-sorted. Thalassinoides (A) Planolites (C). Moldic porosity,,,,359,U1466,B,47,R,1,A
359-U1466B-47R-1-A,81,101,703.11,703.31,Dolomitic,packstone,3,Dolomitic packstone,lithified,5,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,,,,,intraclast,Black grains (P),,mold,,,common,4,,bioturbated,horizontal,Moderately-sorted. Thalassinoides (A) Planolites (C). Moldic porosity with black mineral infill.,,,,359,U1466,B,47,R,1,A
359-U1466B-47R-1-A,101,119,703.31,703.49,Dolomitic,packstone,3,Dolomitic packstone,lithified,5,2.5Y 4/2 (dark grayish brown),very fine sand,3,foraminifera (planktic),,,,,,intraclast,Black grains (P),,mold,,,common,4,,bioturbated,horizontal,Moderately-sorted. Planolites (A) and Chondrites (C). Moldic porosity with black mineral infill.,,,,359,U1466,B,47,R,1,A
359-U1466B-47R-1-A,119,149,703.49,703.79,Dolomitic,packstone,3,Dolomitic packstone,lithified,5,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,,,,,intraclast,Black grains (P),,mold,,,common,4,,bioturbated,horizontal,Moderately-sorted. Planolites (C) and vertical burrow. Moldic porosity with black mineral infill.,,,,359,U1466,B,47,R,1,A
359-U1466B-47R-2-A,0,21,703.79,704.0,Dolomitic,packstone,3,Dolomitic packstone,lithified,5,2.5Y 2.5/1 (black),very fine sand,3,foraminifera (benthic),Partly as mold porosity,,,,,,,,mold,,,moderate,3,Planolites,bioturbated,horizontal,Medium- to well-sorted. Other ichnofossils: Thalassinoides (C).,,,,359,U1466,B,47,R,2,A
359-U1466B-47R-2-A,21,89,704.0,704.68,Dolomitic,packstone,3,Dolomitic packstone,lithified,5,2.5Y 6/1 (gray),very fine sand,3,foraminifera (benthic),Partly as mold porosity,,,,,,,,mold,,,common,4,Thalassinoides,bioturbated,horizontal,Medium- to well-sorted. Other ichnofossils: Chondrites (F).,,,,359,U1466,B,47,R,2,A
359-U1466B-47R-2-A,89,111,704.68,704.9,Dolomitic,packstone,3,Dolomitic packstone,lithified,5,2.5Y 2.5/1 (black),very fine sand,3,foraminifera (benthic),Partly as mold porosity,,,,,,,,mold,,,common,4,Planolites,bioturbated,horizontal,Medium- to well-sorted.,,,,359,U1466,B,47,R,2,A
359-U1466B-47R-2-A,111,137,704.9,705.16,Dolomitic,packstone,3,Dolomitic packstone,lithified,5,2.5y 6/2 (light brownish gray),very fine sand,3,foraminifera (benthic),Partly as mold porosity,,,,,,,,mold,,,moderate,3,Palaeophycus,bioturbated,horizontal,Medium- to well-sorted. Other ichnofossils: Planolites (A).,,,,359,U1466,B,47,R,2,A
359-U1466B-47R-3-A,0,32,705.16,705.48,Dolomitic,wackestone,2,Dolomitic wackestone,lithified,5,2.5y 6/2 (light brownish gray),very fine sand,3,foraminifera (benthic),,Foraminifera (planktic),mostly as molds,,,intraclast,Black grains (glauconitie?),,mold,,,common,4,,bioturbated,horizontal,Well-sorted.,,,,359,U1466,B,47,R,3,A
359-U1466B-47R-3-A,32,60,705.48,705.76,Dolomitic,wackestone,2,Dolomitic wackestone,lithified,5,2.5Y 3/1 (very dark gray),very fine sand,3,foraminifera (benthic),,Foraminifera (planktic),mostly as molds,,,intraclast,Black grains (glauconitie?),,mold,,,common,4,,,,"Well-sorted. Other ichnofossils: Planolites, Zoophycos, Chondrites, Palaeophycus.",,,,359,U1466,B,47,R,3,A
359-U1466B-47R-CC-A,0,7,705.76,705.83,Dolomitic,wackestone,2,Dolomitic wackestone,lithified,5,2.5y 4/2 (dark grayish brown),very fine sand,3,foraminifera (benthic),,Foraminifera (planktic),mostly as molds,,,intraclast,Black grains (glauconitie?),,mold,,,,,,bioturbated,horizontal,Well-sorted. Packstone to wackestone.,,,,359,U1466,B,47,R,CC,A
359-U1466B-47R-CC-A,7,18,705.83,705.94,Dolomitic,wackestone,2,Dolomitic wackestone,lithified,5,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (benthic),,Foraminifera (planktic),mostly as molds,,,intraclast,Black grains (glauconitie?),,mold,,,,,,,,Well-sorted. Wackestone to packstone.,,,,359,U1466,B,47,R,CC,A
359-U1466B-48R-1-A,0,37,712.0,712.37,Dolomitic,wackestone,2,Dolomitic wackestone,lithified,5,2.5y 8/1 (white),very fine sand,3,foraminifera (benthic),,Foraminifera (planktic),,,,,,,,,,moderate,3,Chondrites,bioturbated,horizontal,"Wackestone-packstone. Well-sorted. Other ichnofossils: Planolites (P), Zoophycos (P).",,,,359,U1466,B,48,R,1,A
359-U1466B-48R-1-A,37,44,712.37,712.44,Dolomitic,wackestone,2,Dolomitic wackestone,lithified,5,2.5y 3/1 (very dark gray),very fine sand,3,foraminifera (benthic),,Foraminifera (planktic),,,,,,,,,,moderate,3,Planolites,bioturbated,horizontal,Wackestone-packstone. Well-sorted.,,,,359,U1466,B,48,R,1,A
359-U1466B-48R-1-A,44,73,712.44,712.73,Dolomitic,wackestone,2,Dolomitic wackestone,lithified,5,2.5y 5/2 (grayish brown),very fine sand,3,foraminifera (benthic),,Foraminifera (planktic),,,,,,,,,,common,4,Zoophycos,bioturbated,horizontal,"Wackestone-packstone. Well-sorted. Other ichnofossils: Planolites, Chondrites.",,,,359,U1466,B,48,R,1,A
359-U1466B-48R-1-A,73,91,712.73,712.91,Dolomitic,wackestone,2,Dolomitic wackestone,lithified,5,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (benthic),,Foraminifera (planktic),,,,,,,,,,moderate,3,Planolites,bioturbated,horizontal,Wackestone-packstone. Well-sorted.,,,,359,U1466,B,48,R,1,A
359-U1466B-48R-1-A,91,108,712.91,713.08,Dolomitic,wackestone,2,Dolomitic wackestone,lithified,5,2.5Y 7/2 (light gray),very fine sand,3,foraminifera (benthic),,Foraminifera (planktic),,,,,,,,,,common,4,Planolites,bioturbated,horizontal,Wackestone-packstone. Well-sorted.,,,,359,U1466,B,48,R,1,A
359-U1466B-48R-1-A,108,131,713.08,713.31,Dolomitic,wackestone,2,Dolomitic wackestone,lithified,5,2.5y 3/1 (very dark gray),very fine sand,3,foraminifera (benthic),,Foraminifera (planktic),,,,,,,,,,moderate,3,Planolites,bioturbated,horizontal,Wackestone-packstone. Well-sorted. Other ichnofossils: Chondrites.,,,,359,U1466,B,48,R,1,A
359-U1466B-48R-1-A,131,148,713.31,713.48,Dolomitic,wackestone,2,Dolomitic wackestone,lithified,5,2.5y 7/1 (light gray),very fine sand,3,foraminifera (benthic),,Foraminifera (planktic),,,,,,,,,,common,4,Planolites,,,Wackestone-packstone. Well-sorted.,,,,359,U1466,B,48,R,1,A
359-U1466B-48R-2-A,0,20,713.48,713.68,Dolomitic,wackestone,2,Dolomitic wackestone,lithified,5,2.5y 7/1 (light gray),very fine sand,3,foraminifera (benthic),Partly as mold porosity,Foraminifera (planktic),mostly as molds,,,,,,mold,,,moderate,3,Chondrites,bioturbated,horizontal,Wackestone-packstone. Well-sorted. Abundant Chondrites (000-012 cm).,,,,359,U1466,B,48,R,2,A
359-U1466B-48R-2-A,20,29,713.68,713.77,Dolomitic,wackestone,2,Dolomitic wackestone,lithified,5,2.5y 5/2 (grayish brown),very fine sand,3,foraminifera (benthic),Partly as mold porosity,Foraminifera (planktic),mostly as molds,,,,,,mold,,,common,4,,bioturbated,horizontal,Wackestone-packstone. Well-sorted.,,,,359,U1466,B,48,R,2,A
359-U1466B-48R-2-A,29,52,713.77,714.0,Dolomitic,wackestone,2,Dolomitic wackestone,lithified,5,2.5Y 4/2 (dark grayish brown),very fine sand,3,foraminifera (benthic),Partly as mold porosity,Foraminifera (planktic),mostly as molds,,,,,,mold,,,common,4,chondrites,bioturbated,horizontal,Wackestone-packstone. Well-sorted. Abundant Chondrites (045-054 cm).,,,,359,U1466,B,48,R,2,A
359-U1466B-48R-2-A,52,57,714.0,714.05,Dolomitic,wackestone,2,Dolomitic wackestone,lithified,5,2.5y 3/2 (very dark grayish brown),very fine sand,3,foraminifera (benthic),Partly as mold porosity,Foraminifera (planktic),mostly as molds,,,,,,mold,,,common,4,,bioturbated,horizontal,Wackestone-packstone. Well-sorted.,,,,359,U1466,B,48,R,2,A
359-U1466B-48R-2-A,57,67,714.05,714.15,Dolomitic,wackestone,2,Dolomitic wackestone,lithified,5,2.5y 4/2 (dark grayish brown),very fine sand,3,foraminifera (benthic),Partly as mold porosity,Foraminifera (planktic),mostly as molds,,,,,,mold,,,common,4,,bioturbated,horizontal,Wackestone-packstone. Well-sorted.,,,,359,U1466,B,48,R,2,A
359-U1466B-48R-2-A,67,77,714.15,714.25,Dolomitic,wackestone,2,Dolomitic wackestone,lithified,5,2.5y 5/2 (grayish brown),very fine sand,3,foraminifera (benthic),Partly as mold porosity,Foraminifera (planktic),mostly as molds,,,,,,mold,,,common,4,,,,Wackestone-packstone. Well-sorted.,,,,359,U1466,B,48,R,2,A
359-U1466B-48R-3-A,0,10,714.29,714.39,Dolomitic,wackestone,2,Dolomitic wackestone,lithified,5,2.5y 3/1 (very dark gray),very fine sand,3,foraminifera (benthic),Partly as mold porosity,Foraminifera (planktic),mostly as molds,,,,,,mold,,,moderate,3,,,,Wackestone-packstone. Well-sorted.,,,,359,U1466,B,48,R,3,A
359-U1466B-48R-3-A,10,20,714.39,714.49,Dolomitic,wackestone,2,Dolomitic wackestone,lithified,5,2.5y 7/1 (light gray),very fine sand,3,,,,,,,,,,,,,common,4,,bioturbated,horizontal,,,,,359,U1466,B,48,R,3,A
359-U1466B-48R-3-A,20,25,714.49,714.54,Dolomitic,wackestone,2,Dolomitic wackestone,lithified,5,2.5y 4/1 (dark gray),very fine sand,3,foraminifera (benthic),Partly as mold porosity,Foraminifera (planktic),mostly as molds,,,,,,mold,,,common,4,Thalassinoides,bioturbated,horizontal,"Wackestone-packstone. Well-sorted. Other ichnofossils: Chondrites, Palaeophycus, Planolites, Zoophycos.",,,,359,U1466,B,48,R,3,A
359-U1466B-48R-3-A,25,39,714.54,714.68,Dolomitic,wackestone,2,Dolomitic wackestone,lithified,5,2.5Y 6/2 (light brownish gray),very fine sand,3,,,,,,,,,,,,,common,4,Thalassinoides,bioturbated,horizontal,"Wackestone-packstone. Well-sorted. Other ichnofossils: Chondrites, Palaeophycus, Planolites, Zoophycos.",,,,359,U1466,B,48,R,3,A
359-U1466B-48R-3-A,39,63,714.68,714.92,Dolomitic,wackestone,2,Dolomitic wackestone,lithified,5,2.5y 4/1 (dark gray),very fine sand,3,,,,,,,,,,,,,common,4,Thalassinoides,bioturbated,horizontal,"Wackestone-packstone. Well-sorted. Other ichnofossils: Chondrites, Palaeophycus, Planolites, Zoophycos, Teichnichus (040-044).",,,,359,U1466,B,48,R,3,A
359-U1466B-48R-3-A,63,84,714.92,715.13,Dolomitic,wackestone,2,Dolomitic wackestone,lithified,5,2.5Y 8/1 (white),very fine sand,3,,,,,,,,,,,,,common,4,Thalassinoides,,,"Wackestone-packstone. Well-sorted. Other ichnofossils: Chondrites, Palaeophycus, Planolites, Zoophycos.",,,,359,U1466,B,48,R,3,A
359-U1466B-48R-CC-A,0,16,715.13,715.29,Dolomitic,wackestone,2,Dolomitic wackestone,lithified,5,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (benthic),Mostly as moldic porosity,Foraminifera (planktic),Mostly as moldic porosity,bivalve,small,,,,mold,,,complete,6,,,,Wackestone-packstone. Well-sorted. Unidentifiable bioturbation.,,,,359,U1466,B,48,R,CC,A
359-U1466B-48R-CC-A,0,21,715.13,715.34,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,359,U1466,B,48,R,CC,A
359-U1466B-49R-1-A,0,11,721.7,721.81,Dolomitic,wackestone,2,Dolomitic wackestone,lithified,5,2.5y 4/1 (dark gray),very fine sand,3,foraminifera (benthic),,foraminifera (planktic),,fish debris,,,,tilted bedding,,,,moderate,3,,bioturbated,inclined,Wackestone-packstone. Inclined.,,,,359,U1466,B,49,R,1,A
359-U1466B-49R-1-A,11,29,721.81,721.99,Dolomitic,wackestone,2,Dolomitic wackestone,lithified,5,2.5y 7/1 (light gray),very fine sand,3,foraminifera (benthic),,foraminifera (planktic),,fish debris,,,,tilted bedding,,,,common,4,,bioturbated,inclined,Wackestone-packstone. Inclined.,,,,359,U1466,B,49,R,1,A
359-U1466B-49R-1-A,29,47,721.99,722.17,Dolomitic,wackestone,2,Dolomitic wackestone,lithified,5,2.5y 8/1 (white),very fine sand,3,,,,,,,,,,,,,common,4,,bioturbated,,Darker part wackestone-packstone.,,,,359,U1466,B,49,R,1,A
359-U1466B-49R-1-A,47,54,722.17,722.24,Dolomitic,packstone,3,Dolomitic packstone,lithified,5,2.5y 5/2 (grayish brown),very fine sand,3,,,,,,,,,tilted bedding,,,,,,,bioturbated,,,,,,359,U1466,B,49,R,1,A
359-U1466B-49R-1-A,54,64,722.24,722.34,Dolomitic,packstone,3,Dolomitic packstone,lithified,5,2.5y 7/2 (light gray),very fine sand,3,,,,,,,,,,,,,,,,bioturbated,inclined,Wackestone-packstone. Abundant white burrows.,,,,359,U1466,B,49,R,1,A
359-U1466B-49R-1-A,64,80,722.34,722.5,Dolomitic,packstone,3,Dolomitic packstone,lithified,5,2.5y 5/2 (grayish brown),very fine sand,3,foraminifera (benthic),,foraminifera (planktic),,fish debris,,,,tilted bedding,,,,moderate,3,,bioturbated,,,,,,359,U1466,B,49,R,1,A
359-U1466B-49R-1-A,80,84,722.5,722.54,Dolomitic,wackestone,2,Dolomitic wackestone,lithified,5,2.5y 8/2 (pale yellow),very fine sand,3,foraminifera (benthic),,foraminifera (planktic),,fish debris,,,,,,,,,,,bioturbated,inclined,,,,,359,U1466,B,49,R,1,A
359-U1466B-49R-1-A,84,101,722.54,722.71,Dolomitic,wackestone,2,Dolomitic wackestone,lithified,5,2.5y 5/2 (grayish brown),very fine sand,3,foraminifera (benthic),,foraminifera (planktic),,fish debris,,,,tilted bedding,,,,moderate,3,Planolites,bioturbated,sub-horizontal,Wackestone-packstone. Inclination decrease. Larger white burrows and small burrows.,,,,359,U1466,B,49,R,1,A
359-U1466B-49R-1-A,101,104,722.71,722.74,Dolomitic,wackestone,2,Dolomitic wackestone,lithified,5,2.5Y 8/1 (white),very fine sand,3,foraminifera (benthic),,foraminifera (planktic),,fish debris,,,,,,,,,,Planolites,bioturbated,sub-horizontal,Wackestone-packstone. Change to sub-parallel bedding.,,,,359,U1466,B,49,R,1,A
359-U1466B-49R-1-A,104,118,722.74,722.88,Dolomitic,packstone,3,Dolomitic packstone,lithified,5,2.5y 6/2 (light brownish gray),very fine sand,3,foraminifera (benthic),,foraminifera (planktic),,fish debris,,,,,,,,moderate,3,Planolites,bioturbated,horizontal,Wackestone-packstone.,,,,359,U1466,B,49,R,1,A
359-U1466B-49R-1-A,118,127,722.88,722.97,Dolomitic,packstone,3,Dolomitic packstone,lithified,5,2.5y 4/2 (dark grayish brown),very fine sand,3,foraminifera (benthic),,foraminifera (planktic),,fish debris,,,,,,,,moderate,3,Chondrites,,,Wackestone-packstone. Parallel bedding.,,,,359,U1466,B,49,R,1,A
359-U1466B-49R-CC-A,0,10,722.97,723.07,Dolomitic,wackestone,2,Dolomitic wackestone,lithified,5,2.5Y 7/2 (light gray),very fine sand,3,foraminifera (benthic),As moldic porosity,Halimeda,,red algae,fragmented gastropods and bivalves Common coral fragments up to 1 cm (2 species present),,,,mold,,,slight,2,,,,Wackestone-packstone.,,,,359,U1466,B,49,R,CC,A
359-U1466B-49R-CC-A,14,21,723.11,723.18,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,359,U1466,B,49,R,CC,A
359-U1466B-49R-CC-A,15,21,723.12,723.18,Dolomitic,wackestone,2,Dolomitic wackestone,lithified,5,2.5Y 7/2 (light gray),very fine sand,3,,,,,,,,,flaser bedding,,,,moderate,3,,gradational,horizontal,Wackestone-packstone.,,,,359,U1466,B,49,R,CC,A
359-U1466B-49R-CC-A,21,26,723.18,723.23,Dolomitic,wackestone,2,Dolomitic wackestone,lithified,5,2.5Y 7/2 (light gray),very fine sand,3,,,,,,,intraclast,Glauconite.,,,,,common,4,Chondrites,,,Wackestone-packstone.,,,,359,U1466,B,49,R,CC,A
359-U1466B-50R-1-A,0,17,731.4,731.57,Dolomitic,wackestone,2,Dolomitic wackestone,lithified,5,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (benthic),,foraminifera (planktic),,fish debris,,,,,,,,slight,2,,,,Lithified wackestone-packstone with planktonic forams (P).,,,,359,U1466,B,50,R,1,A
359-U1466B-50R-1-A,17,19,731.57,731.59,dolomitic,rudstone,6,dolomitic rudstone,lithified,5,2.5Y 8.5/1 (white),gravel,9,foraminifera (large benthic),,foraminifera (planktic),,coral (massive),Coral fragments.,intraclast,,,mold,Moldic perosity,,absent,0,,sharp,,"Very coarse to gravel size dolomitic limestone. Abundant large benthic forams and planktonic forams, Halimeda, red algae, fragmented gastropods and bivalves. Common coral fragments up to 1 cm (2 species present).",,,,359,U1466,B,50,R,1,A
359-U1466B-50R-1-A,19,21,731.59,731.61,Dolomitic,packstone,3,Dolomitic packstone,lithified,5,2.5Y 7/1 (light gray),very fine sand,3,foraminifera (benthic),,foraminifera (planktic),,fish debris,,,,,,,,slight,2,,gradational,,Lithified wackestone-packstone with planktonic forams (P). Poorly laminated (horizontal),,,,359,U1466,B,50,R,1,A
359-U1466B-50R-1-A,21,34,731.61,731.74,Dolomitic,packstone,3,Dolomitic packstone,lithified,5,2.5Y 8.5/1 (white),very fine sand,3,foraminifera (benthic),,foraminifera (planktic),,fish debris,,,,convolute bedded,,,,absent,0,,sharp,inclined,Lithified wackestone-packstone with strong convolute bedding.,,,,359,U1466,B,50,R,1,A
359-U1466B-50R-1-A,34,39,731.74,731.79,Dolomitic,wackestone,2,Dolomitic wackestone,lithified,5,2.5Y 8.5/1 (white),very fine sand,3,foraminifera (benthic),,foraminifera (planktic),,fish debris,,,,parallel lamination,,,,absent,0,,sharp,horizontal,Lithified wackestone-packstone with planktonic forams (P). Poorly laminated (inclined 15 -17 degrees)),,,,359,U1466,B,50,R,1,A
359-U1466B-50R-1-A,39,57,731.79,731.97,Dolomitic,packstone,3,Dolomitic packstone,lithified,5,2.5Y 7/1 (light gray),very fine sand,3,foraminifera (benthic),,foraminifera (planktic),,fish debris,,,,convolute bedded,,,,absent,0,,gradational,horizontal,Lithified wackestone-packstone with strong convolute bedding with flattened and stretched Chondrites.,,,,359,U1466,B,50,R,1,A
359-U1466B-50R-1-A,57,68,731.97,732.08,Dolomitic,packstone,3,Dolomitic packstone,lithified,5,2.5Y 5/1 (gray),very fine sand,3,foraminifera (benthic),,foraminifera (planktic),,fish debris,,,,parallel lamination,,,,slight,2,chondrites,gradational,horizontal,Dark gray poorly laminated wackestone (limestone).,,,,359,U1466,B,50,R,1,A
359-U1466B-50R-1-A,68,92,732.08,732.32,Dolomitic,wackestone,2,Dolomitic wackestone,lithified,5,10YR 7/1 (light gray),very fine sand,3,foraminifera (benthic),,foraminifera (planktic),,fish debris,,,,,,,,common,4,chondrites,scoured,horizontal,Lithified wackestone-packstone with strong convolute bedding with flattened and stretched Chondrites.,,,,359,U1466,B,50,R,1,A
359-U1466B-50R-1-A,92,100,732.32,732.4,Dolomitic,wackestone,2,Dolomitic wackestone,lithified,5,2.5Y 5/1 (gray),very fine sand,3,foraminifera (benthic),,foraminifera (planktic),,fish debris,,,,,,,,slight,2,chondrites,sharp,horizontal,Dark gray poorly laminated wackestone (limestone).,,,,359,U1466,B,50,R,1,A
