Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Lithology Prefix,Lithology Principal Name,Lithology Suffix,MAJ Lith. prefix+name+suffix [read only],TEPHRA type,Sediment structures,MAJ lith color (simple),MAJ Lith. color,MAJ Lith. abundance [%],MAJ Lith. ave. grain size ,MAJ Lith. ave. grain size rank [read only],MAJ Lith. max. grain size,MAJ Lith. max. grain size rank [read only],MAJ lithology comment,Minor Lithology Prefix,Minor Lithology Name,Minor Lithology Suffix,MIN Lith. prefix + name,MIN Lith. prefix+name+suffix,MIN Lith. name+suffix,MIN lith color (simple),MIN Lith. color,MIN Lith. abundance [%],MIN Lith. ave. grain size ,MIN Lith. ave. grain size rank,MIN Lith. max. grain size ,MIN Lith. max. grain size rank,MIN lithology comment,Lith. abundance sum [%],Bottom contact or boundary geometry,Bottom contact or boundary definition,Bottom contact or boundary attitude,Layer or bedding thickness,Grading,Amount of ash in lithology,Amount of ash in lithology rank [read only],Sedimentary structure comment,Bioturbation intensity,Bioturbation intensity rank [read only],Diagenetic structure,Macrofossil,General interval comment,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Extra Sample ID Data
355-U1456C-10H-1-A,130,150.0,68.1,68.3,,,nannofossil ooze,,nannofossil ooze,,,light gray,GLEY 1 5/10Y (greenish gray),,clay,1,clay,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355,U1456,C,10,H,1,A,
355-U1456C-10H-2-A,0,23.0,68.3,68.53,,,nannofossil ooze,,nannofossil ooze,,burrows,light gray,GLEY 1 5/10Y (greenish gray),,clay,1,clay,1,,,,,,,,,,,,,,,,,gradational,gradational,horizontal,medium bedded,,,,,,,,,,,,,355,U1456,C,10,H,2,A,
355-U1456C-10H-2-A,23,44.0,68.53,68.74,,foraminifer rich,nannofossil ooze,,foraminifer rich nannofossil ooze,,,light gray,GLEY 1 5/10Y (greenish gray),,clay,1,fine sand,4,,,,,,,,,,,,,,,,,erosive,sharp,horizontal,medium bedded,,,,,slight,2,,,,,,,355,U1456,C,10,H,2,A,
355-U1456C-10H-2-A,44,61.0,68.74,68.91,,,nannofossil ooze,,nannofossil ooze,,,light gray,GLEY 1 5/10Y (greenish gray),95,clay,1,clay,1,,nannofossil rich,silt,,nannofossil rich silt,nannofossil rich silt,silt,light gray,GLEY 1 5/10Y (greenish gray),5,silt,2,silt,2,,100,erosive,sharp,horizontal,medium bedded,,,,,,,,,,,,,355,U1456,C,10,H,2,A,
355-U1456C-10H-2-A,61,87.0,68.91,69.17,,nannofossil rich,clay,,nannofossil rich clay,,burrows,light gray,GLEY 1 5/10Y (greenish gray),70,clay,1,clay,1,,nannofossil rich,silt,,nannofossil rich silt,nannofossil rich silt,silt,light gray,GLEY 1 5/10Y (greenish gray),30,silt,2,silt,2,,100,erosive,scoured,horizontal,medium bedded,normally graded,,,,slight,2,,,,,,,355,U1456,C,10,H,2,A,
355-U1456C-10H-2-A,87,102.0,69.17,69.32,,,nannofossil ooze,,nannofossil ooze,,,light gray,GLEY 1 5/10Y (greenish gray),,clay,1,clay,1,,,,,,,,,,,,,,,,,gradational,gradational,horizontal,thinly bedded,,,,,,,,,,,,,355,U1456,C,10,H,2,A,
355-U1456C-10H-2-A,102,112.0,69.32,69.42,,foraminifer rich,nannofossil ooze,,foraminifer rich nannofossil ooze,,,light gray,GLEY 1 5/10Y (greenish gray),,clay,1,very fine sand,3,,,,,,,,,,,,,,,,,erosive,sharp,horizontal,thinly bedded,,,,,,,,,,,,,355,U1456,C,10,H,2,A,
355-U1456C-10H-2-A,112,136.0,69.42,69.66,,,nannofossil ooze,,nannofossil ooze,,burrows,light gray,GLEY 1 5/10Y (greenish gray),60,clay,1,clay,1,,nannofossil rich,silt,,nannofossil rich silt,nannofossil rich silt,silt,light gray,GLEY 1 5/10Y (greenish gray),40,silt,2,fine sand,4,,100,erosive,sharp,horizontal,thinly bedded,,,,,slight,2,,,,,,,355,U1456,C,10,H,2,A,
355-U1456C-10H-2-A,136,150.0,69.66,69.8,,,nannofossil ooze,,nannofossil ooze,,,light gray,GLEY 1 5/10Y (greenish gray),,clay,1,clay,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355,U1456,C,10,H,2,A,
355-U1456C-10H-3-A,0,5.0,69.8,69.85,,foraminifer rich,nannofossil ooze,,foraminifer rich nannofossil ooze,,,light gray,GLEY 1 5/10Y (greenish gray),,clay,1,fine sand,4,,,,,,,,,,,,,,,,,planar,sharp,horizontal,thinly bedded,,,,,,,,,,,,,355,U1456,C,10,H,3,A,
355-U1456C-10H-3-A,5,53.0,69.85,70.33,,,nannofossil ooze,,nannofossil ooze,,,light gray,GLEY 1 5/10Y (greenish gray),90,clay,1,clay,1,,foraminifer rich,nannofossil ooze,,foraminifer rich nannofossil ooze,foraminifer rich nannofossil ooze,nannofossil ooze,light gray,GLEY 1 5/10Y (greenish gray),10,clay,1,very fine sand,3,,100,planar,gradational,horizontal,thickly bedded,,,,,,,,,,,,,355,U1456,C,10,H,3,A,
355-U1456C-10H-3-A,53,69.0,70.33,70.49,,foraminifer rich,nannofossil ooze,,foraminifer rich nannofossil ooze,,,light gray,GLEY 1 5/10Y (greenish gray),60,very fine sand,3,fine sand,4,,,nannofossil ooze,,nannofossil ooze,nannofossil ooze,nannofossil ooze,light gray,GLEY 1 5/10Y (greenish gray),40,clay,1,clay,1,,100,erosive,sharp,horizontal,thinly bedded,normally graded,,,,,,,,,,,,355,U1456,C,10,H,3,A,
355-U1456C-10H-3-A,69,79.0,70.49,70.59,,nannofossil rich,clay,,nannofossil rich clay,,,light gray,GLEY 1 5/10Y (greenish gray),,clay,1,clay,1,,,,,,,,,,,,,,,,,gradational,gradational,horizontal,thinly bedded,,,,,,,,,,,,,355,U1456,C,10,H,3,A,
355-U1456C-10H-3-A,79,91.0,70.59,70.71,,foraminifer rich,nannofossil ooze,,foraminifer rich nannofossil ooze,,,light gray,GLEY 1 4/10Y (dark greenish gray),,silt,2,fine sand,4,,,,,,,,,,,,,,,,,erosive,sharp,horizontal,thinly bedded,,,,,,,,,,,,,355,U1456,C,10,H,3,A,
355-U1456C-10H-3-A,91,150.0,70.71,71.3,,,nannofossil ooze,,nannofossil ooze,,,light gray,GLEY 1 5/10Y (greenish gray),60,clay,1,clay,1,,foraminifer rich,nannofossil ooze,,foraminifer rich nannofossil ooze,foraminifer rich nannofossil ooze,nannofossil ooze,light gray,GLEY 1 5/10Y (greenish gray),40,silt,2,very fine sand,3,,100,,,,,,,,,,,,,,,,,355,U1456,C,10,H,3,A,
355-U1456C-10H-4-A,0,41.0,71.3,71.71,,foraminifer rich,nannofossil ooze,,foraminifer rich nannofossil ooze,,,light gray,GLEY 1 5/10Y (greenish gray),,clay,1,clay,1,,,,,,,,,,,,,,,,,erosive,scoured,horizontal,medium bedded,,,,,,,,,,,,,355,U1456,C,10,H,4,A,
355-U1456C-10H-4-A,41,150.0,71.71,72.8,,,nannofossil ooze,,nannofossil ooze,,,light gray,GLEY 1 5/10Y (greenish gray),60,clay,1,clay,1,,foraminifer rich,nannofossil ooze,,foraminifer rich nannofossil ooze,foraminifer rich nannofossil ooze,nannofossil ooze,light gray,GLEY 1 5/10Y (greenish gray),40,silt,2,very fine sand,3,,100,,,,,,,,,,,,,,,,,355,U1456,C,10,H,4,A,
355-U1456C-10H-5-A,0,73.0,72.8,73.53,,,nannofossil ooze,,nannofossil ooze,,,light gray,GLEY 1 6/10Y (greenish gray),,clay,1,clay,1,,,,,,,,,,,,,,,,,gradational,gradational,horizontal,thickly bedded,,,,,,,,,,,,,355,U1456,C,10,H,5,A,
355-U1456C-10H-5-A,73,117.0,73.53,73.97,,,nannofossil ooze,,nannofossil ooze,,,light gray,GLEY 1 6/10Y (greenish gray),70,clay,1,clay,1,,foraminifer rich,nannofossil ooze,,foraminifer rich nannofossil ooze,foraminifer rich nannofossil ooze,nannofossil ooze,light gray,GLEY 1 6/10Y (greenish gray),30,very fine sand,3,very fine sand,3,,100,erosive,scoured,horizontal,medium bedded,,,,,,,,,,,,,355,U1456,C,10,H,5,A,
355-U1456C-10H-5-A,117,150.0,73.97,74.3,,,nannofossil ooze,,nannofossil ooze,,,light gray,GLEY 1 6/10Y (greenish gray),80,clay,1,clay,1,,foraminifer rich,nannofossil ooze,,foraminifer rich nannofossil ooze,foraminifer rich nannofossil ooze,nannofossil ooze,light gray,GLEY 1 6/10Y (greenish gray),20,very fine sand,3,very fine sand,3,,100,,,,,,,,,,,,,,,,,355,U1456,C,10,H,5,A,
355-U1456C-10H-6-A,0,73.0,74.3,75.03,,,nannofossil ooze,,nannofossil ooze,,,light gray,GLEY 1 6/10Y (greenish gray),,clay,1,clay,1,,,,,,,,,,,,,,,,,gradational,gradational,horizontal,thickly bedded,,,,,,,,,,,,,355,U1456,C,10,H,6,A,
355-U1456C-10H-6-A,73,102.0,75.03,75.32,,,nannofossil ooze,,nannofossil ooze,,,light green,GLEY 1 6/10Y (greenish gray),70,clay,1,clay,1,,foraminifer rich,nannofossil ooze,,foraminifer rich nannofossil ooze,foraminifer rich nannofossil ooze,nannofossil ooze,light gray,GLEY 1 6/10Y (greenish gray),30,very fine sand,3,very fine sand,3,,100,,,,,,,,,,,,,,,,,355,U1456,C,10,H,6,A,
355-U1456C-10H-7-A,0,19.0,75.32,75.51,,,nannofossil ooze,,nannofossil ooze,,,light gray,GLEY 1 6/10Y (greenish gray),70,clay,1,clay,1,,foraminifer rich,nannofossil ooze,,foraminifer rich nannofossil ooze,foraminifer rich nannofossil ooze,nannofossil ooze,light gray,GLEY 1 6/10Y (greenish gray),30,very fine sand,3,very fine sand,3,,100,erosive,sharp,horizontal,thinly bedded,,,,,,,,,,,,,355,U1456,C,10,H,7,A,
355-U1456C-10H-7-A,19,80.0,75.51,76.12,,,nannofossil ooze,,nannofossil ooze,,,light gray,GLEY 1 6/10Y (greenish gray),,clay,1,clay,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355,U1456,C,10,H,7,A,
355-U1456C-10H-CC-A,0,9.0,76.12,76.21,,,nannofossil ooze,,nannofossil ooze,,,light gray,GLEY 1 6/10Y (greenish gray),,clay,1,clay,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355,U1456,C,10,H,CC,A,
355-U1456C-111,0,0.0,76.3,76.3,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355,U1456,C,111,,,,
355-U1456C-12H,0,937.0,77.3,86.67,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355,U1456,C,12,H,,,
355-U1456C-12H-1-A,0,39.0,77.3,77.69,,silty,clay,,silty clay,,,gray,GLEY 1 4/10Y (dark greenish gray),95,clay,1,silt,2,,silty,sand,,silty sand,silty sand,sand,gray,GLEY 1 4/10Y (dark greenish gray),5,very fine sand,3,fine sand,4,,100,erosive,scoured,horizontal,thickly bedded,,,,,,,,,,,,,355,U1456,C,12,H,1,A,
355-U1456C-12H-1-A,39,65.0,77.69,77.95,,nannofossil rich,clay,,nannofossil rich clay,,burrows,gray,GLEY 1 4/10Y (dark greenish gray),90,clay,1,clay,1,,nannofossil rich,sand,,nannofossil rich sand,nannofossil rich sand,sand,gray,GLEY 1 4/10Y (dark greenish gray),10,fine sand,4,medium sand,5,,100,erosive,scoured,horizontal,thickly bedded,,,,,slight,2,,,,,,,355,U1456,C,12,H,1,A,
355-U1456C-12H-1-A,65,114.0,77.95,78.44,,nannofossil rich,clay,,nannofossil rich clay,,burrows,gray,GLEY 1 4/10Y (dark greenish gray),95,clay,1,clay,1,,nannofossil rich,sand,,nannofossil rich sand,nannofossil rich sand,sand,gray,GLEY 1 4/10Y (dark greenish gray),5,silt,2,fine sand,4,,100,gradational,gradational,horizontal,medium bedded,,,,,,,,,,,,,355,U1456,C,12,H,1,A,
355-U1456C-12H-1-A,114,150.0,78.44,78.8,,nannofossil rich,clay,,nannofossil rich clay,,burrows,light gray,GLEY 1 5/10Y (greenish gray),60,clay,1,clay,1,,nannofossil rich,silt,,nannofossil rich silt,nannofossil rich silt,silt,light gray,GLEY 1 5/10Y (greenish gray),40,silt,2,very fine sand,3,,100,,,,,,,,,,,,,,,,,355,U1456,C,12,H,1,A,
355-U1456C-12H-2-A,0,17.0,78.8,78.97,,,nannofossil ooze,,nannofossil ooze,,,light green,GLEY 1 6/10Y (greenish gray),,clay,1,clay,1,,,,,,,,,,,,,,,,,gradational,gradational,horizontal,medium bedded,,,,,,,,,,,,,355,U1456,C,12,H,2,A,
355-U1456C-12H-2-A,17,29.0,78.97,79.09,,nannofossil rich,clay,,nannofossil rich clay,,burrows,gray,GLEY 1 5/10Y (greenish gray),,clay,1,clay,1,,,,,,,,,,,,,,,,,erosive,scoured,horizontal,thinly bedded,,,,,slight,2,,,,,,,355,U1456,C,12,H,2,A,
355-U1456C-12H-2-A,29,59.0,79.09,79.39,,,calcareous ooze,,calcareous ooze,,burrows,white,10YR 8/1 (white),,clay,1,clay,1,,,,,,,,,,,,,,,,,erosive,scoured,horizontal,thickly bedded,,,,,slight,2,,,,,,,355,U1456,C,12,H,2,A,
355-U1456C-12H-2-A,59,72.0,79.39,79.52,,,nannofossil ooze,,nannofossil ooze,,burrows,light gray,GLEY 1 6/10Y (greenish gray),,clay,1,clay,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355,U1456,C,12,H,2,A,
355-U1456C-12H-2-A,72,91.0,79.52,79.71,,,calcareous ooze,,calcareous ooze,,burrows,white,10YR 8/1 (white),,clay,1,clay,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355,U1456,C,12,H,2,A,
355-U1456C-12H-2-A,91,101.0,79.71,79.81,,nannofossil rich,clay,,nannofossil rich clay,,,gray,GLEY 1 5/10Y (greenish gray),70,clay,1,clay,1,,foraminifer rich,nannofossil ooze,,foraminifer rich nannofossil ooze,foraminifer rich nannofossil ooze,nannofossil ooze,light gray,GLEY 1 5/10Y (greenish gray),30,silt,2,fine sand,4,,100,erosive,scoured,horizontal,thinly bedded,,,,,,,,,,,,,355,U1456,C,12,H,2,A,
355-U1456C-12H-2-A,101,128.0,79.81,80.08,,,calcareous ooze,,calcareous ooze,,burrows,white,10YR 8/1 (white),,clay,1,clay,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355,U1456,C,12,H,2,A,
355-U1456C-12H-2-A,128,150.0,80.08,80.3,,,nannofossil ooze,,nannofossil ooze,,burrows,white,10YR 8/1 (white),,clay,1,clay,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355,U1456,C,12,H,2,A,
355-U1456C-12H-3-A,0,21.0,80.3,80.51,,,nannofossil ooze,,nannofossil ooze,,,light gray,GLEY 1 5/10Y (greenish gray),80,clay,1,clay,1,,nannofossil rich,silt,,nannofossil rich silt,nannofossil rich silt,silt,light gray,GLEY 1 5/10Y (greenish gray),20,silt,2,silt,2,,100,erosive,scoured,horizontal,medium bedded,normally graded,,,,,,,,,,,,355,U1456,C,12,H,3,A,
355-U1456C-12H-3-A,21,36.0,80.51,80.66,,,nannofossil ooze,,nannofossil ooze,,,light gray,GLEY 1 5/10Y (greenish gray),90,clay,1,clay,1,,nannofossil rich,silt,,nannofossil rich silt,nannofossil rich silt,silt,gray,GLEY 1 6/10Y (greenish gray),10,silt,2,silt,2,,100,erosive,scoured,horizontal,medium bedded,normally graded,,,,,,,,,,,,355,U1456,C,12,H,3,A,
355-U1456C-12H-3-A,36,111.0,80.66,81.41,,nannofossil rich,clay,,nannofossil rich clay,,burrows,gray,GLEY 1 4/10Y (dark greenish gray),90,clay,1,clay,1,,nannofossil rich,silt,,nannofossil rich silt,nannofossil rich silt,silt,gray,GLEY 1 4/10Y (dark greenish gray),10,silt,2,silt,2,,100,erosive,scoured,horizontal,medium bedded,normally graded,,,,slight,2,,,,,,,355,U1456,C,12,H,3,A,
355-U1456C-12H-3-A,111,150.0,81.41,81.8,,,nannofossil ooze,,nannofossil ooze,,burrows,gray,GLEY 1 5/10Y (greenish gray),70,clay,1,clay,1,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,gray,GLEY 1 4/10Y (dark greenish gray),30,clay,1,clay,1,,100,,,,,,,,,,,,,,,,,355,U1456,C,12,H,3,A,
355-U1456C-12H-4-A,0,87.0,81.8,82.67,,nannofossil rich,clay,,nannofossil rich clay,,,light gray,GLEY 1 5/10Y (greenish gray),60,clay,1,clay,1,,nannofossil rich,silt,,nannofossil rich silt,nannofossil rich silt,silt,gray,GLEY 1 5/10Y (greenish gray),40,silt,2,very fine sand,3,,100,erosive,scoured,horizontal,medium bedded,normally graded,,,,,,,,,,,,355,U1456,C,12,H,4,A,
355-U1456C-12H-4-A,87,150.0,82.67,83.3,,nannofossil rich,clay,,nannofossil rich clay,,,gray,GLEY 1 4/10Y (dark greenish gray),80,clay,1,clay,1,,nannofossil rich,silt,,nannofossil rich silt,nannofossil rich silt,silt,gray,GLEY 1 5/10Y (greenish gray),20,silt,2,silt,2,,100,,,,,,,,,,,,,,,,,355,U1456,C,12,H,4,A,
355-U1456C-12H-5-A,0,30.0,83.3,83.6,,nannofossil rich,clay,,nannofossil rich clay,,,gray,GLEY 1 4/10Y (dark greenish gray),90,clay,1,clay,1,,nannofossil rich,silt,,nannofossil rich silt,nannofossil rich silt,silt,gray,GLEY 1 4/10Y (dark greenish gray),10,silt,2,silt,2,,100,erosive,scoured,sub-horizontal,medium bedded,normally graded,,,,,,,,,,,,355,U1456,C,12,H,5,A,
355-U1456C-12H-5-A,30,140.0,83.6,84.7,,nannofossil rich,clay,,nannofossil rich clay,,burrows,gray,GLEY 1 5/10Y (greenish gray),,,,,,,,,,,,,,,,,,,,,,gradational,gradational,horizontal,thickly bedded,,,,,slight,2,,,,,,,355,U1456,C,12,H,5,A,
355-U1456C-12H-5-A,140,150.0,84.7,84.8,,foraminifer rich,nannofossil ooze,,foraminifer rich nannofossil ooze,,,light gray,GLEY 1 6/10Y (greenish gray),,clay,1,clay,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355,U1456,C,12,H,5,A,
355-U1456C-12H-6-A,0,15.0,84.8,84.95,,foraminifer rich,nannofossil ooze,,foraminifer rich nannofossil ooze,,,light gray,GLEY 1 5/10Y (greenish gray),70,silt,2,very fine sand,3,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,light gray,GLEY 1 5/10Y (greenish gray),30,clay,1,clay,1,,100,erosive,sharp,horizontal,thinly bedded,,,,,,,,,,,,,355,U1456,C,12,H,6,A,
355-U1456C-12H-6-A,15,31.0,84.95,85.11,,,nannofossil ooze,,nannofossil ooze,,burrows,light gray,GLEY 1 5/10Y (greenish gray),,clay,1,clay,1,,,,,,,,,,,,,,,,,bioturbated,bioturbated,horizontal,medium bedded,,,,,slight,2,,,,,,,355,U1456,C,12,H,6,A,
355-U1456C-12H-6-A,31,58.0,85.11,85.38,,nannofossil rich,silt,,nannofossil rich silt,,burrows,gray,GLEY 1 4/10Y (dark greenish gray),,silt,2,silt,2,,,,,,,,,,,,,,,,,erosive,sharp,horizontal,medium bedded,,,,,slight,2,,,,,,,355,U1456,C,12,H,6,A,
355-U1456C-12H-6-A,58,101.0,85.38,85.81,,,nannofossil ooze,,nannofossil ooze,,,light gray,GLEY 1 6/10Y (greenish gray),90,clay,1,clay,1,,nannofossil rich,silt,,nannofossil rich silt,nannofossil rich silt,silt,light gray,GLEY 1 6/10Y (greenish gray),10,silt,2,silt,2,,100,,,,,,,,,,,,,,,,,355,U1456,C,12,H,6,A,
355-U1456C-12H-7-A,0,55.0,85.81,86.36,,,nannofossil ooze,,nannofossil ooze,,,light gray,GLEY 1 6/10Y (greenish gray),95,clay,1,clay,1,,foraminifer rich,nannofossil ooze,,foraminifer rich nannofossil ooze,foraminifer rich nannofossil ooze,nannofossil ooze,light gray,GLEY 1 6/10Y (greenish gray),5,very fine sand,3,medium sand,5,,100,planar,gradational,horizontal,medium bedded,,,,,,,,,,,,,355,U1456,C,12,H,7,A,
355-U1456C-12H-7-A,55,67.0,86.36,86.48,,nannofossil rich,clay,,nannofossil rich clay,,,light gray,GLEY 1 5/10Y (greenish gray),,clay,1,clay,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355,U1456,C,12,H,7,A,
355-U1456C-12H-CC-A,0,14.0,86.48,86.62,,nannofossil rich,clay,,nannofossil rich clay,,,light gray,GLEY 1 5/10Y (greenish gray),60,clay,1,clay,1,,foraminifer rich,nannofossil ooze,,foraminifer rich nannofossil ooze,foraminifer rich nannofossil ooze,nannofossil ooze,light gray,GLEY 1 6/10Y (greenish gray),40,very fine sand,3,medium sand,5,,100,,,,,,,,,,,,,,,,,355,U1456,C,12,H,CC,A,
355-U1456C-13H,0,889.0,86.8,95.69,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355,U1456,C,13,H,,,
355-U1456C-13H-1-A,0,32.0,86.8,87.12,,nannofossil rich,clay,,nannofossil rich clay,,,dark gray,GLEY 1 3/10Y (very dark greenish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,erosive,scoured,sub-horizontal,thickly bedded,,,,,,,,,,,,,355,U1456,C,13,H,1,A,
355-U1456C-13H-1-A,32,69.0,87.12,87.49,,,sand,with foraminifers,sand with foraminifers,,,dark gray,GLEY 1 4/10Y (dark greenish gray),70,,,,,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,dark gray,GLEY 1 3/10Y (very dark greenish gray),30,clay,1,silt,2,,100,erosive,sharp,sub-horizontal,thickly bedded,normally graded,,,,,,,,,,,,355,U1456,C,13,H,1,A,
355-U1456C-13H-1-A,69,92.0,87.49,87.72,,nannofossil rich,clay,,nannofossil rich clay,,,dark gray,GLEY 1 3/10Y (very dark greenish gray),70,clay,1,silt,2,,,sand,with foraminifers,sand,sand with foraminifers,sand with foraminifers,dark gray,GLEY 1 3/10Y (very dark greenish gray),30,fine sand,4,medium sand,5,,100,erosive,scoured,sub-horizontal,thickly bedded,,,,,,,,,,,,,355,U1456,C,13,H,1,A,
355-U1456C-13H-1-A,92,150.0,87.72,88.3,,nannofossil rich,clay,,nannofossil rich clay,,burrows,dark gray,GLEY 1 3/10Y (very dark greenish gray),80,clay,1,silt,2,,,sand,with foraminifers,sand,sand with foraminifers,sand with foraminifers,dark gray,GLEY 1 3/10Y (very dark greenish gray),20,fine sand,4,medium sand,5,,100,,,,thickly bedded,,,,,,,,,,,,,355,U1456,C,13,H,1,A,
355-U1456C-13H-2-A,0,32.0,88.3,88.62,,nannofossil rich,clay,,nannofossil rich clay,,burrows,dark gray,GLEY 1 3/10Y (very dark greenish gray),80,clay,1,silt,2,,,sand,with foraminifers,sand,sand with foraminifers,sand with foraminifers,dark gray,GLEY 1 3/10Y (very dark greenish gray),20,fine sand,4,medium sand,5,,100,erosive,sharp,horizontal,thickly bedded,,,,,slight,2,,,,,,,355,U1456,C,13,H,2,A,
355-U1456C-13H-2-A,32,45.0,88.62,88.75,,,nannofossil ooze,with clay,nannofossil ooze,,,light gray,GLEY 1 5/10Y (greenish gray),80,clay,1,silt,2,,nannofossil rich,sand,,nannofossil rich sand,nannofossil rich sand,sand,light gray,GLEY 1 6/10Y (greenish gray),20,very fine sand,3,fine sand,4,,100,erosive,scoured,sub-horizontal,medium bedded,,,,,slight,2,,,,,,,355,U1456,C,13,H,2,A,
355-U1456C-13H-2-A,45,77.0,88.75,89.07,,nannofossil rich,clay,,nannofossil rich clay,,,dark gray,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355,U1456,C,13,H,2,A,
355-U1456C-13H-2-A,77,101.0,89.07,89.31,,nannofossil rich,clay,,nannofossil rich clay,,,dark gray,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355,U1456,C,13,H,2,A,
355-U1456C-13H-2-A,101,118.0,89.31,89.48,,,nannofossil ooze,,nannofossil ooze,,,light gray,GLEY 1 5/10Y (greenish gray),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355,U1456,C,13,H,2,A,
355-U1456C-13H-2-A,118,132.0,89.48,89.62,,,nannofossil ooze,with silt,nannofossil ooze with silt,,burrows,dark gray,GLEY 1 4/10Y (dark greenish gray),,silt,2,silt,2,,,,,,,,,,,,,,,,,bioturbated,sharp,sub-horizontal,medium bedded,,,,,moderate,3,,,,,,,355,U1456,C,13,H,2,A,
355-U1456C-13H-2-A,132,150.0,89.62,89.8,,,nannofossil ooze,,nannofossil ooze,,burrows,light gray,GLEY 1 5/10Y (greenish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,,,,medium bedded,,,,,slight,2,,,,,,,355,U1456,C,13,H,2,A,
355-U1456C-13H-3-A,0,10.0,89.8,89.9,,,nannofossil ooze,with silt,nannofossil ooze with silt,,burrows,light gray,GLEY 1 4/10Y (dark greenish gray),,silt,2,silt,2,,,,,,,,,,,,,,,,,bioturbated,bioturbated,sub-horizontal,thinly bedded,,,,,moderate,3,,,,,,,355,U1456,C,13,H,3,A,
355-U1456C-13H-3-A,10,23.0,89.9,90.03,,,nannofossil ooze,,nannofossil ooze,,burrows,light gray,GLEY 1 5/10Y (greenish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,bioturbated,bioturbated,sub-horizontal,medium bedded,,,,,slight,2,,,,,,,355,U1456,C,13,H,3,A,
355-U1456C-13H-3-A,23,39.0,90.03,90.19,,,nannofossil ooze,with silt,nannofossil ooze with silt,,burrows,dark gray,GLEY 1 4/10Y (dark greenish gray),80,silt,2,silt,2,,nannofossil rich,sand,,nannofossil rich sand,nannofossil rich sand,sand,dark gray,GLEY 1 4/10Y (dark greenish gray),20,fine sand,4,medium sand,5,,100,erosive,sharp,sub-horizontal,medium bedded,,,,,moderate,3,,,,,,,355,U1456,C,13,H,3,A,
355-U1456C-13H-3-A,39,57.0,90.19,90.37,,,nannofossil ooze,,nannofossil ooze,,burrows,light gray,GLEY 1 5/10Y (greenish gray),70,clay,1,silt,2,,nannofossil rich,sand,,nannofossil rich sand,nannofossil rich sand,sand,dark gray,GLEY 1 4/10Y (dark greenish gray),30,fine sand,4,medium sand,5,,100,erosive,sharp,horizontal,medium bedded,,,,,moderate,3,,,,,,,355,U1456,C,13,H,3,A,
355-U1456C-13H-3-A,57,103.0,90.37,90.83,,,nannofossil ooze,,nannofossil ooze,,burrows,light gray,GLEY 1 6/10Y (greenish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,bioturbated,bioturbated,sub-horizontal,thickly bedded,,,,,slight,2,,,,,,,355,U1456,C,13,H,3,A,
355-U1456C-13H-3-A,103,136.0,90.83,91.16,,,calcareous ooze,,calcareous ooze,,burrows,white,GLEY 1 7/10Y (light greenish grey),90,clay,1,silt,2,,,calcareous ooze,with sand,calcareous ooze,calcareous ooze with sand,calcareous ooze with sand,light gray,GLEY 1 6/10Y (greenish gray),10,fine sand,4,medium sand,5,,100,bioturbated,gradational,sub-horizontal,thickly bedded,normally coarse-tail graded,,,,slight,2,,,,,,,355,U1456,C,13,H,3,A,
355-U1456C-13H-3-A,136,150.0,91.16,91.3,,,calcareous ooze,,calcareous ooze,,,white,GLEY 1 7/10Y (light greenish grey),,clay,1,silt,2,,,,,,,,,,,,,,,,,,,,medium bedded,,,,,,,,,,,,,355,U1456,C,13,H,3,A,
