Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],MAJ Lith. Prefix,MAJ Lith. Principal name,MAJ Lith. Suffix,MAJ Lith. prefix + name,MAJ Lith. prefix+name+suffix,MAJ Lith. name+suffix,MAJ Lith. abundance [%],MAJ Lith. color,MAJ Lith. ave. grain size ,MAJ Lith. ave. grain size rank,MAJ Lith. max. grain size,MAJ Lith. max. grain size rank,MIN Lith. Prefix,MIN Lith. Principal name,MIN Lith. Suffix,MIN Lith. prefix + name,MIN Lith. prefix+name+suffix,MIN Lith. name+suffix,MIN Lith. abundance [%],MIN Lith. color,MIN Lith. ave. grain size ,MIN Lith. ave. grain size rank,MIN Lith. max. grain size ,MIN Lith. max. grain size rank,Lith. abundance sum [%],Bottom contact or boundary type,"Layer, boundary, lamination, grading",Layer or bedding thickness,Clasts abundance,Diagenetic constituent,Diagenetic structure,Bioturbation intensity,Bioturbation intensity rank,Macrofossil abundance name,Deformational structures,General interval comment,MAJ Lith. Prefix abundance Plot [%],MAJ Lith. Principal name abundance Plot [%],File data
339-U1386A-3H-5-A,339,U1386,A,3,3-5,H,5,A,11,30,19.43,19.62,nannofossil [Leg339],mud [Leg339],,nannofossil   mud ,nannofossil  mud ,mud ,100,5y 4/1 (dark gray),silt [W22_1],2,medium sand [W22_2],5,,,,,,,,,,,,,100,bioturbated boundary or contact,massive [BJ84],,,,,sparse_339 [DB91],2,,,,100,100,
339-U1386A-3H-5-A,339,U1386,A,3,3-5,H,5,A,30,85,19.62,20.17,nannofossil [Leg339],silty mud [Leg339],,nannofossil   silty mud ,nannofossil  silty mud ,silty mud ,100,5y 4/1 (dark gray),silt [W22_1],2,medium sand [W22_2],5,,,,,,,,,,,,,100,,massive [BJ84],,,,,sparse_339 [DB91],2,,,,100,100,
339-U1386A-3H-5-A,339,U1386,A,3,3-5,H,5,A,85,95,20.17,20.27,,sandy silt [Leg339],with biogenic carbonate [Leg339],sandy silt ,sandy silt  with biogenic carbonate [Leg339],sandy silt   with biogenic carbonate [Leg339],100,5y 4/1 (dark gray),very fine sand [W22_2],3,medium sand [W22_2],5,,,,,,,,,,,,,100,gradational contact,massive [BJ84],,,,,sparse_339 [DB91],2,rare [A48],,"Mottled with Grey1 2.5Y 3/1, shell fragments",100,100,
339-U1386A-3H-5-A,339,U1386,A,3,3-5,H,5,A,95,117,20.27,20.49,nannofossil [Leg339],silty mud [Leg339],,nannofossil   silty mud ,nannofossil  silty mud ,silty mud ,100,5y 4/1 (dark gray),silt [W22_1],2,medium sand [W22_2],5,,,,,,,,,,,,,100,gradational contact,massive [BJ84],,,,,sparse_339 [DB91],2,,,,100,100,
339-U1386A-3H-5-A,339,U1386,A,3,3-5,H,5,A,117,150,20.49,20.82,nannofossil [Leg339],mud [Leg339],,nannofossil   mud ,nannofossil  mud ,mud ,100,5y 4/1 (dark gray),silt [W22_1],2,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,sparse_339 [DB91],2,rare [A48],,Shell fragments,100,100,
339-U1386A-3H-6-A,339,U1386,A,3,3-6,H,6,A,0,150,20.82,22.32,,sandy silt [Leg339],with biogenic carbonate [Leg339],sandy silt ,sandy silt  with biogenic carbonate [Leg339],sandy silt   with biogenic carbonate [Leg339],100,5y 4/1 (dark gray),very fine sand [W22_2],3,medium sand [W22_2],5,,,,,,,,,,,,,100,,massive [BJ84],,,,,slight_339 [DB91],3,,,,100,100,
339-U1386A-3H-7-A,339,U1386,A,3,3-7,H,7,A,0,43,22.32,22.75,nannofossil [Leg339],mud [Leg339],,nannofossil   mud ,nannofossil  mud ,mud ,100,5Y 4/1 (dark gray),silt [W22_1],2,medium sand [W22_2],5,,,,,,,,,,,,,100,gradational contact,massive [BJ84],,,,,sparse_339 [DB91],2,rare [A48],,Shell fragments,100,100,
339-U1386A-3H-7-A,339,U1386,A,3,3-7,H,7,A,43,49,22.75,22.81,nannofossil [Leg339],silty mud [Leg339],,nannofossil   silty mud ,nannofossil  silty mud ,silty mud ,100,5Y 4/1 (dark gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,irregular contact,massive [BJ84],,,,,sparse_339 [DB91],2,,,,100,100,
339-U1386A-3H-7-A,339,U1386,A,3,3-7,H,7,A,49,61,22.81,22.93,,sandy silt [Leg339],with biogenic carbonate [Leg339],sandy silt ,sandy silt  with biogenic carbonate [Leg339],sandy silt   with biogenic carbonate [Leg339],100,5y 4/1 (dark gray),very fine sand [W22_2],3,medium sand [W22_2],5,,,,,,,,,,,,,100,,massive [BJ84],,,,,slight_339 [DB91],3,,,,100,100,
339-U1386A-3H-CC-A,339,U1386,A,3,3-CC,H,CC,A,0,34,22.93,23.27,nannofossil [Leg339],mud [Leg339],,nannofossil   mud ,nannofossil  mud ,mud ,100,5Y 4/1 (dark gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,sparse_339 [DB91],2,rare [A48],,,100,100,
339-U1386A-4H-1-A,339,U1386,A,4,4-1,H,1,A,0,17,22.8,22.97,,silty sand [Leg339],with biogenic carbonate [Leg339],silty sand ,silty sand  with biogenic carbonate [Leg339],silty sand   with biogenic carbonate [Leg339],100,5y 4/1 (dark gray),very fine sand [W22_2],3,medium sand [W22_2],5,,,,,,,,,,,,,100,inclined boundary or contact,massive [BJ84],,,,,slight_339 [DB91],3,,,,100,100,
339-U1386A-4H-1-A,339,U1386,A,4,4-1,H,1,A,17,132,22.97,24.12,calcareous [Leg339],silty mud [Leg339],,calcareous   silty mud ,calcareous  silty mud ,silty mud ,100,5y 4/1 (dark gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,irregular contact,massive [BJ84],,,,,sparse_339 [DB91],2,rare [A48],,Shell fragments,100,100,
339-U1386A-4H-1-A,339,U1386,A,4,4-1,H,1,A,132,150,24.12,24.3,,silty sand [Leg339],with biogenic carbonate [Leg339],silty sand ,silty sand  with biogenic carbonate [Leg339],silty sand   with biogenic carbonate [Leg339],100,5y 4/1 (dark gray),very fine sand [W22_2],3,medium sand [W22_2],5,,,,,,,,,,,,,100,,massive [BJ84],,,,,slight_339 [DB91],3,rare [A48],,Shell fragments,100,100,
339-U1386A-4H-2-A,339,U1386,A,4,4-2,H,2,A,0,71,24.3,25.01,nannofossil [Leg339],mud [Leg339],,nannofossil   mud ,nannofossil  mud ,mud ,100,5y 4/1 (dark gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,irregular contact,massive [BJ84],,,,,sparse_339 [DB91],2,abundant [A48],,"shell fragments abundant at 45-59cm, Shell fragments at 60",100,100,
339-U1386A-4H-2-A,339,U1386,A,4,4-2,H,2,A,71,79,25.01,25.09,,silty sand [Leg339],with biogenic carbonate [Leg339],silty sand ,silty sand  with biogenic carbonate [Leg339],silty sand   with biogenic carbonate [Leg339],100,5y 4/1 (dark gray),very fine sand [W22_2],3,medium sand [W22_2],5,,,,,,,,,,,,,100,irregular contact,massive [BJ84],,,,,slight_339 [DB91],3,rare [A48],,,100,100,
339-U1386A-4H-2-A,339,U1386,A,4,4-2,H,2,A,79,143,25.09,25.73,calcareous [Leg339],silty mud [Leg339],,calcareous   silty mud ,calcareous  silty mud ,silty mud ,100,5y 4/1 (dark gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,gradational contact,massive [BJ84],,,,,sparse_339 [DB91],2,rare [A48],,Shell fragments at 87-88 cm,100,100,
