Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],MAJ Lith. Prefix,MAJ Lith. Principal name,MAJ Lith. Suffix,MAJ Lith. prefix+name+suffix [read only],Amount of ash in lithology,Amount of ash in lithology rank [read only],Sed. structures,MAJ Lith. color,Bioturbation intensity,Bioturbation intensity rank [read only],Clast abundance,Number of clasts (>2mm),Clast 1 igneous -  grain size,Clast 1 igneous -  roundness,Clast 2 sediment - grain size,Clast 2 sediment - roundness,Clast 3 metamorphic - grain size,Clast 3 metamorphic - roundness,Macrofossil,Diagenetic constituent,Diagenetic constituent composition,General interval comment,Bottom contact or boundary type,Bottom contact geometry,Ship File Links,Shore File Links,File Data
341-U1420A-62R-1-A,0,75,584.3,585.05,muddy [Leg339],clast-rich diamict [M89m],with sand [Leg339],muddy  clast-rich diamict  with sand ,,,,N 3 (very dark gray),,,,,,,,,,,,,,"cm; siltst 3, vein qtz 3, basalt 3, sandst 3, mudst 5",,,,,
341-U1420A-62R-1-A,75,80,585.05,585.1,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,
341-U1420A-62R-1-A,80,94,585.1,585.24,,,,,,,,,,,,,,,,,,,,,,2 sandstone pebbles 5 cm,,,,,
341-U1420A-63R-1-A,0,24,594,594.24,,mud [Leg210],with silt [Leg339],mud  with silt ,,,,N 4 (dark gray),none [DB86],0,present [A79],5,pebble [W22_2],subrounded,,,,,,,,,,,,,
341-U1420A-63R-1-A,24,44,594.24,594.44,,mud [Leg210],with silt [Leg339],mud  with silt ,,,,N 4 (dark gray),moderate [DB86],2,present [A79],1,,,,,,,,,,,,,,,
341-U1420A-63R-1-A,44,117,594.44,595.17,silty,mud [Leg210],,silty mud ,,,,N 4 (dark gray),slight [DB86],1,present [A79],3,,,pebble [W22_2],subrounded,,,,,,plus many small clasts (1-2mm),,,,,
341-U1420A-63R-1-A,117,150,595.17,595.5,,mud [Leg210],,mud ,,,,5G 4/1 (dark greenish gray),heavy [DB86],3,present [A79],1,,,,,,,,,,,,,,,
341-U1420A-63R-2-A,0,37,595.5,595.87,,mud [Leg210],,mud ,,,,5G 4/1 (dark greenish gray),heavy [DB86],3,present [A79],1,,,,,,,,,,,,,,,
341-U1420A-63R-2-A,37,52,595.87,596.02,,mud [Leg210],with foraminifers [Leg339],mud  with foraminifers ,,,,5G 4/1 (dark greenish gray),heavy [DB86],3,present [A79],3,,,,,,,,,,,,,,,
341-U1420A-63R-2-A,52,130,596.02,596.8,,mud [Leg210],,mud ,,,,5G 4/1 (dark greenish gray),heavy [DB86],3,present [A79],3,,,,,,,,,,"siltstone, sandstone, granitoid (small pebbles)",,,,,
341-U1420A-63R-2-A,130,140,596.8,596.9,,,,,,,,,,,,,,,,,,,,,,IW,,,,,
341-U1420A-63R-3-A,0,9,596.9,596.99,,mud [Leg210],,mud ,,,,5G 4/1 (dark greenish gray),moderate [DB86],2,absent [A79],,,,,,,,,,,,,,,,
341-U1420A-63R-3-A,9,139,596.99,598.29,,mud [Leg210],,mud ,,,,10Y 4/1 (dark greenish gray),none [DB86],0,present [A79],21,,,pebble [W22_2],subrounded,pebble [W22_2],subangular,,,,"clasts: sandstone, siltstone, granitoid, quartzite",,,,,
341-U1420A-63R-4-A,0,113,598.29,599.42,silty,mud [Leg210],with dispersed clasts,silty mud  with dispersed clasts,,,,10Y 4/1 (dark greenish gray),,,,,,,,,,,shell fragment,,,"siltst 5, sandst 1, basalt 1, mudst 2; cut shell at 54 cm, small shell fragments dispersed below;",gradational contact,,,,
341-U1420A-63R-4-A,113,150,599.42,599.79,,mud [Leg210],with common clasts,mud  with common clasts,,,,N 3 (very dark gray),,,,,,,,,,,,,,"sandst 6, siltst 4, basalt 2;",,,,,
341-U1420A-63R-5-A,0,132,599.79,601.11,silty,mud [Leg210],with common clasts,silty mud  with common clasts,,,,N 3 (very dark gray),,,,,,,,,,,,,,"siltst 8, sandst 9, basalt 5, granite 3, vein qtz 2; ",,,,,
341-U1420A-63R-CC-A,0,20,601.11,601.31,,mud [Leg210],with common clasts,mud  with common clasts,,,,N 3 (very dark gray),,,,,,,,,,,,,,"granite 2, basalt 2, siltst 4;",,,,,
341-U1420A-63R-CC-A,20,25,601.31,601.36,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,
341-U1420A-64R-1-A,0,112,603.7,604.82,silty,clast-rich diamict [M89m],,silty clast-rich diamict ,,,,N 3 (very dark gray),,,,,,,,,,,,,,"sandst 10, siltst 8, granite 1, rhyolite 1, mudstone 1, gneiss, basalt, vein qtz 5",,,,,
341-U1420A-64R-2-A,0,60,604.82,605.42,silty,clast-rich diamict [M89m],,silty clast-rich diamict ,,,,N 3 (very dark gray),,,,,,,,,,,,,,"granitoid 1, basalt 1, siltst 7, sandst 6, vein qtz 1, argillite 1, granite 1",,,,,
341-U1420A-64R-CC-A,0,12,605.42,605.54,silty,clast-rich diamict [M89m],,silty clast-rich diamict ,,,,N 3 (very dark gray),,,,,,,,,,,,,,"sandst 2, siltst 1, rhyolite breccia 1",,,,,
341-U1420A-64R-CC-A,12,17,605.54,605.59,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,
341-U1420A-64R-CC-A,17,23,605.59,605.65,silty,clast-rich diamict [M89m],,silty clast-rich diamict ,,,,N 3 (very dark gray),,,,,,,,,,,,,,,,,,,
341-U1420A-65R-1-A,0,137,613.4,614.77,silty,clast-rich diamict [M89m],,silty clast-rich diamict ,,,,N 3 (very dark gray),,,,,,,,,,,,,,"sandstone 6, basalt 1, granite 3, argillite 1, quarzite 1, greywacke 1, siltst 5, vein qtz",,,,,
341-U1420A-65R-1-A,137,147,614.77,614.87,,,,,,,,,,,,,,,,,,,,,,IW,,,,,
341-U1420A-65R-2-A,0,130,614.87,616.17,silty,clast-rich diamict [M89m],,silty clast-rich diamict ,,,,N 3 (very dark gray),,,,,,,,,,,,,,"basalt 3, sandst 7, siltst 5, mudstone 3, vein qtz 4,",,,,,
341-U1420A-65R-2-A,130,150,616.17,616.37,,,,,,,,,,,,,,,,,,,,,,DAIG,,,,,
341-U1420A-65R-3-A,0,124,616.37,617.61,silty,clast-rich diamict [M89m],,silty clast-rich diamict ,,,,N 3 (very dark gray),,,,,,,,,,,,,,"siltst 9, sandst 11, basalt 2, granite 1, quarzite 1",,,,,
341-U1420A-65R-CC-A,0,31,617.61,617.92,silty,clast-rich diamict [M89m],,silty clast-rich diamict ,,,,N 3 (very dark gray),,,,,,,,,,,,,,sandst 2,,,,,
341-U1420A-65R-CC-A,31,36,617.92,617.97,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,
341-U1420A-66R-1-A,0,150,623.1,624.6,silty,clast-poor diamict [M89m],,silty clast-poor diamict ,,,,N 3 (very dark gray),none [DB86],0,present [A79],,,,,,,,shell fragment,,,"clasts include: siltstone, sandstone, basalt, quartz, granite;
shell fragments @ 39, 55, 122cm",,,,,
341-U1420A-66R-2-A,0,125,624.6,625.85,silty,clast-poor diamict [M89m],,silty clast-poor diamict ,,,,N 3 (very dark gray),none [DB86],0,present [A79],,,,,,,,,,,"clasts include: granitoid, siltstone, sandstone, basalt, quartz;
clasts @ 26cm with rind",,,,,
341-U1420A-66R-2-A,125,135,625.85,625.95,,,,,,,,,,,,,,,,,,,,,,IW,,,,,
341-U1420A-66R-3-A,0,69,625.95,626.64,silty,clast-poor diamict [M89m],,silty clast-poor diamict ,,,,N 3 (very dark gray),none [DB86],0,present [A79],,,,,,,,,,,"clasts include: siltstone, sandstone, granite, basalt (all ~1cm or less)",,,,,
341-U1420A-66R-CC-A,0,23,626.64,626.87,silty,clast-poor diamict [M89m],,silty clast-poor diamict ,,,,N 3 (very dark gray),none [DB86],0,present [A79],,,,,,,,,,,"clasts include: siltstone, sandstone",,,,,
341-U1420A-67R-1-A,0,121,632.8,634.01,,clast-rich diamict [M89m],,clast-rich diamict ,,,,N 3 (very dark gray),,,,,,,,,,,,,,"basalt 5, rhyolite 2, granite 5, gabbro 1, siltst 10, sandst 10, vein qtz 3
",,,,,
341-U1420A-67R-2-A,0,52,634.01,634.53,,clast-rich diamict [M89m],,clast-rich diamict ,,,,N 3 (very dark gray),,,,,,,,,,,,,,"sandst 3, siltst 2, mudst 1",,,,,
341-U1420A-67R-CC-A,0,19,634.53,634.72,,,,,,,,,,,,,,,,,,,,,,"siltst 5, sandst 2, argillite 1,",,,,,
341-U1420A-68R-1-A,0,125,642.5,643.75,silty,mud [Leg210],with common clasts,silty mud  with common clasts,,,,N 3 (very dark gray),none [DB86],0,present [A79],,pebble [W22_2],subangular,pebble [W22_2],subrounded,,,shell fragment,,,"clasts include: basalt, sandstone, granite, siltstone, rhyolite, quartz;
shell fragment @ 23cm",,,,,
341-U1420A-68R-2-A,0,74,643.75,644.49,,mud [Leg210],with common clasts,mud  with common clasts,,,,N 3 (very dark gray),,,,,,,,,,,,,,"sandstone 6, basalt 2, rhyolite 1, siltst 5, vein qtz 1",,,,,
341-U1420A-68R-CC-A,0,24,644.49,644.73,,mud [Leg210],with common clasts,mud  with common clasts,,,,N 3 (very dark gray),,,,,,,,,,,,,,"siltst 2, sandst 3, quarzite 1",,,,,
341-U1420A-68R-CC-A,24,29,644.73,644.78,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,
341-U1420A-69R-1-A,0,140,652.2,653.6,muddy [Leg339],clast-rich diamict [M89m],with sand [Leg339],muddy  clast-rich diamict  with sand ,,,,N 3 (very dark gray),,,,,,,,,,,,,,"- clast-rich diamict with sandy mud matrix
- clasts of granules and pebbles
- clasts include greenstone, sandstones, granitoids, vein quartz, basalt(?), siltstone, rhyolitic fragments, gneiss (e.g. sec. 3)

- few shell fragments e.g. sect. 1, ~76 cm, ~114 cm

- smear slide 110: mud with sand and trace of volcanic ash",,,,,
341-U1420A-69R-1-A,140,150,653.6,653.7,,,,,,,,,,,,,,,,,,,,,,Sample IW,,,,,
341-U1420A-69R-2-A,0,56,653.7,654.26,muddy [Leg339],clast-rich diamict [M89m],with sand [Leg339],muddy  clast-rich diamict  with sand ,,,,N 3 (very dark gray),,,,,,,,,,,,,,"- clast-rich diamict with sandy mud matrix
- clasts of granules and pebbles
- clasts include greenstone, sandstones, granitoids, vein quartz, basalt(?), siltstone, rhyolitic fragments, gneiss (e.g. sec. 3)",,,,,
341-U1420A-69R-CC-A,0,8,654.26,654.34,,,,,,,,,,,,,,,,,,,,,,- gneiss pebble,,,,,
341-U1420A-69R-CC-A,8,13,654.34,654.39,,,,,,,,,,,,,,,,,,,,,,Sample PAL,,,,,
341-U1420A-69R-CC-A,13,19,654.39,654.45,muddy [Leg339],clast-rich diamict [M89m],with sand [Leg339],muddy  clast-rich diamict  with sand ,,,,N 3 (very dark gray),,,,,,,,,,,,,,"- clast-rich diamict with sandy mud matrix
- greenstones pebble and several black granules (not possible to identify)",,,,,
341-U1420A-70R-CC-A,0,13,661.9,662.03,sandy,clast-rich diamict [M89m],,sandy clast-rich diamict ,,,,N 3 (very dark gray),,,,,,,,,,,,,,"sandy clast rich diamict; clasts (up to 2 cm) include siltstone, sandstone, metasiltstone; not all of the matrix has been recovered (washed away while drilling); at the top only pebbles are left",,,,,
341-U1420A-70R-CC-A,13,19,662.03,662.09,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,
341-U1420A-70R-CC-A,19,24,662.09,662.14,sandy,clast-rich diamict [M89m],,sandy clast-rich diamict ,,,,N 3 (very dark gray),,,,,,,,,,,,,,,,,,,
341-U1420A-71R-1-A,7,112,671.67,672.72,sandy,clast-rich diamict [M89m],,sandy clast-rich diamict ,,,,N 3 (very dark gray),,,,,,,,,,,,,,"sandy clast rich diamict with granules and pebbles (up to 2x4 cm): siltstone, sandstone, greenstone, granitoids; on top two fall in siltstone pebbles, at the bottom 3 washed pebbles of green metasiltstone and dark gray metasandstone",,,,,
341-U1420A-71R-1-A,112,118,672.72,672.78,,,,,,,,,,,,,,,,,,,,,,PAL sample,,,,,
341-U1420A-72R-1-A,0,21,681.3,681.51,,,,,,,,,,,present [A79],2,,,cobble [W22_2],subrounded,,,,,,2 siltstone cobbles (12 and 7cm dia),,,,,
341-U1420A-72R-1-A,21,66,681.51,681.96,silty,clast-rich diamict [M89m],,silty clast-rich diamict ,,,,N 3 (very dark gray),none [DB86],0,present [A79],,pebble [W22_2],subangular,pebble [W22_2],subrounded,,,,,,"clasts include: volcanics (@ least one vesicular basalt), sandstone, siltstone, granite, quartz;
5cm clast @43cm: fine grained basalt or sedimentary??",,,,,
341-U1420A-73R-1-A,0,101,691,692.01,muddy [Leg339],clast-rich diamict [M89m],,muddy  clast-rich diamict ,,,,N 3 (very dark gray),,,,,,,,,,,,,,"basalt 7, siltst 5, argillite 1, sandst 2, rhyolite 1, vein qtz 1",,,,,
341-U1420A-73R-CC-A,0,5,692.01,692.06,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,
341-U1420A-74R-1-A,0,81,700.7,701.51,muddy [Leg339],clast-rich diamict [M89m],,muddy  clast-rich diamict ,,,,N 3 (very dark gray),,,,,,,,,,,,,,"sandstone 4, rhyolite 1, basalt 2, vein qtz 3, siltst 3, granite 1",,,,,
341-U1420A-74R-1-A,81,86,701.51,701.56,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,
341-U1420A-74R-1-A,86,88,701.56,701.58,muddy [Leg339],clast-rich diamict [M89m],,muddy  clast-rich diamict ,,,,N 3 (very dark gray),,,,,,,,,,,,,,"rhyolite, sandstone breccia",,,,,
341-U1420A-75R-1-#1-A,0,6,710.4,710.46,,,,,,,,,,,present [A79],1,,,,,,,,,,basalt,,,,,
341-U1420A-75R-1-#2-A,0,6,710.46,710.52,,,,,,,,,,,present [A79],1,,,,,,,,,,greywacke,,,,,
341-U1420A-75R-1-#3-A,0,3,710.52,710.55,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,
341-U1420A-75R-1-#3-A,3,7,710.55,710.59,,mud [Leg210],,mud ,,,,N 3 (very dark gray),none [DB86],0,present [A79],3,,,,,,,,,,pebbles (too small/too much mud to ID),,,,,
341-U1420A-75R-1-#4-A,0,3,710.59,710.62,,,,,,,,,,,present [A79],3,,,pebble [W22_2],subangular,pebble [W22_2],subrounded,,,,"2 sandtstones, 1 greywacke",,,,,
341-U1420A-75R-1-#5-A,0,8,710.62,710.7,,,,,,,,,,,present [A79],1,,,,,,,,,,siltstone,,,,,
341-U1420A-75R-1-#6-A,0,6,710.7,710.76,,,,,,,,,,,present [A79],1,,,,,,,,,,basalt,,,,,
341-U1420A-75R-1-#7-A,0,7,710.76,710.83,,,,,,,,,,,present [A79],1,,,,,,,,,,siltstone,,,,,
341-U1420A-75R-1-#8-A,0,6,710.83,710.89,,,,,,,,,,,present [A79],1,,,,,,,,,,granite,,,,,
341-U1420A-76R-1-#1-A,0,4,720.1,720.14,,,,,,,,,,,present [A79],1,,,,,,,,,,siltstone,,,,,
341-U1420A-76R-1-#2-A,0,4,720.14,720.18,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,
341-U1420A-76R-1-#3-A,0,7,720.18,720.25,,,,,,,,,,,present [A79],1,,,,,,,,,,greywacke,,,,,
341-U1420A-76R-1-#4-A,0,8,720.25,720.33,,,,,,,,,,,present [A79],4,pebble [W22_2],subangular,pebble [W22_2],subrounded,,,,,,"sandstone (2), siltstone, altered basalt",,,,,
341-U1420A-76R-1-#5-A,0,5,720.33,720.38,,,,,,,,,,,present [A79],1,,,,,,,,,,sandstone,,,,,
341-U1420A-76R-1-#6-A,0,8,720.38,720.46,,,,,,,,,,,present [A79],1,,,,,,,,,,metasiltstone,,,,,
341-U1420A-76R-1-#7-A,0,7,720.46,720.53,,,,,,,,,,,present [A79],1,,,,,,,,,,sandstone,,,,,
341-U1420A-77R-1-#1-A,0,8,729.8,729.88,,,,,,,,,,,present [A79],1,,,,,,,,,,basalt,,,,,
341-U1420A-77R-1-#10-A,0,5,730.42,730.47,,,,,,,,,,,present [A79],1,,,,,,,,,,sandstone,,,,,
341-U1420A-77R-1-#11-A,0,5,730.47,730.52,,,,,,,,,,,present [A79],1,,,,,,,,,,quarzite,,,,,
341-U1420A-77R-1-#12-A,0,9,730.52,730.61,,,,,,,,,,,present [A79],1,,,,,,,,,,sandstone,,,,,
341-U1420A-77R-1-#13-A,0,7,730.61,730.68,,,,,,,,,,,present [A79],1,,,,,,,,,,sandstone,,,,,
341-U1420A-77R-1-#2-A,0,7,729.88,729.95,,,,,,,,,,,present [A79],1,,,,,,,,,,volcanic,,,,,
341-U1420A-77R-1-#3-A,0,9,729.95,730.04,,mud [Leg210],,mud ,,,,N 3 (very dark gray),,,present [A79],1,,,,,pebble [W22_2],subangular,,,,gneiss,,,,,
341-U1420A-77R-1-#4-A,0,7,730.04,730.11,,,,,,,,,,,present [A79],1,,,,,,,,,,siltstone,,,,,
341-U1420A-77R-1-#5-A,0,7,730.11,730.18,,,,,,,,,,,present [A79],1,,,,,,,,,,sandstone,,,,,
341-U1420A-77R-1-#6-A,0,7,730.18,730.25,,,,,,,,,,,present [A79],1,,,,,,,,,,sandstone,,,,,
341-U1420A-77R-1-#7-A,0,3,730.25,730.28,,,,,,,,,,,present [A79],4,,,,,,,,,,"argillie 3, granite 1",,,,,
341-U1420A-77R-1-#8-A,0,4,730.28,730.32,,,,,,,,,,,present [A79],1,,,,,,,,,,basalt,,,,,
341-U1420A-77R-1-#9-A,0,10,730.32,730.42,,,,,,,,,,,present [A79],1,,,,,,,,,,basalt,,,,,
341-U1420A-78R-1-#1-A,0,5,739.5,739.55,,,,,,,,,,,present [A79],1,,,,,,,,,,siltstone,,,,,
341-U1420A-78R-1-#2-A,0,6,739.55,739.61,,,,,,,,,,,present [A79],1,,,,,,,,,,granite,,,,,
341-U1420A-78R-1-#3-A,0,9,739.61,739.7,,,,,,,,,,,present [A79],1,,,,,,,,,,sandstone,,,,,
341-U1420A-79R-1-#1-A,0,5,749.2,749.25,,,,,,,,,,,present [A79],1,,,,,,,,,,basalt,,,,,
341-U1420A-79R-1-#2-A,0,6,749.25,749.31,,,,,,,,,,,present [A79],1,,,,,,,,,,diorite,,,,,
341-U1420A-79R-1-#3-A,0,4,749.31,749.35,,,,,,,,,,,present [A79],1,,,,,,,,,,basalt,,,,,
341-U1420A-79R-1-#4-A,0,5,749.35,749.4,,,,,,,,,,,present [A79],1,,,,,,,,,,sandstone,,,,,
341-U1420A-79R-1-#5-A,0,4,749.4,749.44,,,,,,,,,,,present [A79],10,,,,,,,,,,argillite pebbles and granules,,,,,
341-U1420A-79R-1-#6-A,0,4,749.44,749.48,,,,,,,,,,,present [A79],1,,,,,,,,,,metasiltstone with fabric,,,,,
341-U1420A-80R-1-A,0,88,758.9,759.78,silty,mud [Leg210],,silty mud ,,,,5GY 4/1 (dark greenish gray),moderate [DB86],2,present [A79],4,,,pebble [W22_2],subrounded,,,,,,siltstone (1.5cm) and sandstone(6cm) at top of section,,,,,
341-U1420A-80R-1-A,88,97,759.78,759.87,silty,mud [Leg210],with sand [Leg339],silty mud  with sand ,,,,5GY 4/1 (dark greenish gray),moderate [DB86],2,absent [A79],,,,,,,,,,,,,,,,
341-U1420A-80R-1-A,97,128,759.87,760.18,silty,mud [Leg210],,silty mud ,,,,5GY 4/1 (dark greenish gray),moderate [DB86],2,present [A79],2,pebble [W22_2],subangular,,,,,,,,volcanic clast @ 115cm,,,,,
341-U1420A-80R-1-A,128,150,760.18,760.4,silty,mud [Leg210],,silty mud ,,,,5GY 4/1 (dark greenish gray),heavy [DB86],3,absent [A79],,,,,,,,,,,,,,,,
341-U1420A-80R-2-A,0,54,760.4,760.94,silty,mud [Leg210],,silty mud ,,,,5GY 4/1 (dark greenish gray),heavy [DB86],3,absent [A79],,,,,,,,,,,,,,,,
341-U1420A-80R-2-A,54,150,760.94,761.9,silty,mud [Leg210],,silty mud ,,,,5GY 4/1 (dark greenish gray),moderate [DB86],2,absent [A79],,,,,,,,,,,,,,,,
341-U1420A-80R-3-A,0,60,761.9,762.5,silty,mud [Leg210],,silty mud ,,,,5GY 4/1 (dark greenish gray),moderate [DB86],2,absent [A79],,,,,,,,shell fragment,,,shell fragment @ 11cm,gradational contact,,,,
341-U1420A-80R-3-A,60,140,762.5,763.3,silty,mud [Leg210],,silty mud ,,,,10Y 4/1 (dark greenish gray),heavy [DB86],3,absent [A79],,,,,,,,shell fragment,,,shell fragment @ 81cm,,,,,
341-U1420A-80R-3-A,140,150,763.3,763.4,,,,,,,,,,,,,,,,,,,,,,IW,,,,,
341-U1420A-80R-4-A,0,133,763.4,764.73,silty,mud [Leg210],,silty mud ,,,,10Y 4/1 (dark greenish gray),heavy [DB86],3,absent [A79],,,,,,,,,,,,,,,,
341-U1420A-80R-5-A,0,150,764.73,766.23,silty,mud [Leg210],,silty mud ,,,,10Y 4/1 (dark greenish gray),heavy [DB86],3,,,,,,,,,shell fragment,,,"shell, cross section at 48 cm",,,,,
341-U1420A-80R-6-A,0,126,766.23,767.49,silty,mud [Leg210],,silty mud ,,,,5GY 4/1 (dark greenish gray),heavy [DB86],3,,,,,,,,,shell fragment,,,"worm tube cross section at 25; shell layer, cross sections at 80 cm; worm tubes, cross section at 99 and 100 cm;",,,,,
341-U1420A-80R-6-A,126,142,767.49,767.65,silty,mud [Leg210],with dispersed clasts,silty mud  with dispersed clasts,,,,5GY 4/1 (dark greenish gray),heavy [DB86],3,,,,,,,,,,,,,,,,,
341-U1420A-80R-CC-A,0,32,767.65,767.97,silty,mud [Leg210],with dispersed clasts,silty mud  with dispersed clasts,,,,5GY 4/1 (dark greenish gray),heavy [DB86],3,,,,,,,,,,,,,,,,,
341-U1420A-80R-CC-A,32,37,767.97,768.02,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,
341-U1420A-81R-1-A,0,109,768.6,769.69,silty,clast-rich diamict [M89m],,silty clast-rich diamict ,,,,N 3 (very dark gray),none [DB86],0,present [A79],,pebble [W22_2],subangular,cobble [W22_2],subrounded,pebble [W22_2],subrounded,,,,"clasts include: basalt (19), argillite (3), granite (7), sandstone (4), siltstone (20), quartz (2)",,,,,
341-U1420A-81R-CC-A,0,4,769.69,769.73,,clast-rich diamict [M89m],,clast-rich diamict ,,,,N 3 (very dark gray),none [DB86],0,present [A79],,,,,,,,,,,basalt and siltstone,,,,,
341-U1420A-81R-CC-A,4,9,769.73,769.78,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,
341-U1420A-81R-CC-A,9,24,769.78,769.93,,,,,,,,,,,present [A79],7,pebble [W22_2],subrounded,pebble [W22_2],subrounded,,,,,,"small amount of clast-poor diamict remains;
clasts include: basalt (1), sandstone (2), siltstone (4)",,,,,
341-U1420A-82R-1-A,0,80,778.3,779.1,muddy [Leg339],clast-rich diamict [M89m],,muddy  clast-rich diamict ,,,,N 3 (very dark gray),,,,,,,,,,,,,,"basalt 15, siltstone 8, sandstone 5, rhyolite 2, vein qtz 5, argillite 2, granite 1;",,,,,
341-U1420A-82R-2-A,0,74,779.1,779.84,muddy [Leg339],clast-rich diamict [M89m],,muddy  clast-rich diamict ,,,,N 3 (very dark gray),,,,,,,,,,,,,,"basalt 9, vein qtz 4, sandst 4, granite 2, siltst 4",,,,,
341-U1420A-82R-2-A,74,77,779.84,779.87,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,
341-U1420A-82R-2-A,77,84,779.87,779.94,muddy [Leg339],clast-rich diamict [M89m],,muddy  clast-rich diamict ,,,,N 3 (very dark gray),,,,,,,,,,,,,,2 pebbles argillite + siltstone,,,,,
341-U1420A-83R-1-A,0,15,788,788.15,,,,,,,,,,,,,,,,,,,,,,IW sample,,,,,
341-U1420A-83R-1-A,15,57,788.15,788.57,,mud [Leg210],,mud ,,,,10Y 3/1 (very dark greenish gray),heavy [DB86],3,,,,,,,,,,,,very fine mud with sponge spicules; foram or gastropod @ 50.5 cm,,,,,
341-U1420A-83R-1-A,57,88,788.57,788.88,,mud [Leg210],with silt [Leg339],mud  with silt ,,,,10Y 4/1 (dark greenish gray),heavy [DB86],3,,,,,,,,,,,,very fine mud with increasing silt content (towards depth); few dispersed fine to medium lithic grains,,,,,
341-U1420A-83R-1-A,88,103,788.88,789.03,,clast-rich diamict [M89m],,clast-rich diamict ,,,,10Y 4/1 (dark greenish gray),,,,,,,,,,,,,,"fine, muddy matrix; granules and pebbles of black siltstone, greenstone",,,,,
341-U1420A-83R-2-A,0,60,789.03,789.63,muddy [Leg339],clast-rich diamict [M89m],with sand [Leg339],muddy  clast-rich diamict  with sand ,,,,N 3 (very dark gray),,,,,,,,,,,shell fragment,,,"muddy, partly more sandy clast rich diamict, pebbles (up to 4 cm) and granules: siltstone, metasiltstone, sandstone, granitoid, quartz; shell fragments @ 35 and 58 cm; metasandstone cobble @ 29 - 38 cm",,,,,
341-U1420A-83R-CC-A,0,19,789.63,789.82,muddy [Leg339],clast-rich diamict [M89m],with sand [Leg339],muddy  clast-rich diamict  with sand ,,,,N 3 (very dark gray),,,,,,,,,,,,,,"muddy, partly more sandy clast rich diamict, pebbles (up to 2 cm) and granules: siltstone, granitoid",,,,,
341-U1420A-83R-CC-A,19,24,789.82,789.87,,,,,,,,,,,,,,,,,,,,,,PAL sample,,,,,
341-U1420A-84R-1-A,0,95,797.7,798.65,muddy [Leg339],clast-rich diamict [M89m],with sand [Leg339],muddy  clast-rich diamict  with sand ,,,,N 3 (very dark gray),,,,,,,,,,,,,,"- clast-rich diamict with sandy-mud matrix
- granules and pebble clasts including well-cemented to slightly metamorphosed sandstone; sandstone; greenstone; shale (partly with pyrite); metasediment with quartz veins; vein quartz; siltstone/very-fine sandstone; partly weathered grano-dioritic pebble; green & fine-grained volcanic clast; basalt(?)",,,,,
341-U1420A-84R-1-A,95,100,798.65,798.7,,,,,,,,,,,,,,,,,,,,,,Sample PAL,,,,,
341-U1420A-84R-1-A,100,107,798.7,798.77,muddy [Leg339],clast-rich diamict [M89m],with sand [Leg339],muddy  clast-rich diamict  with sand ,,,,N 3 (very dark gray),,,,,,,,,,,,,,- see interval from 0-95 for details,,,,,
341-U1420A-85R-1-#1-A,0,4,807.4,807.44,,,,,,,,,,,present [A79],1,,,,,,,,,,metagraywacke,,,,,
341-U1420A-85R-1-#2-A,0,8,807.44,807.52,,,,,,,,,,,present [A79],1,,,,,,,,,,sandstone,,,,,
341-U1420A-85R-1-#3-A,0,6,807.52,807.58,,,,,,,,,,,present [A79],1,,,,,,,,,,granite or diorite,,,,,
341-U1420A-85R-1-#4-A,0,4,807.58,807.62,,,,,,,,,,,present [A79],1,,,,,,,,,,granite or diorite,,,,,
341-U1420A-85R-1-#5-A,0,3,807.62,807.65,,,,,,,,,,,present [A79],1,,,,,,,,,,small pebble of greenstone,,,,,
341-U1420A-85R-1-#6-A,0,4,807.65,807.69,,,,,,,,,,,present [A79],1,,,,,,,,,,greenish gray metasediment,,,,,
341-U1420A-85R-1-#7-A,0,3,807.69,807.72,,,,,,,,,,,,,,,,,,,,,,PAL sample,,,,,
341-U1420A-85R-1-#8-A,0,9,807.72,807.81,,,,,,,,,,,present [A79],1,,,,,,,,,,fine sand- or siltstone,,,,,
341-U1420A-85R-1-#9-A,0,7,807.81,807.88,,,,,,,,,,,present [A79],1,,,,,,,,,,fine sand- or siltstone,,,,,
341-U1420A-86R-1-A,0,135,817.1,818.45,muddy [Leg339],clast-rich diamict [M89m],with sand [Leg339],muddy  clast-rich diamict  with sand ,,,,N 3 (very dark gray),,,,,,,,,,,,,,"- clast-rich diamict with sandy-mud matrix
- granule and pebble clasts, including metasandstone, granite, mudstone, greenstone/basalt(?)",,,,,
341-U1420A-86R-1-A,135,150,818.45,818.6,,,,,,,,,,,,,,,,,,,,,,Sample DAIG,,,,,
