Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Drilling disturbance intensity,Drilling disturbance intensity rank,MAJ Lith. Principal name,MAJ Lith. abundance [%],MAJ Lith. max. grain size,MAJ Lith. max. grain size rank,MIN Lith. Principal name,MIN Lith. abundance [%],MIN Lith. max. grain size ,MIN Lith. max. grain size rank,Lith. abundance sum [%],Lith. comment,Clast percentage [%],Clast 1 igneous - pumiceous [%],Clast 1 igneous - pumiceous grain size,Clast 2 igneous - scoriaceous [%],Clast 2 igneous - scoriaceous grain size,Clast 3 igneous - massive [%],Clast 3 igneous - massive grain size,Clast 4 igneous - vesicular [%],Clast 4 igneous - vesicular grain size,Clast 5 volcaniclastic [%],Clast 5 volcaniclastic grain size,Clast 6 sediment [%],Clast 6 sediment grain size,Clast 7 -other lithology [%],Clast 7 -other lithology grain size,Clast lith. abund. sum [%],Clast lithology comment,Clast roundness,Matrix 1 igneous - pumiceous [%],Matrix 2 igneous - scoriaceous [%],Matrix 3 igneous - massive [%],Matrix 4 igneous - vesicular [%],Matrix 5 volcaniclastic [%],Matrix 6 sediment [%],Matrix 7 -other lithology [%],Matrix biogenic carbonate [%],Matrix detritical carbonate [%],Matrix carbonate [%],Matrix abund. sum [%],Matrix sorting,Matrix alteration intensity,Matrix alteration rank,Matrix comment,Deformational structures,Deformational structure strike [deg],Deformational structure dip [deg],Deformational structure comment,Groundmass modal percentage [%],Groundmass modal grain size [mm],Groundmass comments,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Extra Sample ID Data
340-U1398B-11H-7-A,0,3,82.21,82.24,severe [drilling disturbance],7,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,5,0,10,15,50,0,0,5,15,0,,very poor [BP01],rare [alteration],2,,,,,,,,,,340,U1398,B,11,H,7,A,
340-U1398B-11H-7-A,3,9,82.24,82.3,severe [drilling disturbance],7,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,0,100,,moderately well [BP01],rare [alteration],2,,,,,,,,,,340,U1398,B,11,H,7,A,
340-U1398B-11H-7-A,9,10,82.3,82.31,severe [drilling disturbance],7,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,5,0,10,15,50,0,0,5,15,0,,very poor [BP01],rare [alteration],2,,,,,,,,,,340,U1398,B,11,H,7,A,
340-U1398B-11H-7-A,10,14,82.31,82.35,severe [drilling disturbance],7,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,0,100,,moderately well [BP01],rare [alteration],2,,,,,,,,,,340,U1398,B,11,H,7,A,
340-U1398B-11H-7-A,14,15,82.35,82.36,severe [drilling disturbance],7,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,5,0,10,15,50,0,0,5,15,0,,very poor [BP01],rare [alteration],2,,,,,,,,,,340,U1398,B,11,H,7,A,
340-U1398B-11H-7-A,15,19,82.36,82.4,severe [drilling disturbance],7,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,0,100,,moderately well [BP01],rare [alteration],2,,,,,,,,,,340,U1398,B,11,H,7,A,
340-U1398B-11H-7-A,19,20,82.4,82.41,severe [drilling disturbance],7,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,5,0,10,15,50,0,0,5,15,0,,very poor [BP01],rare [alteration],2,,,,,,,,,,340,U1398,B,11,H,7,A,
340-U1398B-11H-7-A,20,25,82.41,82.46,severe [drilling disturbance],7,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,0,100,,moderately well [BP01],rare [alteration],2,,,,,,,,,,340,U1398,B,11,H,7,A,
340-U1398B-11H-7-A,25,26,82.46,82.47,severe [drilling disturbance],7,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,5,0,10,15,50,0,0,5,15,0,,very poor [BP01],rare [alteration],2,,,,,,,,,,340,U1398,B,11,H,7,A,
340-U1398B-11H-7-A,26,31,82.47,82.52,severe [drilling disturbance],7,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,0,100,,moderately well [BP01],rare [alteration],2,,,,,,,,,,340,U1398,B,11,H,7,A,
340-U1398B-11H-7-A,31,32,82.52,82.53,severe [drilling disturbance],7,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,5,0,10,15,50,0,0,5,15,0,,very poor [BP01],rare [alteration],2,,,,,,,,,,340,U1398,B,11,H,7,A,
340-U1398B-11H-7-A,32,39,82.53,82.6,severe [drilling disturbance],7,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,0,100,,moderately well [BP01],rare [alteration],2,,,,,,,,,,340,U1398,B,11,H,7,A,
340-U1398B-11H-7-A,39,40,82.6,82.61,severe [drilling disturbance],7,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,5,0,10,15,50,0,0,5,15,0,,very poor [BP01],rare [alteration],2,,,,,,,,,,340,U1398,B,11,H,7,A,
340-U1398B-11H-7-A,40,44.5,82.61,82.655,severe [drilling disturbance],7,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,0,100,,moderately well [BP01],rare [alteration],2,,,,,,,,,,340,U1398,B,11,H,7,A,
340-U1398B-11H-7-A,44.5,49,82.655,82.7,severe [drilling disturbance],7,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,5,0,10,15,50,0,0,5,15,0,,very poor [BP01],rare [alteration],2,,,,,,,,,,340,U1398,B,11,H,7,A,
340-U1398B-11H-CC-A,0,5.5,82.7,82.755,severe [drilling disturbance],7,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,Drilling biscuits.,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,0,100,,moderately well [BP01],rare [alteration],2,,,,,,,,,,340,U1398,B,11,H,CC,A,
340-U1398B-11H-CC-A,5.5,11,82.755,82.81,severe [drilling disturbance],7,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,Drilling biscuits.,0,0,,0,,0,,0,,0,,0,,0,,,,,5,0,10,15,50,0,0,5,15,0,,very poor [BP01],rare [alteration],2,,,,,,,,,,340,U1398,B,11,H,CC,A,
340-U1398B-11H-CC-A,11,15,82.81,82.85,severe [drilling disturbance],7,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,Drilling biscuits.,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,0,100,,moderately well [BP01],rare [alteration],2,,,,,,,,,,340,U1398,B,11,H,CC,A,
340-U1398B-11H-CC-A,15,20,82.85,82.9,,,,,,,,,,,,PAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,340,U1398,B,11,H,CC,A,
340-U1398B-12H-1-A,0,10,82.9,83,high [drilling disturbance],6,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,1,0,99,,poor [BP01],rare [alteration],2,,,,,,,,,,340,U1398,B,12,H,1,A,
340-U1398B-12H-1-A,10,21,83,83.11,high [drilling disturbance],6,volcaniclastic-gravel [BGS-S81],100,pebble [W22_2],9,,,,,100,,50,100,pebble [W22_2],0,,0,,0,,0,,0,,0,,,,rounded,0,0,0,0,0,0,0,1,0,99,,poor [BP01],absent [alteration],0,,,,,,,,,,340,U1398,B,12,H,1,A,
340-U1398B-12H-1-A,21,150,83.11,84.4,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],100,coarse sand [T07],7,,,,,100,,3,0,pebble [W22_2],0,,0,,0,,0,,0,,0,,,,,30,0,30,0,37,0,0,1,2,0,,well [BP01],absent [alteration],0,,,,,,,,,,340,U1398,B,12,H,1,A,
340-U1398B-12H-2-A,0,102,84.4,85.42,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],100,coarse sand [T07],7,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,30,0,20,0,40,0,0,3,5,2,,moderate [BP01],absent [alteration],0,,,,,,,,,,340,U1398,B,12,H,2,A,
340-U1398B-12H-2-A,102,125,85.42,85.65,slight [drilling disturbance],2,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,1,0,99,,poor [BP01],rare [alteration],2,,,,,,,,,,340,U1398,B,12,H,2,A,
340-U1398B-12H-2-A,125,132.5,85.65,85.725,slight [drilling disturbance],2,calcareous sand [Leg210],100,fine sand [T07],4,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,30,0,0,35,30,5,,moderate [BP01],rare [alteration],2,,,,,,,,,,340,U1398,B,12,H,2,A,
340-U1398B-12H-2-A,132.5,140,85.725,85.8,slight [drilling disturbance],2,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,1,0,99,,poor [BP01],rare [alteration],2,,,,,,,,,,340,U1398,B,12,H,2,A,
340-U1398B-12H-2-A,140,150,85.8,85.9,,,,,,,,,,,,WR,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,340,U1398,B,12,H,2,A,
340-U1398B-12H-3-A,0,13,85.9,86.03,minimal [drilling disturbance],1,volcaniclastic-mud [BGS-S81],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,20,10,10,10,35,0,0,5,10,0,,moderate [BP01],rare [alteration],2,,,,,,,,,,340,U1398,B,12,H,3,A,
340-U1398B-12H-3-A,13,50,86.03,86.4,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,0,100,,moderately well [BP01],rare [alteration],2,,,,,,,,,,340,U1398,B,12,H,3,A,
340-U1398B-12H-3-A,50,57,86.4,86.47,minimal [drilling disturbance],1,volcaniclastic-mud [BGS-S81],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,2,3,25,0,10,10,20,30,,moderately well [BP01],rare [alteration],2,,,,,,,,,,340,U1398,B,12,H,3,A,
340-U1398B-12H-3-A,57,65.5,86.47,86.555,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,0,100,,moderately well [BP01],rare [alteration],2,,,,,,,,,,340,U1398,B,12,H,3,A,
340-U1398B-12H-3-A,65.5,66.5,86.555,86.565,minimal [drilling disturbance],1,volcaniclastic-mud [BGS-S81],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,15,15,15,10,35,0,0,3,2,5,,well [BP01],rare [alteration],2,,,,,,,,,,340,U1398,B,12,H,3,A,
340-U1398B-12H-3-A,66.5,70,86.565,86.6,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,0,100,,moderately well [BP01],rare [alteration],2,,,,,,,,,,340,U1398,B,12,H,3,A,
340-U1398B-12H-3-A,70,78,86.6,86.68,minimal [drilling disturbance],1,volcaniclastic-mud [BGS-S81],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,15,15,15,10,35,0,0,3,2,5,,well [BP01],rare [alteration],2,,,,,,,,,,340,U1398,B,12,H,3,A,
340-U1398B-12H-3-A,78,113,86.68,87.03,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,0,100,,moderately well [BP01],rare [alteration],2,,,,,,,,,,340,U1398,B,12,H,3,A,
340-U1398B-12H-3-A,113,118,87.03,87.08,minimal [drilling disturbance],1,volcaniclastic-mud [BGS-S81],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,15,15,15,10,35,0,0,3,2,5,,well [BP01],rare [alteration],2,,,,,,,,,,340,U1398,B,12,H,3,A,
340-U1398B-12H-3-A,118,150,87.08,87.4,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,0,100,,moderately well [BP01],rare [alteration],2,,,,,,,,,,340,U1398,B,12,H,3,A,
340-U1398B-12H-4-A,0,13,87.4,87.53,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,0,100,,moderately well [BP01],rare [alteration],2,,,,,,,,,,340,U1398,B,12,H,4,A,
340-U1398B-12H-4-A,13,15,87.53,87.55,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,5,10,20,10,42,0,0,3,10,0,,very poor [BP01],rare [alteration],2,,,,,,,,,,340,U1398,B,12,H,4,A,
340-U1398B-12H-4-A,15,20,87.55,87.6,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,0,100,,moderately well [BP01],rare [alteration],2,,,,,,,,,,340,U1398,B,12,H,4,A,
340-U1398B-12H-4-A,20,21,87.6,87.61,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,5,10,20,10,42,0,0,3,10,0,,very poor [BP01],rare [alteration],2,,,,,,,,,,340,U1398,B,12,H,4,A,
340-U1398B-12H-4-A,21,29,87.61,87.69,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,0,100,,moderately well [BP01],rare [alteration],2,,,,,,,,,,340,U1398,B,12,H,4,A,
340-U1398B-12H-4-A,29,31,87.69,87.71,minimal [drilling disturbance],1,volcaniclastic-mud [BGS-S81],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,5,0,10,15,10,0,0,10,20,30,,poor [BP01],rare [alteration],2,,,,,,,,,,340,U1398,B,12,H,4,A,
340-U1398B-12H-4-A,31,150,87.71,88.9,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,,20,80,pebble [W22_2],0,,0,,0,,0,,20,fine mud [T07],0,,,,rounded,5,0,10,15,10,0,0,10,20,30,,poor [BP01],rare [alteration],2,,,,,,,,,,340,U1398,B,12,H,4,A,
340-U1398B-12H-5-A,0,117,88.9,90.07,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,,10,100,granule [T07],0,,0,,0,,0,,0,,0,,,,rounded,2,0,20,10,64,0,0,1,3,0,,very poor [BP01],rare [alteration],2,,,,,,,,,,340,U1398,B,12,H,5,A,
340-U1398B-12H-6-A,0,150,90.07,91.57,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,1,0,20,15,59,0,0,2,3,0,,very poor [BP01],moderate [alteration],4,,,,,,,,,,340,U1398,B,12,H,6,A,
340-U1398B-12H-CC-A,0,10,91.57,91.67,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,1,0,20,15,59,0,0,2,3,0,,very poor [BP01],moderate [alteration],4,,,,,,,,,,340,U1398,B,12,H,CC,A,
340-U1398B-12H-CC-A,10,16,91.67,91.73,,,,,,,,,,,,PAL,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,340,U1398,B,12,H,CC,A,
340-U1398B-13H-1-A,0,27,91.7,91.97,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,Turbidite,2,0,,0,,100,pebble [W22_2],0,,0,,0,,0,,,,rounded,10,0,10,0,77,0,0,1,1,1,,well [BP01],absent [alteration],0,,,,,,,,,,340,U1398,B,13,H,1,A,
340-U1398B-13H-1-A,27,42,91.97,92.12,high [drilling disturbance],6,volcaniclastic-sand [BGS-S81],50,fine medium sand [T07],5,carbonate ooze [Leg178],50,silt-fine mud [T07],2,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,1,1,98,,very poor [BP01],rare [alteration],2,,,,,,,,,,340,U1398,B,13,H,1,A,
340-U1398B-13H-1-A,42,65,92.12,92.35,moderate [drilling disturbance],4,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,1,1,98,,poor [BP01],moderate [alteration],4,,,,,,,,,,340,U1398,B,13,H,1,A,
340-U1398B-13H-1-A,65,71,92.35,92.41,moderate [drilling disturbance],4,volcaniclastic-sand [BGS-S81],100,fine sand [T07],4,,,,,100,Tephra,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,5,0,80,0,0,0,5,10,,well [BP01],rare [alteration],2,,,,,,,,,,340,U1398,B,13,H,1,A,
340-U1398B-13H-1-A,71,87.5,92.41,92.575,moderate [drilling disturbance],4,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,1,1,98,,poor [BP01],moderate [alteration],4,,,,,,,,,,340,U1398,B,13,H,1,A,
340-U1398B-13H-1-A,87.5,126,92.575,92.96,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,Tephra (?),0,0,,0,,0,,0,,0,,0,,0,,,,,20,0,4,0,63,0,0,5,5,3,,well [BP01],absent [alteration],0,,,,,,,,,,340,U1398,B,13,H,1,A,
340-U1398B-13H-2-A,0,141,92.96,94.37,severe [drilling disturbance],7,volcaniclastic-sand [BGS-S81],100,coarse sand [T07],7,,,,,100,Massive drilling disturbance makes this unit's properties questionable.,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,20,5,65,0,0,2,3,5,,poor [BP01],moderate [alteration],4,,,,,,,,,,340,U1398,B,13,H,2,A,
340-U1398B-13H-3-A,0,50,94.37,94.87,severe [drilling disturbance],7,volcaniclastic-sand [BGS-S81],100,coarse sand [T07],7,,,,,100,Dropped and smashed back into barrel on core deck. Major drilling disturbance.,2,100,granule [T07],0,,0,,0,,0,,0,,0,,,,angular,0,0,15,0,60,0,0,5,5,15,,poor [BP01],moderate [alteration],4,,,,,,,,,,340,U1398,B,13,H,3,A,
340-U1398B-13H-3-A,50,151,94.87,95.88,severe [drilling disturbance],7,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,Dropped and smashed back into barrel on core deck. Major drilling disturbance. Sand up core barrel side and washed out.,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,0,100,,moderately well [BP01],rare [alteration],2,,,,,,,,,,340,U1398,B,13,H,3,A,
340-U1398B-13H-CC-A,0,10,95.88,95.98,,,,,,,,,,,,PAL,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,340,U1398,B,13,H,CC,A,
340-U1398B-14H-1-A,0,9,95.9,95.99,high [drilling disturbance],6,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,1,1,98,,poor [BP01],rare [alteration],2,,,,,,,,,,340,U1398,B,14,H,1,A,
340-U1398B-14H-1-A,9,114,95.99,97.04,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],100,coarse sand [T07],7,,,,,100,,1,0,,0,,0,,0,,0,,100,pebble [W22_2],0,,,,rounded,10,0,20,0,61,0,0,2,5,2,,moderate [BP01],absent [alteration],0,,,,,,,,,,340,U1398,B,14,H,1,A,
340-U1398B-14H-1-A,114,150,97.04,97.4,slight [drilling disturbance],2,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,1,1,98,,poor [BP01],moderate [alteration],4,,,,,,,,,,340,U1398,B,14,H,1,A,
340-U1398B-14H-2-A,0,8,97.4,97.48,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,20,0,20,0,55,0,0,2,3,0,,well [BP01],absent [alteration],0,,,,,,,,,,340,U1398,B,14,H,2,A,
340-U1398B-14H-2-A,8,134,97.48,98.74,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,coarse sand [T07],7,,,,,100,,2,100,pebble [W22_2],0,,0,,0,,0,,0,,0,,,,rounded,20,0,20,0,55,0,0,2,3,0,,moderate [BP01],absent [alteration],0,,,,,,,,,,340,U1398,B,14,H,2,A,
340-U1398B-14H-2-A,134,150,98.74,98.9,high [drilling disturbance],6,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,1,1,98,,poor [BP01],rare [alteration],2,,,,,,,,,,340,U1398,B,14,H,2,A,
340-U1398B-14H-3-A,0,13,98.9,99.03,high [drilling disturbance],6,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,1,1,98,,poor [BP01],rare [alteration],2,,,,,,,,,,340,U1398,B,14,H,3,A,
340-U1398B-14H-3-A,13,14,99.03,99.04,high [drilling disturbance],6,calcareous sand [Leg210],65,fine sand [T07],4,volcaniclastic-sand [BGS-S81],35,fine sand [T07],4,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,35,0,0,5,10,50,,poor [BP01],absent [alteration],0,,,,,,,,,,340,U1398,B,14,H,3,A,
340-U1398B-14H-3-A,14,44.5,99.04,99.345,slight [drilling disturbance],2,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,1,1,98,,poor [BP01],rare [alteration],2,,,,,,,,,,340,U1398,B,14,H,3,A,
340-U1398B-14H-3-A,44.5,46,99.345,99.36,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,fine sand [T07],4,,,,,100,Pinkish ash,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,1,0,99,0,0,0,0,0,,well [BP01],absent [alteration],0,,,,,,,,,,340,U1398,B,14,H,3,A,
340-U1398B-14H-3-A,46,93,99.36,99.83,slight [drilling disturbance],2,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,1,1,98,,poor [BP01],rare [alteration],2,,,,,,,,,,340,U1398,B,14,H,3,A,
340-U1398B-14H-3-A,93,96.5,99.83,99.865,slight [drilling disturbance],2,volcaniclastic-mud [BGS-S81],100,silt-fine mud [T07],2,,,,,100,Tephra,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,1,0,99,0,0,0,0,0,,well [BP01],absent [alteration],0,,,,,,,,,,340,U1398,B,14,H,3,A,
340-U1398B-14H-3-A,96.5,126,99.865,100.16,slight [drilling disturbance],2,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,1,1,98,,poor [BP01],rare [alteration],2,,,,,,,,,,340,U1398,B,14,H,3,A,
340-U1398B-14H-3-A,126,127,100.16,100.17,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,fine sand [T07],4,,,,,100,Tephra,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,1,0,99,0,0,0,0,0,,well [BP01],absent [alteration],0,,,,,,,,,,340,U1398,B,14,H,3,A,
340-U1398B-14H-3-A,127,134,100.17,100.24,slight [drilling disturbance],2,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,1,1,98,,poor [BP01],rare [alteration],2,,,,,,,,,,340,U1398,B,14,H,3,A,
340-U1398B-14H-3-A,134,140,100.24,100.3,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,fine sand [T07],4,,,,,100,Tephra,0,0,,0,,0,,0,,0,,0,,0,,,,,38,0,0,0,60,0,0,1,1,0,,well [BP01],absent [alteration],0,,,,,,,,,,340,U1398,B,14,H,3,A,
340-U1398B-14H-3-A,140,150,100.3,100.4,,,,,,,,,,,,WR,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,340,U1398,B,14,H,3,A,
340-U1398B-14H-4-A,0,9,100.4,100.49,minimal [drilling disturbance],1,volcaniclastic-mud [BGS-S81],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,23,0,5,0,60,0,0,2,5,5,,well [BP01],absent [alteration],0,,,,,,,,,,340,U1398,B,14,H,4,A,
340-U1398B-14H-4-A,9,20,100.49,100.6,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,0,100,,moderately well [BP01],rare [alteration],2,,,,,,,,,,340,U1398,B,14,H,4,A,
340-U1398B-14H-4-A,20,23,100.6,100.63,minimal [drilling disturbance],1,volcaniclastic-mud [BGS-S81],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,50,0,10,0,28,0,0,2,5,5,,moderate [BP01],rare [alteration],2,,,,,,,,,,340,U1398,B,14,H,4,A,
340-U1398B-14H-4-A,23,101,100.63,101.41,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,50,0,10,0,28,0,0,2,5,5,,moderate [BP01],rare [alteration],2,,,,,,,,,,340,U1398,B,14,H,4,A,
