Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithification,Lithology Prefix,Lithology Principal Name,Texture Rank,Lithology Suffix,MAJ Lith. prefix+name+suffix [read only],"FACIES (neritic, hemipelagic, pelagic)",MAJ lith color (simple),Fossil,Sedimentary structure,Diagenetic structure,Layer or bedding thickness,Bioturbation intensity,Bioturbation intensity rank [read only],Bottom contact or boundary definition,Bottom contact or boundary attitude,General interval comment,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Minor Lithology Prefix,Minor Lithology Name,Minor Lithology Suffix
356-U1464D-32H-3-A,0,56,290.2,290.76,unlithified,,mudstone,1.0,,mudstone,hemipelagic,olive gray,,,,,moderate,3.0,sharp,sub-vertical,"Unlithified, olive gray mudstone with very fine sand size disseminated.. Contact at 56 cm",,,,356,U1464,D,32,H,3,A,,,
356-U1464D-32H-3-A,56,150,290.76,291.7,unlithified,,mudstone,1.0,,mudstone,hemipelagic,light olive gray,,,,,slight,2.0,,,"Unlithified, light olive gray mudstone with slight bioturbation. From 92-95 cm broken shell fragments and pyrite nodules",,,,356,U1464,D,32,H,3,A,,,
356-U1464D-32H-4-A,0,101,291.7,292.71,unlithified,,mudstone,1.0,,mudstone,hemipelagic,olive gray,,,concretion,,moderate,3.0,,,"Unlithified, olive gray mudstone with moderate bioturbation and small benthic forams. A pyrite concretion 77-82 cm",,,,356,U1464,D,32,H,4,A,,,
356-U1464D-32H-5-A,0,71,292.71,293.42,unlithified,,mudstone,1.0,,mudstone,hemipelagic,olive gray,,,,,moderate,3.0,,,"Unlithified, olive gray mudstone with vf sand size grains disseminated and moderate bioturbation. Common benthic forams Cibicidoides",,,,356,U1464,D,32,H,5,A,,,
356-U1464D-32H-CC-A,0,7,293.42,293.49,unlithified,,mudstone,1.0,,mudstone,hemipelagic,olive gray,,,,,,,,,"Unlithified, olive gray mudstone",,,,356,U1464,D,32,H,CC,A,,,
356-U1464D-32H-CC-A,7,12,293.49,293.54,,,,,,,,,,,,,,,,,to pal,,,,356,U1464,D,32,H,CC,A,,,
356-U1464D-33X-1-A,0,139,293.5,294.89,unlithified,,mudstone,1.0,,mudstone,hemipelagic,olive gray,,,,,slight,2.0,,,"Unlithfied, olive gray mudstone with slight bioturbation. Sparse sand size shell fragments and small benthic foraminfers",,,,356,U1464,D,33,X,1,A,,,
356-U1464D-33X-1-A,0,150,293.5,295.0,,,,,,,,,,,,,,,,,"Unlithfied, olive gray mudstone",,,,356,U1464,D,33,X,1,A,,,
356-U1464D-33X-2-A,0,142,295.0,296.42,unlithified,,mudstone,1.0,,mudstone,hemipelagic,olive gray,,,,,,,,,"Unlithified, olive gray mudstone with dissminated pyrite mainly in burrows. Common small benthic forams",,,,356,U1464,D,33,X,2,A,,,
356-U1464D-33X-2-A,142,150,296.42,296.5,,,,,,,,,,,,,,,,,void,,,,356,U1464,D,33,X,2,A,,,
356-U1464D-33X-3-A,0,150,296.5,298.0,unlithified,,mudstone,1.0,,mudstone,hemipelagic,light gray,foraminifera (small benthic),intraclasts,pyrite (disseminated),,,,,,"Unlithified, light gray mudstone with intraclasts (subrounded and several cm's in diameter). Abundant benthic foraminifers and disseminated vf sand size pyrite grains",,,,356,U1464,D,33,X,3,A,,,
356-U1464D-33X-4-A,0,150,298.0,299.5,unlithified,,mudstone,1.0,,mudstone,hemipelagic,olive gray,foraminifera (small benthic),,pyrite (disseminated),,,,,,"Unlithified, olive gray mudstone with vf sand size pyrite grains disseminated and abundant small benthic forams",,,,356,U1464,D,33,X,4,A,,,
356-U1464D-33X-5-A,0,150,299.5,301.0,unlithified,,mudstone,1.0,,mudstone,hemipelagic,light olive gray,foraminifera (small benthic),,,,,,,,"Unlithified, light olive gray mudstone with abundant small benthic forams",,,,356,U1464,D,33,X,5,A,,,
356-U1464D-33X-6-A,0,114,301.0,302.14,unlithified,,mudstone,1.0,,mudstone,hemipelagic,light greenish gray,foraminifera (small benthic),,pyrite (disseminated),,,,,,"Unlithified, light greenish gray mudstone with abundant small benthic foraminfers, vf sand size pyrite grains disseminated and a flattened (by biscuiting) pyrite nodule",,,,356,U1464,D,33,X,6,A,,,
356-U1464D-33X-6-A,0,114,301.0,302.14,,,,,,,,,,,pyrite nodule,,,,,,,,,,356,U1464,D,33,X,6,A,,,
356-U1464D-33X-CC-A,0,31,302.14,302.45,unlithified,,mudstone,1.0,,mudstone,hemipelagic,light greenish gray,foraminifera (small benthic),,pyrite (disseminated),,,,,,"Unlithified, light greenish gray mudstone with common benthic forams and sparse disseminated pyrite",,,,356,U1464,D,33,X,CC,A,,,
356-U1464D-33X-CC-A,31,36,302.45,302.5,,,,,,,,,,,,,,,,,to pal,,,,356,U1464,D,33,X,CC,A,,,
356-U1464D-34X-1-A,0,150,299.3,300.8,unlithified,,mudstone,1.0,,mudstone,hemipelagic,light greenish gray,foraminifera (small benthic),,pyrite (disseminated),,,,,,"Unlithified, light greenish gray mudstone with abundant very fine sand size grains. Abundant small benthic foraminfers, common disseminated pyrite and a bryozoa fragment",,,,356,U1464,D,34,X,1,A,,,
356-U1464D-34X-2-A,0,150,300.8,302.3,unlithified,,mudstone,1.0,,mudstone,hemipelagic,light greenish gray,foraminifera (small benthic),,pyrite (disseminated),,,,,,"Unlithified, light greenish gray mudstone with abundant very fine sand size grains. Abundant small benthic foraminfers, common disseminated pyrite and a bryozoa fragment. Pyrite nodule",,,,356,U1464,D,34,X,2,A,,,
356-U1464D-34X-2-A,0,150,300.8,302.3,,,,,,,,,,,pyrite nodule,,,,,,,,,,356,U1464,D,34,X,2,A,,,
356-U1464D-34X-3-A,0,150,302.3,303.8,unlithified,,mudstone,1.0,,mudstone,hemipelagic,light greenish gray,,,pyrite (disseminated),,,,,,"Unlithified, light greenish gray mudstone with abundant very fine sand size grains. Abundant small benthic foraminfers, common disseminated pyrite and pyrite nodules",,,,356,U1464,D,34,X,3,A,,,
356-U1464D-34X-3-A,0,150,302.3,303.8,,,,,,,,,,,pyrite nodule,,,,,,,,,,356,U1464,D,34,X,3,A,,,
356-U1464D-34X-4-A,0,150,303.8,305.3,unlithified,,mudstone,1.0,,mudstone,hemipelagic,light olive gray,foraminifera (small benthic),,pyrite (disseminated),,,,,,"Unlithified, light greenish gray mudstone with abundant very fine sand size grains. Abundant small benthic foraminfers, common disseminated pyrite and nodules. Shell fragment",,,,356,U1464,D,34,X,4,A,,,
356-U1464D-34X-4-A,0,150,303.8,305.3,,,,,,,,,,,pyrite nodule,,,,,,,,,,356,U1464,D,34,X,4,A,,,
356-U1464D-34X-5-A,0,150,305.3,306.8,unlithified,,mudstone,1.0,with glauconite,mudstone with glauconite,hemipelagic,dark greenish gray,foraminifera (small benthic),,pyrite (disseminated),,moderate,3.0,,,"Unlithified, dark greenish gray mudstone with glauconite and abundant disseminated pyrite. Pyrite nodules. Abundant benthic foraminfers, an urchin spine. Moderate bioturbation",,,,356,U1464,D,34,X,5,A,,,
356-U1464D-34X-6-A,0,121,306.8,308.01,lithified,,mudstone,1.0,with glauconite,mudstone with glauconite,hemipelagic,dark greenish gray,foraminifera (small benthic),,pyrite (disseminated),,moderate,3.0,,,"Lithified, dark greenish gray mudstone with glauconite, fine sand size grains, abundant disseminated pyrite and moderate bioturbation. Pyrite forming laminae and bands, common towards base of Section. Small benthic foraminfers are abundant. Macros: brozoa common, bivalve fragments and an urchin spine.",,,,356,U1464,D,34,X,6,A,,,
356-U1464D-34X-7-A,0,73,308.01,308.74,lithified,,wackestone,2.0,with glauconite,wackestone with glauconite,hemipelagic,dark greenish gray,foraminifera (small benthic),,pyrite (disseminated),,moderate,3.0,,,"Lithified, dark greenish gray wackestone with glauconite and sand size grains. Abundant disseminated pyrite, sand size. Abundant small benthic foraminifers. Macros: common bivalve fragments 1 cm, bryozoan, urchin spine.",,,,356,U1464,D,34,X,7,A,,,
356-U1464D-34X-CC-A,0,31,308.74,309.05,lithified,,packstone,3.0,with glauconite,packstone with glauconite,neritic,dark gray,foraminifera (small benthic),,pyrite (disseminated),,moderate,3.0,,,"Lithified, dark gray packstone with glauconite and abundant disseminated pyrite. Coarse sand size grains. Benthic foraminifers abundant. Macros: bivalve fragments (1 cm), common, occasional bryozan, an urchin spine.",,,,356,U1464,D,34,X,CC,A,,,
356-U1464D-35X-1-A,0,53,309.0,309.53,lithified,,grainstone,4.0,,grainstone,hemipelagic,dark greenish gray,,,,,,,,,"Lithified dark greenish gray grainstone with coarse sand size grains. The grains are composed of abundant glauconite, pyrite, reddish brown grains and carbonate. Macrofossils include benthic foraminifers, bivalves, Cycloclypeus, bryozoan, full colonies,",,,,356,U1464,D,35,X,1,A,,,
356-U1464D-35X-CC-A,0,6,309.53,309.59,,,,,,,,,,,,,,,,,to pal,,,,356,U1464,D,35,X,CC,A,,,
356-U1464D-36X-1-A,0,70,318.7,319.4,lithified,foraminifer rich,grainstone,4.0,with glauconite,foraminifer rich grainstone with glauconite,hemipelagic,creamy gray,foraminifera (small benthic),,,,,,,,"Lithified, creamy grain foraminifer rich grainstone with glauconite and sand to coarse sand size grains. Grains are composed of glauconite, carbonate. Macrofossils include benthic foraminifers, bivalves, Cycloclypeus, bryozoan, full colonies, a baby sand dollar",,,,356,U1464,D,36,X,1,A,,,
356-U1464D-36X-CC-A,0,5,319.4,319.45,,,,,,,,,,,,,,,,,to pal,,,,356,U1464,D,36,X,CC,A,,,
356-U1464D-37X-CC-A,0,7,328.4,328.47,lithified,foraminifer rich,grainstone,4.0,,foraminifer rich grainstone,hemipelagic,creamy gray,foraminifera (small benthic),,,,,,,,"Lithified, creamy grain foraminifer rich grainstone with less glauconite and sand to coarse sand size grains. Grains are composed of glauconite, carbonate. Macrofossils include benthic foraminifers, bivalves, Cycloclypeus and bivalve fragments",,,,356,U1464,D,37,X,CC,A,,,
356-U1464D-37X-CC-A,7,12,328.47,328.52,,,,,,,,,,,,,,,,,to pal,,,,356,U1464,D,37,X,CC,A,,,
356-U1464D-38X-1-A,0,84,338.1,338.94,lithified,foraminifer rich,grainstone,4.0,,foraminifer rich grainstone,hemipelagic,creamy gray,foraminifera (small benthic),,,,,,,,"Lithified, creamy grain foraminifer rich grainstone with glauconite and sand to coarse sand size grains. Grains are composed of glauconite, carbonate. Macrofossils include benthic foraminifers, bivalves, Cycloclypeus, bryozoan, bivalves, sea urchin spine",,,,356,U1464,D,38,X,1,A,,,
356-U1464D-38X-CC-A,0,5,338.94,338.99,,,,,,,,,,,,,,,,,all to pal,,,,356,U1464,D,38,X,CC,A,,,
356-U1464D-39X-CC-A,0,18,347.8,347.98,lithified,foraminifer rich,grainstone,4.0,with glauconite,foraminifer rich grainstone with glauconite,hemipelagic,creamy gray,,,,,,,,,"Lithified, creamy grain foraminifer rich grainstone with glauconite and sand to coarse sand size grains. Grains are composed of glauconite, carbonate. Macrofossils include benthic foraminifers, bivalve fragments (3 cm long, pink) bryozoan.",,,,356,U1464,D,39,X,CC,A,,,
356-U1464D-39X-CC-A,18,34,347.98,348.14,,,grainstone,4.0,,grainstone,,,,,,,,,,,Grainstone compacted,,,,356,U1464,D,39,X,CC,A,,,
356-U1464D-39X-CC-A,34,39,348.14,348.19,,,,,,,,,,,,,,,,,to pal,,,,356,U1464,D,39,X,CC,A,,,
356-U1464D-41X-CC-A,0,6,367.2,367.26,lithified,foraminifer rich,grainstone,4.0,,foraminifer rich grainstone,hemipelagic,creamy gray,foraminifera (small benthic),,,,,,,,"Lihtfied, creamy gray foraminifer rich grainstone with very sparse glauconite and sand size grains, sparse bivalve fragments",,,,356,U1464,D,41,X,CC,A,,,
356-U1464D-42X-CC-A,0,8,376.9,376.98,lithified,foraminifer rich,grainstone,4.0,,foraminifer rich grainstone,hemipelagic,creamy gray,foraminifera (small benthic),,,,,,,,"Lithified, creamy gray, foraminifer rich grainstone with sparse glauconite and sand to coarse sand size grains. Large bivalve fragments (3 cm long).",,,,356,U1464,D,42,X,CC,A,,,
356-U1464D-43X-CC-A,0,16,386.6,386.76,lithified,skeletal,packstone,3.0,,skeletal packstone,neritic,cream,foraminifera (small benthic),solution cavity,,,,,,,"Lithified, skeletal cream packstone with benthic foraminifers, bivalves, large bryozoa,abundant unidentified bioclasts. Some solution cavities.",,,,356,U1464,D,43,X,CC,A,,,
356-U1464D-43X-CC-A,0,16,386.6,386.76,,,,,,,,,bivalve,,,,,,,,,,,,356,U1464,D,43,X,CC,A,,,
356-U1464D-43X-CC-A,0,16,386.6,386.76,,,,,,,,,bryozoa,,,,,,,,,,,,356,U1464,D,43,X,CC,A,,,
356-U1464D-43X-CC-A,16,21,386.76,386.81,,,,,,,,,,,,,,,,,PAL,,,,356,U1464,D,43,X,CC,A,,,
356-U1464D-44X-CC-A,0,8,396.3,396.38,lithified,,gypsum rock,,,gypsum rock,neritic,light brown,,,,,,,,,"Lithified, light brown gypsum crystals.",,,,356,U1464,D,44,X,CC,A,,,
356-U1464D-44X-CC-A,8,13,396.38,396.43,,,,,,,,,,,,,,,,,PAL,,,,356,U1464,D,44,X,CC,A,,,
356-U1464D-45X-CC-A,0,15,406.0,406.15,partially lithified,,mudstone,1.0,,mudstone,neritic,light gray,,,,thinly laminated,,,,,fall-in,,,,356,U1464,D,45,X,CC,A,,,
356-U1464D-45X-CC-A,15,25,406.15,406.25,partially lithified,,mudstone,1.0,,mudstone,neritic,,,,,,,,,,"Partially lithified, thinly laminated mudstone.",,,,356,U1464,D,45,X,CC,A,,,
356-U1464D-45X-CC-A,25,30,406.25,406.3,,,,,,,,,,,,,,,,,PAL,,,,356,U1464,D,45,X,CC,A,,,
356-U1464D-46X-CC-A,0,10,415.7,415.8,lithified,skeletal,packstone,3.0,,skeletal packstone,neritic,cream,bryozoa,microbialite,,,,,,,"Lithified, cream skeletal packstone with bryozoas, and unidentified bioclasts.",,,,356,U1464,D,46,X,CC,A,,,
356-U1464D-46X-CC-A,10,15,415.8,415.85,,,,,,,,,,,,,,,,,PAL,,,,356,U1464,D,46,X,CC,A,,,
356-U1464D-47X-CC-A,0,10,425.4,425.5,lithified,skeletal,packstone,3.0,,skeletal packstone,neritic,cream,foraminifera (large benthic),,,,,,,,"Lithified creamy skeletal packstone with larger benthic forams, rock is partially recrystallized.",,,,356,U1464,D,47,X,CC,A,,,
356-U1464D-48X-1-A,0,23,435.1,435.33,lithified,skeletal,packstone,3.0,,skeletal packstone,neritic,cream,coral (branching),intraclasts,,,,,,,"Lithified, cream colored packstone with corals (branching?), bryozoa and echinoderm fragments. Abundant molds of diverse fossils. Slightly recrystallized.",,,,356,U1464,D,48,X,1,A,,,
356-U1464D-48X-1-A,0,23,435.1,435.33,,,,,,,,,bryozoa,,,,,,,,,,,,356,U1464,D,48,X,1,A,,,
356-U1464D-48X-1-A,0,23,435.1,435.33,,,,,,,,,echinoderm,,,,,,,,,,,,356,U1464,D,48,X,1,A,,,
356-U1464D-48X-1-A,0,23,435.1,435.33,,,,,,,,,mold of fossil,,,,,,,,,,,,356,U1464,D,48,X,1,A,,,
356-U1464D-48X-CC-A,0,4,435.33,435.37,lithified,skeletal,packstone,3.0,,skeletal packstone,neritic,cream,coral (branching),intraclasts,,,,,,,"Lithified, cream colored packstone with corals (branching?), bryozoa and echinoderm fragments. Abundant molds of diverse fossils. Slightly recrystallized.",,,,356,U1464,D,48,X,CC,A,,,
356-U1464D-48X-CC-A,0,4,435.33,435.37,,,,,,,,,bryozoa,,,,,,,,,,,,356,U1464,D,48,X,CC,A,,,
356-U1464D-48X-CC-A,0,4,435.33,435.37,,,,,,,,,echinoderm,,,,,,,,,,,,356,U1464,D,48,X,CC,A,,,
356-U1464D-48X-CC-A,0,4,435.33,435.37,,,,,,,,,,,,,,,,,ATP,,,,356,U1464,D,48,X,CC,A,,,
356-U1464D-49X-1-A,0,4,444.8,444.84,unlithified,,mudstone,1.0,,mudstone,neritic,light gray,,,,thinly laminated,,,,,"Unlithified, thinly laminated, light gray mudstone.",,,,356,U1464,D,49,X,1,A,,,
356-U1464D-49X-1-A,4,50,444.84,445.3,lithified,skeletal,packstone,3.0,,skeletal packstone,neritic,light brown,echinoderm,intraclasts,,,moderate,3.0,,,"Lithified, light brown skeletal packstone. It contains abundant echinoderms, bryozoas, large benthic foraminifers.",,,,356,U1464,D,49,X,1,A,,,
356-U1464D-49X-1-A,4,50,444.84,445.3,,,,,,,,,bryozoa,,,,,,,,,,,,356,U1464,D,49,X,1,A,,,
356-U1464D-49X-1-A,4,50,444.84,445.3,,,,,,,,,foraminifera (large benthic),,,,,,,,,,,,356,U1464,D,49,X,1,A,,,
356-U1464D-51X-CC-A,0,7,464.2,464.27,partially lithified,,mudstone,1.0,,mudstone,neritic,light gray,,,gypsum nodule,thinly laminated,,,,,"Partially lithified, light gray, thinly laminated wackestone with gypsum crystals.",,,,356,U1464,D,51,X,CC,A,,,
356-U1464D-51X-CC-A,7,19,464.27,464.39,lithified,skeletal,packstone,3.0,,skeletal packstone,neritic,light brown,bivalve,intraclasts,gypsum nodule,,,,,,"Lithified, light brown skeletal packstone with gypsum crystals.",,,,356,U1464,D,51,X,CC,A,,,
356-U1464D-51X-CC-A,7,19,464.27,464.39,,,,,,,,,coral (branching),,,,,,,,,,,,356,U1464,D,51,X,CC,A,,,
356-U1464D-51X-CC-A,19,24,464.39,464.44,,,,,,,,,,,,,,,,,PAL,,,,356,U1464,D,51,X,CC,A,,,
356-U1464D-51X-CC-A,24,46,464.44,464.66,partially lithified,,mudstone,1.0,,mudstone,neritic,gray,,,,thinly laminated,,,,,"Partially lithified, light gray, thinly laminated mudstone with gypsum crystals.",,,,356,U1464,D,51,X,CC,A,,,
356-U1464D-52X-1-A,0,87,473.9,474.77,lithified,skeletal,packstone,3.0,,skeletal packstone,neritic,gray,bivalve,intraclasts,,,moderate,3.0,,,"Lithified, mottled skeletal packstone. The skeletal packstone contains abundant bivalves, bryzoas, echinoderms, branching corals, large benthic foraminifers. Moderate bioturbation.",,,,356,U1464,D,52,X,1,A,,,
356-U1464D-52X-1-A,0,87,473.9,474.77,,,,,,,,,bryozoa,,,,,,,,,,,,356,U1464,D,52,X,1,A,,,
356-U1464D-52X-1-A,0,87,473.9,474.77,,,,,,,,,coral (branching),,,,,,,,,,,,356,U1464,D,52,X,1,A,,,
356-U1464D-52X-1-A,0,87,473.9,474.77,,,,,,,,,echinoderm,,,,,,,,,,,,356,U1464,D,52,X,1,A,,,
356-U1464D-52X-1-A,0,87,473.9,474.77,,,,,,,,,foraminifera (large benthic),,,,,,,,,,,,356,U1464,D,52,X,1,A,,,
356-U1464D-52X-CC-A,0,8,474.77,474.85,,,,,,,,,,,,,,,,,ATP,,,,356,U1464,D,52,X,CC,A,,,
356-U1464D-54X-1-A,0,58,493.3,493.88,lithified,dolomitic,grainstone,4.0,,dolomitic grainstone,neritic,light brown,,solution cavity,,,moderate,3.0,,,"Lithified, light brown grainstone with moderate biotubation and sand size grains. Burrows (mm scale) are infilled with brown material (gypsum or dolomite?). Larger burrows (few cm scale) are dark gray or dark brown. Macrofossils include: benthic forams, molds of bivalves and urchin spine. Sparse kartic cavities.",,,,356,U1464,D,54,X,1,A,,,
356-U1464D-54X-CC-A,0,5,493.88,493.93,,,,,,,,,,,,,,,,,to pal,,,,356,U1464,D,54,X,CC,A,,,
356-U1464D-55X-1-A,0,132,503.0,504.32,lithified,dolomitic,grainstone,4.0,,dolomitic grainstone,neritic,light brown,,solution cavity,,,moderate,3.0,,,"Lihtified, light brow until 72 cm where there is a sharp contact, below this is is light gray, skeletal grainstone with sand size grains and up to granule size shells and fragments. Shells have been replaced most commonly with gypsum and to a lesser extent anhydrite. In some shells both gypsum and anhydrite co-exist. Burrows (mm scale) have been infilled with brown material likely gypsum, Also present, large burrows (several cm's long) and dark gray in color. Glauconite grains are common. Macrofossils: bivalves, gastropods and bryozoan up to 2 cm long. One bivalve is 5 cm long. A sand dollar replaced by gypsum is 3 cm long. Corals (Acropora, Fungiid). There are large and small benthic forams. Sharp contact at 72 cm",,,,356,U1464,D,55,X,1,A,,,
356-U1464D-55X-2-A,0,148,504.32,505.8,lithified,skeletal,grainstone,4.0,,skeletal grainstone,neritic,Light brownish gray,,,,,moderate,3.0,,,"Lithified, dark brown grainstone with sand size grains and abundant shell material. Below 104 cm it is light brown grainstone. Abundant glauconite grains. Burrows (mm scale) infilled with gypsum. Larger (up to a few cm long) shells have been replaced by gypsum and to a lesser extent anhydrite. In some shells both gypsum and anhydrite coexist. Macros include bivalves and gastropods up to 3 cm long. Bryozoan up to 5 mm, urchin spines sand size, and snakk and large benthic forams (Cycloclypeus) . Color variability dark brown up to 104 cm an light brown below could be a function of diagenesis (more gypsum in the Section above 104 cm)",,,,356,U1464,D,55,X,2,A,,,
356-U1464D-55X-3-A,0,78,505.8,506.58,lithified,dolomitic,grainstone,4.0,,dolomitic grainstone,neritic,brown,,,,,moderate,3.0,,,"Lithified, dolomitic grainstone with sand size grains and patches of darker brown (mottling). Possibly due to uneven diagenesis. Sparse and fine sand size glauconite grains. Shells are less abundant than in prior Sections. There are some solution cavities but most have been filled by gypsum. Shell fragments (mainly of bivalves) have been replaced by gypsum. Bivalves, gastropods. Bryozoan in upper 18 cm. Some urchin spines. Small and large benthic forams including Cycloclypeus, sand dollar. One anhydrite nodule.",,,,356,U1464,D,55,X,3,A,,,
356-U1464D-55X-CC-A,0,23,506.58,506.81,lithified,dolomitic,grainstone,4.0,,dolomitic grainstone,neritic,light brown,,solution cavity,,,moderate,3.0,,,"Lithified, litght brown dolomitic grainstone with sand size grains and patches of darker brown (mottling). Possibly due to uneven diagenesis. Sparse and fine sand size glauconite grains. Shells are less abundant than in prior Sections. There are some solution cavities but most have been filled by gypsum. Shell fragments (mainly of bivalves) are sand size and not easy to identify. Bivalves, urchin spines, bryozoan colony. Small benthic forams",,,,356,U1464,D,55,X,CC,A,,,
356-U1464D-55X-CC-A,23,28,506.81,506.86,,,,,,,,,,,,,,,,,to pal,,,,356,U1464,D,55,X,CC,A,,,
356-U1464D-55X-CC-A,28,33,506.86,506.91,lithified,dolomitic,grainstone,4.0,,dolomitic grainstone,neritic,light brown,,solution cavity,,,moderate,3.0,,,"Lithified, litght brown dolomitic grainstone with sand size grains and patches of darker brown (mottling). Possibly due to uneven diagenesis. Sparse and fine sand size glauconite grains. Shells are less abundant than in prior Sections. There are some solution cavities but most have been filled by gypsum. Shell fragments (mainly of bivalves) are sand size and not easy to identify. Bivalves, urchin spines, bryozoan colony. Small benthic forams",,,,356,U1464,D,55,X,CC,A,,,
356-U1464D-56X-1-A,0,104,507.8,508.84,lithified,dolomitic,mudstone,1.0,,dolomitic mudstone,neritic,brown,,solution cavity,,,complete,6.0,,,"Lithified, brown dolomitic mudstone with complete bioturbation. Burrows abundant and some filled with coarser sand size grains (possibly pyrite and glauconite). Small (mm-scale) burrows filled with gypsum. Some burrows also contain anhydrite nodules (few mm long). Shells are sparse but when present they have been replaced by gypsum. In a few gypsum is being replaced by anhydrite. A 3 mc long bivalve and <1cm bivalve fragments abundant. Occasional gastropod and bryozoan colony (< 1 cm) and small benthic forams.",,,,356,U1464,D,56,X,1,A,,,
356-U1464D-56X-2-A,0,104,508.84,509.88,lithified,dolomitic,mudstone,1.0,,dolomitic mudstone,neritic,light brown,,solution cavity,,,complete,6.0,,,"Lithified, light brown dolomitic mudstone with complete bioturbation. Burrows abundant and some filled with coarser sand size grains (possibly pyrite and glauconite). Small (mm-scale) burrows filled with gypsum. Some burrows also contain anhydrite nodules (few mm long). Shells are sparse but when present they have been replaced by gypsum. In a few gypsum is being replaced by anhydrite. Bivalve fragments < 2 cm most are smaller, couple of urchin spines a large coral polyp, gastropod and forams",,,,356,U1464,D,56,X,2,A,,,
356-U1464D-56X-3-A,0,12,509.88,510.0,lithified,dolomitic,mudstone,1.0,,dolomitic mudstone,neritic,light brown,,solution cavity,,,complete,6.0,,,"Lithified, brown dolomitic mudstone with complete bioturbation. Burrows abundant and some filled with coarser sand size grains (possibly pyrite and glauconite). Small (mm-scale) burrows filled with gypsum. Some burrows also contain anhydrite nodules (few mm long). Shells are sparse but when present they have been replaced by gypsum. In a few gypsum is being replaced by anhydrite. Foraminifers common",,,,356,U1464,D,56,X,3,A,,,
356-U1464D-56X-3-A,12,82,510.0,510.7,lithified,skeletal,packstone,3.0,,skeletal packstone,neritic,beige,,solution cavity,,,common,4.0,,,"LIthified, skeletal packstone with sand size grains and abundant macrofossils. Anhydrite nodules (mm to cm scale) are common. Both anhydrite and gypsum replacement of shells also common. Grains include pyrite and/or glauconite. Bivalves abundant, corals abundant fragments Acropora and Funjiid, gastropods, occsional bryozoan and forams",,,,356,U1464,D,56,X,3,A,,,
356-U1464D-56X-3-A,82,99,510.7,510.87,lithified,dolomitic,packstone,3.0,,dolomitic packstone,neritic,creamy brown,,solution cavity,,,moderate,3.0,,,"Lithified, creamy brown dolomitic packstone with fine sand size grains and abundant solution carities. Burrows at mm scale present and infilled with gypsum. Acropora fragments (>3 cm) and other unidentified pieces of corals, bivalve and gastropod fragments some benthic forams. Less anhydrite than in the Section above",,,,356,U1464,D,56,X,3,A,,,
356-U1464D-57X-1-A,0,60,512.7,513.3,lithified,dolomitic,wackestone,2.0,,dolomitic wackestone,neritic,light brown,,solution cavity,,,complete,6.0,,,"LIthified, light brown to dark brown dolomitic wackestone with sand size grains and large (10 cm long and 5 wide) anhydrite crystals with chicken wire structure. Burrows abundant the small ones (mm scale) are filled with gypsum. Smaller anhydrite nodules (1-2 cm) also common. Macros upper 18 cm include bivalves and coral fragments and occasional foram. Within the large anhydrite crystals there are Porites corals. In the lower 10 cm there are bivalve fragments replaced by gypsum",,,,356,U1464,D,57,X,1,A,,,
356-U1464D-57X-CC-A,0,3,513.3,513.33,,,,,,,,,,,,,,,,,to pal,,,,356,U1464,D,57,X,CC,A,,,
356-U1464D-58X-1-A,0,15,522.4,522.55,lithified,dolomitic,packstone,3.0,,dolomitic packstone,neritic,light brown,,solution cavity,,,complete,6.0,,,"Lithified, light brown dolomitic packstone with sand size grains and complete bioturbation. Macros include small bivalve fragments, benthic forams and a sand dollar fragment.",,,,356,U1464,D,58,X,1,A,,,
356-U1464D-58X-1-A,15,118,522.55,523.58,lithified,dolomitic,wackestone,2.0,,dolomitic wackestone,neritic,brown,,solution cavity,,,complete,6.0,,,"Lithified, brown, dolomitic wackestone with fine sand size grains and complete bioturbation. Burrows infilled with coarser material exhibit solution cavities. Shell replacement is mainly by gypsum and anhydrite nodules are not as common. Macrofossils are small bivalve fragments and bryozoan and forams",,,,356,U1464,D,58,X,1,A,,,
356-U1464D-58X-1-A,118,152,523.58,523.92,partially lithified,dolomitic,mudstone,1.0,,dolomitic mudstone,neritic,creamy green,,,,,,,,,"Partially lithified but extensively compressed dolomitic mudstone with shades of white cream, creamy green, gray, brown and gray. Looks like a clay rich mudstone",,,,356,U1464,D,58,X,1,A,,,
356-U1464D-58X-CC-A,0,5,523.92,523.97,,,,,,,,,,,,,,,,,to pal,,,,356,U1464,D,58,X,CC,A,,,
