Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Extra Sample ID Data,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Sample domain number (if >1 domain),Sample domain name (if >1 domain),Domain relative abundance [%],Lithology prefix,Lithology principal name,Lithology suffix,Lithology prefix+name [read only],Lithology prefix+name+suffix [read only],Lithology name+suffix [read only],Lithology  abundance [%],Lithology color (simple),Lithology color (Munsell),Lithology lithification,Lithology ave. grain size class,Lithology ave. grain size rank [read only],Lithology max. grain size class,Lithology max. grain size rank [read only],General interval comment,Bottom contact or boundary geometry,Bottom contact or boundary definition,Bottom contact or boundary attitude,Layer or bedding thickness,Sorting,Grading,Sedimentary structure,Bioturbation intensity,Bioturbation intensity rank [read only],Lithological asseccories,Diagenetic structure,Macrofossil,Macrofossil abundance name,Clasts (>2 mm) DOMINANT,Clasts (>2 mm) 2ND ORDER,Clasts (>2 mm) 3ND ORDER,Lithic clasts (>2 mm) DOMINANT,DOMINANT lithic roundness,Lithic clasts (>2 mm) 2ND ORDER,2ND lithic roundness,Lithic clasts (>2 mm) 3RD ORDER,3RD lithic roundness,Vitric clasts (>2 mm) DOMINANT,DOMINANT vitric roundness,Vitric clasts (>2 mm) 2ND ORDER,2ND vitric roundness,Vitric clasts (>2 mm) 3RD ORDER,3RD vitric roundness,Crystals (>2 mm) DOMINANT,DOMINANT crystal roundness,Crystals (>2 mm) 2ND ORDER,2ND crystal roundness,Crystals (>2 mm) 3RD ORDER,3RD crystal roundness,Clast comments,"Matrix, fines (<2 mm) DOMINANT","Matrix, fines (<2 mm) 2ND ORDER","Matrix, fines (<2 mm) 3ND ORDER",Matrix sorting,Matrix comments,File Data,Shore File Links
351-U1438D-39R-1-A,351,U1438,D,39,39-1,R,1,A,,45,51,568.45,568.51,,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,5G 4/1 (dark greenish gray),consolidated [2014],silt [W22_1],2,fine sand [W22_2],4,,planar,hardground,,,moderate [2014],,cross-lamination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-39R-1-A,351,U1438,D,39,39-1,R,1,A,,51,54,568.51,568.54,,,,,tuffaceous,fine sandstone [2014],,tuffaceous fine sandstone,tuffaceous fine sandstone,fine sandstone,,,N 3 (very dark gray),consolidated [2014],fine sand [W22_2],4,fine sand [W22_2],4,,irregular,wavy,,,moderate [2014],,cross-lamination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-39R-1-A,351,U1438,D,39,39-1,R,1,A,,54,76,568.54,568.76,,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,5G 4/1 (dark greenish gray),consolidated [2014],silt [W22_1],2,fine sand [W22_2],4,,planar,gradational,,,moderate [2014],normally graded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-39R-1-A,351,U1438,D,39,39-1,R,1,A,,54,76,568.54,568.76,,,,,,,,,,,,,,,,,,,,,,,,,,,strong,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-39R-1-A,351,U1438,D,39,39-1,R,1,A,,76,88,568.76,568.88,,,,,tuffaceous,fine sandstone [2014],,tuffaceous fine sandstone,tuffaceous fine sandstone,fine sandstone,,,N 3 (very dark gray),consolidated [2014],fine sand [W22_2],4,fine sand [W22_2],4,,irregular,wavy,,,moderate [2014],normally graded,planar lamination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-39R-1-A,351,U1438,D,39,39-1,R,1,A,,76,88,568.76,568.88,,,,,,,,,,,,,,,,,,,,,,,,,,,slight,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-39R-1-A,351,U1438,D,39,39-1,R,1,A,,88,93,568.88,568.93,,,,,,,,,,,,,,,,,,,,,,,,,,,strong,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-39R-1-A,351,U1438,D,39,39-1,R,1,A,,88,106,568.88,569.06,,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,5G 4/1 (dark greenish gray),consolidated [2014],silt [W22_1],2,fine sand [W22_2],4,,planar,sharp,,,moderate [2014],,planar lamination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-39R-1-A,351,U1438,D,39,39-1,R,1,A,,93,109,568.93,569.09,,,,,,,,,,,,,,,,,,,,,,,,,,,slight,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-39R-1-A,351,U1438,D,39,39-1,R,1,A,,106,109,569.06,569.09,,,,,tuffaceous,fine sandstone [2014],,tuffaceous fine sandstone,tuffaceous fine sandstone,fine sandstone,,,N 3 (very dark gray),consolidated [2014],fine sand [W22_2],4,fine sand [W22_2],4,,irregular,wavy,,,moderate [2014],,planar lamination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-39R-1-A,351,U1438,D,39,39-1,R,1,A,,109,150,569.09,569.5,,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,5G 4/1 (dark greenish gray),consolidated [2014],silt [W22_1],2,fine sand [W22_2],4,,,,,,moderate [2014],normally graded,planar lamination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-39R-2-A,351,U1438,D,39,39-2,R,2,A,,0,7,569.5,569.57,,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,5G 4/1 (dark greenish gray),consolidated [2014],fine sand [W22_2],4,fine sand [W22_2],4,,planar,gradational,horizontal,,moderate [2014],,,slight,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-39R-2-A,351,U1438,D,39,39-2,R,2,A,,7,11,569.57,569.61,,,,,tuffaceous,fine sandstone [2014],,tuffaceous fine sandstone,tuffaceous fine sandstone,fine sandstone,,,N 3 (very dark gray),consolidated [2014],silt [W22_1],2,fine sand [W22_2],4,,planar,scoured,horizontal,,moderate [2014],,planar lamination,slight,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-39R-2-A,351,U1438,D,39,39-2,R,2,A,,11,59,569.61,570.09,,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,5G 4/1 (dark greenish gray),consolidated [2014],silt [W22_1],2,fine sand [W22_2],4,,planar,gradational,horizontal,,moderate [2014],normally graded,planar lamination,strong,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-39R-2-A,351,U1438,D,39,39-2,R,2,A,,59,96,570.09,570.46,,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,5G 4/1 (dark greenish gray),consolidated [2014],silt [W22_1],2,fine sand [W22_2],4,,planar,sharp,horizontal,,moderate [2014],normally graded,planar lamination,slight,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-39R-2-A,351,U1438,D,39,39-2,R,2,A,,96,102,570.46,570.52,,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,5Y 4/1 (dark gray),consolidated [2014],silt [W22_1],2,fine sand [W22_2],4,,planar,sharp,horizontal,,moderate [2014],,,strong,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-39R-2-A,351,U1438,D,39,39-2,R,2,A,,102,103,570.52,570.53,,,,,tuffaceous,fine sandstone [2014],,tuffaceous fine sandstone,tuffaceous fine sandstone,fine sandstone,,,5G 4/1 (dark greenish gray),consolidated [2014],silt [W22_1],2,fine sand [W22_2],4,,planar,sharp,horizontal,,moderate [2014],,,strong,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-39R-2-A,351,U1438,D,39,39-2,R,2,A,,103,113,570.53,570.63,,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,5G 4/1 (dark greenish gray),consolidated [2014],silt [W22_1],2,fine sand [W22_2],4,,planar,wavy,horizontal,,moderate [2014],,,strong,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-39R-2-A,351,U1438,D,39,39-2,R,2,A,,113,121,570.63,570.71,,,,,tuffaceous,fine sandstone [2014],,tuffaceous fine sandstone,tuffaceous fine sandstone,fine sandstone,,,N 3 (very dark gray),consolidated [2014],silt [W22_1],2,fine sand [W22_2],4,,planar,gradational,horizontal,,moderate [2014],normally graded,planar lamination,none,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-39R-2-A,351,U1438,D,39,39-2,R,2,A,,121,128,570.71,570.78,,,,,tuffaceous,fine sandstone [2014],,tuffaceous fine sandstone,tuffaceous fine sandstone,fine sandstone,,,N 3 (very dark gray),consolidated [2014],fine sand [W22_2],4,medium sand [W22_2],5,,,,horizontal,,moderate [2014],normally graded,planar lamination,none,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-39R-3-A,351,U1438,D,39,39-3,R,3,A,,0,16,570.78,570.94,,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,5G 4/1 (dark greenish gray),consolidated [2014],silt [W22_1],2,fine sand [W22_2],4,,planar,sharp,horizontal,,moderate [2014],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-39R-3-A,351,U1438,D,39,39-3,R,3,A,,16,22,570.94,571,,,,,tuffaceous,fine sandstone [2014],,tuffaceous fine sandstone,tuffaceous fine sandstone,fine sandstone,,,N 3 (very dark gray),consolidated [2014],fine sand [W22_2],4,fine sand [W22_2],4,,planar,sharp,horizontal,,well [2014],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-39R-3-A,351,U1438,D,39,39-3,R,3,A,,22,38,571,571.16,,,,,,,,,,,,,,,,,,,,,,,,,,,strong,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-39R-3-A,351,U1438,D,39,39-3,R,3,A,,22,49,571,571.27,,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,5G 4/1 (dark greenish gray),consolidated [2014],silt [W22_1],2,fine sand [W22_2],4,,irregular,bioturbated,horizontal,,moderate [2014],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-39R-3-A,351,U1438,D,39,39-3,R,3,A,,38,41,571.16,571.19,,,,,,,,,,,,,,,,,,,,,,,,,,,none,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-39R-3-A,351,U1438,D,39,39-3,R,3,A,,41,44,571.19,571.22,,,,,,,,,,,,,,,,,,,,,,,,,,,strong,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-39R-3-A,351,U1438,D,39,39-3,R,3,A,,44,55,571.22,571.33,,,,,,,,,,,,,,,,,,,,,,,,,,,slight,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-39R-3-A,351,U1438,D,39,39-3,R,3,A,,49,56,571.27,571.34,,,,,tuffaceous,fine sandstone [2014],,tuffaceous fine sandstone,tuffaceous fine sandstone,fine sandstone,,,N 3 (very dark gray),consolidated [2014],fine sand [W22_2],4,fine sand [W22_2],4,,,gradational,horizontal,,well [2014],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-39R-3-A,351,U1438,D,39,39-3,R,3,A,,55,73,571.33,571.51,,,,,,,,,,,,,,,,,,,,,,,,,,,strong,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-39R-3-A,351,U1438,D,39,39-3,R,3,A,,56,70,571.34,571.48,,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,5G 4/1 (dark greenish gray),consolidated [2014],silt [W22_1],2,fine sand [W22_2],4,,planar,sharp,horizontal,,moderate [2014],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-39R-3-A,351,U1438,D,39,39-3,R,3,A,,70,72,571.48,571.5,,,,,tuffaceous,fine sandstone [2014],,tuffaceous fine sandstone,tuffaceous fine sandstone,fine sandstone,,,N 3 (very dark gray),consolidated [2014],fine sand [W22_2],4,fine sand [W22_2],4,,,scoured,horizontal,,well [2014],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-39R-3-A,351,U1438,D,39,39-3,R,3,A,,72,94,571.5,571.72,,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,5G 4/1 (dark greenish gray),consolidated [2014],silt [W22_1],2,fine sand [W22_2],4,,,gradational,horizontal,,moderate [2014],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-39R-3-A,351,U1438,D,39,39-3,R,3,A,,73,99,571.51,571.77,,,,,,,,,,,,,,,,,,,,,,,,,,,moderate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-39R-3-A,351,U1438,D,39,39-3,R,3,A,,94,97,571.72,571.75,,,,,tuffaceous,fine sandstone [2014],,tuffaceous fine sandstone,tuffaceous fine sandstone,fine sandstone,,,N 3 (very dark gray),consolidated [2014],fine sand [W22_2],4,fine sand [W22_2],4,,,scoured,horizontal,,well [2014],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-39R-3-A,351,U1438,D,39,39-3,R,3,A,,97,102,571.75,571.8,,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,5G 4/1 (dark greenish gray),consolidated [2014],silt [W22_1],2,fine sand [W22_2],4,,irregular,bioturbated,horizontal,,moderate [2014],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-39R-3-A,351,U1438,D,39,39-3,R,3,A,,99,110,571.77,571.88,,,,,,,,,,,,,,,,,,,,,,,,,,,strong,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-39R-3-A,351,U1438,D,39,39-3,R,3,A,,102,105,571.8,571.83,,,,,tuffaceous,fine sandstone [2014],,tuffaceous fine sandstone,tuffaceous fine sandstone,fine sandstone,,,N 3 (very dark gray),consolidated [2014],fine sand [W22_2],4,fine sand [W22_2],4,,irregular,bioturbated,horizontal,,well [2014],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-39R-3-A,351,U1438,D,39,39-3,R,3,A,,105,130,571.83,572.08,,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,5G 4/1 (dark greenish gray),consolidated [2014],silt [W22_1],2,fine sand [W22_2],4,,,gradational,horizontal,,moderate [2014],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-39R-3-A,351,U1438,D,39,39-3,R,3,A,,110,143,571.88,572.21,,,,,,,,,,,,,,,,,,,,,,,,,,,slight,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-39R-3-A,351,U1438,D,39,39-3,R,3,A,,113,117,571.91,571.95,,,,,,,,,,,,,,,,,,,,,,,,,,planar lamination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-39R-3-A,351,U1438,D,39,39-3,R,3,A,,122,128,572,572.06,,,,,,,,,,,,,,,,,,,,,,,,,,planar lamination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-39R-3-A,351,U1438,D,39,39-3,R,3,A,,128,131,572.06,572.09,,,,,,,,,,,,,,,,,,,,,,,,,,cross-bedded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-39R-3-A,351,U1438,D,39,39-3,R,3,A,,130,134,572.08,572.12,,,,,tuffaceous,fine sandstone [2014],,tuffaceous fine sandstone,tuffaceous fine sandstone,fine sandstone,,,N 3 (very dark gray),consolidated [2014],fine sand [W22_2],4,fine sand [W22_2],4,,,scoured,horizontal,,well [2014],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-39R-3-A,351,U1438,D,39,39-3,R,3,A,,131,133,572.09,572.11,,,,,,,,,,,,,,,,,,,,,,,,,,planar lamination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-39R-3-A,351,U1438,D,39,39-3,R,3,A,,134,150,572.12,572.28,,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,5BG 5/2 (grayish blue green),consolidated [2014],silt [W22_1],2,fine sand [W22_2],4,,,,horizontal,,moderate [2014],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-39R-3-A,351,U1438,D,39,39-3,R,3,A,,140,141,572.18,572.19,,,,,,,,,,,,,,,,,,,,,,,,,,cross-bedded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-39R-3-A,351,U1438,D,39,39-3,R,3,A,,143,150,572.21,572.28,,,,,,,,,,,,,,,,,,,,,,,,,,,strong,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-39R-4-A,351,U1438,D,39,39-4,R,4,A,,0,4,572.28,572.32,,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,5G 4/1 (dark greenish gray),consolidated [2014],silt [W22_1],2,fine sand [W22_2],4,,,gradational,horizontal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-39R-4-A,351,U1438,D,39,39-4,R,4,A,,0,13,572.28,572.41,,,,,,,,,,,,,,,,,,,,,,,,,normally graded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-39R-4-A,351,U1438,D,39,39-4,R,4,A,,4,13,572.32,572.41,,,,,tuffaceous,fine sandstone [2014],,tuffaceous fine sandstone,tuffaceous fine sandstone,fine sandstone,,,5G 4/1 (dark greenish gray),consolidated [2014],fine sand [W22_2],4,fine sand [W22_2],4,,planar,sharp,horizontal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-39R-4-A,351,U1438,D,39,39-4,R,4,A,,5,7,572.33,572.35,,,,,,,,,,,,,,,,,,,,,,,,,,cross-bedded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-39R-4-A,351,U1438,D,39,39-4,R,4,A,,7,13,572.35,572.41,,,,,,,,,,,,,,,,,,,,,,,,,,planar lamination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-39R-4-A,351,U1438,D,39,39-4,R,4,A,,13,19,572.41,572.47,,,,,,,,,,,,,,,,,,,,,,,,,,,strong,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-39R-4-A,351,U1438,D,39,39-4,R,4,A,,13,25,572.41,572.53,,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,5G 4/1 (dark greenish gray),consolidated [2014],silt [W22_1],2,fine sand [W22_2],4,,,gradational,horizontal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-39R-4-A,351,U1438,D,39,39-4,R,4,A,,13,29,572.41,572.57,,,,,,,,,,,,,,,,,,,,,,,,,normally graded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-39R-4-A,351,U1438,D,39,39-4,R,4,A,,25,29,572.53,572.57,,,,,tuffaceous,fine sandstone [2014],,tuffaceous fine sandstone,tuffaceous fine sandstone,fine sandstone,,,N 3 (very dark gray),consolidated [2014],fine sand [W22_2],4,fine sand [W22_2],4,,planar,sharp,horizontal,,,,planar lamination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-39R-4-A,351,U1438,D,39,39-4,R,4,A,,29,30,572.57,572.58,,,,,,,,,,,,,,,,,,,,,,,,,,,moderate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-39R-4-A,351,U1438,D,39,39-4,R,4,A,,29,41,572.57,572.69,,,,,,,,,,,,,,,,,,,,,,,,,normally graded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-39R-4-A,351,U1438,D,39,39-4,R,4,A,,29,58,572.57,572.86,,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,5G 4/1 (dark greenish gray),consolidated [2014],silt [W22_1],2,fine sand [W22_2],4,,,bioturbated,horizontal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-39R-4-A,351,U1438,D,39,39-4,R,4,A,,35,46,572.63,572.74,,,,,,,,,,,,,,,,,,,,,,,,,,planar lamination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-39R-4-A,351,U1438,D,39,39-4,R,4,A,,41,90,572.69,573.18,,,,,,,,,,,,,,,,,,,,,,,,,normally graded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-39R-4-A,351,U1438,D,39,39-4,R,4,A,,47,67,572.75,572.95,,,,,,,,,,,,,,,,,,,,,,,,,,,slight,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-39R-4-A,351,U1438,D,39,39-4,R,4,A,,58,66,572.86,572.94,,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,N 3 (very dark gray),consolidated [2014],silt [W22_1],2,fine sand [W22_2],4,,,gradational,horizontal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-39R-4-A,351,U1438,D,39,39-4,R,4,A,,58,90,572.86,573.18,,,,,,,,,,,,,,,,,,,,,,,,,normally graded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-39R-4-A,351,U1438,D,39,39-4,R,4,A,,66,74,572.94,573.02,,,,,,,,,,,,,,,,,,,,,,,,,,cross-bedded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-39R-4-A,351,U1438,D,39,39-4,R,4,A,,66,90,572.94,573.18,,,,,tuffaceous,fine sandstone [2014],,tuffaceous fine sandstone,tuffaceous fine sandstone,fine sandstone,,,N 3 (very dark gray),consolidated [2014],fine sand [W22_2],4,fine sand [W22_2],4,,planar,sharp,horizontal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-39R-4-A,351,U1438,D,39,39-4,R,4,A,,74,90,573.02,573.18,,,,,,,,,,,,,,,,,,,,,,,,,,planar lamination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-39R-4-A,351,U1438,D,39,39-4,R,4,A,,90,97,573.18,573.25,,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,N 3 (very dark gray),consolidated [2014],silt [W22_1],2,fine sand [W22_2],4,,,bioturbated,horizontal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-39R-4-A,351,U1438,D,39,39-4,R,4,A,,90,107,573.18,573.35,,,,,,,,,,,,,,,,,,,,,,,,,,,moderate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-39R-4-A,351,U1438,D,39,39-4,R,4,A,,97,106,573.25,573.34,,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,5G 4/1 (dark greenish gray),consolidated [2014],silt [W22_1],2,fine sand [W22_2],4,,,gradational,horizontal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-39R-4-A,351,U1438,D,39,39-4,R,4,A,,97,124,573.25,573.52,,,,,,,,,,,,,,,,,,,,,,,,,normally graded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-39R-4-A,351,U1438,D,39,39-4,R,4,A,,106,124,573.34,573.52,,,,,tuffaceous,fine sandstone [2014],,tuffaceous fine sandstone,tuffaceous fine sandstone,fine sandstone,,,5G 4/1 (dark greenish gray),consolidated [2014],fine sand [W22_2],4,fine sand [W22_2],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-39R-4-A,351,U1438,D,39,39-4,R,4,A,,106,124,573.34,573.52,,,,,,,,,,,,,,,,,,,,,,,,,,cross-bedded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-39R-5-IW-SCCARB-ICP,351,U1438,D,39,39-5,R,5,IW,SCCARB-ICP,0,1,574.77,574.78,,,,,tuffaceous,fine sandstone [2014],,tuffaceous fine sandstone,tuffaceous fine sandstone,fine sandstone,,,5GY 6/1 (greenish gray),,fine sand [W22_2],4,medium sand [W22_2],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-39R-5-A,351,U1438,D,39,39-5,R,5,A,,0,2,573.52,573.54,,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,N 3 (very dark gray),consolidated [2014],silt [W22_1],2,fine sand [W22_2],4,,,bioturbated,horizontal,,moderate [2014],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-39R-5-A,351,U1438,D,39,39-5,R,5,A,,2,12,573.54,573.64,,,,,,,,,,,,,,,,,,,,,,,,,,,slight,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-39R-5-A,351,U1438,D,39,39-5,R,5,A,,2,39,573.54,573.91,,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,5G 4/1 (dark greenish gray),consolidated [2014],silt [W22_1],2,fine sand [W22_2],4,,planar,sharp,horizontal,,moderate [2014],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-39R-5-A,351,U1438,D,39,39-5,R,5,A,,39,47,573.91,573.99,,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,N 3 (very dark gray),consolidated [2014],silt [W22_1],2,fine sand [W22_2],4,,,gradational,horizontal,,moderate [2014],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-39R-5-A,351,U1438,D,39,39-5,R,5,A,,47,49,573.99,574.01,,,,,tuffaceous,fine sandstone [2014],,tuffaceous fine sandstone,tuffaceous fine sandstone,fine sandstone,,,N 3 (very dark gray),consolidated [2014],fine sand [W22_2],4,fine sand [W22_2],4,,,scoured,horizontal,,well [2014],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-39R-5-A,351,U1438,D,39,39-5,R,5,A,,49,67,574.01,574.19,,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,N 3 (very dark gray),consolidated [2014],silt [W22_1],2,fine sand [W22_2],4,,,gradational,horizontal,,moderate [2014],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-39R-5-A,351,U1438,D,39,39-5,R,5,A,,49,67,574.01,574.19,,,,,,,,,,,,,,,,,,,,,,,,,,,moderate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
