Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Sphenolithus moriformis,Coccolithus pelagicus,Reticulofenestra pseudoumbilicus,Helicosphaera carteri,Discoaster variabilis,Discoaster pentaradiatus,Discoaster calcaris,Discoaster brouweri,Discoaster bollii,Discoaster pseudovariabilis,Catinaster coalitus,Umbilicosphaera sibogae,Thoracosphaera spp.,Syracosphaera pulchra,Syracosphaera lamina,Sphenolithus grandis,Rhabdosphaera clavigera,Reticulofenestra minutula,Holodiscolithus macroporus,Discolithina japonica,Discoaster pansus,Discoaster deflandrei,Dictyococcites productellus,Calcidiscus tropicus,Calcidiscus leptoporus,Discolithina multipora,Discoaster hamatus,Triquetrorhabdulus rugosus,Discolithina discopora,Scapholithus fossilis,Discosphaera tubifera,Discoaster asymmetricus,Cyclolithella annula,Sphenolithus abies,Discoaster neohamatus,Catinaster calyculus,Holodiscolithus solidus,Discoaster challengeri,Oolithotus antillarum,Discoaster moorei,Sphenolithus compactus,Discoaster prepentaradiatus,Hayaster perplexus,Helicosphaera minuta,Discoaster surculus,Discoaster blackstockae,Reticulofenestra minuta,Discoaster quadramus,Discoaster quinqueramus,Discoaster berggrenii,Helicosphaera sellii,Syracosphaera nodosa,Cricosphaera quadrilaminata,Ceratolithus armatus,Amaurolithus tricorniculatus,Amaurolithus delicatus,Scyphosphaera pulcherrima,Amaurolithus amplificus,Amaurolithus primus,Gephyrocapsa spp. (small),Pseudoemiliania lacunosa,Ceratolithus cristatus,Discolithina syracusana,Discoaster tamalis,Gephyrocapsa margerelii,Scyphosphaera sp.,Ceratolithus rugosus,Gephyrocapsa oceanica s.l.,Gephyrocapsa caribbeanica,Helicosphaera wallichii,Ceratolithus telesmus,Gephyrocapsa oceanica (>6 microns),Umbellosphaera irregularis,Helicosphaera inversa,Emiliania huxleyi,Comment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,NN9               ,              ,124, 767,B, 47,X, 3,  28.00,    438.6800,Shyu     ,Nannofossils                                 ,               ,                  ,R                      ,                     ,F                               ,R                    ,VR                   ,R                       ,F                  ,VR                 ,R                ,                           ,                   ,                       ,                   ,                     ,                    ,                    ,                       ,VR                       ,                          ,                     ,                 ,                     ,                           ,                    ,VR                    ,                      ,                  ,                          ,                      ,                     ,                     ,                       ,                    ,R                 ,VR                   ,                    ,                       ,                      ,                     ,                 ,                      ,                           ,                  ,                    ,                   ,                       ,                       ,                    ,                       ,                     ,                    ,                    ,                           ,                    ,                            ,                      ,                         ,                       ,                   ,                         ,                        ,                      ,                       ,                  ,                       ,                 ,                    ,                          ,                         ,                       ,                     ,                                  ,                          ,                     ,                 ,from ODP Leg 124 SR Chapter 10 Table 2 back-pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,NN9               ,              ,124, 767,B, 47,X,CC,  36.00,    440.6500,Shyu     ,Nannofossils                                 ,               ,                  ,F                      ,F                    ,C                               ,F                    ,F                    ,C                       ,F                  ,F                  ,F                ,                           ,                   ,                       ,R                  ,                     ,                    ,                    ,F                      ,                         ,VR                        ,                     ,VR               ,                     ,                           ,F                   ,F                     ,VR                    ,VR                ,VR                        ,                      ,                     ,VR                   ,                       ,                    ,C                 ,C                    ,                    ,                       ,                      ,                     ,                 ,                      ,                           ,                  ,                    ,R                  ,VR                     ,                       ,                    ,                       ,                     ,                    ,                    ,                           ,                    ,                            ,                      ,                         ,                       ,                   ,                         ,                        ,                      ,                       ,                  ,                       ,                 ,                    ,                          ,                         ,                       ,                     ,                                  ,                          ,                     ,                 ,from ODP Leg 124 SR Chapter 10 Table 2 back-pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,NN9               ,              ,124, 767,B, 48,X, 1, 103.00,    446.1300,Shyu     ,Nannofossils                                 ,               ,                  ,                       ,F                    ,C                               ,F                    ,R                    ,C                       ,F                  ,F                  ,F                ,                           ,                   ,                       ,                   ,                     ,                    ,                    ,R                      ,R                        ,                          ,                     ,VR               ,                     ,                           ,F                   ,F                     ,                      ,R                 ,                          ,                      ,                     ,                     ,                       ,                    ,C                 ,R                    ,                    ,                       ,                      ,                     ,                 ,                      ,                           ,                  ,                    ,                   ,                       ,                       ,                    ,                       ,                     ,                    ,                    ,                           ,                    ,                            ,                      ,                         ,                       ,                   ,                         ,                        ,                      ,                       ,                  ,                       ,                 ,                    ,                          ,                         ,                       ,                     ,                                  ,                          ,                     ,                 ,from ODP Leg 124 SR Chapter 10 Table 2 back-pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,NN9               ,              ,124, 767,B, 48,X, 3, 109.00,    449.1900,Shyu     ,Nannofossils                                 ,               ,                  ,F                      ,F                    ,F                               ,F                    ,R                    ,C                       ,F                  ,F                  ,R                ,                           ,                   ,                       ,VR                 ,                     ,                    ,                    ,F                      ,R                        ,                          ,                     ,R                ,                     ,                           ,F                   ,F                     ,                      ,VR                ,                          ,                      ,                     ,                     ,                       ,                    ,F                 ,F                    ,                    ,                       ,VR                    ,                     ,                 ,                      ,                           ,                  ,                    ,                   ,                       ,                       ,                    ,                       ,                     ,                    ,                    ,                           ,                    ,                            ,                      ,                         ,                       ,                   ,                         ,                        ,                      ,                       ,                  ,                       ,                 ,                    ,                          ,                         ,                       ,                     ,                                  ,                          ,                     ,                 ,from ODP Leg 124 SR Chapter 10 Table 2 back-pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,NN9               ,              ,124, 767,B, 48,X, 5,  38.00,    451.4800,Shyu     ,Nannofossils                                 ,               ,                  ,F                      ,F                    ,C                               ,F                    ,R                    ,C                       ,F                  ,R                  ,F                ,                           ,                   ,                       ,R                  ,VR                   ,                    ,                    ,F                      ,                         ,                          ,                     ,                 ,                     ,                           ,F                   ,F                     ,                      ,VR                ,                          ,VR                    ,                     ,                     ,                       ,                    ,F                 ,F                    ,                    ,                       ,                      ,                     ,                 ,                      ,                           ,VR                ,                    ,                   ,                       ,                       ,                    ,                       ,                     ,                    ,                    ,                           ,                    ,                            ,                      ,                         ,                       ,                   ,                         ,                        ,                      ,                       ,                  ,                       ,                 ,                    ,                          ,                         ,                       ,                     ,                                  ,                          ,                     ,                 ,from ODP Leg 124 SR Chapter 10 Table 2 back-pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,NN9               ,              ,124, 767,B, 48,X,CC,   9.00,    454.4600,Shyu     ,Nannofossils                                 ,               ,                  ,VR                     ,VR                   ,F                               ,F                    ,R                    ,F                       ,F                  ,F                  ,R                ,                           ,VR                 ,                       ,VR                 ,                     ,                    ,                    ,                       ,VR                       ,                          ,                     ,                 ,                     ,                           ,R                   ,R                     ,                      ,VR                ,                          ,                      ,                     ,                     ,VR                     ,                    ,F                 ,F                    ,                    ,                       ,                      ,                     ,                 ,                      ,                           ,                  ,VR                  ,                   ,                       ,                       ,                    ,                       ,                     ,                    ,                    ,                           ,                    ,                            ,                      ,                         ,                       ,                   ,                         ,                        ,                      ,                       ,                  ,                       ,                 ,                    ,                          ,                         ,                       ,                     ,                                  ,                          ,                     ,                 ,from ODP Leg 124 SR Chapter 10 Table 2 back-pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,NN9               ,              ,124, 767,B, 49,X, 1,  48.00,    455.2800,Shyu     ,Nannofossils                                 ,               ,                  ,R                      ,F                    ,C                               ,F                    ,F                    ,C                       ,F                  ,R                  ,F                ,                           ,                   ,                       ,VR                 ,                     ,                    ,                    ,F                      ,VR                       ,                          ,                     ,R                ,VR                   ,                           ,F                   ,F                     ,                      ,R                 ,                          ,                      ,                     ,VR                   ,                       ,                    ,                  ,R                    ,                    ,                       ,                      ,                     ,                 ,                      ,                           ,VR                ,                    ,                   ,                       ,                       ,                    ,                       ,                     ,                    ,                    ,                           ,                    ,                            ,                      ,                         ,                       ,                   ,                         ,                        ,                      ,                       ,                  ,                       ,                 ,                    ,                          ,                         ,                       ,                     ,                                  ,                          ,                     ,                 ,from ODP Leg 124 SR Chapter 10 Table 2 back-pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,NN9               ,              ,124, 767,B, 49,X, 2, 110.00,    457.4000,Shyu     ,Nannofossils                                 ,               ,                  ,R                      ,F                    ,F                               ,F                    ,                     ,VR                      ,                   ,                   ,                 ,                           ,                   ,                       ,VR                 ,                     ,                    ,                    ,VR                     ,                         ,                          ,                     ,                 ,                     ,                           ,                    ,VR                    ,                      ,                  ,                          ,                      ,                     ,                     ,                       ,                    ,C                 ,                     ,                    ,                       ,                      ,                     ,                 ,                      ,                           ,                  ,                    ,                   ,                       ,                       ,                    ,                       ,                     ,                    ,                    ,                           ,                    ,                            ,                      ,                         ,                       ,                   ,                         ,                        ,                      ,                       ,                  ,                       ,                 ,                    ,                          ,                         ,                       ,                     ,                                  ,                          ,                     ,                 ,from ODP Leg 124 SR Chapter 10 Table 2 back-pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,NN9               ,              ,124, 767,B, 49,X,CC,  34.00,    457.8200,Shyu     ,Nannofossils                                 ,               ,                  ,VR                     ,F                    ,F                               ,F                    ,F                    ,F                       ,F                  ,F                  ,F                ,                           ,                   ,                       ,                   ,                     ,                    ,                    ,                       ,F                        ,                          ,                     ,R                ,                     ,                           ,R                   ,F                     ,                      ,F                 ,VR                        ,                      ,                     ,                     ,                       ,                    ,F                 ,F                    ,                    ,                       ,VR                    ,                     ,                 ,                      ,                           ,                  ,                    ,                   ,                       ,                       ,                    ,                       ,                     ,                    ,                    ,                           ,                    ,                            ,                      ,                         ,                       ,                   ,                         ,                        ,                      ,                       ,                  ,                       ,                 ,                    ,                          ,                         ,                       ,                     ,                                  ,                          ,                     ,                 ,from ODP Leg 124 SR Chapter 10 Table 2 back-pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,NN9               ,              ,124, 767,B, 50,X, 1, 100.00,    465.1000,Shyu     ,Nannofossils                                 ,               ,                  ,                       ,F                    ,F                               ,F                    ,VR                   ,VR                      ,F                  ,                   ,                 ,                           ,                   ,                       ,VR                 ,                     ,                    ,                    ,                       ,R                        ,                          ,                     ,                 ,                     ,                           ,                    ,R                     ,                      ,VR                ,                          ,                      ,                     ,                     ,                       ,                    ,F                 ,                     ,                    ,                       ,                      ,                     ,                 ,                      ,                           ,                  ,                    ,                   ,                       ,                       ,                    ,                       ,                     ,                    ,                    ,                           ,                    ,                            ,                      ,                         ,                       ,                   ,                         ,                        ,                      ,                       ,                  ,                       ,                 ,                    ,                          ,                         ,                       ,                     ,                                  ,                          ,                     ,                 ,from ODP Leg 124 SR Chapter 10 Table 2 back-pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,NN9               ,              ,124, 767,B, 50,X, 2,  27.00,    465.8700,Shyu     ,Nannofossils                                 ,               ,                  ,VR                     ,R                    ,F                               ,F                    ,R                    ,F                       ,F                  ,VR                 ,F                ,                           ,VR                 ,                       ,                   ,                     ,                    ,                    ,VR                     ,R                        ,                          ,                     ,                 ,                     ,VR                         ,VR                  ,R                     ,                      ,F                 ,                          ,                      ,                     ,                     ,                       ,                    ,F                 ,VR                   ,                    ,                       ,                      ,                     ,                 ,                      ,                           ,                  ,                    ,                   ,                       ,                       ,                    ,                       ,                     ,                    ,                    ,                           ,                    ,                            ,                      ,                         ,                       ,                   ,                         ,                        ,                      ,                       ,                  ,                       ,                 ,                    ,                          ,                         ,                       ,                     ,                                  ,                          ,                     ,                 ,from ODP Leg 124 SR Chapter 10 Table 2 back-pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,NN9               ,              ,124, 767,B, 50,X, 5,  88.00,    470.9800,Shyu     ,Nannofossils                                 ,               ,                  ,F                      ,F                    ,C                               ,F                    ,VR                   ,R                       ,R                  ,                   ,                 ,                           ,                   ,                       ,R                  ,                     ,                    ,                    ,F                      ,                         ,VR                        ,                     ,                 ,                     ,                           ,F                   ,F                     ,                      ,VR                ,                          ,                      ,VR                   ,                     ,                       ,                    ,F                 ,                     ,                    ,                       ,                      ,                     ,                 ,                      ,VR                         ,                  ,                    ,                   ,                       ,                       ,                    ,                       ,                     ,                    ,                    ,                           ,                    ,                            ,                      ,                         ,                       ,                   ,                         ,                        ,                      ,                       ,                  ,                       ,                 ,                    ,                          ,                         ,                       ,                     ,                                  ,                          ,                     ,                 ,from ODP Leg 124 SR Chapter 10 Table 2 back-pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,NN9               ,              ,124, 767,B, 50,X,CC,  36.00,    473.8500,Shyu     ,Nannofossils                                 ,               ,                  ,                       ,F                    ,F                               ,F                    ,F                    ,R                       ,F                  ,VR                 ,F                ,                           ,VR                 ,R                      ,                   ,                     ,                    ,                    ,VR                     ,R                        ,                          ,                     ,VR               ,                     ,                           ,F                   ,R                     ,                      ,F                 ,                          ,                      ,                     ,                     ,                       ,                    ,F                 ,R                    ,VR                  ,                       ,                      ,                     ,                 ,VR                    ,                           ,                  ,                    ,                   ,                       ,                       ,                    ,                       ,                     ,                    ,                    ,                           ,                    ,                            ,                      ,                         ,                       ,                   ,                         ,                        ,                      ,                       ,                  ,                       ,                 ,                    ,                          ,                         ,                       ,                     ,                                  ,                          ,                     ,                 ,from ODP Leg 124 SR Chapter 10 Table 2 back-pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,NN9               ,              ,124, 767,B, 51,X, 1,   8.00,    474.8800,Shyu     ,Nannofossils                                 ,               ,                  ,                       ,VR                   ,R                               ,R                    ,                     ,                        ,VR                 ,                   ,R                ,                           ,                   ,                       ,                   ,                     ,                    ,                    ,                       ,VR                       ,                          ,                     ,                 ,                     ,VR                         ,VR                  ,                      ,                      ,R                 ,                          ,                      ,                     ,                     ,                       ,                    ,VR                ,VR                   ,                    ,                       ,                      ,                     ,                 ,                      ,                           ,                  ,                    ,                   ,                       ,                       ,                    ,                       ,                     ,                    ,                    ,                           ,                    ,                            ,                      ,                         ,                       ,                   ,                         ,                        ,                      ,                       ,                  ,                       ,                 ,                    ,                          ,                         ,                       ,                     ,                                  ,                          ,                     ,                 ,from ODP Leg 124 SR Chapter 10 Table 2 back-pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,NN9               ,              ,124, 767,B, 51,X, 3,  27.00,    478.0700,Shyu     ,Nannofossils                                 ,               ,                  ,R                      ,                     ,R                               ,R                    ,                     ,                        ,                   ,                   ,F                ,                           ,VR                 ,                       ,                   ,VR                   ,                    ,                    ,                       ,                         ,                          ,                     ,                 ,                     ,                           ,R                   ,                      ,                      ,VR                ,                          ,                      ,                     ,                     ,                       ,                    ,VR                ,VR                   ,                    ,                       ,                      ,                     ,                 ,                      ,                           ,                  ,                    ,                   ,                       ,                       ,                    ,                       ,                     ,                    ,                    ,                           ,                    ,                            ,                      ,                         ,                       ,                   ,                         ,                        ,                      ,                       ,                  ,                       ,                 ,                    ,                          ,                         ,                       ,                     ,                                  ,                          ,                     ,                 ,from ODP Leg 124 SR Chapter 10 Table 2 back-pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,NN9               ,              ,124, 767,B, 51,X,CC,  23.00,    480.6000,Shyu     ,Nannofossils                                 ,               ,                  ,VR                     ,VR                   ,VR                              ,VR                   ,VR                   ,                        ,                   ,                   ,VR               ,                           ,                   ,                       ,                   ,                     ,                    ,                    ,                       ,                         ,                          ,                     ,                 ,                     ,                           ,VR                  ,                      ,                      ,R                 ,                          ,                      ,                     ,                     ,                       ,                    ,VR                ,VR                   ,                    ,                       ,                      ,                     ,                 ,                      ,                           ,                  ,                    ,                   ,                       ,                       ,                    ,                       ,                     ,                    ,                    ,                           ,                    ,                            ,                      ,                         ,                       ,                   ,                         ,                        ,                      ,                       ,                  ,                       ,                 ,                    ,                          ,                         ,                       ,                     ,                                  ,                          ,                     ,                 ,from ODP Leg 124 SR Chapter 10 Table 2 back-pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,NN9               ,              ,124, 767,B, 52,X, 1,  75.00,    485.1500,Shyu     ,Nannofossils                                 ,               ,                  ,VR                     ,                     ,VR                              ,                     ,VR                   ,                        ,                   ,                   ,VR               ,                           ,                   ,                       ,                   ,                     ,                    ,                    ,                       ,                         ,                          ,                     ,                 ,                     ,                           ,                    ,                      ,                      ,VR                ,                          ,                      ,                     ,                     ,                       ,                    ,                  ,                     ,                    ,                       ,                      ,                     ,                 ,                      ,                           ,                  ,                    ,                   ,                       ,                       ,                    ,                       ,                     ,                    ,                    ,                           ,                    ,                            ,                      ,                         ,                       ,                   ,                         ,                        ,                      ,                       ,                  ,                       ,                 ,                    ,                          ,                         ,                       ,                     ,                                  ,                          ,                     ,                 ,from ODP Leg 124 SR Chapter 10 Table 2 back-pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,NN9               ,              ,124, 767,B, 52,X, 3,  63.00,    488.0300,Shyu     ,Nannofossils                                 ,               ,                  ,F                      ,F                    ,F                               ,F                    ,R                    ,R                       ,R                  ,VR                 ,F                ,                           ,                   ,VR                     ,R                  ,                     ,                    ,R                   ,R                      ,R                        ,                          ,                     ,                 ,                     ,                           ,F                   ,F                     ,VR                    ,F                 ,                          ,                      ,                     ,VR                   ,                       ,                    ,F                 ,R                    ,                    ,                       ,                      ,                     ,                 ,                      ,                           ,                  ,                    ,                   ,                       ,                       ,                    ,                       ,                     ,                    ,                    ,                           ,                    ,                            ,                      ,                         ,                       ,                   ,                         ,                        ,                      ,                       ,                  ,                       ,                 ,                    ,                          ,                         ,                       ,                     ,                                  ,                          ,                     ,                 ,from ODP Leg 124 SR Chapter 10 Table 2 back-pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,NN9               ,              ,124, 767,B, 52,X, 5,  18.00,    490.5800,Shyu     ,Nannofossils                                 ,               ,                  ,                       ,R                    ,F                               ,F                    ,F                    ,                        ,VR                 ,                   ,F                ,                           ,                   ,VR                     ,VR                 ,                     ,                    ,                    ,R                      ,                         ,                          ,                     ,VR               ,                     ,                           ,F                   ,R                     ,                      ,F                 ,                          ,                      ,                     ,                     ,                       ,                    ,                  ,VR                   ,                    ,                       ,                      ,VR                   ,VR               ,                      ,                           ,                  ,                    ,                   ,                       ,                       ,                    ,                       ,                     ,                    ,                    ,                           ,                    ,                            ,                      ,                         ,                       ,                   ,                         ,                        ,                      ,                       ,                  ,                       ,                 ,                    ,                          ,                         ,                       ,                     ,                                  ,                          ,                     ,                 ,from ODP Leg 124 SR Chapter 10 Table 2 back-pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,NN9               ,              ,124, 767,B, 52,X,CC,  34.00,    494.1600,Shyu     ,Nannofossils                                 ,               ,                  ,R                      ,F                    ,F                               ,F                    ,F                    ,F                       ,VR                 ,VR                 ,F                ,                           ,R                  ,                       ,VR                 ,                     ,                    ,                    ,VR                     ,VR                       ,                          ,                     ,                 ,VR                   ,R                          ,R                   ,F                     ,                      ,F                 ,                          ,                      ,                     ,                     ,                       ,                    ,F                 ,VR                   ,                    ,                       ,                      ,                     ,                 ,                      ,                           ,                  ,                    ,                   ,                       ,                       ,                    ,                       ,                     ,                    ,                    ,                           ,                    ,                            ,                      ,                         ,                       ,                   ,                         ,                        ,                      ,                       ,                  ,                       ,                 ,                    ,                          ,                         ,                       ,                     ,                                  ,                          ,                     ,                 ,from ODP Leg 124 SR Chapter 10 Table 2 back-pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,NN9               ,              ,124, 767,B, 53,X,CC,  25.00,    502.5700,Shyu     ,Nannofossils                                 ,               ,                  ,                       ,                     ,                                ,R                    ,VR                   ,                        ,                   ,                   ,                 ,                           ,                   ,                       ,                   ,                     ,                    ,                    ,                       ,                         ,                          ,                     ,                 ,                     ,                           ,                    ,                      ,                      ,VR                ,                          ,                      ,                     ,                     ,                       ,                    ,                  ,VR                   ,                    ,                       ,                      ,                     ,                 ,                      ,                           ,                  ,                    ,                   ,                       ,                       ,                    ,                       ,                     ,                    ,                    ,                           ,                    ,                            ,                      ,                         ,                       ,                   ,                         ,                        ,                      ,                       ,                  ,                       ,                 ,                    ,                          ,                         ,                       ,                     ,                                  ,                          ,                     ,                 ,from ODP Leg 124 SR Chapter 10 Table 2 back-pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,NN9               ,              ,124, 767,B, 55,X, 1,  82.00,    513.0200,Shyu     ,Nannofossils                                 ,               ,                  ,F                      ,F                    ,F                               ,F                    ,F                    ,                        ,                   ,F                  ,F                ,                           ,                   ,                       ,                   ,R                    ,                    ,                    ,F                      ,                         ,                          ,                     ,                 ,                     ,R                          ,F                   ,F                     ,R                     ,F                 ,                          ,                      ,VR                   ,VR                   ,                       ,R                   ,F                 ,R                    ,VR                  ,                       ,                      ,                     ,                 ,                      ,                           ,                  ,                    ,                   ,                       ,                       ,                    ,                       ,                     ,                    ,                    ,                           ,                    ,                            ,                      ,                         ,                       ,                   ,                         ,                        ,                      ,                       ,                  ,                       ,                 ,                    ,                          ,                         ,                       ,                     ,                                  ,                          ,                     ,                 ,from ODP Leg 124 SR Chapter 10 Table 2 back-pocket
