Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Sphenolithus spp.,Sphenolithus heteromorphus,Reticulofenestra spp.,Pontosphaera spp.,Helicosphaera carteri,Helicosphaera ampliaperta,Discoaster musicus,Discoaster formosus,Discoaster deflandrei,Discoaster adamanteus,Cyclicargolithus floridanus,Coronocyclus nitescens,Coccolithus miopelagicus,Calcidiscus leptoporus,Geminilithella rotula,Discoaster variabilis,Discoaster moorei,Discoaster exilis,Triquetrorhabdulus milowii,Discoaster signus,Coccolithus pelagicus,Thoracosphaera spp.,Reticulofenestra pseudoumbilicus,Triquetrorhabdulus serratus,Helicosphaera intermedia,Discoaster bollii,Calcidiscus macintyrei,Triquetrorhabdulus rugosus,Discoaster kugleri,Umbilicosphaera spp.,Catinaster coalitus,Discoaster calcaris,Discoaster bellus,Discoaster hamatus,Discoaster quinqueramus,Discoaster surculus,Discoaster pseudovariabilis,Discoaster brouweri,Minylitha convallis,Discoaster neohamatus,Discoaster neorectus,Discoaster loeblichii,Discoaster berggrenii,Amaurolithus primus,Amaurolithus tricorniculatus,Amaurolithus delicatus,Reticulofenestra rotaria,Amaurolithus amplificus,Discoaster pentaradiatus,Discoaster intercalaris,Scyphosphaera spp.,Discoaster asymmetricus,Ceratolithus armatus,Ceratolithus acutus,Ceratolithus rugosus,Syracosphaera sp.,Ceratolithus telesmus,Thoracosphaera sp.,Ceratolithus cristatus,Pseudoemiliania lacunosa,Discoaster tamalis,Helicosphaera sellii,Discoaster triradiatus,Rhabdosphaera clavigera,Gephyrocapsa spp. small (<4 microns),Gephyrocapsa oceanica,Gephyrocapsa spp. large (>5.5 microns),Gephyrocapsa omega,Helicosphaera hyalina,Comment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Miocene          ,                 ,CN7               ,              ,138, 846,B, 33,X, 1,  60.00,    303.4000,Raffi    ,Nannofossils                                 ,A              ,M                 ,F                ,                          ,A                    ,F                ,F                    ,                         ,                  ,                   ,                     ,R                    ,                           ,                      ,                        ,F                     ,                     ,                     ,                 ,                 ,                          ,                 ,                     ,                   ,C                               ,                           ,                        ,                 ,                      ,                          ,                  ,F                   ,                   ,                   ,R                ,C                 ,                       ,                   ,                           ,                   ,                   ,                     ,                    ,                     ,                     ,                   ,                            ,                      ,                        ,                       ,                        ,                       ,                  ,                       ,                    ,                   ,                    ,                 ,                     ,                  ,                      ,                        ,                  ,                    ,                      ,                       ,                                    ,                     ,                                      ,                  ,                     ,from ODP Leg 138 Chapter 12 Table 14 pp 256-261
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Miocene          ,                 ,CN7               ,              ,138, 846,B, 33,X, 4,  60.00,    307.9000,Raffi    ,Nannofossils                                 ,C              ,M                 ,C                ,                          ,A                    ,                 ,F                    ,                         ,                  ,                   ,                     ,                     ,                           ,                      ,                        ,F                     ,                     ,R                    ,                 ,R                ,                          ,                 ,F                    ,                   ,C                               ,                           ,                        ,                 ,                      ,                          ,                  ,                    ,                   ,                   ,R                ,R                 ,cf                     ,                   ,                           ,                   ,                   ,                     ,                    ,                     ,                     ,                   ,                            ,                      ,                        ,                       ,                        ,                       ,                  ,                       ,                    ,                   ,                    ,                 ,                     ,                  ,                      ,                        ,                  ,                    ,                      ,                       ,                                    ,                     ,                                      ,                  ,                     ,from ODP Leg 138 Chapter 12 Table 14 pp 256-261
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Miocene          ,                 ,CN7               ,              ,138, 846,B, 33,X, 4, 120.00,    308.5000,Raffi    ,Nannofossils                                 ,C              ,M                 ,C                ,                          ,A                    ,                 ,C                    ,                         ,                  ,                   ,                     ,                     ,                           ,                      ,                        ,F                     ,C                    ,R                    ,                 ,cf               ,                          ,                 ,C                    ,                   ,A                               ,                           ,                        ,                 ,R                     ,                          ,                  ,                    ,                   ,                   ,R                ,R                 ,                       ,                   ,                           ,                   ,                   ,                     ,                    ,                     ,                     ,                   ,                            ,                      ,                        ,                       ,                        ,                       ,                  ,                       ,                    ,                   ,                    ,                 ,                     ,                  ,                      ,                        ,                  ,                    ,                      ,                       ,                                    ,                     ,                                      ,                  ,                     ,from ODP Leg 138 Chapter 12 Table 14 pp 256-261
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Miocene          ,                 ,CN6               ,              ,138, 846,B, 33,X, 5,  60.00,    309.4000,Raffi    ,Nannofossils                                 ,C              ,M                 ,C                ,                          ,A                    ,                 ,F                    ,                         ,                  ,                   ,                     ,R                    ,                           ,                      ,                        ,F                     ,F                    ,                     ,                 ,cf               ,                          ,                 ,R                    ,                   ,C                               ,                           ,                        ,cf               ,                      ,                          ,                  ,F                   ,                   ,                   ,R                ,                  ,                       ,                   ,                           ,                   ,                   ,                     ,                    ,                     ,                     ,                   ,                            ,                      ,                        ,                       ,                        ,                       ,                  ,                       ,                    ,                   ,                    ,                 ,                     ,                  ,                      ,                        ,                  ,                    ,                      ,                       ,                                    ,                     ,                                      ,                  ,                     ,from ODP Leg 138 Chapter 12 Table 14 pp 256-261
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Miocene          ,                 ,CN6               ,              ,138, 846,B, 33,X, 5, 120.00,    310.0000,Raffi    ,Nannofossils                                 ,C              ,M                 ,C                ,                          ,A                    ,R                ,F                    ,                         ,                  ,                   ,                     ,R                    ,                           ,                      ,                        ,C                     ,                     ,C                    ,                 ,F                ,                          ,                 ,R                    ,                   ,C                               ,                           ,                        ,R                ,F                     ,R                         ,                  ,F                   ,R                  ,R                  ,R                ,                  ,                       ,                   ,                           ,                   ,                   ,                     ,                    ,                     ,                     ,                   ,                            ,                      ,                        ,                       ,                        ,                       ,                  ,                       ,                    ,                   ,                    ,                 ,                     ,                  ,                      ,                        ,                  ,                    ,                      ,                       ,                                    ,                     ,                                      ,                  ,                     ,from ODP Leg 138 Chapter 12 Table 14 pp 256-261
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Miocene          ,                 ,CN6               ,              ,138, 846,B, 33,X, 6,  60.00,    310.9000,Raffi    ,Nannofossils                                 ,C              ,M                 ,C                ,                          ,A                    ,                 ,F                    ,                         ,                  ,                   ,                     ,R                    ,                           ,                      ,C                       ,C                     ,F                    ,C                    ,                 ,F                ,                          ,                 ,F                    ,                   ,A                               ,                           ,                        ,R                ,R                     ,R                         ,                  ,F                   ,R                  ,R                  ,                 ,                  ,                       ,                   ,                           ,                   ,                   ,                     ,                    ,                     ,                     ,                   ,                            ,                      ,                        ,                       ,                        ,                       ,                  ,                       ,                    ,                   ,                    ,                 ,                     ,                  ,                      ,                        ,                  ,                    ,                      ,                       ,                                    ,                     ,                                      ,                  ,                     ,from ODP Leg 138 Chapter 12 Table 14 pp 256-261
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Miocene          ,                 ,CN6               ,              ,138, 846,B, 33,X, 6, 120.00,    311.5000,Raffi    ,Nannofossils                                 ,C              ,M                 ,C                ,                          ,A                    ,                 ,F                    ,                         ,                  ,                   ,                     ,R                    ,                           ,                      ,C                       ,C                     ,C                    ,C                    ,R                ,C                ,                          ,                 ,F                    ,                   ,A                               ,                           ,                        ,R                ,R                     ,C                         ,                  ,F                   ,R                  ,                   ,                 ,                  ,                       ,                   ,                           ,                   ,                   ,                     ,                    ,                     ,                     ,                   ,                            ,                      ,                        ,                       ,                        ,                       ,                  ,                       ,                    ,                   ,                    ,                 ,                     ,                  ,                      ,                        ,                  ,                    ,                      ,                       ,                                    ,                     ,                                      ,                  ,                     ,from ODP Leg 138 Chapter 12 Table 14 pp 256-261
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Miocene          ,                 ,CN5b              ,              ,138, 846,B, 33,X, 7,  34.00,    312.1400,Raffi    ,Nannofossils                                 ,C              ,M                 ,C                ,                          ,A                    ,R                ,F                    ,                         ,                  ,                   ,                     ,R                    ,                           ,                      ,A                       ,C                     ,C                    ,F                    ,R                ,F                ,                          ,                 ,C                    ,                   ,A                               ,                           ,                        ,cf               ,R                     ,C                         ,                  ,F                   ,                   ,                   ,                 ,                  ,                       ,                   ,                           ,                   ,                   ,                     ,                    ,                     ,                     ,                   ,                            ,                      ,                        ,                       ,                        ,                       ,                  ,                       ,                    ,                   ,                    ,                 ,                     ,                  ,                      ,                        ,                  ,                    ,                      ,                       ,                                    ,                     ,                                      ,                  ,                     ,from ODP Leg 138 Chapter 12 Table 14 pp 256-261
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Miocene          ,                 ,CN5b              ,              ,138, 846,B, 34,X, 2,  60.00,    314.5000,Raffi    ,Nannofossils                                 ,C              ,G                 ,C                ,                          ,C                    ,                 ,F                    ,                         ,                  ,                   ,                     ,R                    ,                           ,                      ,C                       ,C                     ,F                    ,R                    ,                 ,R                ,                          ,                 ,F                    ,                   ,C                               ,                           ,                        ,R                ,R                     ,R                         ,                  ,                    ,                   ,                   ,                 ,                  ,                       ,                   ,                           ,                   ,                   ,                     ,                    ,                     ,                     ,                   ,                            ,                      ,                        ,                       ,                        ,                       ,                  ,                       ,                    ,                   ,                    ,                 ,                     ,                  ,                      ,                        ,                  ,                    ,                      ,                       ,                                    ,                     ,                                      ,                  ,                     ,from ODP Leg 138 Chapter 12 Table 14 pp 256-261
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Miocene          ,                 ,CN5b              ,              ,138, 846,B, 34,X, 4,  60.00,    317.5000,Raffi    ,Nannofossils                                 ,C              ,G                 ,C                ,                          ,C                    ,                 ,F                    ,                         ,                  ,                   ,                     ,R                    ,                           ,                      ,C                       ,C                     ,F                    ,R                    ,                 ,R                ,                          ,                 ,F                    ,                   ,C                               ,                           ,                        ,R                ,R                     ,R                         ,                  ,                    ,                   ,                   ,                 ,                  ,                       ,                   ,                           ,                   ,                   ,                     ,                    ,                     ,                     ,                   ,                            ,                      ,                        ,                       ,                        ,                       ,                  ,                       ,                    ,                   ,                    ,                 ,                     ,                  ,                      ,                        ,                  ,                    ,                      ,                       ,                                    ,                     ,                                      ,                  ,                     ,from ODP Leg 138 Chapter 12 Table 14 pp 256-261
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Miocene          ,                 ,CN5b              ,              ,138, 846,B, 34,X, 7,  50.00,    321.9000,Raffi    ,Nannofossils                                 ,A              ,G                 ,C                ,                          ,C                    ,                 ,F                    ,                         ,                  ,                   ,                     ,R                    ,                           ,                      ,C                       ,C                     ,F                    ,F                    ,                 ,R                ,                          ,                 ,F                    ,                   ,A                               ,                           ,                        ,R                ,R                     ,R                         ,                  ,                    ,                   ,                   ,                 ,                  ,                       ,                   ,                           ,                   ,                   ,                     ,                    ,                     ,                     ,                   ,                            ,                      ,                        ,                       ,                        ,                       ,                  ,                       ,                    ,                   ,                    ,                 ,                     ,                  ,                      ,                        ,                  ,                    ,                      ,                       ,                                    ,                     ,                                      ,                  ,                     ,from ODP Leg 138 Chapter 12 Table 14 pp 256-261
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Miocene          ,                 ,CN5b              ,              ,138, 846,B, 35,X, 1, 120.00,    323.2000,Raffi    ,Nannofossils                                 ,A              ,G                 ,C                ,                          ,A                    ,                 ,C                    ,                         ,F                 ,                   ,                     ,R                    ,                           ,                      ,C                       ,C                     ,R                    ,                     ,                 ,R                ,                          ,                 ,F                    ,                   ,A                               ,                           ,                        ,F                ,                      ,R                         ,R                 ,                    ,                   ,                   ,                 ,                  ,                       ,                   ,                           ,                   ,                   ,                     ,                    ,                     ,                     ,                   ,                            ,                      ,                        ,                       ,                        ,                       ,                  ,                       ,                    ,                   ,                    ,                 ,                     ,                  ,                      ,                        ,                  ,                    ,                      ,                       ,                                    ,                     ,                                      ,                  ,                     ,from ODP Leg 138 Chapter 12 Table 14 pp 256-261
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Miocene          ,                 ,CN5b              ,              ,138, 846,B, 35,X, 2, 120.00,    324.7000,Raffi    ,Nannofossils                                 ,A              ,G                 ,C                ,                          ,A                    ,                 ,C                    ,                         ,F                 ,                   ,                     ,R                    ,                           ,                      ,C                       ,C                     ,R                    ,                     ,                 ,R                ,                          ,                 ,F                    ,                   ,A                               ,                           ,                        ,F                ,                      ,R                         ,F                 ,                    ,                   ,                   ,                 ,                  ,                       ,                   ,                           ,                   ,                   ,                     ,                    ,                     ,                     ,                   ,                            ,                      ,                        ,                       ,                        ,                       ,                  ,                       ,                    ,                   ,                    ,                 ,                     ,                  ,                      ,                        ,                  ,                    ,                      ,                       ,                                    ,                     ,                                      ,                  ,                     ,from ODP Leg 138 Chapter 12 Table 14 pp 256-261
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Miocene          ,                 ,CN5b              ,              ,138, 846,B, 35,X, 4, 121.00,    327.7100,Raffi    ,Nannofossils                                 ,A              ,G                 ,C                ,                          ,A                    ,                 ,C                    ,                         ,F                 ,                   ,                     ,R                    ,                           ,                      ,C                       ,C                     ,R                    ,                     ,                 ,F                ,                          ,                 ,F                    ,                   ,A                               ,                           ,                        ,F                ,                      ,F                         ,C                 ,                    ,                   ,                   ,                 ,                  ,                       ,                   ,                           ,                   ,                   ,                     ,                    ,                     ,                     ,                   ,                            ,                      ,                        ,                       ,                        ,                       ,                  ,                       ,                    ,                   ,                    ,                 ,                     ,                  ,                      ,                        ,                  ,                    ,                      ,                       ,                                    ,                     ,                                      ,                  ,                     ,from ODP Leg 138 Chapter 12 Table 14 pp 256-261
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Miocene          ,                 ,CN5b              ,              ,138, 846,B, 35,X, 6, 121.00,    330.7100,Raffi    ,Nannofossils                                 ,A              ,G                 ,C                ,                          ,A                    ,                 ,C                    ,                         ,F                 ,                   ,                     ,R                    ,                           ,                      ,C                       ,C                     ,R                    ,                     ,                 ,R                ,                          ,                 ,F                    ,                   ,A                               ,                           ,                        ,F                ,                      ,F                         ,C                 ,                    ,                   ,                   ,                 ,                  ,                       ,                   ,                           ,                   ,                   ,                     ,                    ,                     ,                     ,                   ,                            ,                      ,                        ,                       ,                        ,                       ,                  ,                       ,                    ,                   ,                    ,                 ,                     ,                  ,                      ,                        ,                  ,                    ,                      ,                       ,                                    ,                     ,                                      ,                  ,                     ,from ODP Leg 138 Chapter 12 Table 14 pp 256-261
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Miocene          ,                 ,CN5b              ,              ,138, 846,B, 36,X, 1,  36.00,    332.0600,Raffi    ,Nannofossils                                 ,A              ,G                 ,C                ,                          ,A                    ,                 ,C                    ,                         ,F                 ,                   ,                     ,R                    ,                           ,                      ,A                       ,C                     ,                     ,                     ,R                ,C                ,                          ,                 ,C                    ,                   ,A                               ,                           ,                        ,F                ,                      ,C                         ,F                 ,                    ,                   ,                   ,                 ,                  ,                       ,                   ,                           ,                   ,                   ,                     ,                    ,                     ,                     ,                   ,                            ,                      ,                        ,                       ,                        ,                       ,                  ,                       ,                    ,                   ,                    ,                 ,                     ,                  ,                      ,                        ,                  ,                    ,                      ,                       ,                                    ,                     ,                                      ,                  ,                     ,from ODP Leg 138 Chapter 12 Table 14 pp 256-261
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Miocene          ,                 ,CN5b              ,              ,138, 846,B, 36,X, 4,  40.00,    336.6000,Raffi    ,Nannofossils                                 ,A              ,G                 ,C                ,                          ,A                    ,                 ,C                    ,                         ,R                 ,                   ,                     ,R                    ,                           ,                      ,A                       ,C                     ,                     ,                     ,                 ,C                ,                          ,                 ,C                    ,                   ,A                               ,                           ,                        ,R                ,                      ,R                         ,                  ,                    ,                   ,                   ,                 ,                  ,                       ,                   ,                           ,                   ,                   ,                     ,                    ,                     ,                     ,                   ,                            ,                      ,                        ,                       ,                        ,                       ,                  ,                       ,                    ,                   ,                    ,                 ,                     ,                  ,                      ,                        ,                  ,                    ,                      ,                       ,                                    ,                     ,                                      ,                  ,                     ,from ODP Leg 138 Chapter 12 Table 14 pp 256-261
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Miocene          ,                 ,CN5b              ,              ,138, 846,B, 36,X, 6,  68.00,    339.8800,Raffi    ,Nannofossils                                 ,A              ,G                 ,C                ,                          ,A                    ,                 ,C                    ,                         ,C                 ,                   ,                     ,R                    ,                           ,                      ,A                       ,C                     ,                     ,                     ,                 ,F                ,                          ,                 ,C                    ,                   ,A                               ,                           ,                        ,R                ,                      ,F                         ,R                 ,                    ,                   ,                   ,                 ,                  ,                       ,                   ,                           ,                   ,                   ,                     ,                    ,                     ,                     ,                   ,                            ,                      ,                        ,                       ,                        ,                       ,                  ,                       ,                    ,                   ,                    ,                 ,                     ,                  ,                      ,                        ,                  ,                    ,                      ,                       ,                                    ,                     ,                                      ,                  ,                     ,from ODP Leg 138 Chapter 12 Table 14 pp 256-261
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Miocene          ,                 ,CN5b              ,              ,138, 846,B, 37,X, 1,  58.00,    341.8800,Raffi    ,Nannofossils                                 ,A              ,G                 ,C                ,                          ,A                    ,                 ,C                    ,                         ,A                 ,                   ,                     ,                     ,                           ,                      ,C                       ,C                     ,R                    ,                     ,                 ,R                ,                          ,                 ,F                    ,                   ,A                               ,F                          ,                        ,F                ,                      ,R                         ,R                 ,                    ,                   ,                   ,                 ,                  ,                       ,                   ,                           ,                   ,                   ,                     ,                    ,                     ,                     ,                   ,                            ,                      ,                        ,                       ,                        ,                       ,                  ,                       ,                    ,                   ,                    ,                 ,                     ,                  ,                      ,                        ,                  ,                    ,                      ,                       ,                                    ,                     ,                                      ,                  ,                     ,from ODP Leg 138 Chapter 12 Table 14 pp 256-261
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Miocene          ,                 ,CN5b              ,              ,138, 846,B, 37,X, 3,  26.00,    344.5600,Raffi    ,Nannofossils                                 ,A              ,G                 ,C                ,                          ,A                    ,                 ,A                    ,                         ,A                 ,                   ,                     ,                     ,                           ,                      ,C                       ,R                     ,F                    ,                     ,                 ,R                ,                          ,                 ,F                    ,                   ,A                               ,R                          ,F                       ,R                ,                      ,F                         ,                  ,                    ,                   ,                   ,                 ,                  ,                       ,                   ,                           ,                   ,                   ,                     ,                    ,                     ,                     ,                   ,                            ,                      ,                        ,                       ,                        ,                       ,                  ,                       ,                    ,                   ,                    ,                 ,                     ,                  ,                      ,                        ,                  ,                    ,                      ,                       ,                                    ,                     ,                                      ,                  ,                     ,from ODP Leg 138 Chapter 12 Table 14 pp 256-261
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Miocene          ,                 ,CN5b              ,              ,138, 846,B, 38,X, 2,  50.00,    353.0000,Raffi    ,Nannofossils                                 ,A              ,G                 ,C                ,                          ,A                    ,                 ,A                    ,                         ,C                 ,                   ,                     ,                     ,                           ,                      ,C                       ,R                     ,R                    ,                     ,                 ,F                ,                          ,                 ,F                    ,                   ,A                               ,C                          ,                        ,                 ,                      ,                          ,                  ,                    ,                   ,                   ,                 ,                  ,                       ,                   ,                           ,                   ,                   ,                     ,                    ,                     ,                     ,                   ,                            ,                      ,                        ,                       ,                        ,                       ,                  ,                       ,                    ,                   ,                    ,                 ,                     ,                  ,                      ,                        ,                  ,                    ,                      ,                       ,                                    ,                     ,                                      ,                  ,                     ,from ODP Leg 138 Chapter 12 Table 14 pp 256-261
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Miocene          ,                 ,CN5b              ,              ,138, 846,B, 38,X, 3,  50.00,    354.5000,Raffi    ,Nannofossils                                 ,A              ,G                 ,C                ,                          ,A                    ,R                ,C                    ,                         ,F                 ,                   ,                     ,R                    ,                           ,                      ,A                       ,R                     ,R                    ,cf                   ,                 ,R                ,                          ,                 ,F                    ,                   ,A                               ,F                          ,F                       ,R                ,                      ,                          ,                  ,                    ,                   ,                   ,                 ,                  ,                       ,                   ,                           ,                   ,                   ,                     ,                    ,                     ,                     ,                   ,                            ,                      ,                        ,                       ,                        ,                       ,                  ,                       ,                    ,                   ,                    ,                 ,                     ,                  ,                      ,                        ,                  ,                    ,                      ,                       ,                                    ,                     ,                                      ,                  ,                     ,from ODP Leg 138 Chapter 12 Table 14 pp 256-261
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Miocene          ,                 ,CN5b              ,              ,138, 846,B, 38,X, 5, 120.00,    358.2000,Raffi    ,Nannofossils                                 ,A              ,M                 ,C                ,                          ,A                    ,F                ,C                    ,                         ,F                 ,                   ,                     ,                     ,cf                         ,                      ,C                       ,F                     ,F                    ,cf                   ,R                ,                 ,                          ,                 ,                     ,                   ,C                               ,F                          ,F                       ,                 ,                      ,                          ,                  ,                    ,                   ,                   ,                 ,                  ,                       ,                   ,                           ,                   ,                   ,                     ,                    ,                     ,                     ,                   ,                            ,                      ,                        ,                       ,                        ,                       ,                  ,                       ,                    ,                   ,                    ,                 ,                     ,                  ,                      ,                        ,                  ,                    ,                      ,                       ,                                    ,                     ,                                      ,                  ,                     ,from ODP Leg 138 Chapter 12 Table 14 pp 256-261
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Miocene          ,                 ,CN5b              ,              ,138, 846,B, 38,X, 6,  50.00,    359.0000,Raffi    ,Nannofossils                                 ,A              ,M                 ,C                ,                          ,A                    ,C                ,C                    ,                         ,F                 ,R                  ,                     ,                     ,cf                         ,R                     ,A                       ,C                     ,C                    ,cf                   ,                 ,                 ,                          ,                 ,                     ,R                  ,F                               ,C                          ,F                       ,cf               ,R                     ,                          ,                  ,                    ,                   ,                   ,                 ,                  ,                       ,                   ,                           ,                   ,                   ,                     ,                    ,                     ,                     ,                   ,                            ,                      ,                        ,                       ,                        ,                       ,                  ,                       ,                    ,                   ,                    ,                 ,                     ,                  ,                      ,                        ,                  ,                    ,                      ,                       ,                                    ,                     ,                                      ,                  ,                     ,from ODP Leg 138 Chapter 12 Table 14 pp 256-261
