Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),,Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Bolboforma vulgaris,Bolboforma spinosa,Bolboforma spiralis,Bolboforma rotunda,Bolboforma cyst,Bolboforma reticulata,Bolboforma gracilireticulata,Bolboforma cf.  laevis (round),Bolboforma fava,Bolboforma two-chambered cyst,Bolboforma platyreticulata,Bolboforma badenensis,Bolboforma laevis,Bolboforma moravica,Bolboforma danielsi,Bolboforma verrucosa,Bolboforma robusta,Bolboforma atlantica,Bolboforma capsula,Bolboforma oblongireticulata,Bolboforma compressispinosa,Bolboforma subfragori magna,Bolboforma clodiusi,Bolboforma superba,Bolboforma subfragori,Bolboforma furcata,Bolboforma fragori,Bolboforma metzmacheri ornata,Bolboforma aculeata,Bolboforma contorta sculpturata,Bolboforma contorta contorta,Bolboforma pentaspinosa,Bolboforma metzmacheri solida,Bolboforma m. metzmacheri,Bolboforma deformis,Bolboforma polygonalis,Bolboforma trochospiralis,Bolboforma praeintermedia,Bolboforma intermedia,Bolboforma pisiformis,Bolboforma pustulaintermedia,Bolboforma communis,Bolboforma groenlandica,Bolboforma lockeri,Bolboforma mutabilis,Bolboforma carina,Bolboforma sphaerica,Bolboforma costa. variabilis,Bolboforma tenuis,Bolboforma hispida,Bolboforma carinsapinosa,Bolboforma c. costairregularis,Bolboforma stella,Bolboforma alata,Bolboforma elegans,Comment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Late Miocene     ,                  ,B. metzmacheri,,162,982,B,31,X,CC,18.00,287.7500,Spiegler ,Bolboforms                                   ,A              ,                  ,                   ,                  ,                   ,                  ,               ,                     ,                            ,                              ,               ,                             ,                          ,                     ,A                ,                   ,                   ,                    ,                  ,                    ,                  ,                            ,                           ,                           ,                   ,                  ,                     ,                  ,                  ,R                            ,                   ,                               ,                            ,T                      ,                             ,R                        ,                   ,R                     ,                         ,                         ,                     ,                     ,                            ,                   ,                       ,                  ,                    ,                 ,                    ,                            ,                 ,                  ,                        ,                              ,                 ,                ,                  ,from 162SR. Ch 3. Tables 1 thr 4.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Late Miocene     ,                  ,B. metzmacheri,,162,982,B,32,X,1,19.00,287.9900,Spiegler ,Bolboforms                                   ,A              ,                  ,                   ,                  ,                   ,                  ,               ,                     ,                            ,                              ,               ,                             ,                          ,                     ,R                ,                   ,                   ,                    ,                  ,                    ,                  ,                            ,                           ,                           ,                   ,                  ,                     ,                  ,                  ,R                            ,                   ,                               ,                            ,                       ,                             ,C                        ,                   ,A                     ,                         ,                         ,                     ,                     ,                            ,                   ,                       ,                  ,                    ,                 ,                    ,                            ,                 ,                  ,                        ,                              ,                 ,                ,                  ,from 162SR. Ch 3. Tables 1 thr 4.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Late Miocene     ,                  ,B. metzmacheri,,162,982,B,32,X,2,19.00,289.4900,Spiegler ,Bolboforms                                   ,A              ,                  ,                   ,                  ,                   ,                  ,T              ,                     ,                            ,                              ,               ,                             ,                          ,                     ,A                ,                   ,                   ,                    ,                  ,                    ,rR                ,                            ,                           ,                           ,                   ,                  ,                     ,                  ,                  ,T                            ,                   ,                               ,                            ,T                      ,                             ,                         ,                   ,                      ,                         ,                         ,                     ,                     ,                            ,                   ,                       ,                  ,                    ,                 ,                    ,                            ,                 ,                  ,                        ,                              ,                 ,                ,                  ,from 162SR. Ch 3. Tables 1 thr 4.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Late Miocene     ,                  ,B. metzmacheri,,162,982,B,32,X,3,19.00,290.9900,Spiegler ,Bolboforms                                   ,C              ,                  ,                   ,                  ,                   ,                  ,               ,                     ,                            ,                              ,               ,                             ,                          ,rR                   ,C                ,                   ,                   ,                    ,                  ,                    ,                  ,                            ,                           ,                           ,                   ,                  ,                     ,                  ,                  ,T                            ,                   ,                               ,                            ,                       ,                             ,T                        ,                   ,T                     ,                         ,                         ,                     ,                     ,                            ,                   ,                       ,                  ,                    ,                 ,                    ,                            ,                 ,                  ,                        ,                              ,                 ,                ,                  ,from 162SR. Ch 3. Tables 1 thr 4.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Late Miocene     ,                  ,B. metzmacheri,,162,982,B,32,X,4,19.00,292.4900,Spiegler ,Bolboforms                                   ,C              ,                  ,                   ,                  ,                   ,                  ,               ,                     ,                            ,                              ,               ,                             ,                          ,                     ,C                ,                   ,                   ,                    ,                  ,                    ,rR                ,                            ,                           ,                           ,                   ,                  ,                     ,                  ,                  ,R                            ,                   ,                               ,                            ,                       ,                             ,R                        ,                   ,T                     ,                         ,                         ,                     ,                     ,                            ,                   ,                       ,                  ,                    ,                 ,                    ,                            ,                 ,                  ,                        ,                              ,                 ,                ,                  ,from 162SR. Ch 3. Tables 1 thr 4.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Late Miocene     ,                  ,B. metzmacheri,,162,982,B,33,X,1,19.00,297.5900,Spiegler ,Bolboforms                                   ,C              ,                  ,                   ,                  ,                   ,                  ,R              ,                     ,                            ,                              ,               ,                             ,                          ,                     ,C                ,                   ,                   ,                    ,                  ,                    ,                  ,                            ,                           ,                           ,                   ,                  ,                     ,                  ,                  ,R                            ,                   ,                               ,                            ,T                      ,                             ,C                        ,                   ,                      ,                         ,                         ,                     ,                     ,                            ,                   ,                       ,                  ,                    ,                 ,                    ,                            ,                 ,                  ,                        ,                              ,                 ,                ,                  ,from 162SR. Ch 3. Tables 1 thr 4.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Late Miocene     ,                  ,B. metzmacheri,,162,982,B,33,X,2,19.00,299.0900,Spiegler ,Bolboforms                                   ,C              ,                  ,                   ,                  ,                   ,                  ,               ,                     ,                            ,                              ,               ,                             ,                          ,                     ,C                ,                   ,                   ,                    ,                  ,                    ,rR                ,                            ,                           ,                           ,                   ,                  ,                     ,                  ,                  ,R                            ,                   ,                               ,                            ,T                      ,                             ,R                        ,T                  ,                      ,                         ,                         ,                     ,                     ,                            ,                   ,                       ,                  ,                    ,                 ,                    ,                            ,                 ,                  ,                        ,                              ,                 ,                ,                  ,from 162SR. Ch 3. Tables 1 thr 4.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Late Miocene     ,                  ,B. metzmacheri,,162,982,B,33,X,3,19.00,300.5900,Spiegler ,Bolboforms                                   ,C              ,                  ,                   ,                  ,                   ,                  ,               ,                     ,                            ,                              ,               ,                             ,                          ,rR                   ,C                ,                   ,                   ,                    ,                  ,                    ,                  ,                            ,                           ,                           ,                   ,                  ,                     ,R                 ,                  ,C                            ,                   ,                               ,T                           ,T                      ,                             ,C                        ,                   ,                      ,                         ,                         ,                     ,                     ,                            ,                   ,                       ,                  ,                    ,                 ,                    ,                            ,                 ,                  ,                        ,                              ,                 ,                ,                  ,from 162SR. Ch 3. Tables 1 thr 4.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Late Miocene     ,                  ,B. metzmacheri,,162,982,B,33,X,4,19.00,302.0900,Spiegler ,Bolboforms                                   ,A              ,                  ,                   ,                  ,                   ,                  ,               ,                     ,                            ,                              ,               ,                             ,                          ,                     ,A                ,                   ,                   ,                    ,                  ,                    ,                  ,                            ,                           ,                           ,                   ,                  ,                     ,                  ,                  ,T                            ,                   ,                               ,                            ,                       ,                             ,T                        ,                   ,                      ,                         ,                         ,                     ,                     ,                            ,                   ,                       ,                  ,                    ,                 ,                    ,                            ,                 ,                  ,                        ,                              ,                 ,                ,                  ,from 162SR. Ch 3. Tables 1 thr 4.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Late Miocene     ,                  ,B. metzmacheri,,162,982,B,33,X,5,19.00,303.5900,Spiegler ,Bolboforms                                   ,C              ,                  ,                   ,                  ,                   ,                  ,               ,                     ,                            ,                              ,               ,                             ,                          ,                     ,C                ,                   ,                   ,                    ,                  ,                    ,                  ,                            ,                           ,                           ,                   ,                  ,                     ,T                 ,                  ,                             ,                   ,                               ,                            ,T                      ,                             ,T                        ,                   ,                      ,                         ,                         ,                     ,                     ,                            ,                   ,                       ,                  ,                    ,                 ,                    ,                            ,                 ,                  ,                        ,                              ,                 ,                ,                  ,from 162SR. Ch 3. Tables 1 thr 4.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Late Miocene     ,                  ,B. metzmacheri,,162,982,B,33,X,6,19.00,305.0900,Spiegler ,Bolboforms                                   ,C              ,                  ,                   ,                  ,                   ,                  ,               ,                     ,T                           ,                              ,               ,                             ,                          ,rR                   ,C                ,                   ,                   ,                    ,                  ,                    ,                  ,                            ,                           ,                           ,                   ,                  ,                     ,                  ,                  ,T                            ,                   ,                               ,                            ,T                      ,                             ,T                        ,                   ,                      ,                         ,                         ,                     ,                     ,                            ,                   ,                       ,                  ,                    ,                 ,                    ,                            ,                 ,                  ,                        ,                              ,                 ,                ,                  ,from 162SR. Ch 3. Tables 1 thr 4.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Late Miocene     ,                  ,B. metzmacheri,,162,982,B,34,X,1,19.00,307.2900,Spiegler ,Bolboforms                                   ,R              ,                  ,                   ,                  ,                   ,                  ,               ,                     ,                            ,                              ,               ,                             ,                          ,rR                   ,R                ,                   ,                   ,                    ,                  ,                    ,                  ,                            ,                           ,                           ,                   ,                  ,                     ,R                 ,                  ,T                            ,                   ,                               ,                            ,T                      ,                             ,T                        ,                   ,                      ,                         ,                         ,                     ,                     ,                            ,                   ,                       ,                  ,                    ,                 ,                    ,                            ,                 ,                  ,                        ,                              ,                 ,                ,                  ,from 162SR. Ch 3. Tables 1 thr 4.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Late Miocene     ,                  ,B. metzmacheri,,162,982,B,34,X,2,19.00,308.7900,Spiegler ,Bolboforms                                   ,C              ,                  ,                   ,                  ,                   ,                  ,               ,                     ,T                           ,                              ,               ,                             ,rR                        ,                     ,C                ,                   ,                   ,                    ,                  ,                    ,rR                ,                            ,                           ,                           ,                   ,                  ,                     ,                  ,                  ,T                            ,                   ,R                              ,T                           ,T                      ,                             ,T                        ,                   ,                      ,                         ,                         ,                     ,                     ,                            ,                   ,                       ,                  ,                    ,                 ,                    ,                            ,                 ,                  ,                        ,                              ,                 ,                ,                  ,from 162SR. Ch 3. Tables 1 thr 4.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Late Miocene     ,                  ,B. metzmacheri,,162,982,B,34,X,3,19.00,310.2900,Spiegler ,Bolboforms                                   ,C              ,                  ,                   ,                  ,                   ,                  ,               ,                     ,T                           ,                              ,               ,                             ,                          ,rR                   ,C                ,                   ,rR                 ,                    ,                  ,                    ,                  ,                            ,                           ,                           ,                   ,                  ,                     ,                  ,                  ,T                            ,                   ,                               ,T                           ,T                      ,                             ,R                        ,                   ,                      ,                         ,                         ,                     ,                     ,                            ,                   ,                       ,                  ,                    ,                 ,                    ,                            ,                 ,                  ,                        ,                              ,                 ,                ,                  ,from 162SR. Ch 3. Tables 1 thr 4.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Late Miocene     ,                  ,B. metzmacheri,,162,982,B,34,X,4,19.00,311.7900,Spiegler ,Bolboforms                                   ,C              ,                  ,                   ,                  ,                   ,                  ,T              ,                     ,R                           ,                              ,               ,                             ,                          ,rR                   ,C                ,                   ,                   ,                    ,                  ,                    ,                  ,                            ,                           ,                           ,                   ,                  ,                     ,R                 ,                  ,T                            ,                   ,                               ,                            ,R                      ,                             ,R                        ,                   ,                      ,                         ,                         ,                     ,                     ,                            ,                   ,                       ,                  ,                    ,                 ,                    ,                            ,                 ,                  ,                        ,                              ,                 ,                ,                  ,from 162SR. Ch 3. Tables 1 thr 4.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Late Miocene     ,                  ,B. metzmacheri,,162,982,B,34,X,5,19.00,313.2900,Spiegler ,Bolboforms                                   ,R              ,                  ,                   ,                  ,                   ,                  ,               ,                     ,                            ,                              ,               ,                             ,                          ,                     ,R                ,                   ,rR                 ,                    ,                  ,                    ,rR                ,                            ,                           ,                           ,                   ,                  ,rR                   ,                  ,rR                ,                             ,                   ,                               ,                            ,R                      ,                             ,T                        ,                   ,                      ,                         ,                         ,                     ,                     ,                            ,                   ,                       ,                  ,                    ,                 ,                    ,                            ,                 ,                  ,                        ,                              ,                 ,                ,                  ,from 162SR. Ch 3. Tables 1 thr 4.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Late Miocene     ,                  ,B. metzmacheri,,162,982,B,34,X,6,19.00,314.7900,Spiegler ,Bolboforms                                   ,C              ,                  ,                   ,                  ,                   ,                  ,               ,                     ,T                           ,                              ,               ,                             ,                          ,rR                   ,C                ,                   ,                   ,                    ,                  ,                    ,                  ,                            ,                           ,                           ,                   ,                  ,rR                   ,T                 ,rR                ,R                            ,                   ,                               ,                            ,R                      ,                             ,R                        ,                   ,                      ,                         ,                         ,                     ,                     ,                            ,                   ,                       ,                  ,                    ,                 ,                    ,                            ,                 ,                  ,                        ,                              ,                 ,                ,                  ,from 162SR. Ch 3. Tables 1 thr 4.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Late Miocene     ,                  ,B. metzmacheri,,162,982,B,35,X,1,19.00,316.8900,Spiegler ,Bolboforms                                   ,A              ,                  ,                   ,                  ,                   ,                  ,               ,                     ,                            ,                              ,               ,                             ,                          ,rR                   ,R                ,                   ,                   ,                    ,                  ,                    ,                  ,                            ,                           ,                           ,                   ,                  ,rR                   ,                  ,rR                ,                             ,                   ,                               ,                            ,                       ,                             ,A                        ,                   ,                      ,                         ,                         ,                     ,                     ,                            ,                   ,                       ,                  ,                    ,                 ,                    ,                            ,                 ,                  ,                        ,                              ,                 ,                ,                  ,from 162SR. Ch 3. Tables 1 thr 4.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Late Miocene     ,                  ,B. metzmacheri,,162,982,B,35,X,2,19.00,318.3900,Spiegler ,Bolboforms                                   ,C              ,                  ,                   ,                  ,                   ,                  ,R              ,                     ,                            ,                              ,               ,                             ,                          ,                     ,T                ,                   ,                   ,                    ,                  ,                    ,                  ,                            ,                           ,                           ,                   ,                  ,rR                   ,                  ,rR                ,R                            ,                   ,                               ,                            ,                       ,                             ,C                        ,                   ,                      ,                         ,                         ,                     ,                     ,                            ,                   ,                       ,                  ,                    ,                 ,                    ,                            ,                 ,                  ,                        ,                              ,                 ,                ,                  ,from 162SR. Ch 3. Tables 1 thr 4.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Late Miocene     ,                  ,B. metzmacheri,,162,982,B,35,X,3,19.00,319.8900,Spiegler ,Bolboforms                                   ,A              ,                  ,                   ,                  ,                   ,                  ,               ,                     ,                            ,                              ,               ,                             ,                          ,                     ,C                ,                   ,                   ,                    ,                  ,                    ,                  ,                            ,                           ,                           ,                   ,                  ,                     ,                  ,                  ,C                            ,                   ,                               ,                            ,R                      ,                             ,A                        ,                   ,                      ,                         ,                         ,                     ,                     ,                            ,                   ,                       ,                  ,                    ,                 ,                    ,                            ,                 ,                  ,                        ,                              ,                 ,                ,                  ,from 162SR. Ch 3. Tables 1 thr 4.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Late Miocene     ,                  ,B. metzmacheri,,162,982,B,35,X,4,19.00,321.3900,Spiegler ,Bolboforms                                   ,C              ,                  ,                   ,                  ,                   ,                  ,               ,                     ,                            ,                              ,               ,                             ,                          ,                     ,C                ,                   ,                   ,                    ,                  ,                    ,                  ,                            ,                           ,                           ,                   ,                  ,                     ,                  ,                  ,T                            ,                   ,                               ,                            ,                       ,                             ,T                        ,                   ,                      ,                         ,                         ,                     ,                     ,                            ,                   ,                       ,                  ,                    ,                 ,                    ,                            ,                 ,                  ,                        ,                              ,                 ,                ,                  ,from 162SR. Ch 3. Tables 1 thr 4.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Late Miocene     ,                  ,B. metzmacheri,,162,982,B,36,X,1,19.00,326.4900,Spiegler ,Bolboforms                                   ,A              ,                  ,                   ,                  ,                   ,                  ,               ,                     ,                            ,                              ,               ,                             ,                          ,                     ,A                ,                   ,                   ,                    ,                  ,                    ,                  ,                            ,                           ,                           ,                   ,                  ,                     ,                  ,                  ,                             ,                   ,                               ,                            ,                       ,T                            ,T                        ,                   ,                      ,                         ,                         ,                     ,                     ,                            ,                   ,                       ,                  ,                    ,                 ,                    ,                            ,                 ,                  ,                        ,                              ,                 ,                ,                  ,from 162SR. Ch 3. Tables 1 thr 4.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Late Miocene     ,                  ,B. metzmacheri,,162,982,B,36,X,2,19.00,327.9900,Spiegler ,Bolboforms                                   ,A              ,                  ,                   ,                  ,                   ,                  ,R              ,                     ,                            ,                              ,               ,                             ,                          ,                     ,A                ,                   ,                   ,                    ,                  ,                    ,                  ,                            ,                           ,                           ,                   ,                  ,                     ,                  ,                  ,                             ,                   ,                               ,                            ,T                      ,T                            ,                         ,                   ,                      ,                         ,                         ,                     ,                     ,                            ,                   ,                       ,                  ,                    ,                 ,                    ,                            ,                 ,                  ,                        ,                              ,                 ,                ,                  ,from 162SR. Ch 3. Tables 1 thr 4.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Late Miocene     ,                  ,B. metzmacheri,,162,982,B,36,X,3,19.00,329.4900,Spiegler ,Bolboforms                                   ,A              ,                  ,                   ,                  ,                   ,                  ,R              ,                     ,                            ,                              ,               ,                             ,                          ,                     ,C                ,                   ,                   ,                    ,                  ,                    ,                  ,                            ,rR                         ,                           ,                   ,                  ,                     ,                  ,                  ,                             ,                   ,                               ,                            ,T                      ,A                            ,                         ,                   ,                      ,                         ,                         ,                     ,                     ,                            ,                   ,                       ,                  ,                    ,                 ,                    ,                            ,                 ,                  ,                        ,                              ,                 ,                ,                  ,from 162SR. Ch 3. Tables 1 thr 4.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Late Miocene     ,                  ,B. metzmacheri,,162,982,B,36,X,4,19.00,330.9900,Spiegler ,Bolboforms                                   ,A              ,                  ,                   ,                  ,                   ,                  ,R              ,                     ,                            ,                              ,               ,                             ,                          ,                     ,T                ,                   ,                   ,                    ,                  ,                    ,                  ,                            ,                           ,                           ,                   ,                  ,                     ,                  ,                  ,                             ,                   ,                               ,                            ,T                      ,A                            ,T                        ,                   ,                      ,                         ,                         ,                     ,                     ,                            ,                   ,                       ,                  ,                    ,                 ,                    ,                            ,                 ,                  ,                        ,                              ,                 ,                ,                  ,from 162SR. Ch 3. Tables 1 thr 4.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Late Miocene     ,                  ,B. capsula    ,,162,982,B,36,X,5,19.00,332.4900,Spiegler ,Bolboforms                                   ,A              ,                  ,                   ,                  ,                   ,                  ,               ,                     ,                            ,                              ,               ,                             ,                          ,rR                   ,                 ,                   ,                   ,                    ,                  ,                    ,A                 ,                            ,                           ,                           ,                   ,                  ,                     ,                  ,                  ,                             ,                   ,                               ,                            ,T                      ,cf                           ,                         ,                   ,                      ,                         ,                         ,                     ,                     ,                            ,                   ,                       ,                  ,                    ,                 ,                    ,                            ,                 ,                  ,                        ,                              ,                 ,                ,                  ,from 162SR. Ch 3. Tables 1 thr 4.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Late Miocene     ,                  ,B. capsula    ,,162,982,B,36,X,CC,33.00,333.3200,Spiegler ,Bolboforms                                   ,A              ,                  ,                   ,                  ,                   ,                  ,               ,                     ,                            ,                              ,               ,                             ,                          ,                     ,T                ,                   ,                   ,                    ,                  ,                    ,A                 ,                            ,                           ,                           ,                   ,                  ,                     ,T                 ,                  ,                             ,                   ,                               ,                            ,T                      ,                             ,                         ,                   ,                      ,                         ,                         ,                     ,                     ,                            ,                   ,                       ,                  ,                    ,                 ,                    ,                            ,                 ,                  ,                        ,                              ,                 ,                ,                  ,from 162SR. Ch 3. Tables 1 thr 4.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Late Miocene     ,                  ,B. capsula    ,,162,982,B,37,X,1,19.00,336.1900,Spiegler ,Bolboforms                                   ,A              ,                  ,                   ,                  ,                   ,                  ,               ,                     ,T                           ,                              ,               ,                             ,                          ,rR                   ,                 ,                   ,                   ,                    ,                  ,                    ,A                 ,                            ,                           ,                           ,                   ,                  ,                     ,R                 ,                  ,                             ,                   ,                               ,                            ,T                      ,                             ,                         ,                   ,                      ,                         ,                         ,                     ,                     ,                            ,                   ,                       ,                  ,                    ,                 ,                    ,                            ,                 ,                  ,                        ,                              ,                 ,                ,                  ,from 162SR. Ch 3. Tables 1 thr 4.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Late Miocene     ,                  ,B. capsula    ,,162,982,B,37,X,2,19.00,337.6900,Spiegler ,Bolboforms                                   ,C              ,                  ,                   ,                  ,                   ,                  ,               ,                     ,                            ,                              ,               ,                             ,                          ,rR                   ,                 ,                   ,                   ,                    ,                  ,                    ,C                 ,                            ,                           ,                           ,                   ,                  ,                     ,                  ,                  ,                             ,                   ,                               ,                            ,                       ,                             ,                         ,                   ,                      ,                         ,                         ,                     ,                     ,                            ,                   ,                       ,                  ,                    ,                 ,                    ,                            ,                 ,                  ,                        ,                              ,                 ,                ,                  ,from 162SR. Ch 3. Tables 1 thr 4.
