Data	Age From (oldest)	Age To (youngest)	Zone From (bottom)	Zone To  (top)	Leg	Site	H	Cor	T	Sc	Top(cm)	Depth (mbsf)	Scientist	Fossil Group                                 	Group Abundance	Group Preservation	Orbulina universa	Sphaeroidinellopsis seminulina	Globorotalia menardii menardii (sinistral)	Globorotalia siakensis	Globorotalia miozea	Globoquadrina dehiscens	Globoquadrina venezuelana	Globigerina nepenthes	Globigerinoides trilobus	Neogloboquadrina humerosa	Neogloboquadrina acostaensis (dextral)	Neogloboquadrina acostaensis (sinistral)	Dentoglobigerina altispira altispira	Globigerinoides obliquus obliquus	Globorotalia plesiotumida	Globorotalia scitula	Globigerinoides sacculifer	Globorotalia cf. Gr. miozea	Orbulina suturalis	Globigerina woodi	Globigerinoides quadrilobatus	Globigerinoides obliquus extremus	Globigerinita glutinata	Globorotalia menardii menardii (dextral)	Globigerina decoraperta	Globoquadrina baroemoenensis	Globorotalia conomiozea	Pulleniatina obliquiloculata obliquiloculata	Globorotalia juanai	Globorotalia menardii cultrata (sinistral)	Globorotalia margaritae primitivae	Globigerinoides pyramidalis	Orbulina bilobata	Globorotalia cf. Gr. conomiozea	Globoquadrina altispira globosa	Globoquadrina altispira conica	Globorotalia margaritae	Globigerinoides conglobatus	Globorotalia cf. Gr. juanai	Globigerinoides elongatus	Neogloboquadrina dutertrei	Globorotalia pseudopima	Globorotalia miocenica	Globigerinoides ruber	Globorotalia multicamerata	Globigerinella aequilateralis	Globorotalia menardii cultrata (dextral)	Globorotalia cf. Gr. multicamerata	Globorotalia pseudomiocenica	Globorotalia cf. Gr. miocenica	Globorotalia puncticulata	Globorotalia crassaformis	Globorotalia pertenuis	Globorotalia exilis	Globorotalia tumida	Globorotalia cf. Gr. hirsuta	Globigerina apertura	Neogloboquadrina pachyderma (dextral)	Globorotaloides hexagona	Globigerina falconensis	Globorotalia inflata	Globigerina bulloides	Candeina nitida	Globorotalia tosaensis	Sphaeroidinella dehiscens	Globorotalia truncatulinoides	Globorotalia crassula	Globigerina rubescens	Globigerinoides fistulosus	Globigerina eamsi	Globigerinella obesa	Comment

  SR	Late Miocene     	                 	M13               	              	157	 954	B	 20	R	CC	   0.00	    267.0700	Brunner  	Planktonic Foraminifers                      	C              	M                 	C                	C                             	                                          	                      	                   	                       	C                        	F                    	                        	F                        	                                      	F                                       	A                                   	C                                	                         	                    	                          	                           	                  	                 	                             	C                                	                       	                                        	                       	                            	F                      	                                            	C                  	                                          	                                  	                           	                 	                               	C                              	F                             	                       	                           	                           	                         	                          	                       	                      	                     	                          	                             	                                        	                                  	                            	                              	                         	                         	                      	                   	                   	                            	                    	                                     	                        	                       	                    	                     	               	                      	                         	                             	                     	                     	                          	                 	                    	from Leg 157 SR CH. 10. Table 4.

  SR	Late Miocene     	                 	M13               	              	157	 954	B	 21	R	 3	  70.00	    277.0000	Brunner  	Planktonic Foraminifers                      	F              	M                 	C                	C                             	                                          	                      	                   	                       	F                        	F                    	                        	                         	                                      	F                                       	                                    	F                                	                         	                    	                          	                           	                  	                 	                             	F                                	                       	                                        	                       	                            	C                      	                                            	                   	                                          	                                  	                           	                 	                               	                               	                              	                       	                           	                           	                         	                          	                       	                      	                     	                          	                             	                                        	                                  	                            	                              	                         	                         	                      	                   	                   	                            	                    	                                     	                        	                       	                    	                     	               	                      	                         	                             	                     	                     	                          	                 	                    	from Leg 157 SR CH. 10. Table 4.

  SR	Late Miocene     	                 	M13               	              	157	 954	B	 21	R	 4	 131.00	    279.1100	Brunner  	Planktonic Foraminifers                      	C              	P                 	C                	C                             	                                          	                      	                   	                       	                         	C                    	                        	F                        	                                      	C                                       	F                                   	                                 	                         	                    	                          	                           	                  	                 	                             	R                                	                       	                                        	                       	                            	                       	                                            	                   	C                                         	                                  	                           	                 	F                              	                               	                              	                       	                           	                           	                         	                          	                       	                      	                     	                          	                             	                                        	                                  	                            	                              	                         	                         	                      	                   	                   	                            	                    	                                     	                        	                       	                    	                     	               	                      	                         	                             	                     	                     	                          	                 	                    	from Leg 157 SR CH. 10. Table 4.

  SR	Late Miocene     	                 	M13               	              	157	 954	B	 21	R	 5	  40.00	    279.7000	Brunner  	Planktonic Foraminifers                      	F              	P                 	F                	                              	                                          	                      	                   	                       	                         	F                    	                        	                         	                                      	                                        	                                    	F                                	                         	                    	                          	                           	                  	                 	                             	                                 	                       	                                        	                       	                            	                       	                                            	                   	                                          	                                  	                           	F                	                               	                               	                              	                       	                           	                           	                         	                          	                       	                      	                     	                          	                             	                                        	                                  	                            	                              	                         	                         	                      	                   	                   	                            	                    	                                     	                        	                       	                    	                     	               	                      	                         	                             	                     	                     	                          	                 	                    	from Leg 157 SR CH. 10. Table 4.

  SR	Late Miocene     	                 	M13               	              	157	 954	B	 21	R	CC	  17.00	    282.1300	Brunner  	Planktonic Foraminifers                      	F              	P                 	F                	F                             	                                          	                      	                   	                       	F                        	R                    	F                       	                         	                                      	                                        	                                    	F                                	                         	                    	                          	                           	                  	                 	                             	                                 	                       	                                        	                       	                            	F                      	                                            	                   	                                          	                                  	R                          	                 	                               	                               	                              	                       	                           	                           	                         	                          	                       	                      	                     	                          	                             	                                        	                                  	                            	                              	                         	                         	                      	                   	                   	                            	                    	                                     	                        	                       	                    	                     	               	                      	                         	                             	                     	                     	                          	                 	                    	from Leg 157 SR CH. 10. Table 4.

  SR	Late Miocene     	                 	M13               	              	157	 954	B	 22	R	 1	  91.00	    283.7100	Brunner  	Planktonic Foraminifers                      	C              	P                 	C                	C                             	                                          	                      	                   	                       	C                        	C                    	                        	                         	                                      	C                                       	F                                   	F                                	                         	                    	                          	                           	                  	                 	                             	                                 	                       	                                        	                       	                            	R                      	                                            	                   	C                                         	                                  	                           	                 	                               	                               	                              	                       	                           	                           	                         	                          	                       	                      	                     	                          	                             	                                        	                                  	                            	                              	                         	                         	                      	                   	                   	                            	                    	                                     	                        	                       	                    	                     	               	                      	                         	                             	                     	                     	                          	                 	                    	from Leg 157 SR CH. 10. Table 4.

  SR	Late Miocene     	                 	M13               	              	157	 954	B	 22	R	 4	  76.00	    288.0600	Brunner  	Planktonic Foraminifers                      	F              	P                 	F                	F                             	                                          	                      	                   	                       	                         	F                    	                        	                         	                                      	F                                       	F                                   	F                                	                         	                    	                          	                           	                  	                 	                             	                                 	                       	                                        	                       	                            	F                      	                                            	                   	F                                         	R                                 	                           	                 	                               	                               	                              	                       	                           	                           	                         	                          	                       	                      	                     	                          	                             	                                        	                                  	                            	                              	                         	                         	                      	                   	                   	                            	                    	                                     	                        	                       	                    	                     	               	                      	                         	                             	                     	                     	                          	                 	                    	from Leg 157 SR CH. 10. Table 4.

  SR	Late Miocene     	                 	M12               	              	157	 954	B	 22	R	CC	  18.00	    289.6500	Brunner  	Planktonic Foraminifers                      	F              	P                 	F                	C                             	                                          	                      	                   	                       	                         	C                    	                        	                         	                                      	F                                       	                                    	F                                	                         	                    	                          	                           	                  	                 	                             	F                                	                       	                                        	                       	                            	F                      	                                            	                   	                                          	                                  	                           	                 	                               	                               	                              	                       	                           	                           	                         	                          	                       	                      	                     	                          	                             	                                        	                                  	                            	                              	                         	                         	                      	                   	                   	                            	                    	                                     	                        	                       	                    	                     	               	                      	                         	                             	                     	                     	                          	                 	                    	from Leg 157 SR CH. 10. Table 4.

  SR	Late Miocene     	                 	M12               	              	157	 954	B	 23	R	 2	 132.00	    295.2200	Brunner  	Planktonic Foraminifers                      	F              	P                 	F                	F                             	                                          	                      	                   	                       	                         	F                    	                        	                         	                                      	R                                       	                                    	                                 	R                        	                    	                          	                           	                  	                 	                             	                                 	                       	                                        	                       	                            	R                      	                                            	R                  	                                          	                                  	                           	                 	                               	                               	                              	                       	                           	                           	                         	                          	                       	                      	                     	                          	                             	                                        	                                  	                            	                              	                         	                         	                      	                   	                   	                            	                    	                                     	                        	                       	                    	                     	               	                      	                         	                             	                     	                     	                          	                 	                    	from Leg 157 SR CH. 10. Table 4.

  SR	Late Miocene     	                 	M12               	              	157	 954	B	 23	R	 4	  49.00	    297.3900	Brunner  	Planktonic Foraminifers                      	C              	P                 	C                	A                             	F                                         	                      	                   	                       	                         	A                    	                        	                         	                                      	F                                       	                                    	F                                	                         	                    	                          	                           	                  	                 	                             	                                 	                       	                                        	                       	                            	R                      	                                            	                   	                                          	                                  	                           	                 	                               	                               	                              	                       	                           	                           	                         	                          	                       	                      	                     	                          	                             	                                        	                                  	                            	                              	                         	                         	                      	                   	                   	                            	                    	                                     	                        	                       	                    	                     	               	                      	                         	                             	                     	                     	                          	                 	                    	from Leg 157 SR CH. 10. Table 4.

  SR	Late Miocene     	                 	M12               	              	157	 954	B	 23	R	CC	   0.00	    300.8500	Brunner  	Planktonic Foraminifers                      	F              	P                 	C                	F                             	                                          	                      	                   	                       	                         	F                    	                        	                         	                                      	                                        	                                    	                                 	                         	                    	                          	R                          	                  	                 	                             	                                 	                       	                                        	                       	                            	F                      	                                            	                   	                                          	                                  	                           	                 	                               	                               	                              	                       	                           	                           	                         	                          	                       	                      	                     	                          	                             	                                        	                                  	                            	                              	                         	                         	                      	                   	                   	                            	                    	                                     	                        	                       	                    	                     	               	                      	                         	                             	                     	                     	                          	                 	                    	from Leg 157 SR CH. 10. Table 4.

  SR	Late Miocene     	                 	M12               	              	157	 954	B	 24	R	 1	  96.00	    302.9600	Brunner  	Planktonic Foraminifers                      	F              	P                 	R                	R                             	                                          	                      	                   	                       	                         	R                    	R                       	                         	                                      	F                                       	R                                   	                                 	R                        	                    	R                         	                           	                  	                 	                             	                                 	                       	                                        	                       	R                           	                       	R                                           	                   	                                          	                                  	                           	                 	                               	                               	                              	                       	                           	                           	                         	                          	                       	                      	                     	                          	                             	                                        	                                  	                            	                              	                         	                         	                      	                   	                   	                            	                    	                                     	                        	                       	                    	                     	               	                      	                         	                             	                     	                     	                          	                 	                    	from Leg 157 SR CH. 10. Table 4.

  SR	Late Miocene     	                 	M12               	              	157	 954	B	 24	R	 1	  97.00	    302.9700	Brunner  	Planktonic Foraminifers                      	F              	P                 	                 	                              	                                          	                      	                   	                       	                         	F                    	                        	F                        	                                      	F                                       	R                                   	R                                	                         	                    	R                         	                           	                  	                 	                             	                                 	                       	R                                       	                       	                            	R                      	                                            	                   	                                          	                                  	                           	                 	                               	                               	                              	                       	                           	                           	                         	                          	                       	                      	                     	                          	                             	                                        	                                  	                            	                              	                         	                         	                      	                   	                   	                            	                    	                                     	                        	                       	                    	                     	               	                      	                         	                             	                     	                     	                          	                 	                    	from Leg 157 SR CH. 10. Table 4.

  SR	Late Miocene     	                 	M12               	              	157	 954	B	 24	R	 2	  52.00	    304.0000	Brunner  	Planktonic Foraminifers                      	C              	M                 	C                	C                             	                                          	                      	                   	                       	                         	C                    	C                       	                         	                                      	F                                       	                                    	R                                	                         	                    	F                         	                           	                  	                 	                             	R                                	                       	C                                       	                       	                            	F                      	                                            	                   	                                          	                                  	                           	                 	                               	                               	                              	                       	                           	                           	                         	                          	                       	                      	                     	                          	                             	                                        	                                  	                            	                              	                         	                         	                      	                   	                   	                            	                    	                                     	                        	                       	                    	                     	               	                      	                         	                             	                     	                     	                          	                 	                    	from Leg 157 SR CH. 10. Table 4.

  SR	Late Miocene     	                 	M11               	              	157	 954	B	 25	R	CC	   0.00	    313.4600	Brunner  	Planktonic Foraminifers                      	C              	P                 	F                	F                             	                                          	                      	                   	                       	F                        	                     	                        	                         	                                      	                                        	F                                   	                                 	R                        	                    	                          	                           	                  	                 	                             	                                 	                       	                                        	                       	F                           	                       	                                            	                   	                                          	                                  	                           	                 	                               	                               	                              	                       	                           	                           	                         	                          	                       	                      	                     	                          	                             	                                        	                                  	                            	                              	                         	                         	                      	                   	                   	                            	                    	                                     	                        	                       	                    	                     	               	                      	                         	                             	                     	                     	                          	                 	                    	from Leg 157 SR CH. 10. Table 4.

  SR	Late Miocene     	                 	M11               	              	157	 954	B	 26	R	 1	  91.00	    322.3100	Brunner  	Planktonic Foraminifers                      	F              	P                 	F                	F                             	                                          	                      	                   	                       	                         	F                    	                        	R                        	                                      	R                                       	F                                   	                                 	                         	                    	                          	                           	                  	                 	                             	                                 	                       	                                        	                       	                            	                       	                                            	                   	                                          	                                  	                           	                 	                               	                               	                              	                       	                           	                           	                         	                          	                       	                      	                     	                          	                             	                                        	                                  	                            	                              	                         	                         	                      	                   	                   	                            	                    	                                     	                        	                       	                    	                     	               	                      	                         	                             	                     	                     	                          	                 	                    	from Leg 157 SR CH. 10. Table 4.

  SR	Late Miocene     	                 	M11               	              	157	 954	B	 26	R	 2	  87.00	    323.7700	Brunner  	Planktonic Foraminifers                      	F              	P                 	                 	F                             	                                          	                      	                   	                       	                         	C                    	F                       	                         	                                      	R                                       	                                    	                                 	                         	                    	                          	                           	                  	                 	                             	                                 	                       	                                        	                       	                            	                       	                                            	                   	                                          	                                  	                           	                 	                               	                               	                              	                       	                           	                           	                         	                          	                       	                      	                     	                          	                             	                                        	                                  	                            	                              	                         	                         	                      	                   	                   	                            	                    	                                     	                        	                       	                    	                     	               	                      	                         	                             	                     	                     	                          	                 	                    	from Leg 157 SR CH. 10. Table 4.

  SR	Late Miocene     	                 	M11               	              	157	 954	B	 26	R	 5	   0.00	    327.4000	Brunner  	Planktonic Foraminifers                      	C              	P                 	F                	                              	                                          	                      	                   	                       	R                        	F                    	R                       	                         	                                      	F                                       	R                                   	                                 	R                        	R                   	R                         	                           	                  	R                	                             	R                                	R                      	R                                       	R                      	                            	                       	                                            	                   	                                          	                                  	                           	                 	                               	                               	                              	                       	                           	                           	                         	                          	                       	                      	                     	                          	                             	                                        	                                  	                            	                              	                         	                         	                      	                   	                   	                            	                    	                                     	                        	                       	                    	                     	               	                      	                         	                             	                     	                     	                          	                 	                    	from Leg 157 SR CH. 10. Table 4.

  SR	Late Miocene     	                 	M11               	              	157	 954	B	 27	R	 4	 132.00	    336.9200	Brunner  	Planktonic Foraminifers                      	R              	P                 	F                	R                             	                                          	                      	                   	                       	                         	                     	                        	                         	                                      	                                        	                                    	                                 	                         	                    	                          	                           	                  	                 	                             	                                 	                       	                                        	                       	                            	                       	                                            	                   	                                          	                                  	                           	                 	                               	                               	                              	                       	                           	                           	                         	                          	                       	                      	                     	                          	                             	                                        	                                  	                            	                              	                         	                         	                      	                   	                   	                            	                    	                                     	                        	                       	                    	                     	               	                      	                         	                             	                     	                     	                          	                 	                    	from Leg 157 SR CH. 10. Table 4.

  SR	Late Miocene     	                 	M11               	              	157	 954	B	 27	R	 5	  53.00	    337.6300	Brunner  	Planktonic Foraminifers                      	F              	P                 	F                	F                             	                                          	                      	                   	                       	                         	C                    	                        	                         	                                      	                                        	                                    	                                 	                         	                    	                          	                           	                  	                 	                             	                                 	                       	                                        	                       	                            	                       	                                            	                   	                                          	                                  	                           	                 	                               	                               	                              	                       	                           	                           	                         	                          	                       	                      	                     	                          	                             	                                        	                                  	                            	                              	                         	                         	                      	                   	                   	                            	                    	                                     	                        	                       	                    	                     	               	                      	                         	                             	                     	                     	                          	                 	                    	from Leg 157 SR CH. 10. Table 4.

  SR	Late Miocene     	                 	M11               	              	157	 954	B	 27	R	 6	  19.00	    338.7900	Brunner  	Planktonic Foraminifers                      	C              	P                 	F                	R                             	                                          	                      	R                  	                       	R                        	C                    	F                       	                         	                                      	F                                       	                                    	                                 	                         	                    	                          	                           	                  	                 	F                            	R                                	R                      	                                        	                       	                            	                       	                                            	                   	                                          	                                  	                           	                 	                               	                               	                              	                       	                           	                           	                         	                          	                       	                      	                     	                          	                             	                                        	                                  	                            	                              	                         	                         	                      	                   	                   	                            	                    	                                     	                        	                       	                    	                     	               	                      	                         	                             	                     	                     	                          	                 	                    	from Leg 157 SR CH. 10. Table 4.
