Data	Age From (oldest)	Age To (youngest)	Zone From (bottom)	Zone To  (top)	Leg	Site	H	Cor	T	Sc	Top(cm)	Depth (mbsf)	Scientist	Fossil Group                                 	Group Abundance	Group Preservation	Thalassionema nitzschioides	Denticulopsis praelauta	Coscinodiscus marginatus	Chaetoceros spp. (resting spores)	Cavitatus jouseanus	Aulacoseira spp.	Actinocyclus ingens	Stephanopyxis turris	Denticulopsis lauta	Thalassiothrix longissima	Paralia sulcata	Denticulopsis hyalina	Crucidenticula nicobarica	Actinoptychus senarius	Denticulopsis simonsenii	Thalassiosira yabei	Denticulopsis praedimorpha	Delphineis simonsenii	Proboscia barboi	Actinocyclus ellipticus	Azpeitia nodulifera	Rhizosolenia hebetata f. hiemalis	Ikebea tenuis	Denticulopsis dimorpha	Denticulopsis katayamae	Thalassionema schraderi	Rouxia californica	Koizumia tatsunokuchiensis	Nitzschia fossilis	Thalassiosira lineata	Odontella aurita	Hemidiscus cuneiformis	Actinocyclus curvatulus	Thalassiosira nidulus	Nitzschia rolandii	Neodenticula kamtschatica	Nitzschia reinholdii	Thalassiosira antiqua	Nitzschia marina	Pyxidicula zabelinae	Cocconeis costata	Coscinodiscus radiatus	Stephanopyxis horridus	Proboscia curvirostris	Thalassiosira eccentrica	Thalassiosira jouseae	Thalassiosira praeoestrupii	Thalassiosira jacksonii	Asteromphalus flabellatus	Thalassiosira oestrupii	Delphineis surirella	Actinocyclus oculatus	Thalassiosira latimarginata	Thalassiosira gravida	Actinocyclus ochotensis	Neodenticula koizumii	Neodenticula seminae	Rhizosolenia bergonii	Actinocyclus octonarius	Bacterosira fragilis	Nitzschia interruptestriata	Fragilariopsis doliolus	Comment

  IR	                 	                 	                  	              	186	1151	A	 97	R	 1	  69.00	    988.8900	Ikeda    	Diatoms                                      	C              	M                 	F                          	                       	R                       	                                 	                   	                	F                  	R                   	                   	                         	               	                     	                         	                      	C                       	                   	                          	                     	                	                       	                   	                                 	             	                      	                       	                       	                  	                          	                  	                     	                	                      	                       	                     	                  	                         	                    	                     	                	                    	                 	                      	                      	                      	                        	                     	                           	                       	                         	                       	                    	                     	                           	                     	                       	                     	                    	                     	                       	                    	                           	                       	r=T(C.nico)

  IR	                 	                 	                  	              	186	1151	A	 97	R	CC	  21.00	    995.8300	Ikeda    	Diatoms                                      	C              	M                 	                           	                       	F                       	R                                	                   	                	F                  	                    	                   	                         	               	                     	                         	R                     	C                       	                   	                          	                     	R               	                       	T                  	                                 	             	                      	                       	                       	                  	                          	                  	                     	                	                      	                       	                     	                  	                         	                    	                     	                	                    	                 	                      	                      	                      	                        	                     	                           	                       	                         	                       	                    	                     	                           	                     	                       	                     	                    	                     	                       	                    	                           	                       	r=T(D.hya)

  IR	                 	                 	                  	              	186	1151	A	 98	R	 1	  68.00	    998.4800	Ikeda    	Diatoms                                      	C              	M                 	F                          	                       	F                       	R                                	                   	T               	C                  	                    	                   	                         	               	                     	                         	                      	C                       	                   	                          	                     	R               	R                      	                   	                                 	             	                      	                       	                       	                  	                          	                  	                     	                	                      	                       	                     	                  	                         	                    	                     	                	                    	                 	                      	                      	                      	                        	                     	                           	                       	                         	                       	                    	                     	                           	                     	                       	                     	                    	                     	                       	                    	                           	                       	       

  IR	                 	                 	                  	              	186	1151	A	 98	R	CC	  18.00	   1003.7200	Ikeda    	Diatoms                                      	C              	M                 	F                          	                       	                        	F                                	                   	                	F                  	R                   	                   	R                        	R              	                     	                         	                      	F                       	                   	                          	                     	T               	R                      	                   	                                 	             	                      	                       	                       	                  	                          	                  	                     	                	                      	                       	                     	                  	                         	                    	                     	                	                    	                 	                      	                      	                      	                        	                     	                           	                       	                         	                       	                    	                     	                           	                     	                       	                     	                    	                     	                       	                    	                           	                       	       

  IR	                 	                 	                  	              	186	1151	A	 99	R	 1	  69.00	   1008.0900	Ikeda    	Diatoms                                      	F              	M                 	R                          	                       	                        	R                                	R                  	                	                   	                    	                   	                         	               	                     	                         	                      	R                       	                   	                          	                     	                	                       	                   	                                 	             	                      	                       	                       	                  	                          	                  	                     	                	                      	                       	                     	                  	                         	                    	                     	                	                    	                 	                      	                      	                      	                        	                     	                           	                       	                         	                       	                    	                     	                           	                     	                       	                     	                    	                     	                       	                    	                           	                       	       

  IR	                 	                 	                  	              	186	1151	A	 99	R	CC	  17.00	   1009.5300	Ikeda    	Diatoms                                      	F              	M                 	                           	                       	F                       	R                                	                   	                	                   	R                   	                   	                         	               	                     	                         	R                     	F                       	R                  	                          	                     	                	                       	                   	                                 	             	                      	                       	                       	                  	                          	                  	                     	                	                      	                       	                     	                  	                         	                    	                     	                	                    	                 	                      	                      	                      	                        	                     	                           	                       	                         	                       	                    	                     	                           	                     	                       	                     	                    	                     	                       	                    	                           	                       	       

  IR	                 	                 	                  	NPD 5B        	186	1151	A	100	R	 1	  66.00	   1017.6600	Ikeda    	Diatoms                                      	C              	G                 	F                          	                       	F                       	                                 	                   	                	R                  	                    	                   	                         	               	                     	R                        	                      	F                       	                   	C                         	                     	                	                       	                   	                                 	             	                      	                       	                       	                  	                          	                  	                     	                	                      	                       	                     	                  	                         	                    	                     	                	                    	                 	                      	                      	                      	                        	                     	                           	                       	                         	                       	                    	                     	                           	                     	                       	                     	                    	                     	                       	                    	                           	                       	r=F(D.praelauta)

  IR	                 	                 	                  	              	186	1151	A	100	R	CC	  20.00	   1020.5700	Ikeda    	Diatoms                                      	C              	M                 	F                          	                       	R                       	F                                	                   	                	R                  	                    	                   	                         	               	R                    	R                        	                      	F                       	                   	C                         	                     	                	                       	                   	                                 	             	                      	                       	                       	                  	                          	                  	                     	                	                      	                       	                     	                  	                         	                    	                     	                	                    	                 	                      	                      	                      	                        	                     	                           	                       	                         	                       	                    	                     	                           	                     	                       	                     	                    	                     	                       	                    	                           	                       	       

  IR	                 	                 	                  	              	186	1151	A	101	R	 1	  71.00	   1027.3101	Ikeda    	Diatoms                                      	A              	M                 	F                          	                       	C                       	R                                	                   	                	F                  	                    	                   	R                        	               	F                    	T                        	                      	                        	                   	F                         	C                    	                	                       	                   	                                 	             	                      	                       	                       	                  	                          	                  	                     	                	                      	                       	                     	                  	                         	                    	                     	                	                    	                 	                      	                      	                      	                        	                     	                           	                       	                         	                       	                    	                     	                           	                     	                       	                     	                    	                     	                       	                    	                           	                       	       

  IR	                 	                 	                  	NPD 4B        	186	1151	A	101	R	 1	  90.00	   1027.5000	Ikeda    	Diatoms                                      	C              	MP                	R                          	                       	                        	R                                	                   	                	R                  	F                   	                   	                         	               	C                    	F                        	                      	T                       	                   	                          	                     	                	                       	                   	                                 	             	                      	                       	                       	                  	                          	                  	                     	                	                      	                       	                     	                  	                         	                    	                     	                	                    	                 	                      	                      	                      	                        	                     	                           	                       	                         	                       	                    	                     	                           	                     	                       	                     	                    	                     	                       	                    	                           	                       	       

  IR	                 	                 	                  	              	186	1151	A	101	R	 2	  62.00	   1028.3300	Ikeda    	Diatoms                                      	A              	G                 	R                          	                       	                        	                                 	                   	                	C                  	R                   	R                  	                         	               	C                    	F                        	                      	T                       	R                  	                          	                     	                	                       	                   	                                 	             	                      	                       	                       	                  	                          	                  	                     	                	                      	                       	                     	                  	                         	                    	                     	                	                    	                 	                      	                      	                      	                        	                     	                           	                       	                         	                       	                    	                     	                           	                     	                       	                     	                    	                     	                       	                    	                           	                       	       

  IR	                 	                 	                  	              	186	1151	A	101	R	CC	  18.00	   1028.7800	Ikeda    	Diatoms                                      	C              	G                 	R                          	                       	F                       	R                                	                   	                	C                  	                    	R                  	                         	               	F                    	F                        	                      	                        	                   	                          	                     	                	                       	                   	                                 	             	                      	                       	                       	                  	                          	                  	                     	                	                      	                       	                     	                  	                         	                    	                     	                	                    	                 	                      	                      	                      	                        	                     	                           	                       	                         	                       	                    	                     	                           	                     	                       	                     	                    	                     	                       	                    	                           	                       	       

  IR	                 	                 	                  	              	186	1151	A	102	R	 1	  69.00	   1036.8900	Ikeda    	Diatoms                                      	C              	M                 	                           	                       	                        	R                                	                   	T               	C                  	                    	F                  	                         	               	C                    	R                        	                      	R                       	                   	                          	                     	                	                       	                   	                                 	             	                      	                       	                       	                  	                          	                  	                     	                	                      	                       	                     	                  	                         	                    	                     	                	                    	                 	                      	                      	                      	                        	                     	                           	                       	                         	                       	                    	                     	                           	                     	                       	                     	                    	                     	                       	                    	                           	                       	       

  IR	                 	                 	                  	NPD 4B        	186	1151	A	102	R	 2	  72.00	   1038.4200	Ikeda    	Diatoms                                      	C              	M                 	                           	                       	R                       	R                                	                   	                	F                  	                    	F                  	                         	               	C                    	R                        	                      	                        	                   	                          	                     	                	                       	                   	                                 	             	                      	                       	                       	                  	                          	                  	                     	                	                      	                       	                     	                  	                         	                    	                     	                	                    	                 	                      	                      	                      	                        	                     	                           	                       	                         	                       	                    	                     	                           	                     	                       	                     	                    	                     	                       	                    	                           	                       	       

  IR	                 	                 	                  	              	186	1151	A	102	R	CC	  16.00	   1039.5100	Ikeda    	Diatoms                                      	C              	M                 	R                          	                       	R                       	                                 	                   	                	C                  	                    	R                  	                         	               	F                    	R                        	R                     	                        	                   	                          	                     	                	                       	                   	                                 	             	                      	                       	                       	                  	                          	                  	                     	                	                      	                       	                     	                  	                         	                    	                     	                	                    	                 	                      	                      	                      	                        	                     	                           	                       	                         	                       	                    	                     	                           	                     	                       	                     	                    	                     	                       	                    	                           	                       	       

  IR	                 	                 	                  	              	186	1151	A	103	R	 1	  66.00	   1046.5601	Ikeda    	Diatoms                                      	F              	M                 	R                          	                       	R                       	R                                	                   	                	R                  	                    	R                  	                         	               	F                    	                         	                      	                        	                   	                          	                     	                	                       	                   	                                 	             	                      	                       	                       	                  	                          	                  	                     	                	                      	                       	                     	                  	                         	                    	                     	                	                    	                 	                      	                      	                      	                        	                     	                           	                       	                         	                       	                    	                     	                           	                     	                       	                     	                    	                     	                       	                    	                           	                       	       

  IR	                 	                 	                  	              	186	1151	A	103	R	CC	  18.00	   1048.8500	Ikeda    	Diatoms                                      	F              	M                 	R                          	                       	                        	R                                	                   	T               	F                  	                    	R                  	                         	T              	F                    	                         	                      	                        	                   	                          	                     	                	                       	                   	                                 	             	                      	                       	                       	                  	                          	                  	                     	                	                      	                       	                     	                  	                         	                    	                     	                	                    	                 	                      	                      	                      	                        	                     	                           	                       	                         	                       	                    	                     	                           	                     	                       	                     	                    	                     	                       	                    	                           	                       	       

  IR	                 	                 	                  	              	186	1151	A	104	R	 1	  70.00	   1056.3000	Ikeda    	Diatoms                                      	C              	M                 	R                          	                       	R                       	R                                	                   	T               	C                  	                    	R                  	                         	               	F                    	                         	                      	                        	                   	                          	                     	                	                       	                   	                                 	             	                      	                       	                       	                  	                          	                  	                     	                	                      	                       	                     	                  	                         	                    	                     	                	                    	                 	                      	                      	                      	                        	                     	                           	                       	                         	                       	                    	                     	                           	                     	                       	                     	                    	                     	                       	                    	                           	                       	       

  IR	                 	                 	                  	NPD 4A        	186	1151	A	104	R	CC	  16.00	   1061.2100	Ikeda    	Diatoms                                      	C              	M                 	R                          	                       	R                       	T                                	T                  	T               	C                  	                    	T                  	                         	               	                     	                         	                      	                        	                   	                          	                     	                	                       	                   	                                 	             	                      	                       	                       	                  	                          	                  	                     	                	                      	                       	                     	                  	                         	                    	                     	                	                    	                 	                      	                      	                      	                        	                     	                           	                       	                         	                       	                    	                     	                           	                     	                       	                     	                    	                     	                       	                    	                           	                       	r=T(K.carina)

  IR	                 	                 	                  	              	186	1151	A	105	R	 2	  90.00	   1067.7000	Ikeda    	Diatoms                                      	F              	M                 	                           	                       	                        	                                 	                   	R               	F                  	                    	R                  	                         	R              	                     	                         	                      	                        	                   	                          	                     	                	                       	                   	                                 	             	                      	                       	                       	                  	                          	                  	                     	                	                      	                       	                     	                  	                         	                    	                     	                	                    	                 	                      	                      	                      	                        	                     	                           	                       	                         	                       	                    	                     	                           	                     	                       	                     	                    	                     	                       	                    	                           	                       	       

  IR	                 	                 	                  	              	186	1151	A	105	R	CC	  19.00	   1074.4399	Ikeda    	Diatoms                                      	C              	M                 	F                          	T                      	                        	                                 	R                  	                	C                  	                    	R                  	                         	R              	                     	                         	                      	                        	                   	                          	                     	                	                       	                   	                                 	             	                      	                       	                       	                  	                          	                  	                     	                	                      	                       	                     	                  	                         	                    	                     	                	                    	                 	                      	                      	                      	                        	                     	                           	                       	                         	                       	                    	                     	                           	                     	                       	                     	                    	                     	                       	                    	                           	                       	r=T(D.praelauta)

  IR	                 	                 	                  	              	186	1151	A	106	R	 3	  70.00	   1078.7000	Ikeda    	Diatoms                                      	F              	P                 	                           	                       	R                       	                                 	                   	                	F                  	                    	T                  	                         	R              	                     	                         	                      	                        	                   	                          	                     	                	                       	                   	                                 	             	                      	                       	                       	                  	                          	                  	                     	                	                      	                       	                     	                  	                         	                    	                     	                	                    	                 	                      	                      	                      	                        	                     	                           	                       	                         	                       	                    	                     	                           	                     	                       	                     	                    	                     	                       	                    	                           	                       	       

  IR	                 	                 	                  	              	186	1151	A	106	R	CC	  19.00	   1083.1100	Ikeda    	Diatoms                                      	F              	M                 	F                          	                       	                        	R                                	R                  	                	F                  	                    	R                  	                         	R              	                     	                         	                      	                        	                   	                          	                     	                	                       	                   	                                 	             	                      	                       	                       	                  	                          	                  	                     	                	                      	                       	                     	                  	                         	                    	                     	                	                    	                 	                      	                      	                      	                        	                     	                           	                       	                         	                       	                    	                     	                           	                     	                       	                     	                    	                     	                       	                    	                           	                       	r=T(K.carina)

  IR	                 	                 	                  	              	186	1151	A	107	R	 3	  72.00	   1088.2000	Ikeda    	Diatoms                                      	F              	P                 	T                          	                       	R                       	T                                	T                  	                	F                  	                    	T                  	                         	               	                     	                         	                      	                        	                   	                          	                     	                	                       	                   	                                 	             	                      	                       	                       	                  	                          	                  	                     	                	                      	                       	                     	                  	                         	                    	                     	                	                    	                 	                      	                      	                      	                        	                     	                           	                       	                         	                       	                    	                     	                           	                     	                       	                     	                    	                     	                       	                    	                           	                       	       

  IR	                 	                 	                  	              	186	1151	A	107	R	CC	  24.00	   1093.9700	Ikeda    	Diatoms                                      	F              	M                 	R                          	                       	                        	                                 	R                  	                	F                  	                    	R                  	T                        	T              	                     	                         	                      	                        	                   	                          	                     	                	                       	                   	                                 	             	                      	                       	                       	                  	                          	                  	                     	                	                      	                       	                     	                  	                         	                    	                     	                	                    	                 	                      	                      	                      	                        	                     	                           	                       	                         	                       	                    	                     	                           	                     	                       	                     	                    	                     	                       	                    	                           	                       	       

  IR	                 	                 	                  	              	186	1151	A	108	R	 4	  56.00	   1099.1899	Ikeda    	Diatoms                                      	F              	M                 	                           	F                      	R                       	R                                	                   	                	R                  	                    	R                  	                         	               	                     	                         	                      	                        	                   	                          	                     	                	                       	                   	                                 	             	                      	                       	                       	                  	                          	                  	                     	                	                      	                       	                     	                  	                         	                    	                     	                	                    	                 	                      	                      	                      	                        	                     	                           	                       	                         	                       	                    	                     	                           	                     	                       	                     	                    	                     	                       	                    	                           	                       	       

  IR	                 	                 	                  	NPD 3B        	186	1151	A	108	R	CC	  20.00	   1104.0800	Ikeda    	Diatoms                                      	F              	M                 	R                          	F                      	R                       	T                                	R                  	                	F                  	T                   	                   	                         	               	                     	                         	                      	                        	                   	                          	                     	                	                       	                   	                                 	             	                      	                       	                       	                  	                          	                  	                     	                	                      	                       	                     	                  	                         	                    	                     	                	                    	                 	                      	                      	                      	                        	                     	                           	                       	                         	                       	                    	                     	                           	                     	                       	                     	                    	                     	                       	                    	                           	                       	r=T(C.sawa)

  IR	                 	                 	                  	              	186	1151	A	109	R	 4	  71.00	   1108.8101	Ikeda    	Diatoms                                      	F              	M                 	R                          	R                      	R                       	R                                	                   	                	R                  	T                   	                   	                         	               	                     	                         	                      	                        	                   	                          	                     	                	                       	                   	                                 	             	                      	                       	                       	                  	                          	                  	                     	                	                      	                       	                     	                  	                         	                    	                     	                	                    	                 	                      	                      	                      	                        	                     	                           	                       	                         	                       	                    	                     	                           	                     	                       	                     	                    	                     	                       	                    	                           	                       	       
