Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Discoaster variabilis,Discoaster brouweri,Discoaster pentaradiatus,Discoaster neohamatus,Discoaster asymmetricus,Triquetrorhabdulus rugosus,Sphenolithus abies,Reticulofenestra pseudoumbilica,Coccolithus pelagicus,Calcidiscus macintyrei,Calcidiscus leptoporus,Discoaster berggrenii,Discoaster triradiatus,Discoaster hamatus,Discoaster bollii,Discoaster surculus,Discoaster quinqueramus,Amaurolithus primus,Amaurolithus delicatus,Amaurolithus amplificus,Thoracosphaera spp.,Crenalithus doronicoides,Scyphosphaera spp.,Rhabdosphaera clavigera,Helicosphaera carteri,Gephyrocapsids (small),Ceratolithus cristatus,Amaurolithus tricorniculatus,Discoaster tamalis,Pseudoemiliania lacunosa,Pontosphaera spp.,Hayaster perplexus,Cyclicargolithus floridanus,Helicosphaera sellii,Pontosphaera japonica,Scapholithus fossilis,Umbilicosphaera sibogae,Gephyrocapsa oceanica,Gephyrocapsa caribbeanica,Ceratolithus rugosus,Comment
  SR,                 ,                 ,                  ,              ,110, 676,A, 21,X,CC,  27.00,    192.2800,Clark    ,Nannofossils                                 ,F              ,P                 ,A                    ,C                  ,F                       ,                     ,R                      ,                          ,                  ,                               ,                     ,                      ,                      ,                     ,                      ,                  ,                 ,                   ,                       ,                   ,                      ,                       ,                   ,                        ,                  ,                       ,                     ,                      ,                      ,                            ,                  ,                        ,                 ,                  ,                           ,                    ,                     ,                     ,                       ,                     ,                         ,                    ,indeterminate age and zone. from ODP 110 SR. Chapter 9. Table 5. back pocket microfiche.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,CN8               ,              ,110, 676,A, 22,X, 2,  80.00,    198.5000,Clark    ,Nannofossils                                 ,F              ,P                 ,A                    ,F                  ,F                       ,C                    ,                       ,F                         ,F                 ,C                              ,C                    ,F                     ,F                     ,                     ,                      ,                  ,                 ,                   ,                       ,                   ,                      ,                       ,                   ,                        ,                  ,                       ,                     ,                      ,                      ,                            ,                  ,                        ,                 ,                  ,                           ,                    ,                     ,                     ,                       ,                     ,                         ,                    ,from ODP 110 SR. Chapter 9. Table 5. back pocket microfiche.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,CN8               ,              ,110, 676,A, 22,X, 3,  80.00,    200.0000,Clark    ,Nannofossils                                 ,F              ,P                 ,C                    ,F                  ,F                       ,C                    ,                       ,                          ,F                 ,F                              ,F                    ,                      ,F                     ,                     ,F                     ,                  ,                 ,                   ,                       ,                   ,                      ,                       ,                   ,                        ,                  ,                       ,                     ,                      ,                      ,                            ,                  ,                        ,                 ,                  ,                           ,                    ,                     ,                     ,                       ,                     ,                         ,                    ,from ODP 110 SR. Chapter 9. Table 5. back pocket microfiche.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,CN8               ,              ,110, 676,A, 22,X, 5,  80.00,    203.0000,Clark    ,Nannofossils                                 ,F              ,P                 ,C                    ,F                  ,F                       ,C                    ,                       ,                          ,                  ,F                              ,F                    ,R                     ,                      ,                     ,F                     ,                  ,                 ,                   ,                       ,                   ,                      ,                       ,                   ,                        ,                  ,                       ,                     ,                      ,                      ,                            ,                  ,                        ,                 ,                  ,                           ,                    ,                     ,                     ,                       ,                     ,                         ,                    ,from ODP 110 SR. Chapter 9. Table 5. back pocket microfiche.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,CN7               ,              ,110, 676,A, 22,X,CC,  16.00,    205.3600,Clark    ,Nannofossils                                 ,F              ,P                 ,C                    ,F                  ,F                       ,A                    ,                       ,F                         ,                  ,C                              ,C                    ,R                     ,                      ,                     ,R                     ,F                 ,F                ,                   ,                       ,                   ,                      ,                       ,                   ,                        ,                  ,                       ,                     ,                      ,                      ,                            ,                  ,                        ,                 ,                  ,                           ,                    ,                     ,                     ,                       ,                     ,                         ,                    ,from ODP 110 SR. Chapter 9. Table 5. back pocket microfiche.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,CN9               ,              ,110, 676,A, 23,X, 7,  24.00,    214.9400,Clark    ,Nannofossils                                 ,F              ,P                 ,C                    ,C                  ,F                       ,                     ,                       ,                          ,                  ,                               ,                     ,                      ,                      ,F                    ,                      ,                  ,                 ,                   ,                       ,                   ,                      ,                       ,                   ,                        ,                  ,                       ,                     ,                      ,                      ,                            ,                  ,                        ,                 ,                  ,                           ,                    ,                     ,                     ,                       ,                     ,                         ,                    ,from ODP 110 SR. Chapter 9. Table 5. back pocket microfiche.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,CN9               ,              ,110, 676,A, 23,X,CC,  27.00,    215.2400,Clark    ,Nannofossils                                 ,F              ,P                 ,C                    ,C                  ,F                       ,                     ,                       ,                          ,                  ,                               ,                     ,                      ,                      ,C                    ,                      ,                  ,                 ,                   ,                       ,                   ,                      ,                       ,                   ,                        ,                  ,                       ,                     ,                      ,                      ,                            ,                  ,                        ,                 ,                  ,                           ,                    ,                     ,                     ,                       ,                     ,                         ,                    ,from ODP 110 SR. Chapter 9. Table 5. back pocket microfiche.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,CN9               ,              ,110, 676,A, 24,X, 1,  80.00,    216.0000,Clark    ,Nannofossils                                 ,F              ,P                 ,A                    ,C                  ,F                       ,F                    ,                       ,R                         ,                  ,                               ,F                    ,                      ,R                     ,A                    ,                      ,                  ,                 ,                   ,                       ,                   ,                      ,                       ,                   ,                        ,                  ,                       ,                     ,                      ,                      ,                            ,                  ,                        ,                 ,                  ,                           ,                    ,                     ,                     ,                       ,                     ,                         ,                    ,from ODP 110 SR. Chapter 9. Table 5. back pocket microfiche.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,CN9               ,              ,110, 676,A, 24,X, 2,  80.00,    217.5000,Clark    ,Nannofossils                                 ,F              ,P                 ,A                    ,C                  ,F                       ,F                    ,                       ,F                         ,                  ,                               ,                     ,R                     ,                      ,C                    ,                      ,                  ,                 ,                   ,                       ,                   ,                      ,                       ,                   ,                        ,                  ,                       ,                     ,                      ,                      ,                            ,                  ,                        ,                 ,                  ,                           ,                    ,                     ,                     ,                       ,                     ,                         ,                    ,from ODP 110 SR. Chapter 9. Table 5. back pocket microfiche.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,CN9               ,              ,110, 676,A, 24,X, 3,  80.00,    219.0000,Clark    ,Nannofossils                                 ,F              ,P                 ,A                    ,F                  ,F                       ,                     ,                       ,                          ,                  ,                               ,                     ,                      ,                      ,R                    ,                      ,                  ,                 ,                   ,                       ,                   ,                      ,                       ,                   ,                        ,                  ,                       ,                     ,                      ,                      ,                            ,                  ,                        ,                 ,                  ,                           ,                    ,                     ,                     ,                       ,                     ,                         ,                    ,from ODP 110 SR. Chapter 9. Table 5. back pocket microfiche.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,CN9               ,              ,110, 676,A, 24,X, 4,  80.00,    220.5000,Clark    ,Nannofossils                                 ,R              ,P                 ,F                    ,R                  ,                        ,                     ,                       ,                          ,                  ,                               ,                     ,                      ,                      ,R                    ,                      ,                  ,                 ,                   ,                       ,                   ,                      ,                       ,                   ,                        ,                  ,                       ,                     ,                      ,                      ,                            ,                  ,                        ,                 ,                  ,                           ,                    ,                     ,                     ,                       ,                     ,                         ,                    ,from ODP 110 SR. Chapter 9. Table 5. back pocket microfiche.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,CN9               ,              ,110, 676,A, 24,X, 5,  80.00,    222.0000,Clark    ,Nannofossils                                 ,F              ,P                 ,A                    ,F                  ,F                       ,                     ,                       ,                          ,                  ,                               ,                     ,                      ,                      ,R                    ,                      ,                  ,                 ,                   ,                       ,                   ,                      ,                       ,                   ,                        ,                  ,                       ,                     ,                      ,                      ,                            ,                  ,                        ,                 ,                  ,                           ,                    ,                     ,                     ,                       ,                     ,                         ,                    ,from ODP 110 SR. Chapter 9. Table 5. back pocket microfiche.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,                  ,              ,110, 676,A, 24,X, 6,  80.00,    223.5000,Clark    ,Nannofossils                                 ,R              ,P                 ,R                    ,                   ,                        ,                     ,                       ,                          ,                  ,                               ,                     ,                      ,                      ,                     ,                      ,                  ,                 ,                   ,                       ,                   ,                      ,                       ,                   ,                        ,                  ,                       ,                     ,                      ,                      ,                            ,                  ,                        ,                 ,                  ,                           ,                    ,                     ,                     ,                       ,                     ,                         ,                    ,indeterminate age and zone. from ODP 110 SR. Chapter 9. Table 5. back pocket microfiche.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,CN8               ,              ,110, 676,A, 24,X,CC,  17.00,    223.9800,Clark    ,Nannofossils                                 ,F              ,P                 ,A                    ,F                  ,F                       ,C                    ,R                      ,R                         ,                  ,                               ,F                    ,F                     ,F                     ,                     ,                      ,                  ,                 ,                   ,                       ,                   ,                      ,                       ,                   ,                        ,                  ,                       ,                     ,                      ,                      ,                            ,                  ,                        ,                 ,                  ,                           ,                    ,                     ,                     ,                       ,                     ,                         ,                    ,from ODP 110 SR. Chapter 9. Table 5. back pocket microfiche.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,CN8               ,              ,110, 676,A, 25,X, 1,  70.00,    225.4000,Clark    ,Nannofossils                                 ,F              ,P                 ,A                    ,F                  ,F                       ,F                    ,                       ,F                         ,R                 ,F                              ,F                    ,F                     ,F                     ,                     ,                      ,                  ,                 ,                   ,                       ,                   ,                      ,                       ,                   ,                        ,                  ,                       ,                     ,                      ,                      ,                            ,                  ,                        ,                 ,                  ,                           ,                    ,                     ,                     ,                       ,                     ,                         ,                    ,from ODP 110 SR. Chapter 9. Table 5. back pocket microfiche.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,CN8               ,              ,110, 676,A, 25,X, 2,  70.00,    226.9000,Clark    ,Nannofossils                                 ,F              ,P                 ,C                    ,F                  ,F                       ,F                    ,R                      ,                          ,                  ,                               ,                     ,                      ,                      ,                     ,                      ,                  ,                 ,                   ,                       ,                   ,                      ,                       ,                   ,                        ,                  ,                       ,                     ,                      ,                      ,                            ,                  ,                        ,                 ,                  ,                           ,                    ,                     ,                     ,                       ,                     ,                         ,                    ,from ODP 110 SR. Chapter 9. Table 5. back pocket microfiche.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,110, 676,A, 25,X,CC,  17.00,    227.1900,Clark    ,Nannofossils                                 ,R              ,P                 ,R                    ,R                  ,                        ,                     ,                       ,                          ,                  ,                               ,                     ,                      ,                      ,                     ,                      ,                  ,                 ,                   ,                       ,                   ,                      ,                       ,                   ,                        ,                  ,                       ,                     ,                      ,                      ,                            ,                  ,                        ,                 ,                  ,                           ,                    ,                     ,                     ,                       ,                     ,                         ,                    ,indeterminate age and zone. from ODP 110 SR. Chapter 9. Table 5. back pocket microfiche.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
