Data	Age From (oldest)	Age To (youngest)	Zone From (bottom)	Zone To  (top)	Leg	Site	H	Cor	T	Sc	Top(cm)	Depth (mbsf)	Scientist	Fossil Group                                 	Group Abundance	Group Preservation	Zygrhablithus bijugatus	Sphenolithus moriformis	Reticulofenestra umbilica	Reticulofenestra samodurovii	Reticulofenestra onusta	Neococcolithes dubius	Markalius inversus	Discoaster bifax	Discoaster barbadiensis	Coccolithus pelagicus	Coccolithus formosus	Chiasmolithus solitus	Chiasmolithus expansus	Chiasmolithus altus	Discoaster spp.	Discoaster saipanensis	Cyclicargolithus floridanus	Blackites spinosus	Reticulofenestra daviesii	Reticulofenestra reticulata	Chiasmolithus grandis	Lanternithus minutus	Helicosphaera spp.	Clausicoccus fenestratus	Thoracosphaera spp.	Discoaster tanii	Discoaster deflandrei	Sphenolithus radians	Reticulofenestra bisecta	Chiasmolithus oamaruensis	Isthmolithus recurvus	Pyrocyclus orangensis	Reticulofenestra bisecta filewiczii	Pontosphaera sp.	Reticulofenestra oamaruensis	Bicolumnus ovatus	Pontosphaera multipora	Sphenolithus ciperoensis	Helicosphaera recta	Cyclicargolithus abisectus	Helicosphaera euphratis	Braarudosphaera bigelowii	Helicosphaera compacta	Discoaster variabilis	Calcidiscus macintyrei	Reticulofenestra producta	Calcidiscus leptoporus	Reticulofenestra hesslandii	Reticulofenestra gelida	Reticulofenestra perplexa	Comment

  SR	Early Oligocene  	                 	CP16a             	CP16b         	119	 737	B	 40	R	CC	   8.00	    593.4400	Wei      	Nannofossils                                 	A              	M                 	F                      	F                      	A                        	C                           	                       	                     	                  	                	                       	A                    	F                   	                     	                      	C                  	               	                      	A                          	R                 	A                        	                           	                     	                    	                  	R                       	                   	                	                     	                    	A                       	R                        	C                    	                     	                                   	                	                            	                 	                      	                        	                   	                          	                       	                         	                      	                     	                      	                         	                      	                           	                       	                         	from 119 SR Chapter 26 Table 3 fold-out back pocket.

  SR	Early Oligocene  	                 	CP16a             	CP16b         	119	 737	B	 41	R	 1	  91.00	    602.0100	Wei      	Nannofossils                                 	A              	M                 	R                      	R                      	C                        	C                           	                       	                     	                  	                	                       	A                    	F                   	                     	                      	C                  	R              	                      	C                          	R                 	A                        	                           	                     	                    	                  	                        	                   	                	                     	                    	A                       	F                        	C                    	                     	                                   	                	                            	                 	                      	                        	                   	                          	                       	                         	                      	                     	                      	                         	                      	                           	                       	                         	from 119 SR Chapter 26 Table 3 fold-out back pocket.

  SR	Late Eocene      	                 	CP15b             	              	119	 737	B	 41	R	 2	 102.00	    603.6200	Wei      	Nannofossils                                 	A              	M                 	R                      	                       	C                        	C                           	                       	                     	R                 	                	                       	A                    	F                   	                     	                      	F                  	               	R                     	C                          	                  	A                        	                           	                     	                    	                  	                        	                   	                	                     	                    	A                       	F                        	F                    	                     	                                   	                	                            	                 	                      	                        	                   	                          	                       	                         	                      	                     	                      	                         	                      	                           	                       	                         	from 119 SR Chapter 26 Table 3 fold-out back pocket.

  SR	Late Eocene      	                 	CP15b             	              	119	 737	B	 41	R	 3	  97.00	    605.0700	Wei      	Nannofossils                                 	A              	G                 	R                      	R                      	C                        	A                           	                       	R                    	                  	                	                       	A                    	C                   	                     	                      	F                  	               	R                     	F                          	                  	A                        	                           	                     	                    	                  	                        	                   	                	                     	                    	C                       	F                        	C                    	                     	                                   	                	                            	                 	                      	                        	                   	                          	                       	                         	                      	                     	                      	                         	                      	                           	                       	                         	from 119 SR Chapter 26 Table 3 fold-out back pocket.

  SR	Late Eocene      	                 	CP15b             	              	119	 737	B	 41	R	 3	 132.00	    605.4200	Wei      	Nannofossils                                 	A              	M                 	R                      	                       	C                        	C                           	                       	                     	                  	                	                       	A                    	R                   	                     	                      	C                  	               	                      	A                          	                  	A                        	                           	                     	                    	                  	                        	                   	                	                     	                    	A                       	R                        	F                    	                     	R                                  	                	R                           	                 	                      	                        	                   	                          	                       	                         	                      	                     	                      	                         	                      	                           	                       	                         	from 119 SR Chapter 26 Table 3 fold-out back pocket.

  SR	Late Eocene      	                 	CP15b             	              	119	 737	B	 41	R	 4	  40.00	    606.0000	Wei      	Nannofossils                                 	A              	M                 	                       	F                      	C                        	C                           	                       	                     	                  	                	                       	A                    	F                   	                     	                      	C                  	               	R                     	A                          	R                 	A                        	                           	                     	                    	                  	                        	                   	                	                     	                    	A                       	R                        	F                    	                     	R                                  	R               	                            	                 	                      	                        	                   	                          	                       	                         	                      	                     	                      	                         	                      	                           	                       	                         	from 119 SR Chapter 26 Table 3 fold-out back pocket.

  SR	Late Eocene      	                 	CP15b             	              	119	 737	B	 41	R	 5	 104.00	    608.1400	Wei      	Nannofossils                                 	A              	M                 	F                      	R                      	C                        	C                           	                       	                     	                  	                	                       	A                    	F                   	                     	                      	C                  	               	R                     	A                          	                  	A                        	                           	                     	                    	                  	                        	                   	                	                     	                    	A                       	F                        	C                    	                     	F                                  	R               	                            	                 	                      	                        	                   	                          	                       	                         	                      	                     	                      	                         	                      	                           	                       	                         	from 119 SR Chapter 26 Table 3 fold-out back pocket.

  SR	Late Eocene      	                 	CP15b             	              	119	 737	B	 41	R	CC	  12.00	    610.3800	Wei      	Nannofossils                                 	A              	M                 	R                      	F                      	C                        	F                           	                       	                     	                  	                	                       	A                    	                    	                     	                      	A                  	               	R                     	A                          	F                 	A                        	                           	                     	                    	                  	R                       	                   	                	                     	                    	A                       	F                        	C                    	                     	F                                  	                	                            	                 	                      	                        	                   	                          	                       	                         	                      	                     	                      	                         	                      	                           	                       	                         	from 119 SR Chapter 26 Table 3 fold-out back pocket.

  SR	Late Eocene      	                 	CP15b             	              	119	 737	B	 42	R	 1	  38.00	    611.0800	Wei      	Nannofossils                                 	A              	M                 	R                      	F                      	C                        	C                           	                       	                     	                  	                	                       	A                    	F                   	                     	                      	F                  	               	R                     	A                          	R                 	A                        	                           	                     	                    	                  	                        	                   	                	                     	                    	C                       	F                        	C                    	                     	                                   	                	                            	                 	                      	                        	                   	                          	                       	                         	                      	                     	                      	                         	                      	                           	                       	                         	from 119 SR Chapter 26 Table 3 fold-out back pocket.

  SR	Late Eocene      	                 	CP15b             	              	119	 737	B	 42	R	 2	  78.00	    612.9800	Wei      	Nannofossils                                 	A              	G                 	R                      	R                      	C                        	C                           	                       	                     	                  	                	                       	A                    	F                   	                     	                      	F                  	               	                      	A                          	C                 	A                        	                           	                     	                    	                  	                        	                   	                	                     	                    	C                       	F                        	C                    	                     	                                   	                	                            	                 	                      	                        	                   	                          	                       	                         	                      	                     	                      	                         	                      	                           	                       	                         	from 119 SR Chapter 26 Table 3 fold-out back pocket.

  SR	Late Eocene      	                 	CP15b             	              	119	 737	B	 42	R	 3	  78.00	    614.4800	Wei      	Nannofossils                                 	A              	M                 	F                      	R                      	F                        	C                           	                       	                     	                  	                	                       	A                    	F                   	                     	                      	C                  	               	                      	A                          	F                 	A                        	                           	                     	                    	                  	                        	                   	                	                     	                    	C                       	F                        	C                    	                     	                                   	                	                            	                 	                      	                        	                   	                          	                       	                         	                      	                     	                      	                         	                      	                           	                       	                         	from 119 SR Chapter 26 Table 3 fold-out back pocket.

  SR	Late Eocene      	                 	CP15b             	              	119	 737	B	 42	R	 4	  78.00	    615.9800	Wei      	Nannofossils                                 	A              	M                 	F                      	R                      	C                        	C                           	                       	                     	                  	                	                       	A                    	R                   	                     	                      	F                  	               	                      	A                          	F                 	A                        	                           	                     	                    	                  	                        	                   	                	                     	                    	C                       	F                        	R                    	                     	                                   	                	                            	                 	                      	                        	                   	                          	                       	                         	                      	                     	                      	                         	                      	                           	                       	                         	from 119 SR Chapter 26 Table 3 fold-out back pocket.

  SR	Late Eocene      	                 	CP15b             	              	119	 737	B	 42	R	CC	  18.00	    617.8100	Wei      	Nannofossils                                 	A              	M                 	F                      	R                      	C                        	C                           	                       	                     	                  	                	                       	C                    	R                   	                     	                      	F                  	               	R                     	A                          	F                 	C                        	                           	                     	                    	                  	F                       	                   	                	                     	                    	C                       	F                        	C                    	                     	                                   	                	                            	                 	                      	                        	                   	                          	                       	                         	                      	                     	                      	                         	                      	                           	                       	                         	from 119 SR Chapter 26 Table 3 fold-out back pocket.

  SR	Late Eocene      	                 	CP15b             	              	119	 737	B	 43	R	 1	  62.00	    620.9200	Wei      	Nannofossils                                 	A              	M                 	F                      	R                      	F                        	A                           	                       	                     	                  	                	                       	A                    	C                   	                     	                      	F                  	               	R                     	A                          	F                 	A                        	                           	                     	                    	                  	                        	                   	                	                     	                    	C                       	F                        	R                    	                     	                                   	                	                            	                 	                      	                        	                   	                          	                       	                         	                      	                     	                      	                         	                      	                           	                       	                         	from 119 SR Chapter 26 Table 3 fold-out back pocket.

  SR	Late Eocene      	                 	CP15b             	              	119	 737	B	 43	R	 2	  66.00	    622.4600	Wei      	Nannofossils                                 	A              	M                 	F                      	R                      	F                        	C                           	                       	                     	                  	                	                       	A                    	C                   	                     	                      	F                  	               	R                     	F                          	                  	R                        	                           	                     	                    	                  	                        	                   	                	                     	                    	C                       	F                        	F                    	                     	                                   	                	                            	                 	                      	                        	                   	                          	                       	                         	                      	                     	                      	                         	                      	                           	                       	                         	from 119 SR Chapter 26 Table 3 fold-out back pocket.

  SR	Late Eocene      	                 	CP15b             	              	119	 737	B	 43	R	 3	  98.00	    624.2800	Wei      	Nannofossils                                 	A              	M                 	F                      	F                      	F                        	C                           	                       	                     	                  	                	                       	A                    	F                   	                     	                      	                   	               	F                     	C                          	                  	F                        	                           	                     	                    	                  	                        	                   	                	                     	                    	C                       	C                        	F                    	                     	                                   	                	                            	                 	                      	                        	                   	                          	                       	                         	                      	                     	                      	                         	                      	                           	                       	                         	from 119 SR Chapter 26 Table 3 fold-out back pocket.

  SR	Late Eocene      	                 	CP15b             	              	119	 737	B	 43	R	CC	   0.00	    628.2000	Wei      	Nannofossils                                 	A              	M                 	F                      	R                      	C                        	C                           	                       	                     	                  	                	                       	A                    	R                   	                     	                      	R                  	               	R                     	A                          	                  	C                        	                           	                     	                    	                  	                        	                   	                	                     	                    	C                       	F                        	A                    	                     	                                   	                	                            	                 	                      	                        	                   	                          	                       	                         	                      	                     	                      	                         	                      	                           	                       	                         	from 119 SR Chapter 26 Table 3 fold-out back pocket.

  SR	Late Eocene      	                 	CP15b             	              	119	 737	B	 44	R	 1	  98.00	    630.9800	Wei      	Nannofossils                                 	A              	M                 	F                      	F                      	F                        	C                           	                       	                     	R                 	                	                       	A                    	F                   	                     	                      	                   	               	                      	A                          	                  	C                        	                           	                     	                    	                  	                        	                   	                	                     	                    	C                       	                         	C                    	                     	                                   	                	                            	                 	                      	                        	                   	                          	                       	                         	                      	                     	                      	                         	                      	                           	                       	                         	from 119 SR Chapter 26 Table 3 fold-out back pocket.

  SR	Late Eocene      	                 	CP15b             	              	119	 737	B	 44	R	 2	  62.00	    632.1200	Wei      	Nannofossils                                 	A              	M                 	F                      	                       	C                        	F                           	                       	                     	                  	                	                       	C                    	F                   	                     	                      	                   	               	                      	A                          	R                 	C                        	                           	                     	                    	                  	                        	                   	                	                     	                    	C                       	                         	C                    	                     	                                   	                	                            	                 	                      	                        	                   	                          	                       	                         	                      	                     	                      	                         	                      	                           	                       	                         	from 119 SR Chapter 26 Table 3 fold-out back pocket.

  SR	Late Eocene      	                 	CP15b             	              	119	 737	B	 44	R	 3	 100.00	    634.0000	Wei      	Nannofossils                                 	A              	M                 	                       	                       	F                        	C                           	                       	                     	                  	                	                       	A                    	F                   	                     	                      	                   	               	                      	A                          	R                 	C                        	                           	                     	                    	                  	                        	                   	                	                     	                    	C                       	                         	C                    	                     	                                   	                	                            	                 	                      	                        	                   	                          	                       	                         	                      	                     	                      	                         	                      	                           	                       	                         	from 119 SR Chapter 26 Table 3 fold-out back pocket.

  SR	Late Eocene      	                 	CP15b             	              	119	 737	B	 44	R	 4	  89.00	    635.3900	Wei      	Nannofossils                                 	A              	M                 	F                      	R                      	C                        	F                           	                       	                     	                  	                	                       	A                    	F                   	                     	                      	                   	               	                      	A                          	                  	F                        	                           	                     	                    	                  	                        	                   	                	                     	                    	C                       	                         	C                    	                     	                                   	                	                            	                 	                      	                        	                   	                          	                       	                         	                      	                     	                      	                         	                      	                           	                       	                         	from 119 SR Chapter 26 Table 3 fold-out back pocket.

  SR	Late Eocene      	                 	CP15b             	              	119	 737	B	 44	R	CC	   0.00	    637.4700	Wei      	Nannofossils                                 	A              	M                 	C                      	R                      	F                        	C                           	                       	                     	                  	                	                       	A                    	F                   	                     	                      	F                  	               	R                     	A                          	                  	C                        	                           	                     	                    	                  	                        	                   	                	                     	                    	C                       	R                        	C                    	R                    	                                   	                	                            	                 	                      	                        	                   	                          	                       	                         	                      	                     	                      	                         	                      	                           	                       	                         	from 119 SR Chapter 26 Table 3 fold-out back pocket.

  SR	Late Eocene      	                 	CP15b             	              	119	 737	B	 45	R	 1	  38.00	    639.9800	Wei      	Nannofossils                                 	A              	M                 	F                      	R                      	R                        	R                           	                       	                     	                  	                	                       	A                    	F                   	                     	                      	                   	               	F                     	A                          	                  	F                        	                           	                     	                    	                  	                        	                   	                	                     	                    	C                       	F                        	C                    	                     	                                   	                	                            	                 	                      	                        	                   	                          	                       	                         	                      	                     	                      	                         	                      	                           	                       	                         	from 119 SR Chapter 26 Table 3 fold-out back pocket.

  SR	Late Eocene      	                 	CP15b             	              	119	 737	B	 45	R	CC	   0.00	    640.1500	Wei      	Nannofossils                                 	A              	M                 	F                      	F                      	F                        	F                           	                       	                     	                  	                	                       	C                    	F                   	                     	                      	R                  	               	R                     	V                          	R                 	                         	                           	                     	                    	                  	                        	                   	R               	R                    	                    	A                       	                         	R                    	                     	                                   	                	                            	                 	                      	                        	                   	                          	                       	                         	                      	                     	                      	                         	                      	                           	                       	                         	from 119 SR Chapter 26 Table 3 fold-out back pocket.

  SR	Late Eocene      	                 	CP15b             	              	119	 737	B	 46	R	 1	   1.00	    649.3100	Wei      	Nannofossils                                 	A              	G                 	C                      	F                      	F                        	F                           	                       	                     	R                 	                	                       	A                    	R                   	                     	                      	F                  	               	R                     	A                          	                  	F                        	C                          	                     	                    	                  	R                       	                   	                	                     	                    	C                       	R                        	R                    	                     	                                   	                	                            	                 	                      	                        	                   	                          	                       	                         	                      	                     	                      	                         	                      	                           	                       	                         	from 119 SR Chapter 26 Table 3 fold-out back pocket.

  SR	Late Eocene      	                 	CP15a             	              	119	 737	B	 46	R	 1	  90.00	    650.2000	Wei      	Nannofossils                                 	A              	M                 	C                      	F                      	C                        	C                           	                       	                     	                  	                	                       	A                    	R                   	                     	                      	                   	               	R                     	A                          	                  	                         	C                          	                     	                    	                  	                        	                   	                	                     	                    	A                       	R                        	                     	                     	                                   	                	                            	                 	                      	                        	                   	                          	                       	                         	                      	                     	                      	                         	                      	                           	                       	                         	from 119 SR Chapter 26 Table 3 fold-out back pocket.

  SR	Late Eocene      	                 	CP15a             	              	119	 737	B	 46	R	 2	  21.00	    651.0100	Wei      	Nannofossils                                 	A              	M                 	                       	F                      	R                        	R                           	                       	                     	R                 	                	                       	A                    	F                   	                     	                      	                   	               	R                     	A                          	R                 	                         	A                          	                     	                    	                  	                        	                   	                	                     	                    	A                       	R                        	                     	                     	                                   	                	                            	                 	                      	                        	                   	                          	                       	                         	                      	                     	                      	                         	                      	                           	                       	                         	from 119 SR Chapter 26 Table 3 fold-out back pocket.

  SR	Middle Eocene    	                 	CP14b             	              	119	 737	B	 46	R	CC	  11.00	    652.0600	Wei      	Nannofossils                                 	A              	P                 	A                      	R                      	F                        	F                           	                       	                     	                  	                	                       	C                    	R                   	                     	                      	R                  	               	R                     	C                          	                  	                         	A                          	                     	                    	                  	                        	                   	                	                     	                    	F                       	                         	                     	                     	                                   	                	                            	                 	                      	                        	                   	                          	                       	                         	                      	                     	                      	                         	                      	                           	                       	                         	from 119 SR Chapter 26 Table 3 fold-out back pocket.

  SR	Middle Eocene    	                 	CP14b             	              	119	 737	B	 47	R	 1	  44.00	    659.0400	Wei      	Nannofossils                                 	A              	M                 	A                      	F                      	C                        	C                           	                       	                     	                  	                	                       	A                    	F                   	R                    	                      	R                  	               	R                     	C                          	                  	                         	F                          	                     	                    	                  	                        	                   	                	                     	                    	R                       	                         	                     	                     	                                   	                	                            	                 	                      	                        	                   	                          	                       	                         	                      	                     	                      	                         	                      	                           	                       	                         	from 119 SR Chapter 26 Table 3 fold-out back pocket.

  SR	Middle Eocene    	                 	CP14b             	              	119	 737	B	 47	R	 2	  95.00	    661.0500	Wei      	Nannofossils                                 	C              	M                 	                       	                       	F                        	C                           	                       	                     	                  	                	                       	C                    	F                   	                     	                      	R                  	               	                      	C                          	                  	                         	C                          	                     	                    	                  	                        	                   	                	                     	                    	                        	                         	                     	                     	                                   	                	                            	                 	                      	                        	                   	                          	                       	                         	                      	                     	                      	                         	                      	                           	                       	                         	from 119 SR Chapter 26 Table 3 fold-out back pocket.

  SR	Middle Eocene    	                 	CP14b             	              	119	 737	B	 47	R	 3	  29.00	    661.8900	Wei      	Nannofossils                                 	A              	P                 	F                      	R                      	R                        	C                           	                       	R                    	                  	                	                       	A                    	C                   	                     	                      	                   	               	R                     	C                          	R                 	                         	A                          	                     	                    	                  	                        	                   	                	                     	                    	R                       	                         	                     	                     	                                   	                	                            	                 	                      	                        	                   	                          	                       	                         	                      	                     	                      	                         	                      	                           	                       	                         	from 119 SR Chapter 26 Table 3 fold-out back pocket.

  SR	Middle Eocene    	                 	CP14b             	              	119	 737	B	 47	R	CC	  16.00	    662.6400	Wei      	Nannofossils                                 	C              	P                 	A                      	F                      	C                        	                            	                       	                     	                  	                	                       	C                    	R                   	                     	                      	                   	R              	                      	F                          	                  	                         	F                          	                     	                    	                  	                        	                   	                	                     	R                   	                        	                         	                     	                     	                                   	                	                            	                 	                      	                        	                   	                          	                       	                         	                      	                     	                      	                         	                      	                           	                       	                         	from 119 SR Chapter 26 Table 3 fold-out back pocket.
