Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Sphenolithus spiniger,Sphenolithus intercalaris,Discoaster saipanensis,Discoaster deflandrei,Discoaster barbadiensis,Cyclicargolithus floridanus floridanus,Coccolithus pelagicus,Coccolithus formosus,Chiasmolithus expansus,Campylosphaera dela,Sphenolithus moriformis,Sphenolithus furcatolithoides,Reticulofenestra samodurovii,Reticulofenestra reticulata,Helicosphaera spp.,Dictyococcites daviesii,Chiasmolithus solitus,Chiasmolithus consuetus,Calcidiscus protoannulus,Sphenolithus pseudoradians,Coronocyclus nitescens,Chiasmolithus grandis,Helicosphaera heezenii,Coccolithus eopelagicus,Reticulofenestra umbilica,Nannotetrina cristata,Helicosphaera compacta,Discoaster binodosus,Markalius inversus,Blackites spinosus,Sphenolithus radians,Zygrhablithus bijugatus,Discoaster tanii nodifer,Reticulofenestra bisecta,Pontosphaera spp.,Helicosphaera seminulum,Helicosphaera euphratis,Discoaster tanii,Reticulofenestra hillae,Chiasmolithus oamaruensis,Isthmolithus recurvus,Cyclicargolithus floridanus abisectus,Helicosphaera wilcoxonii,Helicosphaera perch-nielseniae,Sphenolithus distentus,Sphenolithus predistentus,Helicosphaera recta,Clausicoccus fenestratus,Thoracosphaera spp.,Triquetrorhabdulus carinatus,Helicosphaera kamptneri,Sphenolithus ciperoensis,Chiasmolithus altus,Triquetrorhabdulus milowii,Dictyococcites scrippsae,Coccolithus miopelagicus,Pontosphaera multipora,Helicosphaera obliqua,Discoaster variabilis,Reticulofenestra pseudoumbilica,Sphenolithus heteromorphus,Discoaster stellulus,Discoaster sanmiguelensis,Reticulofenestra minutula,Calcidiscus leptoporus,Discoaster kugleri,Discoaster exilis,Calcidiscus macintyrei,Discoaster calcaris,Discoaster brouweri,Triquetrorhabdulus rugosus,Discoaster triradiatus,Discoaster pansus,Discoaster challengeri,Catinaster umbrellus,Catinaster coalitus,Catinaster calyculus,Umbilicosphaera sibogae,Discoaster pentaradiatus,Discoaster blackstockae,Discoaster berggrenii,Discoaster quinqueramus,Discoaster decorus,Discoaster surculus,Discoaster intercalaris,Amaurolithus delicatus,Amaurolithus tricorniculatus,Amaurolithus primus,Discoaster asymmetricus,Discoaster tamalis,Discoaster quadramus,Comment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Eocene      ,                 ,CP15              ,              ,125, 786,A, 11,X, 1,  54.00,     96.5400,Xu       ,Nannofossils                                 ,A              ,M                 ,                     ,                         ,F                     ,                     ,C                      ,A                                     ,A                    ,C                   ,                      ,                   ,F                      ,                             ,F                           ,C                          ,                  ,R                      ,                     ,                       ,                        ,R                         ,R                     ,                     ,                      ,F                      ,C                        ,                     ,F                     ,                    ,                  ,                  ,                    ,                       ,                        ,A                       ,                 ,                       ,R                      ,R               ,                       ,R                        ,R                    ,R                                    ,R                       ,                              ,                      ,                         ,                   ,                        ,                   ,                            ,                       ,                        ,                   ,                          ,                        ,                        ,                      ,                     ,                     ,                               ,                          ,                    ,                         ,                         ,                      ,                  ,                 ,                      ,                   ,                   ,                          ,                      ,                 ,                      ,                    ,                   ,                    ,                       ,                        ,                       ,                     ,                       ,                  ,                   ,                       ,                      ,                            ,                   ,                       ,                  ,                    ,from 125SR.Chapter 3.Table 4.pages 54 - 57.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Eocene      ,                 ,CP15              ,              ,125, 786,A, 11,X, 1,  70.00,     96.7000,Xu       ,Nannofossils                                 ,C              ,M                 ,                     ,                         ,F                     ,                     ,C                      ,A                                     ,C                    ,F                   ,                      ,                   ,F                      ,                             ,C                           ,C                          ,                  ,R                      ,                     ,                       ,                        ,                          ,                      ,                     ,R                     ,R                      ,F                        ,                     ,F                     ,                    ,                  ,R                 ,                    ,R                      ,                        ,                        ,                 ,                       ,R                      ,R               ,                       ,R                        ,R                    ,C                                    ,                        ,                              ,                      ,                         ,                   ,                        ,                   ,                            ,                       ,                        ,                   ,                          ,                        ,                        ,                      ,                     ,                     ,                               ,                          ,                    ,                         ,                         ,                      ,                  ,                 ,                      ,                   ,                   ,                          ,                      ,                 ,                      ,                    ,                   ,                    ,                       ,                        ,                       ,                     ,                       ,                  ,                   ,                       ,                      ,                            ,                   ,                       ,                  ,                    ,from 125SR.Chapter 3.Table 4.pages 54 - 57.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Eocene      ,                 ,CP15              ,              ,125, 786,A, 11,X, 2,  62.00,     98.1200,Xu       ,Nannofossils                                 ,C              ,G                 ,R                    ,                         ,F                     ,F                    ,F                      ,C                                     ,C                    ,F                   ,                      ,                   ,F                      ,                             ,R                           ,C                          ,                  ,R                      ,                     ,                       ,                        ,R                         ,R                     ,                     ,R                     ,F                      ,R                        ,                     ,R                     ,                    ,R                 ,                  ,                    ,                       ,R                       ,C                       ,                 ,                       ,                       ,                ,                       ,                         ,R                    ,R                                    ,                        ,                              ,                      ,                         ,                   ,                        ,                   ,                            ,                       ,                        ,                   ,                          ,                        ,                        ,                      ,                     ,                     ,                               ,                          ,                    ,                         ,                         ,                      ,                  ,                 ,                      ,                   ,                   ,                          ,                      ,                 ,                      ,                    ,                   ,                    ,                       ,                        ,                       ,                     ,                       ,                  ,                   ,                       ,                      ,                            ,                   ,                       ,                  ,                    ,from 125SR.Chapter 3.Table 4.pages 54 - 57.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Eocene      ,                 ,CP15              ,              ,125, 786,A, 11,X, 2,  70.00,     98.2000,Xu       ,Nannofossils                                 ,C              ,M                 ,R                    ,                         ,F                     ,                     ,C                      ,C                                     ,C                    ,R                   ,                      ,                   ,F                      ,                             ,R                           ,F                          ,                  ,                       ,                     ,                       ,R                       ,R                         ,F                     ,                     ,                      ,F                      ,R                        ,                     ,                      ,                    ,                  ,                  ,                    ,R                      ,                        ,C                       ,                 ,                       ,                       ,R               ,                       ,R                        ,                     ,                                     ,                        ,                              ,                      ,                         ,                   ,                        ,                   ,                            ,                       ,                        ,                   ,                          ,                        ,                        ,                      ,                     ,                     ,                               ,                          ,                    ,                         ,                         ,                      ,                  ,                 ,                      ,                   ,                   ,                          ,                      ,                 ,                      ,                    ,                   ,                    ,                       ,                        ,                       ,                     ,                       ,                  ,                   ,                       ,                      ,                            ,                   ,                       ,                  ,                    ,from 125SR.Chapter 3.Table 4.pages 54 - 57.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Eocene    ,                 ,CP14b             ,              ,125, 786,A, 11,X, 3,  58.00,     99.5800,Xu       ,Nannofossils                                 ,A              ,M                 ,R                    ,                         ,F                     ,                     ,C                      ,A                                     ,A                    ,C                   ,R                     ,                   ,F                      ,                             ,R                           ,A                          ,                  ,F                      ,                     ,                       ,R                       ,R                         ,R                     ,                     ,R                     ,F                      ,F                        ,                     ,                      ,                    ,                  ,R                 ,                    ,                       ,                        ,A                       ,                 ,                       ,                       ,R               ,                       ,                         ,                     ,                                     ,                        ,                              ,                      ,                         ,                   ,                        ,                   ,                            ,                       ,                        ,                   ,                          ,                        ,                        ,                      ,                     ,                     ,                               ,                          ,                    ,                         ,                         ,                      ,                  ,                 ,                      ,                   ,                   ,                          ,                      ,                 ,                      ,                    ,                   ,                    ,                       ,                        ,                       ,                     ,                       ,                  ,                   ,                       ,                      ,                            ,                   ,                       ,                  ,                    ,from 125SR.Chapter 3.Table 4.pages 54 - 57.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Eocene    ,                 ,CP14b             ,              ,125, 786,A, 11,X, 3,  70.00,     99.7000,Xu       ,Nannofossils                                 ,C              ,M                 ,F                    ,                         ,F                     ,                     ,F                      ,F                                     ,C                    ,C                   ,                      ,                   ,                       ,                             ,F                           ,A                          ,                  ,F                      ,                     ,                       ,                        ,                          ,                      ,                     ,                      ,F                      ,R                        ,                     ,                      ,                    ,                  ,R                 ,                    ,                       ,                        ,F                       ,                 ,R                      ,                       ,                ,A                      ,                         ,                     ,                                     ,                        ,                              ,                      ,                         ,                   ,                        ,                   ,                            ,                       ,                        ,                   ,                          ,                        ,                        ,                      ,                     ,                     ,                               ,                          ,                    ,                         ,                         ,                      ,                  ,                 ,                      ,                   ,                   ,                          ,                      ,                 ,                      ,                    ,                   ,                    ,                       ,                        ,                       ,                     ,                       ,                  ,                   ,                       ,                      ,                            ,                   ,                       ,                  ,                    ,from 125SR.Chapter 3.Table 4.pages 54 - 57.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Eocene    ,                 ,CP14b             ,              ,125, 786,A, 11,X, 4,  62.00,    101.1200,Xu       ,Nannofossils                                 ,A              ,M                 ,R                    ,                         ,C                     ,                     ,C                      ,C                                     ,A                    ,F                   ,F                     ,                   ,R                      ,                             ,R                           ,A                          ,                  ,                       ,                     ,                       ,                        ,R                         ,R                     ,R                    ,                      ,R                      ,                         ,                     ,                      ,R                   ,                  ,R                 ,                    ,R                      ,F                       ,A                       ,                 ,R                      ,R                      ,R               ,                       ,                         ,                     ,                                     ,                        ,                              ,                      ,                         ,                   ,                        ,                   ,                            ,                       ,                        ,                   ,                          ,                        ,                        ,                      ,                     ,                     ,                               ,                          ,                    ,                         ,                         ,                      ,                  ,                 ,                      ,                   ,                   ,                          ,                      ,                 ,                      ,                    ,                   ,                    ,                       ,                        ,                       ,                     ,                       ,                  ,                   ,                       ,                      ,                            ,                   ,                       ,                  ,                    ,from 125SR.Chapter 3.Table 4.pages 54 - 57.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Eocene    ,                 ,CP14b             ,              ,125, 786,A, 11,X, 4,  90.00,    101.4000,Xu       ,Nannofossils                                 ,A              ,M                 ,                     ,                         ,F                     ,                     ,C                      ,A                                     ,A                    ,                    ,R                     ,                   ,                       ,                             ,R                           ,C                          ,                  ,                       ,                     ,                       ,                        ,R                         ,R                     ,R                    ,                      ,R                      ,F                        ,                     ,R                     ,                    ,                  ,R                 ,                    ,R                      ,R                       ,A                       ,R                ,                       ,                       ,                ,                       ,                         ,                     ,                                     ,                        ,                              ,                      ,                         ,                   ,                        ,                   ,                            ,                       ,                        ,                   ,                          ,                        ,                        ,                      ,                     ,                     ,                               ,                          ,                    ,                         ,                         ,                      ,                  ,                 ,                      ,                   ,                   ,                          ,                      ,                 ,                      ,                    ,                   ,                    ,                       ,                        ,                       ,                     ,                       ,                  ,                   ,                       ,                      ,                            ,                   ,                       ,                  ,                    ,from 125SR.Chapter 3.Table 4.pages 54 - 57.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Eocene    ,                 ,CP14b             ,              ,125, 786,A, 11,X, 4, 120.00,    101.7000,Xu       ,Nannofossils                                 ,A              ,M                 ,                     ,                         ,C                     ,                     ,C                      ,                                      ,A                    ,R                   ,F                     ,                   ,F                      ,                             ,A                           ,                           ,                  ,                       ,                     ,                       ,R                       ,                          ,                      ,C                    ,                      ,F                      ,A                        ,                     ,                      ,                    ,                  ,R                 ,                    ,                       ,                        ,C                       ,                 ,                       ,                       ,                ,                       ,                         ,                     ,                                     ,                        ,                              ,                      ,                         ,                   ,                        ,                   ,                            ,                       ,                        ,                   ,                          ,                        ,                        ,                      ,                     ,                     ,                               ,                          ,                    ,                         ,                         ,                      ,                  ,                 ,                      ,                   ,                   ,                          ,                      ,                 ,                      ,                    ,                   ,                    ,                       ,                        ,                       ,                     ,                       ,                  ,                   ,                       ,                      ,                            ,                   ,                       ,                  ,                    ,from 125SR.Chapter 3.Table 4.pages 54 - 57.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Eocene    ,                 ,CP14a             ,              ,125, 786,A, 11,X, 5,  65.00,    102.6500,Xu       ,Nannofossils                                 ,A              ,M                 ,                     ,R                        ,                      ,                     ,A                      ,A                                     ,A                    ,C                   ,R                     ,                   ,                       ,F                            ,C                           ,R                          ,                  ,                       ,R                    ,                       ,                        ,F                         ,                      ,F                    ,R                     ,C                      ,R                        ,                     ,                      ,R                   ,                  ,R                 ,F                   ,F                      ,R                       ,                        ,                 ,                       ,                       ,                ,                       ,                         ,                     ,                                     ,                        ,                              ,                      ,                         ,                   ,                        ,                   ,                            ,                       ,                        ,                   ,                          ,                        ,                        ,                      ,                     ,                     ,                               ,                          ,                    ,                         ,                         ,                      ,                  ,                 ,                      ,                   ,                   ,                          ,                      ,                 ,                      ,                    ,                   ,                    ,                       ,                        ,                       ,                     ,                       ,                  ,                   ,                       ,                      ,                            ,                   ,                       ,                  ,                    ,from 125SR.Chapter 3.Table 4.pages 54 - 57.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Eocene    ,                 ,CP14a             ,              ,125, 786,A, 11,X, 5, 131.00,    103.3100,Xu       ,Nannofossils                                 ,C              ,M                 ,                     ,                         ,                      ,                     ,C                      ,F                                     ,C                    ,F                   ,                      ,                   ,                       ,C                            ,C                           ,R                          ,                  ,                       ,                     ,                       ,R                       ,R                         ,                      ,R                    ,                      ,R                      ,F                        ,                     ,                      ,                    ,                  ,                  ,R                   ,                       ,                        ,                        ,                 ,                       ,                       ,                ,                       ,                         ,                     ,                                     ,                        ,                              ,                      ,                         ,                   ,                        ,                   ,                            ,                       ,                        ,                   ,                          ,                        ,                        ,                      ,                     ,                     ,                               ,                          ,                    ,                         ,                         ,                      ,                  ,                 ,                      ,                   ,                   ,                          ,                      ,                 ,                      ,                    ,                   ,                    ,                       ,                        ,                       ,                     ,                       ,                  ,                   ,                       ,                      ,                            ,                   ,                       ,                  ,                    ,from 125SR.Chapter 3.Table 4.pages 54 - 57.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Eocene    ,                 ,CP14a             ,              ,125, 786,A, 11,X, 5, 135.00,    103.3500,Xu       ,Nannofossils                                 ,A              ,G                 ,                     ,                         ,                      ,                     ,A                      ,C                                     ,A                    ,C                   ,R                     ,R                  ,                       ,F                            ,C                           ,F                          ,                  ,                       ,                     ,                       ,                        ,R                         ,                      ,R                    ,R                     ,C                      ,C                        ,                     ,                      ,                    ,                  ,                  ,C                   ,                       ,                        ,                        ,                 ,                       ,                       ,                ,                       ,                         ,                     ,                                     ,                        ,                              ,                      ,                         ,                   ,                        ,                   ,                            ,                       ,                        ,                   ,                          ,                        ,                        ,                      ,                     ,                     ,                               ,                          ,                    ,                         ,                         ,                      ,                  ,                 ,                      ,                   ,                   ,                          ,                      ,                 ,                      ,                    ,                   ,                    ,                       ,                        ,                       ,                     ,                       ,                  ,                   ,                       ,                      ,                            ,                   ,                       ,                  ,                    ,from 125SR.Chapter 3.Table 4.pages 54 - 57.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Eocene    ,                 ,CP14a             ,              ,125, 786,A, 11,X, 6,  30.00,    103.8000,Xu       ,Nannofossils                                 ,A              ,G                 ,                     ,                         ,R                     ,                     ,C                      ,F                                     ,A                    ,C                   ,C                     ,                   ,                       ,C                            ,F                           ,                           ,                  ,                       ,                     ,                       ,R                       ,F                         ,F                     ,R                    ,R                     ,F                      ,R                        ,                     ,                      ,                    ,F                 ,F                 ,                    ,                       ,                        ,                        ,                 ,                       ,                       ,                ,                       ,                         ,                     ,                                     ,                        ,                              ,                      ,                         ,                   ,                        ,                   ,                            ,                       ,                        ,                   ,                          ,                        ,                        ,                      ,                     ,                     ,                               ,                          ,                    ,                         ,                         ,                      ,                  ,                 ,                      ,                   ,                   ,                          ,                      ,                 ,                      ,                    ,                   ,                    ,                       ,                        ,                       ,                     ,                       ,                  ,                   ,                       ,                      ,                            ,                   ,                       ,                  ,                    ,from 125SR.Chapter 3.Table 4.pages 54 - 57.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Eocene    ,                 ,CP14a             ,              ,125, 786,A, 11,X, 6,  57.00,    104.0700,Xu       ,Nannofossils                                 ,R              ,M                 ,                     ,                         ,                      ,                     ,R                      ,R                                     ,R                    ,                    ,                      ,                   ,                       ,                             ,                            ,                           ,                  ,                       ,                     ,                       ,                        ,                          ,                      ,                     ,                      ,                       ,                         ,                     ,                      ,                    ,                  ,                  ,                    ,                       ,                        ,                        ,                 ,                       ,                       ,                ,                       ,                         ,                     ,                                     ,                        ,                              ,                      ,                         ,                   ,                        ,                   ,                            ,                       ,                        ,                   ,                          ,                        ,                        ,                      ,                     ,                     ,                               ,                          ,                    ,                         ,                         ,                      ,                  ,                 ,                      ,                   ,                   ,                          ,                      ,                 ,                      ,                    ,                   ,                    ,                       ,                        ,                       ,                     ,                       ,                  ,                   ,                       ,                      ,                            ,                   ,                       ,                  ,                    ,from 125SR.Chapter 3.Table 4.pages 54 - 57.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Eocene    ,                 ,CP14a             ,              ,125, 786,A, 11,X,CC,  36.00,    104.8800,Xu       ,Nannofossils                                 ,A              ,M                 ,R                    ,                         ,R                     ,                     ,C                      ,A                                     ,C                    ,C                   ,R                     ,R                  ,F                      ,F                            ,A                           ,                           ,                  ,                       ,R                    ,                       ,                        ,R                         ,                      ,R                    ,R                     ,F                      ,R                        ,R                    ,R                     ,R                   ,                  ,                  ,                    ,                       ,                        ,                        ,                 ,                       ,                       ,                ,                       ,                         ,                     ,                                     ,                        ,                              ,                      ,                         ,                   ,                        ,                   ,                            ,                       ,                        ,                   ,                          ,                        ,                        ,                      ,                     ,                     ,                               ,                          ,                    ,                         ,                         ,                      ,                  ,                 ,                      ,                   ,                   ,                          ,                      ,                 ,                      ,                    ,                   ,                    ,                       ,                        ,                       ,                     ,                       ,                  ,                   ,                       ,                      ,                            ,                   ,                       ,                  ,                    ,from 125SR.Chapter 3.Table 4.pages 54 - 57.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Eocene    ,                 ,CP14a             ,              ,125, 786,A, 12,X, 1,  40.00,    106.1000,Xu       ,Nannofossils                                 ,C              ,M                 ,                     ,                         ,                      ,                     ,C                      ,F                                     ,                     ,F                   ,R                     ,                   ,                       ,F                            ,                            ,                           ,                  ,                       ,R                    ,                       ,                        ,R                         ,                      ,R                    ,                      ,F                      ,R                        ,                     ,                      ,                    ,                  ,                  ,                    ,                       ,                        ,                        ,                 ,                       ,                       ,                ,                       ,                         ,                     ,                                     ,                        ,                              ,                      ,                         ,                   ,                        ,                   ,                            ,                       ,                        ,                   ,                          ,                        ,                        ,                      ,                     ,                     ,                               ,                          ,                    ,                         ,                         ,                      ,                  ,                 ,                      ,                   ,                   ,                          ,                      ,                 ,                      ,                    ,                   ,                    ,                       ,                        ,                       ,                     ,                       ,                  ,                   ,                       ,                      ,                            ,                   ,                       ,                  ,                    ,from 125SR.Chapter 3.Table 4.pages 54 - 57.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Eocene    ,                 ,CP13c             ,              ,125, 786,A, 12,X, 1,  85.00,    106.5500,Xu       ,Nannofossils                                 ,C              ,M                 ,                     ,                         ,                      ,                     ,C                      ,A                                     ,                     ,F                   ,R                     ,R                  ,                       ,R                            ,                            ,R                          ,                  ,                       ,R                    ,                       ,                        ,F                         ,R                     ,R                    ,R                     ,F                      ,                         ,                     ,                      ,                    ,                  ,                  ,                    ,                       ,                        ,                        ,                 ,                       ,                       ,                ,                       ,                         ,                     ,                                     ,                        ,                              ,                      ,                         ,                   ,                        ,                   ,                            ,                       ,                        ,                   ,                          ,                        ,                        ,                      ,                     ,                     ,                               ,                          ,                    ,                         ,                         ,                      ,                  ,                 ,                      ,                   ,                   ,                          ,                      ,                 ,                      ,                    ,                   ,                    ,                       ,                        ,                       ,                     ,                       ,                  ,                   ,                       ,                      ,                            ,                   ,                       ,                  ,                    ,from 125SR.Chapter 3.Table 4.pages 54 - 57.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Eocene    ,                 ,CP13c             ,              ,125, 786,A, 12,X, 1, 135.00,    107.0500,Xu       ,Nannofossils                                 ,F              ,M                 ,R                    ,                         ,                      ,                     ,R                      ,C                                     ,F                    ,F                   ,                      ,                   ,R                      ,R                            ,                            ,                           ,                  ,R                      ,R                    ,                       ,                        ,                          ,                      ,                     ,                      ,                       ,                         ,                     ,                      ,                    ,                  ,                  ,                    ,                       ,                        ,                        ,                 ,                       ,                       ,                ,                       ,                         ,                     ,                                     ,                        ,                              ,                      ,                         ,                   ,                        ,                   ,                            ,                       ,                        ,                   ,                          ,                        ,                        ,                      ,                     ,                     ,                               ,                          ,                    ,                         ,                         ,                      ,                  ,                 ,                      ,                   ,                   ,                          ,                      ,                 ,                      ,                    ,                   ,                    ,                       ,                        ,                       ,                     ,                       ,                  ,                   ,                       ,                      ,                            ,                   ,                       ,                  ,                    ,from 125SR.Chapter 3.Table 4.pages 54 - 57.
