Data	Age From (oldest)	Age To (youngest)	Zone From (bottom)	Zone To  (top)	Leg	Site	H	Cor	T	Sc	Top(cm)	Depth (mbsf)	Scientist	Fossil Group                                 	Group Abundance	Group Preservation	Heterohelix reussi	Hedbergella sliteri	Hedbergella aff. monmouthensis	Globotruncana sp.	Globigerinelloides sp. 1	Globigerinelloides impensus	Archaeoglobigerina australis	Heterohelix navarroensis	Globotruncana arca	Heterohelix planata	Hedbergella sp. 1	Globotruncana linneiana	Globotruncana falsostuarti	Globigerinelloides sp. 2	Globigerinelloides multispinus	Globotruncana bulloides	Heterohelix globulosa	Rugotruncana tradinghousensis	Hedbergella holmdelensis	Globotruncanella havanensis	Globotruncanella citae	Biglobigerinella sp.	Rugotruncana subpennyi	Rugotruncana circumnodifer	Archaeoglobigerina sp. 1	Schackoina multispinata	Guembelitria cretacea	Tenuitellinata juvenilis	Tenuitellinata angustiumbilicata	Tenuitella munda/juvenilis transition	Tenuitella munda	Tenuitella gemma	Subbotina labiacrassata	Subbotina euapertura	Subbotina angiporoides	Paragloborotalia nana	Globorotaloides suteri	Globigerina officinalis	Globigerina cf. venezuelana	Chiloguembelina spp.	Catapsydrax martini	Catapsydrax dissimilis	Tenuitellinata juvenilis/uvula transition	Subbotina cf. tapuriensis	Globigerinita boweni	Catapsydrax sp. (nonbullate form)	Globigerinita praestainforthi	Tenuitellinata uvula	Globigerina bulloides	Globigerina brazieri	Globigerina gortanii	Globigerina woodi	Turborotalita quinqueloba	Paragloborotalita incognita	Globigerinita glutinata	Globigerinita naparimaensis	Paragloborotalia semivera	Tenuitellinata pseudoedita	Tenuitella minutissima	Globorotalia praescitula	Tenuitellinata selleyi	Tenuitella clemenciae	Globorotalia zealandica	Globorotalia pseudomiozea	Tenuitella jamesi	Globigerina cf. connecta	Globigerina woodi/disjuncta transition	Globorotalia pseudomiozea/miozea transition	Globorotalia miozea	Globorotalia mayeri	Neogloboquadrina continuosa	Neogloboquadrina nympha	Globorotalia scitula	Neogloboquadrina pachyderma	Neogloboquadrina continuosa/pachyderma transition	Globigerina cf. bulloides	Globorotalia conoidea	Globorotalia sphericomiozea	Turborotalia spp. spp. (small)	Globorotalia puncticulata	Globigerina bulloides antarctica	Comment

  SR	Late Oligocene   	                 	T. munda          	              	120	 747	A	 17	X	 4	  50.00	    156.5000	Li       	Planktonic Foraminifers                      	               	                  	                  	                   	                              	                 	                        	                           	                            	                        	                  	                   	                 	                       	                          	                        	                              	                       	                     	                             	                        	                           	                      	                    	                      	                          	                        	                       	                     	                        	                                	                                     	1               	                	52                     	5                   	                      	                     	19                    	                       	42                         	                    	                   	41                    	                                         	3                        	                    	                                 	                             	                    	                     	                    	                    	                 	                         	                           	                       	                           	                         	                          	                      	                        	                      	                     	                       	                         	                 	                        	                                      	                                           	                   	                   	                           	                       	                    	                           	                                                 	                         	                     	                           	                              	                         	                                	from ODP Leg 120 SR Vol 2 Chapter 32 Table 2 p 572-577

  SR	Late Oligocene   	                 	T. munda          	              	120	 747	A	 17	X	 4	  50.00	    156.5000	Li       	Planktonic Foraminifers                      	               	                  	                  	                   	                              	                 	                        	                           	                            	                        	                  	                   	                 	                       	                          	                        	                              	                       	                     	                             	                        	                           	                      	                    	                      	                          	                        	                       	                     	43                      	1                               	15                                   	51              	3               	48                     	                    	                      	                     	18                    	6                      	40                         	                    	                   	24                    	3                                        	                         	8                   	                                 	                             	                    	                     	                    	                    	                 	                         	                           	                       	                           	                         	                          	                      	                        	                      	                     	                       	                         	                 	                        	                                      	                                           	                   	                   	                           	                       	                    	                           	                                                 	                         	                     	                           	                              	                         	                                	from ODP Leg 120 SR Vol 2 Chapter 32 Table 2 p 572-577

  SR	Early Oligocene  	                 	T. munda          	              	120	 747	A	 17	X	 6	  40.00	    159.4000	Li       	Planktonic Foraminifers                      	               	                  	                  	                   	                              	                 	                        	                           	                            	                        	                  	                   	                 	                       	                          	                        	                              	                       	                     	                             	                        	                           	                      	                    	                      	                          	                        	                       	                     	                        	                                	                                     	                	                	44                     	16                  	                      	                     	9                     	7                      	34                         	                    	                   	45                    	                                         	                         	                    	                                 	                             	                    	                     	                    	                    	                 	                         	                           	                       	                           	                         	                          	                      	                        	                      	                     	                       	                         	                 	                        	                                      	                                           	                   	                   	                           	                       	                    	                           	                                                 	                         	                     	                           	                              	                         	                                	Other taxa = 2; from ODP Leg 120 SR Vol 2 Chapter 32 Table 2 p 572-577

  SR	Early Oligocene  	                 	T. gemma          	              	120	 747	A	 17	X	 6	  40.00	    159.4000	Li       	Planktonic Foraminifers                      	               	                  	                  	                   	                              	                 	                        	                           	                            	                        	                  	                   	                 	                       	                          	                        	                              	                       	                     	                             	                        	                           	                      	                    	                      	                          	                        	                       	                     	37                      	2                               	24                                   	63              	1               	79                     	3                   	                      	1                    	12                    	2                      	5                          	5                   	                   	15                    	10                                       	                         	                    	                                 	                             	                    	                     	                    	                    	                 	                         	                           	                       	                           	                         	                          	                      	                        	                      	                     	                       	                         	                 	                        	                                      	                                           	                   	                   	                           	                       	                    	                           	                                                 	                         	                     	                           	                              	                         	                                	from ODP Leg 120 SR Vol 2 Chapter 32 Table 2 p 572-577

  SR	Early Oligocene  	                 	T. gemma          	              	120	 747	A	 17	X	CC	   0.00	    159.5400	Li       	Planktonic Foraminifers                      	               	                  	                  	                   	                              	                 	                        	                           	                            	                        	                  	                   	                 	                       	                          	                        	                              	                       	                     	                             	                        	                           	                      	                    	                      	                          	                        	                       	                     	1                       	                                	                                     	2               	                	102                    	28                  	                      	3                    	17                    	8                      	                           	                    	                   	7                     	                                         	                         	                    	                                 	                             	                    	                     	                    	                    	                 	                         	                           	                       	                           	                         	                          	                      	                        	                      	                     	                       	                         	                 	                        	                                      	                                           	                   	                   	                           	                       	                    	                           	                                                 	                         	                     	                           	                              	                         	                                	Other taxa = 1; from ODP Leg 120 SR Vol 2 Chapter 32 Table 2 p 572-577

  SR	Early Oligocene  	                 	T. gemma          	              	120	 747	A	 17	X	CC	   0.00	    159.5400	Li       	Planktonic Foraminifers                      	               	                  	                  	                   	                              	                 	                        	                           	                            	                        	                  	                   	                 	                       	                          	                        	                              	                       	                     	                             	                        	                           	                      	                    	                      	                          	                        	                       	                     	85                      	6                               	11                                   	46              	?               	47                     	                    	                      	                     	31                    	                       	                           	25                  	                   	                      	6                                        	                         	                    	                                 	                             	                    	                     	                    	                    	                 	                         	                           	                       	                           	                         	                          	                      	                        	                      	                     	                       	                         	                 	                        	                                      	                                           	                   	                   	                           	                       	                    	                           	                                                 	                         	                     	                           	                              	                         	                                	from ODP Leg 120 SR Vol 2 Chapter 32 Table 2 p 572-577

  SR	Early Oligocene  	                 	T. gemma          	              	120	 747	A	 18	X	 2	  50.00	    163.0000	Li       	Planktonic Foraminifers                      	               	                  	                  	                   	                              	                 	                        	                           	                            	                        	                  	                   	                 	                       	                          	                        	                              	                       	                     	                             	                        	                           	                      	                    	                      	                          	                        	                       	                     	4                       	1                               	                                     	1               	                	95                     	29                  	                      	12                   	19                    	5                      	                           	                    	                   	6                     	                                         	                         	                    	                                 	                             	                    	                     	                    	                    	                 	                         	                           	                       	                           	                         	                          	                      	                        	                      	                     	                       	                         	                 	                        	                                      	                                           	                   	                   	                           	                       	                    	                           	                                                 	                         	                     	                           	                              	                         	                                	from ODP Leg 120 SR Vol 2 Chapter 32 Table 2 p 572-577

  SR	Early Oligocene  	                 	T. gemma          	              	120	 747	A	 18	X	 2	  50.00	    163.0000	Li       	Planktonic Foraminifers                      	               	                  	                  	                   	                              	                 	                        	                           	                            	                        	                  	                   	                 	                       	                          	                        	                              	                       	                     	                             	                        	                           	                      	                    	                      	                          	                        	                       	                     	21                      	3                               	18                                   	33              	3               	18                     	                    	                      	3                    	22                    	                       	                           	146                 	                   	                      	5                                        	                         	                    	                                 	                             	                    	                     	                    	                    	                 	                         	                           	                       	                           	                         	                          	                      	                        	                      	                     	                       	                         	                 	                        	                                      	                                           	                   	                   	                           	                       	                    	                           	                                                 	                         	                     	                           	                              	                         	                                	from ODP Leg 120 SR Vol 2 Chapter 32 Table 2 p 572-577

  SR	Early Oligocene  	                 	T. gemma          	              	120	 747	A	 18	X	CC	   0.00	    164.9500	Li       	Planktonic Foraminifers                      	               	                  	                  	                   	                              	                 	                        	                           	                            	                        	                  	                   	                 	                       	                          	                        	                              	                       	                     	                             	                        	                           	                      	                    	                      	                          	                        	                       	                     	                        	5                               	                                     	                	                	27                     	24                  	5                     	2                    	                      	1                      	96                         	                    	13                 	34                    	                                         	                         	                    	                                 	                             	                    	                     	                    	                    	                 	                         	                           	                       	                           	                         	                          	                      	                        	                      	                     	                       	                         	                 	                        	                                      	                                           	                   	                   	                           	                       	                    	                           	                                                 	                         	                     	                           	                              	                         	                                	Other taxa = 5; from ODP Leg 120 SR Vol 2 Chapter 32 Table 2 p 572-577

  SR	Early Oligocene  	                 	T. gemma          	              	120	 747	A	 18	X	CC	   0.00	    164.9500	Li       	Planktonic Foraminifers                      	               	                  	                  	                   	                              	                 	                        	                           	                            	                        	                  	                   	                 	                       	                          	                        	                              	                       	                     	                             	                        	                           	                      	                    	                      	                          	                        	                       	                     	10                      	2                               	12                                   	26              	8               	                       	                    	                      	                     	15                    	                       	17                         	112                 	                   	                      	                                         	                         	                    	                                 	                             	                    	                     	                    	                    	                 	                         	                           	                       	                           	                         	                          	                      	                        	                      	                     	                       	                         	                 	                        	                                      	                                           	                   	                   	                           	                       	                    	                           	                                                 	                         	                     	                           	                              	                         	                                	from ODP Leg 120 SR Vol 2 Chapter 32 Table 2 p 572-577

  SR	Maestrichtian    	                 	G. havanensis(Huber)	              	120	 747	A	 21	X	 2	  60.00	    191.6000	Quilty   	Planktonic Foraminifers                      	               	                  	                  	3.0%               	38.0%                         	                 	                        	                           	3.0%                        	                        	                  	9.0%               	                 	                       	                          	                        	16.0%                         	                       	27.0%                	                             	                        	                           	2.0%                  	                    	                      	                          	                        	+                      	+                    	                        	                                	                                     	                	                	                       	                    	                      	                     	                      	                       	                           	                    	                   	                      	                                         	                         	                    	                                 	                             	                    	                     	                    	                    	                 	                         	                           	                       	                           	                         	                          	                      	                        	                      	                     	                       	                         	                 	                        	                                      	                                           	                   	                   	                           	                       	                    	                           	                                                 	                         	                     	                           	                              	                         	                                	from ODP Leg 120 SR Vol 1 Chapter 22 Table 2 p 373

  SR	Maestrichtian    	                 	G. havanensis(Huber)	              	120	 747	A	 21	X	 3	  40.00	    192.9000	Quilty   	Planktonic Foraminifers                      	               	                  	                  	+                  	34.0%                         	                 	                        	                           	4.0%                        	                        	                  	12.0%              	                 	                       	                          	                        	28.0%                         	                       	10.0%                	                             	                        	                           	+                     	                    	                      	                          	                        	                       	                     	                        	                                	                                     	                	                	                       	                    	                      	                     	                      	                       	                           	                    	                   	                      	                                         	                         	                    	                                 	                             	                    	                     	                    	                    	                 	                         	                           	                       	                           	                         	                          	                      	                        	                      	                     	                       	                         	                 	                        	                                      	                                           	                   	                   	                           	                       	                    	                           	                                                 	                         	                     	                           	                              	                         	                                	from ODP Leg 120 SR Vol 1 Chapter 22 Table 2 p 373

  SR	Maestrichtian    	                 	G. havanensis(Huber)	              	120	 747	A	 22	X	 1	  28.00	    199.2800	Quilty   	Planktonic Foraminifers                      	               	                  	                  	                   	                              	                 	                        	                           	+                           	                        	                  	                   	                 	                       	                          	                        	                              	                       	                     	                             	                        	+                          	                      	                    	                      	+                         	                        	                       	                     	                        	                                	                                     	                	                	                       	                    	                      	                     	                      	                       	                           	                    	                   	                      	                                         	                         	                    	                                 	                             	                    	                     	                    	                    	                 	                         	                           	                       	                           	                         	                          	                      	                        	                      	                     	                       	                         	                 	                        	                                      	                                           	                   	                   	                           	                       	                    	                           	                                                 	                         	                     	                           	                              	                         	                                	from ODP Leg 120 SR Vol 1 Chapter 22 Table 2 p 373

  SR	Maestrichtian    	                 	G. havanensis(Huber)	              	120	 747	A	 22	X	 2	  28.00	    200.7800	Quilty   	Planktonic Foraminifers                      	               	                  	                  	3.0%               	48.0%                         	                 	                        	                           	1.0%                        	                        	                  	13.0%              	                 	                       	                          	                        	27.0%                         	                       	4.0%                 	                             	                        	+                          	                      	                    	                      	3.0%                      	                        	                       	                     	                        	                                	                                     	                	                	                       	                    	                      	                     	                      	                       	                           	                    	                   	                      	                                         	                         	                    	                                 	                             	                    	                     	                    	                    	                 	                         	                           	                       	                           	                         	                          	                      	                        	                      	                     	                       	                         	                 	                        	                                      	                                           	                   	                   	                           	                       	                    	                           	                                                 	                         	                     	                           	                              	                         	                                	from ODP Leg 120 SR Vol 1 Chapter 22 Table 2 p 373

  SR	Maestrichtian    	                 	G. havanensis(Huber)	              	120	 747	A	 22	X	 3	  28.00	    202.2800	Quilty   	Planktonic Foraminifers                      	               	                  	                  	3.0%               	26.0%                         	                 	                        	                           	9.0%                        	                        	                  	5.0%               	                 	                       	                          	                        	50.0%                         	                       	6.0%                 	                             	                        	                           	                      	                    	                      	+                         	                        	                       	                     	                        	                                	                                     	                	                	                       	                    	                      	                     	                      	                       	                           	                    	                   	                      	                                         	                         	                    	                                 	                             	                    	                     	                    	                    	                 	                         	                           	                       	                           	                         	                          	                      	                        	                      	                     	                       	                         	                 	                        	                                      	                                           	                   	                   	                           	                       	                    	                           	                                                 	                         	                     	                           	                              	                         	                                	from ODP Leg 120 SR Vol 1 Chapter 22 Table 2 p 373

  SR	Maestrichtian    	                 	G. havanensis(Huber)	              	120	 747	A	 22	X	 4	  28.00	    203.7800	Quilty   	Planktonic Foraminifers                      	               	                  	                  	2.0%               	20.0%                         	                 	                        	                           	35.0%                       	                        	                  	10.0%              	                 	                       	                          	                        	24.0%                         	                       	6.0%                 	                             	                        	                           	                      	                    	                      	3.0%                      	+                       	                       	                     	                        	                                	                                     	                	                	                       	                    	                      	                     	                      	                       	                           	                    	                   	                      	                                         	                         	                    	                                 	                             	                    	                     	                    	                    	                 	                         	                           	                       	                           	                         	                          	                      	                        	                      	                     	                       	                         	                 	                        	                                      	                                           	                   	                   	                           	                       	                    	                           	                                                 	                         	                     	                           	                              	                         	                                	from ODP Leg 120 SR Vol 1 Chapter 22 Table 2 p 373

  SR	Maestrichtian    	                 	G. havanensis(Huber)	              	120	 747	A	 22	X	 5	  28.00	    205.2800	Quilty   	Planktonic Foraminifers                      	               	                  	                  	                   	1.0%                          	                 	                        	                           	93.0%                       	                        	                  	1.0%               	                 	                       	                          	                        	3.0%                          	                       	                     	                             	                        	1.0%                       	                      	                    	                      	                          	                        	                       	                     	                        	                                	                                     	                	                	                       	                    	                      	                     	                      	                       	                           	                    	                   	                      	                                         	                         	                    	                                 	                             	                    	                     	                    	                    	                 	                         	                           	                       	                           	                         	                          	                      	                        	                      	                     	                       	                         	                 	                        	                                      	                                           	                   	                   	                           	                       	                    	                           	                                                 	                         	                     	                           	                              	                         	                                	from ODP Leg 120 SR Vol 1 Chapter 22 Table 2 p 373

  SR	Maestrichtian    	                 	G. havanensis(Huber)	              	120	 747	A	 22	X	 6	  28.00	    206.7800	Quilty   	Planktonic Foraminifers                      	               	                  	                  	2.0%               	41.0%                         	                 	                        	                           	4.0%                        	                        	                  	17.0%              	                 	                       	                          	                        	27.0%                         	                       	9.0%                 	                             	+                       	                           	                      	                    	                      	                          	                        	                       	                     	                        	                                	                                     	                	                	                       	                    	                      	                     	                      	                       	                           	                    	                   	                      	                                         	                         	                    	                                 	                             	                    	                     	                    	                    	                 	                         	                           	                       	                           	                         	                          	                      	                        	                      	                     	                       	                         	                 	                        	                                      	                                           	                   	                   	                           	                       	                    	                           	                                                 	                         	                     	                           	                              	                         	                                	from ODP Leg 120 SR Vol 1 Chapter 22 Table 2 p 373

  SR	Maestrichtian    	                 	G. havanensis(Huber)	              	120	 747	A	 22	X	CC	  18.00	    207.7900	Quilty   	Planktonic Foraminifers                      	               	                  	                  	+                  	+                             	                 	                        	                           	+                           	                        	                  	+                  	                 	                       	                          	                        	                              	+                      	                     	                             	                        	                           	                      	                    	+                     	                          	                        	                       	                     	                        	                                	                                     	                	                	                       	                    	                      	                     	                      	                       	                           	                    	                   	                      	                                         	                         	                    	                                 	                             	                    	                     	                    	                    	                 	                         	                           	                       	                           	                         	                          	                      	                        	                      	                     	                       	                         	                 	                        	                                      	                                           	                   	                   	                           	                       	                    	                           	                                                 	                         	                     	                           	                              	                         	                                	from ODP Leg 120 SR Vol 1 Chapter 22 Table 2 p 373

  SR	Maestrichtian    	                 	G. havanensis(Huber)	              	120	 747	A	 23	X	 1	  28.00	    208.7800	Quilty   	Planktonic Foraminifers                      	               	                  	                  	8.0%               	22.0%                         	                 	                        	                           	3.0%                        	                        	3.0%              	26.0%              	                 	                       	                          	                        	19.0%                         	                       	4.0%                 	                             	                        	                           	                      	+                   	                      	                          	                        	                       	                     	                        	                                	                                     	                	                	                       	                    	                      	                     	                      	                       	                           	                    	                   	                      	                                         	                         	                    	                                 	                             	                    	                     	                    	                    	                 	                         	                           	                       	                           	                         	                          	                      	                        	                      	                     	                       	                         	                 	                        	                                      	                                           	                   	                   	                           	                       	                    	                           	                                                 	                         	                     	                           	                              	                         	                                	from ODP Leg 120 SR Vol 1 Chapter 22 Table 2 p 373
