Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Sphenolithus moriformis,Discoaster spp.,Discoaster barbadiensis,Coccolithus pelagicus,Chiasmolithus grandis,Zygrhablithus bijugatus,Sphenolithus spiniger,Sphenolithus pseudoradians/radians,Reticulofenestra dictyoda,Nannotetrina sp.,Fasciculithus sp.,Discoaster lodoensis,Discoaster deflandrei,Cyclicargolithus floridanus,Coccolithus formosus,Sphenolithus anarrhopus,Rhabdosphaera sp.,Pedinocyclus larvalis,Chiasmolithus titus,Chiasmolithus solitus,Chiasmolithus nitidus,Chiasmolithus gigas,Campylosphaera dela,Discoaster saipanensis,Striatococcolithus pacificanus,Discoaster nonaradiatus,Chiasmolithus consuetus,Calcidiscus protoannulus,Toweius sp.,Nannotetrina fulgens,Thoracosphaera sp.,Sphenolithus furcatolithoides,Discoaster sublodoensis,Bramletteius serraculoides,Helicosphaera sp.,Helicosphaera heezenii,Helicosphaera compacta,Discoaster tanii nodifer,Discoaster tanii,Reticulofenestra umbilica,Clausicoccus fenestratus,Hayaster perplexus,Sphenolithus intercalaris,Reticulofenestra reticulata,Reticulofenestra bisecta,Discoaster binodosus,Coronocyclus nitescens,Sphenolithus predistentus,Sphenolithus distentus,Blackites spinosus,Sphenolithus tribulosus,Triquetrorhabdulus carinatus,Sphenolithus ciperoensis,Sphenolithus dissimilis,Sphenolithus conicus,Sphenolithus delphix,Discoaster variabilis,Discoaster druggii,Comment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Eocene    ,                 ,NP16              ,              ,143, 869,A, 11,X, 1,  50.00,     96.0000,Firth    ,Nannofossils                                 ,A              ,P-M               ,F                      ,               ,C                      ,C                    ,F                    ,                       ,F                    ,                                  ,C                        ,                ,                 ,R                   ,                     ,F                          ,F                   ,                       ,                 ,R                    ,R                  ,F                    ,                     ,                   ,F                  ,C                     ,R                             ,                       ,                       ,                        ,           ,                    ,R                 ,F                            ,                       ,                          ,                 ,                      ,R                     ,R                       ,                ,F                        ,                        ,                  ,                         ,                           ,                        ,                    ,                      ,                         ,                      ,                  ,                       ,                            ,                        ,                       ,                    ,                    ,                     ,                  ,from Leg 143 SR; Ch 33; Table 2; p. 569
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Eocene    ,                 ,NP16              ,              ,143, 869,A, 11,X, 2,  50.00,     97.5000,Firth    ,Nannofossils                                 ,A              ,M                 ,F                      ,               ,C                      ,C                    ,R                    ,                       ,                     ,                                  ,C                        ,                ,                 ,                    ,                     ,F                          ,F                   ,                       ,                 ,                     ,R                  ,R                    ,                     ,                   ,R                  ,                      ,                              ,                       ,                       ,                        ,           ,                    ,                  ,R                            ,                       ,                          ,                 ,                      ,                      ,F                       ,                ,C                        ,                        ,                  ,                         ,                           ,                        ,                    ,                      ,                         ,                      ,                  ,                       ,                            ,                        ,                       ,                    ,                    ,                     ,                  ,from Leg 143 SR; Ch 33; Table 2; p. 569
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Eocene    ,                 ,NP16              ,              ,143, 869,A, 11,X, 3,  40.00,     98.9000,Firth    ,Nannofossils                                 ,A              ,P-M               ,C                      ,               ,C                      ,C                    ,R                    ,                       ,                     ,                                  ,C                        ,                ,                 ,                    ,                     ,                           ,F                   ,                       ,                 ,                     ,                   ,                     ,                     ,                   ,R                  ,R                     ,                              ,                       ,                       ,                        ,           ,                    ,                  ,R                            ,                       ,                          ,                 ,                      ,                      ,F                       ,                ,F                        ,                        ,                  ,                         ,                           ,                        ,                    ,                      ,                         ,                      ,                  ,                       ,                            ,                        ,                       ,                    ,                    ,                     ,                  ,from Leg 143 SR; Ch 33; Table 2; p. 569
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Eocene    ,                 ,NP16              ,              ,143, 869,A, 11,X, 4,  50.00,    100.5000,Firth    ,Nannofossils                                 ,A              ,M                 ,C                      ,F              ,C                      ,C                    ,F                    ,                       ,R                    ,F                                 ,C                        ,                ,                 ,                    ,                     ,                           ,C                   ,                       ,F                ,                     ,                   ,R                    ,                     ,R                  ,R                  ,F                     ,R                             ,                       ,                       ,R                       ,           ,                    ,                  ,F                            ,                       ,F                         ,                 ,                      ,                      ,                        ,                ,F                        ,                        ,                  ,                         ,                           ,                        ,                    ,                      ,                         ,                      ,                  ,                       ,                            ,                        ,                       ,                    ,                    ,                     ,                  ,from Leg 143 SR; Ch 33; Table 2; p. 569
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Eocene    ,                 ,NP16              ,              ,143, 869,A, 11,X, 5,  50.00,    102.0000,Firth    ,Nannofossils                                 ,A              ,M                 ,C                      ,               ,C                      ,C                    ,F                    ,C                      ,F                    ,F                                 ,C                        ,                ,                 ,                    ,F                    ,F                          ,C                   ,                       ,C                ,                     ,                   ,R                    ,R                    ,F                  ,R                  ,                      ,R                             ,                       ,                       ,                        ,           ,                    ,                  ,F                            ,                       ,                          ,                 ,                      ,                      ,                        ,                ,R                        ,                        ,R                 ,                         ,                           ,                        ,                    ,                      ,                         ,                      ,                  ,                       ,                            ,                        ,                       ,                    ,                    ,                     ,                  ,from Leg 143 SR; Ch 33; Table 2; p. 569
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Eocene    ,                 ,NP16              ,              ,143, 869,A, 12,X, 1,  53.00,    106.0300,Firth    ,Nannofossils                                 ,A              ,M                 ,C                      ,               ,F                      ,A                    ,F                    ,C                      ,F                    ,                                  ,C                        ,                ,                 ,                    ,                     ,C                          ,C                   ,                       ,C                ,                     ,                   ,C                    ,R                    ,                   ,R                  ,C                     ,R                             ,                       ,                       ,                        ,           ,                    ,                  ,F                            ,                       ,                          ,                 ,                      ,                      ,F                       ,                ,F                        ,                        ,                  ,                         ,                           ,                        ,                    ,                      ,                         ,                      ,                  ,                       ,                            ,                        ,                       ,                    ,                    ,                     ,                  ,from Leg 143 SR; Ch 33; Table 2; p. 569
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Eocene    ,                 ,NP16              ,              ,143, 869,A, 12,X, 2,  71.00,    107.7100,Firth    ,Nannofossils                                 ,A              ,P-M               ,C                      ,               ,C                      ,C                    ,F                    ,                       ,F                    ,R                                 ,C                        ,                ,                 ,                    ,                     ,C                          ,                    ,                       ,                 ,                     ,                   ,R                    ,R                    ,R                  ,R                  ,F                     ,R                             ,                       ,                       ,                        ,           ,                    ,                  ,F                            ,                       ,R                         ,                 ,                      ,                      ,F                       ,F               ,F                        ,R                       ,                  ,                         ,                           ,                        ,                    ,                      ,                         ,                      ,                  ,                       ,                            ,                        ,                       ,                    ,                    ,                     ,                  ,from Leg 143 SR; Ch 33; Table 2; p. 569
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Eocene    ,                 ,NP16              ,              ,143, 869,A, 12,X, 3,  52.00,    109.0200,Firth    ,Nannofossils                                 ,A              ,P-M               ,C                      ,               ,C                      ,C                    ,F                    ,                       ,F                    ,                                  ,C                        ,                ,                 ,                    ,                     ,C                          ,                    ,                       ,                 ,                     ,R                  ,F                    ,                     ,                   ,R                  ,                      ,R                             ,                       ,                       ,                        ,           ,                    ,                  ,F                            ,                       ,                          ,                 ,                      ,                      ,                        ,                ,R                        ,                        ,                  ,                         ,                           ,                        ,                    ,                      ,                         ,                      ,                  ,                       ,                            ,                        ,                       ,                    ,                    ,                     ,                  ,from Leg 143 SR; Ch 33; Table 2; p. 569
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Eocene    ,                 ,NP15              ,              ,143, 869,A, 12,X, 4,   8.00,    110.0800,Firth    ,Nannofossils                                 ,A              ,M                 ,C                      ,               ,C                      ,C                    ,F                    ,                       ,R                    ,R                                 ,C                        ,R               ,                 ,                    ,                     ,C                          ,                    ,                       ,R                ,                     ,                   ,                     ,                     ,R                  ,                   ,                      ,R                             ,                       ,                       ,                        ,           ,R                   ,                  ,R                            ,                       ,                          ,                 ,                      ,                      ,F                       ,F               ,                         ,                        ,                  ,                         ,                           ,                        ,                    ,                      ,                         ,                      ,                  ,                       ,                            ,                        ,                       ,                    ,                    ,                     ,                  ,from Leg 143 SR; Ch 33; Table 2; p. 569
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Eocene    ,                 ,NP15              ,              ,143, 869,A, 12,X, 5,  55.00,    112.0500,Firth    ,Nannofossils                                 ,A              ,P-M               ,C                      ,               ,C                      ,C                    ,F                    ,F                      ,C                    ,                                  ,C                        ,                ,                 ,R                   ,                     ,C                          ,                    ,                       ,C                ,                     ,                   ,C                    ,                     ,                   ,                   ,                      ,                              ,                       ,                       ,R                       ,           ,                    ,                  ,F                            ,                       ,R                         ,                 ,                      ,R                     ,F                       ,                ,                         ,                        ,                  ,                         ,                           ,                        ,                    ,                      ,                         ,                      ,                  ,                       ,                            ,                        ,                       ,                    ,                    ,                     ,                  ,from Leg 143 SR; Ch 33; Table 2; p. 569
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Eocene    ,                 ,NP15              ,              ,143, 869,A, 13,X, 1, 128.00,    116.7800,Firth    ,Nannofossils                                 ,A              ,M                 ,C                      ,R              ,C                      ,C                    ,C                    ,C                      ,C                    ,F                                 ,C                        ,                ,                 ,                    ,F                    ,C                          ,C                   ,                       ,C                ,                     ,                   ,C                    ,F                    ,F                  ,R                  ,R                     ,R                             ,                       ,                       ,                        ,           ,R                   ,F                 ,F                            ,                       ,                          ,R                ,R                     ,                      ,                        ,                ,                         ,                        ,                  ,                         ,                           ,                        ,                    ,                      ,                         ,                      ,                  ,                       ,                            ,                        ,                       ,                    ,                    ,                     ,                  ,from Leg 143 SR; Ch 33; Table 2; p. 569
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Eocene    ,                 ,NP15              ,              ,143, 869,A, 13,X, 2, 137.00,    118.3700,Firth    ,Nannofossils                                 ,A              ,M-G               ,C                      ,R              ,C                      ,C                    ,F                    ,C                      ,                     ,F                                 ,C                        ,R               ,                 ,                    ,F                    ,                           ,C                   ,                       ,C                ,                     ,                   ,                     ,R                    ,                   ,                   ,                      ,                              ,                       ,                       ,                        ,           ,R                   ,                  ,                             ,                       ,                          ,                 ,                      ,                      ,                        ,                ,                         ,                        ,                  ,                         ,                           ,                        ,                    ,                      ,                         ,                      ,                  ,                       ,                            ,                        ,                       ,                    ,                    ,                     ,                  ,from Leg 143 SR; Ch 33; Table 2; p. 569
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Eocene    ,                 ,NP15              ,              ,143, 869,A, 13,X, 4,  37.00,    120.3700,Firth    ,Nannofossils                                 ,A              ,M                 ,C                      ,               ,C                      ,C                    ,C                    ,C                      ,F                    ,R                                 ,C                        ,                ,                 ,                    ,R                    ,F                          ,C                   ,                       ,C                ,                     ,                   ,C                    ,R                    ,R                  ,R                  ,F                     ,R                             ,                       ,                       ,                        ,           ,                    ,                  ,F                            ,                       ,F                         ,                 ,                      ,                      ,                        ,                ,                         ,                        ,                  ,                         ,                           ,                        ,                    ,                      ,                         ,                      ,                  ,                       ,                            ,                        ,                       ,                    ,                    ,                     ,                  ,from Leg 143 SR; Ch 33; Table 2; p. 569
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Eocene    ,                 ,NP15              ,              ,143, 869,A, 13,X, 5,  14.00,    121.1400,Firth    ,Nannofossils                                 ,A              ,M                 ,C                      ,R              ,C                      ,C                    ,C                    ,C                      ,F                    ,R                                 ,C                        ,                ,                 ,                    ,                     ,                           ,C                   ,                       ,F                ,                     ,                   ,                     ,F                    ,F                  ,R                  ,                      ,                              ,                       ,                       ,                        ,           ,                    ,                  ,F                            ,                       ,F                         ,                 ,                      ,                      ,                        ,                ,                         ,                        ,                  ,                         ,                           ,                        ,                    ,                      ,                         ,                      ,                  ,                       ,                            ,                        ,                       ,                    ,                    ,                     ,                  ,from Leg 143 SR; Ch 33; Table 2; p. 569
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Eocene    ,                 ,NP15              ,              ,143, 869,A, 14,X, 1, 129.00,    126.7900,Firth    ,Nannofossils                                 ,A              ,M                 ,C                      ,F              ,C                      ,C                    ,R                    ,R                      ,F                    ,R                                 ,C                        ,                ,R                ,                    ,                     ,C                          ,C                   ,F                      ,C                ,R                    ,                   ,R                    ,F                    ,R                  ,                   ,F                     ,R                             ,                       ,                       ,                        ,           ,                    ,                  ,F                            ,                       ,                          ,                 ,                      ,                      ,                        ,                ,                         ,                        ,                  ,                         ,                           ,                        ,                    ,                      ,                         ,                      ,                  ,                       ,                            ,                        ,                       ,                    ,                    ,                     ,                  ,from Leg 143 SR; Ch 33; Table 2; p. 569
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Eocene    ,                 ,NP15              ,              ,143, 869,A, 14,X, 2,  91.00,    127.9100,Firth    ,Nannofossils                                 ,A              ,M                 ,C                      ,F              ,C                      ,C                    ,R                    ,                       ,F                    ,R                                 ,C                        ,R               ,                 ,                    ,                     ,F                          ,C                   ,C                      ,C                ,                     ,R                  ,F                    ,F                    ,R                  ,                   ,F                     ,F                             ,                       ,                       ,                        ,           ,                    ,                  ,F                            ,                       ,                          ,                 ,                      ,                      ,                        ,                ,                         ,                        ,                  ,                         ,                           ,                        ,                    ,                      ,                         ,                      ,                  ,                       ,                            ,                        ,                       ,                    ,                    ,                     ,                  ,from Leg 143 SR; Ch 33; Table 2; p. 569
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Eocene    ,                 ,NP15              ,              ,143, 869,A, 14,X, 4, 127.00,    131.2700,Firth    ,Nannofossils                                 ,A              ,M                 ,F                      ,F              ,C                      ,C                    ,R                    ,                       ,R                    ,R                                 ,C                        ,R               ,                 ,                    ,                     ,C                          ,C                   ,F                      ,C                ,R                    ,                   ,C                    ,F                    ,R                  ,                   ,F                     ,                              ,                       ,                       ,                        ,           ,                    ,R                 ,F                            ,R                      ,                          ,                 ,                      ,                      ,                        ,                ,                         ,                        ,                  ,                         ,                           ,                        ,                    ,                      ,                         ,                      ,                  ,                       ,                            ,                        ,                       ,                    ,                    ,                     ,                  ,from Leg 143 SR; Ch 33; Table 2; p. 569
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Eocene    ,                 ,NP15              ,              ,143, 869,A, 14,X, 5,  66.00,    132.1600,Firth    ,Nannofossils                                 ,A              ,M                 ,C                      ,               ,C                      ,C                    ,F                    ,                       ,F                    ,R                                 ,C                        ,                ,                 ,                    ,                     ,                           ,C                   ,R                      ,C                ,                     ,                   ,C                    ,                     ,F                  ,                   ,F                     ,                              ,                       ,                       ,                        ,           ,                    ,                  ,F                            ,                       ,                          ,                 ,                      ,                      ,                        ,                ,                         ,                        ,                  ,                         ,                           ,                        ,                    ,                      ,                         ,                      ,                  ,                       ,                            ,                        ,                       ,                    ,                    ,                     ,                  ,from Leg 143 SR; Ch 33; Table 2; p. 569
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Eocene    ,                 ,NP15              ,              ,143, 869,A, 14,X, 6,  40.00,    132.9000,Firth    ,Nannofossils                                 ,A              ,P-M               ,C                      ,F              ,F                      ,C                    ,R                    ,                       ,F                    ,R                                 ,C                        ,R               ,                 ,                    ,                     ,F                          ,C                   ,                       ,C                ,                     ,                   ,C                    ,R                    ,R                  ,R                  ,R                     ,                              ,                       ,                       ,                        ,           ,                    ,R                 ,R                            ,R                      ,                          ,                 ,                      ,                      ,                        ,                ,                         ,                        ,                  ,                         ,                           ,                        ,                    ,                      ,                         ,                      ,                  ,                       ,                            ,                        ,                       ,                    ,                    ,                     ,                  ,from Leg 143 SR; Ch 33; Table 2; p. 569
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Eocene    ,                 ,NP15              ,              ,143, 869,A, 14,X,CC,   3.00,    133.1100,Firth    ,Nannofossils                                 ,R              ,M                 ,                       ,R              ,                       ,R                    ,                     ,                       ,                     ,                                  ,                         ,                ,                 ,                    ,                     ,                           ,                    ,                       ,                 ,                     ,                   ,                     ,                     ,                   ,                   ,                      ,                              ,                       ,                       ,                        ,           ,                    ,                  ,                             ,                       ,                          ,                 ,                      ,                      ,                        ,                ,                         ,                        ,                  ,                         ,                           ,                        ,                    ,                      ,                         ,                      ,                  ,                       ,                            ,                        ,                       ,                    ,                    ,                     ,                  ,from Leg 143 SR; Ch 33; Table 2; p. 569
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Eocene    ,                 ,NP15              ,              ,143, 869,A, 15,X, 1, 118.00,    136.6800,Firth    ,Nannofossils                                 ,A              ,M                 ,C                      ,               ,C                      ,C                    ,R                    ,F                      ,F                    ,R                                 ,C                        ,                ,                 ,R                   ,                     ,C                          ,C                   ,                       ,C                ,                     ,                   ,                     ,R                    ,R                  ,                   ,C                     ,R                             ,                       ,                       ,R                       ,R          ,R                   ,                  ,                             ,                       ,                          ,                 ,                      ,                      ,                        ,                ,                         ,                        ,                  ,                         ,                           ,                        ,                    ,                      ,                         ,                      ,                  ,                       ,                            ,                        ,                       ,                    ,                    ,                     ,                  ,from Leg 143 SR; Ch 33; Table 2; p. 569
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Eocene    ,                 ,NP14              ,              ,143, 869,A, 15,X, 2, 117.00,    138.1700,Firth    ,Nannofossils                                 ,C              ,P                 ,                       ,F              ,C                      ,C                    ,R                    ,                       ,R                    ,                                  ,C                        ,                ,                 ,R                   ,                     ,                           ,                    ,                       ,                 ,                     ,                   ,                     ,                     ,                   ,                   ,                      ,                              ,                       ,                       ,                        ,R          ,                    ,                  ,                             ,                       ,                          ,                 ,                      ,                      ,                        ,                ,                         ,                        ,                  ,                         ,                           ,                        ,                    ,                      ,                         ,                      ,                  ,                       ,                            ,                        ,                       ,                    ,                    ,                     ,                  ,from Leg 143 SR; Ch 33; Table 2; p. 569
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Eocene    ,                 ,NP14              ,              ,143, 869,A, 15,X, 3,  79.00,    139.2900,Firth    ,Nannofossils                                 ,A              ,P-M               ,A                      ,               ,C                      ,A                    ,F                    ,C                      ,F                    ,F                                 ,C                        ,                ,                 ,                    ,                     ,C                          ,C                   ,F                      ,C                ,                     ,                   ,                     ,R                    ,                   ,R                  ,C                     ,R                             ,R                      ,R                      ,R                       ,           ,                    ,                  ,                             ,                       ,                          ,                 ,                      ,                      ,                        ,                ,                         ,                        ,                  ,                         ,                           ,                        ,                    ,                      ,                         ,                      ,                  ,                       ,                            ,                        ,                       ,                    ,                    ,                     ,                  ,from Leg 143 SR; Ch 33; Table 2; p. 569
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Eocene    ,                 ,NP14              ,              ,143, 869,A, 15,X, 4,  73.00,    140.7300,Firth    ,Nannofossils                                 ,A              ,M-G               ,C                      ,F              ,C                      ,C                    ,F                    ,F                      ,                     ,F                                 ,C                        ,C               ,                 ,R                   ,                     ,C                          ,C                   ,                       ,F                ,                     ,                   ,                     ,                     ,                   ,                   ,F                     ,                              ,                       ,                       ,                        ,           ,                    ,                  ,                             ,                       ,                          ,                 ,                      ,                      ,                        ,                ,                         ,                        ,                  ,                         ,                           ,                        ,                    ,                      ,                         ,                      ,                  ,                       ,                            ,                        ,                       ,                    ,                    ,                     ,                  ,from Leg 143 SR; Ch 33; Table 2; p. 569
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Eocene    ,                 ,NP14              ,              ,143, 869,A, 15,X, 5,  43.00,    141.9300,Firth    ,Nannofossils                                 ,A              ,M                 ,C                      ,F              ,C                      ,C                    ,F                    ,R                      ,R                    ,F                                 ,C                        ,R               ,                 ,                    ,F                    ,C                          ,C                   ,R                      ,F                ,R                    ,R                  ,F                    ,R                    ,R                  ,R                  ,                      ,                              ,                       ,                       ,                        ,           ,                    ,                  ,                             ,                       ,                          ,                 ,                      ,                      ,                        ,                ,                         ,                        ,                  ,                         ,                           ,                        ,                    ,                      ,                         ,                      ,                  ,                       ,                            ,                        ,                       ,                    ,                    ,                     ,                  ,from Leg 143 SR; Ch 33; Table 2; p. 569
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Eocene    ,                 ,NP14              ,              ,143, 869,A, 15,X, 6,  43.00,    143.4300,Firth    ,Nannofossils                                 ,A              ,M                 ,C                      ,F              ,C                      ,C                    ,F                    ,C                      ,R                    ,C                                 ,F                        ,R               ,R                ,R                   ,R                    ,R                          ,C                   ,                       ,                 ,                     ,                   ,                     ,                     ,                   ,                   ,                      ,                              ,                       ,                       ,                        ,           ,                    ,                  ,                             ,                       ,                          ,                 ,                      ,                      ,                        ,                ,                         ,                        ,                  ,                         ,                           ,                        ,                    ,                      ,                         ,                      ,                  ,                       ,                            ,                        ,                       ,                    ,                    ,                     ,                  ,from Leg 143 SR; Ch 33; Table 2; p. 569
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Eocene    ,                 ,NP14              ,              ,143, 869,A, 15,X,CC,   1.00,    143.7200,Firth    ,Nannofossils                                 ,C              ,P                 ,F                      ,F              ,C                      ,F                    ,R                    ,                       ,                     ,                                  ,                         ,                ,                 ,                    ,                     ,                           ,                    ,                       ,                 ,                     ,                   ,                     ,                     ,                   ,                   ,                      ,                              ,                       ,                       ,                        ,           ,                    ,                  ,                             ,                       ,                          ,                 ,                      ,                      ,                        ,                ,                         ,                        ,                  ,                         ,                           ,                        ,                    ,                      ,                         ,                      ,                  ,                       ,                            ,                        ,                       ,                    ,                    ,                     ,                  ,from Leg 143 SR; Ch 33; Table 2; p. 569
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
