Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Zygrhablithus bijugatus,Sphenolithus predistentus,Sphenolithus moriformis,Reticulofenestra spp. (small - medium),Helicosphaera recta,Helicosphaera euphratis,Helicosphaera carteri,Discoaster tanii,Discoaster deflandrei,Dictyococcites bisectus,Cyclicargolithus floridanus,Coccolithus pelagicus,Coccolithus miopelagicus,Sphenolithus pseudoradians,Sphenolithus distentus,Thorosphaera flabellata,Sphenolithus ciperoensis,Coronocyclus nitescens,Triquetrorhabdulus carinatus,Chiasmolithus altus,Sphenolithus dissimilis,Sphenolithus conicus,Discoaster druggii,Discoaster adamanteus,Discoaster variabilis,Reticulofenestra pseudoumbilicus,Florisphaera profunda,Sphenolithus compactus,Helicosphaera ampliaperta,Calcidiscus premacintyrei,Sphenolithus belemnos,Discoaster bollii,Umbilicosphaera sibogae,Discoaster moorei,Calcidiscus leptoporus,Sphenolithus heteromorphus,Discoaster petaliformis,Discoaster exilis,Discoaster calcaris,Helicosphaera granulata,Pontosphaera spp.,Calcidiscus macintyrei,Triquetrorhabdulus rugosus,Sphenolithus abies/neoabies,Discoaster kugleri,Discoaster prepentaradiatus,Discoaster surculus,Discoaster hamatus,Discoaster brouweri,Catinaster coalitus,Catinaster calyculus,Discoaster pentaradiatus,Discoaster quinqueramus,Discoaster berggrenii,Amaurolithus primus,Amaurolithus delicatus,Amaurolithus tricorniculatus,Amaurolithus amplificus,Pseudoemiliania lacunosa,Ceratolithus rugosus,Ceratolithus acutus,Rhabdosphaera clavigera,Discoaster tamalis,Ceratolithus cristatus,Syracosphaera pulchra,Syracosphaera spp.,Scapholithus fossilis,Gephyrocapsa spp. (small),Helicosphaera sellii,Gephyrocapsa oceanica,Oolithotus antillarum,Gephyrocapsa margerelii,Gephyrocapsa caribbeanica,Umbellosphaera irregularis,Helicosphaera hyalina,Reticulofenestra asanoi,Umbellosphaera tenuis,Emiliania huxleyi,Comment
  IR,Early Oligocene  ,Early Oligocene  ,CP17              ,CP17          ,184,1148,A, 73,X,CC,  28.00,    664.7600,nannos   ,Nannofossils                                 ,A              ,M                 ,R                      ,C                        ,C                      ,A                                     ,R                  ,F                      ,R                    ,                ,R                    ,C                      ,A                          ,C                    ,                        ,R                         ,                      ,                       ,                        ,                      ,                            ,                   ,                       ,                    ,                  ,                     ,                     ,                                ,                     ,                      ,                         ,                         ,                     ,                 ,                       ,                 ,                      ,                          ,                       ,                 ,                   ,                       ,                 ,                      ,                          ,                           ,                  ,                           ,                   ,                  ,                   ,                   ,                    ,                        ,                       ,                     ,                   ,                      ,                            ,                       ,                        ,                    ,                   ,                       ,                  ,                      ,                     ,                  ,                     ,                         ,                    ,                     ,                     ,                       ,                         ,                          ,                     ,                       ,                     ,                 ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Early Oligocene  ,Early Oligocene  ,CP17              ,CP17          ,184,1148,A, 74,X,CC,  39.00,    675.3000,nannos   ,Nannofossils                                 ,A              ,M                 ,R                      ,A                        ,C                      ,A                                     ,R                  ,R                      ,F                    ,                ,R                    ,C                      ,A                          ,C                    ,                        ,R                         ,                      ,                       ,                        ,                      ,                            ,                   ,                       ,                    ,                  ,                     ,                     ,                                ,                     ,                      ,                         ,                         ,                     ,                 ,                       ,                 ,                      ,                          ,                       ,                 ,                   ,                       ,                 ,                      ,                          ,                           ,                  ,                           ,                   ,                  ,                   ,                   ,                    ,                        ,                       ,                     ,                   ,                      ,                            ,                       ,                        ,                    ,                   ,                       ,                  ,                      ,                     ,                  ,                     ,                         ,                    ,                     ,                     ,                       ,                         ,                          ,                     ,                       ,                     ,                 ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Early Oligocene  ,Early Oligocene  ,CP17              ,CP17          ,184,1148,A, 75,X,CC,  33.00,    684.6800,nannos   ,Nannofossils                                 ,A              ,M                 ,R                      ,A                        ,C                      ,A                                     ,R                  ,R                      ,R                    ,                ,R                    ,C                      ,A                          ,C                    ,                        ,R                         ,                      ,                       ,                        ,                      ,                            ,                   ,                       ,                    ,                  ,                     ,                     ,                                ,                     ,                      ,                         ,                         ,                     ,                 ,                       ,                 ,                      ,                          ,                       ,                 ,                   ,                       ,                 ,                      ,                          ,                           ,                  ,                           ,                   ,                  ,                   ,                   ,                    ,                        ,                       ,                     ,                   ,                      ,                            ,                       ,                        ,                    ,                   ,                       ,                  ,                      ,                     ,                  ,                     ,                         ,                    ,                     ,                     ,                       ,                         ,                          ,                     ,                       ,                     ,                 ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Early Oligocene  ,Early Oligocene  ,CP17              ,CP17          ,184,1148,A, 76,X,CC,  33.00,    692.8200,nannos   ,Nannofossils                                 ,A              ,M                 ,F                      ,F                        ,F                      ,C                                     ,F                  ,R                      ,R                    ,                ,R                    ,R                      ,A                          ,C                    ,R                       ,                          ,                      ,                       ,                        ,                      ,                            ,                   ,                       ,                    ,                  ,                     ,                     ,                                ,                     ,                      ,                         ,                         ,                     ,                 ,                       ,                 ,                      ,                          ,                       ,                 ,                   ,                       ,                 ,                      ,                          ,                           ,                  ,                           ,                   ,                  ,                   ,                   ,                    ,                        ,                       ,                     ,                   ,                      ,                            ,                       ,                        ,                    ,                   ,                       ,                  ,                      ,                     ,                  ,                     ,                         ,                    ,                     ,                     ,                       ,                         ,                          ,                     ,                       ,                     ,                 ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Early Oligocene  ,Early Oligocene  ,CP17              ,CP17          ,184,1148,A, 77,X,CC,  32.00,    704.1300,nannos   ,Nannofossils                                 ,A              ,M                 ,C                      ,C                        ,C                      ,A                                     ,R                  ,F                      ,R                    ,R               ,F                    ,R                      ,C                          ,C                    ,F                       ,                          ,                      ,                       ,                        ,                      ,                            ,                   ,                       ,                    ,                  ,                     ,                     ,                                ,                     ,                      ,                         ,                         ,                     ,                 ,                       ,                 ,                      ,                          ,                       ,                 ,                   ,                       ,                 ,                      ,                          ,                           ,                  ,                           ,                   ,                  ,                   ,                   ,                    ,                        ,                       ,                     ,                   ,                      ,                            ,                       ,                        ,                    ,                   ,                       ,                  ,                      ,                     ,                  ,                     ,                         ,                    ,                     ,                     ,                       ,                         ,                          ,                     ,                       ,                     ,                 ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
