Data	Age From (oldest)	Age To (youngest)	Zone From (bottom)	Zone To  (top)	Leg	Site	H	Cor	T	Sc	Top(cm)	Depth (mbsf)	Scientist	Fossil Group                                 	Group Abundance	Group Preservation	Sphenolithus abies	Discoaster prepentaradiatus	Discoaster brouweri	Calcidiscus leptoporus	Discoaster pentaradiatus	Reticulofenestra minuta	Discoaster variabilis	Reticulofenestra pseudoumbilica	Discoaster subsurculus	Discoaster pseudovariabilis	Discoaster pansus	Discoaster bollii	Discoaster asymmetricus	Coccolithus pelagicus	Catinaster coalitus	Catinaster calyculus	Calcidiscus tropicus	Thoracosphaera spp.	Discoaster hamatus	Reticulofenestra minutula	Helicosphaera carteri	Dictyococcites productellus	Triquetrorhabdulus rugosus	Sphenolithus compactus	Lithostromation perdurum	Discoaster neohamatus	Discoaster calcaris	Discoaster intercalaris	Sphenolithus moriformis	Discolithina multipora	Discolithina discopora	Discoaster moorei	Discoaster challengeri	Discoaster triradiatus	Umbilicosphaera sibogae	Sphenolithus verensis	Sphenolithus grandis	Rhabdosphaera clavigera	Hayaster perplexus	Discoaster quinqueramus	Discoaster neorectus	Discoaster tamalis	Discoaster berggrenii	Discoaster signus	Discoaster surculus	Discoaster blackstockae	Syracosphaera pulchra	Cyclicargolithus floridanus	Scyphosphaera pulcherrima	Pseudoemiliania lacunosa	Oolithotus antillarum	Helicosphaera wallichii	Gephyrocapsa spp. (small)	Discolithina japonica	Ceratolithus cristatus	Helicosphaera sellii	Discolithina syracusana	Cyclolithella annula	Scapholithus fossilis	Discoaster quadramus	Discoaster deflandrei	Dictyococcites bisectus	Gephyrocapsa margerelii	Syracosphaera lamina	Cricosphaera quadrilaminata	Holodiscolithus macroporus	Gephyrocapsa caribbeanica	Discosphaera tubifera	Ceratolithus rugosus	Gephyrocapsa oceanica s.l.	Gephyrocapsa oceanica (>6 microns)	Scyphosphaera spp.	Umbellosphaera irregularis	Helicosphaera neogranulata	Discolithina globulosa	Syracosphaera nodosa	Helicosphaera inversa	Ceratolithus telesmus	Emiliania huxleyi	Comment

  SR	Late Miocene     	                 	NN11              	              	124	 769	B	 19	H	 1	  30.00	    167.2000	Shyu     	Nannofossils                                 	               	                  	                  	                           	R                  	R                     	F                       	                       	R                    	VR                             	                      	                           	                 	                 	                       	                     	                   	                    	                    	                   	                  	                         	                     	                           	                          	                      	                        	                     	                   	                       	                       	                      	                      	                 	                      	                      	                       	                     	                    	                       	                  	C                      	                    	                  	F                    	                 	F                  	                       	                     	                           	                         	                        	                     	                       	                         	                     	                      	                    	                       	                    	                     	                    	                     	                       	                       	                    	                           	                          	                         	                     	                    	                          	                                  	                  	                          	                          	                      	                    	                     	                     	                 	from ODP Leg 124 SR Chapter 10 Table 7 back-pocket

  SR	Late Miocene     	                 	NN11              	              	124	 769	B	 20	H	 3	  51.00	    176.8100	Shyu     	Nannofossils                                 	               	                  	F                 	                           	R                  	                      	F                       	                       	R                    	R                              	                      	                           	                 	                 	                       	                     	                   	                    	                    	                   	                  	                         	                     	                           	                          	                      	                        	R                    	                   	                       	                       	                      	                      	                 	                      	VR                    	                       	                     	                    	                       	                  	C                      	                    	                  	                     	                 	R                  	                       	                     	                           	                         	                        	                     	                       	                         	                     	                      	                    	                       	                    	                     	                    	                     	                       	                       	                    	                           	                          	                         	                     	                    	                          	                                  	                  	                          	                          	                      	                    	                     	                     	                 	from ODP Leg 124 SR Chapter 10 Table 7 back-pocket

  SR	Late Miocene     	                 	NN11              	              	124	 769	B	 21	H	 1	  38.00	    183.1800	Shyu     	Nannofossils                                 	               	                  	                  	                           	                   	                      	                        	                       	                     	                               	                      	                           	                 	                 	                       	                     	                   	                    	                    	                   	                  	                         	                     	                           	                          	                      	                        	                     	                   	                       	                       	                      	                      	                 	                      	                      	                       	                     	                    	                       	                  	VR                     	                    	                  	                     	                 	                   	                       	                     	                           	                         	                        	                     	                       	                         	                     	                      	                    	                       	                    	                     	                    	                     	                       	                       	                    	                           	                          	                         	                     	                    	                          	                                  	                  	                          	                          	                      	                    	                     	                     	                 	from ODP Leg 124 SR Chapter 10 Table 7 back-pocket

  SR	Late Miocene     	                 	NN11              	              	124	 769	B	 21	H	 4	 120.00	    188.5000	Shyu     	Nannofossils                                 	               	                  	C                 	                           	C                  	R                     	R                       	                       	F                    	                               	                      	                           	                 	                 	VR                     	R                    	                   	                    	R                   	VR                 	                  	                         	R                    	                           	                          	                      	                        	F                    	F                  	                       	                       	                      	                      	                 	                      	R                     	                       	                     	                    	                       	                  	F                      	                    	                  	C                    	                 	F                  	VR                     	                     	                           	                         	                        	                     	                       	                         	                     	                      	                    	                       	                    	                     	                    	                     	                       	                       	                    	                           	                          	                         	                     	                    	                          	                                  	                  	                          	                          	                      	                    	                     	                     	                 	from ODP Leg 124 SR Chapter 10 Table 7 back-pocket

  SR	Late Miocene     	                 	NN11              	              	124	 769	B	 21	H	CC	  28.00	    191.8400	Shyu     	Nannofossils                                 	               	                  	C                 	                           	F                  	R                     	R                       	                       	R                    	                               	                      	                           	                 	                 	VR                     	R                    	                   	                    	                    	                   	                  	C                        	R                    	F                          	                          	                      	                        	R                    	                   	                       	                       	VR                    	                      	                 	VR                    	VR                    	                       	                     	                    	                       	                  	C                      	VR                  	VR                	F                    	                 	VR                 	VR                     	VR                   	                           	                         	                        	                     	                       	                         	                     	                      	                    	                       	                    	                     	                    	                     	                       	                       	                    	                           	                          	                         	                     	                    	                          	                                  	                  	                          	                          	                      	                    	                     	                     	                 	from ODP Leg 124 SR Chapter 10 Table 7 back-pocket

  SR	Late Miocene     	                 	NN11              	              	124	 769	B	 22	H	 1	  88.00	    193.1800	Shyu     	Nannofossils                                 	               	                  	C                 	F                          	F                  	R                     	                        	F                      	F                    	                               	                      	                           	R                	                 	                       	VR                   	VR                 	                    	VR                  	                   	                  	F                        	F                    	F                          	VR                        	                      	                        	R                    	                   	                       	F                      	R                     	                      	                 	VR                    	F                     	                       	                     	                    	                       	                  	C                      	                    	R                 	F                    	                 	VR                 	VR                     	                     	                           	                         	                        	                     	                       	                         	                     	                      	                    	                       	                    	                     	                    	                     	                       	                       	                    	                           	                          	                         	                     	                    	                          	                                  	                  	                          	                          	                      	                    	                     	                     	                 	from ODP Leg 124 SR Chapter 10 Table 7 back-pocket

  SR	Late Miocene     	                 	NN11              	              	124	 769	B	 22	H	 2	  23.00	    194.0300	Shyu     	Nannofossils                                 	               	                  	C                 	                           	F                  	F                     	F                       	                       	F                    	R                              	                      	                           	                 	                 	                       	R                    	                   	                    	R                   	                   	                  	F                        	F                    	F                          	                          	                      	                        	F                    	                   	                       	                       	                      	                      	                 	                      	R                     	                       	                     	                    	                       	                  	C                      	                    	VR                	F                    	VR               	                   	                       	                     	                           	                         	                        	                     	                       	                         	                     	                      	                    	                       	                    	                     	                    	                     	                       	                       	                    	                           	                          	                         	                     	                    	                          	                                  	                  	                          	                          	                      	                    	                     	                     	                 	from ODP Leg 124 SR Chapter 10 Table 7 back-pocket

  SR	Late Miocene     	                 	NN11              	              	124	 769	B	 22	H	 3	  35.00	    195.6500	Shyu     	Nannofossils                                 	               	                  	C                 	                           	F                  	F                     	F                       	                       	F                    	                               	                      	                           	R                	                 	VR                     	F                    	                   	                    	F                   	R                  	                  	F                        	F                    	R                          	VR                        	                      	                        	R                    	R                  	                       	                       	                      	                      	                 	VR                    	R                     	                       	                     	F                   	                       	                  	                       	                    	VR                	F                    	                 	                   	                       	                     	                           	                         	                        	                     	                       	                         	                     	                      	                    	                       	                    	                     	                    	                     	                       	                       	                    	                           	                          	                         	                     	                    	                          	                                  	                  	                          	                          	                      	                    	                     	                     	                 	from ODP Leg 124 SR Chapter 10 Table 7 back-pocket

  SR	Late Miocene     	                 	NN11              	              	124	 769	B	 22	H	 3	 112.00	    196.4200	Shyu     	Nannofossils                                 	               	                  	C                 	                           	F                  	F                     	F                       	F                      	                     	                               	                      	                           	                 	                 	                       	VR                   	                   	                    	R                   	R                  	                  	C                        	F                    	F                          	                          	                      	                        	R                    	F                  	VR                     	                       	R                     	                      	                 	                      	R                     	VR                     	R                    	C                   	VR                     	VR                	C                      	R                   	                  	                     	                 	                   	                       	                     	                           	                         	                        	                     	                       	                         	                     	                      	                    	                       	                    	                     	                    	                     	                       	                       	                    	                           	                          	                         	                     	                    	                          	                                  	                  	                          	                          	                      	                    	                     	                     	                 	from ODP Leg 124 SR Chapter 10 Table 7 back-pocket

  SR	Late Miocene     	                 	NN10              	              	124	 769	B	 22	H	 4	  80.00	    197.6000	Shyu     	Nannofossils                                 	               	                  	C                 	R                          	C                  	R                     	C                       	                       	F                    	VR                             	                      	                           	R                	                 	                       	F                    	                   	                    	R                   	                   	                  	                         	F                    	                           	R                         	                      	                        	F                    	F                  	VR                     	F                      	                      	                      	                 	VR                    	VR                    	                       	                     	                    	                       	                  	                       	                    	                  	                     	                 	                   	                       	                     	                           	                         	                        	                     	                       	                         	                     	                      	                    	                       	                    	                     	                    	                     	                       	                       	                    	                           	                          	                         	                     	                    	                          	                                  	                  	                          	                          	                      	                    	                     	                     	                 	from ODP Leg 124 SR Chapter 10 Table 7 back-pocket

  SR	Late Miocene     	                 	NN10              	              	124	 769	B	 22	H	 5	  50.00	    198.8000	Shyu     	Nannofossils                                 	               	                  	C                 	R                          	F                  	R                     	F                       	                       	F                    	                               	                      	                           	                 	                 	                       	F                    	                   	                    	R                   	                   	                  	                         	F                    	                           	                          	                      	                        	R                    	R                  	                       	F                      	VR                    	VR                    	VR               	VR                    	                      	                       	                     	                    	                       	                  	                       	                    	                  	                     	                 	                   	                       	                     	                           	                         	                        	                     	                       	                         	                     	                      	                    	                       	                    	                     	                    	                     	                       	                       	                    	                           	                          	                         	                     	                    	                          	                                  	                  	                          	                          	                      	                    	                     	                     	                 	from ODP Leg 124 SR Chapter 10 Table 7 back-pocket

  SR	Late Miocene     	                 	NN10              	              	124	 769	B	 22	H	CC	  30.00	    201.3600	Shyu     	Nannofossils                                 	               	                  	                  	                           	                   	VR                    	VR                      	VR                     	                     	                               	                      	                           	                 	                 	                       	VR                   	                   	                    	                    	                   	                  	                         	VR                   	VR                         	                          	                      	                        	                     	                   	                       	                       	                      	                      	                 	                      	                      	                       	                     	                    	                       	                  	                       	                    	                  	                     	                 	                   	                       	                     	                           	                         	                        	                     	                       	                         	                     	                      	                    	                       	                    	                     	                    	                     	                       	                       	                    	                           	                          	                         	                     	                    	                          	                                  	                  	                          	                          	                      	                    	                     	                     	                 	from ODP Leg 124 SR Chapter 10 Table 7 back-pocket

  SR	Late Miocene     	                 	NN10              	              	124	 769	B	 23	H	 2	 119.00	    204.4900	Shyu     	Nannofossils                                 	               	                  	                  	                           	R                  	                      	F                       	                       	F                    	                               	                      	                           	                 	                 	                       	                     	                   	                    	                    	                   	                  	                         	                     	                           	                          	                      	                        	R                    	                   	                       	                       	                      	                      	                 	                      	                      	                       	                     	                    	                       	                  	                       	                    	                  	                     	                 	                   	                       	                     	                           	                         	                        	                     	                       	                         	                     	                      	                    	                       	                    	                     	                    	                     	                       	                       	                    	                           	                          	                         	                     	                    	                          	                                  	                  	                          	                          	                      	                    	                     	                     	                 	from ODP Leg 124 SR Chapter 10 Table 7 back-pocket

  SR	Late Miocene     	                 	NN10              	              	124	 769	B	 23	H	CC	  34.00	    211.6200	Shyu     	Nannofossils                                 	               	                  	                  	                           	VR                 	                      	                        	                       	                     	                               	                      	                           	                 	                 	                       	                     	                   	                    	                    	                   	                  	                         	                     	                           	                          	                      	                        	                     	                   	                       	                       	                      	                      	                 	                      	                      	                       	                     	                    	                       	                  	                       	                    	                  	                     	                 	                   	                       	                     	                           	                         	                        	                     	                       	                         	                     	                      	                    	                       	                    	                     	                    	                     	                       	                       	                    	                           	                          	                         	                     	                    	                          	                                  	                  	                          	                          	                      	                    	                     	                     	                 	from ODP Leg 124 SR Chapter 10 Table 7 back-pocket

  SR	Late Miocene     	                 	NN10              	              	124	 769	B	 24	H	 1	 110.00	    212.4000	Shyu     	Nannofossils                                 	               	                  	                  	                           	R                  	                      	VR                      	                       	F                    	                               	                      	R                          	                 	                 	                       	                     	                   	                    	                    	                   	                  	                         	                     	VR                         	                          	                      	                        	                     	VR                 	                       	VR                     	                      	                      	                 	                      	                      	                       	                     	                    	                       	                  	                       	                    	                  	                     	                 	                   	                       	                     	                           	                         	                        	                     	                       	                         	                     	                      	                    	                       	                    	                     	                    	                     	                       	                       	                    	                           	                          	                         	                     	                    	                          	                                  	                  	                          	                          	                      	                    	                     	                     	                 	from ODP Leg 124 SR Chapter 10 Table 7 back-pocket

  SR	Late Miocene     	                 	NN10              	              	124	 769	B	 24	H	 2	  13.00	    212.9300	Shyu     	Nannofossils                                 	               	                  	                  	                           	                   	                      	                        	                       	                     	                               	                      	                           	                 	                 	                       	                     	VR                 	                    	                    	                   	                  	                         	                     	                           	                          	                      	                        	                     	                   	                       	                       	                      	                      	                 	                      	                      	                       	                     	                    	                       	                  	                       	                    	                  	                     	                 	                   	                       	                     	                           	                         	                        	                     	                       	                         	                     	                      	                    	                       	                    	                     	                    	                     	                       	                       	                    	                           	                          	                         	                     	                    	                          	                                  	                  	                          	                          	                      	                    	                     	                     	                 	from ODP Leg 124 SR Chapter 10 Table 7 back-pocket

  SR	Late Miocene     	                 	NN9               	              	124	 769	B	 24	H	 2	  32.00	    213.1200	Shyu     	Nannofossils                                 	               	                  	                  	                           	C                  	                      	F                       	                       	F                    	F                              	                      	                           	F                	R                	R                      	                     	R                  	VR                  	F                   	                   	R                 	                         	                     	                           	                          	                      	                        	F                    	F                  	R                      	                       	                      	                      	                 	                      	                      	                       	                     	                    	                       	                  	                       	                    	                  	                     	                 	                   	                       	                     	                           	                         	                        	                     	                       	                         	                     	                      	                    	                       	                    	                     	                    	                     	                       	                       	                    	                           	                          	                         	                     	                    	                          	                                  	                  	                          	                          	                      	                    	                     	                     	                 	from ODP Leg 124 SR Chapter 10 Table 7 back-pocket

  SR	Late Miocene     	                 	NN9               	              	124	 769	B	 24	H	 2	 122.00	    214.0200	Shyu     	Nannofossils                                 	               	                  	                  	VR                         	F                  	                      	R                       	                       	F                    	F                              	                      	                           	F                	C                	                       	VR                   	                   	                    	                    	                   	F                 	                         	                     	                           	VR                        	VR                    	VR                      	R                    	R                  	                       	                       	                      	                      	                 	                      	                      	                       	                     	                    	                       	                  	                       	                    	                  	                     	                 	                   	                       	                     	                           	                         	                        	                     	                       	                         	                     	                      	                    	                       	                    	                     	                    	                     	                       	                       	                    	                           	                          	                         	                     	                    	                          	                                  	                  	                          	                          	                      	                    	                     	                     	                 	from ODP Leg 124 SR Chapter 10 Table 7 back-pocket

  SR	Late Miocene     	                 	NN9               	              	124	 769	B	 24	H	CC	  36.00	    220.6600	Shyu     	Nannofossils                                 	               	                  	R                 	                           	R                  	VR                    	F                       	                       	R                    	R                              	                      	                           	                 	VR               	                       	R                    	F                  	VR                  	                    	                   	R                 	R                        	R                    	VR                         	                          	                      	                        	                     	                   	                       	                       	                      	                      	                 	                      	                      	                       	                     	                    	                       	                  	                       	                    	                  	                     	                 	                   	                       	                     	                           	                         	                        	                     	                       	                         	                     	                      	                    	                       	                    	                     	                    	                     	                       	                       	                    	                           	                          	                         	                     	                    	                          	                                  	                  	                          	                          	                      	                    	                     	                     	                 	from ODP Leg 124 SR Chapter 10 Table 7 back-pocket

  SR	Late Miocene     	                 	NN9               	              	124	 769	B	 25	X	 1	  96.00	    221.7600	Shyu     	Nannofossils                                 	               	                  	                  	                           	                   	                      	                        	                       	                     	                               	                      	                           	                 	                 	                       	                     	VR                 	                    	                    	                   	                  	                         	                     	                           	                          	                      	                        	                     	                   	                       	                       	                      	                      	                 	                      	                      	                       	                     	                    	                       	                  	                       	                    	                  	                     	                 	                   	                       	                     	                           	                         	                        	                     	                       	                         	                     	                      	                    	                       	                    	                     	                    	                     	                       	                       	                    	                           	                          	                         	                     	                    	                          	                                  	                  	                          	                          	                      	                    	                     	                     	                 	from ODP Leg 124 SR Chapter 10 Table 7 back-pocket

  SR	Late Miocene     	                 	NN9               	              	124	 769	B	 25	X	 2	 119.00	    223.4900	Shyu     	Nannofossils                                 	               	                  	                  	                           	                   	                      	                        	                       	                     	                               	                      	                           	                 	                 	                       	                     	VR                 	                    	                    	                   	                  	                         	                     	                           	                          	                      	                        	                     	                   	                       	                       	                      	                      	                 	                      	                      	                       	                     	                    	                       	                  	                       	                    	                  	                     	                 	                   	                       	                     	                           	                         	                        	                     	                       	                         	                     	                      	                    	                       	                    	                     	                    	                     	                       	                       	                    	                           	                          	                         	                     	                    	                          	                                  	                  	                          	                          	                      	                    	                     	                     	                 	from ODP Leg 124 SR Chapter 10 Table 7 back-pocket

  SR	Late Miocene     	                 	NN9               	              	124	 769	B	 25	X	 3	  62.00	    224.4200	Shyu     	Nannofossils                                 	               	                  	                  	                           	VR                 	                      	                        	                       	R                    	                               	                      	R                          	                 	                 	                       	                     	F                  	                    	                    	VR                 	VR                	                         	                     	                           	                          	                      	                        	                     	                   	                       	                       	                      	                      	                 	                      	                      	                       	                     	                    	                       	                  	                       	                    	                  	                     	                 	                   	                       	                     	                           	                         	                        	                     	                       	                         	                     	                      	                    	                       	                    	                     	                    	                     	                       	                       	                    	                           	                          	                         	                     	                    	                          	                                  	                  	                          	                          	                      	                    	                     	                     	                 	from ODP Leg 124 SR Chapter 10 Table 7 back-pocket
