Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Spiniferites sp.,Selenopemphix sp.,Operculodinium sp.,Cribroperidinium sp. cf. C. tenuitabulatum,Trinovantedinium sp.,Selenopemphix nephroides,Reticulatosphaera actinocoronata,Palaeocystodinium sp.,Melitasphaeridium choanophorum,Deflandrea phosphoritica,Spiniferites ramosus,Selenopemphix spp.,Polysphaeridium subtile,Palaeocystodinium golzowense,Operculodinium? eirikianum,Operculodinium spp.,Labyrinthodinium truncatum,Phelodinium sp.,Impagidinium sp. cf. I. sp.1,Hystrichosphaeropsis obscura,"Protoperidinium spp. ""round browns""",Nematosphaeropsis labyrinthea,Lejeunecysta sp.,Spiniferites spp.,Impagidinium sp.2,Distatodinium sp.,Phelodinium spp.,Operculodinium centrocarpum,Oligosphaeridium spp.,Invertocysta tabulata,Invertocysta lacrymosa,Chiropteridium spp.,Batiacasphaera spp.,Batiacasphaera sphaerica,Batiacasphaera hirsuta,Apteodinium australiense,Achomosphaera sp.1,Spiniferites sp. B,Nematosphaeropsis rigida,Lingulodinium brevispinosum,Impagidinium? pallidum,Hystrichokolpoma denticulatum,Filisphaera filifera,Distatodinium paradoxum,Diphyes spp.,Hystrichosphaeropsis spp.,Hystrichokolpoma poculum,Distatodinium craterum,Svalbardella spp.,Operculodinium israelianum,Lingulodinium machaerophorum,Tuberculodinium vancampoae,Barssidinium graminosum,Cribroperidinium spp.,Pentadinium spp.,Impagidinium paradoxum,Cristadinium spp.,Amiculosphaera umbracula,Achomosphaera andalousiensis,Hystrichokolpoma rigaudiae,Hystrichostrogylon coninckii,Riculacysta perforata,Nematosphaeropsis spp.,Selenopemphix dionaeacysta,Lejeunecysta spp.,Impagidinium japonicum,Batiacasphaera cf. baculata,Apteodinium spp.,Tectatodinium pellitum,Evittosphaerula? sp. 2 ,Svalbardella sp.,Tectatodinium psilatum,Capillicysta gloriana,Impagidinium patulum,Polysphaeridium zoharyi,Lophocysta sulcolimbata,Evittosphaerula spp.,Selenopemphix brevispinosa,Stelladinium spp.,Operculodinium janduchenei,Hystrichokolpoma truncatum,Homotryblium vallum,Homotryblium spp.,Nematosphaeropsis sp. cf. N. lemniscata ,Cristadinium sp. cf. C. cristatoserratum,Cristadinium diminutivum,Unipontidinium aquaeductum,Brigantedinium spp.,Batiacasphaera minuta,Spiniferites pseudofurcatus,Impletosphaeridium spp.,Cristadinium sp.,Distatodinium spp.,Votadinium spp.,Dapsilidinium pastielsii,Spiniferites mirabilis,Protoperidinium sp.1,Nematosphaeropsis lemniscata,Cristadinium sp.1,Brigantedinium simplex,Multispinula minuta,Comment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,                  ,              ,151, 909,C, 83,R,CC,  19.00,    880.5900,Manum    ,Dinoflagellates/Acritarchs/Prasinophytes     ,               ,                  ,                ,                 ,                  ,                                          ,                    ,                        ,                                ,                     ,                              ,                        ,R                   ,R                 ,                       ,                            ,                          ,                   ,R                         ,               ,                            ,                            ,R                                  ,                             ,                ,                 ,                 ,                 ,R               ,R                          ,                     ,R                    ,                      ,                   ,                   ,                        ,                      ,                        ,R                 ,R                 ,                        ,                           ,R                     ,                             ,R                   ,                       ,            ,                         ,                        ,R                     ,                 ,R                         ,                            ,                          ,F                      ,R                    ,                ,                      ,                 ,                        ,                            ,                          ,                            ,                     ,                      ,                          ,                 ,                      ,                           ,                ,                      ,                       ,                ,                      ,                     ,                    ,                       ,                       ,                    ,                          ,                 ,                          ,                          ,                   ,                 ,                                        ,                                        ,                        ,                          ,                   ,                     ,                           ,                       ,                ,                  ,               ,                        ,                      ,                    ,                            ,                 ,                      ,                   ,From Leg 151SR. Ch 14. Fig 5. p. 267-269
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Late Oligocene   ,Early Miocene    ,                  ,              ,151, 909,C, 84,R,CC,  18.00,    891.2900,Firth    ,Dinoflagellates/Acritarchs/Prasinophytes     ,               ,                  ,+               ,+                ,                  ,                                          ,+                   ,+                       ,                                ,+                    ,R                             ,                        ,R                   ,R                 ,                       ,                            ,                          ,                   ,R                         ,+              ,                            ,R                           ,R                                  ,                             ,+               ,                 ,                 ,+                ,                ,R                          ,R                    ,R                    ,F                     ,                   ,                   ,                        ,R                     ,                        ,R                 ,                  ,R                       ,                           ,F                     ,                             ,                    ,R                      ,            ,                         ,                        ,                      ,                 ,                          ,                            ,+                         ,R                      ,                     ,                ,                      ,                 ,                        ,                            ,                          ,                            ,                     ,                      ,                          ,                 ,                      ,                           ,                ,                      ,                       ,                ,                      ,                     ,                    ,                       ,                       ,                    ,                          ,                 ,                          ,                          ,                   ,                 ,                                        ,                                        ,                        ,                          ,                   ,                     ,                           ,                       ,                ,                  ,               ,                        ,                      ,                    ,                            ,                 ,                      ,                   ,from Leg 151IR. Ch 7. Table 5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,Mio3              ,              ,151, 909,C, 85,R,CC,  13.00,    896.9000,Manum    ,Dinoflagellates/Acritarchs/Prasinophytes     ,               ,                  ,                ,                 ,                  ,                                          ,                    ,                        ,                                ,                     ,R                             ,                        ,R                   ,                  ,                       ,                            ,                          ,                   ,                          ,               ,                            ,                            ,                                   ,                             ,                ,                 ,                 ,                 ,                ,                           ,                     ,                     ,R                     ,                   ,                   ,R                       ,                      ,                        ,R                 ,R                 ,R                       ,                           ,                      ,                             ,                    ,                       ,            ,R                        ,                        ,R                     ,R                ,R                         ,A                           ,                          ,                       ,                     ,                ,                      ,                 ,                        ,                            ,                          ,                            ,                     ,                      ,                          ,                 ,                      ,                           ,                ,                      ,                       ,                ,                      ,                     ,                    ,                       ,                       ,                    ,                          ,                 ,                          ,                          ,                   ,                 ,                                        ,                                        ,                        ,                          ,                   ,                     ,                           ,                       ,                ,                  ,               ,                        ,                      ,                    ,                            ,                 ,                      ,                   ,From Leg 151SR. Ch 14. Fig 5. p. 267-269
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,Mio3              ,              ,151, 909,C, 86,R,CC,  12.00,    907.7600,Manum    ,Dinoflagellates/Acritarchs/Prasinophytes     ,               ,                  ,+               ,+                ,+                 ,                                          ,                    ,+                       ,                                ,                     ,R                             ,                        ,R                   ,R                 ,                       ,R                           ,                          ,                   ,                          ,+              ,                            ,                            ,R                                  ,                             ,                ,R                ,                 ,+                ,                ,R                          ,                     ,                     ,R                     ,                   ,R                  ,                        ,                      ,R                       ,R                 ,                  ,R                       ,                           ,                      ,                             ,                    ,R                      ,R           ,R                        ,R                       ,R                     ,                 ,                          ,                            ,                          ,                       ,                     ,                ,                      ,                 ,                        ,                            ,                          ,                            ,                     ,                      ,                          ,                 ,                      ,                           ,                ,                      ,                       ,                ,                      ,                     ,                    ,                       ,                       ,                    ,                          ,                 ,                          ,                          ,                   ,                 ,                                        ,                                        ,                        ,                          ,                   ,                     ,                           ,                       ,                ,                  ,               ,                        ,                      ,                    ,                            ,                 ,                      ,                   ,Rare reworked dinoflagellate cysts. From Leg 151SR. Ch 14. Fig 5. p. 267-269
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,Mio3              ,              ,151, 909,C, 87,R,CC,  13.00,    916.3600,Manum    ,Dinoflagellates/Acritarchs/Prasinophytes     ,               ,                  ,                ,                 ,                  ,                                          ,                    ,                        ,                                ,                     ,                              ,                        ,F                   ,                  ,                       ,R                           ,                          ,R                  ,R                         ,               ,                            ,                            ,R                                  ,                             ,                ,                 ,                 ,                 ,                ,R                          ,R                    ,                     ,R                     ,                   ,                   ,R                       ,R                     ,                        ,R                 ,R                 ,R                       ,R                          ,R                     ,R                            ,R                   ,R                      ,R           ,                         ,                        ,                      ,                 ,                          ,                            ,                          ,                       ,                     ,                ,                      ,                 ,                        ,                            ,                          ,                            ,                     ,                      ,                          ,                 ,                      ,                           ,                ,                      ,                       ,                ,                      ,                     ,                    ,                       ,                       ,                    ,                          ,                 ,                          ,                          ,                   ,                 ,                                        ,                                        ,                        ,                          ,                   ,                     ,                           ,                       ,                ,                  ,               ,                        ,                      ,                    ,                            ,                 ,                      ,                   ,Rare reworked dinoflagellate cysts. From Leg 151SR. Ch 14. Fig 5. p. 267-269
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Late Oligocene   ,Early Miocene    ,                  ,              ,151, 909,C, 88,R,CC,  19.00,    926.5600,Firth    ,Dinoflagellates/Acritarchs/Prasinophytes     ,               ,                  ,+               ,+                ,+                 ,                                          ,+                   ,+                       ,                                ,+                    ,R                             ,                        ,F                   ,                  ,                       ,R                           ,                          ,                   ,R                         ,               ,                            ,                            ,R                                  ,                             ,                ,                 ,                 ,                 ,R               ,R                          ,R                    ,R                    ,R                     ,R                  ,R                  ,R                       ,R                     ,R                       ,R                 ,                  ,                        ,                           ,                      ,                             ,                    ,                       ,            ,                         ,                        ,                      ,                 ,                          ,                            ,                          ,                       ,                     ,                ,                      ,                 ,                        ,                            ,                          ,                            ,                     ,                      ,                          ,                 ,                      ,                           ,                ,                      ,                       ,                ,                      ,                     ,                    ,                       ,                       ,                    ,                          ,                 ,                          ,                          ,                   ,                 ,                                        ,                                        ,                        ,                          ,                   ,                     ,                           ,                       ,                ,                  ,               ,                        ,                      ,                    ,                            ,                 ,                      ,                   ,from Leg 151IR. Ch 7. Table 5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,Mio3              ,              ,151, 909,C, 89,R,CC,  21.00,    936.1100,Manum    ,Dinoflagellates/Acritarchs/Prasinophytes     ,               ,                  ,                ,                 ,                  ,                                          ,                    ,                        ,                                ,                     ,                              ,                        ,                    ,                  ,                       ,                            ,                          ,                   ,                          ,               ,                            ,                            ,                                   ,                             ,                ,R                ,                 ,                 ,                ,                           ,                     ,                     ,                      ,                   ,                   ,                        ,                      ,                        ,                  ,                  ,                        ,                           ,                      ,                             ,                    ,                       ,            ,                         ,                        ,                      ,                 ,                          ,                            ,                          ,                       ,                     ,                ,                      ,                 ,                        ,                            ,                          ,                            ,                     ,                      ,                          ,                 ,                      ,                           ,                ,                      ,                       ,                ,                      ,                     ,                    ,                       ,                       ,                    ,                          ,                 ,                          ,                          ,                   ,                 ,                                        ,                                        ,                        ,                          ,                   ,                     ,                           ,                       ,                ,                  ,               ,                        ,                      ,                    ,                            ,                 ,                      ,                   ,From Leg 151SR. Ch 14. Fig 5. p. 267-269
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Late Oligocene   ,Early Miocene    ,                  ,              ,151, 909,C, 90,R,CC,  32.00,    946.1200,Firth    ,Dinoflagellates/Acritarchs/Prasinophytes     ,               ,                  ,+               ,                 ,                  ,                                          ,                    ,                        ,                                ,                     ,                              ,                        ,                    ,                  ,                       ,                            ,                          ,                   ,                          ,               ,                            ,                            ,                                   ,                             ,                ,                 ,                 ,+                ,                ,                           ,                     ,                     ,                      ,                   ,                   ,                        ,                      ,                        ,                  ,                  ,                        ,                           ,                      ,                             ,                    ,                       ,            ,                         ,                        ,                      ,                 ,                          ,                            ,                          ,                       ,                     ,                ,                      ,                 ,                        ,                            ,                          ,                            ,                     ,                      ,                          ,                 ,                      ,                           ,                ,                      ,                       ,                ,                      ,                     ,                    ,                       ,                       ,                    ,                          ,                 ,                          ,                          ,                   ,                 ,                                        ,                                        ,                        ,                          ,                   ,                     ,                           ,                       ,                ,                  ,               ,                        ,                      ,                    ,                            ,                 ,                      ,                   ,from Leg 151IR. Ch 7. Table 5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,Mio3              ,              ,151, 909,C, 91,R,CC,  26.00,    955.6700,Manum    ,Dinoflagellates/Acritarchs/Prasinophytes     ,               ,                  ,                ,                 ,                  ,                                          ,                    ,                        ,                                ,                     ,                              ,                        ,R                   ,                  ,                       ,                            ,                          ,                   ,                          ,               ,                            ,                            ,R                                  ,                             ,                ,R                ,R                ,                 ,                ,                           ,                     ,                     ,                      ,                   ,                   ,                        ,                      ,                        ,                  ,                  ,                        ,                           ,                      ,                             ,                    ,                       ,            ,                         ,                        ,                      ,                 ,                          ,                            ,                          ,                       ,                     ,                ,                      ,                 ,                        ,                            ,                          ,                            ,                     ,                      ,                          ,                 ,                      ,                           ,                ,                      ,                       ,                ,                      ,                     ,                    ,                       ,                       ,                    ,                          ,                 ,                          ,                          ,                   ,                 ,                                        ,                                        ,                        ,                          ,                   ,                     ,                           ,                       ,                ,                  ,               ,                        ,                      ,                    ,                            ,                 ,                      ,                   ,From Leg 151SR. Ch 14. Fig 5. p. 267-269
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Late Oligocene   ,Early Miocene    ,                  ,              ,151, 909,C, 92,R,CC,  11.00,    965.0800,Firth    ,Dinoflagellates/Acritarchs/Prasinophytes     ,               ,                  ,+               ,                 ,                  ,                                          ,                    ,                        ,                                ,+                    ,R                             ,                        ,                    ,                  ,                       ,                            ,                          ,                   ,R                         ,               ,                            ,                            ,R                                  ,R                            ,+               ,                 ,                 ,                 ,                ,                           ,                     ,                     ,                      ,                   ,                   ,                        ,                      ,                        ,                  ,                  ,                        ,                           ,                      ,                             ,                    ,                       ,            ,                         ,                        ,                      ,                 ,                          ,                            ,                          ,                       ,                     ,                ,                      ,                 ,                        ,                            ,                          ,                            ,                     ,                      ,                          ,                 ,                      ,                           ,                ,                      ,                       ,                ,                      ,                     ,                    ,                       ,                       ,                    ,                          ,                 ,                          ,                          ,                   ,                 ,                                        ,                                        ,                        ,                          ,                   ,                     ,                           ,                       ,                ,                  ,               ,                        ,                      ,                    ,                            ,                 ,                      ,                   ,from Leg 151IR. Ch 7. Table 5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Late Oligocene   ,Early Miocene    ,                  ,              ,151, 909,C, 94,R,CC,  17.00,    984.8300,Firth    ,Dinoflagellates/Acritarchs/Prasinophytes     ,               ,                  ,+               ,                 ,+                 ,                                          ,+                   ,                        ,                                ,+                    ,                              ,                        ,                    ,                  ,                       ,                            ,                          ,                   ,                          ,               ,                            ,                            ,                                   ,                             ,                ,                 ,                 ,                 ,                ,                           ,                     ,                     ,                      ,                   ,                   ,                        ,                      ,                        ,                  ,                  ,                        ,                           ,                      ,                             ,                    ,                       ,            ,                         ,                        ,                      ,                 ,                          ,                            ,                          ,                       ,                     ,                ,                      ,                 ,                        ,                            ,                          ,                            ,                     ,                      ,                          ,                 ,                      ,                           ,                ,                      ,                       ,                ,                      ,                     ,                    ,                       ,                       ,                    ,                          ,                 ,                          ,                          ,                   ,                 ,                                        ,                                        ,                        ,                          ,                   ,                     ,                           ,                       ,                ,                  ,               ,                        ,                      ,                    ,                            ,                 ,                      ,                   ,from Leg 151IR. Ch 7. Table 5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,Mio2              ,              ,151, 909,C, 95,R,CC,  18.00,    992.6200,Manum    ,Dinoflagellates/Acritarchs/Prasinophytes     ,               ,                  ,                ,                 ,                  ,                                          ,                    ,                        ,                                ,                     ,                              ,                        ,R                   ,                  ,R                      ,                            ,                          ,                   ,                          ,               ,                            ,R                           ,                                   ,                             ,                ,                 ,                 ,                 ,                ,                           ,                     ,                     ,                      ,                   ,                   ,                        ,                      ,                        ,                  ,                  ,                        ,                           ,                      ,                             ,                    ,                       ,            ,                         ,                        ,                      ,                 ,                          ,                            ,                          ,                       ,                     ,                ,                      ,                 ,                        ,                            ,                          ,                            ,                     ,                      ,                          ,                 ,                      ,                           ,                ,                      ,                       ,                ,                      ,                     ,                    ,                       ,                       ,                    ,                          ,                 ,                          ,                          ,                   ,                 ,                                        ,                                        ,                        ,                          ,                   ,                     ,                           ,                       ,                ,                  ,               ,                        ,                      ,                    ,                            ,                 ,                      ,                   ,From Leg 151SR. Ch 14. Fig 5. p. 267-269
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Late Oligocene   ,Early Miocene    ,                  ,              ,151, 909,C, 96,R,CC,  20.00,   1001.9400,Firth    ,Dinoflagellates/Acritarchs/Prasinophytes     ,               ,                  ,+               ,+                ,+                 ,                                          ,+                   ,+                       ,+                               ,+                    ,                              ,                        ,                    ,                  ,                       ,                            ,                          ,                   ,                          ,+              ,+                           ,                            ,                                   ,                             ,                ,                 ,                 ,                 ,                ,                           ,                     ,                     ,                      ,                   ,                   ,                        ,                      ,                        ,                  ,                  ,                        ,                           ,                      ,                             ,                    ,                       ,            ,                         ,                        ,                      ,                 ,                          ,                            ,                          ,                       ,                     ,                ,                      ,                 ,                        ,                            ,                          ,                            ,                     ,                      ,                          ,                 ,                      ,                           ,                ,                      ,                       ,                ,                      ,                     ,                    ,                       ,                       ,                    ,                          ,                 ,                          ,                          ,                   ,                 ,                                        ,                                        ,                        ,                          ,                   ,                     ,                           ,                       ,                ,                  ,               ,                        ,                      ,                    ,                            ,                 ,                      ,                   ,from Leg 151IR. Ch 7. Table 5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,Mio2              ,              ,151, 909,C, 97,R,CC,   8.00,   1011.2200,Manum    ,Dinoflagellates/Acritarchs/Prasinophytes     ,               ,                  ,                ,                 ,                  ,                                          ,                    ,                        ,                                ,                     ,                              ,                        ,R                   ,R                 ,R                      ,R                           ,R                         ,R                  ,R                         ,               ,                            ,                            ,                                   ,                             ,                ,                 ,                 ,                 ,                ,                           ,                     ,                     ,                      ,                   ,                   ,                        ,                      ,                        ,                  ,                  ,                        ,                           ,                      ,                             ,                    ,                       ,            ,                         ,                        ,                      ,                 ,                          ,                            ,                          ,                       ,                     ,                ,                      ,                 ,                        ,                            ,                          ,                            ,                     ,                      ,                          ,                 ,                      ,                           ,                ,                      ,                       ,                ,                      ,                     ,                    ,                       ,                       ,                    ,                          ,                 ,                          ,                          ,                   ,                 ,                                        ,                                        ,                        ,                          ,                   ,                     ,                           ,                       ,                ,                  ,               ,                        ,                      ,                    ,                            ,                 ,                      ,                   ,From Leg 151SR. Ch 14. Fig 5. p. 267-269
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Early Oligocene  ,Early Miocene    ,                  ,              ,151, 909,C, 98,R,CC,  19.00,   1021.9100,Firth    ,Dinoflagellates/Acritarchs/Prasinophytes     ,               ,                  ,+               ,+                ,+                 ,                                          ,cf                  ,+                       ,+                               ,+                    ,cf                            ,+                       ,                    ,                  ,                       ,                            ,                          ,                   ,                          ,               ,                            ,                            ,                                   ,                             ,                ,                 ,                 ,                 ,                ,                           ,                     ,                     ,                      ,                   ,                   ,                        ,                      ,                        ,                  ,                  ,                        ,                           ,                      ,                             ,                    ,                       ,            ,                         ,                        ,                      ,                 ,                          ,                            ,                          ,                       ,                     ,                ,                      ,                 ,                        ,                            ,                          ,                            ,                     ,                      ,                          ,                 ,                      ,                           ,                ,                      ,                       ,                ,                      ,                     ,                    ,                       ,                       ,                    ,                          ,                 ,                          ,                          ,                   ,                 ,                                        ,                                        ,                        ,                          ,                   ,                     ,                           ,                       ,                ,                  ,               ,                        ,                      ,                    ,                            ,                 ,                      ,                   ,from Leg 151IR. Ch 7. Table 5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,151, 909,C,100,R,CC,  21.00,   1041.0699,Firth    ,Dinoflagellates/Acritarchs/Prasinophytes     ,               ,                  ,+               ,+                ,                  ,                                          ,                    ,                        ,                                ,                     ,                              ,                        ,                    ,                  ,                       ,                            ,                          ,                   ,                          ,               ,                            ,                            ,                                   ,                             ,                ,                 ,                 ,                 ,                ,                           ,                     ,                     ,                      ,                   ,                   ,                        ,                      ,                        ,                  ,                  ,                        ,                           ,                      ,                             ,                    ,                       ,            ,                         ,                        ,                      ,                 ,                          ,                            ,                          ,                       ,                     ,                ,                      ,                 ,                        ,                            ,                          ,                            ,                     ,                      ,                          ,                 ,                      ,                           ,                ,                      ,                       ,                ,                      ,                     ,                    ,                       ,                       ,                    ,                          ,                 ,                          ,                          ,                   ,                 ,                                        ,                                        ,                        ,                          ,                   ,                     ,                           ,                       ,                ,                  ,               ,                        ,                      ,                    ,                            ,                 ,                      ,                   ,unknown age. from Leg 151IR. Ch 7. Table 5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,151, 909,C,102,R,CC,  14.00,   1058.1000,Firth    ,Dinoflagellates/Acritarchs/Prasinophytes     ,               ,                  ,                ,                 ,                  ,?                                         ,                    ,                        ,                                ,                     ,                              ,                        ,                    ,                  ,                       ,                            ,                          ,                   ,                          ,               ,                            ,                            ,                                   ,                             ,                ,                 ,                 ,                 ,                ,                           ,                     ,                     ,                      ,                   ,                   ,                        ,                      ,                        ,                  ,                  ,                        ,                           ,                      ,                             ,                    ,                       ,            ,                         ,                        ,                      ,                 ,                          ,                            ,                          ,                       ,                     ,                ,                      ,                 ,                        ,                            ,                          ,                            ,                     ,                      ,                          ,                 ,                      ,                           ,                ,                      ,                       ,                ,                      ,                     ,                    ,                       ,                       ,                    ,                          ,                 ,                          ,                          ,                   ,                 ,                                        ,                                        ,                        ,                          ,                   ,                     ,                           ,                       ,                ,                  ,               ,                        ,                      ,                    ,                            ,                 ,                      ,                   ,unknown age. from Leg 151IR. Ch 7. Table 5
