Data	Age From (oldest)	Age To (youngest)	Zone From (bottom)	Zone To  (top)	Leg	Site	H	Cor	T	Sc	Top(cm)	Depth (mbsf)	Scientist	Fossil Group                                 	Group Abundance	Group Preservation	Stichocorys armata	Lithopera renzae	Liriospyris stauropora	Giraffospyris toxaria	Eucyrtidium diaphanes	Dorcadospyris dentata	Didymocyrtis prismatica	Carpocanopsis cingulata	Carpocanopsis bramlettei	Calocycletta robusta	Calocycletta costata	Acrocubus octopylus	Liriospyris parkerae	Dorcadospyris alata	Lithopera thornburgi	Calocycletta caepa	Stichocorys wolffii	Stichocorys delmontensis	Siphostichartus corona	Cyrtocapsella cornuta	Carpocanopsis cristata	Botryostrobus miralestensis	Cyrtocapsella japonica	Diartus petterssoni	Stichocorys johnsoni	Diartus hughesi	Solenosphaera omnitubus omnitubus	Stylatractus universus	Stichocorys peregrina	Phormostichoartus fistula	Phormostichoartus doliolum	Lychnodictyum audax	Didymocyrtis penultima	Anthocyrtidium pliocenica	Anthocyrtidium jenghisi	Theocorythium vetulum	Pterocanium prismatium	Spongaster tetras	Amphirhopalum ypsilon	Lamprocyrtis neoheteroporos	Lamprocyrtis heteroporos	Theocalyptra davisiana	Anthocyrtidium angulare	Theocorythium trachelium trachelium	Pterocorys minythorax	Lamprocyrtis nigriniae	Collosphaera tuberosa	Comment

  SR	                 	                 	D. alata (RN5)    	              	138	 845	A	 22	H	 2	  70.00	    199.8000	Moore    	Radiolarians                                 	A              	M                 	                  	R               	                      	-                    	                     	                     	                       	                       	                        	R                   	                    	                   	                    	R                  	R                   	R                 	                   	                        	                      	                     	                      	                           	                      	                   	                    	               	                                 	                      	                     	                         	                          	                   	                      	                         	                       	                     	                      	                 	                     	                           	                        	                      	                       	                                   	                     	                      	                     	from ODP Leg 138 SR Chapter 11 Figure 2 p 196-198

  SR	                 	                 	D. alata (RN5)    	              	138	 845	A	 22	H	 3	 110.00	    201.7000	Moore    	Radiolarians                                 	C/A            	P                 	                  	R               	                      	-                    	                     	                     	                       	                       	                        	R                   	                    	                   	                    	R                  	R                   	rT                	                   	                        	                      	                     	                      	                           	                      	                   	                    	               	                                 	                      	                     	                         	                          	                   	                      	                         	                       	                     	                      	                 	                     	                           	                        	                      	                       	                                   	                     	                      	                     	from ODP Leg 138 SR Chapter 11 Figure 2 p 196-198

  SR	                 	                 	D. alata (RN5)    	              	138	 845	A	 22	H	 5	 110.00	    204.7000	Moore    	Radiolarians                                 	C/A            	P                 	-                 	R               	                      	R                    	                     	                     	                       	                       	                        	R                   	                    	                   	                    	R                  	R                   	rT                	                   	                        	                      	                     	                      	                           	                      	                   	                    	               	                                 	                      	                     	                         	                          	                   	                      	                         	                       	                     	                      	                 	                     	                           	                        	                      	                       	                                   	                     	                      	                     	from ODP Leg 138 SR Chapter 11 Figure 2 p 196-198

  SR	                 	                 	D. alata (RN5)    	              	138	 845	A	 22	H	CC	  24.00	    207.5600	Moore    	Radiolarians                                 	C/A            	P                 	-                 	R               	                      	R                    	                     	                     	                       	                       	                        	F                   	                    	                   	                    	R                  	R                   	rT                	                   	                        	                      	                     	                      	                           	                      	                   	                    	               	                                 	                      	                     	                         	                          	                   	                      	                         	                       	                     	                      	                 	                     	                           	                        	                      	                       	                                   	                     	                      	                     	from ODP Leg 138 SR Chapter 11 Figure 2 p 196-198

  SR	                 	                 	D. alata (RN5)    	              	138	 845	A	 23	X	 1	  90.00	    208.0000	Moore    	Radiolarians                                 	C/A            	P                 	-                 	R               	                      	R                    	                     	                     	                       	                       	                        	F                   	                    	                   	                    	-                  	-                   	-                 	                   	                        	                      	                     	                      	                           	                      	                   	                    	               	                                 	                      	                     	                         	                          	                   	                      	                         	                       	                     	                      	                 	                     	                           	                        	                      	                       	                                   	                     	                      	                     	from ODP Leg 138 SR Chapter 11 Figure 2 p 196-198

  SR	                 	                 	D. alata (RN5)    	              	138	 845	A	 23	X	 2	  30.00	    208.9000	Moore    	Radiolarians                                 	C/A            	P                 	R                 	R               	                      	R                    	                     	                     	                       	                       	                        	F                   	                    	                   	                    	R                  	-                   	-                 	                   	                        	                      	                     	                      	                           	                      	                   	                    	               	                                 	                      	                     	                         	                          	                   	                      	                         	                       	                     	                      	                 	                     	                           	                        	                      	                       	                                   	                     	                      	                     	from ODP Leg 138 SR Chapter 11 Figure 2 p 196-198

  SR	                 	                 	D. alata (RN5)    	              	138	 845	A	 23	X	 3	 110.00	    211.2000	Moore    	Radiolarians                                 	C/A            	P                 	R                 	R               	                      	R                    	                     	                     	                       	                       	                        	F                   	                    	R                  	                    	R                  	-                   	                  	                   	                        	                      	                     	                      	                           	                      	                   	                    	               	                                 	                      	                     	                         	                          	                   	                      	                         	                       	                     	                      	                 	                     	                           	                        	                      	                       	                                   	                     	                      	                     	Uncertain identity of A. octopylus; from ODP Leg 138 SR Chapter 11 Figure 2 p 196-198

  SR	                 	                 	D. alata (RN5)    	              	138	 845	A	 23	X	 5	 110.00	    214.2000	Moore    	Radiolarians                                 	C/A            	P                 	R                 	R               	                      	-                    	                     	                     	                       	                       	                        	F                   	                    	R                  	-                   	R                  	-                   	                  	                   	                        	                      	                     	                      	                           	                      	                   	                    	               	                                 	                      	                     	                         	                          	                   	                      	                         	                       	                     	                      	                 	                     	                           	                        	                      	                       	                                   	                     	                      	                     	from ODP Leg 138 SR Chapter 11 Figure 2 p 196-198

  SR	                 	                 	D. alata (RN5)    	              	138	 845	A	 23	X	CC	  16.00	    216.5900	Moore    	Radiolarians                                 	C/A            	M                 	R                 	R               	                      	R                    	                     	                     	                       	                       	                        	F                   	                    	-                  	-                   	R                  	-                   	                  	                   	                        	                      	                     	                      	                           	                      	                   	                    	               	                                 	                      	                     	                         	                          	                   	                      	                         	                       	                     	                      	                 	                     	                           	                        	                      	                       	                                   	                     	                      	                     	from ODP Leg 138 SR Chapter 11 Figure 2 p 196-198

  SR	                 	                 	D. alata (RN5)    	              	138	 845	A	 24	X	CC	  43.00	    218.2200	Moore    	Radiolarians                                 	A              	P                 	R                 	R               	                      	R                    	                     	                     	                       	                       	-                       	F                   	                    	-                  	-                   	R                  	                    	                  	                   	                        	                      	                     	                      	                           	                      	                   	                    	               	                                 	                      	                     	                         	                          	                   	                      	                         	                       	                     	                      	                 	                     	                           	                        	                      	                       	                                   	                     	                      	                     	from ODP Leg 138 SR Chapter 11 Figure 2 p 196-198

  SR	                 	                 	D. alata (RN5)    	              	138	 845	A	 25	X	 1	  20.00	    226.7000	Moore    	Radiolarians                                 	C/A            	P                 	R                 	R               	                      	R                    	                     	                     	                       	                       	R                       	F                   	                    	R                  	R                   	R                  	                    	                  	                   	                        	                      	                     	                      	                           	                      	                   	                    	               	                                 	                      	                     	                         	                          	                   	                      	                         	                       	                     	                      	                 	                     	                           	                        	                      	                       	                                   	                     	                      	                     	from ODP Leg 138 SR Chapter 11 Figure 2 p 196-198

  SR	                 	                 	D. alata (RN5)    	              	138	 845	A	 25	X	 1	 120.00	    227.7000	Moore    	Radiolarians                                 	C/A            	P                 	-                 	-               	                      	R                    	                     	                     	                       	                       	R                       	F                   	                    	R                  	R                   	R                  	                    	                  	                   	                        	                      	                     	                      	                           	                      	                   	                    	               	                                 	                      	                     	                         	                          	                   	                      	                         	                       	                     	                      	                 	                     	                           	                        	                      	                       	                                   	                     	                      	                     	from ODP Leg 138 SR Chapter 11 Figure 2 p 196-198

  SR	                 	                 	D. alata (RN5)    	              	138	 845	A	 25	X	 3	 110.00	    230.6000	Moore    	Radiolarians                                 	C/A            	P                 	-                 	-               	                      	R                    	                     	                     	                       	                       	R                       	F                   	                    	R                  	R                   	R                  	                    	                  	                   	                        	                      	                     	                      	                           	                      	                   	                    	               	                                 	                      	                     	                         	                          	                   	                      	                         	                       	                     	                      	                 	                     	                           	                        	                      	                       	                                   	                     	                      	                     	from ODP Leg 138 SR Chapter 11 Figure 2 p 196-198

  SR	                 	                 	D. alata (RN5)    	              	138	 845	A	 25	X	 5	 110.00	    233.6000	Moore    	Radiolarians                                 	C/A            	P                 	R                 	R               	                      	R                    	                     	                     	                       	                       	R                       	F                   	                    	R                  	R                   	R                  	                    	                  	                   	                        	                      	                     	                      	                           	                      	                   	                    	               	                                 	                      	                     	                         	                          	                   	                      	                         	                       	                     	                      	                 	                     	                           	                        	                      	                       	                                   	                     	                      	                     	from ODP Leg 138 SR Chapter 11 Figure 2 p 196-198

  SR	                 	                 	D. alata (RN5)    	              	138	 845	A	 25	X	 6	  40.00	    234.4000	Moore    	Radiolarians                                 	A              	P                 	R                 	-               	                      	R                    	                     	                     	                       	                       	R                       	F                   	-                   	R                  	R                   	R                  	                    	                  	                   	                        	                      	                     	                      	                           	                      	                   	                    	               	                                 	                      	                     	                         	                          	                   	                      	                         	                       	                     	                      	                 	                     	                           	                        	                      	                       	                                   	                     	                      	                     	from ODP Leg 138 SR Chapter 11 Figure 2 p 196-198

  SR	                 	                 	D. alata (RN5)    	              	138	 845	A	 25	X	 6	 120.00	    235.2000	Moore    	Radiolarians                                 	C/A            	P                 	R                 	R               	                      	R                    	                     	                     	                       	                       	R                       	F                   	R                   	R                  	R                   	R                  	                    	                  	                   	                        	                      	                     	                      	                           	                      	                   	                    	               	                                 	                      	                     	                         	                          	                   	                      	                         	                       	                     	                      	                 	                     	                           	                        	                      	                       	                                   	                     	                      	                     	from ODP Leg 138 SR Chapter 11 Figure 2 p 196-198

  SR	                 	                 	D. alata (RN5)    	              	138	 845	A	 25	X	CC	  20.00	    236.0500	Moore    	Radiolarians                                 	C/A            	P                 	R                 	R               	                      	R                    	                     	                     	                       	                       	R                       	F                   	F                   	R                  	R                   	R                  	                    	                  	                   	                        	                      	                     	                      	                           	                      	                   	                    	               	                                 	                      	                     	                         	                          	                   	                      	                         	                       	                     	                      	                 	                     	                           	                        	                      	                       	                                   	                     	                      	                     	from ODP Leg 138 SR Chapter 11 Figure 2 p 196-198

  SR	                 	                 	D. alata (RN5)    	              	138	 845	A	 26	X	 3	 110.00	    240.2000	Moore    	Radiolarians                                 	C/A            	M                 	F                 	R               	                      	R                    	                     	                     	                       	                       	R                       	F                   	F                   	R                  	R                   	R                  	                    	                  	                   	                        	                      	                     	                      	                           	                      	                   	                    	               	                                 	                      	                     	                         	                          	                   	                      	                         	                       	                     	                      	                 	                     	                           	                        	                      	                       	                                   	                     	                      	                     	from ODP Leg 138 SR Chapter 11 Figure 2 p 196-198

  SR	                 	                 	D. alata (RN5)    	              	138	 845	A	 26	X	 5	 110.00	    243.2000	Moore    	Radiolarians                                 	C/A            	P                 	R                 	R               	                      	R                    	                     	                     	                       	                       	R                       	F                   	F                   	R                  	R                   	R                  	                    	                  	                   	                        	                      	                     	                      	                           	                      	                   	                    	               	                                 	                      	                     	                         	                          	                   	                      	                         	                       	                     	                      	                 	                     	                           	                        	                      	                       	                                   	                     	                      	                     	from ODP Leg 138 SR Chapter 11 Figure 2 p 196-198

  SR	                 	                 	D. alata (RN5)    	              	138	 845	A	 26	X	CC	   6.00	    245.4900	Moore    	Radiolarians                                 	A              	M                 	R                 	R               	                      	R                    	                     	                     	                       	                       	R                       	F                   	F                   	R                  	R                   	R                  	                    	                  	                   	                        	                      	                     	                      	                           	                      	                   	                    	               	                                 	                      	                     	                         	                          	                   	                      	                         	                       	                     	                      	                 	                     	                           	                        	                      	                       	                                   	                     	                      	                     	from ODP Leg 138 SR Chapter 11 Figure 2 p 196-198

  SR	                 	                 	D. alata (RN5)    	              	138	 845	A	 27	X	 2	 110.00	    248.4000	Moore    	Radiolarians                                 	C/A            	P                 	R                 	R               	                      	R                    	                     	                     	                       	                       	R                       	F                   	F                   	R                  	R                   	R                  	                    	                  	                   	                        	                      	                     	                      	                           	                      	                   	                    	               	                                 	                      	                     	                         	                          	                   	                      	                         	                       	                     	                      	                 	                     	                           	                        	                      	                       	                                   	                     	                      	                     	from ODP Leg 138 SR Chapter 11 Figure 2 p 196-198

  SR	                 	                 	D. alata (RN5)    	              	138	 845	A	 27	X	 3	 130.00	    250.1000	Moore    	Radiolarians                                 	C/A            	P                 	R                 	R               	                      	R                    	                     	-                    	                       	                       	R                       	F                   	F                   	R                  	R                   	R                  	                    	                  	                   	                        	                      	                     	                      	                           	                      	                   	                    	               	                                 	                      	                     	                         	                          	                   	                      	                         	                       	                     	                      	                 	                     	                           	                        	                      	                       	                                   	                     	                      	                     	from ODP Leg 138 SR Chapter 11 Figure 2 p 196-198

  SR	                 	                 	D. alata (RN5)    	              	138	 845	A	 27	X	 4	  60.00	    250.9000	Moore    	Radiolarians                                 	C/A            	P                 	R                 	R               	                      	R                    	                     	-                    	                       	                       	R                       	F                   	F                   	R                  	R                   	R                  	                    	                  	                   	                        	                      	                     	                      	                           	                      	                   	                    	               	                                 	                      	                     	                         	                          	                   	                      	                         	                       	                     	                      	                 	                     	                           	                        	                      	                       	                                   	                     	                      	                     	Uncertain identity of D. alata; from ODP Leg 138 SR Chapter 11 Figure 2 p 196-198

  SR	                 	                 	C. costata (RN4)  	              	138	 845	A	 27	X	 4	 140.00	    251.7000	Moore    	Radiolarians                                 	C/A            	P                 	R                 	R               	-                     	R                    	                     	R                    	                       	                       	R                       	F                   	F                   	R                  	R                   	-                  	                    	                  	                   	                        	                      	                     	                      	                           	                      	                   	                    	               	                                 	                      	                     	                         	                          	                   	                      	                         	                       	                     	                      	                 	                     	                           	                        	                      	                       	                                   	                     	                      	                     	from ODP Leg 138 SR Chapter 11 Figure 2 p 196-198

  SR	                 	                 	C. costata (RN4)  	              	138	 845	A	 27	X	 5	  70.00	    252.5000	Moore    	Radiolarians                                 	C/A            	P                 	R                 	R               	-                     	R                    	                     	R                    	                       	                       	R                       	F                   	F                   	R                  	R                   	-                  	                    	                  	                   	                        	                      	                     	                      	                           	                      	                   	                    	               	                                 	                      	                     	                         	                          	                   	                      	                         	                       	                     	                      	                 	                     	                           	                        	                      	                       	                                   	                     	                      	                     	from ODP Leg 138 SR Chapter 11 Figure 2 p 196-198

  SR	                 	                 	C. costata (RN4)  	              	138	 845	A	 27	X	 6	 110.00	    254.4000	Moore    	Radiolarians                                 	C/A            	P                 	-                 	R               	-                     	R                    	                     	R                    	                       	                       	R                       	F                   	F                   	R                  	R                   	-                  	                    	                  	                   	                        	                      	                     	                      	                           	                      	                   	                    	               	                                 	                      	                     	                         	                          	                   	                      	                         	                       	                     	                      	                 	                     	                           	                        	                      	                       	                                   	                     	                      	                     	from ODP Leg 138 SR Chapter 11 Figure 2 p 196-198

  SR	                 	                 	C. costata (RN4)  	              	138	 845	A	 27	X	 7	  10.00	    254.9000	Moore    	Radiolarians                                 	C/A            	P                 	R                 	-               	R                     	R                    	-                    	R                    	                       	                       	R                       	F                   	F                   	R                  	R                   	-                  	                    	                  	                   	                        	                      	                     	                      	                           	                      	                   	                    	               	                                 	                      	                     	                         	                          	                   	                      	                         	                       	                     	                      	                 	                     	                           	                        	                      	                       	                                   	                     	                      	                     	from ODP Leg 138 SR Chapter 11 Figure 2 p 196-198

  SR	                 	                 	C. costata (RN4)  	              	138	 845	A	 27	X	CC	  41.00	    255.5000	Moore    	Radiolarians                                 	A              	M                 	R                 	-               	R                     	R                    	-                    	R                    	                       	                       	R                       	F                   	F                   	R                  	-                   	-                  	                    	                  	                   	                        	                      	                     	                      	                           	                      	                   	                    	               	                                 	                      	                     	                         	                          	                   	                      	                         	                       	                     	                      	                 	                     	                           	                        	                      	                       	                                   	                     	                      	                     	from ODP Leg 138 SR Chapter 11 Figure 2 p 196-198

  SR	                 	                 	C. costata (RN4)  	              	138	 845	A	 28	X	 3	 109.00	    259.0900	Moore    	Radiolarians                                 	A              	M                 	R                 	R               	R                     	R                    	-                    	R                    	                       	                       	R                       	F                   	F                   	R                  	-                   	-                  	                    	                  	                   	                        	                      	                     	                      	                           	                      	                   	                    	               	                                 	                      	                     	                         	                          	                   	                      	                         	                       	                     	                      	                 	                     	                           	                        	                      	                       	                                   	                     	                      	                     	from ODP Leg 138 SR Chapter 11 Figure 2 p 196-198

  SR	                 	                 	C. costata (RN4)  	              	138	 845	A	 28	X	 4	  40.00	    259.9000	Moore    	Radiolarians                                 	A              	P                 	R                 	-               	R                     	R                    	rT                   	R                    	                       	                       	-                       	F                   	F                   	R                  	-                   	-                  	                    	                  	                   	                        	                      	                     	                      	                           	                      	                   	                    	               	                                 	                      	                     	                         	                          	                   	                      	                         	                       	                     	                      	                 	                     	                           	                        	                      	                       	                                   	                     	                      	                     	from ODP Leg 138 SR Chapter 11 Figure 2 p 196-198

  SR	                 	                 	C. costata (RN4)  	              	138	 845	A	 28	X	 4	 120.00	    260.7000	Moore    	Radiolarians                                 	A              	P                 	R                 	-               	R                     	R                    	R                    	R                    	                       	                       	R                       	F                   	F                   	R                  	                    	                   	                    	                  	                   	                        	                      	                     	                      	                           	                      	                   	                    	               	                                 	                      	                     	                         	                          	                   	                      	                         	                       	                     	                      	                 	                     	                           	                        	                      	                       	                                   	                     	                      	                     	from ODP Leg 138 SR Chapter 11 Figure 2 p 196-198

  SR	                 	                 	C. costata (RN4)  	              	138	 845	A	 28	X	 5	 109.00	    262.0900	Moore    	Radiolarians                                 	A              	M                 	R                 	R               	R                     	R                    	R                    	R                    	                       	                       	R                       	F                   	F                   	R                  	                    	                   	                    	                  	                   	                        	                      	                     	                      	                           	                      	                   	                    	               	                                 	                      	                     	                         	                          	                   	                      	                         	                       	                     	                      	                 	                     	                           	                        	                      	                       	                                   	                     	                      	                     	from ODP Leg 138 SR Chapter 11 Figure 2 p 196-198

  SR	                 	                 	C. costata (RN4)  	              	138	 845	A	 28	X	 6	  30.00	    262.8000	Moore    	Radiolarians                                 	C/A            	P                 	R                 	-               	R                     	R                    	R                    	R                    	                       	                       	R                       	F                   	F                   	R                  	                    	                   	                    	                  	                   	                        	                      	                     	                      	                           	                      	                   	                    	               	                                 	                      	                     	                         	                          	                   	                      	                         	                       	                     	                      	                 	                     	                           	                        	                      	                       	                                   	                     	                      	                     	from ODP Leg 138 SR Chapter 11 Figure 2 p 196-198

  SR	                 	                 	C. costata (RN4)  	              	138	 845	A	 28	X	 6	 110.00	    263.6000	Moore    	Radiolarians                                 	C/A            	P                 	R                 	R               	R                     	R                    	R                    	R                    	                       	                       	R                       	F                   	F                   	R                  	                    	                   	                    	                  	                   	                        	                      	                     	                      	                           	                      	                   	                    	               	                                 	                      	                     	                         	                          	                   	                      	                         	                       	                     	                      	                 	                     	                           	                        	                      	                       	                                   	                     	                      	                     	from ODP Leg 138 SR Chapter 11 Figure 2 p 196-198
