Data	Age From (oldest)	Age To (youngest)	Zone From (bottom)	Zone To  (top)	Leg	Site	H	Cor	T	Sc	Top(cm)	Depth (mbsf)	Scientist	Fossil Group                                 	Group Abundance	Group Preservation	Ammonia beccarii	Cibicidoides spp.	Gyroidinoides umbonatus ex. gr.	Eggerella bradyi	Planulina wuellerstorfi	Uvigerinid taxa	Oridorsalis umbonatus	Nuttallides umbonifera	Eponides tumidulus	Epistominella exigua	Dentalina/Nodosaria spp.	Lagena taxa	Melonis pompilioides	Gyroidinoides spp.	Oolina spp.	Nonion barleeanum	Gyroidina soldanii	Eponides weddellensis	Bolivina spp.	Pullenia spp.	Pyrgo spp.	Textularia taxa	Pullenia bulloides	Pleurostomella spp.	Laticarinina pauperata	Cibicidoides bradyi	Anomalinoides spp.	Valvulineria laevigata	Valvulineria arctica	Tosaia hanzawai	Stilostomella sp.	Stetsonia horvathi	Pullenia subcarinata	Lenticulina sp.	Fursenkoina fusiformis	Fissurina spp.	Epistominella takayanagii	Dentalina spp.	Cassidulina subglobosa	Melonis nicobarense	Globocassidulina subglobosa	Cassidulina spp.	Buliminid taxa	Gyroidinoides  laevigatus ex. gr.	Hoeglundina elegans	Buliminella spp.	Bolivinid taxa	Karreriella bradyi	Rhizammina algaeformis	Lenticulina spp.	Florilus boueanus	Sphaeroidina bulloides	Cibicides robertsonianus	Chilostomella oolina	Heterolepa spp.	Ehrenbergina hystrix	Rosalina globularis	Hanzawaia boueana	Elphidium spp.	Miliolids species	Reussella spinulosa	Hyalina balthica	Karreriella sp.	Quinqueloculina seminulum	Praebulimina sp.	Patellina corrugata	Hyalinea balthica	Heterohelix spp.	Gavelinopsis translucens	Elphidium sp.	Ehrenbergina sp.	Discorbis sp.	Cassidulina laevigata	Buliminoides sp.	Bulimina marginata	Uvigerina peregrina	Lagena spp.	Nodosaria sp.	Reussella sp.	Nonionella spp.	Trifarina sp.	Guembelitria sp.	Stainforthia spp.	Plectofrondicularia spp.	Pararotalia spp.	Gyroidinoides altiformis	Cymbaloporetta sp.	Bolivinita quadrilatera	Frondicularia sp.	Gavelinopsis lobatulus	Astrononion sp.	Amphistegina sp.	Fursenkoina spp.	Glabratella sp.	Cyclogyra involvens	Spirillina vivipara	Laryngosigma spp.	Siphotextularia rolshauseni	Triloculina sp.	Pyrgo williamsoni	Karreriella novangliae	Bulimina striata	Robulus sp.	Quinqueloculina stalkeri	Hanzawaia mexicana	Rosalina sp. 	Robertinoides charlottensis	Pyramidina sp.	Oolina hexagona	Spiroloculina spp.	Uvigerina asperula	Haynesina spp.	Florilus spp.	Quinqueloculina cultrata	Comment

  SR	                 	                 	                  	              	116	 717	C	 27	X	 6	   3.00	    224.5300	Scott    	Benthic Foraminifers                         	               	                  	                	                 	                               	                	2                      	               	                     	13                    	                  	2                   	                        	           	                    	                  	           	                 	                  	                     	r52          	             	          	               	                  	                   	                      	                   	                  	                      	                    	               	r2               	                  	9                   	               	                      	              	                         	2             	4                     	                   	                           	                	              	                                 	                   	                	              	                  	                      	                	                 	                      	                        	                    	               	                    	                   	                 	              	                 	                   	                	               	                         	                	                   	                 	                	                        	r2           	                	             	r11                  	                	                  	                   	           	             	             	               	             	                	                 	                        	                	                        	                  	                       	                 	                      	               	                	                	               	                   	                   	                 	                           	               	                 	                      	                	           	                        	                  	             	                           	              	               	                  	                  	              	             	                        	No of species 10 No of individuals per 10 cubic cm - 46 from ODP Leg 116 SR Chapter 16 Table 1 p 192-199

  SR	                 	                 	                  	              	116	 717	C	 27	X	CC	  25.00	    226.2500	Scott    	Benthic Foraminifers                         	               	                  	                	                 	                               	                	                       	               	                     	                      	                  	                    	                        	           	                    	                  	           	                 	                  	                     	             	             	          	               	                  	                   	                      	                   	                  	                      	                    	               	                 	                  	                    	               	                      	              	                         	              	                      	                   	                           	                	              	                                 	                   	                	              	                  	                      	                	                 	                      	                        	                    	               	                    	                   	                 	              	                 	                   	                	               	                         	                	                   	100              	                	                        	             	                	             	                     	                	                  	                   	           	             	             	               	             	                	                 	                        	                	                        	                  	                       	                 	                      	               	                	                	               	                   	                   	                 	                           	               	                 	                      	                	           	                        	                  	             	                           	              	               	                  	                  	              	             	                        	No of species 1 No of individuals per 10 cubic cm - 1 from ODP Leg 116 SR Chapter 16 Table 1 p 192-199

  SR	                 	                 	                  	              	116	 717	C	 28	X	 1	   3.00	    226.5300	Scott    	Benthic Foraminifers                         	               	                  	                	                 	                               	                	3                      	               	R                    	3                     	                  	3                   	                        	           	                    	                  	           	                 	R                 	3                    	r57          	             	          	               	                  	                   	                      	                   	                  	                      	                    	               	r1               	                  	4                   	               	2                     	R             	                         	              	3                     	                   	                           	                	              	                                 	                   	                	              	                  	                      	                	                 	                      	                        	                    	               	                    	                   	                 	              	                 	                   	                	               	1                        	                	                   	rR               	r1              	rR                      	r1           	                	r4           	r9                   	rR              	rR                	                   	           	             	             	               	rR           	rR              	                 	                        	                	                        	                  	                       	                 	                      	               	                	                	               	                   	                   	                 	                           	               	                 	                      	                	           	                        	                  	             	                           	              	               	                  	                  	              	             	                        	No of species 23 No of individuals per 10 cubic cm - 2616 from ODP Leg 116 SR Chapter 16 Table 1 p 192-199

  SR	                 	                 	                  	              	116	 717	C	 28	X	 3	  46.00	    229.9600	Iaccarino	Benthic Foraminifers                         	               	                  	                	                 	                               	1               	                       	               	1                    	                      	                  	1                   	                        	1          	                    	1                 	           	                 	                  	                     	             	1            	          	               	7                 	                   	                      	                   	1                 	                      	                    	               	                 	                  	                    	               	                      	              	                         	              	                      	                   	                           	                	              	                                 	                   	                	              	                  	                      	                	                 	                      	                        	                    	               	                    	                   	                 	              	                 	                   	                	               	                         	                	                   	                 	                	                        	             	                	             	                     	                	                  	                   	           	             	             	               	             	                	                 	                        	                	                        	                  	                       	                 	                      	               	                	                	               	                   	                   	                 	                           	               	                 	                      	                	           	                        	                  	             	                           	              	               	                  	                  	              	             	                        	from ODP Leg 116 SR Chapter 18 Table 2 p 218-221

  SR	                 	                 	                  	              	116	 717	C	 28	X	 4	  45.00	    231.4600	Iaccarino	Benthic Foraminifers                         	               	                  	                	1                	                               	14              	3                      	               	1                    	180                   	                  	2                   	                        	11         	2                   	                  	           	                 	                  	                     	             	11           	          	1              	11                	                   	                      	                   	                  	                      	                    	               	                 	                  	                    	               	                      	              	                         	              	                      	                   	57                         	                	              	1                                	                   	                	              	                  	                      	                	                 	                      	                        	                    	               	                    	                   	                 	              	3                	                   	                	               	                         	                	                   	                 	                	                        	             	                	             	                     	                	                  	                   	           	             	             	               	             	                	                 	                        	                	                        	                  	                       	                 	                      	               	                	                	               	                   	                   	                 	                           	               	                 	                      	                	           	                        	                  	             	                           	              	               	                  	                  	              	             	                        	from ODP Leg 116 SR Chapter 18 Table 2 p 218-221

  SR	                 	                 	                  	              	116	 717	C	 28	X	 5	 114.00	    233.6500	Iaccarino	Benthic Foraminifers                         	               	                  	                	                 	                               	                	                       	               	                     	5                     	1                 	1                   	                        	           	                    	                  	           	                 	                  	                     	             	1            	1         	               	                  	                   	                      	1                  	                  	                      	                    	               	                 	                  	                    	               	                      	              	                         	              	                      	                   	                           	                	              	                                 	                   	                	              	                  	                      	                	                 	                      	                        	                    	               	                    	                   	                 	              	                 	                   	                	               	                         	                	                   	                 	                	                        	             	                	             	                     	                	                  	                   	           	             	             	               	             	                	                 	                        	                	                        	                  	                       	                 	                      	               	                	                	               	                   	                   	                 	                           	               	                 	                      	                	           	                        	                  	             	                           	              	               	                  	                  	              	             	                        	from ODP Leg 116 SR Chapter 18 Table 2 p 218-221

  SR	                 	                 	                  	              	116	 717	C	 29	X	 1	   3.00	    236.0300	Scott    	Benthic Foraminifers                         	               	                  	                	                 	                               	                	                       	               	                     	                      	                  	                    	                        	           	                    	                  	           	                 	100               	                     	             	             	          	               	                  	                   	                      	                   	                  	                      	                    	               	                 	                  	                    	               	                      	              	                         	              	                      	                   	                           	                	              	                                 	                   	                	              	                  	                      	                	                 	                      	                        	                    	               	                    	                   	                 	              	                 	                   	                	               	                         	                	                   	                 	                	                        	             	                	             	                     	                	                  	                   	           	             	             	               	             	                	                 	                        	                	                        	                  	                       	                 	                      	               	                	                	               	                   	                   	                 	                           	               	                 	                      	                	           	                        	                  	             	                           	              	               	                  	                  	              	             	                        	No of species 1 No of individuals per 10 cubic cm - 1 from ODP Leg 116 SR Chapter 16 Table 1 p 192-199

  SR	                 	                 	                  	              	116	 717	C	 29	X	 2	   3.00	    237.5300	Scott    	Benthic Foraminifers                         	               	                  	                	                 	                               	                	                       	               	                     	36                    	                  	                    	                        	           	                    	                  	           	9                	9                 	                     	r9           	             	          	               	                  	                   	                      	                   	                  	                      	                    	9              	                 	                  	27                  	               	                      	              	                         	              	                      	                   	                           	                	              	                                 	                   	                	              	                  	                      	                	                 	                      	                        	                    	               	                    	                   	                 	              	                 	                   	                	               	                         	                	                   	                 	                	                        	             	                	             	                     	                	                  	                   	           	             	             	               	             	                	                 	                        	                	                        	                  	                       	                 	                      	               	                	                	               	                   	                   	                 	                           	               	                 	                      	                	           	                        	                  	             	                           	              	               	                  	                  	              	             	                        	No of species 6 No of individuals per 10 cubic cm - 11 from ODP Leg 116 SR Chapter 16 Table 1 p 192-199

  SR	                 	                 	                  	              	116	 717	C	 29	X	 2	 145.00	    238.9500	Iaccarino	Benthic Foraminifers                         	               	                  	                	1                	                               	3               	2                      	               	                     	15                    	                  	1                   	                        	3          	9                   	6                 	           	                 	                  	                     	             	11           	          	               	                  	1                  	                      	1                  	                  	                      	                    	               	                 	                  	                    	               	                      	              	                         	              	                      	                   	2                          	                	              	1                                	                   	                	              	                  	                      	                	                 	                      	                        	                    	               	                    	                   	                 	              	                 	                   	                	               	                         	                	                   	                 	                	                        	             	                	             	                     	                	                  	                   	           	             	             	               	             	                	                 	                        	                	                        	                  	                       	                 	                      	               	                	                	               	                   	                   	                 	                           	               	                 	                      	                	           	                        	                  	             	                           	              	               	                  	                  	              	             	                        	from ODP Leg 116 SR Chapter 18 Table 2 p 218-221

  SR	                 	                 	                  	              	116	 717	C	 29	X	 3	   3.00	    239.0300	Scott    	Benthic Foraminifers                         	               	                  	                	                 	                               	                	1                      	               	1                    	                      	                  	1                   	                        	           	                    	                  	           	                 	                  	1                    	r19          	             	          	               	                  	                   	                      	                   	                  	                      	                    	               	6                	                  	4                   	               	16                    	              	2                        	1             	2                     	                   	                           	                	              	                                 	                   	                	              	                  	                      	                	                 	                      	                        	                    	               	                    	                   	                 	              	                 	                   	                	               	                         	r2              	                   	                 	                	                        	r1           	                	r1           	                     	32              	r2                	                   	4          	             	             	               	             	                	                 	                        	                	                        	                  	                       	                 	                      	               	                	                	               	                   	                   	                 	                           	               	                 	                      	                	           	                        	                  	             	                           	              	               	                  	                  	              	             	                        	No of species 17 No of individuals per 10 cubic cm - 79 from ODP Leg 116 SR Chapter 16 Table 1 p 192-199

  SR	                 	                 	                  	              	116	 717	C	 29	X	 4	  11.00	    240.6100	Iaccarino	Benthic Foraminifers                         	               	                  	                	5                	                               	12              	2                      	               	25                   	                      	                  	1                   	                        	24         	14                  	2                 	           	                 	                  	                     	             	9            	          	6              	51                	                   	                      	                   	                  	                      	                    	               	                 	                  	                    	               	                      	              	                         	              	                      	                   	1                          	                	              	                                 	                   	                	              	                  	                      	2               	                 	                      	                        	                    	               	                    	                   	                 	              	2                	                   	                	               	                         	                	                   	                 	                	                        	             	                	             	                     	                	                  	                   	           	             	             	               	             	                	                 	                        	                	                        	                  	                       	                 	                      	               	                	                	               	                   	                   	                 	                           	               	                 	                      	                	           	                        	                  	             	                           	              	               	                  	                  	              	             	                        	from ODP Leg 116 SR Chapter 18 Table 2 p 218-221

  SR	                 	                 	                  	              	116	 717	C	 29	X	 5	   3.00	    242.0300	Scott    	Benthic Foraminifers                         	               	                  	                	                 	                               	                	1                      	               	R                    	3                     	                  	1                   	                        	           	                    	                  	           	                 	1                 	3                    	r64          	             	          	               	                  	                   	                      	                   	                  	                      	                    	               	rR               	R                 	6                   	               	2                     	2             	                         	              	3                     	                   	                           	                	              	                                 	                   	                	              	                  	                      	                	                 	                      	                        	                    	               	                    	                   	                 	              	                 	                   	                	               	                         	                	                   	rR               	3               	rR                      	             	                	r6           	r2                   	rR              	rR                	                   	           	             	rR           	               	             	                	                 	                        	                	                        	                  	                       	                 	                      	               	                	                	               	                   	                   	                 	                           	               	                 	                      	                	           	                        	                  	             	                           	              	               	                  	                  	              	             	                        	No of species 21 No of individuals per 10 cubic cm - 4864 from ODP Leg 116 SR Chapter 16 Table 1 p 192-199

  SR	                 	                 	                  	              	116	 717	C	 29	X	 5	  92.00	    242.9200	Iaccarino	Benthic Foraminifers                         	               	                  	                	                 	                               	8               	2                      	               	14                   	                      	                  	                    	                        	6          	2                   	1                 	           	                 	                  	                     	             	4            	2         	3              	13                	                   	                      	                   	3                 	                      	                    	               	                 	                  	                    	               	                      	              	                         	              	                      	                   	                           	                	1             	3                                	                   	                	0             	                  	                      	                	                 	                      	                        	                    	               	                    	                   	6                	              	1                	                   	                	               	                         	                	                   	                 	                	                        	             	                	             	                     	                	                  	                   	           	             	             	               	             	                	                 	                        	                	                        	                  	                       	                 	                      	               	                	                	               	                   	                   	                 	                           	               	                 	                      	                	           	                        	                  	             	                           	              	               	                  	                  	              	             	                        	from ODP Leg 116 SR Chapter 18 Table 2 p 218-221

  SR	                 	                 	                  	              	116	 717	C	 29	X	CC	  19.00	    245.5200	Scott    	Benthic Foraminifers                         	               	                  	                	                 	                               	                	1                      	1              	                     	                      	R                 	2                   	                        	3          	                    	                  	           	                 	1                 	3                    	r74          	1            	          	               	                  	                   	                      	                   	                  	                      	                    	               	rR               	                  	2                   	               	4                     	2             	R                        	              	2                     	                   	1                          	                	1             	2                                	                   	                	9             	                  	                      	                	                 	                      	                        	                    	               	                    	                   	1                	              	                 	                   	                	               	                         	                	                   	                 	rR              	                        	             	                	rR           	r2                   	rR              	r5                	                   	           	             	rR           	r1             	             	                	                 	                        	                	                        	                  	                       	                 	                      	               	                	                	               	                   	                   	                 	                           	               	                 	                      	                	           	                        	                  	             	                           	              	               	                  	                  	              	             	                        	No of species 19 No of individuals per 10 cubic cm - 490 from ODP Leg 116 SR Chapter 16 Table 1 p 192-199

  SR	                 	                 	                  	              	116	 717	C	 30	X	 1	   3.00	    245.5300	Scott    	Benthic Foraminifers                         	               	                  	                	                 	                               	                	                       	               	                     	4                     	                  	                    	                        	           	                    	                  	           	                 	2                 	4                    	r47          	             	          	               	                  	                   	                      	                   	                  	                      	                    	               	                 	                  	6                   	               	                      	              	                         	              	11                    	                   	                           	                	              	                                 	                   	                	              	                  	                      	                	                 	                      	                        	                    	               	                    	                   	                 	              	                 	                   	                	               	                         	                	r2                 	                 	r4              	                        	             	                	             	r2                   	r11             	r2                	                   	2          	r2           	             	               	             	                	                 	                        	                	                        	                  	                       	                 	                      	               	                	                	               	                   	                   	                 	                           	               	                 	                      	                	           	                        	                  	             	                           	              	               	                  	                  	              	             	                        	No of species 13 No of individuals per 10 cubic cm - 47 from ODP Leg 116 SR Chapter 16 Table 1 p 192-199

  SR	                 	                 	                  	              	116	 717	C	 30	X	 2	   2.00	    247.0200	Scott    	Benthic Foraminifers                         	               	                  	                	                 	                               	                	2                      	               	5                    	51                    	                  	5                   	                        	           	                    	                  	           	2                	4                 	8                    	             	             	          	               	7                 	                   	                      	                   	                  	                      	                    	1              	                 	                  	7                   	               	                      	2             	                         	              	2                     	                   	                           	                	              	                                 	                   	                	              	                  	                      	                	                 	                      	                        	                    	               	                    	                   	                 	              	                 	                   	                	               	                         	                	                   	                 	                	                        	             	                	             	                     	                	                  	r1                 	1          	             	             	               	             	                	                 	                        	                	                        	                  	                       	                 	                      	               	                	                	               	                   	                   	                 	                           	               	                 	                      	                	           	                        	                  	             	                           	              	               	                  	                  	              	             	                        	No of species 14 No of individuals per 10 cubic cm - 84 from ODP Leg 116 SR Chapter 16 Table 1 p 192-199

  SR	                 	                 	                  	              	116	 717	C	 30	X	 2	  92.00	    247.9200	Iaccarino	Benthic Foraminifers                         	               	                  	                	                 	                               	10              	2                      	               	24                   	42                    	                  	1                   	                        	19         	18                  	9                 	           	                 	                  	                     	             	4            	          	3              	13                	                   	                      	5                  	                  	                      	                    	               	                 	                  	                    	               	                      	              	                         	              	                      	                   	5                          	                	0             	9                                	                   	                	0             	                  	                      	                	                 	                      	                        	                    	               	                    	                   	2                	              	1                	                   	                	               	                         	                	                   	                 	                	                        	             	                	             	                     	                	                  	                   	           	             	             	               	             	                	                 	                        	                	                        	                  	                       	                 	                      	               	                	                	               	                   	                   	                 	                           	               	                 	                      	                	           	                        	                  	             	                           	              	               	                  	                  	              	             	                        	from ODP Leg 116 SR Chapter 18 Table 2 p 218-221

  SR	                 	                 	                  	              	116	 717	C	 30	X	 3	   3.00	    248.5300	Scott    	Benthic Foraminifers                         	               	                  	                	                 	                               	                	1                      	               	                     	1                     	                  	1                   	                        	           	                    	                  	           	                 	1                 	5                    	r62          	             	          	               	                  	                   	                      	                   	                  	                      	                    	               	r1               	1                 	2                   	               	7                     	2             	                         	              	4                     	                   	                           	                	              	                                 	                   	                	              	                  	                      	                	                 	                      	                        	                    	               	                    	                   	                 	              	                 	                   	                	               	R                        	r2              	rR                 	rR               	r1              	r1                      	rR           	r1              	r1           	r5                   	r1              	r1                	                   	           	             	             	               	             	                	                 	                        	                	                        	                  	                       	                 	                      	               	                	                	               	                   	                   	                 	                           	               	                 	                      	                	           	                        	                  	             	                           	              	               	                  	                  	              	             	                        	No of species 24 No of individuals per 10 cubic cm - 1260 from ODP Leg 116 SR Chapter 16 Table 1 p 192-199

  SR	                 	                 	                  	              	116	 717	C	 31	X	 1	 129.00	    256.2900	Iaccarino	Benthic Foraminifers                         	               	                  	                	                 	                               	                	                       	               	2                    	4                     	                  	                    	                        	0          	                    	                  	           	                 	                  	                     	             	3            	          	               	1                 	                   	                      	                   	                  	                      	                    	               	                 	                  	                    	               	                      	              	                         	              	                      	                   	                           	                	0             	                                 	                   	                	1             	                  	                      	                	                 	                      	                        	                    	               	                    	                   	                 	              	                 	                   	                	               	                         	                	                   	                 	                	                        	             	                	             	                     	                	                  	                   	           	             	             	               	             	                	                 	                        	                	                        	                  	                       	                 	                      	               	                	                	               	                   	                   	                 	                           	               	                 	                      	                	           	                        	                  	             	                           	              	               	                  	                  	              	             	                        	from ODP Leg 116 SR Chapter 18 Table 2 p 218-221
