Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Sphenolithus pseudoradians,Sphenolithus predistentus,Sphenolithus moriformis,Sphenolithus distentus,Sphenolithus aff. ciperoensis,Reticulofenestra umbilica,Markalius inversus,Holococcolith type A,Helicosphaera compacta,Ericsonia obruta,Discoaster tanii,Discoaster deflandrei,Discoaster barbadiensis,Dictyococcites scrippsae,Dictyococcites bisectus,Cyclicargolithus floridanus,Coccolithus pelagicus,Coccolithus eopelagicus,Coronocyclus nitescens,Zygrhablithus bijugatus,Ericsonia subdisticha,Discoaster nodifer,Discoaster adamanteus,Calcidiscus kingii,Coccolithus miopelagicus,Triquetrorhabdulus milowii,Triquetrorhabdulus carinatus,Sphenolithus ciperoensis,Cyclicargolithus abisectus,Sphenolithus aff. distentus,Ericsonia formosa,Discoaster saipanensis,Bramletteius serraculoides,Braarudosphaera bigelowii,Pedinocyclus larvalis,Helicosphaera reticulata,Helicosphaera perch-nielseniae,Crassidiscus backmanii,Coccolithus fuscus,Catinaster umbrellus,Sphenolithus dissimilis,Helicosphaera euphratis,Sphenolithus conicus,Sphenolith (unspecified taxon or taxa),Pontosphaera spp.,Cyclicargolithus abisectus (> 10 microns),Cyclicargolithus abisectus (< 10 microns),Clausicoccus fenestratus,Ilselithina fusa,Discoaster woodringii,Discoaster extensus-dilatus group,Thoracosphaera spp.,Discoaster aff. druggii,Reticulofenestrid taxa,Discoaster moorei,Sphenolithus delphix,Sphenolithus capricornutus,Reticulofenestra daviesii,Hayella cf. aperta,Helicosphaera recta,Coccolithus formosus,Discoaster multiradiatus,Discoaster druggii,Sphenolithus dissimilis/belemnos,Sphenolithus calyculus,Triquetrorhabdulus serratus,Sphenolithus belemnos,Dictyococcites spp.,Ceratolithus cristatus,Coccolithus radiatus,Triquetrorhabdulus auritus,Discoaster variabilis,Discoaster musicus,Calcidiscus leptoporus,Sphenolithus heteromorphus,Discoaster exilis,Helicosphaera carteri,Triquetrorhabdulus curvus,Discoaster formosus,Discoaster signus-tuberi,Discoaster brouweri,Calcidiscus premacintyrei,Discoaster intercalaris,Discoaster bollii,Triquetrorhabdulus rugosus/rioensis,Reticulofenestra pseudoumbilicus,Discoaster pansus,Discoaster kugleri,Calcidiscus macintyrei,Discoaster aulakos,Catinaster coalitus,Discoaster pseudovariabilis,Discoaster calcaris,Discoaster aff. intercalaris,Discoaster bellus,Discoaster neohamatus,Discoaster hamatus,Discoaster asymmetricus,Catinaster calyculus,Minylitha convallis,Discoaster surculus,Discoaster prepentaradiatus,Discoaster pentaradiatus,Discoaster sp. 1,Discoaster icarus,Catinaster spp.,Discoaster triradiatus,Discoaster challengeri,Discoaster quinqueramus/berggrenii,Discoaster tamalis,Discoaster sp. 2,Amaurolithus primus,Amaurolithus amplificus,Amaurolithus delicatus,Syracosphaera spp.,Ceratolithus acutus,Ceratolithus armatus,Ceratolithus rugosus,Amaurolithus tricorniculatus,Discoaster tristellifer,Pseudoemiliania lacunosa,Gephyrocapsa (small),Gephyrocapsa oceanica s.l.,Helicosphaera sellii,Gephyrocapsa (large),Comment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CN1c              ,              ,115, 708,A, 19,X, 1, 119.00,    169.7900,Rio      ,Nannofossils                                 ,A              ,M                 ,                          ,                         ,                       ,R                     ,                             ,R                        ,                  ,                    ,R                     ,                ,                ,C                    ,R                      ,                        ,R                      ,A                          ,C                    ,C                      ,F                     ,F                      ,                     ,                  ,R                    ,                  ,C                       ,F                         ,A                           ,R                       ,                          ,                           ,                 ,                      ,                          ,                         ,                     ,                        ,                              ,                      ,                  ,                    ,R                      ,                       ,R                   ,C                                     ,                 ,R                                        ,C                                        ,                        ,                ,                     ,F                                ,                   ,R                      ,                      ,cf               ,R                   ,                          ,                         ,                  ,                   ,                    ,R                       ,R                 ,                                ,                      ,                           ,                     ,                   ,                      ,                    ,                          ,                     ,                  ,                      ,                          ,                 ,                     ,                         ,                   ,                        ,                   ,                         ,                       ,                 ,                                   ,                                ,                 ,                  ,                      ,                  ,                   ,                           ,                   ,                            ,                 ,                     ,                  ,                       ,                    ,                   ,                   ,                           ,                        ,                ,                 ,               ,                      ,                      ,                                  ,                  ,                ,                   ,                       ,                      ,                  ,                   ,                    ,                    ,                            ,                       ,                        ,                    ,                          ,                    ,                    ,from 115 SR. Chapter 15. Table 16. microfiche in back pocket.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CN1a              ,CN1b          ,115, 708,A, 19,X, 1, 140.00,    170.0000,Rio      ,Nannofossils                                 ,A              ,M                 ,                          ,                         ,                       ,F                     ,                             ,                         ,                  ,                    ,F                     ,                ,                ,C                    ,R                      ,                        ,F                      ,A                          ,C                    ,R                      ,F                     ,F                      ,                     ,                  ,R                    ,                  ,C                       ,                          ,C                           ,F                       ,                          ,                           ,                 ,                      ,F                         ,                         ,                     ,                        ,                              ,                      ,                  ,                    ,F                      ,                       ,R                   ,C                                     ,                 ,F                                        ,C                                        ,C                       ,                ,R                    ,                                 ,R                  ,                       ,                      ,cf               ,F                   ,F                         ,                         ,                  ,R                  ,F                   ,                        ,                  ,                                ,                      ,                           ,                     ,                   ,                      ,                    ,                          ,                     ,                  ,                      ,                          ,                 ,                     ,                         ,                   ,                        ,                   ,                         ,                       ,                 ,                                   ,                                ,                 ,                  ,                      ,                  ,                   ,                           ,                   ,                            ,                 ,                     ,                  ,                       ,                    ,                   ,                   ,                           ,                        ,                ,                 ,               ,                      ,                      ,                                  ,                  ,                ,                   ,                       ,                      ,                  ,                   ,                    ,                    ,                            ,                       ,                        ,                    ,                          ,                    ,                    ,from 115 SR. Chapter 15. Table 16. microfiche in back pocket.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CN1a              ,CN1b          ,115, 708,A, 19,X, 3,  40.00,    172.0000,Rio      ,Nannofossils                                 ,A              ,M                 ,                          ,                         ,                       ,                      ,                             ,                         ,                  ,                    ,                      ,                ,                ,C                    ,                       ,                        ,                       ,A                          ,C                    ,                       ,R                     ,                       ,                     ,                  ,R                    ,                  ,C                       ,                          ,C                           ,                        ,                          ,                           ,                 ,                      ,                          ,                         ,                     ,                        ,                              ,                      ,                  ,                    ,C                      ,                       ,C                   ,A                                     ,R                ,                                         ,F                                        ,F                       ,                ,R                    ,F                                ,                   ,                       ,                      ,cf               ,C                   ,F                         ,                         ,C                 ,                   ,                    ,                        ,                  ,                                ,                      ,                           ,                     ,                   ,                      ,                    ,                          ,                     ,                  ,                      ,                          ,                 ,                     ,                         ,                   ,                        ,                   ,                         ,                       ,                 ,                                   ,                                ,                 ,                  ,                      ,                  ,                   ,                           ,                   ,                            ,                 ,                     ,                  ,                       ,                    ,                   ,                   ,                           ,                        ,                ,                 ,               ,                      ,                      ,                                  ,                  ,                ,                   ,                       ,                      ,                  ,                   ,                    ,                    ,                            ,                       ,                        ,                    ,                          ,                    ,                    ,from 115 SR. Chapter 15. Table 16. microfiche in back pocket.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CN1a              ,CN1b          ,115, 708,A, 19,X, 3,  70.00,    172.3000,Rio      ,Nannofossils                                 ,A              ,M                 ,                          ,                         ,                       ,R                     ,                             ,                         ,                  ,                    ,                      ,                ,                ,A                    ,                       ,                        ,                       ,A                          ,C                    ,R                      ,R                     ,                       ,                     ,                  ,R                    ,                  ,C                       ,                          ,C                           ,R                       ,                          ,                           ,                 ,                      ,                          ,                         ,                     ,                        ,                              ,                      ,                  ,                    ,F                      ,                       ,F                   ,A                                     ,                 ,                                         ,C                                        ,                        ,                ,                     ,F                                ,                   ,                       ,                      ,cf               ,A                   ,F                         ,                         ,                  ,                   ,                    ,                        ,                  ,                                ,                      ,                           ,                     ,                   ,                      ,                    ,                          ,                     ,                  ,                      ,                          ,                 ,                     ,                         ,                   ,                        ,                   ,                         ,                       ,                 ,                                   ,                                ,                 ,                  ,                      ,                  ,                   ,                           ,                   ,                            ,                 ,                     ,                  ,                       ,                    ,                   ,                   ,                           ,                        ,                ,                 ,               ,                      ,                      ,                                  ,                  ,                ,                   ,                       ,                      ,                  ,                   ,                    ,                    ,                            ,                       ,                        ,                    ,                          ,                    ,                    ,from 115 SR. Chapter 15. Table 16. microfiche in back pocket.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CN1a              ,CN1b          ,115, 708,A, 19,X, 3, 100.00,    172.6000,Rio      ,Nannofossils                                 ,A              ,G                 ,                          ,                         ,                       ,R                     ,                             ,                         ,                  ,                    ,                      ,                ,                ,A                    ,                       ,                        ,F                      ,A                          ,C                    ,F                      ,R                     ,F                      ,                     ,                  ,                     ,                  ,C                       ,                          ,A                           ,                        ,                          ,                           ,                 ,                      ,                          ,                         ,                     ,                        ,                              ,                      ,                  ,                    ,C                      ,                       ,C                   ,A                                     ,R                ,R                                        ,C                                        ,C                       ,                ,R                    ,R                                ,                   ,cf                     ,                      ,                 ,A                   ,C                         ,                         ,                  ,                   ,                    ,                        ,                  ,                                ,                      ,                           ,                     ,                   ,                      ,                    ,                          ,                     ,                  ,                      ,                          ,                 ,                     ,                         ,                   ,                        ,                   ,                         ,                       ,                 ,                                   ,                                ,                 ,                  ,                      ,                  ,                   ,                           ,                   ,                            ,                 ,                     ,                  ,                       ,                    ,                   ,                   ,                           ,                        ,                ,                 ,               ,                      ,                      ,                                  ,                  ,                ,                   ,                       ,                      ,                  ,                   ,                    ,                    ,                            ,                       ,                        ,                    ,                          ,                    ,                    ,from 115 SR. Chapter 15. Table 16. microfiche in back pocket.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CN1a              ,CN1b          ,115, 708,A, 19,X, 3, 120.00,    172.8000,Rio      ,Nannofossils                                 ,A              ,M                 ,                          ,                         ,                       ,F                     ,                             ,R                        ,                  ,                    ,                      ,                ,                ,C                    ,R                      ,                        ,F                      ,A                          ,C                    ,R                      ,R                     ,F                      ,                     ,                  ,R                    ,                  ,C                       ,                          ,C                           ,C                       ,                          ,                           ,                 ,R                     ,R                         ,                         ,                     ,                        ,                              ,                      ,                  ,                    ,C                      ,                       ,F                   ,C                                     ,R                ,C                                        ,C                                        ,C                       ,                ,                     ,R                                ,                   ,                       ,                      ,                 ,C                   ,R                         ,R                        ,R                 ,                   ,                    ,                        ,                  ,                                ,                      ,                           ,                     ,                   ,                      ,                    ,                          ,                     ,                  ,                      ,                          ,                 ,                     ,                         ,                   ,                        ,                   ,                         ,                       ,                 ,                                   ,                                ,                 ,                  ,                      ,                  ,                   ,                           ,                   ,                            ,                 ,                     ,                  ,                       ,                    ,                   ,                   ,                           ,                        ,                ,                 ,               ,                      ,                      ,                                  ,                  ,                ,                   ,                       ,                      ,                  ,                   ,                    ,                    ,                            ,                       ,                        ,                    ,                          ,                    ,                    ,from 115 SR. Chapter 15. Table 16. microfiche in back pocket.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CN1a              ,CN1b          ,115, 708,A, 19,X, 3, 130.00,    172.9000,Rio      ,Nannofossils                                 ,A              ,M                 ,                          ,                         ,                       ,                      ,                             ,                         ,                  ,                    ,                      ,                ,                ,A                    ,                       ,                        ,R                      ,A                          ,C                    ,R                      ,                      ,                       ,                     ,                  ,R                    ,                  ,C                       ,                          ,A                           ,                        ,                          ,                           ,                 ,                      ,R                         ,                         ,                     ,                        ,                              ,                      ,                  ,                    ,R                      ,                       ,R                   ,C                                     ,                 ,R                                        ,C                                        ,R                       ,                ,F                    ,cf                               ,                   ,                       ,                      ,cf               ,C                   ,R                         ,                         ,                  ,                   ,                    ,                        ,                  ,                                ,                      ,                           ,                     ,                   ,                      ,                    ,                          ,                     ,                  ,                      ,                          ,                 ,                     ,                         ,                   ,                        ,                   ,                         ,                       ,                 ,                                   ,                                ,                 ,                  ,                      ,                  ,                   ,                           ,                   ,                            ,                 ,                     ,                  ,                       ,                    ,                   ,                   ,                           ,                        ,                ,                 ,               ,                      ,                      ,                                  ,                  ,                ,                   ,                       ,                      ,                  ,                   ,                    ,                    ,                            ,                       ,                        ,                    ,                          ,                    ,                    ,from 115 SR. Chapter 15. Table 16. microfiche in back pocket.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CN1a              ,CN1b          ,115, 708,A, 19,X, 4,  70.00,    173.8000,Rio      ,Nannofossils                                 ,A              ,M                 ,                          ,                         ,                       ,R                     ,                             ,                         ,                  ,                    ,                      ,                ,                ,C                    ,                       ,                        ,R                      ,A                          ,C                    ,F                      ,R                     ,R                      ,                     ,                  ,R                    ,                  ,C                       ,                          ,A                           ,R                       ,                          ,                           ,                 ,                      ,                          ,                         ,                     ,                        ,                              ,                      ,                  ,                    ,C                      ,                       ,R                   ,C                                     ,                 ,R                                        ,C                                        ,R                       ,                ,R                    ,                                 ,                   ,                       ,F                     ,cf               ,                    ,                          ,                         ,                  ,                   ,                    ,                        ,                  ,                                ,                      ,                           ,                     ,                   ,                      ,                    ,                          ,                     ,                  ,                      ,                          ,                 ,                     ,                         ,                   ,                        ,                   ,                         ,                       ,                 ,                                   ,                                ,                 ,                  ,                      ,                  ,                   ,                           ,                   ,                            ,                 ,                     ,                  ,                       ,                    ,                   ,                   ,                           ,                        ,                ,                 ,               ,                      ,                      ,                                  ,                  ,                ,                   ,                       ,                      ,                  ,                   ,                    ,                    ,                            ,                       ,                        ,                    ,                          ,                    ,                    ,from 115 SR. Chapter 15. Table 16. microfiche in back pocket.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CN1a              ,CN1b          ,115, 708,A, 19,X, 4,  72.00,    173.8200,Rio      ,Nannofossils                                 ,A              ,M                 ,                          ,                         ,                       ,R                     ,                             ,                         ,                  ,                    ,                      ,                ,                ,C                    ,R                      ,                        ,R                      ,A                          ,C                    ,C                      ,R                     ,R                      ,                     ,                  ,R                    ,                  ,C                       ,                          ,C                           ,                        ,                          ,                           ,                 ,                      ,                          ,                         ,                     ,                        ,                              ,                      ,                  ,                    ,C                      ,                       ,F                   ,C                                     ,                 ,R                                        ,C                                        ,F                       ,                ,                     ,R                                ,                   ,                       ,F                     ,cf               ,                    ,                          ,                         ,                  ,                   ,                    ,                        ,                  ,                                ,                      ,                           ,                     ,                   ,                      ,                    ,                          ,                     ,                  ,                      ,                          ,                 ,                     ,                         ,                   ,                        ,                   ,                         ,                       ,                 ,                                   ,                                ,                 ,                  ,                      ,                  ,                   ,                           ,                   ,                            ,                 ,                     ,                  ,                       ,                    ,                   ,                   ,                           ,                        ,                ,                 ,               ,                      ,                      ,                                  ,                  ,                ,                   ,                       ,                      ,                  ,                   ,                    ,                    ,                            ,                       ,                        ,                    ,                          ,                    ,                    ,from 115 SR. Chapter 15. Table 16. microfiche in back pocket.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CN1a              ,CN1b          ,115, 708,A, 19,X,CC,   0.00,    173.9300,Rio      ,Nannofossils                                 ,A              ,M                 ,                          ,                         ,                       ,R                     ,                             ,R                        ,                  ,                    ,                      ,                ,                ,C                    ,                       ,                        ,                       ,A                          ,C                    ,F                      ,R                     ,R                      ,                     ,                  ,R                    ,                  ,C                       ,R                         ,C                           ,R                       ,                          ,                           ,                 ,                      ,                          ,                         ,                     ,                        ,                              ,                      ,                  ,                    ,R                      ,cf                     ,F                   ,C                                     ,                 ,R                                        ,C                                        ,R                       ,                ,F                    ,                                 ,                   ,cf                     ,                      ,                 ,                    ,                          ,                         ,                  ,                   ,                    ,                        ,                  ,                                ,                      ,                           ,                     ,                   ,                      ,                    ,                          ,                     ,                  ,                      ,                          ,                 ,                     ,                         ,                   ,                        ,                   ,                         ,                       ,                 ,                                   ,                                ,                 ,                  ,                      ,                  ,                   ,                           ,                   ,                            ,                 ,                     ,                  ,                       ,                    ,                   ,                   ,                           ,                        ,                ,                 ,               ,                      ,                      ,                                  ,                  ,                ,                   ,                       ,                      ,                  ,                   ,                    ,                    ,                            ,                       ,                        ,                    ,                          ,                    ,                    ,from 115 SR. Chapter 15. Table 16. microfiche in back pocket.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CN1a              ,CN1b          ,115, 708,A, 20,X, 1,  74.00,    178.9400,Rio      ,Nannofossils                                 ,A              ,M                 ,                          ,                         ,                       ,                      ,                             ,                         ,                  ,                    ,                      ,                ,                ,C                    ,                       ,                        ,                       ,A                          ,C                    ,R                      ,R                     ,                       ,                     ,                  ,F                    ,                  ,C                       ,                          ,A                           ,R                       ,                          ,                           ,                 ,                      ,                          ,                         ,                     ,                        ,                              ,                      ,                  ,                    ,F                      ,                       ,F                   ,C                                     ,                 ,                                         ,F                                        ,F                       ,                ,R                    ,                                 ,                   ,                       ,                      ,                 ,                    ,                          ,                         ,                  ,                   ,                    ,                        ,                  ,                                ,                      ,                           ,                     ,                   ,                      ,                    ,                          ,                     ,                  ,                      ,                          ,                 ,                     ,                         ,                   ,                        ,                   ,                         ,                       ,                 ,                                   ,                                ,                 ,                  ,                      ,                  ,                   ,                           ,                   ,                            ,                 ,                     ,                  ,                       ,                    ,                   ,                   ,                           ,                        ,                ,                 ,               ,                      ,                      ,                                  ,                  ,                ,                   ,                       ,                      ,                  ,                   ,                    ,                    ,                            ,                       ,                        ,                    ,                          ,                    ,                    ,from 115 SR. Chapter 15. Table 16. microfiche in back pocket.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CP19b             ,              ,115, 708,A, 20,X, 2, 105.00,    180.7500,Okada    ,Nannofossils                                 ,A              ,M                 ,                          ,                         ,12.0%                  ,                      ,                             ,                         ,                  ,                    ,                      ,4.0%            ,                ,5.0%                 ,                       ,                        ,R                      ,62.0%                      ,9.0%                 ,                       ,F                     ,                       ,                     ,                  ,F                    ,                  ,F                       ,                          ,2.0%                        ,1.0%                    ,                          ,                           ,                 ,                      ,                          ,                         ,                     ,                        ,                              ,                      ,F                 ,                    ,2.0%                   ,F                      ,                    ,                                      ,                 ,                                         ,                                         ,                        ,                ,                     ,                                 ,                   ,                       ,                      ,                 ,                    ,                          ,                         ,                  ,                   ,                    ,                        ,                  ,                                ,                      ,                           ,                     ,                   ,                      ,                    ,                          ,                     ,                  ,                      ,                          ,                 ,                     ,                         ,                   ,                        ,                   ,                         ,                       ,                 ,                                   ,                                ,                 ,                  ,                      ,                  ,                   ,                           ,                   ,                            ,                 ,                     ,                  ,                       ,                    ,                   ,                   ,                           ,                        ,                ,                 ,               ,                      ,                      ,                                  ,                  ,                ,                   ,                       ,                      ,                  ,                   ,                    ,                    ,                            ,                       ,                        ,                    ,                          ,                    ,                    ,from 115 SR. Chapter 14. Table 7. pages 144-145.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CN1a              ,CN1b          ,115, 708,A, 20,X, 2, 112.00,    180.8200,Rio      ,Nannofossils                                 ,A              ,M                 ,                          ,                         ,                       ,                      ,                             ,                         ,                  ,                    ,                      ,                ,                ,C                    ,                       ,                        ,R                      ,A                          ,C                    ,                       ,R                     ,                       ,                     ,                  ,R                    ,                  ,F                       ,                          ,A                           ,R                       ,                          ,                           ,                 ,                      ,                          ,                         ,                     ,                        ,                              ,                      ,                  ,                    ,F                      ,                       ,F                   ,C                                     ,                 ,                                         ,C                                        ,C                       ,R               ,R                    ,                                 ,R                  ,                       ,                      ,                 ,                    ,                          ,                         ,                  ,                   ,                    ,                        ,                  ,                                ,                      ,                           ,                     ,                   ,                      ,                    ,                          ,                     ,                  ,                      ,                          ,                 ,                     ,                         ,                   ,                        ,                   ,                         ,                       ,                 ,                                   ,                                ,                 ,                  ,                      ,                  ,                   ,                           ,                   ,                            ,                 ,                     ,                  ,                       ,                    ,                   ,                   ,                           ,                        ,                ,                 ,               ,                      ,                      ,                                  ,                  ,                ,                   ,                       ,                      ,                  ,                   ,                    ,                    ,                            ,                       ,                        ,                    ,                          ,                    ,                    ,from 115 SR. Chapter 15. Table 16. microfiche in back pocket.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CP19b             ,              ,115, 708,A, 20,X, 3,  99.00,    182.1900,Okada    ,Nannofossils                                 ,A              ,M                 ,                          ,                         ,18.0%                  ,                      ,                             ,                         ,                  ,R                   ,                      ,6.0%            ,                ,9.0%                 ,                       ,                        ,F                      ,44.0%                      ,16.0%                ,                       ,R                     ,                       ,                     ,                  ,F                    ,                  ,R                       ,                          ,1.0%                        ,1.0%                    ,                          ,                           ,                 ,                      ,                          ,                         ,                     ,                        ,                              ,                      ,F                 ,                    ,3.0%                   ,F                      ,                    ,                                      ,                 ,                                         ,                                         ,                        ,                ,                     ,                                 ,                   ,                       ,                      ,                 ,                    ,                          ,                         ,                  ,                   ,                    ,                        ,                  ,                                ,                      ,                           ,                     ,                   ,                      ,                    ,                          ,                     ,                  ,                      ,                          ,                 ,                     ,                         ,                   ,                        ,                   ,                         ,                       ,                 ,                                   ,                                ,                 ,                  ,                      ,                  ,                   ,                           ,                   ,                            ,                 ,                     ,                  ,                       ,                    ,                   ,                   ,                           ,                        ,                ,                 ,               ,                      ,                      ,                                  ,                  ,                ,                   ,                       ,                      ,                  ,                   ,                    ,                    ,                            ,                       ,                        ,                    ,                          ,                    ,                    ,from 115 SR. Chapter 14. Table 7. pages 144-145.
