Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Sphaeroidinellopsis seminulina,Sphaeroidinellopsis kochi,Orbulina suturalis,Globoturborotalita woodi,Globorotaloides variabilis,Globorotalia praescitula,Globorotalia praemenardii,Globorotalia mayeri,Globoquadrina venezuelana,Globigerinoides subquadratus,Globigerinoides sacculifer,Globigerinita glutinata,Globigerinella praesiphonifera,Globigerinella obesa,Fohsella fohsi,Dentoglobigerina altispira,Globigerinoides mitra,Globigerina bulloides,Fohsella praefohsi,Fohsella lenguaensis,Globorotaloides hexagona,Globoquadrina dehiscens,Globigerinoides obliquus,Globoturborotalita apertura,Globigerinita uvula,Clavatorella bermudezi,Sphaeroidinellopsis disjuncta,Orbulina universa,Globorotalia menardii,Globoturborotalita decoraperta,Globorotalia scitula,Globorotalia panda,Globigerinella pseudobesa,Neogloboquadrina nympha,Neogloboquadrina humerosa,Globorotalia limbata,Globoturborotalita druryi,Globorotalia miozea,Globoturborotalita nepenthes,Globigerinoides bollii,Globigerinella aequilateralis,Globorotalia siakensis,Candeina nitida,Globorotalia merotumida,Neogloboquadrina acostaensis,Globorotalia plesiotumida,Beella praedigitata,Orbulina bilobata,Globorotalia cibaoensis,Neogloboquadrina dutertrei,Globorotalia juanai,Globigerinoides seigliei,Globorotalia margaritae,Globigerinoides extremus,Globigerinoides bulloideus,Sphaeroidinellopsis paenedehiscens,Globorotalia tumida,Sphaeroidinella dehiscens,Globigerinoides conglobatus,Neogloboquadrina pachyderma (sinistral),Pulleniatina primalis,Globorotalia crassaformis,Globorotalia multicamerata,Globorotalia exilis,Pulleniatina praecursor,Pulleniatina obliquiloculata,Globorotalia pseudomiocenica,Globigerinoides ruber,Globorotalia puncticulata,Globorotalia miocenica,Globorotalia triangula,Globorotalia pertenuis,Globorotalia hirsuta,Globorotalia inflata,Globigerinoides sacculifer fistulosus,Globorotalia theyeri,Beella digitata,Globoturborotalita rubescens,Neogloboquadrina pachyderma (dextral),Globorotalia crassula,Globorotalia truncatulinoides,Globigerinella calida,Comment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,N17               ,              ,159, 959,B, 10,H,CC,  31.00,     90.9900,Norris   ,Planktonic Foraminifers                      ,C              ,G                 ,F                             ,F                        ,                  ,                        ,                          ,                        ,                         ,                   ,R                        ,                            ,                          ,R                      ,                              ,                    ,              ,R                         ,                     ,                     ,                  ,                    ,C                       ,                       ,C                       ,                           ,                   ,                      ,                             ,F                ,F                    ,                              ,                    ,                  ,                         ,                       ,C                        ,                    ,                         ,                   ,C                           ,                      ,                             ,                      ,R              ,                       ,C                           ,                         ,                   ,                 ,F                      ,                          ,                   ,                        ,                       ,                        ,                          ,F                                 ,                   ,                         ,                           ,                                       ,                     ,                         ,                          ,                   ,                       ,                            ,                            ,                     ,                         ,                      ,                      ,                      ,                    ,                    ,                                     ,                    ,               ,                            ,                                     ,                     ,                             ,                     ,From Leg 159SR Ch 34 Table 2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,N17               ,              ,159, 959,B, 11,H, 1,  59.00,     91.0900,Norris   ,Planktonic Foraminifers                      ,C              ,M                 ,                              ,                         ,                  ,                        ,                          ,                        ,                         ,                   ,                         ,                            ,                          ,R                      ,                              ,                    ,              ,                          ,                     ,                     ,                  ,                    ,                        ,                       ,C                       ,F                          ,                   ,                      ,                             ,                 ,F                    ,                              ,                    ,                  ,                         ,                       ,                         ,                    ,                         ,                   ,                            ,                      ,                             ,                      ,               ,                       ,F                           ,R                        ,                   ,                 ,R                      ,                          ,                   ,                        ,R                      ,C                       ,                          ,                                  ,                   ,                         ,                           ,                                       ,                     ,                         ,                          ,                   ,                       ,                            ,                            ,                     ,                         ,                      ,                      ,                      ,                    ,                    ,                                     ,                    ,               ,                            ,                                     ,                     ,                             ,                     ,From Leg 159SR Ch 34 Table 2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,N17               ,              ,159, 959,B, 11,H, 2,  59.00,     92.5900,Norris   ,Planktonic Foraminifers                      ,C              ,G                 ,F                             ,R                        ,                  ,                        ,                          ,                        ,                         ,                   ,F                        ,                            ,C                         ,F                      ,                              ,                    ,              ,                          ,                     ,                     ,                  ,                    ,R                       ,                       ,C                       ,                           ,                   ,                      ,                             ,F                ,                     ,                              ,                    ,                  ,                         ,                       ,                         ,                    ,                         ,                   ,R                           ,                      ,                             ,                      ,               ,                       ,C                           ,F                        ,                   ,                 ,F                      ,                          ,                   ,                        ,F                      ,A                       ,                          ,                                  ,                   ,                         ,                           ,                                       ,                     ,                         ,                          ,                   ,                       ,                            ,                            ,                     ,                         ,                      ,                      ,                      ,                    ,                    ,                                     ,                    ,               ,                            ,                                     ,                     ,                             ,                     ,From Leg 159SR Ch 34 Table 2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,N17               ,              ,159, 959,B, 11,H, 3,  59.00,     94.0900,Norris   ,Planktonic Foraminifers                      ,C              ,G                 ,                              ,                         ,                  ,                        ,                          ,                        ,                         ,                   ,                         ,                            ,                          ,R                      ,                              ,                    ,              ,                          ,                     ,                     ,                  ,                    ,                        ,                       ,F                       ,                           ,                   ,                      ,                             ,                 ,C                    ,                              ,                    ,                  ,                         ,                       ,                         ,                    ,                         ,                   ,                            ,                      ,                             ,                      ,               ,                       ,                            ,F                        ,                   ,                 ,F                      ,                          ,R                  ,                        ,                       ,F                       ,                          ,                                  ,                   ,                         ,                           ,                                       ,                     ,                         ,                          ,                   ,                       ,                            ,                            ,                     ,                         ,                      ,                      ,                      ,                    ,                    ,                                     ,                    ,               ,                            ,                                     ,                     ,                             ,                     ,From Leg 159SR Ch 34 Table 2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,N17               ,              ,159, 959,B, 11,H, 4,  59.00,     95.5900,Norris   ,Planktonic Foraminifers                      ,C              ,G                 ,C                             ,                         ,                  ,                        ,                          ,                        ,                         ,                   ,F                        ,                            ,C                         ,R                      ,                              ,                    ,              ,F                         ,                     ,                     ,                  ,                    ,                        ,F                      ,F                       ,F                          ,                   ,                      ,                             ,F                ,C                    ,                              ,                    ,                  ,                         ,                       ,                         ,                    ,                         ,                   ,                            ,                      ,                             ,                      ,               ,                       ,                            ,F                        ,                   ,R                ,C                      ,                          ,                   ,R                       ,                       ,F                       ,                          ,F                                 ,                   ,                         ,                           ,                                       ,                     ,                         ,                          ,                   ,                       ,                            ,                            ,                     ,                         ,                      ,                      ,                      ,                    ,                    ,                                     ,                    ,               ,                            ,                                     ,                     ,                             ,                     ,From Leg 159SR Ch 34 Table 2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,N17               ,              ,159, 959,B, 11,H, 5,  59.00,     97.0900,Norris   ,Planktonic Foraminifers                      ,C              ,G                 ,C                             ,F                        ,                  ,                        ,                          ,                        ,                         ,                   ,                         ,                            ,C                         ,R                      ,                              ,R                   ,              ,F                         ,                     ,                     ,                  ,                    ,F                       ,F                      ,F                       ,                           ,                   ,                      ,                             ,                 ,C                    ,                              ,                    ,                  ,                         ,                       ,                         ,                    ,                         ,                   ,                            ,                      ,F                            ,                      ,R              ,                       ,                            ,                         ,                   ,                 ,C                      ,                          ,                   ,R                       ,                       ,F                       ,                          ,F                                 ,                   ,                         ,                           ,                                       ,                     ,                         ,                          ,                   ,                       ,                            ,                            ,                     ,                         ,                      ,                      ,                      ,                    ,                    ,                                     ,                    ,               ,                            ,                                     ,                     ,                             ,                     ,From Leg 159SR Ch 34 Table 2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,N17               ,              ,159, 959,B, 11,H, 6,  59.00,     98.5900,Norris   ,Planktonic Foraminifers                      ,C              ,G                 ,F                             ,R                        ,                  ,                        ,                          ,                        ,                         ,                   ,F                        ,                            ,C                         ,R                      ,                              ,                    ,              ,F                         ,                     ,R                    ,                  ,                    ,F                       ,F                      ,C                       ,                           ,                   ,                      ,                             ,F                ,F                    ,                              ,                    ,                  ,                         ,                       ,                         ,                    ,                         ,                   ,                            ,                      ,                             ,                      ,               ,                       ,                            ,F                        ,                   ,                 ,C                      ,                          ,F                  ,                        ,?                      ,F                       ,                          ,                                  ,                   ,                         ,                           ,                                       ,                     ,                         ,                          ,                   ,                       ,                            ,                            ,                     ,                         ,                      ,                      ,                      ,                    ,                    ,                                     ,                    ,               ,                            ,                                     ,                     ,                             ,                     ,From Leg 159SR Ch 34 Table 2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,N17               ,              ,159, 959,B, 11,H, 7,  59.00,    100.0900,Norris   ,Planktonic Foraminifers                      ,C              ,G                 ,R                             ,R                        ,                  ,                        ,                          ,                        ,                         ,                   ,F                        ,                            ,C                         ,R                      ,                              ,F                   ,              ,F                         ,                     ,R                    ,                  ,                    ,R                       ,                       ,C                       ,                           ,                   ,                      ,                             ,                 ,F                    ,R                             ,                    ,                  ,                         ,                       ,                         ,                    ,                         ,                   ,                            ,                      ,R                            ,                      ,R              ,                       ,                            ,F                        ,                   ,R                ,F                      ,                          ,R                  ,                        ,                       ,                        ,                          ,                                  ,                   ,                         ,                           ,                                       ,                     ,                         ,                          ,                   ,                       ,                            ,                            ,                     ,                         ,                      ,                      ,                      ,                    ,                    ,                                     ,                    ,               ,                            ,                                     ,                     ,                             ,                     ,From Leg 159SR Ch 34 Table 2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,N17               ,              ,159, 959,B, 11,H,CC,  16.00,    100.2700,Norris   ,Planktonic Foraminifers                      ,C              ,G                 ,F                             ,                         ,                  ,                        ,                          ,                        ,                         ,                   ,F                        ,                            ,C                         ,R                      ,                              ,                    ,              ,C                         ,                     ,                     ,                  ,                    ,R                       ,                       ,C                       ,                           ,                   ,                      ,                             ,C                ,F                    ,                              ,F                   ,                  ,F                        ,                       ,                         ,                    ,                         ,                   ,                            ,                      ,R                            ,                      ,               ,                       ,                            ,F                        ,                   ,R                ,R                      ,                          ,                   ,                        ,                       ,F                       ,                          ,                                  ,                   ,                         ,                           ,                                       ,                     ,                         ,                          ,                   ,                       ,                            ,                            ,                     ,                         ,                      ,                      ,                      ,                    ,                    ,                                     ,                    ,               ,                            ,                                     ,                     ,                             ,                     ,From Leg 159SR Ch 34 Table 2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,N17               ,              ,159, 959,B, 12,H, 1,  59.00,    100.5900,Norris   ,Planktonic Foraminifers                      ,C              ,M                 ,F                             ,R                        ,                  ,                        ,                          ,                        ,                         ,                   ,F                        ,                            ,C                         ,R                      ,                              ,                    ,              ,F                         ,                     ,                     ,                  ,                    ,R                       ,F                      ,C                       ,                           ,                   ,                      ,                             ,F                ,F                    ,                              ,                    ,                  ,                         ,                       ,                         ,                    ,                         ,                   ,                            ,                      ,R                            ,                      ,R              ,                       ,                            ,F                        ,                   ,R                ,C                      ,                          ,R                  ,                        ,                       ,F                       ,                          ,                                  ,                   ,                         ,                           ,                                       ,                     ,                         ,                          ,                   ,                       ,                            ,                            ,                     ,                         ,                      ,                      ,                      ,                    ,                    ,                                     ,                    ,               ,                            ,                                     ,                     ,                             ,                     ,From Leg 159SR Ch 34 Table 2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,N17               ,              ,159, 959,B, 12,H, 2,  59.00,    102.0900,Norris   ,Planktonic Foraminifers                      ,C              ,M                 ,R                             ,                         ,                  ,                        ,                          ,                        ,                         ,                   ,F                        ,                            ,C                         ,R                      ,                              ,                    ,              ,F                         ,                     ,                     ,                  ,                    ,R                       ,F                      ,C                       ,                           ,                   ,                      ,                             ,F                ,F                    ,                              ,                    ,                  ,                         ,                       ,C                        ,                    ,                         ,                   ,R                           ,                      ,R                            ,                      ,R              ,R                      ,C                           ,R                        ,                   ,                 ,F                      ,                          ,R                  ,                        ,                       ,C                       ,                          ,                                  ,                   ,                         ,                           ,                                       ,                     ,                         ,                          ,                   ,                       ,                            ,                            ,                     ,                         ,                      ,                      ,                      ,                    ,                    ,                                     ,                    ,               ,                            ,                                     ,                     ,                             ,                     ,From Leg 159SR Ch 34 Table 2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,N17               ,              ,159, 959,B, 12,H, 3,  59.00,    103.5900,Norris   ,Planktonic Foraminifers                      ,C              ,G                 ,F                             ,R                        ,                  ,                        ,                          ,                        ,                         ,                   ,                         ,                            ,C                         ,R                      ,                              ,F                   ,              ,R                         ,                     ,R                    ,                  ,                    ,R                       ,                       ,                        ,                           ,                   ,                      ,                             ,F                ,F                    ,                              ,                    ,                  ,                         ,                       ,F                        ,                    ,                         ,                   ,R                           ,                      ,                             ,                      ,               ,R                      ,                            ,F                        ,                   ,R                ,F                      ,                          ,R                  ,                        ,                       ,C                       ,                          ,                                  ,                   ,                         ,                           ,                                       ,                     ,                         ,                          ,                   ,                       ,                            ,                            ,                     ,                         ,                      ,                      ,                      ,                    ,                    ,                                     ,                    ,               ,                            ,                                     ,                     ,                             ,                     ,From Leg 159SR Ch 34 Table 2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,N17               ,              ,159, 959,B, 12,H, 4,  59.00,    105.0900,Norris   ,Planktonic Foraminifers                      ,A              ,G                 ,F                             ,R                        ,                  ,                        ,                          ,                        ,                         ,                   ,F                        ,                            ,C                         ,R                      ,                              ,                    ,              ,F                         ,                     ,R                    ,                  ,                    ,R                       ,F                      ,C                       ,                           ,                   ,                      ,                             ,F                ,C                    ,                              ,                    ,                  ,                         ,                       ,                         ,                    ,                         ,                   ,R                           ,                      ,                             ,                      ,               ,                       ,C                           ,F                        ,                   ,R                ,F                      ,                          ,R                  ,                        ,                       ,F                       ,                          ,                                  ,                   ,                         ,                           ,                                       ,                     ,                         ,                          ,                   ,                       ,                            ,                            ,                     ,                         ,                      ,                      ,                      ,                    ,                    ,                                     ,                    ,               ,                            ,                                     ,                     ,                             ,                     ,From Leg 159SR Ch 34 Table 2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,N17               ,              ,159, 959,B, 12,H, 5,  59.00,    106.5900,Norris   ,Planktonic Foraminifers                      ,A              ,G                 ,F                             ,                         ,                  ,                        ,                          ,                        ,                         ,                   ,R                        ,                            ,C                         ,R                      ,                              ,                    ,              ,F                         ,                     ,R                    ,                  ,                    ,F                       ,                       ,                        ,                           ,                   ,                      ,                             ,F                ,T                    ,                              ,                    ,                  ,                         ,                       ,                         ,R                   ,                         ,                   ,R                           ,                      ,                             ,                      ,R              ,                       ,C                           ,                         ,                   ,F                ,F                      ,                          ,                   ,                        ,                       ,R                       ,                          ,                                  ,                   ,                         ,                           ,                                       ,                     ,                         ,                          ,                   ,                       ,                            ,                            ,                     ,                         ,                      ,                      ,                      ,                    ,                    ,                                     ,                    ,               ,                            ,                                     ,                     ,                             ,                     ,From Leg 159SR Ch 34 Table 2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,N17               ,              ,159, 959,B, 12,H, 6,  59.00,    108.0900,Norris   ,Planktonic Foraminifers                      ,A              ,G                 ,F                             ,R                        ,                  ,                        ,                          ,                        ,                         ,                   ,R                        ,                            ,                          ,R                      ,                              ,F                   ,              ,                          ,                     ,R                    ,                  ,                    ,F                       ,                       ,C                       ,                           ,                   ,                      ,                             ,F                ,C                    ,                              ,R                   ,                  ,                         ,                       ,F                        ,R                   ,                         ,                   ,F                           ,                      ,                             ,                      ,               ,                       ,C                           ,F                        ,R                  ,R                ,F                      ,                          ,F                  ,                        ,                       ,R                       ,                          ,                                  ,                   ,                         ,                           ,                                       ,                     ,                         ,                          ,                   ,                       ,                            ,                            ,                     ,                         ,                      ,                      ,                      ,                    ,                    ,                                     ,                    ,               ,                            ,                                     ,                     ,                             ,                     ,From Leg 159SR Ch 34 Table 2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,N17               ,              ,159, 959,B, 12,H,CC,  16.00,    109.6800,Norris   ,Planktonic Foraminifers                      ,C              ,G                 ,+                             ,+                        ,                  ,                        ,                          ,                        ,                         ,                   ,                         ,                            ,+                         ,R                      ,                              ,                    ,              ,+                         ,                     ,                     ,                  ,                    ,                        ,                       ,+                       ,                           ,                   ,                      ,                             ,+                ,+                    ,                              ,                    ,                  ,                         ,                       ,                         ,R                   ,                         ,                   ,                            ,                      ,                             ,                      ,               ,                       ,                            ,+                        ,                   ,                 ,                       ,                          ,                   ,                        ,                       ,+                       ,                          ,                                  ,                   ,                         ,                           ,                                       ,                     ,                         ,                          ,                   ,                       ,                            ,                            ,                     ,                         ,                      ,                      ,                      ,                    ,                    ,                                     ,                    ,               ,                            ,                                     ,                     ,                             ,                     ,From Leg 159SR Ch 34 Table 2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,N17               ,              ,159, 959,B, 13,H, 1,  59.00,    110.0900,Norris   ,Planktonic Foraminifers                      ,C              ,M                 ,R                             ,R                        ,                  ,                        ,                          ,                        ,                         ,                   ,R                        ,                            ,C                         ,R                      ,                              ,R                   ,              ,F                         ,                     ,                     ,                  ,                    ,F                       ,F                      ,C                       ,                           ,                   ,                      ,                             ,F                ,                     ,                              ,                    ,                  ,                         ,                       ,T                        ,F                   ,                         ,                   ,                            ,                      ,R                            ,                      ,               ,F                      ,R                           ,F                        ,                   ,R                ,F                      ,                          ,                   ,                        ,                       ,                        ,                          ,                                  ,                   ,                         ,                           ,                                       ,                     ,                         ,                          ,                   ,                       ,                            ,                            ,                     ,                         ,                      ,                      ,                      ,                    ,                    ,                                     ,                    ,               ,                            ,                                     ,                     ,                             ,                     ,From Leg 159SR Ch 34 Table 2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,N17               ,              ,159, 959,B, 13,H, 2,  59.00,    111.5900,Norris   ,Planktonic Foraminifers                      ,F              ,M                 ,R                             ,                         ,                  ,                        ,                          ,                        ,                         ,                   ,R                        ,                            ,                          ,R                      ,                              ,                    ,              ,R                         ,                     ,                     ,                  ,                    ,R                       ,                       ,F                       ,                           ,                   ,                      ,                             ,                 ,                     ,                              ,R                   ,                  ,                         ,                       ,R                        ,F                   ,                         ,                   ,R                           ,                      ,R                            ,                      ,               ,F                      ,R                           ,                         ,                   ,                 ,                       ,                          ,                   ,                        ,                       ,F                       ,                          ,                                  ,                   ,                         ,                           ,                                       ,                     ,                         ,                          ,                   ,                       ,                            ,                            ,                     ,                         ,                      ,                      ,                      ,                    ,                    ,                                     ,                    ,               ,                            ,                                     ,                     ,                             ,                     ,From Leg 159SR Ch 34 Table 2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,N17               ,              ,159, 959,B, 13,H, 3,  59.00,    113.0900,Norris   ,Planktonic Foraminifers                      ,F              ,M                 ,                              ,                         ,                  ,                        ,                          ,                        ,                         ,                   ,                         ,                            ,C                         ,R                      ,                              ,                    ,              ,F                         ,                     ,                     ,                  ,                    ,R                       ,C                      ,C                       ,                           ,                   ,                      ,                             ,R                ,R                    ,                              ,R                   ,                  ,                         ,                       ,                         ,                    ,                         ,                   ,                            ,                      ,                             ,                      ,               ,R                      ,R                           ,                         ,                   ,                 ,R                      ,                          ,                   ,                        ,                       ,F                       ,                          ,                                  ,                   ,                         ,                           ,                                       ,                     ,                         ,                          ,                   ,                       ,                            ,                            ,                     ,                         ,                      ,                      ,                      ,                    ,                    ,                                     ,                    ,               ,                            ,                                     ,                     ,                             ,                     ,From Leg 159SR Ch 34 Table 2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,N17               ,              ,159, 959,B, 13,H, 4,  59.00,    114.5900,Norris   ,Planktonic Foraminifers                      ,C              ,M                 ,R                             ,R                        ,                  ,                        ,                          ,                        ,                         ,                   ,R                        ,                            ,F                         ,R                      ,                              ,R                   ,              ,F                         ,                     ,                     ,                  ,                    ,R                       ,F                      ,C                       ,                           ,                   ,                      ,                             ,F                ,                     ,                              ,R                   ,                  ,                         ,                       ,                         ,R                   ,                         ,                   ,                            ,                      ,R                            ,                      ,R              ,                       ,F                           ,R                        ,                   ,                 ,                       ,                          ,                   ,R                       ,                       ,F                       ,                          ,                                  ,                   ,                         ,                           ,                                       ,                     ,                         ,                          ,                   ,                       ,                            ,                            ,                     ,                         ,                      ,                      ,                      ,                    ,                    ,                                     ,                    ,               ,                            ,                                     ,                     ,                             ,                     ,From Leg 159SR Ch 34 Table 2
