Data	Age From (oldest)	Age To (youngest)	Zone From (bottom)	Zone To  (top)	Leg	Site	H	Cor	T	Sc	Top(cm)	Depth (mbsf)	Scientist	Fossil Group                                 	Group Abundance	Group Preservation	Spirosigmoilinella compressa	Rhabdammina spp.	Martinottiella sp. A	Hippocrepinella(?) sp.	Eggerella bradyi	Cyclammina cf. japonica	Cribrostomoides cf. crassimargo	Bathysiphon spp.	Ammobaculites spp.	Cyclammina? sp.	Cyclammina sp.	Ammosphaeroidina spp.	Ammodiscus tenuis	Ammodiscus macilentus	Martinottiella communis	Agglutinated spp. (indeterminate)	Bermudezina aminaensis	Martinottiella nodulosa	Lenticulina spp.	Haplophragmoides sp. C	Oridorsalis umbonatus	Oolina sp. A	Cibicidoides sp.	Cibicidoides bradyi	Uvigerina proboscidea	Trochammina cf. globigeriniformis	Stilostomella sp.	Sphaeroidina japonica	Schizammina sp.           	Saccammina cf. sphaerica	Reophax spp.	Quinqueloculina sp.	Pyrgo sp.	Pullenia salisburyi	Oolina sp.	Marginulina sp.	Haplophragmoides sp.	Gyroidinoides planulatus	Gyroidina orbicularis	Globobulimina pupoides	Globobulimina perversa	Glandulina cf. nipponica	Elphidium cf. perforatum	Cyclammina cancellata	Cribrostomoides sp.	Cibicidoides wuellerstorfi	Bulimina striata	Bulimina rostrata	Uvigerina hispida	Pseudoparrella sp. A	Oridorsalis tener	Haplophragmoides spp.	Gyroidina tumidulus	Globobulimina auriculata	Elphidium subincertum	Eilohedra rotunda	Eggerella sp. A	Cibicides wuellerstorfi	Cibicides sp. A	Ammodiscus incertus	Sphaeroidina sp.	Pullenia bulloides	Fissurina sp. A	Fissurina marginata (compressed)	Elphidium sp.	Discammina sp.	Valvulineria sp.	Textularia candeiana	Sphaeroidina spp.	Sphaeroidina bulloides	Quinqueloculina akneriana	Parafissurina cf. P. curta	Nonionella spp.	Nodosariid taxa	Miliolinella sp. A	Miliammina echigoensis	Lenticulina sp. A	Lenticulina lucidus	Lagena elongata	Gyroidina sp. A	Gyroidina lamarckiana	Globobulimina cf. G. pacifica	Fissurina kerguelenensis	Cibicides spp.	Cibicides sp. B	Cibicides aknerianus	Calcareous sp. indeterminate	Thalmannammina cf. parkerae	Trochammina(?) sp.	Pullenia quinqueloba	Proteonina compressa	Melonis nicobarense	Globobulimina sp.	Fissurina marginata	Melonis pompilioides	Thalmannammina(?) sp.	Pyrgo(?) sp.	Oolina sp. B	Nodosaria sp.	Fissurina spp.	Uvigerina senticosa	Quadrimorphina sp.	Astrononion sp.	Anomalinoides sp.	Haplophragmoides(?) sp.	Discammina compressa	Reophax(?) sp.	Elphidium cf. bartletti	Ammodiscus sp. A	Plectina nipponica	Trochammina sp.	Cyclammina spp.	Cyclammina cf. C. tani	Textularia sp.	Proteonina cf. compressa	Pullenia spp.	Technitella sp.	Hippocrepinella variabilis	Cyclammina ezoensis	Cyclammina pusilla	Haplophragmoides compressum	Hormosina sp.	Haplophragmoides sp. F	Haplophragmoides sp. E	Ammodiscus sp. B	Cyclammina orbicularis	Karreriella sp. A	Haplophragmoides sp. G	Haplophragmoides sp. B	Gyroidina sp. B 	Globocassidulina subglobosa	Ammodiscus sp. C	Quinqueloculina spp.	Gyroidina soldanii	Eggerella sp. B	Cibicides sp. C	Globocassidulina globosa	Haplophragmoides sp. A	Ammodiscus spp.	Ammovertellina sp.	Comment

  SR	Middle Miocene   	                 	                  	              	127	 795	B	 27	R	 3	 114.00	    620.1400	Nomura   	Benthic Foraminifers                         	               	                  	                            	+               	52.8%               	                      	2.8%            	                       	                               	                	                  	               	2.8%          	                     	                 	                     	                       	                                 	                      	                       	                	                      	                     	            	5.6%            	                   	                     	                                 	                 	                     	                          	                        	            	                   	         	                   	          	2.8%           	                    	                        	2.8%                 	                      	                      	                        	                        	                     	                   	                          	                	                 	                 	                    	                 	                     	                   	                        	                     	                 	               	                       	               	                   	                	                  	               	                                	             	              	                	                    	                 	                      	                         	                          	               	               	                  	                      	                 	                   	               	               	                     	                             	                        	              	               	                    	                            	3.8%                       	                  	                    	                    	                   	                 	                   	                    	                     	            	            	             	              	                   	                  	               	                 	                       	                    	              	                       	                	                  	               	               	                      	              	                        	             	               	                          	                   	                  	                           	             	                      	                      	                	                      	                 	                      	                      	                	                           	                	                    	                  	               	               	                        	                      	               	                  	Miscellaneous taxa = 26.7% ; from ODP Legs 127&128 SR Chapter 29 Table 2 p 500-505

  SR	                 	                 	                  	              	127	 795	B	 27	R	CC	  24.00	    623.4100	Brunner  	Benthic Foraminifers                         	               	                  	                            	                	                    	                      	                	                       	                               	                	                  	               	              	                     	                 	                     	4                      	4                                	                      	1                      	                	                      	                     	            	                	                   	                     	                                 	                 	                     	                          	                        	            	                   	         	1                  	          	               	                    	                        	8                    	                      	                      	                        	                        	                     	                   	                          	                	                 	                 	                    	6                	                     	                   	26                      	3                    	                 	               	12                     	               	                   	                	3                 	               	                                	             	              	1               	2                   	1                	2                     	3                        	5                         	1              	5              	1                 	1                     	1                	1                  	1              	1              	4                    	2                            	1                       	1             	1              	1                   	3                           	                           	                  	                    	                    	                   	                 	                   	                    	                     	            	            	             	              	                   	                  	               	                 	                       	                    	              	                       	                	                  	               	               	                      	              	                        	             	               	                          	                   	                  	                           	             	                      	                      	                	                      	                 	                      	                      	                	                           	                	                    	                  	               	               	                        	                      	               	                  	from ODP Leg 127&128 SR Chapter 12 Table 3 p 194-197

  SR	Middle Miocene   	                 	                  	              	127	 795	B	 28	R	 2	 118.00	    628.3800	Nomura   	Benthic Foraminifers                         	               	                  	                            	+               	23.0%               	                      	6.6%            	                       	                               	+               	                  	               	              	                     	                 	8.2%                 	                       	                                 	                      	                       	                	                      	1.6%                 	            	1.6%            	8.2%               	                     	                                 	                 	                     	+                         	3.3%                    	            	                   	         	                   	          	               	13.1%               	13.1%                   	                     	                      	                      	                        	4.9%                    	                     	1.6%               	4.9%                      	                	                 	                 	                    	                 	                     	                   	                        	                     	                 	               	                       	               	                   	                	3.3%              	               	1.6%                            	1.6%         	8.3%          	                	                    	                 	                      	                         	                          	               	               	                  	                      	                 	                   	               	               	                     	                             	                        	              	               	                    	                            	                           	                  	                    	                    	                   	                 	                   	                    	                     	            	            	             	              	                   	                  	               	                 	                       	                    	              	                       	                	                  	               	               	                      	              	                        	             	               	                          	                   	                  	                           	             	                      	                      	                	                      	                 	                      	                      	                	                           	                	                    	                  	               	               	                        	                      	               	                  	Miscellaneous taxa = 8.1% ; from ODP Legs 127&128 SR Chapter 29 Table 2 p 500-505

  SR	Middle Miocene   	                 	                  	              	127	 795	B	 28	R	 4	 117.00	    631.3700	Nomura   	Benthic Foraminifers                         	               	                  	                            	                	14.3%               	                      	6.1%            	                       	                               	+               	                  	4.1%           	              	2.0%                 	                 	14.3%                	                       	                                 	                      	                       	                	                      	4.1%                 	            	                	2.0%               	                     	                                 	                 	                     	                          	                        	            	2.0%               	         	                   	          	               	8.2%                	8.2%                    	2.0%                 	2.0%                  	                      	                        	                        	                     	                   	6.1%                      	2.0%            	                 	                 	                    	                 	                     	                   	                        	                     	                 	               	                       	               	                   	2.0%            	2.0%              	2.0%           	                                	             	              	                	                    	                 	                      	                         	                          	               	               	                  	                      	                 	                   	               	               	                     	                             	                        	              	               	                    	                            	                           	                  	                    	                    	                   	                 	                   	                    	                     	            	            	             	              	                   	                  	               	                 	                       	                    	              	                       	                	                  	               	               	                      	              	                        	             	               	                          	                   	                  	                           	             	                      	                      	                	                      	                 	                      	                      	                	                           	                	                    	                  	               	               	                        	                      	               	                  	Miscellaneous taxa = 24.5% ; from ODP Legs 127&128 SR Chapter 29 Table 2 p 500-505

  SR	                 	                 	                  	              	127	 795	B	 28	R	CC	  17.00	    633.1800	Brunner  	Benthic Foraminifers                         	               	                  	                            	                	                    	                      	                	                       	                               	                	                  	               	              	                     	                 	                     	8                      	12                               	                      	                       	                	                      	                     	            	                	                   	                     	                                 	                 	                     	                          	                        	            	                   	         	                   	          	               	                    	                        	                     	                      	                      	                        	                        	                     	                   	                          	                	                 	2                	2                   	2                	12                   	1                  	2                       	3                    	1                	3              	1                      	3              	2                  	                	                  	               	                                	             	              	                	                    	                 	                      	                         	                          	               	               	                  	                      	                 	                   	               	               	                     	                             	                        	              	               	                    	                            	                           	                  	                    	                    	                   	                 	                   	                    	                     	            	            	             	              	                   	                  	               	                 	                       	                    	              	                       	                	                  	               	               	                      	              	                        	             	               	                          	                   	                  	                           	             	                      	                      	                	                      	                 	                      	                      	                	                           	                	                    	                  	               	               	                        	                      	               	                  	from ODP Leg 127&128 SR Chapter 12 Table 3 p 194-197

  SR	Middle Miocene   	                 	                  	              	127	 795	B	 29	R	 2	 116.00	    637.9600	Nomura   	Benthic Foraminifers                         	               	                  	                            	+               	19.9%               	                      	12.8%           	                       	3.8%                           	                	                  	               	1.9%          	                     	                 	5.1%                 	.6%                    	                                 	                      	                       	                	                      	11.5%                	            	                	2.6%               	3.8%                 	1.3%                             	1.9%             	.6%                  	+                         	.6%                     	.6%         	.6%                	.6%      	.6%                	.6%       	.6%            	1.3%                	1.3%                    	3.8%                 	2.6%                  	1.3%                  	.6%                     	3.2%                    	.6%                  	.6%                	7.1%                      	1.3%            	.6%              	                 	                    	                 	                     	                   	                        	                     	                 	               	                       	               	                   	                	                  	               	                                	             	              	                	                    	                 	                      	                         	                          	               	               	                  	                      	                 	                   	               	               	                     	                             	                        	              	               	                    	                            	                           	                  	                    	                    	                   	                 	                   	                    	                     	            	            	             	              	                   	                  	               	                 	                       	                    	              	                       	                	                  	               	               	                      	              	                        	             	               	                          	                   	                  	                           	             	                      	                      	                	                      	                 	                      	                      	                	                           	                	                    	                  	               	               	                        	                      	               	                  	Miscellaneous taxa =  5.8%; from ODP Legs 127&128 SR Chapter 29 Table 2 p 500-505

  SR	Middle Miocene   	                 	                  	              	127	 795	B	 29	R	 3	 116.00	    639.4600	Nomura   	Benthic Foraminifers                         	               	                  	2.3%                        	+               	60.8%               	                      	18.5%           	                       	8.5%                           	                	                  	.8%            	              	                     	                 	                     	                       	                                 	                      	                       	.6%             	                      	3.8%                 	.8%         	.8%             	.8%                	                     	                                 	                 	                     	                          	                        	            	                   	         	                   	          	               	                    	                        	                     	                      	                      	                        	                        	                     	                   	                          	                	                 	                 	                    	                 	                     	                   	                        	                     	                 	               	                       	               	                   	                	                  	               	                                	             	              	                	                    	                 	                      	                         	                          	               	               	                  	                      	                 	                   	               	               	                     	                             	                        	              	               	                    	                            	                           	                  	                    	                    	                   	                 	                   	                    	                     	            	            	             	              	                   	                  	               	                 	                       	                    	              	                       	                	                  	               	               	                      	              	                        	             	               	                          	                   	                  	                           	             	                      	                      	                	                      	                 	                      	                      	                	                           	                	                    	                  	               	               	                        	                      	               	                  	Miscellaneous taxa =  2.4%; from ODP Legs 127&128 SR Chapter 29 Table 2 p 500-505

  SR	                 	                 	                  	              	127	 795	B	 29	R	CC	  17.00	    641.8500	Brunner  	Benthic Foraminifers                         	               	                  	                            	                	                    	                      	                	                       	                               	                	                  	               	              	                     	                 	                     	15                     	1                                	                      	                       	                	4                     	                     	            	                	                   	                     	                                 	                 	                     	                          	                        	            	                   	         	                   	          	               	                    	                        	                     	                      	                      	                        	                        	                     	                   	                          	                	                 	                 	                    	                 	                     	                   	                        	                     	                 	               	                       	               	                   	                	                  	               	                                	             	              	                	                    	                 	                      	                         	                          	               	               	                  	                      	                 	                   	               	               	                     	                             	                        	              	               	                    	                            	                           	                  	                    	                    	                   	                 	                   	                    	                     	            	            	             	              	                   	                  	               	                 	                       	                    	              	                       	                	                  	               	               	                      	              	                        	             	               	                          	                   	                  	                           	             	                      	                      	                	                      	                 	                      	                      	                	                           	                	                    	                  	               	               	                        	                      	               	                  	from ODP Leg 127&128 SR Chapter 12 Table 3 p 194-197

  SR	Middle Miocene   	                 	                  	              	127	 795	B	 30	R	 2	 110.00	    647.5000	Nomura   	Benthic Foraminifers                         	               	                  	                            	+               	40.5%               	                      	5.4%            	                       	8.1%                           	                	                  	               	              	                     	                 	5.4%                 	                       	                                 	5.4%                  	                       	.8%             	                      	                     	            	                	                   	                     	                                 	                 	                     	                          	                        	            	                   	         	                   	          	               	                    	                        	                     	                      	                      	                        	                        	                     	                   	                          	                	                 	                 	                    	                 	                     	                   	                        	                     	                 	               	                       	               	                   	                	                  	               	                                	             	              	                	                    	                 	                      	                         	                          	               	               	                  	                      	                 	                   	               	               	                     	                             	                        	              	               	                    	                            	                           	                  	                    	                    	                   	                 	                   	                    	                     	            	            	             	              	                   	                  	               	                 	                       	                    	              	                       	                	                  	               	               	                      	              	                        	             	               	                          	                   	                  	                           	             	                      	                      	                	                      	                 	                      	                      	                	                           	                	                    	                  	               	               	                        	                      	               	                  	Miscellaneous taxa =  34.4%; from ODP Legs 127&128 SR Chapter 29 Table 2 p 500-505

  SR	                 	                 	                  	              	127	 795	B	 30	R	CC	  18.00	    653.5300	Brunner  	Benthic Foraminifers                         	               	                  	1                           	                	                    	                      	                	                       	                               	                	                  	               	              	                     	                 	                     	6                      	2                                	                      	5                      	                	                      	                     	            	                	                   	                     	                                 	                 	                     	                          	                        	            	                   	         	                   	          	               	                    	                        	                     	                      	                      	                        	                        	                     	                   	                          	                	                 	                 	                    	                 	                     	                   	                        	                     	                 	               	                       	               	                   	                	                  	               	                                	             	              	                	                    	                 	                      	                         	                          	               	               	                  	                      	                 	                   	               	               	                     	                             	                        	              	               	                    	                            	                           	                  	                    	                    	                   	                 	                   	                    	                     	            	            	             	              	                   	                  	               	                 	                       	                    	              	                       	                	                  	               	               	                      	              	                        	             	               	                          	                   	                  	                           	             	                      	                      	                	                      	                 	                      	                      	                	                           	                	                    	                  	               	               	                        	                      	               	                  	from ODP Leg 127&128 SR Chapter 12 Table 3 p 194-197

  SR	Middle Miocene   	                 	                  	              	127	 795	B	 31	R	 1	 112.00	    655.6200	Nomura   	Benthic Foraminifers                         	               	                  	                            	+               	57.1%               	                      	3.6%            	                       	3.6%                           	                	                  	               	              	                     	                 	3.6%                 	                       	                                 	7.1%                  	                       	                	                      	                     	            	                	                   	                     	                                 	                 	                     	                          	                        	            	                   	         	                   	          	               	                    	                        	                     	                      	                      	                        	                        	                     	                   	                          	                	                 	                 	                    	                 	                     	                   	                        	                     	                 	               	                       	               	                   	                	                  	               	                                	             	              	                	                    	                 	                      	                         	                          	               	               	                  	                      	                 	                   	               	               	                     	                             	                        	              	               	                    	                            	                           	                  	                    	                    	                   	                 	                   	                    	                     	            	            	             	              	                   	                  	               	                 	                       	                    	              	                       	                	                  	               	               	                      	              	                        	             	               	                          	                   	                  	                           	             	                      	                      	                	                      	                 	                      	                      	                	                           	                	                    	                  	               	               	                        	                      	               	                  	Miscellaneous taxa =  25%; from ODP Legs 127&128 SR Chapter 29 Table 2 p 500-505

  SR	                 	                 	                  	              	127	 795	B	 31	R	CC	  12.00	    662.6100	Brunner  	Benthic Foraminifers                         	               	                  	                            	                	                    	                      	                	                       	                               	                	                  	               	              	                     	                 	                     	5                      	8                                	                      	                       	                	                      	                     	            	                	                   	                     	                                 	                 	                     	                          	                        	            	                   	         	                   	          	               	                    	                        	                     	                      	                      	                        	                        	                     	                   	                          	                	                 	                 	                    	                 	                     	                   	                        	                     	                 	               	                       	               	                   	                	                  	               	                                	             	              	                	                    	                 	                      	                         	                          	               	               	                  	                      	                 	                   	               	               	                     	                             	                        	              	               	                    	                            	                           	                  	                    	                    	                   	                 	                   	                    	                     	            	            	             	              	                   	                  	               	                 	                       	                    	              	                       	                	                  	               	               	                      	              	                        	             	               	                          	                   	                  	                           	             	                      	                      	                	                      	                 	                      	                      	                	                           	                	                    	                  	               	               	                        	                      	               	                  	from ODP Leg 127&128 SR Chapter 12 Table 3 p 194-197

  SR	Middle Miocene   	                 	                  	              	127	 795	B	 32	R	 1	 106.00	    665.2600	Nomura   	Benthic Foraminifers                         	               	                  	20.7%                       	+               	45.7%               	                      	4.3%            	                       	4.3%                           	+               	                  	1.1%           	1.1%          	1.1%                 	4.3%             	2.2%                 	                       	                                 	                      	                       	                	                      	                     	            	                	                   	                     	                                 	                 	                     	                          	                        	            	                   	         	                   	          	               	                    	                        	                     	                      	                      	                        	                        	                     	                   	                          	                	                 	                 	                    	                 	                     	                   	                        	                     	                 	               	                       	               	                   	                	                  	               	                                	             	              	                	                    	                 	                      	                         	                          	               	               	                  	                      	                 	                   	               	               	                     	                             	                        	              	               	                    	                            	                           	                  	                    	                    	                   	                 	                   	                    	                     	            	            	             	              	                   	                  	               	                 	                       	                    	              	                       	                	                  	               	               	                      	              	                        	             	               	                          	                   	                  	                           	             	                      	                      	                	                      	                 	                      	                      	                	                           	                	                    	                  	               	               	                        	                      	               	                  	Miscellaneous taxa = 15.2% ; from ODP Legs 127&128 SR Chapter 29 Table 2 p 500-505

  SR	Middle Miocene   	                 	                  	              	127	 795	B	 33	R	 1	 106.00	    674.9600	Nomura   	Benthic Foraminifers                         	               	                  	13.8%                       	+               	70.0%               	1.1%                  	6.3%            	1.3%                   	6.3%                           	+               	1.3%              	               	              	                     	                 	                     	                       	                                 	                      	                       	                	                      	                     	            	                	                   	                     	                                 	                 	                     	                          	                        	            	                   	         	                   	          	               	                    	                        	                     	                      	                      	                        	                        	                     	                   	                          	                	                 	                 	                    	                 	                     	                   	                        	                     	                 	               	                       	               	                   	                	                  	               	                                	             	              	                	                    	                 	                      	                         	                          	               	               	                  	                      	                 	                   	               	               	                     	                             	                        	              	               	                    	                            	                           	                  	                    	                    	                   	                 	                   	                    	                     	            	            	             	              	                   	                  	               	                 	                       	                    	              	                       	                	                  	               	               	                      	              	                        	             	               	                          	                   	                  	                           	             	                      	                      	                	                      	                 	                      	                      	                	                           	                	                    	                  	               	               	                        	                      	               	                  	Miscellaneous taxa =  0.2%; from ODP Legs 127&128 SR Chapter 29 Table 2 p 500-505

