Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Reticulofenestra pseudoumbilica(5-7microns),Reticulofenestra haqii,Coronocyclus nitescens,Sphenolithus moriformis,Discoaster spp.,Cyclicargolithus floridanus,Coccolithus pelagicus,Umbilicosphaera rotula,Triquetrorhabdulus milowii,Reticulofenestra minuta,Orthorhabdus serratus,Helicosphaera spp.,Hayella challengeri,Discoaster deflandrei,Cryptococcolithus mediaperforatus,Calcidiscus leptoporus,Amaurolithus primus,Reticulofenestra pseudoumbilica (>7microns),Pontosphaera multipora,Helicosphaera intermedia,Discoaster kugleri,Discoaster challengeri,Coccolithus miopelagicus,Calcidiscus premacintyrei,Sphenolithus spp.,Sphenolithus grandis,Umbilicosphaera jafari,Helicosphaera carteri,Discoaster exilis,Sphenolithus abies,Helicosphaera orientalis,Calcidiscus macintyrei,Helicosphaera granulata,Discoaster bollii,Catinaster coalitus,Calcidiscus tropicus,Scapholithus fossilis,Discoaster braarudii,Discoaster pansus,Catinaster calyculus,Catinaster spp.,Discoaster calcaris,Discoaster subsurculus,Discoaster hamatus,Discoaster prepentaradiatus,Discoaster pentaradiatus,Discoaster bellus,Discoaster variabilis,Discoaster neorectus,Discoaster quinqueramus,Discoaster bergenii,Discoaster surculus,Discoaster berggrenii,Scyphosphaera pulcherrima,Discoaster triradiatus,Amaurolithus tricorniculatus,Amaurolithus delicatus,Amaurolithus amplificus,Angulolithina arca,Florisphaera profunda,Discoaster brouweri,Scyphosphaera ventriosa,Scyphosphaera tubifera,Scyphosphaera globulata,Gephyrocapsa spp. (small),Discoaster asymmetricus,Pseudoemiliania ovata,Reticulofenestra minutula,Pseudoemiliania lacunosa,Ceratolithus cristatus,Sphenolithus heteromorphus,Pontosphaera japonica,Discoaster tamalis,Coccolithus pelagicus (with bar),Umbilicosphaera sibogae var. sibogae,Gephyrocapsa muellerae,Cyclolithus annulus,Umbilicosphaera sibogae var. foliosa,Syracosphaera pulchra,Pontosphaera discopora,Helicosphaera sellii,Helicosphaera carteri var. walichii,Gephyrocapsa oceanica,Syracosphaera spp.,Reticulofenestra asanoi,Gephyrocapsa caribbeanica,Rhabdosphaera clavigera var. stylifera,Oolithotus fragilis,Reticulofenestra spp.,Holodiscolithus macroporus,Emiliania huxleyi,Gephyrocapsa large,Umbellosphaera tenuis,Braarudosphaera bigelowii,Solidopons petrae,Umbilicosphaera hulburtiana,Ceratolithus cristatus var. telesmus,Rhabdosphaera clavigera,Gephyrocapsa ericsonii,Helicosphaera inversa,Neosphaera coccolithomorpha,Umbellosphaera irregularis,Sphenolithus spiniger,Reticulofenestra bisecta,Discoaster barbadiensis,Braarudosphaera sp.,Comment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,NN7           ,190,1174,B, 85,R,CC,  15.00,    955.9200,nannos   ,Nannofossils                                 ,T              ,P                 ,                                           ,                      ,                      ,                       ,               ,                           ,                     ,                      ,                          ,                       ,                     ,                  ,                   ,                     ,                                 ,                      ,                   ,A                                          ,                      ,                        ,A                 ,                      ,                        ,                         ,                 ,                    ,                      ,                     ,A                ,                  ,                        ,                      ,                       ,                 ,                   ,                    ,                     ,                    ,                 ,                    ,               ,                   ,                      ,                  ,                           ,                        ,                 ,                     ,                    ,                       ,                   ,                   ,                     ,                         ,                      ,                            ,                      ,                       ,                  ,                     ,                   ,                       ,                      ,                       ,                         ,                       ,                     ,                         ,                        ,                      ,                          ,                     ,                  ,                                ,                                    ,                      ,                   ,                                    ,                     ,                      ,                    ,                                   ,                     ,                  ,                       ,                         ,                                      ,                   ,                     ,                          ,                 ,                  ,                     ,                         ,                 ,                           ,                                    ,                       ,                      ,                     ,                           ,                          ,                     ,                        ,                       ,                   ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,190,1174,B, 86,R,CC,  36.00,    965.7800,nannos   ,Nannofossils                                 ,T              ,P                 ,C                                          ,                      ,                      ,                       ,               ,                           ,                     ,C                     ,C                         ,                       ,F                    ,                  ,                   ,C                    ,                                 ,                      ,                   ,D                                          ,                      ,                        ,F                 ,                      ,                        ,                         ,                 ,C                   ,C                     ,                     ,C                ,C                 ,                        ,                      ,                       ,F                ,F                  ,                    ,                     ,                    ,C                ,F                   ,               ,                   ,                      ,                  ,                           ,                        ,                 ,                     ,                    ,                       ,                   ,                   ,                     ,                         ,                      ,                            ,                      ,                       ,                  ,                     ,                   ,                       ,                      ,                       ,                         ,                       ,                     ,                         ,                        ,                      ,                          ,                     ,                  ,                                ,                                    ,                      ,                   ,                                    ,                     ,                      ,                    ,                                   ,                     ,                  ,                       ,                         ,                                      ,                   ,                     ,                          ,                 ,                  ,                     ,                         ,                 ,                           ,                                    ,                       ,                      ,                     ,                           ,                          ,                     ,                        ,                       ,                   ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,190,1174,B, 89,R,CC,  31.00,    995.1700,Boeckel  ,Nannofossils                                 ,F              ,P                 ,A                                          ,A                     ,                      ,C                      ,A              ,                           ,                     ,C                     ,                          ,C                      ,                     ,                  ,                   ,                     ,                                 ,                      ,                   ,A                                          ,                      ,                        ,C                 ,                      ,                        ,                         ,                 ,C                   ,C                     ,                     ,C                ,                  ,                        ,                      ,                       ,C                ,                   ,                    ,C                    ,C                   ,                 ,                    ,               ,                   ,                      ,                  ,                           ,                        ,                 ,                     ,                    ,                       ,                   ,                   ,                     ,                         ,                      ,                            ,                      ,                       ,                  ,                     ,                   ,                       ,                      ,                       ,                         ,                       ,                     ,                         ,                        ,                      ,                          ,                     ,                  ,                                ,                                    ,                      ,                   ,                                    ,                     ,                      ,                    ,                                   ,                     ,                  ,                       ,                         ,                                      ,                   ,                     ,                          ,                 ,                  ,                     ,                         ,                 ,                           ,                                    ,                       ,                      ,                     ,                           ,                          ,                     ,                        ,                       ,                   ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,190,1174,B, 90,R, 2,  77.00,    997.1700,Boeckel  ,Nannofossils                                 ,R              ,P                 ,D                                          ,                      ,                      ,                       ,A              ,A                          ,                     ,                      ,                          ,                       ,                     ,                  ,                   ,A                    ,                                 ,                      ,                   ,                                           ,                      ,                        ,                  ,                      ,                        ,                         ,                 ,                    ,                      ,                     ,                 ,                  ,                        ,                      ,                       ,                 ,                   ,                    ,                     ,                    ,                 ,                    ,               ,                   ,                      ,                  ,                           ,                        ,                 ,                     ,                    ,                       ,                   ,                   ,                     ,                         ,                      ,                            ,                      ,                       ,                  ,                     ,                   ,                       ,                      ,                       ,                         ,                       ,                     ,                         ,                        ,                      ,                          ,                     ,                  ,                                ,                                    ,                      ,                   ,                                    ,                     ,                      ,                    ,                                   ,                     ,                  ,                       ,                         ,                                      ,                   ,                     ,                          ,                 ,                  ,                     ,                         ,                 ,                           ,                                    ,                       ,                      ,                     ,                           ,                          ,                     ,                        ,                       ,                   ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,190,1174,B, 90,R,CC,  24.00,    997.9500,nannos   ,Nannofossils                                 ,               ,                  ,A                                          ,C                     ,                      ,F                      ,               ,                           ,                     ,F                     ,                          ,C                      ,                     ,                  ,                   ,                     ,                                 ,                      ,                   ,A                                          ,                      ,                        ,F                 ,                      ,                        ,                         ,                 ,                    ,F                     ,                     ,C                ,F                 ,                        ,C                     ,                       ,                 ,F                  ,C                   ,                     ,                    ,                 ,                    ,               ,                   ,                      ,                  ,                           ,                        ,                 ,                     ,                    ,                       ,                   ,                   ,                     ,                         ,                      ,                            ,                      ,                       ,                  ,                     ,                   ,                       ,                      ,                       ,                         ,                       ,                     ,                         ,                        ,                      ,                          ,                     ,                  ,                                ,                                    ,                      ,                   ,                                    ,                     ,                      ,                    ,                                   ,                     ,                  ,                       ,                         ,                                      ,                   ,                     ,                          ,                 ,                  ,                     ,                         ,                 ,                           ,                                    ,                       ,                      ,                     ,                           ,                          ,                     ,                        ,                       ,                   ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,190,1174,B, 91,R,CC,  23.00,   1007.8700,nannos   ,Nannofossils                                 ,               ,                  ,C                                          ,C                     ,                      ,F                      ,F              ,                           ,C                    ,C                     ,                          ,D                      ,                     ,F                 ,                   ,F                    ,                                 ,C                     ,                   ,A                                          ,F                     ,                        ,F                 ,                      ,C                       ,                         ,F                ,F                   ,F                     ,                     ,                 ,F                 ,                        ,C                     ,                       ,                 ,                   ,                    ,                     ,                    ,                 ,                    ,               ,                   ,                      ,                  ,                           ,                        ,                 ,                     ,                    ,                       ,                   ,                   ,                     ,                         ,                      ,                            ,                      ,                       ,                  ,                     ,                   ,                       ,                      ,                       ,                         ,                       ,                     ,                         ,                        ,                      ,                          ,                     ,                  ,                                ,                                    ,                      ,                   ,                                    ,                     ,                      ,                    ,                                   ,                     ,                  ,                       ,                         ,                                      ,                   ,                     ,                          ,                 ,                  ,                     ,                         ,                 ,                           ,                                    ,                       ,                      ,                     ,                           ,                          ,                     ,                        ,                       ,                   ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,190,1174,B, 92,R,CC,  21.00,   1022.3900,nannos   ,Nannofossils                                 ,               ,                  ,A                                          ,                      ,                      ,                       ,               ,                           ,A                    ,                      ,                          ,                       ,                     ,                  ,                   ,                     ,                                 ,                      ,                   ,A                                          ,                      ,                        ,                  ,                      ,                        ,                         ,                 ,                    ,                      ,                     ,                 ,                  ,                        ,                      ,                       ,                 ,                   ,                    ,                     ,                    ,                 ,                    ,               ,                   ,                      ,                  ,                           ,                        ,                 ,                     ,                    ,                       ,                   ,                   ,                     ,                         ,                      ,                            ,                      ,                       ,                  ,                     ,                   ,                       ,                      ,                       ,                         ,                       ,                     ,                         ,                        ,                      ,                          ,                     ,                  ,                                ,                                    ,                      ,                   ,                                    ,                     ,                      ,                    ,                                   ,                     ,                  ,                       ,                         ,                                      ,                   ,                     ,                          ,                 ,                  ,                     ,                         ,                 ,                           ,                                    ,                       ,                      ,                     ,                           ,                          ,                     ,                        ,                       ,                   ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,190,1174,B, 93,R,CC,  28.00,   1031.0699,Boeckel  ,Nannofossils                                 ,R              ,P                 ,A                                          ,C                     ,F                     ,A                      ,A              ,                           ,C                    ,                      ,C                         ,C                      ,                     ,                  ,                   ,C                    ,                                 ,                      ,                   ,C                                          ,                      ,                        ,C                 ,                      ,                        ,                         ,C                ,                    ,                      ,                     ,A                ,                  ,                        ,                      ,                       ,F                ,                   ,                    ,                     ,                    ,                 ,                    ,               ,                   ,                      ,                  ,                           ,                        ,                 ,                     ,                    ,                       ,                   ,                   ,                     ,                         ,                      ,                            ,                      ,                       ,                  ,                     ,                   ,                       ,                      ,                       ,                         ,                       ,                     ,                         ,                        ,                      ,                          ,                     ,                  ,                                ,                                    ,                      ,                   ,                                    ,                     ,                      ,                    ,                                   ,                     ,                  ,                       ,                         ,                                      ,                   ,                     ,                          ,                 ,                  ,                     ,                         ,                 ,                           ,                                    ,                       ,                      ,                     ,                           ,                          ,                     ,                        ,                       ,                   ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,190,1174,B, 94,R,CC,  26.00,   1040.9200,nannos   ,Nannofossils                                 ,               ,                  ,A                                          ,A                     ,F                     ,C                      ,F              ,F                          ,C                    ,C                     ,                          ,A                      ,                     ,                  ,                   ,                     ,                                 ,F                     ,                   ,C                                          ,C                     ,F                       ,                  ,                      ,C                       ,                         ,F                ,C                   ,C                     ,                     ,F                ,C                 ,F                       ,C                     ,R                      ,                 ,                   ,                    ,                     ,                    ,                 ,                    ,               ,                   ,                      ,                  ,                           ,                        ,                 ,                     ,                    ,                       ,                   ,                   ,                     ,                         ,                      ,                            ,                      ,                       ,                  ,                     ,                   ,                       ,                      ,                       ,                         ,                       ,                     ,                         ,                        ,                      ,                          ,                     ,                  ,                                ,                                    ,                      ,                   ,                                    ,                     ,                      ,                    ,                                   ,                     ,                  ,                       ,                         ,                                      ,                   ,                     ,                          ,                 ,                  ,                     ,                         ,                 ,                           ,                                    ,                       ,                      ,                     ,                           ,                          ,                     ,                        ,                       ,                   ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,190,1174,B, 95,R,CC,  36.00,   1048.9301,nannos   ,Nannofossils                                 ,               ,                  ,A                                          ,A                     ,C                     ,C                      ,C              ,F                          ,C                    ,C                     ,                          ,A                      ,                     ,                  ,                   ,F                    ,                                 ,                      ,                   ,A                                          ,                      ,                        ,F                 ,                      ,C                       ,                         ,                 ,R                   ,                      ,                     ,F                ,F                 ,F                       ,C                     ,                       ,                 ,                   ,                    ,                     ,                    ,                 ,                    ,               ,                   ,                      ,                  ,                           ,                        ,                 ,                     ,                    ,                       ,                   ,                   ,                     ,                         ,                      ,                            ,                      ,                       ,                  ,                     ,                   ,                       ,                      ,                       ,                         ,                       ,                     ,                         ,                        ,                      ,                          ,                     ,                  ,                                ,                                    ,                      ,                   ,                                    ,                     ,                      ,                    ,                                   ,                     ,                  ,                       ,                         ,                                      ,                   ,                     ,                          ,                 ,                  ,                     ,                         ,                 ,                           ,                                    ,                       ,                      ,                     ,                           ,                          ,                     ,                        ,                       ,                   ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,190,1174,B, 96,R,CC,  17.00,   1058.6200,nannos   ,Nannofossils                                 ,               ,                  ,A                                          ,A                     ,                      ,C                      ,C              ,F                          ,F                    ,                      ,                          ,A                      ,                     ,                  ,                   ,                     ,                                 ,                      ,                   ,A                                          ,                      ,                        ,F                 ,                      ,                        ,                         ,                 ,C                   ,C                     ,F                    ,C                ,                  ,                        ,                      ,                       ,                 ,                   ,                    ,                     ,                    ,                 ,                    ,               ,                   ,                      ,                  ,                           ,                        ,                 ,                     ,                    ,                       ,                   ,                   ,                     ,                         ,                      ,                            ,                      ,                       ,                  ,                     ,                   ,                       ,                      ,                       ,                         ,                       ,                     ,                         ,                        ,                      ,                          ,                     ,                  ,                                ,                                    ,                      ,                   ,                                    ,                     ,                      ,                    ,                                   ,                     ,                  ,                       ,                         ,                                      ,                   ,                     ,                          ,                 ,                  ,                     ,                         ,                 ,                           ,                                    ,                       ,                      ,                     ,                           ,                          ,                     ,                        ,                       ,                   ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,190,1174,B, 98,R, 5,  74.00,   1077.1600,nannos   ,Nannofossils                                 ,               ,                  ,C                                          ,D                     ,                      ,C                      ,C              ,C                          ,F                    ,F                     ,                          ,A                      ,F                    ,                  ,                   ,C                    ,F                                ,                      ,                   ,F                                          ,                      ,                        ,F                 ,F                     ,                        ,                         ,F                ,F                   ,                      ,                     ,                 ,                  ,                        ,                      ,                       ,                 ,                   ,                    ,                     ,                    ,                 ,                    ,               ,                   ,                      ,                  ,                           ,                        ,                 ,                     ,                    ,                       ,                   ,                   ,                     ,                         ,                      ,                            ,                      ,                       ,                  ,                     ,                   ,                       ,                      ,                       ,                         ,                       ,                     ,                         ,                        ,                      ,                          ,                     ,                  ,                                ,                                    ,                      ,                   ,                                    ,                     ,                      ,                    ,                                   ,                     ,                  ,                       ,                         ,                                      ,                   ,                     ,                          ,                 ,                  ,                     ,                         ,                 ,                           ,                                    ,                       ,                      ,                     ,                           ,                          ,                     ,                        ,                       ,                   ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,190,1174,B, 99,R,CC,  30.00,   1083.9900,nannos   ,Nannofossils                                 ,               ,                  ,A                                          ,A                     ,F                     ,C                      ,C              ,C                          ,C                    ,C                     ,                          ,A                      ,R                    ,                  ,                   ,C                    ,                                 ,F                     ,                   ,C                                          ,F                     ,R                       ,F                 ,C                     ,R                       ,F                        ,                 ,                    ,                      ,                     ,                 ,                  ,                        ,                      ,                       ,                 ,                   ,                    ,                     ,                    ,                 ,                    ,               ,                   ,                      ,                  ,                           ,                        ,                 ,                     ,                    ,                       ,                   ,                   ,                     ,                         ,                      ,                            ,                      ,                       ,                  ,                     ,                   ,                       ,                      ,                       ,                         ,                       ,                     ,                         ,                        ,                      ,                          ,                     ,                  ,                                ,                                    ,                      ,                   ,                                    ,                     ,                      ,                    ,                                   ,                     ,                  ,                       ,                         ,                                      ,                   ,                     ,                          ,                 ,                  ,                     ,                         ,                 ,                           ,                                    ,                       ,                      ,                     ,                           ,                          ,                     ,                        ,                       ,                   ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,NN6               ,NN6           ,190,1174,B,100,R,CC,  27.00,   1093.9600,nannos   ,Nannofossils                                 ,               ,                  ,A                                          ,A                     ,                      ,C                      ,C              ,A                          ,C                    ,F                     ,F                         ,A                      ,F                    ,F                 ,F                  ,C                    ,R                                ,F                     ,F                  ,                                           ,                      ,                        ,                  ,                      ,                        ,                         ,                 ,                    ,                      ,                     ,                 ,                  ,                        ,                      ,                       ,                 ,                   ,                    ,                     ,                    ,                 ,                    ,               ,                   ,                      ,                  ,                           ,                        ,                 ,                     ,                    ,                       ,                   ,                   ,                     ,                         ,                      ,                            ,                      ,                       ,                  ,                     ,                   ,                       ,                      ,                       ,                         ,                       ,                     ,                         ,                        ,                      ,                          ,                     ,                  ,                                ,                                    ,                      ,                   ,                                    ,                     ,                      ,                    ,                                   ,                     ,                  ,                       ,                         ,                                      ,                   ,                     ,                          ,                 ,                  ,                     ,                         ,                 ,                           ,                                    ,                       ,                      ,                     ,                           ,                          ,                     ,                        ,                       ,                   ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,190,1174,B,101,R,CC,  26.00,   1102.5000,nannos   ,Nannofossils                                 ,               ,                  ,A                                          ,                      ,                      ,A                      ,A              ,A                          ,A                    ,                      ,                          ,                       ,                     ,                  ,                   ,                     ,                                 ,                      ,                   ,                                           ,                      ,                        ,                  ,                      ,                        ,                         ,                 ,                    ,                      ,                     ,                 ,                  ,                        ,                      ,                       ,                 ,                   ,                    ,                     ,                    ,                 ,                    ,               ,                   ,                      ,                  ,                           ,                        ,                 ,                     ,                    ,                       ,                   ,                   ,                     ,                         ,                      ,                            ,                      ,                       ,                  ,                     ,                   ,                       ,                      ,                       ,                         ,                       ,                     ,                         ,                        ,                      ,                          ,                     ,                  ,                                ,                                    ,                      ,                   ,                                    ,                     ,                      ,                    ,                                   ,                     ,                  ,                       ,                         ,                                      ,                   ,                     ,                          ,                 ,                  ,                     ,                         ,                 ,                           ,                                    ,                       ,                      ,                     ,                           ,                          ,                     ,                        ,                       ,                   ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,190,1174,B,102,R,CC,  25.00,   1111.3000,Boeckel  ,Nannofossils                                 ,R              ,P                 ,A                                          ,A                     ,A                     ,                       ,               ,                           ,                     ,                      ,                          ,                       ,                     ,                  ,                   ,                     ,                                 ,                      ,                   ,                                           ,                      ,                        ,                  ,                      ,                        ,                         ,                 ,                    ,                      ,                     ,                 ,                  ,                        ,                      ,                       ,                 ,                   ,                    ,                     ,                    ,                 ,                    ,               ,                   ,                      ,                  ,                           ,                        ,                 ,                     ,                    ,                       ,                   ,                   ,                     ,                         ,                      ,                            ,                      ,                       ,                  ,                     ,                   ,                       ,                      ,                       ,                         ,                       ,                     ,                         ,                        ,                      ,                          ,                     ,                  ,                                ,                                    ,                      ,                   ,                                    ,                     ,                      ,                    ,                                   ,                     ,                  ,                       ,                         ,                                      ,                   ,                     ,                          ,                 ,                  ,                     ,                         ,                 ,                           ,                                    ,                       ,                      ,                     ,                           ,                          ,                     ,                        ,                       ,                   ,       
