Data	Age From (oldest)	Age To (youngest)	Zone From (bottom)	Zone To  (top)	Leg	Site	H	Cor	T	Sc	Top(cm)	Depth (mbsf)	Scientist	Fossil Group                                 	Group Abundance	Group Preservation	Thalassiothrix miocenica	Thalassiothrix longissima	Thalassiosira vulnifica	Thalassiosira sp. cf. T.vulnifica	Thalassiosira praevulnifica	Thalassiosira oestrupii	Thalassiosira nativa	Thalassiosira lineata	Thalassiosira lentiginosa var. ovalis	Thalassiosira lentiginosa	Thalassiosira kolbei	Thalassiosira insigna	Thalassiosira elliptipora (very elongate aerolae)	Thalassiosira elliptipora	Thalassiosira convexa var. aspinosa	Thalassiosira convexa	Thalassionema nitzschioides  var. parva	Thalassionema nitzschioides	Stephanopyxis turris	Simonseniella barboi	Rouxia spp.	Rouxia sp. 1	Rouxia naviculoides	Rouxia californica	Rocella gelida	Rhizosolenia styliformis	Rhizosolenia sp. A	Rhizosolenia hebetata f. semispina	Rhizosolenia hebetata f. hiemalis	Nitzschia weaveri	Nitzschia sp. cf. N.interfrigidaria	Nitzschia sp. aff. N.praeinterfrigidaria	Nitzschia reinholdii	Nitzschia praeinterfrigidaria	Nitzschia marina	Nitzschia kerguelenis	Nitzschia jouseae	Nitzschia interfrigidaria	Nitzschia fossilis	Nitzschia cylindrica	Nitzschia clementia	Nitzschia angulata	Neobrunia mirabilis	Hemidiscus triangularus	Hemidiscus karstenii f.1	Hemidiscus karstenii	Hemidiscus cuneiformis	Eucampia antarctica	Ethmodiscus sp. (fragments)	Denticulopsis hustedtii	Denticulopsis dimorpha	Cosmiodiscus intersectus	Coscinodiscus tabularis	Coscinodiscus marginatus	Coscinodiscus lineatus	Coscinodiscus endoi	Charcotia actinochilus	Chaetoceros sp. (spines)	Asteromphalus parvulus	Asteromphalus kennettii	Asteromphalus hookeri	Actinocyclus ingens (ovate form)	Actinocyclus ingens	Actinocyclus ellipticus	Actinocyclus divisus	Coscinodiscus insignis	Actinocyclus ingens var. planus	Comment

  SR	                 	                 	                  	              	114	 704	A	 14	H	 3	 133.00	    125.5300	Fenner   	Diatoms                                      	               	                  	                        	                         	.3%                    	                                 	                           	                       	                    	                     	                                     	                         	.3%                 	                     	                                                 	                         	                                   	                     	                                       	                           	                    	8.4%                	           	            	                   	                  	              	                        	                  	                                  	                                 	                 	                                   	                                        	                    	                             	                	                     	                 	                         	                  	                    	                   	                  	                   	                       	                        	                    	                      	                   	                           	                       	                      	                        	                       	                        	                      	                   	                      	                        	                      	                       	                     	                                	                   	                       	                    	                      	39.7%                          	from ODP Leg 114 SR Chapter 5 Appendix p 110-118

  SR	                 	                 	                  	              	114	 704	A	 14	H	 3	 134.00	    125.5400	Fenner   	Diatoms                                      	               	                  	                        	                         	.3%                    	                                 	                           	                       	                    	                     	                                     	                         	.3%                 	                     	                                                 	                         	                                   	                     	                                       	                           	                    	1.4%                	           	            	                   	                  	              	                        	                  	                                  	                                 	                 	                                   	                                        	                    	                             	                	                     	                 	                         	                  	                    	                   	                  	                   	                       	                        	                    	                      	                   	                           	                       	                      	                        	                       	                        	                      	                   	                      	                        	                      	                       	                     	                                	                   	                       	                    	                      	14.2%                          	from ODP Leg 114 SR Chapter 5 Appendix p 110-118

  SR	                 	                 	                  	              	114	 704	A	 14	H	 3	 135.00	    125.5500	Fenner   	Diatoms                                      	               	                  	                        	                         	.3%                    	                                 	                           	                       	                    	                     	                                     	                         	.3%                 	                     	                                                 	                         	                                   	                     	                                       	                           	                    	4.4%                	           	            	                   	                  	              	                        	                  	                                  	                                 	                 	                                   	                                        	                    	                             	                	                     	                 	                         	                  	                    	                   	                  	                   	                       	                        	.3%                 	                      	                   	                           	                       	                      	                        	                       	                        	                      	                   	                      	                        	                      	                       	                     	                                	                   	                       	                    	                      	8.3%                           	from ODP Leg 114 SR Chapter 5 Appendix p 110-118

  IR	                 	                 	T. vulnifica      	              	114	 704	A	 14	H	 4	  80.00	    126.5000	Ciesielski	Diatoms                                      	               	F                 	-                       	C                        	VR                     	-                                	-                          	A                      	S                   	-                    	-                                    	F                        	VR                  	VR                   	-                                                	-                        	-                                  	-                    	-                                      	S                          	-                   	C                   	-          	-           	-                  	-                 	-             	R                       	-                 	-                                 	-                                	-                	-                                  	-                                       	VR                  	-                            	VR              	S                    	-                	-                        	C                 	-                   	-                  	A                 	-                  	-                      	-                       	-                   	-                     	-                  	R                          	-                      	-                     	-                       	-                      	R                       	-                     	-                  	-                     	-                       	-                     	-                      	-                    	-                               	S                  	-                      	-                   	                      	                               	from ODP Leg 114 SR Chapter 41 Table 3 p.760-763

  SR	                 	                 	                  	              	114	 704	A	 14	H	 4	 125.00	    126.9500	Fenner   	Diatoms                                      	               	                  	                        	                         	                       	                                 	                           	                       	                    	                     	                                     	                         	1.3%                	                     	                                                 	                         	                                   	                     	                                       	                           	                    	4.2%                	           	            	                   	                  	              	                        	                  	                                  	                                 	                 	                                   	                                        	                    	                             	                	                     	                 	                         	                  	                    	                   	                  	                   	                       	                        	                    	                      	                   	                           	                       	                      	                        	                       	                        	                      	                   	                      	                        	                      	                       	                     	                                	                   	                       	                    	.4%                   	3.8%                           	from ODP Leg 114 SR Chapter 5 Appendix p 110-118

  IR	                 	                 	T. vulnifica      	              	114	 704	A	 14	H	 5	  80.00	    128.0000	Ciesielski	Diatoms                                      	               	M                 	-                       	C                        	F                      	-                                	-                          	F                      	-                   	-                    	-                                    	C                        	C                   	C                    	-                                                	-                        	R                                  	R                    	-                                      	R                          	-                   	C                   	-          	-           	-                  	-                 	-             	-                       	-                 	-                                 	R                                	rS               	VR                                 	-                                       	-                   	-                            	-               	R                    	-                	-                        	F                 	-                   	-                  	A                 	-                  	-                      	-                       	VR                  	-                     	VR                 	F                          	-                      	-                     	-                       	-                      	F                       	-                     	-                  	-                     	-                       	-                     	-                      	-                    	-                               	-                  	-                      	-                   	                      	                               	from ODP Leg 114 SR Chapter 41 Table 3 p.760-763

  SR	                 	                 	                  	              	114	 704	A	 14	H	 5	 125.00	    128.4500	Fenner   	Diatoms                                      	               	                  	                        	                         	1.0%                   	                                 	                           	                       	                    	                     	                                     	                         	6.8%                	                     	                                                 	                         	                                   	                     	                                       	                           	                    	1.0%                	           	            	                   	                  	              	                        	                  	                                  	                                 	                 	                                   	                                        	                    	                             	                	                     	                 	                         	                  	                    	                   	                  	                   	                       	                        	                    	                      	                   	                           	                       	                      	                        	                       	                        	                      	                   	                      	                        	                      	                       	                     	                                	                   	                       	                    	                      	.5%                            	from ODP Leg 114 SR Chapter 5 Appendix p 110-118

  IR	                 	                 	T. vulnifica      	              	114	 704	A	 14	H	 6	  80.00	    129.5000	Ciesielski	Diatoms                                      	               	G                 	-                       	C                        	C                      	-                                	-                          	F                      	-                   	-                    	-                                    	F                        	C                   	-                    	-                                                	-                        	-                                  	R                    	-                                      	-                          	-                   	S                   	-          	-           	-                  	-                 	-             	-                       	-                 	-                                 	R                                	-                	-                                  	-                                       	-                   	-                            	-               	-                    	-                	-                        	-                 	-                   	-                  	A                 	-                  	-                      	-                       	S                   	S                     	-                  	S                          	-                      	-                     	-                       	-                      	C                       	-                     	-                  	-                     	-                       	-                     	-                      	-                    	-                               	-                  	-                      	-                   	                      	                               	from ODP Leg 114 SR Chapter 41 Table 3 p.760-763

  SR	                 	                 	                  	              	114	 704	A	 14	H	CC	  21.00	    129.7300	Fenner   	Diatoms                                      	               	                  	                        	                         	1.2%                   	                                 	                           	                       	                    	                     	                                     	                         	8.5%                	                     	                                                 	                         	                                   	                     	                                       	                           	                    	.2%                 	           	            	                   	                  	              	                        	                  	                                  	                                 	                 	                                   	                                        	                    	                             	                	                     	                 	                         	                  	                    	                   	                  	                   	                       	                        	1.0%                	                      	                   	                           	                       	                      	                        	                       	                        	                      	                   	                      	                        	                      	                       	                     	                                	                   	                       	                    	                      	.4%                            	from ODP Leg 114 SR Chapter 5 Appendix p 110-118

  IR	                 	                 	T. vulnifica      	              	114	 704	A	 15	H	 1	  80.00	    131.5000	Ciesielski	Diatoms                                      	               	M                 	-                       	A                        	C                      	-                                	-                          	F                      	S                   	-                    	-                                    	C                        	C                   	-                    	-                                                	-                        	R                                  	-                    	-                                      	-                          	-                   	VR                  	-          	-           	-                  	-                 	-             	-                       	-                 	-                                 	S                                	-                	F                                  	-                                       	-                   	-                            	-               	C                    	-                	-                        	S                 	-                   	-                  	D                 	-                  	-                      	-                       	-                   	-                     	R                  	S                          	-                      	-                     	-                       	-                      	F                       	-                     	-                  	-                     	-                       	-                     	-                      	-                    	-                               	R                  	-                      	-                   	                      	                               	from ODP Leg 114 SR Chapter 41 Table 3 p.760-763

  SR	                 	                 	                  	              	114	 704	A	 15	H	 1	 115.00	    131.8500	Fenner   	Diatoms                                      	               	                  	                        	                         	4.5%                   	                                 	                           	                       	                    	                     	                                     	                         	5.2%                	                     	                                                 	                         	                                   	                     	                                       	                           	                    	                    	           	            	                   	                  	              	                        	                  	                                  	                                 	                 	                                   	                                        	                    	                             	                	                     	                 	                         	                  	                    	                   	                  	                   	                       	                        	                    	                      	                   	                           	                       	                      	                        	                       	                        	                      	                   	                      	                        	                      	                       	                     	                                	                   	                       	                    	                      	                               	from ODP Leg 114 SR Chapter 5 Appendix p 110-118

  IR	                 	                 	T. vulnifica      	              	114	 704	A	 15	H	 2	  80.00	    133.0000	Ciesielski	Diatoms                                      	               	M                 	-                       	C                        	VR                     	-                                	-                          	S                      	C                   	-                    	R                                    	F                        	C                   	VR                   	-                                                	VR                       	-                                  	-                    	-                                      	-                          	-                   	C                   	-          	-           	-                  	-                 	-             	-                       	-                 	-                                 	-                                	-                	-                                  	-                                       	-                   	-                            	-               	-                    	-                	-                        	-                 	-                   	-                  	C                 	-                  	-                      	-                       	VR                  	-                     	VR                 	S                          	-                      	-                     	-                       	-                      	F                       	-                     	-                  	-                     	-                       	-                     	-                      	-                    	-                               	VR                 	-                      	-                   	                      	                               	from ODP Leg 114 SR Chapter 41 Table 3 p.760-763

  SR	                 	                 	                  	              	114	 704	A	 15	H	 2	 115.00	    133.3500	Fenner   	Diatoms                                      	               	                  	                        	                         	.5%                    	                                 	                           	                       	                    	                     	                                     	                         	15.0%               	                     	                                                 	                         	                                   	                     	                                       	                           	                    	                    	           	            	                   	                  	              	                        	                  	                                  	                                 	                 	                                   	                                        	                    	                             	                	                     	                 	                         	                  	                    	                   	                  	                   	                       	                        	.5%                 	                      	                   	                           	                       	                      	                        	                       	                        	                      	                   	                      	                        	                      	                       	                     	                                	                   	                       	                    	                      	                               	from ODP Leg 114 SR Chapter 5 Appendix p 110-118

  SR	                 	                 	T. vulnifica      	              	114	 704	A	 15	H	 3	  80.00	    134.5000	Ciesielski	Diatoms                                      	               	M                 	-                       	C                        	S                      	-                                	-                          	C                      	-                   	-                    	R                                    	C                        	C                   	-                    	-                                                	-                        	R                                  	-                    	-                                      	-                          	-                   	R                   	-          	-           	-                  	-                 	-             	-                       	-                 	-                                 	R                                	-                	-                                  	-                                       	-                   	-                            	-               	-                    	-                	-                        	-                 	-                   	-                  	D                 	-                  	-                      	-                       	VR                  	-                     	-                  	F                          	-                      	-                     	-                       	-                      	F                       	-                     	-                  	-                     	-                       	-                     	-                      	-                    	-                               	VR                 	-                      	-                   	                      	                               	from ODP Leg 114 SR Chapter 41 Table 3 p.760-763

  SR	                 	                 	                  	              	114	 704	A	 15	H	 3	 115.00	    134.8500	Fenner   	Diatoms                                      	               	                  	                        	                         	1.2%                   	                                 	                           	                       	                    	                     	                                     	                         	21.2%               	                     	                                                 	                         	                                   	                     	                                       	                           	                    	                    	           	            	                   	                  	              	                        	                  	                                  	                                 	                 	                                   	                                        	                    	                             	                	                     	                 	                         	                  	                    	                   	                  	                   	                       	                        	.4%                 	                      	                   	                           	                       	                      	                        	                       	                        	                      	                   	                      	                        	                      	                       	                     	                                	                   	                       	                    	                      	                               	from ODP Leg 114 SR Chapter 5 Appendix p 110-118

  IR	                 	                 	T. vulnifica      	              	114	 704	A	 15	H	 4	  80.00	    136.0000	Ciesielski	Diatoms                                      	               	M                 	-                       	A                        	C                      	-                                	-                          	F                      	S                   	-                    	-                                    	F                        	A                   	-                    	-                                                	-                        	-                                  	S                    	-                                      	-                          	-                   	S                   	-          	-           	-                  	-                 	-             	-                       	-                 	-                                 	S                                	-                	-                                  	-                                       	-                   	-                            	-               	-                    	-                	-                        	-                 	-                   	-                  	A                 	-                  	-                      	-                       	C                   	-                     	R                  	R                          	-                      	-                     	-                       	-                      	C                       	-                     	-                  	-                     	-                       	-                     	-                      	-                    	-                               	S                  	-                      	-                   	                      	                               	from ODP Leg 114 SR Chapter 41 Table 3 p.760-763

  SR	                 	                 	                  	              	114	 704	A	 15	H	 4	 115.00	    136.3500	Fenner   	Diatoms                                      	               	                  	                        	                         	1.2%                   	                                 	                           	                       	                    	                     	                                     	                         	7.9%                	                     	                                                 	                         	                                   	                     	                                       	                           	                    	2.9%                	           	            	                   	                  	              	                        	                  	                                  	                                 	                 	                                   	                                        	                    	                             	                	                     	                 	                         	                  	                    	                   	                  	                   	                       	                        	                    	                      	                   	                           	                       	                      	                        	                       	                        	                      	                   	                      	                        	                      	                       	                     	                                	                   	                       	                    	                      	                               	from ODP Leg 114 SR Chapter 5 Appendix p 110-118

  SR	                 	                 	                  	              	114	 704	A	 15	H	 5	 115.00	    137.8500	Fenner   	Diatoms                                      	               	                  	                        	                         	1.1%                   	                                 	                           	                       	                    	                     	                                     	                         	6.9%                	                     	                                                 	                         	                                   	                     	                                       	                           	                    	                    	           	            	                   	                  	              	                        	                  	                                  	                                 	                 	                                   	                                        	                    	                             	                	                     	                 	                         	                  	                    	                   	                  	                   	                       	                        	                    	                      	                   	                           	                       	                      	                        	                       	                        	                      	                   	                      	                        	                      	                       	                     	                                	                   	                       	                    	                      	.3%                            	from ODP Leg 114 SR Chapter 5 Appendix p 110-118

  IR	                 	                 	T. vulnifica      	              	114	 704	A	 15	H	 6	  80.00	    139.0000	Ciesielski	Diatoms                                      	               	F                 	-                       	A                        	R                      	-                                	-                          	S                      	-                   	-                    	-                                    	R                        	C                   	-                    	-                                                	-                        	-                                  	-                    	-                                      	-                          	-                   	-                   	-          	-           	-                  	-                 	-             	-                       	-                 	-                                 	R                                	-                	-                                  	-                                       	-                   	-                            	-               	S                    	-                	-                        	-                 	-                   	-                  	A                 	-                  	-                      	-                       	R                   	-                     	-                  	R                          	-                      	-                     	-                       	-                      	C                       	-                     	-                  	-                     	-                       	-                     	-                      	-                    	-                               	-                  	-                      	-                   	                      	                               	from ODP Leg 114 SR Chapter 41 Table 3 p.760-763

  SR	                 	                 	                  	              	114	 704	A	 15	H	 6	 115.00	    139.3500	Fenner   	Diatoms                                      	               	                  	                        	                         	1.7%                   	                                 	                           	                       	                    	                     	                                     	                         	10.4%               	                     	                                                 	                         	                                   	                     	                                       	                           	                    	                    	           	            	                   	                  	              	                        	                  	                                  	                                 	                 	                                   	                                        	                    	                             	                	                     	                 	                         	                  	                    	                   	                  	                   	                       	                        	.7%                 	                      	                   	                           	                       	                      	                        	                       	                        	                      	                   	                      	                        	                      	                       	                     	                                	                   	                       	                    	                      	                               	from ODP Leg 114 SR Chapter 5 Appendix p 110-118

  SR	                 	                 	                  	              	114	 704	A	 15	H	CC	  14.00	    140.4300	Fenner   	Diatoms                                      	               	                  	                        	                         	1.0%                   	                                 	                           	                       	                    	                     	                                     	                         	8.9%                	                     	                                                 	                         	                                   	                     	                                       	                           	                    	                    	           	            	                   	                  	              	                        	                  	                                  	                                 	                 	                                   	                                        	                    	                             	                	                     	                 	                         	                  	                    	                   	                  	                   	                       	                        	.7%                 	                      	                   	                           	                       	                      	                        	                       	                        	                      	                   	                      	                        	                      	                       	                     	                                	                   	                       	                    	                      	.3%                            	from ODP Leg 114 SR Chapter 5 Appendix p 110-118

  SR	                 	                 	                  	              	114	 704	A	 16	H	 1	 134.00	    141.5400	Fenner   	Diatoms                                      	               	                  	                        	                         	.8%                    	                                 	                           	                       	                    	                     	                                     	                         	.8%                 	                     	                                                 	                         	                                   	                     	                                       	                           	                    	                    	           	            	                   	                  	              	                        	                  	                                  	                                 	                 	                                   	                                        	                    	                             	                	                     	                 	                         	                  	                    	                   	                  	                   	                       	                        	                    	                      	                   	                           	                       	                      	                        	                       	                        	                      	                   	                      	                        	                      	                       	                     	                                	                   	                       	                    	                      	.3%                            	from ODP Leg 114 SR Chapter 5 Appendix p 110-118

  IR	                 	                 	T. vulnifica      	              	114	 704	A	 16	H	 2	  80.00	    142.5000	Ciesielski	Diatoms                                      	               	M                 	-                       	C                        	VR                     	-                                	-                          	S                      	-                   	-                    	-                                    	S                        	A                   	-                    	-                                                	-                        	R                                  	R                    	-                                      	-                          	-                   	R                   	-          	-           	-                  	-                 	-             	-                       	-                 	-                                 	-                                	-                	-                                  	-                                       	-                   	-                            	-               	R                    	-                	-                        	-                 	-                   	-                  	C                 	-                  	-                      	-                       	R                   	R                     	-                  	S                          	-                      	-                     	-                       	-                      	C                       	-                     	-                  	-                     	-                       	-                     	-                      	-                    	-                               	R                  	-                      	-                   	                      	                               	from ODP Leg 114 SR Chapter 41 Table 3 p.760-763

  SR	                 	                 	                  	              	114	 704	A	 16	H	 2	 134.00	    143.0400	Fenner   	Diatoms                                      	               	                  	                        	                         	.4%                    	                                 	                           	                       	                    	                     	                                     	                         	17.7%               	                     	                                                 	                         	                                   	                     	                                       	                           	                    	                    	           	            	                   	                  	              	                        	                  	                                  	                                 	                 	                                   	                                        	                    	                             	                	                     	                 	                         	                  	                    	                   	                  	                   	                       	                        	                    	                      	                   	                           	                       	                      	                        	                       	                        	                      	                   	                      	                        	                      	                       	                     	                                	                   	                       	                    	                      	                               	from ODP Leg 114 SR Chapter 5 Appendix p 110-118
