Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Tenuitellinata angustiumbilicata,Paragloborotalia pseudokugleri,Paragloborotalia nana,Paragloborotalia mayeri,Paragloborotalia kugleri,Neogloboquadrina continuosa,Globorotaloides suteri,Globoquadrina venezuelana,Globoquadrina baroemoenensis,Globigerinita uvula,Globigerinita glutinata,Globigerina woodi,Globigerina sellii,Catapsydrax unicavus,Catapsydrax dissimilis,Cassigerinella chipolensis,Streptochilus spp.,Tenuitella munda,Globigerina tripartita,Globigerina praebulloides,Globigerina euapertura,Globoquadrina dehiscens,Globoquadrina cf. G. extans,Globigerinoides trilobus,Globigerinoides primordius,Globigerinella obesa,Globigerina connecta,Dentoglobigerina altispira,Tenuitella clemenciae,Globorotalia peripheroronda,Globorotalia birnageae,Globigerinoides parawoodi,Globigerinoides altiapertura,Globigerinoides subquadratus,Globoquadrina binaiensis,Globigerinoides sacculifer,Globigerinoides obliquus,Globigerina quinqueloba,Globorotalia praescitula,Catapsydrax parvulus,Turborotalita humilis,Sphaeroidinella disjuncta,Globigerinatella insueta,Globigerina druryi,Globigerinoides diminutus,Globigerinoides sicana/bisphericus,Praeorbulina sicana,Globorotaloides hexagona,Globigerina bulloides,Globorotalia cf. Gr. zealandica,Globorotalia cf. Gr. miozea,Globorotalia archeomenardii,Globigerinoides bollii,Globorotalia praemenardii,Sphaeroidinellopsis seminulina,Globorotalia peripheroacuta,Globorotaloides variabilis,Orbulina universa,Globorotalia praefohsi,Orbulina suturalis,Globorotalia lenguaensis,Globorotalia fohsi fohsi,Sphaeroidinellopsis kochi,Globorotalia menardii,Globorotalia scitula,Globigerina decoraperta,Globorotalia challengeri,Globigerinoides bulloideus,Globigerina nepenthes,Globigerina apertura,Globigerinella aequilateralis,Neogloboquadrina acostaensis,Globorotalia merotumida,Neogloboquadrina humerosa,Sphaeroidinellopsis paenedehiscens,Globorotalia limbata,Globigerinoides ruber,Globigerinoides extremus,Globorotalia juanai,Candeina nitida,Globorotalia cibaoensis,Globorotalia plesiotumida,Neogloboquadrina dutertrei,Globorotalia pseudomiocenica,Globorotalia pertenuis,Globorotalia anfracta,Globorotalia multicamerata,Pulleniatina primalis,Globigerinoides conglobatus,Globorotalia crassula,Globoquadrina conglomerata,Pulleniatina praespectabilis,Globorotalia tumida,Globorotalia margaritae,Beella praedigitata,Globorotalia inflata,Pulleniatina spectabilis,Pulleniatina obliquiloculata,Sphaeroidinella dehiscens,Globorotalia ungulata,Globigerinella calida,Globorotalia crassaformis,Globigerinoides fistulosus,Globigerina rubescens,Globorotalia tosaensis,Globorotalia truncatulinoides,Beella digitata,Globorotalia bermudezi,Globigerinoides tenellus,Comment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,                 ,N7                ,              ,130, 806,B, 59,X,CC,  35.00,    559.9400,Chaisson ,Planktonic Foraminifers                      ,               ,M                 ,R                               ,                              ,                     ,F                      ,                        ,                           ,                      ,F                        ,R                           ,                   ,C                      ,R                ,                  ,                    ,                      ,R                         ,R                 ,                ,                      ,                         ,                      ,R                      ,                           ,R                       ,                          ,                    ,                    ,R                         ,R                    ,F                          ,F                     ,                         ,R                           ,R                           ,                        ,R                         ,?                       ,                       ,                        ,                    ,R                    ,R                        ,R                       ,R                 ,                         ,R                                 ,                   ,                        ,                     ,                               ,                           ,                           ,                      ,                         ,                              ,                           ,                          ,                 ,                      ,                  ,                        ,                        ,                         ,                     ,                    ,                       ,                        ,                          ,                     ,                    ,                             ,                            ,                       ,                         ,                                  ,                    ,                     ,                        ,                   ,               ,                       ,                         ,                          ,                            ,                      ,                     ,                          ,                     ,                           ,                     ,                          ,                            ,                   ,                       ,                   ,                    ,                        ,                            ,                         ,                     ,                     ,                         ,                          ,                     ,                      ,                             ,               ,                      ,                        ,from 130SR.Chapter 10.Table 1.back pocket fold-out.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,                 ,N7                ,              ,130, 806,B, 60,X, 2,  31.00,    561.7100,Chaisson ,Planktonic Foraminifers                      ,               ,MP                ,                                ,                              ,                     ,C                      ,                        ,                           ,                      ,F                        ,R                           ,                   ,R                      ,R                ,                  ,                    ,                      ,                          ,                  ,                ,                      ,                         ,                      ,R                      ,                           ,R                       ,                          ,R                   ,                    ,F                         ,                     ,                           ,                      ,R                        ,                            ,R                           ,                        ,R                         ,?                       ,R                      ,R                       ,                    ,                     ,R                        ,R                       ,                  ,                         ,R                                 ,                   ,                        ,                     ,                               ,                           ,                           ,                      ,                         ,                              ,                           ,                          ,                 ,                      ,                  ,                        ,                        ,                         ,                     ,                    ,                       ,                        ,                          ,                     ,                    ,                             ,                            ,                       ,                         ,                                  ,                    ,                     ,                        ,                   ,               ,                       ,                         ,                          ,                            ,                      ,                     ,                          ,                     ,                           ,                     ,                          ,                            ,                   ,                       ,                   ,                    ,                        ,                            ,                         ,                     ,                     ,                         ,                          ,                     ,                      ,                             ,               ,                      ,                        ,from 130SR.Chapter 10.Table 1.back pocket fold-out.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,130, 806,B, 60,X, 2,  43.00,    561.8300,Resig    ,Planktonic Foraminifers                      ,               ,                  ,                                ,                              ,                     ,                       ,                        ,                           ,                      ,                         ,                            ,                   ,                       ,                 ,                  ,                    ,                      ,                          ,0                 ,                ,                      ,                         ,                      ,                       ,                           ,                        ,                          ,                    ,                    ,                          ,                     ,                           ,                      ,                         ,                            ,                            ,                        ,                          ,                        ,                       ,                        ,                    ,                     ,                         ,                        ,                  ,                         ,                                  ,                   ,                        ,                     ,                               ,                           ,                           ,                      ,                         ,                              ,                           ,                          ,                 ,                      ,                  ,                        ,                        ,                         ,                     ,                    ,                       ,                        ,                          ,                     ,                    ,                             ,                            ,                       ,                         ,                                  ,                    ,                     ,                        ,                   ,               ,                       ,                         ,                          ,                            ,                      ,                     ,                          ,                     ,                           ,                     ,                          ,                            ,                   ,                       ,                   ,                    ,                        ,                            ,                         ,                     ,                     ,                         ,                          ,                     ,                      ,                             ,               ,                      ,                        ,Total count = 937.from 130SR.Chapter 12.Table 1.pages 236-237.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,                 ,N7                ,              ,130, 806,B, 60,X, 5,  31.00,    566.2100,Chaisson ,Planktonic Foraminifers                      ,               ,M                 ,                                ,                              ,                     ,C                      ,                        ,                           ,                      ,R                        ,R                           ,                   ,R                      ,R                ,                  ,                    ,                      ,                          ,                  ,                ,                      ,R                        ,                      ,                       ,                           ,R                       ,                          ,R                   ,                    ,R                         ,                     ,                           ,                      ,                         ,R                           ,R                           ,                        ,R                         ,R                       ,R                      ,                        ,                    ,                     ,                         ,R                       ,R                 ,                         ,R                                 ,                   ,                        ,                     ,                               ,                           ,                           ,                      ,                         ,                              ,                           ,                          ,                 ,                      ,                  ,                        ,                        ,                         ,                     ,                    ,                       ,                        ,                          ,                     ,                    ,                             ,                            ,                       ,                         ,                                  ,                    ,                     ,                        ,                   ,               ,                       ,                         ,                          ,                            ,                      ,                     ,                          ,                     ,                           ,                     ,                          ,                            ,                   ,                       ,                   ,                    ,                        ,                            ,                         ,                     ,                     ,                         ,                          ,                     ,                      ,                             ,               ,                      ,                        ,from 130SR.Chapter 10.Table 1.back pocket fold-out.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,                 ,N7                ,              ,130, 806,B, 60,X,CC,  33.00,    566.8600,Chaisson ,Planktonic Foraminifers                      ,               ,MP                ,R                               ,                              ,                     ,R                      ,                        ,                           ,                      ,F                        ,R                           ,                   ,R                      ,C                ,                  ,                    ,                      ,                          ,                  ,                ,                      ,                         ,                      ,R                      ,                           ,R                       ,                          ,                    ,                    ,R                         ,                     ,                           ,                      ,R                        ,                            ,R                           ,                        ,C                         ,R                       ,R                      ,                        ,?                   ,?                    ,R                        ,R                       ,?                 ,                         ,?                                 ,                   ,                        ,                     ,                               ,                           ,                           ,                      ,                         ,                              ,                           ,                          ,                 ,                      ,                  ,                        ,                        ,                         ,                     ,                    ,                       ,                        ,                          ,                     ,                    ,                             ,                            ,                       ,                         ,                                  ,                    ,                     ,                        ,                   ,               ,                       ,                         ,                          ,                            ,                      ,                     ,                          ,                     ,                           ,                     ,                          ,                            ,                   ,                       ,                   ,                    ,                        ,                            ,                         ,                     ,                     ,                         ,                          ,                     ,                      ,                             ,               ,                      ,                        ,from 130SR.Chapter 10.Table 1.back pocket fold-out.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,                 ,N7                ,              ,130, 806,B, 61,X, 2,  29.00,    571.3900,Chaisson ,Planktonic Foraminifers                      ,               ,MG                ,C                               ,                              ,                     ,F                      ,                        ,                           ,                      ,F                        ,R                           ,F                  ,C                      ,R                ,                  ,                    ,                      ,R                         ,                  ,                ,                      ,?                        ,                      ,R                      ,                           ,R                       ,                          ,R                   ,                    ,R                         ,R                    ,R                          ,R                     ,                         ,R                           ,R                           ,                        ,F                         ,R                       ,R                      ,R                       ,R                   ,                     ,                         ,R                       ,?                 ,                         ,                                  ,                   ,                        ,                     ,                               ,                           ,                           ,                      ,                         ,                              ,                           ,                          ,                 ,                      ,                  ,                        ,                        ,                         ,                     ,                    ,                       ,                        ,                          ,                     ,                    ,                             ,                            ,                       ,                         ,                                  ,                    ,                     ,                        ,                   ,               ,                       ,                         ,                          ,                            ,                      ,                     ,                          ,                     ,                           ,                     ,                          ,                            ,                   ,                       ,                   ,                    ,                        ,                            ,                         ,                     ,                     ,                         ,                          ,                     ,                      ,                             ,               ,                      ,                        ,from 130SR.Chapter 10.Table 1.back pocket fold-out.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,130, 806,B, 61,X, 2,  44.00,    571.5400,Resig    ,Planktonic Foraminifers                      ,               ,                  ,                                ,                              ,                     ,                       ,                        ,                           ,                      ,                         ,                            ,                   ,                       ,                 ,                  ,                    ,                      ,                          ,0                 ,                ,                      ,                         ,                      ,                       ,                           ,                        ,                          ,                    ,                    ,                          ,                     ,                           ,                      ,                         ,                            ,                            ,                        ,                          ,                        ,                       ,                        ,                    ,                     ,                         ,                        ,                  ,                         ,                                  ,                   ,                        ,                     ,                               ,                           ,                           ,                      ,                         ,                              ,                           ,                          ,                 ,                      ,                  ,                        ,                        ,                         ,                     ,                    ,                       ,                        ,                          ,                     ,                    ,                             ,                            ,                       ,                         ,                                  ,                    ,                     ,                        ,                   ,               ,                       ,                         ,                          ,                            ,                      ,                     ,                          ,                     ,                           ,                     ,                          ,                            ,                   ,                       ,                   ,                    ,                        ,                            ,                         ,                     ,                     ,                         ,                          ,                     ,                      ,                             ,               ,                      ,                        ,Total count = 973.from 130SR.Chapter 12.Table 1.pages 236-237.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,                 ,N6                ,              ,130, 806,B, 61,X, 5,  17.00,    575.7700,Chaisson ,Planktonic Foraminifers                      ,               ,M                 ,R                               ,                              ,                     ,F                      ,                        ,R                          ,R                     ,R                        ,R                           ,R                  ,C                      ,F                ,                  ,                    ,R                     ,R                         ,R                 ,                ,                      ,R                        ,                      ,R                      ,                           ,R                       ,                          ,R                   ,                    ,R                         ,                     ,?                          ,R                     ,R                        ,                            ,R                           ,                        ,F                         ,R                       ,R                      ,R                       ,?                   ,                     ,R                        ,R                       ,                  ,?                        ,                                  ,                   ,                        ,                     ,                               ,                           ,                           ,                      ,                         ,                              ,                           ,                          ,                 ,                      ,                  ,                        ,                        ,                         ,                     ,                    ,                       ,                        ,                          ,                     ,                    ,                             ,                            ,                       ,                         ,                                  ,                    ,                     ,                        ,                   ,               ,                       ,                         ,                          ,                            ,                      ,                     ,                          ,                     ,                           ,                     ,                          ,                            ,                   ,                       ,                   ,                    ,                        ,                            ,                         ,                     ,                     ,                         ,                          ,                     ,                      ,                             ,               ,                      ,                        ,from 130SR.Chapter 10.Table 1.back pocket fold-out.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,                 ,N6                ,              ,130, 806,B, 61,X,CC,  24.00,    579.3000,Chaisson ,Planktonic Foraminifers                      ,               ,MP                ,F                               ,                              ,                     ,F                      ,                        ,                           ,R                     ,R                        ,                            ,R                  ,C                      ,F                ,                  ,R                   ,R                     ,R                         ,                  ,                ,                      ,                         ,                      ,R                      ,                           ,R                       ,                          ,R                   ,                    ,R                         ,R                    ,                           ,R                     ,R                        ,R                           ,R                           ,?                       ,R                         ,R                       ,R                      ,R                       ,                    ,R                    ,R                        ,R                       ,?                 ,                         ,                                  ,                   ,                        ,                     ,                               ,                           ,                           ,                      ,                         ,                              ,                           ,                          ,                 ,                      ,                  ,                        ,                        ,                         ,                     ,                    ,                       ,                        ,                          ,                     ,                    ,                             ,                            ,                       ,                         ,                                  ,                    ,                     ,                        ,                   ,               ,                       ,                         ,                          ,                            ,                      ,                     ,                          ,                     ,                           ,                     ,                          ,                            ,                   ,                       ,                   ,                    ,                        ,                            ,                         ,                     ,                     ,                         ,                          ,                     ,                      ,                             ,               ,                      ,                        ,from 130SR.Chapter 10.Table 1.back pocket fold-out.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,                 ,N5                ,              ,130, 806,B, 62,X, 2,  22.00,    581.0200,Chaisson ,Planktonic Foraminifers                      ,               ,MP                ,C                               ,                              ,                     ,R                      ,                        ,R                          ,R                     ,R                        ,R                           ,R                  ,C                      ,R                ,                  ,R                   ,?                     ,R                         ,                  ,                ,                      ,                         ,                      ,R                      ,                           ,R                       ,                          ,                    ,                    ,R                         ,R                    ,?                          ,R                     ,                         ,                            ,                            ,                        ,R                         ,                        ,                       ,R                       ,                    ,                     ,                         ,                        ,                  ,                         ,                                  ,                   ,                        ,                     ,                               ,                           ,                           ,                      ,                         ,                              ,                           ,                          ,                 ,                      ,                  ,                        ,                        ,                         ,                     ,                    ,                       ,                        ,                          ,                     ,                    ,                             ,                            ,                       ,                         ,                                  ,                    ,                     ,                        ,                   ,               ,                       ,                         ,                          ,                            ,                      ,                     ,                          ,                     ,                           ,                     ,                          ,                            ,                   ,                       ,                   ,                    ,                        ,                            ,                         ,                     ,                     ,                         ,                          ,                     ,                      ,                             ,               ,                      ,                        ,from 130SR.Chapter 10.Table 1.back pocket fold-out.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,130, 806,B, 62,X, 2,  44.00,    581.2400,Resig    ,Planktonic Foraminifers                      ,               ,                  ,                                ,                              ,                     ,                       ,                        ,                           ,                      ,                         ,                            ,                   ,                       ,                 ,                  ,                    ,                      ,                          ,0                 ,                ,                      ,                         ,                      ,                       ,                           ,                        ,                          ,                    ,                    ,                          ,                     ,                           ,                      ,                         ,                            ,                            ,                        ,                          ,                        ,                       ,                        ,                    ,                     ,                         ,                        ,                  ,                         ,                                  ,                   ,                        ,                     ,                               ,                           ,                           ,                      ,                         ,                              ,                           ,                          ,                 ,                      ,                  ,                        ,                        ,                         ,                     ,                    ,                       ,                        ,                          ,                     ,                    ,                             ,                            ,                       ,                         ,                                  ,                    ,                     ,                        ,                   ,               ,                       ,                         ,                          ,                            ,                      ,                     ,                          ,                     ,                           ,                     ,                          ,                            ,                   ,                       ,                   ,                    ,                        ,                            ,                         ,                     ,                     ,                         ,                          ,                     ,                      ,                             ,               ,                      ,                        ,Total count = 947.from 130SR.Chapter 12.Table 1.pages 236-237.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,                 ,N5                ,              ,130, 806,B, 62,X, 5,  39.00,    585.6900,Chaisson ,Planktonic Foraminifers                      ,               ,MP                ,F                               ,                              ,                     ,F                      ,                        ,R                          ,R                     ,R                        ,R                           ,F                  ,C                      ,R                ,                  ,R                   ,R                     ,R                         ,                  ,                ,                      ,                         ,                      ,R                      ,                           ,R                       ,                          ,                    ,                    ,R                         ,R                    ,                           ,R                     ,                         ,                            ,                            ,?                       ,R                         ,                        ,                       ,R                       ,                    ,                     ,                         ,                        ,                  ,                         ,                                  ,                   ,                        ,                     ,                               ,                           ,                           ,                      ,                         ,                              ,                           ,                          ,                 ,                      ,                  ,                        ,                        ,                         ,                     ,                    ,                       ,                        ,                          ,                     ,                    ,                             ,                            ,                       ,                         ,                                  ,                    ,                     ,                        ,                   ,               ,                       ,                         ,                          ,                            ,                      ,                     ,                          ,                     ,                           ,                     ,                          ,                            ,                   ,                       ,                   ,                    ,                        ,                            ,                         ,                     ,                     ,                         ,                          ,                     ,                      ,                             ,               ,                      ,                        ,from 130SR.Chapter 10.Table 1.back pocket fold-out.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,                 ,N5                ,              ,130, 806,B, 62,X,CC,  31.00,    589.0700,Chaisson ,Planktonic Foraminifers                      ,               ,MP                ,R                               ,                              ,                     ,R                      ,                        ,                           ,R                     ,R                        ,R                           ,F                  ,C                      ,F                ,                  ,R                   ,R                     ,R                         ,                  ,                ,                      ,R                        ,                      ,R                      ,                           ,R                       ,                          ,                    ,                    ,R                         ,                     ,                           ,R                     ,R                        ,R                           ,                            ,?                       ,R                         ,R                       ,                       ,R                       ,                    ,                     ,                         ,                        ,                  ,                         ,                                  ,                   ,                        ,                     ,                               ,                           ,                           ,                      ,                         ,                              ,                           ,                          ,                 ,                      ,                  ,                        ,                        ,                         ,                     ,                    ,                       ,                        ,                          ,                     ,                    ,                             ,                            ,                       ,                         ,                                  ,                    ,                     ,                        ,                   ,               ,                       ,                         ,                          ,                            ,                      ,                     ,                          ,                     ,                           ,                     ,                          ,                            ,                   ,                       ,                   ,                    ,                        ,                            ,                         ,                     ,                     ,                         ,                          ,                     ,                      ,                             ,               ,                      ,                        ,from 130SR.Chapter 10.Table 1.back pocket fold-out.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,                 ,N5                ,              ,130, 806,B, 63,X, 2,  30.00,    590.8000,Chaisson ,Planktonic Foraminifers                      ,               ,M                 ,C                               ,                              ,                     ,R                      ,                        ,R                          ,R                     ,R                        ,                            ,R                  ,C                      ,R                ,                  ,R                   ,R                     ,                          ,                  ,                ,                      ,R                        ,                      ,R                      ,                           ,R                       ,                          ,R                   ,                    ,R                         ,R                    ,                           ,R                     ,R                        ,R                           ,                            ,R                       ,R                         ,R                       ,                       ,R                       ,R                   ,                     ,                         ,                        ,                  ,                         ,                                  ,                   ,                        ,                     ,                               ,                           ,                           ,                      ,                         ,                              ,                           ,                          ,                 ,                      ,                  ,                        ,                        ,                         ,                     ,                    ,                       ,                        ,                          ,                     ,                    ,                             ,                            ,                       ,                         ,                                  ,                    ,                     ,                        ,                   ,               ,                       ,                         ,                          ,                            ,                      ,                     ,                          ,                     ,                           ,                     ,                          ,                            ,                   ,                       ,                   ,                    ,                        ,                            ,                         ,                     ,                     ,                         ,                          ,                     ,                      ,                             ,               ,                      ,                        ,from 130SR.Chapter 10.Table 1.back pocket fold-out.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,130, 806,B, 63,X, 2,  44.00,    590.9400,Resig    ,Planktonic Foraminifers                      ,               ,                  ,                                ,                              ,                     ,                       ,                        ,                           ,                      ,                         ,                            ,                   ,                       ,                 ,                  ,                    ,                      ,                          ,0                 ,                ,                      ,                         ,                      ,                       ,                           ,                        ,                          ,                    ,                    ,                          ,                     ,                           ,                      ,                         ,                            ,                            ,                        ,                          ,                        ,                       ,                        ,                    ,                     ,                         ,                        ,                  ,                         ,                                  ,                   ,                        ,                     ,                               ,                           ,                           ,                      ,                         ,                              ,                           ,                          ,                 ,                      ,                  ,                        ,                        ,                         ,                     ,                    ,                       ,                        ,                          ,                     ,                    ,                             ,                            ,                       ,                         ,                                  ,                    ,                     ,                        ,                   ,               ,                       ,                         ,                          ,                            ,                      ,                     ,                          ,                     ,                           ,                     ,                          ,                            ,                   ,                       ,                   ,                    ,                        ,                            ,                         ,                     ,                     ,                         ,                          ,                     ,                      ,                             ,               ,                      ,                        ,Total count = 1080.from 130SR.Chapter 12.Table 1.pages 236-237.
